,thscode,ths_fund_scale_fund,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Mean
688,001228.OF,10610618.02,7963340.26,6443068.89,5885902.25,7112303.23,118481896.78,16654708.62,5394953.78,5147244.07,54460753.69,60447941.18,69211130.87,63313209.42,65282732.66,71598902.29,71300548.57,56680461.5,71054293.19,66957640.41,7406321.75,5121708.39,4391624.44,3777757.94,37160828.79130435
689,001231.OF,565418521.02,565282615.63,570677844.28,11154615.27,61828746.46,38418076.22,166145486.37,130293590.02,66780974.08,323992008.08,729804717.15,609498240.8,405999429.65,331092800.29,309702246.56,262665236.29,171313759.02,119808554.39,95769131.73,87179485.64,76763697.57,70738524.94,60956659.84,253534128.75217387
690,001252.OF,53671126.1,42965931.33,51485121.58,46092297.24,54057127.31,48205156.69,48726259.31,37176416.62,33501257.81,68156557.14,67691691.1,56228754.28,26088473.22,30411945.77,30184765.81,30967439.77,23170108.67,23205342.89,19950860.4,50889873.02,58808668.75,88765950.81,80479922.42,46560045.56695651
691,001255.OF,552572003.28,469514225.16,410595327.6,361597847.73,453935375.75,431378783.58,437105566.49,431363029.33,410273411.31,454470821.55,359097737.7,365866029.17,210400115.01,225262698.89,236782763.61,203742773.48,128927290.86,125789714.04,111199088.17,121023991.01,147978998.35,185455775.43,128446097.38,302729541.9513044
692,001256.OF,2088478948.29,2894486432.23,3129685359.6,2785010477.75,3475490036.07,3119650556.4,2668506825.12,2828392277.8,3138130499.2,3649361675.21,3228536205.9,3742301769.09,3482257694.52,3404535750.63,2924933559.91,2530891574.67,2070018500.16,1588158535.15,1566431799.17,1757900679.93,2759182831.19,2866322821.91,2401554355.28,2786966050.6600003
693,001261.OF,128576404.02,113311539.57,103342727.8,91603308.39,103038316.44,95959745.55,93046093.73,96333003.1,67835296.73,66648832.82,48050677.62,48050542.78,48073411.1,54861823.45,41148343.39,38390600.29,33518352.13,55726803.01,55512466.96,45613178.72,54333252.17,57893602.63,43955470.41,68905382.29608698
694,001265.OF,207682045.35,196319161.03,83609081.27,66292775.37,73577622.2,67379238.01,61370778.99,59847594.46,61232640.15,59787596.93,318220701.92,266294279.63,322919747.26,349478720.12,670431084.66,692364964.5,729309675.61,563444255.26,452237122.14,191259316.31,70666252.23,58820035.39,33388109.25,245910121.65391308
695,001280.OF,366592602.1,374072110.13,382256608.52,314774560.14,354662739.81,382683455.78,376411127.56,574369587.14,531772048.49,653487865.76,591218929.91,813796451.8,621470254.82,629836376.28,465321677.02,438778184.09,393582392.48,502987138.49,497776713.29,674704776.97,683018630.08,448355929.07,426499160.57,499931709.57826084
696,001281.OF,160291560.66,59286434.28,51141593.18,59486246.0,42858206.5,39117564.58,35126731.2,29686280.99,21780468.81,22979435.81,23485995.61,25631611.43,20454403.51,21273057.68,18867477.69,18377070.88,14466480.82,15532135.49,12933251.31,11882590.84,11688368.28,11022180.97,8891782.3,32011344.731304344
697,001282.OF,1232076452.61,228850467.15,182571691.09,157251022.47,140080695.47,115771230.64,109217292.27,97289619.62,82054977.41,75017422.07,60215100.91,58529077.69,53408860.32,52609978.48,50113858.61,48380342.61,44909894.78,60309707.79,63381932.76,59290821.96,57661709.98,50257528.15,57204352.22,136367566.82869568
698,001283.OF,98261017.37,93540185.34,92118836.06,86945256.52,100279873.48,94127465.71,98578337.87,104855954.51,100342351.63,109331165.73,119863628.57,10855416.17,10726099.27,204183.95,23253268.81,49294881.5,51553080.67,37563338.84,32991432.72,14447815.63,484572.43,186273.65,166582.36,57824826.90391305
699,001287.OF,49994899.05,40871181.12,54252804.26,43229179.64,55170590.96,80650521.38,87869748.24,109518803.85,86433131.41,249495165.3,216011606.04,283666019.99,231626033.89,238676850.08,204396974.53,277670327.96,290021859.84,698057681.44,771768019.69,773096286.81,1147059730.67,737599724.34,685565385.9,322291414.1908695
700,001297.OF,505417662.14,438681199.04,371646034.37,328047601.02,435904766.32,418543469.82,416513527.76,613217810.94,890082736.7,1101938360.95,1213701301.6,1383691877.77,1037754177.57,927330496.27,772484181.66,742119060.62,557368238.38,583916164.12,379324214.29,395513692.28,380885621.73,328575192.43,289999391.93,630985077.3786957
701,001309.OF,899828904.96,1129321328.62,1116102836.63,1100319666.35,1196808342.52,1143154252.03,1183783711.9,1231346670.67,1231196920.55,1079648138.86,1159887163.2,1219342062.28,1241680100.9,5158906772.42,5223086027.08,5268411952.15,5140983753.75,5175042102.34,4127980153.48,4159406215.11,4328489909.97,4372141604.88,2593961025.1,2629601287.641304
702,001311.OF,708385582.65,703910550.0,707071747.4,704994654.73,720582930.27,712954427.65,721283741.65,726352988.24,714293356.48,724106203.62,749179006.39,768732339.49,770164982.65,65907961.39,60502527.9,60333513.8,56932068.22,54694802.19,52324677.04,48781685.35,56517613.28,55216319.24,59322438.93,434893309.50260884
703,001312.OF,53557748.82,43410135.32,41073236.28,40199825.63,36363135.37,41014457.43,349904251.88,361538788.58,346816782.05,299476014.29,538500432.41,622124617.13,246498759.38,235989246.68,311962683.69,1000456458.4,1351100280.86,1240203793.78,982867260.53,910239723.94,767559994.74,622284148.86,564209439.23,478580487.6208695
704,001316.OF,84737790.75,92115935.35,42728604.06,43562624.08,163110706.79,393667602.14,2531569947.01,4060625940.59,3894921293.7,3447571470.35,2171794345.27,2538914760.32,3168196111.47,8846948484.86,12298623995.02,15295613473.1,18270515704.89,17459103531.62,17230189687.31,14311125351.15,11830503298.2,10223241276.24,9443848419.32,6862749145.808261
705,001322.OF,339829060.22,280645052.65,238002594.44,197627804.23,253242118.59,232349815.7,237902932.47,240397161.0,231324625.25,277452882.14,292275976.4,320918254.94,219064995.97,247974202.43,222948668.42,230982771.04,198570715.15,207892590.92,170545068.82,163707204.12,304150663.39,411188146.89,354768686.66,255380956.1669565
706,001323.OF,185867607.42,151563413.38,129311591.35,103714181.34,103950343.56,98475523.9,99156785.13,98560992.47,73886108.33,82072098.09,75364585.66,77686865.03,58992052.22,78570590.48,82304091.69,89316691.45,70809696.1,80637700.44,60294908.68,55762827.55,94250568.46,295463983.07,310549698.2,111154908.86956522
707,001324.OF,385905341.99,381355480.21,378972404.62,373580737.52,395612657.44,403446284.46,418563601.97,417884849.67,421694236.38,441604721.6,586267820.72,672696772.88,761330504.27,460245601.44,1029243301.55,1048066921.69,887927429.0,760363097.5,838215961.82,571631032.09,305340382.82,261005733.17,237306776.15,540793984.8243477
708,001325.OF,531807496.01,445693598.98,451024061.11,64682401.26,234179798.84,235094511.23,409564879.45,379270447.65,322331754.29,462793705.57,507622811.82,544584804.22,494191947.56,492812006.53,644970441.09,494348137.53,392968737.65,228086368.38,155052756.46,42446057.87,60872022.61,40391205.8,36293289.56,333525358.32478255
709,001327.OF,215491700.04,201628888.02,186538497.4,176995410.87,206568703.88,197083970.53,229554282.92,248456285.11,242913892.76,455075484.54,487636357.57,603329294.43,434286630.44,412762519.79,380637872.33,249965606.09,196071029.4,104704126.7,59394097.34,8315660.82,22755394.59,22279279.1,21941035.36,233234174.78391305
710,001334.OF,652936745.92,652637044.69,586978620.02,583040532.0,602652129.44,607350983.71,627620553.33,637171979.09,639502195.42,675438591.13,726662406.46,761073835.1,764131557.96,260159549.66,627795163.45,666382579.58,434291959.2,365759877.65,407485706.7,314639948.0,147865440.5,144663413.36,120743247.57,522042785.21478266
711,001335.OF,249125245.09,202890574.15,96929506.97,90339061.65,84263667.95,289647135.72,248287174.34,182302768.2,154310363.24,185839140.51,566770752.99,678013521.85,632591765.5,616264070.7,546852892.6,489491240.2,335687202.07,270295923.81,140569968.66,114789517.97,111518823.52,103735742.32,99876379.05,282190975.61130434
712,001336.OF,9119622.79,9132003.55,8447904.43,8279037.05,8246692.62,7874994.83,7739244.09,7605034.22,6861955.03,6960117.6,7827598.41,7574100.09,13504418.61,317460566.1,278176081.16,412573342.85,304855593.4,209144606.54,141334972.43,44222507.52,29161217.7,20667676.88,19228529.02,81999905.08347826
713,001345.OF,66374810.36,61927919.45,57446780.84,55101494.31,48407443.29,45033619.12,114996490.33,118080031.33,127077898.69,176077782.06,310580245.6,597419707.72,683622037.42,737813850.56,701795285.2,772009659.17,764339952.21,935549843.33,1888154186.04,1849938658.68,1766098345.03,1416757853.14,1140249431.61,627602318.4995652
714,001349.OF,3268142691.79,2631284976.03,2454135256.79,2095515003.39,2604425255.36,2545444688.37,2426100752.74,2508948466.43,2168006444.85,2567932665.08,2731161667.59,2671707017.32,2189459063.85,2302405453.89,2056369969.26,2066434411.24,1615265110.69,1751069042.29,1629382807.83,1548930494.6,1528946604.75,1404800306.5,1291493781.0,2176407040.506087
715,001359.OF,29427427.99,24550183.72,23550842.55,21045462.07,21850072.54,20465484.39,24863575.06,24053542.76,15356293.18,16809437.53,21550318.87,24943513.06,24747924.4,23795659.23,19872567.23,24330373.15,21080902.06,22601052.86,19282286.04,64517418.1,44927303.84,43124407.02,41469902.34,26878954.34739131
716,001366.OF,528889591.36,517138333.15,444737605.7,367087702.92,282359073.3,244696718.44,205767539.91,211467645.47,191903787.18,210767015.77,143747240.85,238314109.16,216997278.85,231591566.66,255010627.55,579045649.81,527289769.63,410118941.43,256347012.17,144249786.41,127995606.75,112662736.16,98912408.97,284656423.8086957
717,001370.OF,249752521.23,215957631.9,207205148.4,185644044.15,186664276.09,303344065.39,451832213.19,409153747.14,362164883.55,499390914.8,783202081.17,728894882.97,786816135.92,726548855.6,473668453.97,429413230.97,263438963.98,260929386.43,223676187.64,213028070.07,211571303.2,193840229.96,172490409.64,371244679.8852174
718,001371.OF,5261814768.73,4927115942.68,4720359557.25,4142214676.09,4392616026.38,3731923767.23,3822840653.88,4285251366.96,4536159060.98,5725036223.94,6778822741.9,7485723670.91,10332703387.52,9981831389.87,7657952874.16,6511467329.08,3972948739.56,4150628001.49,3143426130.27,3084319059.21,2210458875.01,2035279896.71,1863016637.04,4989300468.558696
719,001373.OF,11759424373.43,10920684878.28,9909107301.62,8383877406.770001,10703838325.86,10790989712.53,10192487259.32,9921955724.79,6864306167.45,6378981671.89,5125406385.85,5763900278.4,4584102796.68,4705029612.28,4514469449.29,4559706109.97,3895429110.84,4342287695.98,4126748918.75,3816315938.07,4008565811.27,3817810322.12,3581654868.53,6637699135.650868
720,001382.OF,159926858.31,140857790.56,124111821.42,98624431.96,117849245.25,142271979.57,247335417.46,138524989.61,87052612.18,89234024.68,150368313.25,301942251.62,352438416.07,378891463.92,321880976.99,308407537.84,252472338.55,276509790.45,326015741.03,448120858.31,572343293.1,402965985.75,640191772.46,264275561.31913048
721,001392.OF,19547887.24,16575024.54,17004168.97,16178807.99,17147941.04,15086787.12,14077879.25,13842186.05,11542685.23,13370893.01,18945715.29,17082314.74,17252423.39,15938011.59,14163481.65,13539178.15,12877535.07,13150439.09,12357148.17,11918004.73,11794751.09,11170571.9,11199157.28,14598390.981739128
722,001398.OF,708082757.52,604215318.36,521932585.62,464799016.74,648745684.08,606171531.14,584738469.6,567561999.99,373426424.86,341555305.91,287120780.44,272417075.27,185475075.93,203193067.7,178388489.1,208707928.09,308636053.82,213348359.96,149275225.56,141334224.66,141254464.58,113080852.12,94754166.96,344270211.21782607
723,001405.OF,902820467.94,435559607.31,425109494.38,287428741.68,276264136.42,657349142.77,611166998.61,571331711.07,508302846.7,477621858.66,906959100.44,963292589.91,1022509043.35,1322955133.17,1203438714.59,1193829466.16,1310972405.23,1054530534.2,882847887.03,533141832.85,467934297.1,574973618.11,576829304.52,746398649.2260871
724,001415.OF,28416385.49,28411756.97,28581369.85,28769764.93,29136634.87,63161225.66,45094861.19,36152523.63,35802706.03,326881002.9,613825041.81,618271859.58,591941962.32,619832645.05,637337107.67,658303219.13,387350177.35,365734688.72,236901681.08,194452550.45,160690825.85,22980292.22,8697578.88,250727298.3317392
725,001417.OF,11846653923.94,10119434229.92,8628616393.93,7156117529.11,8221965508.6,8507661523.61,7066728430.57,6486258921.4,6079898688.93,7149742369.83,5610114271.46,5432281492.35,4603344461.01,5315599594.19,4924287274.62,4797695622.21,3844462731.31,3991336785.08,3205678033.83,3026470973.84,2884973369.82,2673802218.21,2462011933.62,5827614620.93
726,001427.OF,997535407.68,975051273.37,951357102.86,925647147.18,1027841387.6,1029830414.29,1044370205.96,1208616080.44,923761080.23,861997576.46,758116378.99,785329714.0,697346078.48,715927200.65,855887624.33,1152269520.59,1194491706.31,873917489.81,964027166.41,822940538.44,614610901.62,425740060.35,415493369.79,879221975.0365216
727,001428.OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,001437.OF,119719465.55,110891515.76,110532592.86,88093078.35,106157324.32,105261090.03,119947093.43,130094101.55,128964693.61,177706190.96,207423198.94,220163955.24,200010081.95,217956923.11,229630887.98,244130308.3,215116198.6,314192907.82,317159549.81,578987490.36,1009310338.12,1047739950.4,883838735.54,299262072.72130436
729,001453.OF,26115341.96,23183384.56,21252749.29,19743050.14,21981067.86,270583481.25,311769399.31,245118143.74,205308215.35,350851738.28,545252400.79,453233249.59,574688662.28,544112322.02,433280639.08,332595141.02,138709513.18,126986945.38,28919653.1,25334193.03,9329183.06,8374773.29,7890653.59,205417995.70217398
730,001457.OF,314210178.66,208881337.93,192334349.27,169874734.12,213760059.68,193049704.31,203018905.23,255498798.62,234828447.81,247377121.81,219416160.72,271703919.14,225791945.18,298558718.65,307519724.3,456047860.74,231578619.45,223662247.9,179015368.51,175214018.44,179314407.81,160980424.14,143287837.01,230648908.23608696
731,001464.OF,791759720.04,773302175.45,233607296.17,47876935.96,51892327.24,97480046.89,102283004.14,138254864.4,117520499.57,214907189.45,364690840.76,377266470.8,431276860.51,463644866.92,556226168.33,704635818.27,582748409.37,388023562.72,149318349.71,89029884.78,17003999.27,16362356.79,14657677.57,292337796.74391305
732,001468.OF,386701539.02,338901546.28,295943359.06,263516964.32,327177116.66,300307805.66,322767174.16,355159042.22,429519736.31,522492904.48,501954068.97,544059560.05,465171944.53,553104868.81,1059585115.57,1202492264.99,1050560227.56,872315331.62,625041848.39,571996946.5,585551784.05,549394951.85,461525691.57,547184425.7665217
733,001470.OF,1081889241.26,1094971800.13,1102521993.23,1096414367.75,1153450515.92,1163988370.04,1203195503.91,1381780755.41,1257040127.75,1073086380.64,1273049236.53,725889949.85,549360195.16,498528370.89,728089423.38,633509843.57,367582225.17,101853374.73,51092259.58,62187091.63,109591493.72,104490316.13,97546513.96,735265623.927826
734,001474.OF,146183244.58,114593223.26,86689017.47,76335362.63,63093658.71,51179444.22,29467379.2,25504261.56,21331195.42,22638144.49,20801136.13,22898598.69,19456907.45,9039925.49,8999163.76,9301830.33,7859212.24,8346468.26,9327080.79,8070149.85,11954607.0,108143921.74,132000597.31,44052805.6773913
735,001475.OF,3837531100.58,3566114825.51,3925416924.23,3276510540.25,3520604365.23,3090362432.46,3396961094.79,3452921709.92,2627021386.05,3221592263.04,8532391565.91,8423545394.65,11166110668.18,14289333320.58,17113240145.54,20073089642.17,18011758068.7,17925606245.2,16458679431.21,14426079407.24,13112493909.11,13146728658.28,11583121845.34,9485965867.137825
736,001480.OF,732222399.99,571011904.82,530981161.19,452059939.9,895004194.08,770467016.24,1955506429.73,1583278914.02,2305936259.07,2802919127.05,2507638802.19,2135379730.1,1461213892.83,1302847877.65,1447339830.77,1358280267.55,1611677241.19,1732087324.86,2031376516.18,2059057277.02,2036464963.76,1475821583.56,1142436716.37,1517435190.0052176
737,001498.OF,1986003.49,60374820.78,57247583.35,52279712.2,60216405.12,254989576.71,133188488.87,252653813.61,102148663.78,53274297.47,738795731.96,774772910.2,679023103.17,643254131.91,417477330.55,235308001.1,161983241.73,129622685.78,95573727.07,90758133.09,76905694.76,73811535.09,69948364.96,226764954.64130434
738,001499.OF,178700213.94,111129300.37,69123359.8,70098125.68,67524785.64,219845333.37,232427523.32,209288071.48,193022541.26,259001075.72,364781569.75,383411765.53,383043832.79,382213697.09,467398592.97,462870212.18,406346863.59,352494652.27,362844203.64,209850714.53,148238061.14,76851379.15,64201783.97,246726419.96434784
739,001513.OF,307667662.19,308883845.35,402011398.09,405428028.79,629785106.18,526202117.02,1068273581.81,2111715565.52,6531995730.69,8500110995.71,7529257340.53,6789178451.05,4215808274.61,4288222914.23,3510809816.86,4152766943.27,3250197742.13,3458992999.83,3302970474.63,3310971756.19,4284942380.95,4462807995.67,3207464960.94,3328542003.5756516
