,thscode,ths_ths_bond_first_type_bond
594,128028.SZ,可转债
595,1789402.IB,资产支持证券
596,1789385.IB,资产支持证券
597,1780416.IB,企业债
598,128030.SZ,可转债
599,128029.SZ,可转债
600,110041.SH,可转债
601,128032.SZ,可转债
602,110042.SH,可转债
603,113017.SH,可转债
604,123007.SH,企业债
605,180301.IB,金融债
606,041800005.IB,短期融资券
607,116806.SZ,资产支持证券
608,180401.IB,金融债
609,1889004.IB,资产支持证券
610,1889002.IB,资产支持证券
611,143449.SH,公司债
612,1880004.IB,政府支持机构债
613,113018.SH,可转债
614,180201.IB,金融债
615,101800053.IB,中期票据
616,180402.IB,金融债
617,180403.IB,金融债
618,116810.SZ,资产支持证券
619,180303.IB,金融债
620,041800041.IB,短期融资券
621,149190.SH,资产支持证券
622,128034.SZ,可转债
623,180202.IB,金融债
624,110043.SH,可转债
625,101800088.IB,中期票据
626,132015.SH,可交换债券
627,117579.SZ,金融债
628,1880013.IB,政府支持机构债
629,041800052.IB,短期融资券
630,128035.SZ,可转债
631,149127.SH,资产支持证券
632,149132.SH,资产支持证券
633,101800121.IB,中期票据
634,101800120.IB,中期票据
635,041800059.IB,短期融资券
636,116847.SZ,资产支持证券
637,180205.IB,金融债
638,116830.SZ,资产支持证券
639,041800063.IB,短期融资券
640,116853.SZ,资产支持证券
641,101800139.IB,中期票据
642,111892516.IB,同业存单
643,113019.SH,可转债
644,111814035.IB,同业存单
645,111892638.IB,同业存单
646,113504.SH,可转债
647,180404.IB,金融债
648,041800073.IB,短期融资券
649,180203.IB,金融债
650,1889016.IB,资产支持证券
651,041800076.IB,短期融资券
652,041800075.IB,短期融资券
653,101800160.IB,中期票据
654,041800077.IB,短期融资券
655,111819091.IB,同业存单
656,149130.SH,资产支持证券
657,113505.SH,可转债
658,101800171.IB,中期票据
659,128036.SZ,可转债
660,143496.SH,公司债
661,127005.SH,企业债
662,149086.SH,资产支持证券
663,127006.SH,企业债
664,101800206.IB,中期票据
665,1880032.IB,企业债
666,180006.BC,国债
667,149138.SH,资产支持证券
668,101800230.IB,中期票据
669,041800102.IB,短期融资券
670,180204.BC,金融债
671,149246.SH,资产支持证券
672,116866.SZ,资产支持证券
673,041800108.IB,短期融资券
674,1820009.IB,金融债
675,101800243.IB,中期票据
676,101800258.IB,中期票据
677,101800261.IB,中期票据
678,1820012.IB,金融债
679,143529.SH,金融债
680,041800113.IB,短期融资券
681,1889033.IB,资产支持证券
682,143533.SH,公司债
683,1889036.IB,资产支持证券
684,101800287.IB,中期票据
685,101800285.IB,中期票据
686,101800279.IB,中期票据
687,101800277.IB,中期票据
688,101800295.IB,中期票据
689,131800007.IB,中期票据
690,101800315.IB,中期票据
691,180206.IB,金融债
692,149284.SH,资产支持证券
693,1820013.IB,金融债
694,101800322.IB,中期票据
695,101800326.IB,中期票据
696,149295.SH,资产支持证券
697,149296.SH,资产支持证券
698,1822005.IB,金融债
699,180304.IB,金融债
700,116878.SZ,资产支持证券
701,101800336.IB,中期票据
702,101800349.IB,中期票据
703,1889046.IB,资产支持证券
704,143559.SH,公司债
705,149441.SH,资产支持证券
706,149442.SH,资产支持证券
707,1889052.IB,资产支持证券
708,1889053.IB,资产支持证券
709,1889049.IB,资产支持证券
710,180405.IB,金融债
711,101800361.IB,中期票据
712,1822006.IB,金融债
713,101800372.IB,中期票据
714,180207.IB,金融债
715,143563.SH,公司债
716,111807084.IB,同业存单
717,1822007.IB,金融债
718,101800379.IB,中期票据
719,1889055.IB,资产支持证券
720,143566.SH,公司债
721,111814054.IB,同业存单
722,101800398.IB,中期票据
723,143572.SH,金融债
724,011800694.IB,短期融资券
725,180009.BC,国债
726,111811102.IB,同业存单
727,111809111.IB,同业存单
728,143372.SH,公司债
729,116905.SZ,资产支持证券
730,101800422.IB,中期票据
731,011800725.IB,短期融资券
732,011800713.IB,短期融资券
733,101800431.IB,中期票据
734,1889061.IB,资产支持证券
735,149380.SH,资产支持证券
736,143309.SH,公司债
737,101800449.IB,中期票据
738,011800728.IB,短期融资券
739,101800452.IB,中期票据
740,1828001.IB,金融债
741,180305.IB,金融债
742,101800462.IB,中期票据
743,011800754.IB,短期融资券
744,143584.SH,公司债
745,011800777.IB,短期融资券
746,111807099.IB,同业存单
747,1889075.IB,资产支持证券
748,101800498.IB,中期票据
749,101800493.IB,中期票据
750,011800791.IB,短期融资券
751,101800499.IB,中期票据
752,180208.IB,金融债
753,101800506.IB,中期票据
754,101800510.IB,中期票据
755,131800009.IB,中期票据
756,116909.SZ,资产支持证券
757,116919.SZ,资产支持证券
758,112690.SZ,金融债
759,011800821.IB,短期融资券
760,101800531.IB,中期票据
761,143605.SH,公司债
762,113508.SH,可转债
763,101800564.IB,中期票据
764,101800562.IB,中期票据
765,149448.SH,资产支持证券
766,1889080.IB,资产支持证券
767,1889081.IB,资产支持证券
768,011800869.IB,短期融资券
769,1889078.IB,资产支持证券
770,143625.SH,公司债
771,1822011.IB,金融债
772,101800595.IB,中期票据
773,101800586.IB,中期票据
774,131800011.IB,中期票据
775,149443.SH,资产支持证券
776,011800908.IB,短期融资券
777,011800902.IB,短期融资券
778,101800612.IB,中期票据
779,101800608.IB,中期票据
780,116924.SZ,资产支持证券
781,1822012.IB,金融债
782,143638.SH,公司债
783,180406.IB,金融债
784,1889086.IB,资产支持证券
785,1889087.IB,资产支持证券
786,1826002.IB,金融债
787,101800624.IB,中期票据
788,101800625.IB,中期票据
789,112703.SZ,公司债
790,1889089.IB,资产支持证券
791,1889091.IB,资产支持证券
792,180407.IB,金融债
793,101800632.IB,中期票据
794,1820021.IB,金融债
795,1822016.IB,金融债
796,112713.SZ,公司债
797,149478.SH,资产支持证券
798,101800645.IB,中期票据
799,180408.IB,金融债
800,1889095.IB,资产支持证券
801,101800650.IB,中期票据
802,1880116.IB,企业债
803,011801022.IB,短期融资券
804,011801021.IB,短期融资券
805,180409.IB,金融债
806,1889109.IB,资产支持证券
807,1889104.IB,资产支持证券
808,1889105.IB,资产支持证券
809,149553.SH,资产支持证券
810,149554.SH,资产支持证券
811,113509.SH,可转债
812,143670.SH,公司债
813,101800667.IB,中期票据
814,101800668.IB,中期票据
815,116971.SZ,资产支持证券
816,011801068.IB,短期融资券
817,1820027.IB,金融债
818,143669.SH,公司债
819,111815266.IB,同业存单
820,111898764.IB,同业存单
821,116983.SZ,资产支持证券
822,101800686.IB,中期票据
823,101800692.IB,中期票据
824,143685.SH,金融债
825,1820029.IB,金融债
826,011801101.IB,短期融资券
827,011801104.IB,短期融资券
828,111899268.IB,同业存单
829,112721.SZ,公司债
830,143681.SH,公司债
831,1889119.IB,资产支持证券
832,113510.SH,可转债
833,101800710.IB,中期票据
834,011801137.IB,短期融资券
835,1889131.IB,资产支持证券
836,110044.SH,可转债
837,011801190.IB,短期融资券
838,041800239.IB,短期融资券
839,1889146.IB,资产支持证券
840,011801204.IB,短期融资券
841,180209.IB,金融债
842,180210.BC,金融债
843,101800730.IB,中期票据
844,041800243.IB,短期融资券
845,1822019.IB,金融债
846,011801236.IB,短期融资券
847,143709.SH,公司债
848,143716.SH,公司债
849,139010.SH,企业债
850,101800745.IB,中期票据
851,101800740.IB,中期票据
852,101800746.IB,中期票据
853,041800257.IB,短期融资券
854,101800752.IB,中期票据
855,011801264.IB,短期融资券
856,101800750.IB,中期票据
857,011801274.IB,短期融资券
858,041800259.IB,短期融资券
859,101800757.IB,中期票据
860,1822020.IB,金融债
861,1826003.IB,金融债
862,1889156.IB,资产支持证券
863,1889157.IB,资产支持证券
864,180017.BC,国债
865,101800772.IB,中期票据
866,1822021.IB,金融债
867,101800775.IB,中期票据
868,101800773.IB,中期票据
869,1822022.IB,金融债
870,101800783.IB,中期票据
871,139031.SH,企业债
872,1889163.IB,资产支持证券
873,143737.SH,公司债
874,143736.SH,公司债
875,149687.SH,资产支持证券
876,011801350.IB,短期融资券
877,143109.SH,金融债
878,139033.SH,企业债
879,011801357.IB,短期融资券
880,101800797.IB,中期票据
881,143029.SH,公司债
882,139027.SH,企业债
883,101800805.IB,中期票据
884,1823005.IB,金融债
885,143188.SH,公司债
886,1820038.IB,金融债
887,111819319.IB,同业存单
888,149690.SH,资产支持证券
889,101800824.IB,中期票据
890,011801409.IB,短期融资券
891,143671.SH,公司债
892,1822024.IB,金融债
893,101800826.IB,中期票据
894,011801413.IB,短期融资券
895,1889173.IB,资产支持证券
896,018007.SH,金融债
897,018008.SH,金融债
898,101800827.IB,中期票据
899,139053.SH,企业债
900,101800836.IB,中期票据
901,111818217.IB,同业存单
902,101800843.IB,中期票据
903,011801435.IB,短期融资券
904,011801440.IB,短期融资券
905,101800848.IB,中期票据
906,041800281.IB,短期融资券
907,111817178.IB,同业存单
908,139059.SH,企业债
909,143933.SH,公司债
910,149794.SH,资产支持证券
911,1889176.IB,资产支持证券
912,111811215.IB,同业存单
913,139040.SH,企业债
914,180211.BC,金融债
915,111882133.IB,同业存单
916,101800869.IB,中期票据
917,101800863.IB,中期票据
918,011801504.IB,短期融资券
919,019601.SH,国债
920,180019.IB,国债
921,143397.SH,公司债
922,139065.SH,企业债
923,1820041.IB,金融债
924,101800888.IB,中期票据
925,139070.SH,企业债
926,101800900.IB,中期票据
927,011801544.IB,短期融资券
928,011801541.IB,短期融资券
929,1889201.IB,资产支持证券
930,149768.SH,资产支持证券
931,143679.SH,公司债
932,1828004.IB,金融债
933,139071.SH,企业债
934,1880169.IB,企业债
935,127850.SH,企业债
936,143761.SH,公司债
937,1822027.IB,金融债
938,111815391.IB,同业存单
939,111883113.IB,同业存单
940,1820044.IB,金融债
941,101800931.IB,中期票据
942,139089.SH,企业债
943,101800949.IB,中期票据
944,1889210.IB,资产支持证券
945,1828005.IB,金融债
946,149805.SH,资产支持证券
947,101800966.IB,中期票据
948,108604.SZ,金融债
949,108603.SZ,金融债
950,111809253.IB,同业存单
951,1820049.IB,金融债
952,041800318.IB,短期融资券
953,149808.SH,资产支持证券
954,139107.IB,地方政府债
955,180212.BC,金融债
956,149588.SH,资产支持证券
957,143631.SH,公司债
958,1889206.IB,资产支持证券
959,1889207.IB,资产支持证券
960,101801011.IB,中期票据
961,101801021.IB,中期票据
962,101801025.IB,中期票据
963,011801738.IB,短期融资券
964,1889225.IB,资产支持证券
965,011801759.IB,短期融资券
966,101801034.IB,中期票据
967,101801032.IB,中期票据
968,041800336.IB,短期融资券
969,139091.SH,企业债
970,143791.SH,公司债
971,143767.SH,公司债
972,1889216.IB,资产支持证券
973,011801763.IB,短期融资券
974,139100.SH,企业债
975,111884379.IB,同业存单
976,1880167.IB,企业债
977,111814175.IB,同业存单
978,1826004.IB,金融债
979,139112.IB,地方政府债
980,143785.SH,金融债
981,101801068.IB,中期票据
982,101801079.IB,中期票据
983,1889250.IB,资产支持证券
984,011801785.IB,短期融资券
985,041800344.IB,短期融资券
986,041800343.IB,短期融资券
987,180312.IB,金融债
988,143808.SH,公司债
989,143804.SH,公司债
990,139124.SH,企业债
991,139110.IB,地方政府债
992,111815460.IB,同业存单
993,149912.SH,资产支持证券
994,011801808.IB,短期融资券
995,011801805.IB,短期融资券
996,1889242.IB,资产支持证券
997,143807.SH,公司债
998,149933.SH,资产支持证券
999,139121.SH,企业债
1000,011801819.IB,短期融资券
1001,011801816.IB,短期融资券
1002,143814.SH,公司债
1003,149931.SH,资产支持证券
1004,139150.SH,企业债
1005,180313.IB,金融债
1006,1889264.IB,资产支持证券
1007,111803167.IB,同业存单
1008,149969.SH,资产支持证券
1009,149975.SH,资产支持证券
1010,139152.SH,企业债
1011,111809287.IB,同业存单
1012,139145.SH,企业债
1013,139207.SH,企业债
1014,139157.SH,企业债
1015,1889274.IB,资产支持证券
1016,1889273.IB,资产支持证券
1017,111886333.IB,同业存单
1018,011801905.IB,短期融资券
1019,101801139.IB,中期票据
1020,101801144.IB,中期票据
1021,1880205.IB,企业债
1022,101801150.IB,中期票据
1023,101801147.IB,中期票据
1024,139182.SH,企业债
1025,101801149.IB,中期票据
1026,111818282.IB,同业存单
1027,1826005.IB,金融债
1028,101801155.IB,中期票据
1029,1889219.IB,资产支持证券
1030,1820058.IB,金融债
1031,139200.SH,企业债
1032,139189.SH,企业债
1033,180322.IB,金融债
1034,1880190.IB,企业债
1035,041800371.IB,短期融资券
1036,101801174.IB,中期票据
