,thscode,ths_ths_bond_first_type_bond
418,1705278.IB,地方政府债
419,101751016.IB,中期票据
420,1720045.IB,金融债
421,143207.SH,公司债
422,139395.SH,企业债
423,146285.SH,资产支持证券
424,127581.SH,企业债
425,101783007.IB,中期票据
426,101769015.IB,中期票据
427,101769016.IB,中期票据
428,1721049.IB,金融债
429,1720056.IB,金融债
430,170208.IB,金融债
431,132011.SH,可交换债券
432,170215.IB,金融债
433,101755021.IB,中期票据
434,143263.SH,公司债
435,127611.SH,企业债
436,127616.SH,企业债
437,101759057.IB,中期票据
438,170415.IB,金融债
439,143287.SH,公司债
440,1728016.IB,金融债
441,101782010.IB,中期票据
442,116679.SZ,资产支持证券
443,1789289.IB,资产支持证券
444,101758051.IB,中期票据
445,1728018.IB,金融债
446,101751034.IB,中期票据
447,101760062.IB,中期票据
448,143361.SH,公司债
449,101764071.IB,中期票据
450,101771016.IB,中期票据
451,143350.SH,公司债
452,1728020.IB,金融债
453,128017.SZ,可转债
454,101756043.IB,中期票据
455,101765002.IB,中期票据
456,1728021.IB,金融债
457,170212.IB,金融债
458,101751038.IB,中期票据
459,1728022.IB,金融债
460,1780401.IB,企业债
461,1789364.IB,资产支持证券
462,101758063.IB,中期票据
463,123002.SH,公司债
464,143413.SH,公司债
465,128021.SZ,可转债
466,128023.SZ,可转债
467,101766011.IB,中期票据
468,143434.SH,公司债
469,1720092.IB,金融债
470,101759077.IB,中期票据
471,128029.SZ,可转债
472,180401.IB,金融债
473,101800027.IB,中期票据
474,180402.IB,金融债
475,180403.IB,金融债
476,101800066.IB,中期票据
477,101800075.IB,中期票据
478,101800088.IB,中期票据
479,101800120.IB,中期票据
480,180205.IB,金融债
481,149238.SH,资产支持证券
482,113504.SH,可转债
483,180203.IB,金融债
484,101800162.IB,中期票据
485,101800171.IB,中期票据
486,101800179.IB,中期票据
487,101800180.IB,中期票据
488,143492.SH,金融债
489,127005.SH,企业债
490,101800199.IB,中期票据
491,1822002.IB,金融债
492,101800214.IB,中期票据
493,1880037.IB,企业债
494,128037.SZ,可转债
495,101800230.IB,中期票据
496,180204.BC,金融债
497,143518.SH,公司债
498,1820009.IB,金融债
499,143528.SH,金融债
500,101800258.IB,中期票据
501,143530.SH,公司债
502,143522.SH,公司债
503,101800287.IB,中期票据
504,180310.IB,金融债
505,149678.SH,资产支持证券
506,101800298.IB,中期票据
507,101800303.IB,中期票据
508,101800301.IB,中期票据
509,101800315.IB,中期票据
510,180206.IB,金融债
511,101800335.IB,中期票据
512,180304.IB,金融债
513,143540.SH,公司债
514,101800346.IB,中期票据
515,101800344.IB,中期票据
516,101800340.IB,中期票据
517,143504.SH,公司债
518,1889052.IB,资产支持证券
519,1889053.IB,资产支持证券
520,180007.BC,国债
521,1822006.IB,金融债
522,101800398.IB,中期票据
523,1822008.IB,金融债
524,101800404.IB,中期票据
525,143964.SH,公司债
526,101800414.IB,中期票据
527,101800422.IB,中期票据
528,101800432.IB,中期票据
529,101800426.IB,中期票据
530,101800429.IB,中期票据
531,143541.SH,公司债
532,143582.SH,公司债
533,101800453.IB,中期票据
534,101800450.IB,中期票据
535,1828001.IB,金融债
536,101800469.IB,中期票据
537,101800459.IB,中期票据
538,101800487.IB,中期票据
539,101800484.IB,中期票据
540,143607.SH,金融债
541,1889075.IB,资产支持证券
542,101800489.IB,中期票据
543,131800009.IB,中期票据
544,112690.SZ,金融债
545,101800526.IB,中期票据
546,143605.SH,公司债
547,101800554.IB,中期票据
548,1889081.IB,资产支持证券
549,1889078.IB,资产支持证券
550,101800586.IB,中期票据
551,101800603.IB,中期票据
552,101800612.IB,中期票据
553,101800608.IB,中期票据
554,101800604.IB,中期票据
555,101800602.IB,中期票据
556,180406.IB,金融债
557,1889087.IB,资产支持证券
558,1826002.IB,金融债
559,143645.SH,公司债
560,1820020.IB,金融债
561,101800632.IB,中期票据
562,1820021.IB,金融债
563,101800636.IB,中期票据
564,180408.BC,金融债
565,101800650.IB,中期票据
566,1805068.IB,地方政府债
567,180409.IB,金融债
568,127823.SH,企业债
569,1822018.IB,金融债
570,101800667.IB,中期票据
571,101800668.IB,中期票据
572,143673.SH,公司债
573,1820027.IB,金融债
574,112718.SZ,公司债
575,143669.SH,公司债
576,101800680.IB,中期票据
577,147883.IB,地方政府债
578,180309.IB,金融债
579,1880166.IB,企业债
580,1828003.IB,金融债
581,101800693.IB,中期票据
582,101800690.IB,中期票据
583,1820029.IB,金融债
584,101800705.IB,中期票据
585,127831.SH,企业债
586,147725.SH,地方政府债
587,101800730.IB,中期票据
588,1822019.IB,金融债
589,143709.SH,公司债
590,1820033.IB,金融债
591,101800740.IB,中期票据
592,101800753.IB,中期票据
593,101800763.IB,中期票据
594,112730.SZ,公司债
595,112729.SZ,公司债
596,143712.SH,金融债
597,123011.SH,企业债
598,101800784.IB,中期票据
599,1822021.IB,金融债
600,101800773.IB,中期票据
601,101800778.IB,中期票据
602,1889163.IB,资产支持证券
603,091800008.IB,金融债
604,091800009.IB,金融债
605,101800786.IB,中期票据
606,147758.SH,地方政府债
607,1820037.IB,金融债
608,101800800.IB,中期票据
609,101800798.IB,中期票据
610,101800799.IB,中期票据
611,112737.SZ,公司债
612,101800807.IB,中期票据
613,101800803.IB,中期票据
614,101800805.IB,中期票据
615,1820038.IB,金融债
616,143228.SH,公司债
617,143074.SH,公司债
618,018009.SH,金融债
619,101800830.IB,中期票据
620,101800847.IB,中期票据
621,101800845.IB,中期票据
622,101800848.IB,中期票据
623,143746.SH,公司债
624,101800853.IB,中期票据
625,180211.BC,金融债
626,101800869.IB,中期票据
627,101800863.IB,中期票据
628,143408.SH,公司债
629,1880163.IB,企业债
630,1820041.IB,金融债
631,101800885.IB,中期票据
632,101800900.IB,中期票据
633,101800903.IB,中期票据
634,101800895.IB,中期票据
635,143747.SH,公司债
636,143465.SH,公司债
637,101800913.IB,中期票据
638,1828004.IB,金融债
639,127850.SH,企业债
640,143761.SH,公司债
641,112751.SZ,金融债
642,101800944.IB,中期票据
643,101800947.IB,中期票据
644,143644.SH,公司债
645,1805221.IB,地方政府债
646,1828005.IB,金融债
647,101800961.IB,中期票据
648,1820050.IB,金融债
649,108604.SZ,金融债
650,143764.SH,公司债
651,101800975.IB,中期票据
652,1828006.IB,金融债
653,180212.BC,金融债
654,1828007.IB,金融债
655,101801043.IB,中期票据
656,101801032.IB,中期票据
657,147511.IB,地方政府债
658,139100.SH,企业债
659,143789.SH,公司债
660,147551.IB,地方政府债
661,1826004.IB,金融债
662,1880246.IB,企业债
663,101801068.IB,中期票据
664,101801075.IB,中期票据
665,1880156.IB,企业债
666,101801081.IB,中期票据
667,101801096.IB,中期票据
668,1805258.IB,地方政府债
669,143820.SH,公司债
670,1828010.IB,金融债
671,143814.SH,公司债
672,1880213.IB,企业债
673,180313.IB,金融债
674,1889264.IB,资产支持证券
675,143825.SH,公司债
676,180321.IB,金融债
677,1889274.IB,资产支持证券
678,101801139.IB,中期票据
679,101801149.IB,中期票据
680,1826005.IB,金融债
681,101801155.IB,中期票据
682,1820058.IB,金融债
683,1880211.IB,企业债
684,112773.SZ,金融债
685,128046.SZ,可转债
686,1822032.IB,金融债
687,1880190.IB,企业债
688,101801172.IB,中期票据
689,101801189.IB,中期票据
690,180214.IB,金融债
691,101801201.IB,中期票据
692,101801194.IB,中期票据
693,101801205.IB,中期票据
694,136944.SH,公司债
695,143883.SH,公司债
696,1820062.IB,金融债
697,1889298.IB,资产支持证券
698,1820061.IB,金融债
699,101801223.IB,中期票据
700,101801238.IB,中期票据
701,101801237.IB,中期票据
702,101801231.IB,中期票据
703,1828014.IB,金融债
704,101801263.IB,中期票据
705,155004.SH,金融债
706,101801283.IB,中期票据
707,113519.SH,可转债
708,1820069.IB,金融债
709,155019.SH,公司债
710,155015.SH,公司债
711,112794.SZ,公司债
712,112798.SZ,公司债
713,101801321.IB,中期票据
714,101801322.IB,中期票据
715,155027.SH,公司债
716,155037.SH,公司债
717,1828016.IB,金融债
718,101801339.IB,中期票据
719,101801342.IB,中期票据
720,155042.SH,公司债
721,123017.SH,企业债
722,101801356.IB,中期票据
723,101801354.IB,中期票据
724,1820070.IB,金融债
725,1820073.IB,金融债
726,180412.IB,金融债
727,180413.IB,金融债
728,1828017.IB,金融债
729,101801379.IB,中期票据
730,101801375.IB,中期票据
731,136915.SH,公司债
732,155047.SH,金融债
733,1880259.IB,企业债
734,156197.SH,资产支持证券
735,101801392.IB,中期票据
736,155054.SH,公司债
737,1889368.IB,资产支持证券
738,1822042.IB,金融债
739,155066.SH,公司债
740,1889398.IB,资产支持证券
741,1889399.IB,资产支持证券
742,1820085.IB,金融债
743,101801440.IB,中期票据
744,101801448.IB,中期票据
745,152040.SH,企业债
746,101801471.IB,中期票据
747,1820086.IB,金融债
748,101801479.IB,中期票据
749,1820087.IB,金融债
750,101801493.IB,中期票据
751,1828019.IB,金融债
752,101801501.IB,中期票据
753,113524.SH,可转债
754,101801517.IB,中期票据
755,155100.SH,公司债
756,1889433.IB,资产支持证券
757,1889434.IB,资产支持证券
758,155979.SH,公司债
759,101801553.IB,中期票据
760,156443.SH,资产支持证券
761,101801575.IB,中期票据
762,101900003.IB,中期票据
763,190205.BC,金融债
764,101900033.IB,中期票据
765,101900029.IB,中期票据
766,155132.SH,公司债
767,101900041.IB,中期票据
768,1920001.IB,金融债
769,190202.IB,金融债
770,101900055.IB,中期票据
771,101900054.IB,中期票据
772,101900060.IB,中期票据
773,101900063.IB,中期票据
774,101900066.IB,中期票据
775,1980010.IB,企业债
776,155154.SH,金融债
777,101900082.IB,中期票据
778,101900071.IB,中期票据
779,101900086.IB,中期票据
780,1905006.IB,地方政府债
781,101900100.IB,中期票据
782,155155.SH,公司债
783,1920002.IB,金融债
784,101900114.IB,中期票据
785,101900117.IB,中期票据
786,101900113.IB,中期票据
787,1989019.IB,资产支持证券
788,101900141.IB,中期票据
789,101900134.IB,中期票据
790,101900123.IB,中期票据
791,101900142.IB,中期票据
792,190401.IB,金融债
793,101900170.IB,中期票据
794,101900174.IB,中期票据
795,190303.IB,金融债
796,101900193.IB,中期票据
797,101900200.IB,中期票据
798,1920006.IB,金融债
799,101900216.IB,中期票据
800,101900214.IB,中期票据
801,1989035.IB,资产支持证券
802,155191.SH,公司债
803,155194.SH,公司债
804,155193.SH,金融债
805,112857.SZ,金融债
806,101900256.IB,中期票据
807,1989044.IB,资产支持证券
808,1989045.IB,资产支持证券
809,101900261.IB,中期票据
810,1922007.IB,金融债
811,1989048.IB,资产支持证券
812,1920011.IB,金融债
813,131900005.IB,中期票据
814,1920013.IB,金融债
815,1922003.IB,金融债
816,1926001.IB,金融债
817,101900299.IB,中期票据
818,101900300.IB,中期票据
819,112864.SZ,金融债
820,127011.SH,企业债
821,101900308.IB,中期票据
822,155211.SH,公司债
823,1922010.IB,金融债
824,1922011.IB,金融债
825,101900336.IB,中期票据
826,101900340.IB,中期票据
827,101900333.IB,中期票据
828,112872.SZ,公司债
829,1928004.IB,金融债
830,1989060.IB,资产支持证券
831,112871.SZ,公司债
832,110055.SH,可转债
833,1980086.IB,企业债
834,155248.SH,公司债
835,155220.SH,公司债
836,123022.SH,企业债
837,1921008.IB,金融债
838,110056.SH,可转债
839,1923001.IB,金融债
840,155251.SH,公司债
841,1989071.IB,资产支持证券
842,1928006.IB,金融债
843,101900384.IB,中期票据
844,155274.SH,公司债
845,1928005.IB,金融债
846,101900405.IB,中期票据
847,1921012.IB,金融债
848,155259.SH,金融债
849,132016.SH,可交换债券
850,101900443.IB,中期票据
851,101900439.IB,中期票据
852,123025.SH,企业债
853,155296.SH,金融债
854,190403.IB,金融债
855,190404.IB,金融债
856,101900466.IB,中期票据
857,113024.SH,可转债
858,1928009.IB,金融债
859,1920026.IB,金融债
860,101900499.IB,中期票据
861,101900498.IB,中期票据
862,156940.SH,资产支持证券
863,113025.SH,可转债
864,101900509.IB,中期票据
865,101900523.IB,中期票据
866,1920025.IB,金融债
867,112886.SZ,公司债
868,113026.SH,可转债
869,128065.SZ,可转债
870,101900558.IB,中期票据
871,101900569.IB,中期票据
872,1920031.IB,金融债
873,111081.SZ,企业债
874,101900593.IB,中期票据
875,1920030.IB,金融债
876,101900612.IB,中期票据
877,1924010.IB,企业债
878,1928011.IB,金融债
879,159199.SH,资产支持证券
880,1920033.IB,金融债
881,155937.SH,公司债
882,101900642.IB,中期票据
883,155377.SH,公司债
884,101900641.IB,中期票据
885,101900630.IB,中期票据
886,101900636.IB,中期票据
887,139631.SZ,资产支持证券
888,101900646.IB,中期票据
889,101900669.IB,中期票据
890,1922019.IB,金融债
891,159124.SH,资产支持证券
892,018082.SH,金融债
893,190207.IB,金融债
894,101900715.IB,中期票据
895,1920035.IB,金融债
896,190210.IB,金融债
897,155415.SH,金融债
898,101900732.IB,中期票据
899,159052.SH,资产支持证券
900,101900754.IB,中期票据
901,155441.SH,公司债
902,190306.IB,金融债
903,1920043.IB,金融债
904,157731.IB,地方政府债
905,101900765.IB,中期票据
906,155342.SH,公司债
907,113537.SH,可转债
908,101900776.IB,中期票据
909,101900786.IB,中期票据
910,1922025.IB,金融债
911,159201.SH,资产支持证券
912,1926004.IB,金融债
913,101900798.IB,中期票据
914,101900799.IB,中期票据
915,1922026.IB,金融债
916,101900820.IB,中期票据
917,101900823.IB,中期票据
918,101900833.IB,中期票据
919,101900843.IB,中期票据
920,112922.SZ,公司债
921,101900857.IB,中期票据
922,159343.SH,资产支持证券
923,139779.SZ,资产支持证券
924,139735.SZ,资产支持证券
925,159340.SH,资产支持证券
926,1920045.IB,金融债
927,101900879.IB,中期票据
928,1928015.IB,金融债
929,101900893.IB,中期票据
930,101900886.IB,中期票据
931,159310.SH,资产支持证券
932,159361.SH,资产支持证券
933,1980207.IB,企业债
934,101900904.IB,中期票据
935,101900906.IB,中期票据
936,1989242.IB,资产支持证券
937,101900920.IB,中期票据
938,152229.SH,企业债
939,108802.SZ,金融债
940,159358.SH,资产支持证券
941,112932.SZ,金融债
942,1928017.IB,金融债
943,101900927.IB,中期票据
944,190407.BC,金融债
945,190408.IB,金融债
946,101900963.IB,中期票据
947,101900980.IB,中期票据
948,101900977.IB,中期票据
949,101900981.IB,中期票据
950,1989273.IB,资产支持证券
951,101900995.IB,中期票据
952,101901008.IB,中期票据
953,101901011.IB,中期票据
954,1989283.IB,资产支持证券
955,1980233.IB,企业债
956,159476.SH,资产支持证券
957,190011.BC,国债
958,190212.IB,金融债
959,1920047.IB,金融债
960,101901054.IB,中期票据
961,101901055.IB,中期票据
962,101901052.IB,中期票据
963,101901065.IB,中期票据
964,190409.IB,金融债
965,155601.SH,公司债
966,155616.SH,公司债
967,101901075.IB,中期票据
968,1928019.IB,金融债
969,101901085.IB,中期票据
970,1922031.IB,金融债
971,101901095.IB,中期票据
972,091900018.IB,金融债
973,128072.SZ,可转债
974,1922035.IB,金融债
975,101901140.IB,中期票据
976,128073.SZ,可转债
977,155636.SH,公司债
978,1928022.IB,金融债
979,1920050.IB,金融债
980,159698.SH,资产支持证券
981,112959.SZ,公司债
982,112960.SZ,公司债
983,155646.SH,公司债
984,101901191.IB,中期票据
985,1989321.IB,资产支持证券
986,101901223.IB,中期票据
987,091918002.IB,金融债
988,155671.SH,公司债
989,101901238.IB,中期票据
990,155524.SH,金融债
991,1980282.IB,企业债
992,101901249.IB,中期票据
993,1980286.IB,企业债
994,091900023.IB,金融债
995,155706.SH,公司债
996,101901258.IB,中期票据
997,190215.IB,金融债
998,155713.SH,公司债
999,101901273.IB,中期票据
1000,101901284.IB,中期票据
1001,155743.SH,公司债
1002,1928030.IB,金融债
1003,155740.SH,公司债
1004,155736.SH,公司债
1005,101901324.IB,中期票据
1006,139944.SZ,资产支持证券
1007,159722.SH,资产支持证券
1008,159723.SH,资产支持证券
1009,101901335.IB,中期票据
1010,101901334.IB,中期票据
1011,101901333.IB,中期票据
1012,159889.SH,资产支持证券
1013,159943.SH,资产支持证券
1014,159944.SH,资产支持证券
1015,159945.SH,资产支持证券
1016,159955.SH,资产支持证券
1017,152300.SH,企业债
1018,101901355.IB,中期票据
1019,1922042.IB,金融债
1020,101901386.IB,中期票据
1021,101901381.IB,中期票据
1022,1980311.IB,企业债
1023,128078.SZ,可转债
1024,101901425.IB,中期票据
1025,101901424.IB,中期票据
1026,101901438.IB,中期票据
1027,165008.SH,资产支持证券
1028,127014.SH,企业债
1029,101901453.IB,中期票据
1030,101901454.IB,中期票据
1031,155788.SH,金融债
1032,190214.IB,金融债
1033,112988.SZ,公司债
1034,155794.SH,公司债
1035,101901499.IB,中期票据
1036,1989424.IB,资产支持证券
1037,190308.IB,金融债
1038,1920068.IB,金融债
1039,1920067.IB,金融债
1040,091900026.IB,金融债
1041,091900027.IB,金融债
1042,1902001.BC,金融债
1043,165131.SH,资产支持证券
1044,101901559.IB,中期票据
1045,155855.SH,公司债
1046,190015.BC,国债
1047,113550.SH,可转债
1048,101901584.IB,中期票据
1049,101901598.IB,中期票据
