,thscode,ths_ths_bond_first_type_bond
1016,111716286.IB,同业存单
1017,111718484.IB,同业存单
1018,1720092.IB,金融债
1019,011763034.IB,短期融资券
1020,111771208.IB,同业存单
1021,146677.SH,资产支持证券
1022,146686.SH,资产支持证券
1023,011776001.IB,短期融资券
1024,111710663.IB,同业存单
1025,111715486.IB,同业存单
1026,111771585.IB,同业存单
1027,146712.SH,资产支持证券
1028,111709511.IB,同业存单
1029,111708437.IB,同业存单
1030,111707304.IB,同业存单
1031,111707303.IB,同业存单
1032,111710677.IB,同业存单
1033,111715496.IB,同业存单
1034,111715497.IB,同业存单
1035,111709524.IB,同业存单
1036,111772176.IB,同业存单
1037,111710684.IB,同业存单
1038,111710683.IB,同业存单
1039,111772334.IB,同业存单
1040,146866.SH,资产支持证券
1041,122831.SH,企业债
1042,122067.SH,公司债
1043,1180106.IB,企业债
1044,110320.IB,金融债
1045,1180160.IB,企业债
1046,1280059.IB,企业债
1047,122642.SH,企业债
1048,122591.SH,企业债
1049,124234.SH,企业债
1050,1382284.IB,中期票据
1051,1382287.IB,中期票据
1052,130318.IB,金融债
1053,1380323.IB,企业债
1054,101364010.IB,中期票据
1055,1480099.IB,企业债
1056,1480195.IB,企业债
1057,124752.SH,企业债
1058,124776.SH,企业债
1059,124805.SH,企业债
1060,124970.SH,企业债
1061,122330.SH,公司债
1062,112232.SZ,金融债
1063,1580046.IB,企业债
1064,150004.IB,国债
1065,150409.IB,金融债
1066,112253.SZ,公司债
1067,122395.SH,公司债
1068,150218.IB,金融债
1069,127275.SH,企业债
1070,101564043.IB,中期票据
1071,150317.IB,金融债
1072,160205.IB,金融债
1073,136253.SH,公司债
1074,112367.SZ,公司债
1075,136577.SH,公司债
1076,136593.SH,公司债
1077,1680372.IB,企业债
1078,1689227.IB,资产支持证券
1079,041762009.IB,短期融资券
1080,111714123.IB,同业存单
1081,101759019.IB,中期票据
1082,143103.SH,公司债
1083,112523.SZ,公司债
1084,011759043.IB,短期融资券
1085,111799591.IB,同业存单
1086,111799979.IB,同业存单
1087,111719199.IB,同业存单
1088,116592.SZ,资产支持证券
1089,143081.SH,公司债
1090,119423.SZ,资产支持证券
1091,119424.SZ,资产支持证券
1092,101780008.IB,中期票据
1093,146377.SH,资产支持证券
1094,111784609.IB,同业存单
1095,111784615.IB,同业存单
1096,143307.SH,公司债
1097,111720212.IB,同业存单
1098,111720221.IB,同业存单
1099,143360.SH,公司债
1100,011754180.IB,短期融资券
