,thscode,ths_ths_bond_first_type_bond
290,122497.SH,公司债
291,122498.SH,公司债
292,1522007.IB,金融债
293,1520065.IB,金融债
294,150223.BC,金融债
295,132003.SH,可交换债券
296,1589279.IB,资产支持证券
297,136015.SH,金融债
298,136021.SH,公司债
299,132004.SH,可交换债券
300,1580253.IB,企业债
301,136029.SH,公司债
302,112291.SZ,公司债
303,150315.IB,金融债
304,1589305.IB,资产支持证券
305,101551094.IB,中期票据
306,136047.SH,金融债
307,136046.SH,公司债
308,136081.SH,公司债
309,136057.SH,公司债
310,127313.SH,企业债
311,101558055.IB,中期票据
312,132005.SH,可交换债券
313,101569037.IB,中期票据
314,136085.SH,公司债
315,101558059.IB,中期票据
316,1528010.IB,金融债
317,136101.SH,公司债
318,136108.SH,公司债
319,123001.SH,公司债
320,136128.SH,公司债
321,150319.IB,金融债
322,160402.IB,金融债
323,160405.IB,金融债
324,110032.SH,可转债
325,110033.SH,可转债
326,127382.SH,企业债
327,127365.SH,企业债
328,136140.SH,公司债
329,1680028.IB,企业债
330,160203.IB,金融债
331,136151.SH,公司债
332,110034.SH,可转债
333,101658004.IB,中期票据
334,136168.SH,公司债
335,136155.SH,公司债
336,136178.SH,公司债
337,136176.SH,公司债
338,136184.SH,公司债
339,136175.SH,公司债
340,113009.SH,可转债
341,128010.SZ,可转债
342,101666003.IB,中期票据
343,101651005.IB,中期票据
344,116132.SZ,资产支持证券
345,112336.SZ,公司债
346,160206.IB,金融债
347,160207.IB,金融债
348,101659010.IB,中期票据
349,160410.IB,金融债
350,160208.IB,金融债
351,1628003.IB,金融债
352,101662022.IB,中期票据
353,101660013.IB,中期票据
354,136260.SH,公司债
355,139029.SH,企业债
356,127400.SH,企业债
357,1620013.IB,金融债
358,1622003.IB,金融债
359,061607004.IB,资产支持证券
360,136270.SH,公司债
361,136276.SH,公司债
362,136286.SH,公司债
363,112348.SZ,公司债
364,127418.SH,企业债
365,1605049.IB,地方政府债
366,1680146.IB,企业债
367,1605052.IB,地方政府债
368,136304.SH,公司债
369,113010.SH,可转债
370,1680133.IB,企业债
371,101658015.IB,中期票据
372,130856.SH,地方政府债
373,1605042.IB,地方政府债
374,1680140.IB,企业债
375,116256.SZ,资产支持证券
376,101654028.IB,中期票据
377,136344.SH,公司债
378,136201.SH,公司债
379,130865.SH,地方政府债
380,101654033.IB,中期票据
381,160210.IB,金融债
382,130887.SH,地方政府债
383,130895.SH,地方政府债
384,160412.IB,金融债
385,101660033.IB,中期票据
386,101683003.IB,中期票据
387,127420.SH,企业债
388,1628009.IB,金融债
389,130909.SH,地方政府债
390,136372.SH,公司债
391,127425.SH,企业债
392,1605101.IB,地方政府债
393,136370.SH,公司债
394,127426.SH,企业债
395,1689080.IB,资产支持证券
396,120001.SH,企业债
397,1689083.IB,资产支持证券
398,136386.SH,公司债
399,160415.IB,金融债
400,160416.IB,金融债
401,160417.IB,金融债
402,019536.SH,国债
403,1689087.IB,资产支持证券
404,128012.SZ,可转债
405,136383.SH,公司债
406,130937.SH,地方政府债
407,101653022.IB,中期票据
408,101653023.IB,中期票据
409,1621015.IB,金融债
410,019540.SH,国债
411,1605197.IB,地方政府债
412,1680244.IB,企业债
413,136436.SH,公司债
414,101673008.IB,中期票据
415,160306.IB,金融债
416,136396.SH,公司债
417,136455.SH,金融债
418,140057.SH,地方政府债
419,1605253.IB,地方政府债
420,136469.SH,公司债
421,101655011.IB,中期票据
422,127003.SH,企业债
423,136480.SH,公司债
424,061608001.IB,资产支持证券
425,1689129.IB,资产支持证券
426,101652025.IB,中期票据
427,1620027.IB,金融债
428,131799.SH,资产支持证券
429,132006.SH,可交换债券
430,136503.SH,公司债
431,131837.SH,资产支持证券
432,131708.BC,国债
433,136513.SH,公司债
434,136523.SH,公司债
435,136141.SH,公司债
436,136546.SH,公司债
437,1628013.IB,金融债
438,127446.SH,企业债
439,101652030.IB,中期票据
440,136558.SH,公司债
441,136559.SH,公司债
442,1622009.IB,金融债
443,101659044.IB,中期票据
444,160421.IB,金融债
445,140196.SH,地方政府债
446,131848.SH,资产支持证券
447,136588.SH,公司债
448,112419.SZ,公司债
449,128013.SZ,可转债
450,101652031.IB,中期票据
451,136607.SH,公司债
452,101654068.IB,中期票据
453,112425.SZ,公司债
454,1620038.IB,金融债
455,160309.IB,金融债
456,136629.SH,公司债
457,019547.SH,国债
458,1622015.IB,金融债
459,160213.IB,金融债
460,116239.SZ,资产支持证券
461,1620042.IB,金融债
462,131874.SH,资产支持证券
463,131875.SH,资产支持证券
464,142151.SH,资产支持证券
465,101654080.IB,中期票据
466,136693.SH,公司债
467,1689198.IB,资产支持证券
468,101684001.IB,中期票据
469,136721.SH,公司债
470,136718.SH,金融债
471,136725.SH,公司债
472,136664.SH,公司债
473,142371.SH,资产支持证券
474,1680404.IB,企业债
475,112456.SZ,公司债
476,127461.SH,企业债
477,1680417.IB,企业债
478,112457.SZ,公司债
479,160215.IB,金融债
480,1689224.IB,资产支持证券
481,136768.SH,公司债
482,136779.SH,公司债
483,101654094.IB,中期票据
484,136797.SH,公司债
485,1628017.IB,金融债
486,112470.SZ,公司债
487,160312.IB,金融债
488,132007.SH,可交换债券
489,101678005.IB,中期票据
490,101654100.IB,中期票据
491,1689242.IB,资产支持证券
492,136819.SH,公司债
493,136826.SH,公司债
494,136835.SH,公司债
495,1620061.IB,金融债
496,1689273.IB,资产支持证券
497,142297.SH,资产支持证券
498,136837.SH,公司债
499,136855.SH,公司债
500,101652045.IB,中期票据
501,1689280.IB,资产支持证券
502,1689281.IB,资产支持证券
503,1689292.IB,资产支持证券
504,142392.SH,资产支持证券
505,136861.SH,公司债
506,136864.SH,公司债
507,142400.SH,资产支持证券
508,142401.SH,资产支持证券
509,160218.IB,金融债
510,136872.SH,公司债
511,1622025.IB,金融债
512,142435.SH,资产支持证券
513,1689331.IB,资产支持证券
514,170401.IB,金融债
515,170402.IB,金融债
516,170403.IB,金融债
517,170405.IB,金融债
518,170201.IB,金融债
519,041753001.IB,短期融资券
520,041772001.IB,短期融资券
521,142588.SH,资产支持证券
522,111714012.IB,同业存单
523,1789010.IB,资产支持证券
524,170203.BC,金融债
525,041758002.IB,短期融资券
526,1789013.IB,资产支持证券
527,111790431.IB,同业存单
528,142593.SH,资产支持证券
529,142676.SH,资产支持证券
530,019557.SH,国债
531,019559.SH,国债
532,011761009.IB,短期融资券
533,136895.SH,金融债
534,041760005.IB,短期融资券
535,136898.SH,公司债
536,041760006.IB,短期融资券
537,111719037.IB,同业存单
538,170302.IB,金融债
539,142720.SH,资产支持证券
540,041771001.IB,短期融资券
541,1789036.IB,资产支持证券
542,041756002.IB,短期融资券
543,101761002.IB,中期票据
544,1789033.IB,资产支持证券
545,101754011.IB,中期票据
546,1789045.IB,资产支持证券
547,1789046.IB,资产支持证券
548,011754026.IB,短期融资券
549,041755004.IB,短期融资券
550,011755016.IB,短期融资券
551,101760007.IB,中期票据
552,170204.BC,金融债
553,041760009.IB,短期融资券
554,041762006.IB,短期融资券
555,011758018.IB,短期融资券
556,011770001.IB,短期融资券
557,041753009.IB,短期融资券
558,1722010.IB,金融债
559,1789048.IB,资产支持证券
560,041762008.IB,短期融资券
561,011769007.IB,短期融资券
562,101761006.IB,中期票据
563,113011.SH,可转债
564,142785.SH,资产支持证券
565,111794128.IB,同业存单
566,041762011.IB,短期融资券
567,111714113.IB,同业存单
568,111710141.IB,同业存单
569,113012.SH,可转债
570,041754010.IB,短期融资券
571,111794867.IB,同业存单
572,041753015.IB,短期融资券
573,018005.SH,金融债
574,170210.IB,金融债
575,1789088.IB,资产支持证券
576,011753020.IB,短期融资券
577,011758029.IB,短期融资券
578,1789077.IB,资产支持证券
579,1789078.IB,资产支持证券
580,041772005.IB,短期融资券
581,011760039.IB,短期融资券
582,041758012.IB,短期融资券
583,170305.IB,金融债
584,101762023.IB,中期票据
585,041758014.IB,短期融资券
586,041763005.IB,短期融资券
587,170205.IB,金融债
588,143064.SH,公司债
589,1728006.IB,金融债
590,011760042.IB,短期融资券
591,1789096.IB,资产支持证券
592,011758030.IB,短期融资券
593,170206.IB,金融债
594,011759028.IB,短期融资券
595,111795701.IB,同业存单
596,108601.SZ,金融债
597,108602.SZ,金融债
598,011772009.IB,短期融资券
599,011788001.IB,短期融资券
600,011760044.IB,短期融资券
601,128014.SZ,可转债
602,170407.IB,金融债
603,011761025.IB,短期融资券
604,041753018.IB,短期融资券
605,011761024.IB,短期融资券
606,143079.SH,金融债
607,041758019.IB,短期融资券
608,170408.IB,金融债
609,170409.IB,金融债
610,111796124.IB,同业存单
611,041758020.IB,短期融资券
612,041751007.IB,短期融资券
613,011767005.IB,短期融资券
614,041769004.IB,短期融资券
615,1722013.IB,金融债
616,011764032.IB,短期融资券
617,011767006.IB,短期融资券
618,1720011.IB,金融债
619,011752024.IB,短期融资券
620,011758038.IB,短期融资券
621,127489.SH,企业债
622,041764010.IB,短期融资券
623,041759010.IB,短期融资券
624,019563.SH,国债
625,019564.SH,国债
626,170010.IB,国债
627,011751041.IB,短期融资券
628,101773004.IB,中期票据
629,011764041.IB,短期融资券
630,011754079.IB,短期融资券
631,011754080.IB,短期融资券
632,101753012.IB,中期票据
633,1789110.IB,资产支持证券
634,1780085.IB,政府支持机构债
635,011771019.IB,短期融资券
636,101754051.IB,中期票据
637,1789120.IB,资产支持证券
638,1721031.IB,金融债
639,011759038.IB,短期融资券
640,011769013.IB,短期融资券
641,1720028.IB,金融债
642,011758048.IB,短期融资券
643,011786006.IB,短期融资券
644,041772008.IB,短期融资券
645,1720033.IB,金融债
646,011754115.IB,短期融资券
647,111798827.IB,同业存单
648,111798842.IB,同业存单
649,127004.SH,企业债
650,011761034.IB,短期融资券
651,011754086.IB,短期融资券
652,1722017.IB,金融债
653,128015.SZ,可转债
654,1789144.IB,资产支持证券
655,1721034.IB,金融债
656,011760069.IB,短期融资券
657,011765003.IB,短期融资券
658,011777003.IB,短期融资券
659,011751053.IB,短期融资券
660,011753036.IB,短期融资券
661,1789148.IB,资产支持证券
662,041776002.IB,短期融资券
663,011753037.IB,短期融资券
664,011764053.IB,短期融资券
665,011760073.IB,短期融资券
666,1705177.IB,地方政府债
667,111718200.IB,同业存单
668,011752030.IB,短期融资券
669,011760076.IB,短期融资券
670,019567.SH,国债
671,011760077.IB,短期融资券
672,011754095.IB,短期融资券
673,111718209.IB,同业存单
674,111799904.IB,同业存单
675,111711257.IB,同业存单
676,101761021.IB,中期票据
677,011760079.IB,短期融资券
678,1780123.IB,企业债
679,011752034.IB,短期融资券
680,101754060.IB,中期票据
681,1789164.IB,资产支持证券
682,011754101.IB,短期融资券
683,142904.SH,资产支持证券
684,146129.SH,资产支持证券
685,127495.SH,企业债
686,146156.SH,资产支持证券
687,170308.IB,金融债
688,170207.IB,金融债
689,041761008.IB,短期融资券
690,1780130.IB,企业债
691,116605.SZ,资产支持证券
692,011752041.IB,短期融资券
693,011771021.IB,短期融资券
694,143159.SH,公司债
695,011752060.IB,短期融资券
696,011771022.IB,短期融资券
697,011769020.IB,短期融资券
698,170309.IB,金融债
699,143167.SH,公司债
700,111712136.IB,同业存单
701,111780787.IB,同业存单
702,143165.SH,公司债
703,111780875.IB,同业存单
704,011754105.IB,短期融资券
705,011752044.IB,短期融资券
706,011761044.IB,短期融资券
707,132009.SH,可交换债券
708,111713070.IB,同业存单
709,011755040.IB,短期融资券
710,112547.SZ,公司债
711,111713075.IB,同业存单
712,111781266.IB,同业存单
713,011760098.IB,短期融资券
714,011755041.IB,短期融资券
715,1728010.IB,金融债
716,011754112.IB,短期融资券
717,143193.SH,公司债
718,111781456.IB,同业存单
719,041751018.IB,短期融资券
720,041751017.IB,短期融资券
721,146245.SH,资产支持证券
722,011760103.IB,短期融资券
723,011751069.IB,短期融资券
724,146159.SH,资产支持证券
725,146256.SH,资产支持证券
726,112556.SZ,金融债
727,011761048.IB,短期融资券
728,011758069.IB,短期融资券
729,011754116.IB,短期融资券
730,011754114.IB,短期融资券
731,011770014.IB,短期融资券
732,1789202.IB,资产支持证券
733,170410.IB,金融债
734,111781630.IB,同业存单
735,111713082.IB,同业存单
736,111781696.IB,同业存单
737,116615.SZ,资产支持证券
738,041762024.IB,短期融资券
739,111781781.IB,同业存单
740,041755012.IB,短期融资券
741,111781888.IB,同业存单
742,011754121.IB,短期融资券
743,1789174.IB,资产支持证券
744,011773002.IB,短期融资券
745,111781984.IB,同业存单
746,111708251.IB,同业存单
747,041762026.IB,短期融资券
748,011751074.IB,短期融资券
749,127559.SH,企业债
750,143229.SH,金融债
751,111782074.IB,同业存单
752,1780213.IB,企业债
753,1789199.IB,资产支持证券
754,011760110.IB,短期融资券
755,041775002.IB,短期融资券
756,170310.IB,金融债
757,011758075.IB,短期融资券
758,127581.SH,企业债
759,020195.SH,国债
760,143231.SH,金融债
761,1728012.IB,金融债
762,011753047.IB,短期融资券
763,111782524.IB,同业存单
764,146328.SH,资产支持证券
765,011759070.IB,短期融资券
766,011764080.IB,短期融资券
767,011756037.IB,短期融资券
768,041760040.IB,短期融资券
769,011755048.IB,短期融资券
770,011764082.IB,短期融资券
771,011755049.IB,短期融资券
772,011794001.IB,短期融资券
773,1789196.IB,资产支持证券
774,1789197.IB,资产支持证券
775,111783042.IB,同业存单
776,1789217.IB,资产支持证券
777,011754129.IB,短期融资券
778,011752055.IB,短期融资券
779,011759074.IB,短期融资券
780,011764086.IB,短期融资券
781,170215.IB,金融债
782,1722029.IB,金融债
783,111783197.IB,同业存单
784,146347.SH,资产支持证券
785,011771029.IB,短期融资券
786,170411.IB,金融债
787,170412.IB,金融债
788,011752057.IB,短期融资券
789,011758082.IB,短期融资券
790,011754133.IB,短期融资券
791,101751025.IB,中期票据
792,1722027.IB,金融债
793,1789240.IB,资产支持证券
794,041756014.IB,短期融资券
795,011751085.IB,短期融资券
796,011758084.IB,短期融资券
797,1789236.IB,资产支持证券
798,011756041.IB,短期融资券
799,011755054.IB,短期融资券
800,011759076.IB,短期融资券
801,101758039.IB,中期票据
802,011759080.IB,短期融资券
803,011754135.IB,短期融资券
804,011761063.IB,短期融资券
805,041754035.IB,短期融资券
806,146350.SH,资产支持证券
807,1780267.IB,企业债
808,011760132.IB,短期融资券
809,041772014.IB,短期融资券
810,146418.SH,资产支持证券
811,101782007.IB,中期票据
812,041751021.IB,短期融资券
813,111783951.IB,同业存单
814,111712194.IB,同业存单
815,116643.SZ,资产支持证券
816,1789243.IB,资产支持证券
817,041759020.IB,短期融资券
818,011766024.IB,短期融资券
819,111784163.IB,同业存单
820,170415.IB,金融债
821,170209.IB,金融债
822,011756044.IB,短期融资券
823,011769035.IB,短期融资券
824,111714256.IB,同业存单
825,111784295.IB,同业存单
826,1789256.IB,资产支持证券
827,116638.SZ,资产支持证券
828,011766025.IB,短期融资券
829,011751091.IB,短期融资券
830,111719297.IB,同业存单
831,111713099.IB,同业存单
832,111784637.IB,同业存单
833,111784712.IB,同业存单
834,111784668.IB,同业存单
835,111784631.IB,同业存单
836,111718364.IB,同业存单
837,111717215.IB,同业存单
838,111784745.IB,同业存单
839,011759084.IB,短期融资券
840,011756046.IB,短期融资券
841,1789265.IB,资产支持证券
842,1789253.IB,资产支持证券
843,041754039.IB,短期融资券
844,116665.SZ,资产支持证券
845,041776005.IB,短期融资券
846,112587.SZ,公司债
847,011769036.IB,短期融资券
848,116686.SZ,资产支持证券
849,1789219.IB,资产支持证券
850,1789220.IB,资产支持证券
851,146469.SH,资产支持证券
852,011751094.IB,短期融资券
853,011769037.IB,短期融资券
854,011758092.IB,短期融资券
855,011754150.IB,短期融资券
856,128016.SZ,可转债
857,011760148.IB,短期融资券
858,111705099.IB,同业存单
859,111785693.IB,同业存单
860,011764106.IB,短期融资券
861,111785765.IB,同业存单
862,143320.SH,公司债
863,011759089.IB,短期融资券
864,111785895.IB,同业存单
865,111785951.IB,同业存单
866,1789274.IB,资产支持证券
867,011754154.IB,短期融资券
868,143327.SH,金融债
869,1789287.IB,资产支持证券
870,1789288.IB,资产支持证券
871,1789289.IB,资产支持证券
872,1789278.IB,资产支持证券
873,071721010.IB,金融债
874,1789281.IB,资产支持证券
875,111786132.IB,同业存单
876,011773003.IB,短期融资券
877,1789292.IB,资产支持证券
878,101773021.IB,中期票据
879,011762080.IB,短期融资券
880,170211.IB,金融债
881,112595.SZ,金融债
882,146560.SH,资产支持证券
883,111786445.IB,同业存单
884,111721168.IB,同业存单
885,111786429.IB,同业存单
886,111712221.IB,同业存单
887,111786473.IB,同业存单
888,111786477.IB,同业存单
889,111786507.IB,同业存单
890,116687.SZ,资产支持证券
891,146563.SH,资产支持证券
892,146566.SH,资产支持证券
893,111714284.IB,同业存单
894,111714285.IB,同业存单
895,011754166.IB,短期融资券
896,111786690.IB,同业存单
897,111709399.IB,同业存单
898,101751034.IB,中期票据
899,011758104.IB,短期融资券
900,170311.IB,金融债
901,111786770.IB,同业存单
902,146569.SH,资产支持证券
903,011759095.IB,短期融资券
904,111710530.IB,同业存单
905,111714298.IB,同业存单
906,116710.SZ,资产支持证券
907,116711.SZ,资产支持证券
908,111714299.IB,同业存单
909,011758107.IB,短期融资券
910,011754172.IB,短期融资券
911,146575.SH,资产支持证券
912,1720076.IB,金融债
913,113014.SH,可转债
914,146623.SH,资产支持证券
915,143366.SH,公司债
916,145891.SH,金融债
917,111787647.IB,同业存单
918,146650.SH,资产支持证券
919,111711457.IB,同业存单
920,011751103.IB,短期融资券
921,041760054.IB,短期融资券
922,011751104.IB,短期融资券
923,146668.SH,资产支持证券
924,146653.SH,资产支持证券
925,011758119.IB,短期融资券
926,041760057.IB,短期融资券
927,111787795.IB,同业存单
928,116704.SZ,资产支持证券
929,111708376.IB,同业存单
930,111709431.IB,同业存单
931,111719349.IB,同业存单
932,170413.IB,金融债
933,146656.SH,资产支持证券
934,111788042.IB,同业存单
935,146671.SH,资产支持证券
936,146674.SH,资产支持证券
937,146705.SH,资产支持证券
938,146706.SH,资产支持证券
939,011753079.IB,短期融资券
940,011769046.IB,短期融资券
941,011762099.IB,短期融资券
942,101758059.IB,中期票据
943,111788573.IB,同业存单
944,1789319.IB,资产支持证券
945,011758127.IB,短期融资券
946,117576.SZ,金融债
947,101773022.IB,中期票据
948,011764127.IB,短期融资券
949,1722037.IB,金融债
950,011762095.IB,短期融资券
951,1789303.IB,资产支持证券
952,1789304.IB,资产支持证券
953,111714315.IB,同业存单
954,1720081.IB,金融债
955,011764131.IB,短期融资券
956,1789329.IB,资产支持证券
957,041760060.IB,短期融资券
958,111713129.IB,同业存单
959,111709453.IB,同业存单
960,111789280.IB,同业存单
961,111789258.IB,同业存单
962,111789295.IB,同业存单
963,111712266.IB,同业存单
964,1789351.IB,资产支持证券
965,041758038.IB,短期融资券
966,111709455.IB,同业存单
967,111789440.IB,同业存单
968,111721217.IB,同业存单
969,011751117.IB,短期融资券
970,111789512.IB,同业存单
971,111712274.IB,同业存单
972,111789627.IB,同业存单
973,146683.SH,资产支持证券
974,011779001.IB,短期融资券
975,111708400.IB,同业存单
976,041756022.IB,短期融资券
977,111715437.IB,同业存单
978,111712283.IB,同业存单
979,111789814.IB,同业存单
980,116739.SZ,资产支持证券
981,1789369.IB,资产支持证券
982,1789366.IB,资产支持证券
983,011759117.IB,短期融资券
984,111719376.IB,同业存单
985,146602.SH,资产支持证券
986,1789379.IB,资产支持证券
987,011759120.IB,短期融资券
988,111716274.IB,同业存单
989,111709480.IB,同业存单
990,111770298.IB,同业存单
991,111708418.IB,同业存单
992,111708417.IB,同业存单
993,111718459.IB,同业存单
994,111710633.IB,同业存单
995,111709483.IB,同业存单
996,111709484.IB,同业存单
997,111770468.IB,同业存单
998,111718474.IB,同业存单
999,111715462.IB,同业存单
1000,111713146.IB,同业存单
1001,111712304.IB,同业存单
1002,111770551.IB,同业存单
1003,111714336.IB,同业存单
1004,111770568.IB,同业存单
1005,111770608.IB,同业存单
1006,146735.SH,资产支持证券
1007,041760063.IB,短期融资券
1008,111710643.IB,同业存单
1009,111770749.IB,同业存单
1010,011754199.IB,短期融资券
1011,111770863.IB,同业存单
1012,111717299.IB,同业存单
1013,111770840.IB,同业存单
1014,111709493.IB,同业存单
1015,1789382.IB,资产支持证券
