,thscode,ths_ths_bond_first_type_bond
357,1622008.IB,金融债
358,140057.SH,地方政府债
359,1605253.IB,地方政府债
360,101655011.IB,中期票据
361,061608001.IB,资产支持证券
362,101652025.IB,中期票据
363,101660049.IB,中期票据
364,1620027.IB,金融债
365,131799.SH,资产支持证券
366,132006.SH,可交换债券
367,136503.SH,公司债
368,131837.SH,资产支持证券
369,131708.BC,国债
370,136513.SH,公司债
371,136141.SH,公司债
372,101661025.IB,中期票据
373,136543.SH,公司债
374,136544.SH,公司债
375,1628012.IB,金融债
376,1628013.IB,金融债
377,136555.SH,金融债
378,127446.SH,企业债
379,101652030.IB,中期票据
380,136558.SH,公司债
381,1622009.IB,金融债
382,160420.IB,金融债
383,160421.IB,金融债
384,136577.SH,公司债
385,140196.SH,地方政府债
386,131848.SH,资产支持证券
387,112419.SZ,公司债
388,128013.SZ,可转债
389,136600.SH,公司债
390,112423.SZ,公司债
391,112425.SZ,公司债
392,101658044.IB,中期票据
393,160309.IB,金融债
394,019547.SH,国债
395,1622015.IB,金融债
396,127450.SH,企业债
397,160213.IB,金融债
398,116239.SZ,资产支持证券
399,1620042.IB,金融债
400,131874.SH,资产支持证券
401,131875.SH,资产支持证券
402,142151.SH,资产支持证券
403,101654080.IB,中期票据
404,112445.SZ,公司债
405,136701.SH,公司债
406,101651048.IB,中期票据
407,136721.SH,公司债
408,136718.SH,金融债
409,136713.SH,公司债
410,136725.SH,公司债
411,160215.IB,金融债
412,136776.SH,公司债
413,136768.SH,公司债
414,136779.SH,公司债
415,136797.SH,公司债
416,112470.SZ,公司债
417,160312.IB,金融债
418,127464.SH,企业债
419,132007.SH,可交换债券
420,101678005.IB,中期票据
421,101654099.IB,中期票据
422,136819.SH,公司债
423,136835.SH,公司债
424,1620060.IB,金融债
425,1620061.IB,金融债
426,091602002.IB,金融债
427,1628022.IB,金融债
428,1689273.IB,资产支持证券
429,142297.SH,资产支持证券
430,136855.SH,公司债
431,101652045.IB,中期票据
432,1689280.IB,资产支持证券
433,1689281.IB,资产支持证券
434,1689292.IB,资产支持证券
435,142392.SH,资产支持证券
436,136865.SH,公司债
437,160316.IB,金融债
438,112487.SZ,公司债
439,142400.SH,资产支持证券
440,142401.SH,资产支持证券
441,160218.IB,金融债
442,136872.SH,公司债
443,1622025.IB,金融债
444,142435.SH,资产支持证券
445,1689331.IB,资产支持证券
446,101758001.IB,中期票据
447,170402.IB,金融债
448,170403.IB,金融债
449,170405.IB,金融债
450,170201.IB,金融债
451,101754002.IB,中期票据
452,1789010.IB,资产支持证券
453,1789013.IB,资产支持证券
454,1789024.IB,资产支持证券
455,136983.SH,公司债
456,170302.IB,金融债
457,1789036.IB,资产支持证券
458,101761002.IB,中期票据
459,1789033.IB,资产支持证券
460,101754011.IB,中期票据
461,1789046.IB,资产支持证券
462,143010.SH,公司债
463,101760007.IB,中期票据
464,101759008.IB,中期票据
465,101761005.IB,中期票据
466,1726001.IB,金融债
467,143012.SH,公司债
468,1722010.IB,金融债
469,143036.SH,金融债
470,1789048.IB,资产支持证券
471,170304.IB,金融债
472,170303.IB,金融债
473,113011.SH,可转债
474,142785.SH,资产支持证券
475,143045.SH,公司债
476,101754024.IB,中期票据
477,111710141.IB,同业存单
478,018005.SH,金融债
479,018006.SH,金融债
480,170210.IB,金融债
481,1789088.IB,资产支持证券
482,112513.SZ,金融债
483,1789077.IB,资产支持证券
484,1789078.IB,资产支持证券
485,170305.IB,金融债
486,170205.IB,金融债
487,143064.SH,公司债
488,1728006.IB,金融债
489,1789096.IB,资产支持证券
490,170206.IB,金融债
491,108602.SZ,金融债
492,128014.SZ,可转债
493,170407.IB,金融债
494,143085.SH,公司债
495,1722013.IB,金融债
496,1720011.IB,金融债
497,127489.SH,企业债
498,170010.IB,国债
499,1705096.IB,地方政府债
500,1789110.IB,资产支持证券
501,170307.IB,金融债
502,1780085.IB,政府支持机构债
503,140613.SH,地方政府债
504,1789120.IB,资产支持证券
505,1721031.IB,金融债
506,101756020.IB,中期票据
507,127004.SH,企业债
508,101752018.IB,中期票据
509,1722017.IB,金融债
510,128015.SZ,可转债
511,1789148.IB,资产支持证券
512,101754059.IB,中期票据
513,101751014.IB,中期票据
514,101761021.IB,中期票据
515,101754060.IB,中期票据
516,142904.SH,资产支持证券
517,146129.SH,资产支持证券
518,146156.SH,资产支持证券
519,170308.IB,金融债
520,112537.SZ,公司债
521,170207.IB,金融债
522,143154.SH,金融债
523,1780130.IB,企业债
524,143157.SH,金融债
525,116608.SZ,资产支持证券
526,116605.SZ,资产支持证券
527,116611.SZ,资产支持证券
528,113013.SH,可转债
529,170309.IB,金融债
530,143167.SH,公司债
531,112543.SZ,公司债
532,143165.SH,公司债
533,132009.SH,可交换债券
534,041760038.IB,短期融资券
535,143179.SH,公司债
536,111713075.IB,同业存单
537,111781321.IB,同业存单
538,1728010.IB,金融债
539,111719223.IB,同业存单
540,112548.SZ,公司债
541,041751018.IB,短期融资券
542,041751017.IB,短期融资券
543,146245.SH,资产支持证券
544,146256.SH,资产支持证券
545,112556.SZ,金融债
546,1789202.IB,资产支持证券
547,170410.IB,金融债
548,116615.SZ,资产支持证券
549,111781781.IB,同业存单
550,041755012.IB,短期融资券
551,019571.SH,国债
552,143215.SH,公司债
553,1789174.IB,资产支持证券
554,127559.SH,企业债
555,146259.SH,资产支持证券
556,1789199.IB,资产支持证券
557,041775002.IB,短期融资券
558,170310.IB,金融债
559,127581.SH,企业债
560,143243.SH,公司债
561,1728012.IB,金融债
562,146328.SH,资产支持证券
563,041762029.IB,短期融资券
564,041760040.IB,短期融资券
565,101758033.IB,中期票据
566,1789214.IB,资产支持证券
567,170208.IB,金融债
568,1789196.IB,资产支持证券
569,1789197.IB,资产支持证券
570,1789217.IB,资产支持证券
571,170215.IB,金融债
572,1722029.IB,金融债
573,111783197.IB,同业存单
574,146347.SH,资产支持证券
575,170411.IB,金融债
576,170412.IB,金融债
577,1722027.IB,金融债
578,041756014.IB,短期融资券
579,101758036.IB,中期票据
580,1789236.IB,资产支持证券
581,143271.SH,公司债
582,041754035.IB,短期融资券
583,146350.SH,资产支持证券
584,146418.SH,资产支持证券
585,111705072.IB,同业存单
586,101782007.IB,中期票据
587,101756031.IB,中期票据
588,041751021.IB,短期融资券
589,116657.SZ,资产支持证券
590,116643.SZ,资产支持证券
591,041778001.IB,短期融资券
592,041759018.IB,短期融资券
593,1789243.IB,资产支持证券
594,170415.IB,金融债
595,170209.IB,金融债
596,1780281.IB,企业债
597,111714256.IB,同业存单
598,116638.SZ,资产支持证券
599,111719297.IB,同业存单
600,111784668.IB,同业存单
601,111784631.IB,同业存单
602,111784745.IB,同业存单
603,1789265.IB,资产支持证券
604,1789253.IB,资产支持证券
605,041754039.IB,短期融资券
606,116665.SZ,资产支持证券
607,111784942.IB,同业存单
608,041776005.IB,短期融资券
609,116686.SZ,资产支持证券
610,1789220.IB,资产支持证券
611,128016.SZ,可转债
612,101759063.IB,中期票据
613,111785693.IB,同业存单
614,111785765.IB,同业存单
615,111785914.IB,同业存单
616,1789274.IB,资产支持证券
617,011768005.IB,短期融资券
618,143327.SH,金融债
619,041756017.IB,短期融资券
620,1789287.IB,资产支持证券
621,1789288.IB,资产支持证券
622,1789289.IB,资产支持证券
623,1789278.IB,资产支持证券
624,011769038.IB,短期融资券
625,101753026.IB,中期票据
626,1789281.IB,资产支持证券
627,1789292.IB,资产支持证券
628,101773021.IB,中期票据
629,170211.IB,金融债
630,116687.SZ,资产支持证券
631,146563.SH,资产支持证券
632,011754162.IB,短期融资券
633,146566.SH,资产支持证券
634,101763015.IB,中期票据
635,011754166.IB,短期融资券
636,011752072.IB,短期融资券
637,011761073.IB,短期融资券
638,101751034.IB,中期票据
639,011758104.IB,短期融资券
640,143342.SH,金融债
641,146569.SH,资产支持证券
642,011759095.IB,短期融资券
643,111787034.IB,同业存单
644,041760051.IB,短期融资券
645,116710.SZ,资产支持证券
646,116711.SZ,资产支持证券
647,011758107.IB,短期融资券
648,011758109.IB,短期融资券
649,011754172.IB,短期融资券
650,146575.SH,资产支持证券
651,1720076.IB,金融债
652,113014.SH,可转债
653,146623.SH,资产支持证券
654,143366.SH,公司债
655,101752038.IB,中期票据
656,011751104.IB,短期融资券
657,113015.SH,可转债
658,146653.SH,资产支持证券
659,041760057.IB,短期融资券
660,170212.IB,金融债
661,170413.IB,金融债
662,146671.SH,资产支持证券
663,146674.SH,资产支持证券
664,128019.SZ,可转债
665,011759104.IB,短期融资券
666,011759106.IB,短期融资券
667,011769046.IB,短期融资券
668,011752080.IB,短期融资券
669,110038.00,其他债券
670,011762099.IB,短期融资券
671,011754184.IB,短期融资券
672,1789319.IB,资产支持证券
673,101773022.IB,中期票据
674,110039.SH,可转债
675,1722037.IB,金融债
676,091718001.IB,金融债
677,128020.SZ,可转债
678,041760059.IB,短期融资券
679,1789303.IB,资产支持证券
680,111714315.IB,同业存单
681,1789329.IB,资产支持证券
682,041760060.IB,短期融资券
683,1789351.IB,资产支持证券
684,1789364.IB,资产支持证券
685,101751041.IB,中期票据
686,110040.SH,可转债
687,123002.SH,公司债
688,143417.SH,金融债
689,146683.SH,资产支持证券
690,146726.SH,资产支持证券
691,041754049.IB,短期融资券
692,128021.SZ,可转债
693,111712283.IB,同业存单
694,1789366.IB,资产支持证券
695,111719376.IB,同业存单
696,128023.SZ,可转债
697,1789379.IB,资产支持证券
698,1789380.IB,资产支持证券
699,128024.SZ,可转债
700,011759120.IB,短期融资券
701,111714331.IB,同业存单
702,111712304.IB,同业存单
703,123003.SH,公司债
704,111714336.IB,同业存单
705,146735.SH,资产支持证券
706,011777007.IB,短期融资券
707,011754199.IB,短期融资券
708,128026.SZ,可转债
709,1789382.IB,资产支持证券
710,146723.SH,资产支持证券
711,128027.SZ,可转债
712,1720092.IB,金融债
713,101753037.IB,中期票据
714,041769013.IB,短期融资券
715,146686.SH,资产支持证券
716,123006.SH,企业债
717,146712.SH,资产支持证券
718,128028.SZ,可转债
719,1789402.IB,资产支持证券
720,1789385.IB,资产支持证券
721,1789405.IB,资产支持证券
722,1789406.IB,资产支持证券
723,1789409.IB,资产支持证券
724,128030.SZ,可转债
725,128029.SZ,可转债
726,110041.SH,可转债
727,1789412.IB,资产支持证券
728,128032.SZ,可转债
729,110042.SH,可转债
730,111771987.IB,同业存单
731,146831.SH,资产支持证券
732,1789395.IB,资产支持证券
733,113017.SH,可转债
734,011800010.IB,短期融资券
735,180301.IB,金融债
736,111890028.IB,同业存单
737,011800018.IB,短期融资券
738,041800005.IB,短期融资券
739,116806.SZ,资产支持证券
740,101800016.IB,中期票据
741,180401.IB,金融债
742,011800054.IB,短期融资券
743,1889004.IB,资产支持证券
744,1889002.IB,资产支持证券
745,011800072.IB,短期融资券
746,041800021.IB,短期融资券
747,143452.SH,金融债
748,011800077.IB,短期融资券
749,011800078.IB,短期融资券
750,041800028.IB,短期融资券
751,011800084.IB,短期融资券
752,1889007.IB,资产支持证券
753,1880004.IB,政府支持机构债
754,180302.IB,金融债
755,180201.IB,金融债
756,111890634.IB,同业存单
757,011800116.IB,短期融资券
758,180402.IB,金融债
759,180403.IB,金融债
760,011800122.IB,短期融资券
761,011800121.IB,短期融资券
762,011800119.IB,短期融资券
763,116810.SZ,资产支持证券
764,180303.IB,金融债
765,011800142.IB,短期融资券
766,011800137.IB,短期融资券
767,041800041.IB,短期融资券
768,149190.SH,资产支持证券
769,011800155.IB,短期融资券
770,111890970.IB,同业存单
771,019585.SH,国债
772,011800159.IB,短期融资券
773,180202.IB,金融债
774,111891056.IB,同业存单
775,011800163.IB,短期融资券
776,011800162.IB,短期融资券
777,101800081.IB,中期票据
778,111891134.IB,同业存单
779,111891147.IB,同业存单
780,143466.SH,金融债
781,041800044.IB,短期融资券
782,101800088.IB,中期票据
783,143421.SH,公司债
784,132015.SH,可交换债券
785,117579.SZ,金融债
786,1880013.IB,政府支持机构债
787,011800194.IB,短期融资券
788,101800100.IB,中期票据
789,011800187.IB,短期融资券
790,149132.SH,资产支持证券
791,011800209.IB,短期融资券
792,041800057.IB,短期融资券
793,011800220.IB,短期融资券
794,101800120.IB,中期票据
795,111817027.IB,同业存单
796,111810066.IB,同业存单
797,116821.SZ,资产支持证券
798,180205.IB,金融债
799,116830.SZ,资产支持证券
800,011800246.IB,短期融资券
801,011800253.IB,短期融资券
802,011800267.IB,短期融资券
803,111892299.IB,同业存单
804,011800272.IB,短期融资券
805,101800139.IB,中期票据
806,011800285.IB,短期融资券
807,111892516.IB,同业存单
808,011800291.IB,短期融资券
809,011800287.IB,短期融资券
810,011800292.IB,短期融资券
811,111814035.IB,同业存单
812,111892617.IB,同业存单
813,111892638.IB,同业存单
814,011800306.IB,短期融资券
815,180404.IB,金融债
816,011800299.IB,短期融资券
817,041800073.IB,短期融资券
818,180203.IB,金融债
819,111892720.IB,同业存单
820,111892723.IB,同业存单
821,1889016.IB,资产支持证券
822,041800076.IB,短期融资券
823,041800075.IB,短期融资券
824,041800077.IB,短期融资券
825,111819089.IB,同业存单
826,111819091.IB,同业存单
827,149251.SH,资产支持证券
828,101800166.IB,中期票据
829,011800319.IB,短期融资券
830,011800320.IB,短期融资券
831,101800163.IB,中期票据
832,011800340.IB,短期融资券
833,101800171.IB,中期票据
834,101800183.IB,中期票据
835,101800180.IB,中期票据
836,143496.SH,公司债
837,041800083.IB,短期融资券
838,111809075.IB,同业存单
839,101800199.IB,中期票据
840,101800205.IB,中期票据
841,011800402.IB,短期融资券
842,101800206.IB,中期票据
843,1880032.IB,企业债
844,111821094.IB,同业存单
845,149138.SH,资产支持证券
846,011800422.IB,短期融资券
847,011800410.IB,短期融资券
848,111893685.IB,同业存单
849,101800230.IB,中期票据
850,041800102.IB,短期融资券
851,011800450.IB,短期融资券
852,101800223.IB,中期票据
853,143520.SH,公司债
854,180204.BC,金融债
855,111893915.IB,同业存单
856,149246.SH,资产支持证券
857,116866.SZ,资产支持证券
858,041800108.IB,短期融资券
859,1820009.IB,金融债
860,011800476.IB,短期融资券
861,101800243.IB,中期票据
862,111817065.IB,同业存单
863,143528.SH,金融债
864,011800489.IB,短期融资券
865,101800261.IB,中期票据
866,1820012.IB,金融债
867,111894136.IB,同业存单
868,111894131.IB,同业存单
869,111821115.IB,同业存单
870,143522.SH,公司债
871,1889033.IB,资产支持证券
872,143533.SH,公司债
873,1889036.IB,资产支持证券
874,041800116.IB,短期融资券
875,101800284.IB,中期票据
876,180310.IB,金融债
877,011800537.IB,短期融资券
878,011800535.IB,短期融资券
879,112666.SZ,公司债
880,131800007.IB,中期票据
881,180206.IB,金融债
882,149284.SH,资产支持证券
883,1820013.IB,金融债
884,011800573.IB,短期融资券
885,1889044.IB,资产支持证券
886,101800322.IB,中期票据
887,101800326.IB,中期票据
888,149295.SH,资产支持证券
889,149296.SH,资产支持证券
890,1822005.IB,金融债
891,180304.IB,金融债
892,116878.SZ,资产支持证券
893,101800336.IB,中期票据
894,143463.SH,公司债
895,1889046.IB,资产支持证券
896,011800616.IB,短期融资券
897,149276.SH,资产支持证券
898,149441.SH,资产支持证券
899,149442.SH,资产支持证券
900,1889052.IB,资产支持证券
901,1889053.IB,资产支持证券
902,1889049.IB,资产支持证券
903,101800368.IB,中期票据
904,1822006.IB,金融债
905,101800373.IB,中期票据
906,101800372.IB,中期票据
907,011800636.IB,短期融资券
908,180207.IB,金融债
909,143563.SH,公司债
910,143564.SH,公司债
911,111809101.IB,同业存单
912,101800378.IB,中期票据
913,011800656.IB,短期融资券
914,101800384.IB,中期票据
915,1889055.IB,资产支持证券
916,112674.SZ,公司债
917,111809104.IB,同业存单
918,101800398.IB,中期票据
919,011800677.IB,短期融资券
920,011800672.IB,短期融资券
921,011800694.IB,短期融资券
922,101800406.IB,中期票据
923,180009.BC,国债
924,127792.SH,企业债
925,011800702.IB,短期融资券
926,101800409.IB,中期票据
927,111811102.IB,同业存单
928,111809111.IB,同业存单
929,101800422.IB,中期票据
930,101800426.IB,中期票据
931,011800710.IB,短期融资券
932,1889061.IB,资产支持证券
933,111895578.IB,同业存单
934,149380.SH,资产支持证券
935,101800449.IB,中期票据
936,101800447.IB,中期票据
937,011800729.IB,短期融资券
938,011800732.IB,短期融资券
939,149396.SH,资产支持证券
940,111811104.IB,同业存单
941,1828001.IB,金融债
942,111895710.IB,同业存单
943,143592.SH,公司债
944,011800784.IB,短期融资券
945,011800777.IB,短期融资券
946,111810188.IB,同业存单
947,1889075.IB,资产支持证券
948,101800489.IB,中期票据
949,180208.IB,金融债
950,1820014.IB,金融债
951,143616.SH,公司债
952,101800523.IB,中期票据
953,101800509.IB,中期票据
954,101800514.IB,中期票据
955,101800510.IB,中期票据
956,149417.SH,资产支持证券
957,127812.SH,企业债
958,116919.SZ,资产支持证券
959,112690.SZ,金融债
960,143605.SH,公司债
961,111814069.IB,同业存单
962,143626.SH,金融债
963,101800542.IB,中期票据
964,149448.SH,资产支持证券
965,143598.SH,公司债
966,1889080.IB,资产支持证券
967,1889081.IB,资产支持证券
968,011800877.IB,短期融资券
969,011800869.IB,短期融资券
970,1889078.IB,资产支持证券
971,143625.SH,公司债
972,101800595.IB,中期票据
973,011800888.IB,短期融资券
974,111815188.IB,同业存单
975,131800011.IB,中期票据
976,149443.SH,资产支持证券
977,011800912.IB,短期融资券
978,041800197.IB,短期融资券
979,101800615.IB,中期票据
980,101800608.IB,中期票据
981,116924.SZ,资产支持证券
982,111896501.IB,同业存单
983,111810215.IB,同业存单
984,180406.IB,金融债
985,149386.SH,资产支持证券
986,1889086.IB,资产支持证券
987,1889087.IB,资产支持证券
988,180011.IB,国债
989,1826002.IB,金融债
990,071800015.IB,金融债
991,101800624.IB,中期票据
992,101800625.IB,中期票据
993,1889089.IB,资产支持证券
994,1889091.IB,资产支持证券
995,187705.IB,金融债
996,180407.IB,金融债
997,011800950.IB,短期融资券
998,101800632.IB,中期票据
999,1820021.IB,金融债
1000,111810238.IB,同业存单
1001,101800635.IB,中期票据
1002,1822016.IB,金融债
1003,112713.SZ,公司债
1004,011800978.IB,短期融资券
1005,180408.IB,金融债
1006,101800650.IB,中期票据
1007,011800992.IB,短期融资券
1008,011800993.IB,短期融资券
1009,149506.SH,资产支持证券
1010,180409.IB,金融债
1011,1889104.IB,资产支持证券
1012,1889105.IB,资产支持证券
1013,111811146.IB,同业存单
1014,149553.SH,资产支持证券
1015,149554.SH,资产支持证券
1016,143662.SH,公司债
1017,1822018.IB,金融债
1018,111809171.IB,同业存单
1019,111810263.IB,同业存单
1020,011801050.IB,短期融资券
