,thscode,ths_ths_bond_first_type_bond
614,1922025.IB,金融债
615,1926004.IB,金融债
616,1989194.IB,资产支持证券
617,101900801.IB,中期票据
618,101900809.IB,中期票据
619,101900820.IB,中期票据
620,155472.SH,公司债
621,101900841.IB,中期票据
622,101900843.IB,中期票据
623,1928014.IB,金融债
624,1989205.IB,资产支持证券
625,1989181.IB,资产支持证券
626,139779.SZ,资产支持证券
627,101900876.IB,中期票据
628,1920045.IB,金融债
629,1928015.IB,金融债
630,159472.SH,资产支持证券
631,101900888.IB,中期票据
632,159470.SH,资产支持证券
633,159310.SH,资产支持证券
634,101900907.IB,中期票据
635,101900910.IB,中期票据
636,190406.IB,金融债
637,1980211.IB,企业债
638,112932.SZ,金融债
639,101900929.IB,中期票据
640,190407.BC,金融债
641,101900950.IB,中期票据
642,190408.IB,金融债
643,152233.SH,企业债
644,101900977.IB,中期票据
645,1980224.IB,企业债
646,155535.SH,公司债
647,1928018.IB,金融债
648,101901008.IB,中期票据
649,101901024.IB,中期票据
650,190209.BC,金融债
651,112823.SZ,公司债
652,190409.IB,金融债
653,155616.SH,公司债
654,101901075.IB,中期票据
655,1928019.IB,金融债
656,1928021.IB,金融债
657,091900018.IB,金融债
658,101901100.IB,中期票据
659,1922032.IB,金融债
660,1922033.IB,金融债
661,1928022.IB,金融债
662,1920050.IB,金融债
663,159698.SH,资产支持证券
664,112960.SZ,公司债
665,101901191.IB,中期票据
666,101901209.IB,中期票据
667,159647.SH,资产支持证券
668,101901224.IB,中期票据
669,112964.SZ,公司债
670,1920053.IB,金融债
671,1989328.IB,资产支持证券
672,1989329.IB,资产支持证券
673,155671.SH,公司债
674,155524.SH,金融债
675,1989303.IB,资产支持证券
676,1920054.IB,金融债
677,1921030.IB,金融债
678,1980282.IB,企业债
679,159817.SH,资产支持证券
680,190215.IB,金融债
681,101901277.IB,中期票据
682,1928030.IB,金融债
683,159722.SH,资产支持证券
684,159723.SH,资产支持证券
685,101901335.IB,中期票据
686,101901334.IB,中期票据
687,159944.SH,资产支持证券
688,159945.SH,资产支持证券
689,128076.SZ,可转债
690,159955.SH,资产支持证券
691,101901349.IB,中期票据
692,101901355.IB,中期票据
693,1922042.IB,金融债
694,1922043.IB,金融债
695,101901369.IB,中期票据
696,1980311.IB,企业债
697,1989340.IB,资产支持证券
698,1922044.IB,金融债
699,128078.SZ,可转债
700,101901410.IB,中期票据
701,101901431.IB,中期票据
702,101901438.IB,中期票据
703,101901453.IB,中期票据
704,190214.IB,金融债
705,155794.SH,公司债
706,155869.SH,公司债
707,101901473.IB,中期票据
708,101901499.IB,中期票据
709,190308.IB,金融债
710,101901515.IB,中期票据
711,1920067.IB,金融债
712,1920066.IB,金融债
713,1902001.IB,金融债
714,1928032.IB,金融债
715,165151.SH,资产支持证券
716,1922046.IB,金融债
717,101901587.IB,中期票据
718,1928033.IB,金融债
719,101901598.IB,中期票据
720,1928034.IB,金融债
721,1920074.IB,金融债
722,165209.SH,资产支持证券
723,101901630.IB,中期票据
724,163033.SH,公司债
725,149002.SH,资产支持证券
726,165156.SH,资产支持证券
727,101901655.IB,中期票据
728,101901658.IB,中期票据
729,018010.SH,金融债
730,1928036.IB,金融债
731,101901684.IB,中期票据
732,101901692.IB,中期票据
733,1928037.IB,金融债
734,1989504.IB,资产支持证券
735,139433.SZ,资产支持证券
736,128087.SZ,可转债
737,1920089.IB,金融债
738,1922049.IB,金融债
739,1921050.IB,金融债
740,165464.SH,资产支持证券
741,1920090.IB,金融债
742,165411.SH,资产支持证券
743,123039.SZ,可转债
744,152379.SH,企业债
745,128093.SZ,可转债
746,200203.IB,金融债
747,102000033.IB,中期票据
748,200204.BC,金融债
749,2028001.IB,金融债
750,2089005.IB,资产支持证券
751,2089013.IB,资产支持证券
752,2022001.IB,金融债
753,102000053.IB,中期票据
754,163114.SH,公司债
755,163092.SH,金融债
756,102000066.IB,中期票据
757,165644.SH,资产支持证券
758,2020003.IB,金融债
759,102000099.IB,中期票据
760,138433.SZ,资产支持证券
761,165746.SH,资产支持证券
762,165814.SH,资产支持证券
763,165815.SH,资产支持证券
764,119495.SZ,资产支持证券
765,165778.SH,资产支持证券
766,165724.SH,资产支持证券
767,163149.SH,金融债
768,160342.SH,地方政府债
769,2028002.IB,金融债
770,102000130.IB,中期票据
771,102000133.IB,中期票据
772,102000170.IB,中期票据
773,163164.SH,公司债
774,163944.SH,公司债
775,2022003.IB,金融债
776,200305.IB,金融债
777,152402.SH,企业债
778,102000222.IB,中期票据
779,2028004.IB,金融债
780,163220.SH,公司债
781,138480.SZ,资产支持证券
782,200205.IB,金融债
783,102000281.IB,中期票据
784,2080032.IB,企业债
785,102000277.IB,中期票据
786,113568.SH,可转债
787,163241.SH,金融债
788,163244.SH,金融债
789,163230.SH,公司债
790,165882.SH,资产支持证券
791,2022009.IB,金融债
792,2022007.IB,金融债
793,2020007.IB,金融债
794,2020008.IB,金融债
795,092018001.BC,金融债
796,113570.SH,可转债
797,2021008.IB,金融债
798,165929.SH,资产支持证券
799,123044.SZ,可转债
800,165966.SH,资产支持证券
801,2022012.IB,金融债
802,102000363.IB,中期票据
803,2028007.IB,金融债
804,102000372.IB,中期票据
805,138505.SZ,资产支持证券
806,138506.SZ,资产支持证券
807,2028006.IB,金融债
808,165941.SH,资产支持证券
809,092000003.IB,金融债
810,2028008.IB,金融债
811,163290.SH,金融债
812,102000416.IB,中期票据
813,102000420.IB,中期票据
814,163279.SH,公司债
815,102000468.IB,中期票据
816,102000478.IB,中期票据
817,168047.SH,资产支持证券
818,168022.SH,资产支持证券
819,165956.SH,资产支持证券
820,102000533.IB,中期票据
821,163939.SH,公司债
822,2023005.IB,金融债
823,200402.IB,金融债
824,2022015.IB,金融债
825,168091.SH,资产支持证券
826,2022016.IB,金融债
827,102000572.IB,中期票据
828,163373.SH,金融债
829,200303.IB,金融债
830,200302.IB,金融债
831,2028009.IB,金融债
832,2020017.IB,金融债
833,171064.SH,地方政府债
834,168115.SH,资产支持证券
835,102000621.IB,中期票据
836,163383.SH,公司债
837,168122.SH,资产支持证券
838,110070.SH,可转债
839,165783.SH,资产支持证券
840,168182.SH,资产支持证券
841,2089068.IB,资产支持证券
842,102000668.IB,中期票据
843,113577.SH,可转债
844,123050.SZ,可转债
845,2028010.IB,金融债
846,171074.SH,地方政府债
847,2089073.IB,资产支持证券
848,168202.SH,资产支持证券
849,102000705.IB,中期票据
850,200404.BC,金融债
851,102000733.IB,中期票据
852,2028011.IB,金融债
853,113578.SH,可转债
854,163463.SH,公司债
855,102000763.IB,中期票据
856,200405.IB,金融债
857,138599.SZ,资产支持证券
858,102000809.IB,中期票据
859,102000805.IB,中期票据
860,2020025.IB,金融债
861,113579.SH,可转债
862,2020026.IB,金融债
863,163489.SH,公司债
864,2028012.IB,金融债
865,168273.SH,资产支持证券
866,168274.SH,资产支持证券
867,102000900.IB,中期票据
868,102000896.IB,中期票据
869,2028015.IB,金融债
870,2028013.IB,金融债
871,102000923.IB,中期票据
872,132022.SH,可交换债券
873,102000944.IB,中期票据
874,138628.SZ,资产支持证券
875,168343.SH,资产支持证券
876,168257.SH,资产支持证券
877,168331.SH,资产支持证券
878,171156.SH,地方政府债
879,102000998.IB,中期票据
880,168318.SH,资产支持证券
881,102001021.IB,中期票据
882,102001036.IB,中期票据
883,2028019.IB,金融债
884,102001061.IB,中期票据
885,2022022.IB,金融债
886,2028020.IB,金融债
887,102001078.IB,中期票据
888,168462.SH,资产支持证券
889,113582.SH,可转债
890,168483.SH,资产支持证券
891,128109.SZ,可转债
892,163574.SH,公司债
893,200217.IB,金融债
894,102001155.IB,中期票据
895,128111.SZ,可转债
896,102001175.IB,中期票据
897,128113.SZ,可转债
898,102001193.IB,中期票据
899,102001206.IB,中期票据
900,200210.IB,金融债
901,113588.SH,可转债
902,200208.IB,金融债
903,163641.SH,金融债
904,102001255.IB,中期票据
905,138807.SZ,资产支持证券
906,168605.SH,资产支持证券
907,102001284.IB,中期票据
908,168617.SH,资产支持证券
909,160790.IB,地方政府债
910,138835.SZ,资产支持证券
911,168585.SH,资产支持证券
912,128116.SZ,可转债
913,200009.BC,国债
914,168630.SH,资产支持证券
915,128117.SZ,可转债
916,113036.SH,可转债
917,2028023.IB,金融债
918,149170.SH,资产支持证券
919,163701.SH,公司债
920,200212.IB,金融债
921,128119.SZ,可转债
922,128121.SZ,可转债
923,168791.SH,资产支持证券
924,113594.SH,可转债
925,163757.SH,金融债
926,2080182.IB,企业债
927,149174.SH,资产支持证券
928,163760.SH,公司债
929,128123.SZ,可转债
930,163723.SH,公司债
931,163753.SH,公司债
932,2028025.IB,金融债
933,168907.SH,资产支持证券
934,168808.SH,资产支持证券
935,2028027.IB,金融债
936,149191.SH,资产支持证券
937,171543.SH,地方政府债
938,2028029.IB,金融债
939,200207.IB,金融债
940,113599.SH,可转债
941,2028028.IB,金融债
942,102001468.IB,中期票据
943,2020044.IB,金融债
944,200312.IB,金融债
945,127021.SH,企业债
946,019641.SH,国债
947,163903.SH,金融债
948,092000010.IB,金融债
949,2028024.IB,金融债
950,113600.SH,可转债
951,169017.SH,资产支持证券
952,2022029.IB,金融债
953,2028031.IB,金融债
954,110072.SH,可转债
955,169031.SH,资产支持证券
956,102001578.IB,中期票据
957,175025.SH,公司债
958,169084.SH,资产支持证券
959,110074.SH,可转债
960,169113.SH,资产支持证券
961,128128.SZ,可转债
962,102001600.IB,中期票据
963,169118.SH,资产支持证券
964,137078.SH,可交换债券
965,137020.SH,可交换债券
966,113602.SH,可转债
967,113039.SH,可转债
968,175061.SH,公司债
969,2020049.IB,金融债
970,200313.IB,金融债
971,128131.SZ,可转债
972,2020053.IB,金融债
973,092018003.BC,金融债
974,175091.SH,公司债
975,169231.SH,资产支持证券
976,169222.SH,资产支持证券
977,137087.SH,可交换债券
978,175133.SH,金融债
979,169236.SH,资产支持证券
980,2028034.IB,金融债
981,169296.SH,资产支持证券
982,169288.SH,资产支持证券
983,137051.SH,可交换债券
984,169304.SH,资产支持证券
985,169306.SH,资产支持证券
986,137104.SH,可交换债券
987,175175.SH,金融债
988,169280.SH,资产支持证券
989,200408.IB,金融债
990,2028040.IB,金融债
991,169382.SH,资产支持证券
992,168935.SH,资产支持证券
993,2020065.IB,金融债
994,169199.SH,资产支持证券
995,169435.SH,资产支持证券
996,175186.SH,公司债
997,137074.SH,可交换债券
998,102001883.IB,中期票据
999,2028042.IB,金融债
1000,102001887.IB,中期票据
1001,102001885.IB,中期票据
1002,102001898.IB,中期票据
1003,102001904.IB,中期票据
1004,169507.SH,资产支持证券
1005,127022.SH,企业债
1006,102001939.IB,中期票据
1007,128135.SZ,可转债
1008,123070.SH,金融债
1009,169548.SH,资产支持证券
1010,137245.SZ,资产支持证券
1011,175274.SH,公司债
1012,200410.BC,金融债
1013,200315.IB,金融债
1014,169611.SH,资产支持证券
1015,149276.SH,资产支持证券
1016,2021030.IB,金融债
1017,102002000.IB,中期票据
1018,169393.SH,资产支持证券
1019,2089323.IB,资产支持证券
1020,123073.SH,金融债
1021,2028043.IB,金融债
1022,102002017.IB,中期票据
1023,102002016.IB,中期票据
1024,102002015.IB,中期票据
1025,2080324.IB,企业债
1026,137227.SZ,资产支持证券
1027,2080332.IB,企业债
1028,175319.SH,公司债
1029,137270.SZ,资产支持证券
1030,169745.SH,资产支持证券
1031,113606.SH,可转债
1032,175350.SH,金融债
1033,123075.SH,金融债
1034,169576.SH,资产支持证券
1035,102002077.IB,中期票据
1036,102002066.IB,中期票据
1037,102002105.IB,中期票据
1038,169743.SH,资产支持证券
1039,128137.SZ,可转债
1040,2089312.IB,资产支持证券
1041,169616.SH,资产支持证券
1042,2028047.IB,金融债
1043,200311.IB,金融债
1044,102002154.IB,中期票据
1045,2028048.IB,金融债
