,thscode,ths_ths_bond_first_type_bond
156,123082.SH,金融债
157,128140.SZ,可转债
158,123083.SH,金融债
159,113043.00,其他债券
160,127027.SH,企业债
161,113044.00,其他债券
162,123087.SH,金融债
163,128141.SZ,可转债
164,123090.SH,金融债
165,113615.SH,可转债
166,123091.SH,金融债
167,200219.IB,金融债
168,113619.SH,可转债
169,113042.00,其他债券
170,113621.SH,可转债
171,123096.SH,金融债
172,210212.IB,金融债
173,118000.SH,可转债
174,128144.SZ,可转债
175,210203.IB,金融债
176,113045.00,其他债券
177,113620.SH,可转债
178,123103.SZ,可转债
179,123104.SZ,可转债
180,123105.SZ,可转债
181,127029.SH,企业债
182,113046.00,其他债券
183,210403.BC,金融债
184,127031.SH,企业债
185,102100578.IB,中期票据
186,110079.SH,可转债
187,123107.SZ,可转债
188,123110.SZ,可转债
189,210004.BC,国债
190,113623.SH,可转债
191,110080.SH,可转债
192,127032.SH,企业债
193,127033.SH,企业债
194,113048.SH,可转债
195,137963.SZ,资产支持证券
196,2128019.IB,金融债
197,210009.BC,国债
198,123114.SZ,可转债
199,127036.SZ,可转债
200,210210.IB,金融债
201,2128021.IB,金融债
202,2128022.IB,金融债
203,123115.SZ,可转债
204,113049.SH,可转债
205,127038.SH,企业债
206,113050.SH,可转债
207,127039.SH,企业债
208,113626.SH,可转债
209,127040.SH,企业债
210,123118.SZ,可转债
211,188367.SH,金融债
212,123119.SZ,可转债
213,092118003.IB,金融债
214,136285.SH,公司债
215,210316.IB,金融债
216,110081.SH,可转债
217,210211.BC,金融债
218,210407.IB,金融债
219,123120.SZ,可转债
220,123121.SZ,可转债
221,123122.SZ,可转债
222,210011.IB,国债
223,127042.SH,企业债
224,123123.SZ,可转债
225,127043.SH,企业债
226,149599.SH,资产支持证券
227,127045.SH,企业债
228,149606.SH,资产支持证券
229,2120071.IB,金融债
230,113628.SH,可转债
231,042100381.IB,短期融资券
232,123125.SZ,可转债
233,210306.IB,金融债
234,113629.SH,可转债
235,136592.SH,公司债
236,188854.SH,金融债
237,127047.SH,企业债
238,102102165.IB,中期票据
239,210411.IB,金融债
240,110082.SH,可转债
241,123127.SZ,可转债
242,123128.SZ,可转债
243,127049.SH,企业债
244,210216.IB,金融债
245,123129.SZ,可转债
246,2128035.IB,金融债
247,113631.SH,可转债
248,2128037.IB,金融债
249,110083.SH,可转债
250,2128041.IB,金融债
251,113632.SH,可转债
252,112104053.IB,同业存单
253,118003.SZ,公司债
254,2189543.IB,资产支持证券
255,2128047.IB,金融债
256,123131.SZ,可转债
257,111002.SH,可转债
258,113635.SH,可转债
259,136793.SH,公司债
260,113636.SH,可转债
261,2189616.IB,资产支持证券
262,123132.SZ,可转债
263,123133.SZ,可转债
264,113637.SH,可转债
265,2189624.IB,资产支持证券
266,127052.SH,企业债
267,113052.SH,可转债
268,183226.SH,资产支持证券
269,183210.SH,资产支持证券
270,102103342.IB,中期票据
271,183269.SH,资产支持证券
272,012280069.IB,短期融资券
273,220201.IB,金融债
274,019666.SH,国债
275,183474.SH,资产支持证券
276,220003.IB,国债
277,092218001.IB,金融债
278,183488.SH,资产支持证券
279,220402.BC,金融债
280,220203.IB,金融债
281,136922.SH,公司债
282,220403.IB,金融债
283,220005.BC,国债
284,102280544.IB,中期票据
285,092280007.IB,金融债
286,012281436.IB,短期融资券
287,102280896.IB,中期票据
288,220210.IB,金融债
289,112203043.IB,同业存单
290,183988.SH,资产支持证券
291,180054.SH,资产支持证券
292,2203679.IB,金融债
293,120232.IB,金融债
294,1280405.IB,企业债
295,130205.IB,金融债
296,130209.IB,金融债
297,122249.SH,公司债
298,130313.IB,金融债
299,130413.IB,金融债
300,130321.IB,金融债
301,130240.IB,金融债
302,140205.IB,金融债
303,140423.IB,金融债
304,140211.IB,金融债
305,124735.SH,企业债
306,140215.IB,金融债
307,140222.IB,金融债
308,1480527.IB,企业债
309,140229.IB,金融债
310,150305.IB,金融债
311,150405.IB,金融债
312,150308.IB,金融债
313,150210.IB,金融债
314,101554028.IB,中期票据
315,122374.SH,金融债
316,122402.SH,公司债
317,150314.IB,金融债
318,1589230.IB,资产支持证券
319,150221.IB,金融债
320,101553046.IB,中期票据
321,160404.IB,金融债
322,136110.SH,公司债
323,136194.SH,公司债
324,160207.IB,金融债
325,160407.IB,金融债
326,136286.SH,公司债
327,160210.IB,金融债
328,160417.IB,金融债
329,1689053.IB,资产支持证券
330,1605337.IB,地方政府债
331,160213.IB,金融债
332,1689185.IB,资产支持证券
333,112457.SZ,公司债
334,1689313.IB,资产支持证券
335,1689344.IB,资产支持证券
336,170405.IB,金融债
337,170201.IB,金融债
338,1780014.IB,企业债
339,1789048.IB,资产支持证券
340,170210.IB,金融债
341,1721031.IB,金融债
342,143155.SH,金融债
343,170309.IB,金融债
344,101753017.IB,中期票据
345,101777001.IB,中期票据
346,101754069.IB,中期票据
347,1720045.IB,金融债
348,1720056.IB,金融债
349,1789185.IB,资产支持证券
350,101780007.IB,中期票据
351,170208.IB,金融债
352,170215.IB,金融债
353,1780262.IB,企业债
354,127611.SH,企业债
355,127616.SH,企业债
356,170415.IB,金融债
357,1780304.IB,企业债
358,1728017.IB,金融债
359,1789289.IB,资产支持证券
360,101758051.IB,中期票据
361,1728018.IB,金融债
362,143364.SH,公司债
363,143350.SH,公司债
364,1728020.IB,金融债
365,101756043.IB,中期票据
366,101760067.IB,中期票据
367,1728021.IB,金融债
368,170212.IB,金融债
369,101751038.IB,中期票据
370,1780370.IB,企业债
371,1789320.IB,资产支持证券
372,1728022.IB,金融债
373,1780401.IB,企业债
374,1789364.IB,资产支持证券
375,1728023.IB,金融债
376,128022.SZ,可转债
377,1720089.IB,金融债
378,101766011.IB,中期票据
379,128026.SZ,可转债
380,1780416.IB,企业债
381,101760077.IB,中期票据
382,1723002.IB,金融债
383,180401.IB,金融债
384,1889005.IB,资产支持证券
385,180403.IB,金融债
386,101800066.IB,中期票据
387,101800079.IB,中期票据
388,110043.SH,可转债
389,180205.IB,金融债
390,1889019.IB,资产支持证券
391,101800148.IB,中期票据
392,127006.SH,企业债
393,127769.SH,企业债
394,180204.BC,金融债
395,143495.SH,公司债
396,143522.SH,公司债
397,1889034.IB,资产支持证券
398,180310.IB,金融债
399,149678.SH,资产支持证券
400,180206.IB,金融债
401,1820013.IB,金融债
402,1889044.IB,资产支持证券
403,101800340.IB,中期票据
404,149275.SH,资产支持证券
405,149276.SH,资产支持证券
406,1889053.IB,资产支持证券
407,101800372.IB,中期票据
408,1889059.IB,资产支持证券
409,101800429.IB,中期票据
410,101800476.IB,中期票据
411,1889075.IB,资产支持证券
412,1828002.IB,金融债
413,1889081.IB,资产支持证券
414,1889078.IB,资产支持证券
415,1889087.IB,资产支持证券
416,091800007.IB,金融债
417,180408.BC,金融债
418,1889096.IB,资产支持证券
419,143669.SH,公司债
420,180309.IB,金融债
421,1889120.IB,资产支持证券
422,101800718.IB,中期票据
423,127007.SH,企业债
424,1889144.IB,资产支持证券
425,123010.SH,企业债
426,1820035.IB,金融债
427,101800763.IB,中期票据
428,112729.SZ,公司债
429,123011.SH,企业债
430,101800783.IB,中期票据
431,101800799.IB,中期票据
432,101800803.IB,中期票据
433,143098.SH,公司债
434,101800820.IB,中期票据
435,018008.SH,金融债
436,101800845.IB,中期票据
437,101800875.IB,中期票据
438,143408.SH,公司债
439,101800882.IB,中期票据
440,143422.SH,公司债
441,101800895.IB,中期票据
442,143189.SH,公司债
443,101800997.IB,中期票据
444,1828006.IB,金融债
445,1828007.IB,金融债
446,139100.SH,企业债
447,1828008.IB,金融债
448,1889240.IB,资产支持证券
449,101801079.IB,中期票据
450,1828009.IB,金融债
451,1889243.IB,资产支持证券
452,1889256.IB,资产支持证券
453,1889235.IB,资产支持证券
454,1880213.IB,企业债
455,1889264.IB,资产支持证券
456,180321.IB,金融债
457,1828011.IB,金融债
458,1889274.IB,资产支持证券
459,180322.IB,金融债
460,128046.SZ,可转债
461,1828012.IB,金融债
462,1880190.IB,企业债
463,101801187.IB,中期票据
464,180214.IB,金融债
465,101801205.IB,中期票据
466,1889298.IB,资产支持证券
467,143890.SH,公司债
468,101801232.IB,中期票据
469,101801289.IB,中期票据
470,1880233.IB,企业债
471,180411.IB,金融债
472,101801315.IB,中期票据
473,128048.SZ,可转债
474,101801321.IB,中期票据
475,1826007.IB,金融债
476,1828015.IB,金融债
477,180413.IB,金融债
478,1889357.IB,资产支持证券
479,1880259.IB,企业债
480,1889343.IB,资产支持证券
481,101801392.IB,中期票据
482,1889399.IB,资产支持证券
483,101801504.IB,中期票据
484,155100.SH,公司债
485,1889434.IB,资产支持证券
486,156521.SH,资产支持证券
487,190205.BC,金融债
488,101900037.IB,中期票据
489,101900041.IB,中期票据
490,101900066.IB,中期票据
491,101900081.IB,中期票据
492,101900107.IB,中期票据
493,190401.IB,金融债
494,1928001.IB,金融债
495,156659.SH,资产支持证券
496,190203.IB,金融债
497,190305.IB,金融债
498,1920007.IB,金融债
499,190204.BC,金融债
500,1989035.IB,资产支持证券
501,1989048.IB,资产支持证券
502,101900300.IB,中期票据
503,1928004.IB,金融债
504,101900343.IB,中期票据
505,1980086.IB,企业债
506,110056.SH,可转债
507,1923001.IB,金融债
508,1989071.IB,资产支持证券
509,101900375.IB,中期票据
510,1928006.IB,金融债
511,101900384.IB,中期票据
512,101900396.IB,中期票据
513,101900405.IB,中期票据
514,101900429.IB,中期票据
515,190404.IB,金融债
516,101900466.IB,中期票据
517,1928009.IB,金融债
518,1920024.IB,金融债
519,113025.SH,可转债
520,101900508.IB,中期票据
521,101900898.IB,中期票据
522,101900567.IB,中期票据
523,1989109.IB,资产支持证券
524,155337.SH,公司债
525,101900586.IB,中期票据
526,1980130.IB,企业债
527,1924010.IB,企业债
528,1928011.IB,金融债
529,1928010.IB,金融债
530,101900638.IB,中期票据
531,101900669.IB,中期票据
532,101900688.IB,中期票据
533,190210.IB,金融债
534,1928013.IB,金融债
535,1989172.IB,资产支持证券
536,1989194.IB,资产支持证券
537,1989202.IB,资产支持证券
538,1928014.IB,金融债
539,190208.BC,金融债
540,1989205.IB,资产支持证券
541,1989208.IB,资产支持证券
542,1920045.IB,金融债
543,155499.SH,公司债
544,1928015.IB,金融债
545,1920046.IB,金融债
546,190406.IB,金融债
547,152229.SH,企业债
548,101900929.IB,中期票据
549,190407.BC,金融债
550,101900950.IB,中期票据
551,190408.IB,金融债
552,152233.SH,企业债
553,101900963.IB,中期票据
554,101900980.IB,中期票据
555,1980224.IB,企业债
556,155535.SH,公司债
557,1928018.IB,金融债
558,1980231.IB,企业债
559,190209.BC,金融债
560,101901052.IB,中期票据
561,190409.IB,金融债
562,101901075.IB,中期票据
563,1928019.IB,金融债
564,091900017.IB,金融债
565,091900018.IB,金融债
566,101901098.IB,中期票据
567,1922032.IB,金融债
568,1920049.IB,金融债
569,101901140.IB,中期票据
570,1922034.IB,金融债
571,1928022.IB,金融债
572,101901165.IB,中期票据
573,159698.SH,资产支持证券
574,112960.SZ,公司债
575,131900016.IB,中期票据
576,101901191.IB,中期票据
577,101901200.IB,中期票据
578,101901224.IB,中期票据
579,112964.SZ,公司债
580,1920053.IB,金融债
581,1989329.IB,资产支持证券
582,1920054.IB,金融债
583,1980282.IB,企业债
584,1928026.IB,金融债
585,159817.SH,资产支持证券
586,1928028.IB,金融债
587,1928030.IB,金融债
588,1920059.IB,金融债
589,159722.SH,资产支持证券
590,159723.SH,资产支持证券
591,101901335.IB,中期票据
592,113545.SH,可转债
593,159945.SH,资产支持证券
594,159955.SH,资产支持证券
595,155768.SH,金融债
596,101901349.IB,中期票据
597,101901359.IB,中期票据
598,1922042.IB,金融债
599,1922043.IB,金融债
600,101901369.IB,中期票据
601,1922044.IB,金融债
602,1920064.IB,金融债
603,101901431.IB,中期票据
604,101901447.IB,中期票据
605,101901453.IB,中期票据
606,155794.SH,公司债
607,101901481.IB,中期票据
608,101901473.IB,中期票据
609,190308.IB,金融债
610,101901518.IB,中期票据
611,101901515.IB,中期票据
612,1920067.IB,金融债
613,1920066.IB,金融债
614,1902001.BC,金融债
615,1928032.IB,金融债
616,155840.SH,公司债
617,101901587.IB,中期票据
618,155844.SH,公司债
619,1922047.IB,金融债
620,101901598.IB,中期票据
621,163019.SH,金融债
622,1928034.IB,金融债
623,1920074.IB,金融债
624,163952.SH,公司债
625,163043.SH,公司债
626,149002.SH,资产支持证券
627,101901658.IB,中期票据
628,1928036.IB,金融债
629,1928037.IB,金融债
630,190311.IB,金融债
631,101901703.IB,中期票据
632,139433.SZ,资产支持证券
633,101901719.IB,中期票据
634,1920089.IB,金融债
635,101901726.IB,中期票据
636,101901732.IB,中期票据
637,1922049.IB,金融债
638,1989554.IB,资产支持证券
639,1980393.IB,企业债
640,165464.SH,资产支持证券
641,1920090.IB,金融债
642,165411.SH,资产支持证券
643,163079.SH,公司债
644,165384.SH,资产支持证券
645,152379.SH,企业债
646,102000011.IB,中期票据
647,102000043.IB,中期票据
648,2028001.IB,金融债
649,2089005.IB,资产支持证券
650,2089013.IB,资产支持证券
651,163114.SH,公司债
652,163092.SH,金融债
653,163094.SH,公司债
654,102000087.IB,中期票据
655,2020003.IB,金融债
656,138433.SZ,资产支持证券
657,165746.SH,资产支持证券
658,165814.SH,资产支持证券
659,165815.SH,资产支持证券
660,119495.SZ,资产支持证券
661,165778.SH,资产支持证券
662,160342.SH,地方政府债
663,200307.IB,金融债
664,102000157.IB,中期票据
665,2020004.IB,金融债
666,102000170.IB,中期票据
667,102000172.IB,中期票据
668,163181.SH,公司债
669,102000191.IB,中期票据
670,163944.SH,公司债
671,2022003.IB,金融债
672,019629.SH,国债
673,200305.IB,金融债
674,152402.SH,企业债
675,102000222.IB,中期票据
676,163220.SH,公司债
677,2021005.IB,金融债
678,102000242.IB,中期票据
679,2080032.IB,企业债
680,102000286.IB,中期票据
681,163230.SH,公司债
682,102000295.IB,中期票据
683,165882.SH,资产支持证券
684,163222.SH,金融债
685,2022009.IB,金融债
686,163251.SH,公司债
687,2022008.IB,金融债
688,2020007.IB,金融债
689,2020008.IB,金融债
690,2021008.IB,金融债
691,2022011.IB,金融债
692,165929.SH,资产支持证券
693,165966.SH,资产支持证券
694,2022012.IB,金融债
695,102000363.IB,中期票据
696,2028007.IB,金融债
697,2028006.IB,金融债
698,165941.SH,资产支持证券
699,149063.SH,资产支持证券
700,2021010.IB,金融债
701,092000003.IB,金融债
702,2028008.IB,金融债
703,102000416.IB,中期票据
704,102000426.IB,中期票据
705,163279.SH,公司债
706,102000468.IB,中期票据
707,102000496.IB,中期票据
708,102000478.IB,中期票据
709,168047.SH,资产支持证券
710,165862.SH,资产支持证券
711,102000503.IB,中期票据
712,102000533.IB,中期票据
713,2023005.IB,金融债
714,200402.IB,金融债
715,2022015.IB,金融债
716,168091.SH,资产支持证券
717,102000572.IB,中期票据
718,163373.SH,金融债
719,2028009.IB,金融债
720,2020017.IB,金融债
721,168115.SH,资产支持证券
722,102000621.IB,中期票据
723,163383.SH,公司债
724,168122.SH,资产支持证券
725,168182.SH,资产支持证券
726,102000668.IB,中期票据
727,102000680.IB,中期票据
728,123050.SZ,可转债
729,2028010.IB,金融债
730,2089073.IB,资产支持证券
731,168202.SH,资产支持证券
732,2020022.IB,金融债
733,200404.BC,金融债
734,102000733.IB,中期票据
735,2028011.IB,金融债
736,102000740.IB,中期票据
737,102000756.IB,中期票据
738,2080105.IB,企业债
739,200405.IB,金融债
740,138599.SZ,资产支持证券
741,102000805.IB,中期票据
742,2020025.IB,金融债
743,128107.SZ,可转债
744,102000838.IB,中期票据
745,2028012.IB,金融债
746,168274.SH,资产支持证券
747,102000900.IB,中期票据
748,2028015.IB,金融债
749,102000923.IB,中期票据
750,132022.SH,可交换债券
751,102000944.IB,中期票据
752,138628.SZ,资产支持证券
753,163513.SH,金融债
754,168343.SH,资产支持证券
755,2028017.IB,金融债
756,102000998.IB,中期票据
757,102001002.IB,中期票据
758,163544.SH,公司债
759,2028018.IB,金融债
760,102001052.IB,中期票据
761,2028019.IB,金融债
762,102001062.IB,中期票据
763,2022022.IB,金融债
764,163568.SH,金融债
765,2028020.IB,金融债
766,102001078.IB,中期票据
767,168462.SH,资产支持证券
768,113582.SH,可转债
769,163594.SH,公司债
770,163596.SH,公司债
771,102001129.IB,中期票据
772,113585.SH,可转债
773,163639.SH,公司债
774,128114.SZ,可转债
775,200208.IB,金融债
776,102001220.IB,中期票据
777,149155.SH,资产支持证券
778,138807.SZ,资产支持证券
779,2080169.IB,企业债
780,102001656.IB,中期票据
781,2028022.IB,金融债
782,128116.SZ,可转债
783,200009.BC,国债
784,168630.SH,资产支持证券
785,102001322.IB,中期票据
786,149170.SH,资产支持证券
787,163701.SH,公司债
788,200212.BC,金融债
789,128119.SZ,可转债
790,123059.SZ,可转债
791,128120.SZ,可转债
792,102001391.IB,中期票据
793,2080182.IB,企业债
794,149174.SH,资产支持证券
795,163760.SH,公司债
796,128123.SZ,可转债
797,163753.SH,公司债
798,2028025.IB,金融债
799,168907.SH,资产支持证券
800,128125.SZ,可转债
801,2028027.IB,金融债
802,200407.BC,金融债
803,2028029.IB,金融债
804,2020043.IB,金融债
805,200207.IB,金融债
806,168880.SH,资产支持证券
807,2028028.IB,金融债
808,102001468.IB,中期票据
809,200312.IB,金融债
810,127021.SH,企业债
811,019641.SH,国债
812,2028030.IB,金融债
813,092000010.IB,金融债
814,2028024.IB,金融债
815,169007.SH,资产支持证券
816,2020045.IB,金融债
817,2028031.IB,金融债
818,110072.SH,可转债
819,169031.SH,资产支持证券
820,102001576.IB,中期票据
821,102001580.IB,中期票据
822,175025.SH,公司债
823,169084.SH,资产支持证券
824,110074.SH,可转债
825,2028032.IB,金融债
826,102001596.IB,中期票据
827,169113.SH,资产支持证券
828,128128.SZ,可转债
829,169118.SH,资产支持证券
830,137020.SH,可交换债券
831,102001617.IB,中期票据
832,113039.SH,可转债
833,102001628.IB,中期票据
834,102001638.IB,中期票据
835,2020047.IB,金融债
836,175061.SH,公司债
837,2020049.IB,金融债
838,123064.SH,金融债
839,102001723.IB,中期票据
840,200313.IB,金融债
841,128131.SZ,可转债
842,2020053.IB,金融债
843,092018003.BC,金融债
844,2028033.IB,金融债
845,102001760.IB,中期票据
846,175091.SH,公司债
847,169231.SH,资产支持证券
848,149231.SH,资产支持证券
849,169236.SH,资产支持证券
850,2028034.IB,金融债
851,128132.SZ,可转债
852,169296.SH,资产支持证券
853,2080258.IB,企业债
854,2028038.IB,金融债
855,137051.SH,可交换债券
856,175168.SH,公司债
857,169304.SH,资产支持证券
858,169306.SH,资产支持证券
859,175175.SH,金融债
860,102001816.IB,中期票据
861,149243.SH,资产支持证券
862,175189.SH,公司债
863,2028041.IB,金融债
864,200408.IB,金融债
865,2028040.IB,金融债
866,169382.SH,资产支持证券
867,168935.SH,资产支持证券
868,102001831.IB,中期票据
869,175186.SH,公司债
870,102001865.IB,中期票据
871,128134.SZ,可转债
872,102001889.IB,中期票据
873,102001887.IB,中期票据
874,102001898.IB,中期票据
875,102001904.IB,中期票据
876,102001919.IB,中期票据
877,149265.SH,资产支持证券
878,102001939.IB,中期票据
879,123070.SH,金融债
880,169548.SH,资产支持证券
881,137245.SZ,资产支持证券
882,102001953.IB,中期票据
883,102001946.IB,中期票据
884,175273.SH,公司债
885,175279.SH,金融债
886,175271.SH,公司债
887,200410.IB,金融债
888,113605.SH,可转债
889,200315.IB,金融债
890,102001981.IB,中期票据
891,169611.SH,资产支持证券
892,175292.SH,金融债
893,2021030.IB,金融债
894,169504.SH,资产支持证券
895,169393.SH,资产支持证券
896,2089323.IB,资产支持证券
897,169628.SH,资产支持证券
898,2028043.IB,金融债
899,102002017.IB,中期票据
900,102002016.IB,中期票据
901,102002015.IB,中期票据
902,102002031.IB,中期票据
903,137227.SZ,资产支持证券
904,175325.SH,金融债
905,2080332.IB,企业债
906,175291.SH,公司债
907,169574.SH,资产支持证券
908,2028044.IB,金融债
909,175319.SH,公司债
910,102002050.IB,中期票据
911,137270.SZ,资产支持证券
912,175299.SH,公司债
913,123075.SH,金融债
914,169576.SH,资产支持证券
915,169253.SH,资产支持证券
916,102002097.IB,中期票据
917,175360.SH,公司债
918,169743.SH,资产支持证券
919,128137.SZ,可转债
920,113608.SH,可转债
921,169616.SH,资产支持证券
922,2028047.IB,金融债
923,2028049.IB,金融债
924,175389.SH,公司债
925,102002154.IB,中期票据
926,128138.SZ,可转债
927,092000013.IB,金融债
928,2089382.IB,资产支持证券
929,2089383.IB,资产支持证券
930,2022048.IB,金融债
931,169674.SH,资产支持证券
932,175440.SH,公司债
933,175461.SH,公司债
934,169843.SH,资产支持证券
935,2089419.IB,资产支持证券
936,2089420.IB,资产支持证券
937,2089427.IB,资产支持证券
938,102002225.IB,中期票据
939,175503.SH,公司债
940,169977.SH,资产支持证券
941,175514.SH,公司债
942,102002241.IB,中期票据
943,102002265.IB,中期票据
944,127026.SH,企业债
945,102002269.IB,中期票据
946,179050.SH,资产支持证券
947,179137.SH,资产支持证券
948,179138.SH,资产支持证券
949,179232.SH,资产支持证券
950,179117.SH,资产支持证券
951,123086.SH,金融债
952,2028054.IB,金融债
953,2020077.IB,金融债
954,2026005.IB,金融债
955,179317.SH,资产支持证券
956,179221.SH,资产支持证券
957,123092.SH,金融债
958,179385.SH,资产支持证券
959,179280.SH,资产支持证券
960,179224.SH,资产支持证券
961,113616.SH,可转债
962,179427.SH,资产支持证券
963,137434.SZ,资产支持证券
964,179431.SH,资产支持证券
965,2189002.IB,资产支持证券
966,179455.SH,资产支持证券
967,179452.SH,资产支持证券
968,179453.SH,资产支持证券
969,102002363.IB,中期票据
970,179445.SH,资产支持证券
971,2189012.IB,资产支持证券
972,210202.IB,金融债
973,210204.IB,金融债
974,210302.IB,金融债
975,210307.IB,金融债
976,175630.SH,金融债
977,102100058.IB,中期票据
978,102100073.IB,中期票据
979,2189018.IB,资产支持证券
980,2128002.IB,金融债
981,179047.SH,资产支持证券
982,175663.SH,金融债
983,2189043.IB,资产支持证券
984,2128003.IB,金融债
985,175675.SH,金融债
986,179275.SH,资产支持证券
987,102100176.IB,中期票据
988,102100177.IB,中期票据
989,2128005.IB,金融债
990,2189023.IB,资产支持证券
991,102100207.IB,中期票据
992,2180023.IB,企业债
993,152738.SH,企业债
994,2128006.IB,金融债
995,2120005.IB,金融债
996,179676.SH,资产支持证券
997,179677.SH,资产支持证券
998,092118001.IB,金融债
999,102100260.IB,中期票据
1000,137686.SZ,资产支持证券
1001,123099.SH,公司债
1002,123100.SH,金融债
1003,102100298.IB,中期票据
1004,102100299.IB,中期票据
1005,210205.IB,金融债
1006,102100312.IB,中期票据
1007,2120009.IB,金融债
1008,2122009.IB,金融债
1009,210402.BC,金融债
1010,179668.SH,资产支持证券
1011,175777.SH,公司债
1012,092118002.IB,金融债
1013,210213.IB,金融债
1014,210312.IB,金融债
1015,102100378.IB,中期票据
1016,175803.SH,公司债
1017,123101.SZ,可转债
1018,102100445.IB,中期票据
1019,2128004.IB,金融债
1020,102100428.IB,中期票据
1021,102100427.IB,中期票据
1022,2128007.IB,金融债
1023,2120012.IB,金融债
1024,2189127.IB,资产支持证券
1025,102100496.IB,中期票据
1026,2128011.IB,金融债
1027,102100512.IB,中期票据
1028,2128010.IB,金融债
1029,127030.SH,企业债
1030,2128012.IB,金融债
1031,102100537.IB,中期票据
1032,137833.SZ,资产支持证券
1033,179994.SH,资产支持证券
1034,137865.SZ,资产支持证券
1035,113622.SH,可转债
1036,175916.SH,金融债
1037,179989.SH,资产支持证券
1038,123108.SZ,可转债
1039,123109.SZ,可转债
1040,210303.IB,金融债
1041,2189155.IB,资产支持证券
1042,179315.SH,资产支持证券
1043,2128013.IB,金融债
1044,2128014.IB,金融债
1045,179861.SH,资产支持证券
1046,2120025.IB,金融债
