,thscode,ths_ths_bond_first_type_bond
1167,175122.SH,金融债
1168,137087.SH,可交换债券
1169,175133.SH,金融债
1170,169236.SH,资产支持证券
1171,175139.SH,公司债
1172,102001775.IB,中期票据
1173,2028034.IB,金融债
1174,169249.SH,资产支持证券
1175,169296.SH,资产支持证券
1176,175148.SH,公司债
1177,169259.SH,资产支持证券
1178,137051.SH,可交换债券
1179,123067.SH,金融债
1180,2028037.IB,金融债
1181,102001799.IB,中期票据
1182,137133.SZ,资产支持证券
1183,169304.SH,资产支持证券
1184,169306.SH,资产支持证券
1185,137104.SH,可交换债券
1186,175175.SH,金融债
1187,102001812.IB,中期票据
1188,137158.SZ,资产支持证券
1189,169280.SH,资产支持证券
1190,175189.SH,公司债
1191,137115.SH,可交换债券
1192,200408.IB,金融债
1193,169382.SH,资产支持证券
1194,102001830.IB,中期票据
1195,102001828.IB,中期票据
1196,169397.SH,资产支持证券
1197,169310.SH,资产支持证券
1198,169199.SH,资产支持证券
1199,175214.SH,公司债
1200,113603.SH,可转债
1201,175215.SH,金融债
1202,169422.SH,资产支持证券
1203,169435.SH,资产支持证券
1204,169350.SH,资产支持证券
1205,137164.SZ,资产支持证券
1206,102001861.IB,中期票据
1207,137074.SH,可交换债券
1208,169272.SH,资产支持证券
1209,169365.SH,资产支持证券
1210,102001883.IB,中期票据
1211,102001887.IB,中期票据
1212,102001885.IB,中期票据
1213,102001898.IB,中期票据
1214,102001904.IB,中期票据
1215,112009424.IB,同业存单
1216,110075.SH,可转债
1217,137231.SZ,资产支持证券
1218,012003531.IB,短期融资券
1219,123069.SH,金融债
1220,127022.SH,企业债
1221,137234.SZ,资产支持证券
1222,137222.SZ,资产支持证券
1223,200013.IB,国债
1224,169525.SH,资产支持证券
1225,175250.SH,金融债
1226,102001934.IB,中期票据
1227,102001939.IB,中期票据
1228,137124.SZ,资产支持证券
1229,169515.SH,资产支持证券
1230,169548.SH,资产支持证券
1231,137245.SZ,资产支持证券
1232,169667.SH,资产支持证券
1233,200409.IB,金融债
1234,200410.IB,金融债
1235,113605.SH,可转债
1236,200315.IB,金融债
1237,102001982.IB,中期票据
1238,112003126.IB,同业存单
1239,169611.SH,资产支持证券
1240,127023.SH,企业债
1241,149276.SH,资产支持证券
1242,2021030.IB,金融债
1243,169393.SH,资产支持证券
1244,2089323.IB,资产支持证券
1245,137249.SZ,资产支持证券
1246,137172.SZ,资产支持证券
1247,169664.SH,资产支持证券
1248,2028043.IB,金融债
1249,169708.SH,资产支持证券
1250,137227.SZ,资产支持证券
1251,137252.SZ,资产支持证券
1252,2080332.IB,企业债
1253,102002036.IB,中期票据
1254,112070752.IB,同业存单
1255,169614.SH,资产支持证券
1256,102002059.IB,中期票据
1257,137270.SZ,资产支持证券
1258,169631.SH,资产支持证券
1259,169745.SH,资产支持证券
1260,200314.IB,金融债
1261,113606.SH,可转债
1262,2020072.IB,金融债
1263,012003780.IB,短期融资券
1264,175350.SH,金融债
1265,137263.SZ,资产支持证券
1266,169561.SH,资产支持证券
1267,169576.SH,资产支持证券
1268,102002077.IB,中期票据
1269,102002066.IB,中期票据
1270,169692.SH,资产支持证券
1271,169792.SH,资产支持证券
1272,012003843.IB,短期融资券
1273,102002101.IB,中期票据
1274,169743.SH,资产支持证券
1275,137257.SZ,资产支持证券
1276,128137.SZ,可转债
1277,2022043.IB,金融债
1278,2089312.IB,资产支持证券
1279,2028046.IB,金融债
1280,149288.SH,资产支持证券
1281,163842.SH,金融债
1282,102002118.IB,中期票据
1283,113608.SH,可转债
1284,169616.SH,资产支持证券
1285,169795.SH,资产支持证券
1286,2028047.IB,金融债
1287,169836.SH,资产支持证券
1288,137304.SZ,资产支持证券
1289,2028049.IB,金融债
1290,012003913.IB,短期融资券
1291,137311.SZ,资产支持证券
1292,102002154.IB,中期票据
1293,2028048.IB,金融债
1294,169623.SH,资产支持证券
1295,137360.SZ,资产支持证券
1296,019645.SH,国债
1297,2022044.IB,金融债
1298,012003985.IB,短期融资券
1299,2028051.IB,金融债
1300,2089382.IB,资产支持证券
1301,012004038.IB,短期融资券
1302,169674.SH,资产支持证券
1303,169970.SH,资产支持证券
1304,112015534.IB,同业存单
1305,169979.SH,资产支持证券
1306,012004074.IB,短期融资券
1307,169843.SH,资产支持证券
1308,169931.IB,国债
1309,2089419.IB,资产支持证券
1310,2089420.IB,资产支持证券
1311,012004115.IB,短期融资券
1312,2089427.IB,资产支持证券
1313,042000505.IB,短期融资券
1314,2020080.IB,金融债
1315,012004147.IB,短期融资券
1316,179079.SH,资产支持证券
1317,102002225.IB,中期票据
1318,137389.SZ,资产支持证券
1319,169977.SH,资产支持证券
1320,2089445.IB,资产支持证券
1321,2089430.IB,资产支持证券
1322,175514.SH,公司债
1323,123081.SH,金融债
1324,102002241.IB,中期票据
1325,179149.SH,资产支持证券
1326,179142.SH,资产支持证券
1327,175521.SH,金融债
1328,179172.SH,资产支持证券
1329,102018.SZ,国债
1330,128140.SZ,可转债
1331,102002261.IB,中期票据
1332,102002265.IB,中期票据
1333,137364.SZ,资产支持证券
1334,127026.SH,企业债
1335,179050.SH,资产支持证券
1336,137431.SZ,资产支持证券
1337,175535.SH,金融债
1338,123083.SH,金融债
1339,2089464.IB,资产支持证券
1340,149325.SH,资产支持证券
1341,179201.SH,资产支持证券
1342,179117.SH,资产支持证券
1343,012004245.IB,短期融资券
1344,112006273.IB,同业存单
1345,112007198.IB,同业存单
1346,169694.SH,资产支持证券
1347,169695.SH,资产支持证券
1348,123085.SH,金融债
1349,112011320.IB,同业存单
1350,179245.SH,资产支持证券
1351,2028054.IB,金融债
1352,012004292.IB,短期融资券
1353,2026005.IB,金融债
1354,149333.SH,资产支持证券
1355,149334.SH,资产支持证券
1356,012004344.IB,短期融资券
1357,179282.SH,资产支持证券
1358,123090.SH,金融债
1359,179326.SH,资产支持证券
1360,137478.SZ,资产支持证券
1361,179343.SH,资产支持证券
1362,179221.SH,资产支持证券
1363,113615.SH,可转债
1364,123091.SH,金融债
1365,163856.SH,金融债
1366,179385.SH,资产支持证券
1367,112015573.IB,同业存单
1368,112013129.IB,同业存单
1369,179224.SH,资产支持证券
1370,200219.IB,金融债
1371,179394.SH,资产支持证券
1372,179381.SH,资产支持证券
1373,137434.SZ,资产支持证券
1374,179359.SH,资产支持证券
1375,012004429.IB,短期融资券
1376,102002363.IB,中期票据
1377,042100002.IB,短期融资券
1378,102100020.IB,中期票据
1379,042100010.IB,短期融资券
1380,210202.IB,金融债
1381,102100022.IB,中期票据
1382,210204.IB,金融债
1383,2122001.IB,金融债
1384,175614.SH,公司债
1385,012100063.IB,短期融资券
1386,219901.IB,国债
1387,210302.IB,金融债
1388,149345.SH,资产支持证券
1389,137581.SZ,资产支持证券
1390,137588.SZ,资产支持证券
1391,102100045.IB,中期票据
1392,102100062.IB,中期票据
1393,163861.SH,金融债
1394,179460.SH,资产支持证券
1395,012100176.IB,短期融资券
1396,175638.SH,金融债
1397,012100188.IB,短期融资券
1398,112110024.IB,同业存单
1399,012100221.IB,短期融资券
1400,2128002.IB,金融债
1401,042100041.IB,短期融资券
1402,042100042.IB,短期融资券
1403,112110029.IB,同业存单
1404,123094.SH,金融债
1405,042100044.IB,短期融资券
1406,102100138.IB,中期票据
1407,012100270.IB,短期融资券
1408,2189043.IB,资产支持证券
1409,2128003.IB,金融债
1410,042100049.IB,短期融资券
1411,012100353.IB,短期融资券
1412,042100052.IB,短期融资券
1413,179513.SH,资产支持证券
1414,137599.SZ,资产支持证券
1415,210201.IB,金融债
1416,179275.SH,资产支持证券
1417,179616.SH,资产支持证券
1418,102100177.IB,中期票据
1419,112112009.IB,同业存单
1420,112120034.IB,同业存单
1421,112109020.IB,同业存单
1422,112117023.IB,同业存单
1423,2123002.IB,金融债
1424,152735.SH,企业债
1425,2189023.IB,资产支持证券
1426,179633.SH,资产支持证券
1427,179611.SH,资产支持证券
1428,012100492.IB,短期融资券
1429,137658.SZ,资产支持证券
1430,179565.SH,资产支持证券
1431,012100511.IB,短期融资券
1432,137682.SZ,资产支持证券
1433,137673.SZ,资产支持证券
1434,137647.SZ,资产支持证券
1435,219906.IB,国债
1436,092118001.IB,金融债
1437,137683.SZ,资产支持证券
1438,210401.BC,金融债
1439,137649.SZ,资产支持证券
1440,012100541.IB,短期融资券
1441,012100582.IB,短期融资券
1442,179557.SH,资产支持证券
1443,210212.IB,金融债
1444,012100565.IB,短期融资券
1445,137689.SZ,资产支持证券
1446,179746.SH,资产支持证券
1447,012100592.IB,短期融资券
1448,179748.SH,资产支持证券
1449,012100614.IB,短期融资券
1450,137758.SZ,资产支持证券
1451,012100621.IB,短期融资券
1452,012100632.IB,短期融资券
1453,012100631.IB,短期融资券
1454,179659.SH,资产支持证券
1455,112105027.IB,同业存单
1456,112105028.IB,同业存单
1457,012100684.IB,短期融资券
1458,012100666.IB,短期融资券
1459,012100670.IB,短期融资券
1460,112103012.IB,同业存单
1461,112104009.IB,同业存单
1462,149361.SH,资产支持证券
1463,112103015.IB,同业存单
1464,112103014.IB,同业存单
1465,102100312.IB,中期票据
1466,179815.SH,资产支持证券
1467,112118032.IB,同业存单
1468,112107032.IB,同业存单
1469,112104011.IB,同业存单
1470,2120009.IB,金融债
1471,210402.BC,金融债
1472,112103017.IB,同业存单
1473,112111077.IB,同业存单
1474,179666.SH,资产支持证券
1475,012100772.IB,短期融资券
1476,112108045.IB,同业存单
1477,219910.IB,国债
1478,042100094.IB,短期融资券
1479,092118002.IB,金融债
1480,112103018.IB,同业存单
1481,210312.IB,金融债
1482,012100788.IB,短期融资券
1483,179833.SH,资产支持证券
1484,112105035.IB,同业存单
1485,112108047.IB,同业存单
1486,137709.SZ,资产支持证券
1487,112104014.IB,同业存单
1488,112106059.IB,同业存单
1489,179306.SH,资产支持证券
1490,210002.IB,国债
1491,137789.SZ,资产支持证券
1492,012100845.IB,短期融资券
1493,102100378.IB,中期票据
1494,137766.SZ,资产支持证券
1495,012100863.IB,短期融资券
1496,042100108.IB,短期融资券
1497,175812.SH,公司债
1498,012100892.IB,短期融资券
1499,012100909.IB,短期融资券
1500,2128004.IB,金融债
1501,217701.IB,金融债
1502,112194797.IB,同业存单
1503,112106071.IB,同业存单
1504,112108051.IB,同业存单
1505,2120010.IB,金融债
1506,012100914.IB,短期融资券
1507,149406.SH,资产支持证券
1508,2128007.IB,金融债
1509,012100990.IB,短期融资券
1510,179758.SH,资产支持证券
1511,2120012.IB,金融债
1512,112108054.IB,同业存单
1513,112103030.IB,同业存单
1514,112104019.IB,同业存单
1515,2102001QF.IB,金融债
1516,137765.SZ,资产支持证券
1517,102100472.IB,中期票据
1518,2189127.IB,资产支持证券
1519,179913.IB,国债
1520,012101038.IB,短期融资券
1521,102100483.IB,中期票据
1522,102100496.IB,中期票据
1523,149413.SZ,公司债
1524,2128011.IB,金融债
1525,102100510.IB,中期票据
1526,012101096.IB,短期融资券
1527,012101081.IB,短期融资券
1528,112110128.IB,同业存单
1529,112195637.IB,同业存单
1530,112195562.IB,同业存单
1531,2128010.IB,金融债
1532,012101109.IB,短期融资券
1533,012101114.IB,短期融资券
1534,2128012.IB,金融债
1535,2189103.IB,资产支持证券
1536,132100019.IB,中期票据
1537,179994.SH,资产支持证券
1538,137865.SZ,资产支持证券
1539,132100021.IB,中期票据
1540,175916.SH,金融债
1541,132100023.IB,短期融资券
1542,112103031.IB,同业存单
1543,112108064.IB,同业存单
1544,179988.SH,资产支持证券
1545,179989.SH,资产支持证券
1546,012101251.IB,短期融资券
1547,110079.SH,可转债
1548,123107.SZ,可转债
1549,112196576.IB,同业存单
1550,2103671.IB,金融债
1551,210303.IB,金融债
1552,2189154.IB,资产支持证券
1553,2189155.IB,资产支持证券
1554,112109138.IB,同业存单
1555,112110146.IB,同业存单
1556,210004.BC,国债
1557,179315.SH,资产支持证券
1558,2128013.IB,金融债
1559,2128014.IB,金融债
1560,012101343.IB,短期融资券
1561,2122016.IB,金融债
1562,2120025.IB,金融债
1563,137891.SZ,资产支持证券
1564,012101352.IB,短期融资券
1565,137895.SZ,资产支持证券
1566,112110151.IB,同业存单
1567,219916.IB,国债
1568,210005.00,其他债券
1569,2120029.IB,金融债
1570,2120028.IB,金融债
1571,2120026.IB,金融债
1572,012101372.IB,短期融资券
1573,012101363.IB,短期融资券
1574,137835.SZ,资产支持证券
1575,112118082.IB,同业存单
1576,112114044.IB,同业存单
1577,179899.SH,资产支持证券
1578,149445.SH,资产支持证券
1579,175971.SH,金融债
1580,072100060.IB,金融债
1581,137909.SZ,资产支持证券
1582,102100667.IB,中期票据
1583,112104023.IB,同业存单
1584,219917.IB,国债
1585,012101429.IB,短期融资券
1586,189073.SH,资产支持证券
1587,175991.SH,公司债
1588,012101455.IB,短期融资券
1589,2189165.IB,资产支持证券
1590,2189166.IB,资产支持证券
1591,175994.SH,金融债
1592,112104024.IB,同业存单
1593,189075.SH,资产支持证券
1594,012101498.IB,短期融资券
1595,175986.SH,公司债
1596,112108085.IB,同业存单
1597,112118096.IB,同业存单
1598,112103038.IB,同业存单
1599,112110167.IB,同业存单
1600,112106118.IB,同业存单
1601,112109160.IB,同业存单
1602,179784.SH,资产支持证券
1603,188007.SH,公司债
1604,175957.SH,公司债
1605,189101.SH,资产支持证券
1606,019654.SH,国债
1607,210006.00,其他债券
1608,012101541.IB,短期融资券
1609,137851.SZ,资产支持证券
1610,012101527.IB,短期融资券
1611,2120033.IB,金融债
1612,012101550.IB,短期融资券
1613,012101569.IB,短期融资券
1614,012101557.IB,短期融资券
1615,012101560.IB,短期融资券
1616,012101602.IB,短期融资券
1617,137917.SZ,资产支持证券
1618,112104025.IB,同业存单
1619,112111117.IB,同业存单
1620,012101624.IB,短期融资券
1621,175975.SH,金融债
1622,189208.SH,资产支持证券
1623,189000.SH,资产支持证券
1624,137923.SZ,资产支持证券
1625,163871.SH,公司债
1626,2180083.IB,企业债
1627,102100850.IB,中期票据
1628,219919.IB,国债
1629,102100870.IB,中期票据
1630,188052.SH,公司债
1631,189115.SH,资产支持证券
1632,137925.SZ,资产支持证券
1633,189186.SH,资产支持证券
1634,012101698.IB,短期融资券
1635,012101714.IB,短期融资券
1636,042100196.IB,短期融资券
1637,102100926.IB,中期票据
1638,012101787.IB,短期融资券
1639,188085.SH,公司债
1640,112103048.IB,同业存单
1641,149471.SH,资产支持证券
1642,012101796.IB,短期融资券
1643,189280.SH,资产支持证券
1644,012101809.IB,短期融资券
1645,2189185.IB,资产支持证券
1646,2189198.IB,资产支持证券
1647,102100955.IB,中期票据
1648,188101.SH,公司债
1649,137989.SZ,资产支持证券
1650,2189200.IB,资产支持证券
1651,173641.SH,地方政府债
1652,188102.SH,公司债
1653,112117098.IB,同业存单
1654,112103052.IB,同业存单
1655,112109181.IB,同业存单
1656,189190.SH,资产支持证券
1657,2189202.IB,资产支持证券
1658,012101843.IB,短期融资券
1659,112104029.IB,同业存单
1660,112112067.IB,同业存单
1661,112106144.IB,同业存单
1662,136006.SH,公司债
1663,019656.SH,国债
1664,102100967.IB,中期票据
1665,042100217.IB,短期融资券
1666,012101877.IB,短期融资券
1667,112112070.IB,同业存单
1668,189321.SH,资产支持证券
1669,012101891.IB,短期融资券
1670,102100977.IB,中期票据
1671,210404.BC,金融债
1672,189347.SH,资产支持证券
1673,189348.SH,资产支持证券
1674,189392.SH,资产支持证券
1675,112113099.IB,同业存单
1676,149482.SH,资产支持证券
1677,012101920.IB,短期融资券
1678,012101907.IB,短期融资券
1679,012101927.IB,短期融资券
1680,112107075.IB,同业存单
1681,112117106.IB,同业存单
1682,112109190.IB,同业存单
1683,149485.SH,资产支持证券
1684,112109191.IB,同业存单
1685,112108105.IB,同业存单
1686,189260.SH,资产支持证券
1687,012101961.IB,短期融资券
1688,210304.IB,金融债
1689,136012.SH,公司债
1690,012101972.IB,短期融资券
1691,188150.SH,金融债
1692,012102000.IB,短期融资券
1693,012102006.IB,短期融资券
1694,136040.SH,公司债
1695,189246.SH,资产支持证券
1696,2120048.IB,金融债
1697,136025.SH,公司债
1698,189069.SH,资产支持证券
1699,2103678.IB,金融债
1700,112181614.IB,同业存单
1701,188182.SH,公司债
1702,136054.SH,公司债
1703,189396.SH,资产支持证券
1704,189456.SH,资产支持证券
1705,163879.SH,金融债
1706,012102086.IB,短期融资券
1707,102101043.IB,中期票据
1708,2128023.IB,金融债
1709,112181872.IB,同业存单
1710,112181861.IB,同业存单
1711,219926.IB,国债
1712,179102.SH,资产支持证券
1713,179103.SH,资产支持证券
1714,189460.SH,资产支持证券
1715,189461.SH,资产支持证券
1716,012102121.IB,短期融资券
1717,012102114.IB,短期融资券
1718,2120049.IB,金融债
1719,2103679.IB,金融债
1720,2122038.IB,金融债
1721,189503.SH,资产支持证券
1722,102101096.IB,中期票据
1723,188246.SH,公司债
1724,102101095.IB,中期票据
1725,136077.SH,公司债
1726,188261.SH,公司债
1727,188228.SH,公司债
1728,113050.SH,可转债
1729,2189276.IB,资产支持证券
1730,2189286.IB,资产支持证券
1731,112121228.IB,同业存单
1732,012102203.IB,短期融资券
1733,012102185.IB,短期融资券
1734,149517.SH,资产支持证券
1735,2120054.IB,金融债
1736,042100247.IB,短期融资券
1737,2103680.IB,金融债
1738,2189278.IB,资产支持证券
1739,012102234.IB,短期融资券
1740,189408.SH,资产支持证券
1741,102101173.IB,中期票据
1742,072100107.IB,金融债
1743,2189291.IB,资产支持证券
1744,112118144.IB,同业存单
1745,112183012.IB,同业存单
1746,112108118.IB,同业存单
1747,189549.SH,资产支持证券
1748,189685.SH,资产支持证券
1749,012102336.IB,短期融资券
1750,112183394.IB,同业存单
1751,136102.SH,公司债
1752,136027.SH,公司债
1753,136056.SH,公司债
1754,136190.SH,公司债
1755,136090.SH,公司债
1756,136193.SH,公司债
1757,010107.SH,国债
1758,010303.SH,国债
1759,050217.IB,金融债
1760,122659.SH,企业债
1761,120413.IB,金融债
1762,130209.IB,金融债
1763,1380060.IB,企业债
1764,130321.IB,金融债
1765,140350.IB,金融债
1766,101464046.IB,中期票据
1767,1580165.IB,企业债
1768,101555014.IB,中期票据
1769,150314.IB,金融债
1770,130724.SH,地方政府债
1771,101556052.IB,中期票据
1772,136051.SH,公司债
1773,160408.IB,金融债
1774,101654013.IB,中期票据
1775,136267.SH,公司债
1776,160418.IB,金融债
1777,101664035.IB,中期票据
1778,1680249.IB,企业债
1779,1680284.IB,企业债
1780,136515.SH,公司债
1781,136519.SH,公司债
1782,136524.SH,公司债
1783,101659041.IB,中期票据
1784,136995.SH,公司债
1785,112423.SZ,公司债
1786,160309.IB,金融债
1787,136654.SH,公司债
1788,136668.SH,公司债
1789,160020.IB,国债
1790,101654074.IB,中期票据
1791,160310.IB,金融债
1792,101654081.IB,中期票据
1793,1680392.IB,企业债
1794,127462.SH,企业债
1795,136776.SH,公司债
1796,136811.SH,公司债
1797,136813.SH,公司债
1798,1628020.IB,金融债
1799,101658072.IB,中期票据
1800,160219.IB,金融债
1801,170405.IB,金融债
1802,170201.IB,金融债
1803,136980.SH,金融债
1804,101760014.IB,中期票据
1805,101762016.IB,中期票据
1806,170303.IB,金融债
1807,101759016.IB,中期票据
1808,018006.SH,金融债
1809,101761007.IB,中期票据
1810,101781001.IB,中期票据
1811,143087.SH,公司债
1812,101755011.IB,中期票据
1813,1780111.IB,政府支持机构债
1814,101763007.IB,中期票据
1815,143175.SH,公司债
1816,101763011.IB,中期票据
1817,101781002.IB,中期票据
1818,127540.SH,企业债
1819,101775006.IB,中期票据
1820,101759052.IB,中期票据
1821,1789185.IB,资产支持证券
1822,143275.SH,公司债
1823,101782010.IB,中期票据
1824,143366.SH,公司债
1825,101769023.IB,中期票据
1826,112611.SZ,公司债
1827,101764074.IB,中期票据
1828,101752042.IB,中期票据
1829,101752044.IB,中期票据
1830,123007.SH,企业债
1831,180303.IB,金融债
1832,143461.SH,公司债
1833,113504.SH,可转债
1834,101800165.IB,中期票据
1835,112664.SZ,公司债
1836,101800361.IB,中期票据
1837,101800457.IB,中期票据
1838,101800520.IB,中期票据
1839,101800590.IB,中期票据
1840,101800586.IB,中期票据
1841,101800635.IB,中期票据
1842,143709.SH,公司债
1843,101800757.IB,中期票据
1844,112730.SZ,公司债
1845,101800769.IB,中期票据
1846,101800778.IB,中期票据
1847,101800791.IB,中期票据
1848,143666.SH,公司债
1849,018008.SH,金融债
1850,101800864.IB,中期票据
1851,101800880.IB,中期票据
1852,1820042.IB,金融债
1853,101800912.IB,中期票据
1854,101800906.IB,中期票据
1855,1880170.IB,企业债
1856,101800923.IB,中期票据
1857,101800938.IB,中期票据
1858,101800971.IB,中期票据
1859,101800975.IB,中期票据
1860,143769.SH,公司债
1861,101801017.IB,中期票据
1862,101801025.IB,中期票据
1863,143771.SH,公司债
1864,101801098.IB,中期票据
1865,143827.SH,公司债
1866,143825.SH,公司债
1867,101801125.IB,中期票据
1868,1828011.IB,金融债
1869,101801149.IB,中期票据
1870,1880212.IB,企业债
1871,101801169.IB,中期票据
1872,143848.SH,公司债
1873,101801210.IB,中期票据
1874,112784.SZ,公司债
1875,101801240.IB,中期票据
1876,1820065.IB,金融债
1877,180411.IB,金融债
1878,101801314.IB,中期票据
1879,155030.SH,公司债
1880,1828017.IB,金融债
1881,155054.SH,公司债
1882,101801400.IB,中期票据
1883,019610.SH,国债
1884,155057.SH,公司债
1885,1880296.IB,企业债
1886,1880321.IB,企业债
1887,101900011.IB,中期票据
1888,155098.SH,公司债
1889,101900058.IB,中期票据
1890,101900070.IB,中期票据
1891,101900082.IB,中期票据
1892,101900142.IB,中期票据
1893,113527.SH,可转债
1894,101900152.IB,中期票据
1895,101900170.IB,中期票据
1896,101900180.IB,中期票据
1897,190204.BC,金融债
1898,155189.SH,公司债
1899,101900211.IB,中期票据
1900,155186.SH,公司债
1901,101900241.IB,中期票据
1902,101900259.IB,中期票据
1903,101983.SZ,国债
1904,155201.SH,公司债
1905,131900005.IB,中期票据
1906,101900286.IB,中期票据
1907,155207.SH,公司债
1908,101900302.IB,中期票据
1909,101900298.IB,中期票据
1910,101900301.IB,中期票据
1911,101900340.IB,中期票据
1912,1980074.IB,企业债
1913,101900390.IB,中期票据
1914,101900389.IB,中期票据
1915,091900004.IB,金融债
1916,101900428.IB,中期票据
1917,101900427.IB,中期票据
1918,101900443.IB,中期票据
1919,123025.SH,企业债
1920,101900528.IB,中期票据
1921,155351.SH,公司债
1922,101900588.IB,中期票据
1923,155371.SH,金融债
1924,101900600.IB,中期票据
1925,101901112.IB,中期票据
1926,101900671.IB,中期票据
1927,101900693.IB,中期票据
1928,101900710.IB,中期票据
1929,155414.SH,公司债
1930,190006.IB,国债
1931,155434.SH,公司债
1932,101900741.IB,中期票据
1933,1928013.IB,金融债
1934,152216.SH,企业债
1935,101900806.IB,中期票据
1936,101900804.IB,中期票据
1937,101900824.IB,中期票据
1938,101900830.IB,中期票据
1939,101900910.IB,中期票据
1940,101900939.IB,中期票据
1941,155539.SH,金融债
1942,155489.SH,公司债
1943,155570.SH,公司债
1944,155569.SH,公司债
1945,101901023.IB,中期票据
1946,101901021.IB,中期票据
1947,190209.BC,金融债
1948,155579.SH,公司债
1949,112823.SZ,公司债
1950,155596.SH,金融债
1951,101901068.IB,中期票据
1952,155605.SH,公司债
1953,101901079.IB,中期票据
1954,104675.IB,地方政府债
1955,1980249.IB,企业债
1956,101901107.IB,中期票据
1957,101901125.IB,中期票据
1958,101901141.IB,中期票据
1959,1980254.IB,企业债
1960,1980260.IB,企业债
1961,101901150.IB,中期票据
1962,1921029.IB,金融债
1963,155656.SH,公司债
1964,018062.SH,金融债
1965,101901222.IB,中期票据
1966,101901223.IB,中期票据
1967,1980275.IB,企业债
1968,1980281.IB,企业债
1969,155695.SH,公司债
1970,1928026.IB,金融债
1971,1920057.IB,金融债
1972,101901298.IB,中期票据
1973,155732.SH,公司债
1974,112976.SZ,公司债
1975,101901318.IB,中期票据
1976,101901363.IB,中期票据
1977,1922042.IB,金融债
1978,101901398.IB,中期票据
1979,128078.SZ,可转债
1980,101901421.IB,中期票据
1981,155870.SH,公司债
1982,101901454.IB,中期票据
1983,113548.SH,可转债
1984,1920068.IB,金融债
1985,101901540.IB,中期票据
1986,1920069.IB,金融债
1987,155837.SH,公司债
1988,155830.SH,金融债
1989,108605.SZ,金融债
1990,163031.SH,公司债
1991,101901623.IB,中期票据
1992,101901638.IB,中期票据
1993,1980357.IB,企业债
1994,1928035.IB,金融债
1995,1989488.IB,资产支持证券
1996,101901676.IB,中期票据
1997,1989505.IB,资产支持证券
1998,101901743.IB,中期票据
1999,149016.SH,资产支持证券
2000,165622.SH,资产支持证券
2001,102000014.IB,中期票据
2002,102000041.IB,中期票据
2003,163090.SH,公司债
2004,160640.SH,地方政府债
2005,108606.SZ,金融债
2006,018011.SH,金融债
2007,018012.SH,金融债
2008,102000124.IB,中期票据
2009,200307.IB,金融债
2010,160410.IB,金融债
2011,019629.SH,国债
2012,200003.BC,国债
2013,110066.SH,可转债
2014,2028004.IB,金融债
2015,163209.SH,公司债
2016,2020005.IB,金融债
2017,102000239.IB,中期票据
2018,163246.SH,公司债
2019,2028005.IB,金融债
2020,102000331.IB,中期票据
2021,102000333.IB,中期票据
2022,2022012.IB,金融债
2023,102000442.IB,中期票据
2024,102000495.IB,中期票据
2025,165862.SH,资产支持证券
2026,102000524.IB,中期票据
2027,102000566.IB,中期票据
2028,2020018.IB,金融债
2029,102000660.IB,中期票据
2030,163420.SH,公司债
2031,102000690.IB,中期票据
2032,102000704.IB,中期票据
2033,102000746.IB,中期票据
2034,163465.SH,公司债
2035,102000750.IB,中期票据
2036,102000758.IB,中期票据
2037,200405.IB,金融债
2038,113579.SH,可转债
2039,163494.SH,公司债
2040,102000866.IB,中期票据
2041,102000878.IB,中期票据
2042,102000876.IB,中期票据
2043,102000900.IB,中期票据
2044,102000896.IB,中期票据
2045,102000942.IB,中期票据
2046,163484.SH,公司债
2047,092018002.IB,金融债
2048,102001004.IB,中期票据
2049,102001052.IB,中期票据
2050,163568.SH,金融债
2051,102001078.IB,中期票据
2052,102001076.IB,中期票据
2053,168448.SH,资产支持证券
2054,163605.SH,公司债
2055,123051.SH,金融债
2056,2022023.IB,金融债
2057,102001230.IB,中期票据
2058,163620.SH,公司债
2059,168608.SH,资产支持证券
2060,018014.SH,金融债
2061,200209.IB,金融债
2062,163706.SH,公司债
2063,128119.SZ,可转债
2064,168756.SH,资产支持证券
2065,138933.SZ,资产支持证券
2066,163743.SH,公司债
2067,102001420.IB,中期票据
2068,018017.SH,金融债
2069,168841.SH,资产支持证券
2070,102001431.IB,中期票据
2071,1902001QF.IB,金融债
2072,2028027.IB,金融债
2073,168883.SH,资产支持证券
2074,138952.SZ,资产支持证券
2075,108610.SZ,金融债
2076,108611.SZ,金融债
2077,2028028.IB,金融债
2078,163902.SH,公司债
2079,102001545.IB,中期票据
2080,2028031.IB,金融债
2081,169085.SH,资产支持证券
2082,110074.SH,可转债
2083,102001597.IB,中期票据
2084,137021.SH,可交换债券
2085,102001646.IB,中期票据
2086,012003753.IB,短期融资券
2087,102001693.IB,中期票据
2088,018083.SH,金融债
2089,018084.SH,金融债
2090,169163.SH,资产支持证券
2091,137032.SH,可交换债券
2092,169169.SH,资产支持证券
2093,102001746.IB,中期票据
2094,137047.SH,可交换债券
2095,169223.SH,资产支持证券
2096,2020057.IB,金融债
2097,137107.SH,可交换债券
2098,137081.SH,可交换债券
2099,2028036.IB,金融债
2100,2020059.IB,金融债
2101,2028038.IB,金融债
2102,102001805.IB,中期票据
2103,102001813.IB,中期票据
2104,137094.SH,可交换债券
2105,2028041.IB,金融债
2106,108612.SZ,金融债
2107,169367.SH,资产支持证券
2108,2020065.IB,金融债
2109,102001847.IB,中期票据
2110,169269.SH,资产支持证券
