,thscode,ths_ths_bond_first_type_bond
1047,101900007.IB,中期票据
1048,011900006.IB,短期融资券
1049,190201.IB,金融债
1050,190205.BC,金融债
1051,011900014.IB,短期融资券
1052,139407.SH,企业债
1053,101900015.IB,中期票据
1054,101900017.IB,中期票据
1055,011900023.IB,短期融资券
1056,011900048.IB,短期融资券
1057,041900011.IB,短期融资券
1058,101900033.IB,中期票据
1059,111907001.IB,同业存单
1060,155132.SH,公司债
1061,1989005.IB,资产支持证券
1062,101900037.IB,中期票据
1063,011900068.IB,短期融资券
1064,011900066.IB,短期融资券
1065,139408.SH,企业债
1066,155125.SH,公司债
1067,1920001.IB,金融债
1068,190202.IB,金融债
1069,139415.SZ,资产支持证券
1070,019611.SH,国债
1071,190001.IB,国债
1072,041900016.IB,短期融资券
1073,101900055.IB,中期票据
1074,101900054.IB,中期票据
1075,139416.SZ,资产支持证券
1076,156599.SH,资产支持证券
1077,139412.SH,企业债
1078,139419.SZ,资产支持证券
1079,139417.SZ,资产支持证券
1080,156636.SH,资产支持证券
1081,155127.SH,公司债
1082,101900066.IB,中期票据
1083,101900082.IB,中期票据
1084,011900177.IB,短期融资券
1085,011900164.IB,短期融资券
1086,155159.SH,公司债
1087,011900187.IB,短期融资券
1088,127010.SH,企业债
1089,1920002.IB,金融债
1090,101900109.IB,中期票据
1091,111915032.IB,同业存单
1092,111909015.IB,同业存单
1093,139430.SZ,资产支持证券
1094,156600.SH,资产支持证券
1095,101900113.IB,中期票据
1096,156638.SH,资产支持证券
1097,1989019.IB,资产支持证券
1098,101900141.IB,中期票据
1099,011900272.IB,短期融资券
1100,190401.IB,金融债
1101,139435.SZ,资产支持证券
1102,156680.SH,资产支持证券
1103,139446.SZ,资产支持证券
1104,190203.IB,金融债
1105,156637.SH,资产支持证券
1106,101900180.IB,中期票据
1107,190303.IB,金融债
1108,011900326.IB,短期融资券
1109,011900339.IB,短期融资券
1110,011900336.IB,短期融资券
1111,111991066.IB,同业存单
1112,139454.SZ,资产支持证券
1113,139453.SZ,资产支持证券
1114,111917009.IB,同业存单
1115,139469.SZ,资产支持证券
1116,139462.SZ,资产支持证券
1117,139447.SZ,资产支持证券
1118,111911025.IB,同业存单
1119,041900058.IB,短期融资券
1120,111915054.IB,同业存单
1121,111918061.IB,同业存单
1122,111911030.IB,同业存单
1123,1920006.IB,金融债
1124,190204.IB,金融债
1125,111912015.IB,同业存单
1126,101900214.IB,中期票据
1127,156728.SH,资产支持证券
1128,155185.SH,公司债
1129,101900220.IB,中期票据
1130,011900392.IB,短期融资券
1131,1989034.IB,资产支持证券
1132,1989035.IB,资产支持证券
1133,011900400.IB,短期融资券
1134,011900415.IB,短期融资券
1135,011900414.IB,短期融资券
1136,155191.SH,公司债
1137,139479.SZ,资产支持证券
1138,139463.SZ,资产支持证券
1139,1928002.IB,金融债
1140,011900445.IB,短期融资券
1141,101900242.IB,中期票据
1142,011900440.IB,短期融资券
1143,1980062.IB,企业债
1144,111907016.IB,同业存单
1145,112857.SZ,金融债
1146,1989045.IB,资产支持证券
1147,101900262.IB,中期票据
1148,139487.SZ,资产支持证券
1149,011900480.IB,短期融资券
1150,1989048.IB,资产支持证券
1151,101900272.IB,中期票据
1152,111909047.IB,同业存单
1153,1920013.IB,金融债
1154,156786.SH,资产支持证券
1155,101900292.IB,中期票据
1156,111907025.IB,同业存单
1157,1989056.IB,资产支持证券
1158,112864.SZ,金融债
1159,155211.SH,公司债
1160,156794.SH,资产支持证券
1161,1922011.IB,金融债
1162,155223.SH,公司债
1163,011900577.IB,短期融资券
1164,011900564.IB,短期融资券
1165,011900575.IB,短期融资券
1166,011900565.IB,短期融资券
1167,111907030.IB,同业存单
1168,139490.SZ,资产支持证券
1169,139494.SZ,资产支持证券
1170,101900333.IB,中期票据
1171,190402.BC,金融债
1172,112872.SZ,公司债
1173,110053.SH,可转债
1174,011900622.IB,短期融资券
1175,1928004.IB,金融债
1176,101900343.IB,中期票据
1177,190302.IB,金融债
1178,155252.SH,公司债
1179,1989060.IB,资产支持证券
1180,155248.SH,公司债
1181,011900647.IB,短期融资券
1182,155256.SH,公司债
1183,1923001.IB,金融债
1184,155251.SH,公司债
1185,1989071.IB,资产支持证券
1186,041900118.IB,短期融资券
1187,1928006.IB,金融债
1188,111906093.IB,同业存单
1189,111913012.IB,同业存单
1190,1928005.IB,金融债
1191,101900408.IB,中期票据
1192,101900422.IB,中期票据
1193,101900436.IB,中期票据
1194,011900762.IB,短期融资券
1195,101900440.IB,中期票据
1196,101900443.IB,中期票据
1197,156955.SH,资产支持证券
1198,190403.IB,金融债
1199,190404.IB,金融债
1200,011900802.IB,短期融资券
1201,041900139.IB,短期融资券
1202,111912029.IB,同业存单
1203,113533.SH,可转债
1204,155298.SH,公司债
1205,1928009.IB,金融债
1206,155318.SH,公司债
1207,011900825.IB,短期融资券
1208,101900498.IB,中期票据
1209,156940.SH,资产支持证券
1210,155315.SH,公司债
1211,101900521.IB,中期票据
1212,101900523.IB,中期票据
1213,111914061.IB,同业存单
1214,101900528.IB,中期票据
1215,1920025.IB,金融债
1216,1989095.IB,资产支持证券
1217,139570.SZ,资产支持证券
1218,011900872.IB,短期融资券
1219,011900873.IB,短期融资券
1220,111909102.IB,同业存单
1221,111906119.IB,同业存单
1222,112888.SZ,公司债
1223,199914.IB,国债
1224,190206.IB,金融债
1225,111907056.IB,同业存单
1226,159016.SH,资产支持证券
1227,156712.SH,资产支持证券
1228,156713.SH,资产支持证券
1229,101900575.IB,中期票据
1230,011900924.IB,短期融资券
1231,1989107.IB,资产支持证券
1232,101900579.IB,中期票据
1233,011900952.IB,短期融资券
1234,155351.SH,公司债
1235,101900586.IB,中期票据
1236,111907059.IB,同业存单
1237,139591.SZ,资产支持证券
1238,199916.IB,国债
1239,101900602.IB,中期票据
1240,041900173.IB,短期融资券
1241,011900997.IB,短期融资券
1242,011900981.IB,短期融资券
1243,011900978.IB,短期融资券
1244,1928011.IB,金融债
1245,155373.SH,公司债
1246,159040.SH,资产支持证券
1247,101900642.IB,中期票据
1248,155377.SH,公司债
1249,101900630.IB,中期票据
1250,1980158.IB,企业债
1251,011901055.IB,短期融资券
1252,159065.SH,资产支持证券
1253,011901077.IB,短期融资券
1254,1989122.IB,资产支持证券
1255,139617.SZ,资产支持证券
1256,139568.SZ,资产支持证券
1257,101900669.IB,中期票据
1258,139634.SZ,资产支持证券
1259,101900681.IB,中期票据
1260,101900693.IB,中期票据
1261,190304.IB,金融债
1262,111910194.IB,同业存单
1263,1989126.IB,资产支持证券
1264,018082.SH,金融债
1265,111997119.IB,同业存单
1266,159094.SH,资产支持证券
1267,190207.IB,金融债
1268,111915165.IB,同业存单
1269,111909142.IB,同业存单
1270,111915166.IB,同业存单
1271,111904030.IB,同业存单
1272,159090.SH,资产支持证券
1273,111917028.IB,同业存单
1274,111914086.IB,同业存单
1275,190210.IB,金融债
1276,011901167.IB,短期融资券
1277,155419.SH,公司债
1278,139628.SZ,资产支持证券
1279,190005.BC,国债
1280,190006.IB,国债
1281,199920.IB,国债
1282,1989148.IB,资产支持证券
1283,101900729.IB,中期票据
1284,155392.SH,公司债
1285,011901189.IB,短期融资券
1286,111998327.IB,同业存单
1287,111907080.IB,同业存单
1288,159169.SH,资产支持证券
1289,139674.SZ,资产支持证券
1290,159052.SH,资产支持证券
1291,1989142.IB,资产支持证券
1292,1989145.IB,资产支持证券
1293,139671.SZ,资产支持证券
1294,155431.SH,公司债
1295,1920039.IB,金融债
1296,111998682.IB,同业存单
1297,111910214.IB,同业存单
1298,111914101.IB,同业存单
1299,139694.SZ,资产支持证券
1300,190306.IB,金融债
1301,155444.SH,公司债
1302,101900756.IB,中期票据
1303,101900759.IB,中期票据
1304,155402.SH,公司债
1305,139685.SZ,资产支持证券
1306,159244.SH,资产支持证券
1307,139686.SZ,资产支持证券
1308,101900766.IB,中期票据
1309,101900767.IB,中期票据
1310,155451.SH,公司债
1311,041900222.IB,短期融资券
1312,011901299.IB,短期融资券
1313,139706.SZ,资产支持证券
1314,011901304.IB,短期融资券
1315,1989184.IB,资产支持证券
1316,011901305.IB,短期融资券
1317,111911078.IB,同业存单
1318,111908112.IB,同业存单
1319,111907093.IB,同业存单
1320,139656.SZ,资产支持证券
1321,111907097.IB,同业存单
1322,011901348.IB,短期融资券
1323,159293.SH,资产支持证券
1324,111915231.IB,同业存单
1325,101900821.IB,中期票据
1326,011901364.IB,短期融资券
1327,111904041.IB,同业存单
1328,111906171.IB,同业存单
1329,111917036.IB,同业存单
1330,111908122.IB,同业存单
1331,139745.SZ,资产支持证券
1332,111980699.IB,同业存单
1333,159383.SH,资产支持证券
1334,101900858.IB,中期票据
1335,011901413.IB,短期融资券
1336,101900857.IB,中期票据
1337,111907111.IB,同业存单
1338,111980823.IB,同业存单
1339,111910256.IB,同业存单
1340,159343.SH,资产支持证券
1341,139680.SZ,资产支持证券
1342,139779.SZ,资产支持证券
1343,011901450.IB,短期融资券
1344,139764.SZ,资产支持证券
1345,139765.SZ,资产支持证券
1346,139735.SZ,资产支持证券
1347,159340.SH,资产支持证券
1348,139718.SZ,资产支持证券
1349,139784.SZ,资产支持证券
1350,159424.SH,资产支持证券
1351,159358.SH,资产支持证券
