,thscode,ths_ths_bond_first_type_bond
138,102101321.IB,中期票据
139,210406.IB,金融债
140,092118003.IB,金融债
141,189847.SH,资产支持证券
142,188426.SH,公司债
143,102101376.IB,中期票据
144,102101369.IB,中期票据
145,2128024.IB,金融债
146,110081.SH,可转债
147,2128025.IB,金融债
148,210209.IB,金融债
149,102101562.IB,中期票据
150,102101595.IB,中期票据
151,102101616.IB,中期票据
152,102101649.IB,中期票据
153,102101671.IB,中期票据
154,102101681.IB,中期票据
155,2180346.IB,企业债
156,2180345.IB,企业债
157,102101795.IB,中期票据
158,102101830.IB,中期票据
159,193333.SH,资产支持证券
160,210208.BC,金融债
161,2180382.IB,企业债
162,136449.SH,公司债
163,149639.SH,资产支持证券
164,102101933.IB,中期票据
165,102101981.IB,中期票据
166,210322.IB,金融债
167,102102081.IB,中期票据
168,102102093.IB,中期票据
169,102102101.IB,中期票据
170,2120092.IB,金融债
171,188928.SH,金融债
172,102102189.IB,中期票据
173,110082.SH,可转债
174,149687.SH,资产支持证券
175,127049.SH,企业债
176,210313.IB,金融债
177,2128035.IB,金融债
178,113631.SH,可转债
179,210218.IB,金融债
180,102180021.IB,中期票据
181,2189478.IB,资产支持证券
182,2180457.IB,企业债
183,2128041.IB,金融债
184,2128039.IB,金融债
185,102103100.IB,中期票据
186,193833.SH,资产支持证券
187,102103177.IB,中期票据
188,136775.SH,公司债
189,2128048.IB,金融债
190,185116.SH,公司债
191,183105.SH,资产支持证券
192,185167.SH,公司债
193,102280029.IB,中期票据
194,185245.SH,金融债
195,220205.IB,金融债
196,183386.SH,资产支持证券
197,092218001.IB,金融债
198,2228009.IB,金融债
199,220402.BC,金融债
200,220203.IB,金融债
201,2220013.IB,金融债
202,127056.SH,企业债
203,113055.SH,可转债
204,220403.IB,金融债
205,2228020.IB,金融债
206,220202.IB,金融债
207,220214.IB,金融债
208,113056.SH,可转债
209,102280804.IB,中期票据
210,102280874.IB,中期票据
211,2220035.IB,金融债
212,220312.IB,金融债
213,102281083.IB,中期票据
214,183966.SH,资产支持证券
215,220303.IB,金融债
216,220208.IB,金融债
217,092218003.IB,金融债
218,102281495.IB,中期票据
219,112210219.IB,同业存单
220,019679.SH,国债
221,180331.SH,资产支持证券
222,180144.SH,资产支持证券
223,180289.SH,资产支持证券
224,112283539.IB,同业存单
225,112217141.IB,同业存单
226,220406.IB,金融债
227,220211.IB,金融债
228,2228046.IB,金融债
229,180521.SH,资产支持证券
230,102200187.IB,中期票据
231,2222006.IB,金融债
232,102281773.IB,中期票据
233,220322.IB,金融债
234,180242.SH,资产支持证券
235,137693.SZ,资产支持证券
236,180672.SH,资产支持证券
237,220407.IB,金融债
238,220408.IB,金融债
239,220020.BC,国债
240,180876.SH,资产支持证券
241,110088.SH,可转债
242,180938.SH,资产支持证券
243,092218005.BC,金融债
244,112217182.IB,同业存单
245,112110.SZ,公司债
246,019688.SH,国债
247,019689.SH,国债
248,220220.IB,金融债
249,135599.SH,公司债
250,112204043.IB,同业存单
251,220216.IB,金融债
252,112161.SZ,公司债
253,102282460.IB,中期票据
254,012283856.IB,短期融资券
255,2228057.IB,金融债
256,135655.SH,公司债
257,092202001.IB,金融债
258,135672.SH,公司债
259,123169.SZ,可转债
260,220412.BC,金融债
261,012284092.IB,短期融资券
262,220411.IB,金融债
263,220313.IB,金融债
264,220332.IB,金融债
265,102200267.IB,中期票据
266,112238.SZ,公司债
267,112288.SZ,公司债
268,148159.SZ,公司债
269,019693.SH,国债
270,135740.SH,公司债
271,102380021.IB,中期票据
272,112885.SZ,公司债
273,042380016.IB,短期融资券
274,138816.SZ,资产支持证券
275,019694.SH,国债
276,230202.IB,金融债
277,230203.IB,金融债
278,2304102.IB,金融债
279,012380190.IB,短期融资券
280,112881.SZ,公司债
281,2304103.IB,金融债
282,102380152.IB,中期票据
283,019697.SH,国债
284,230401.IB,金融债
285,012380698.IB,短期融资券
286,2320005.IB,金融债
287,180895.SH,资产支持证券
288,230201.IB,金融债
289,230214.IB,金融债
290,112868.SZ,公司债
291,042380144.IB,短期融资券
292,230301.IB,金融债
293,135965.SZ,资产支持证券
294,180134.SH,资产支持证券
295,199281.SH,资产支持证券
296,199249.SH,资产支持证券
297,012381092.IB,短期融资券
298,135891.SH,公司债
299,199371.SH,资产支持证券
300,2303672.IB,金融债
301,112895.SZ,公司债
302,2303673.IB,金融债
303,199282.SH,资产支持证券
304,112303049.IB,同业存单
305,239919.IB,国债
306,112964.SZ,公司债
307,230009.SH,地方政府债
308,2304111.IB,金融债
309,112396559.IB,同业存单
310,239922.IB,国债
311,112578.SZ,公司债
312,012381555.IB,短期融资券
313,2304112.IB,金融债
314,2328011.IB,金融债
315,115318.SH,金融债
316,102381091.IB,中期票据
317,112311060.IB,同业存单
318,199622.SH,资产支持证券
319,199388.SH,资产支持证券
320,012381780.IB,短期融资券
321,143056.SH,公司债
322,230406.IB,金融债
323,2320017.IB,金融债
324,230206.SH,地方政府债
325,199739.SH,资产支持证券
326,2320019.IB,金融债
327,102381212.IB,中期票据
328,112311070.IB,同业存单
329,199798.SH,资产支持证券
330,199664.SH,资产支持证券
331,212300002.IB,金融债
332,230304.SH,地方政府债
333,012382063.IB,短期融资券
334,199864.SH,资产支持证券
335,180910.SH,资产支持证券
336,239933.IB,国债
337,112311082.IB,同业存单
338,199899.SH,资产支持证券
339,012382295.IB,短期融资券
340,239937.IB,国债
341,260043.SH,资产支持证券
342,260044.SH,资产支持证券
343,112308153.IB,同业存单
344,012382438.IB,短期融资券
345,070013.IB,国债
346,130321.IB,金融债
347,130019.SH,地方政府债
348,1428011.IB,金融债
349,140222.IB,金融债
350,140229.IB,金融债
351,150205.IB,金融债
352,150305.IB,金融债
353,150405.IB,金融债
354,150308.IB,金融债
355,150210.IB,金融债
356,122374.SH,金融债
357,130724.SH,地方政府债
358,160405.IB,金融债
359,1680053.IB,企业债
360,160210.IB,金融债
361,160418.IB,金融债
362,1689053.IB,资产支持证券
363,160310.IB,金融债
364,112457.SZ,公司债
365,019553.SH,国债
366,170404.IB,金融债
367,170405.IB,金融债
368,170303.IB,金融债
369,170210.IB,金融债
370,139385.SH,企业债
371,170215.IB,金融债
372,1789289.IB,资产支持证券
373,128017.SZ,可转债
374,128021.SZ,可转债
375,1780392.IB,企业债
376,113017.SH,可转债
377,1889005.IB,资产支持证券
378,128034.SZ,可转债
379,110043.SH,可转债
380,180205.IB,金融债
381,113505.SH,可转债
382,127005.SH,企业债
383,127006.SH,企业债
384,128037.SZ,可转债
385,1889053.IB,资产支持证券
386,1889075.IB,资产支持证券
387,1889078.IB,资产支持证券
388,1880125.IB,企业债
389,127007.SH,企业债
390,180210.BC,金融债
391,1889144.IB,资产支持证券
392,123011.SH,企业债
393,101800803.IB,中期票据
394,018009.SH,金融债
395,101800875.IB,中期票据
396,143408.SH,公司债
397,101800883.IB,中期票据
398,143422.SH,公司债
399,128044.SZ,可转债
400,1823006.IB,金融债
401,127845.SH,企业债
402,1880169.IB,企业债
403,1828008.IB,金融债
404,101801068.IB,中期票据
405,101801081.IB,中期票据
406,1889243.IB,资产支持证券
407,1828010.IB,金融债
408,1820053.IB,金融债
409,180321.IB,金融债
410,149827.SH,资产支持证券
411,1828011.IB,金融债
412,1889274.IB,资产支持证券
413,101801205.IB,中期票据
414,1828013.IB,金融债
415,143890.SH,公司债
416,136942.SH,公司债
417,113519.SH,可转债
418,128048.SZ,可转债
419,1821041.IB,金融债
420,1828015.IB,金融债
421,180413.IB,金融债
422,110047.SH,可转债
423,101801366.IB,中期票据
424,1889357.IB,资产支持证券
425,101801392.IB,中期票据
426,155072.SH,公司债
427,019610.SH,国债
428,1889392.IB,资产支持证券
429,110048.SH,可转债
430,113524.SH,可转债
431,155100.SH,公司债
432,1889434.IB,资产支持证券
433,1889449.IB,资产支持证券
434,156522.SH,资产支持证券
435,155098.SH,公司债
436,101900051.IB,中期票据
437,152078.SH,企业债
438,101900070.IB,中期票据
439,101900134.IB,中期票据
440,101900128.IB,中期票据
441,1928001.IB,金融债
442,101900172.IB,中期票据
443,156659.SH,资产支持证券
444,101900185.IB,中期票据
445,101900216.IB,中期票据
446,1928002.IB,金融债
447,113021.SH,可转债
448,131900005.IB,中期票据
449,101900298.IB,中期票据
450,101900299.IB,中期票据
451,110053.SH,可转债
452,101900375.IB,中期票据
453,101900396.IB,中期票据
454,113530.SH,可转债
455,123025.SH,企业债
456,190404.IB,金融债
457,113532.SH,可转债
458,128063.SZ,可转债
459,101900488.IB,中期票据
460,113534.SH,可转债
461,101900521.IB,中期票据
462,101900523.IB,中期票据
463,101900542.IB,中期票据
464,101900567.IB,中期票据
465,1928010.IB,金融债
466,101900669.IB,中期票据
467,101900688.IB,中期票据
468,101900710.IB,中期票据
469,113535.SH,可转债
470,190210.IB,金融债
471,1920039.IB,金融债
472,1989194.IB,资产支持证券
473,113027.SH,可转债
474,1928014.IB,金融债
475,1989205.IB,资产支持证券
476,1989208.IB,资产支持证券
477,1928016.IB,金融债
478,190408.IB,金融债
479,1989267.IB,资产支持证券
480,155570.SH,公司债
481,1928018.IB,金融债
482,113542.SH,可转债
483,1989283.IB,资产支持证券
484,1980231.IB,企业债
485,190209.BC,金融债
486,155616.SH,公司债
487,101901084.IB,中期票据
488,1928021.IB,金融债
489,128071.SZ,可转债
490,1920049.IB,金融债
491,128072.SZ,可转债
492,1922034.IB,金融债
493,101901157.IB,中期票据
494,1928023.IB,金融债
495,101901224.IB,中期票据
496,1989325.IB,资产支持证券
497,1989329.IB,资产支持证券
498,1980281.IB,企业债
499,1921030.IB,金融债
500,1928025.IB,金融债
501,101901264.IB,中期票据
502,101901273.IB,中期票据
503,128075.SZ,可转债
504,128074.SZ,可转债
505,1928031.IB,金融债
506,1989351.IB,资产支持证券
507,1980303.IB,企业债
508,132020.SH,可交换债券
509,113546.SH,可转债
510,110060.SH,可转债
511,110059.SH,可转债
512,1989427.IB,资产支持证券
513,101901515.IB,中期票据
514,110061.SH,可转债
515,1928032.IB,金融债
516,101901569.IB,中期票据
517,113549.SH,可转债
518,1923009.IB,金融债
519,1928033.IB,金融债
520,128081.SZ,可转债
521,1920074.IB,金融债
522,101901630.IB,中期票据
523,1989485.IB,资产支持证券
524,101901649.IB,中期票据
525,1989488.IB,资产支持证券
526,1928036.IB,金融债
527,101901679.IB,中期票据
528,190311.IB,金融债
529,128083.SZ,可转债
530,1989505.IB,资产支持证券
531,110063.SH,可转债
532,1989575.IB,资产支持证券
533,110064.SH,可转债
534,1928038.IB,金融债
535,113030.SH,可转债
536,128090.SZ,可转债
537,128091.SZ,可转债
538,152379.SH,企业债
539,102000004.IB,中期票据
540,102000020.IB,中期票据
541,102000033.IB,中期票据
542,200204.BC,金融债
543,2089013.IB,资产支持证券
544,160640.SH,地方政府债
545,2020002.IB,金融债
546,108606.SZ,金融债
547,018011.SH,金融债
548,018012.SH,金融债
549,128095.SZ,可转债
550,102000119.IB,中期票据
551,2028003.IB,金融债
552,200307.IB,金融债
553,132000003.IB,中期票据
554,128097.SZ,可转债
555,200305.IB,金融债
556,200205.IB,金融债
557,102000247.IB,中期票据
558,2080032.IB,企业债
559,102000319.IB,中期票据
560,2020008.IB,金融债
561,110067.SH,可转债
562,2028006.IB,金融债
563,110068.00,政府支持机构债
564,2020016.IB,金融债
565,2023005.IB,金融债
566,113033.SH,可转债
567,168060.SH,资产支持证券
568,128105.SZ,可转债
569,127016.SH,企业债
570,128106.SZ,可转债
571,123048.SH,公司债
572,123049.SZ,可转债
573,102000674.IB,中期票据
574,2020021.IB,金融债
575,102000733.IB,中期票据
576,113579.SH,可转债
577,2028014.IB,金融债
578,2028013.IB,金融债
579,2080131.IB,企业债
580,152481.SH,企业债
581,2028017.IB,金融债
582,102001454.IB,中期票据
583,092018002.IB,金融债
584,2028018.IB,金融债
585,163558.SH,金融债
586,113582.SH,可转债
587,128108.SZ,可转债
588,200008.BC,国债
589,128109.SZ,可转债
590,128111.SZ,可转债
591,200210.IB,金融债
592,113588.SH,可转债
593,2080169.IB,企业债
594,2028022.IB,金融债
595,113589.SH,可转债
596,123056.SZ,可转债
597,128116.SZ,可转债
598,127018.SH,企业债
599,113591.SH,可转债
600,128117.SZ,可转债
601,128118.SZ,可转债
602,018014.SH,金融债
603,2028023.IB,金融债
604,200209.IB,金融债
605,128119.SZ,可转债
606,102001366.IB,中期票据
607,127019.SH,企业债
608,163726.SH,公司债
609,128121.SZ,可转债
610,102001401.IB,中期票据
611,113594.SH,可转债
612,102001414.IB,中期票据
613,113037.SH,可转债
614,102001420.IB,中期票据
615,018017.SH,金融债
616,110073.SH,可转债
617,128123.SZ,可转债
618,128124.SZ,可转债
619,2028025.IB,金融债
620,108610.SZ,金融债
621,108611.SZ,金融债
622,2022028.IB,金融债
623,2028028.IB,金融债
624,2020044.IB,金融债
625,102001475.IB,中期票据
626,163903.SH,金融债
627,2028030.IB,金融债
628,102001507.IB,中期票据
629,163919.SH,公司债
630,102001519.IB,中期票据
631,2028024.IB,金融债
632,102001545.IB,中期票据
633,102001549.IB,中期票据
634,2020045.IB,金融债
635,2028031.IB,金融债
636,110072.SH,可转债
637,102001576.IB,中期票据
638,110074.SH,可转债
639,102001593.IB,中期票据
640,102001596.IB,中期票据
641,128128.SZ,可转债
642,128127.SZ,可转债
643,102001597.IB,中期票据
644,102001612.IB,中期票据
645,113602.SH,可转债
646,113039.SH,可转债
647,128129.SZ,可转债
648,018083.SH,金融债
649,018084.SH,金融债
650,175075.SH,金融债
651,128130.SZ,可转债
652,102001716.IB,中期票据
653,175099.SH,金融债
654,175105.SH,公司债
655,175117.SH,公司债
656,2028036.IB,金融债
657,2028034.IB,金融债
658,2028038.IB,金融债
659,123067.SH,金融债
660,2028037.IB,金融债
661,175173.SH,公司债
662,2028041.IB,金融债
663,108612.SZ,金融债
664,2028040.IB,金融债
665,175190.SH,金融债
666,2020065.IB,金融债
667,128134.SZ,可转债
668,113604.SH,可转债
669,2028042.IB,金融债
670,160993.IB,地方政府债
671,102001904.IB,中期票据
672,110075.SH,可转债
673,127022.SH,企业债
674,132000032.IB,中期票据
675,019643.SH,国债
676,102001947.IB,中期票据
677,175279.SH,金融债
678,123071.SH,金融债
679,2023014.IB,金融债
680,102001959.IB,中期票据
681,200315.IB,金融债
682,2089323.IB,资产支持证券
683,2028043.IB,金融债
684,102002031.IB,中期票据
685,163614.SH,公司债
686,2080332.IB,企业债
687,175323.SH,金融债
688,102002048.IB,中期票据
689,169574.SH,资产支持证券
690,2028044.IB,金融债
691,113606.SH,可转债
692,175299.SH,公司债
693,123075.SH,金融债
694,2022040.IB,金融债
695,102002072.IB,中期票据
696,102002066.IB,中期票据
697,169253.SH,资产支持证券
698,102002109.IB,中期票据
699,102002097.IB,中期票据
700,128137.SZ,可转债
701,127024.SH,企业债
702,127025.SH,企业债
703,175361.SH,公司债
704,2089312.IB,资产支持证券
705,2028046.IB,金融债
706,169616.SH,资产支持证券
707,2028047.IB,金融债
708,2028049.IB,金融债
709,2022046.IB,金融债
710,2022045.IB,金融债
711,2022044.IB,金融债
712,128138.SZ,可转债
713,2020076.IB,金融债
714,2028051.IB,金融债
715,110077.SH,可转债
716,175196.SH,金融债
717,113609.SH,可转债
718,019647.SH,国债
719,113610.SH,可转债
720,123080.SH,金融债
721,102002232.IB,中期票据
722,123082.SH,金融债
723,128140.SZ,可转债
724,102002265.IB,中期票据
725,113043.00,其他债券
726,127027.SH,企业债
727,179188.SH,资产支持证券
728,128141.SZ,可转债
729,2089500.IB,资产支持证券
730,179317.SH,资产支持证券
731,123090.SH,金融债
732,179221.SH,资产支持证券
733,123091.SH,金融债
734,123092.SH,金融债
735,179280.SH,资产支持证券
736,173058.SH,地方政府债
737,113616.SH,可转债
738,179427.SH,资产支持证券
739,179431.SH,资产支持证券
740,179455.SH,资产支持证券
741,179418.SH,资产支持证券
742,179453.SH,资产支持证券
743,179445.SH,资产支持证券
744,2189012.IB,资产支持证券
745,127028.SH,企业债
746,102100026.IB,中期票据
747,210307.IB,金融债
748,149345.SH,资产支持证券
749,2189032.IB,资产支持证券
750,102100067.IB,中期票据
751,102100071.IB,中期票据
752,2189018.IB,资产支持证券
753,113618.SH,可转债
754,102100117.IB,中期票据
755,2128002.IB,金融债
756,018018.SH,金融债
757,123093.SH,金融债
758,113619.SH,可转债
759,2128003.IB,金融债
760,102100167.IB,中期票据
761,113042.00,其他债券
762,2122004.IB,金融债
763,2128005.IB,金融债
764,102100232.IB,中期票据
765,175721.SH,金融债
766,179377.SH,资产支持证券
767,175731.SH,金融债
768,102100256.IB,中期票据
769,102100273.IB,中期票据
770,123100.SH,金融债
771,118000.SH,可转债
772,102100292.IB,中期票据
773,102100300.IB,中期票据
774,102100312.IB,中期票据
775,2122008.IB,金融债
776,128144.SZ,可转债
777,2120009.IB,金融债
778,179668.SH,资产支持证券
779,102100337.IB,中期票据
780,102100344.IB,中期票据
781,210213.IB,金融债
782,113045.00,其他债券
783,175792.SH,金融债
784,123101.SZ,可转债
785,102100413.IB,中期票据
786,2128004.IB,金融债
787,2120010.IB,金融债
788,102100426.IB,中期票据
789,102100427.IB,中期票据
790,123103.SZ,可转债
791,102100444.IB,中期票据
792,102100442.IB,中期票据
793,2120012.IB,金融债
794,018063.SH,金融债
795,102100494.IB,中期票据
796,102100495.IB,中期票据
797,102100496.IB,中期票据
798,102100481.IB,中期票据
799,2128011.IB,金融债
800,127029.SH,企业债
801,2128010.IB,金融债
802,113046.00,其他债券
803,127030.SH,企业债
804,179863.SH,资产支持证券
805,137823.SZ,资产支持证券
806,210403.BC,金融债
807,127031.SH,企业债
808,123107.SZ,可转债
809,123108.SZ,可转债
810,175924.SH,公司债
811,123109.SZ,可转债
812,179861.SH,资产支持证券
813,2120025.IB,金融债
814,102100890.IB,中期票据
815,175958.SH,公司债
816,2120028.IB,金融债
817,102100641.IB,中期票据
818,113623.SH,可转债
819,2128015.IB,金融债
820,113047.SH,可转债
821,110080.SH,可转债
822,127032.SH,企业债
823,102100672.IB,中期票据
824,137900.SZ,资产支持证券
825,102100709.IB,中期票据
826,175986.SH,公司债
827,102100726.IB,中期票据
828,123113.SZ,可转债
829,102100743.IB,中期票据
830,102100760.IB,中期票据
831,102100771.IB,中期票据
832,102100821.IB,中期票据
833,113048.SH,可转债
834,188042.SH,公司债
835,2180083.IB,企业债
836,102100849.IB,中期票据
837,102100883.IB,中期票据
838,102100881.IB,中期票据
839,188082.SH,公司债
840,102100918.IB,中期票据
841,2189200.IB,资产支持证券
842,210305.IB,金融债
843,2128019.IB,金融债
844,189229.SH,资产支持证券
845,111000.SH,可转债
846,123114.SZ,可转债
847,2180201.IB,企业债
848,127035.SH,企业债
849,102101005.IB,中期票据
850,188150.SH,金融债
851,189329.SH,资产支持证券
852,127036.SZ,可转债
853,210210.IB,金融债
854,2128021.IB,金融债
855,189456.SH,资产支持证券
856,2180211.IB,企业债
857,2128022.IB,金融债
858,2128023.IB,金融债
859,173687.IB,地方政府债
860,123115.SZ,可转债
861,102101064.IB,中期票据
862,113049.SH,可转债
863,127038.SH,企业债
864,189477.SH,资产支持证券
865,113625.SH,可转债
866,188229.SH,金融债
867,102101095.IB,中期票据
868,149512.SH,资产支持证券
869,102101108.IB,中期票据
870,102101141.IB,中期票据
871,113051.SH,可转债
872,127039.SH,企业债
873,113626.SH,可转债
874,189706.SH,资产支持证券
875,2120061.IB,金融债
876,102101245.IB,中期票据
877,2122043.IB,金融债
878,2122044.IB,金融债
879,188348.SH,金融债
880,149538.SH,资产支持证券
881,136151.SH,公司债
882,102101273.IB,中期票据
883,2180269.IB,企业债
884,189769.SH,资产支持证券
885,123119.SZ,可转债
886,113627.SH,可转债
887,102101320.IB,中期票据
888,188201.SH,公司债
889,102101335.IB,中期票据
890,102101348.IB,中期票据
891,188443.SH,公司债
892,2180290.IB,企业债
893,102101371.IB,中期票据
894,149562.SH,资产支持证券
895,149563.SH,资产支持证券
896,189909.IB,国债
897,188428.SH,公司债
898,188462.SH,公司债
899,210316.IB,金融债
900,189915.IB,国债
901,149574.SZ,金融债
902,092118101.IB,金融债
903,123120.SZ,可转债
904,132100086.IB,中期票据
905,210011.IB,国债
906,127042.SH,企业债
907,210408.IB,金融债
908,189951.IB,国债
909,2189340.IB,资产支持证券
910,102101527.IB,中期票据
911,102101526.IB,中期票据
912,127043.SH,企业债
913,189999.SH,资产支持证券
914,102101558.IB,中期票据
915,018064.SH,金融债
916,102101548.IB,中期票据
917,188586.SH,公司债
918,2122050.IB,金融债
919,102101565.IB,中期票据
920,188489.SH,公司债
921,188588.SH,金融债
922,210214.IB,金融债
923,149601.SH,资产支持证券
924,149602.SH,资产支持证券
925,127044.SH,企业债
926,127045.SH,企业债
927,2120071.IB,金融债
928,188550.SH,公司债
929,102101612.IB,中期票据
930,2128028.IB,金融债
931,188579.SH,公司债
932,188585.SH,公司债
933,102101678.IB,中期票据
934,188634.SH,公司债
935,2128027.IB,金融债
936,2121038.IB,金融债
937,136324.SH,公司债
938,2120073.IB,金融债
939,102101718.IB,中期票据
940,102101724.IB,中期票据
941,2189354.IB,资产支持证券
942,193256.SH,资产支持证券
943,102101771.IB,中期票据
944,188679.SH,公司债
945,2121040.IB,金融债
946,108804.SZ,金融债
947,108615.SZ,金融债
948,188713.SH,公司债
949,188712.SH,金融债
950,2180376.IB,企业债
951,149629.SH,资产支持证券
952,2189387.IB,资产支持证券
953,210409.BC,金融债
954,113629.SH,可转债
955,2121043.IB,金融债
956,188749.SH,公司债
957,2189406.IB,资产支持证券
958,2189407.IB,资产支持证券
959,188751.SH,金融债
960,149634.SH,资产支持证券
961,102101881.IB,中期票据
962,193398.SH,资产支持证券
963,2189392.IB,资产支持证券
964,2189409.IB,资产支持证券
965,2128030.IB,金融债
966,2120087.IB,金融债
967,2120086.IB,金融债
968,102101971.IB,中期票据
969,188780.SH,公司债
970,193481.SH,资产支持证券
971,102101975.IB,中期票据
972,193601.SH,资产支持证券
973,102101998.IB,中期票据
974,2180404.IB,企业债
975,149651.SH,资产支持证券
976,193644.SH,资产支持证券
977,193638.SH,资产支持证券
978,149657.SH,资产支持证券
979,102102034.IB,中期票据
980,102102042.IB,中期票据
981,136635.SH,公司债
982,188859.SH,金融债
983,188854.SH,金融债
984,2120089.IB,金融债
985,188862.SH,金融债
986,188883.SH,公司债
987,2189429.IB,资产支持证券
988,019663.SH,国债
989,102115.SZ,国债
990,193729.SH,资产支持证券
991,188871.SH,金融债
992,188899.SH,公司债
993,102102091.IB,中期票据
994,2189453.IB,资产支持证券
995,102102113.IB,中期票据
996,2128032.IB,金融债
997,2180423.IB,企业债
998,127047.SH,企业债
999,102102165.IB,中期票据
1000,149684.SH,资产支持证券
1001,188933.SH,金融债
1002,149650.SH,资产支持证券
1003,2189449.IB,资产支持证券
1004,188937.SH,公司债
1005,123127.SZ,可转债
1006,102102215.IB,中期票据
1007,102102233.IB,中期票据
1008,102102231.IB,中期票据
1009,193604.SH,资产支持证券
1010,2120094.IB,金融债
1011,102102256.IB,中期票据
1012,123129.SZ,可转债
1013,2128033.IB,金融债
1014,102102264.IB,中期票据
1015,136708.SH,公司债
1016,111001.SH,可转债
1017,2128036.IB,金融债
1018,193795.SH,资产支持证券
1019,2128037.IB,金融债
1020,188980.SH,金融债
1021,184115.SH,企业债
1022,110083.SH,可转债
1023,127050.SH,企业债
1024,2128038.IB,金融债
1025,193797.SH,资产支持证券
1026,188964.SH,公司债
1027,193888.SH,资产支持证券
1028,102103013.IB,中期票据
1029,102103021.IB,中期票据
1030,102103006.IB,中期票据
1031,102180032.IB,中期票据
1032,113632.SH,可转债
1033,102103033.IB,中期票据
1034,193854.SH,资产支持证券
1035,102103058.IB,中期票据
1036,2128042.IB,金融债
1037,102103087.IB,中期票据
1038,193960.SH,资产支持证券
1039,193961.SH,资产支持证券
1040,2120107.IB,金融债
1041,2128045.IB,金融债
1042,193933.SH,资产支持证券
1043,193989.SH,资产支持证券
1044,102103142.IB,中期票据
1045,193963.SH,资产支持证券
1046,193869.SH,资产支持证券
1047,118003.SZ,公司债
1048,136757.SH,公司债
1049,2189543.IB,资产支持证券
1050,2189538.IB,资产支持证券
1051,2189533.IB,资产支持证券
