,jydm,jydm_mc,p00475_f001,p00475_f002,p00475_f009
84,000017.OF,财通可持续混合,2017/12/31,601899.SH,1.72240850412141321100
85,000017.OF,财通可持续混合,2017/12/31,300618.SZ,2.00834596301739298500
86,000017.OF,财通可持续混合,2017/12/31,000418.SZ,2.36230455645266827400
87,000017.OF,财通可持续混合,2017/12/31,600048.SH,3.09061618088849987500
88,000017.OF,财通可持续混合,2017/12/31,603799.SH,3.30059290173294606300
89,000017.OF,财通可持续混合,2017/12/31,000002.SZ,3.32456950481675047400
90,000017.OF,财通可持续混合,2017/12/31,600522.SH,3.35593787102136514300
91,000017.OF,财通可持续混合,2017/12/31,601600.SH,3.71169230335158263700
92,000017.OF,财通可持续混合,2017/12/31,002456.SZ,3.82218408132039687700
93,000017.OF,财通可持续混合,2017/12/31,000596.SZ,3.90710856678676844900
94,000017.OF,财通可持续混合,2017/12/31,002304.SZ,4.04761839644720132300
95,000020.OF,景顺长城品质投资混合A,2017/12/31,601318.SH,5.21473869387526652100
96,000020.OF,景顺长城品质投资混合A,2017/12/31,000568.SZ,5.58987216980669155300
97,000020.OF,景顺长城品质投资混合A,2017/12/31,600258.SH,0.58857797534061685900
98,000020.OF,景顺长城品质投资混合A,2017/12/31,300684.SZ,0.002171005112031277684600
99,000020.OF,景顺长城品质投资混合A,2017/12/31,603080.SH,0.003040060244764947192800
100,000020.OF,景顺长城品质投资混合A,2017/12/31,002923.SZ,0.003055943011567283510600
101,000020.OF,景顺长城品质投资混合A,2017/12/31,603329.SH,0.003381809026207581879100
102,000020.OF,景顺长城品质投资混合A,2017/12/31,603283.SH,0.003693762083634735747200
103,000020.OF,景顺长城品质投资混合A,2017/12/31,603161.SH,0.003908217099129549304300
104,000020.OF,景顺长城品质投资混合A,2017/12/31,600176.SH,3.53375117396597964100
105,000020.OF,景顺长城品质投资混合A,2017/12/31,002236.SZ,3.44774322345207789500
106,000020.OF,景顺长城品质投资混合A,2017/12/31,000786.SZ,3.44227050486015596300
107,000020.OF,景顺长城品质投资混合A,2017/12/31,600340.SH,3.30205885568287002400
108,000020.OF,景顺长城品质投资混合A,2017/12/31,600703.SH,3.19758652964714502600
109,000020.OF,景顺长城品质投资混合A,2017/12/31,002831.SZ,3.08495780965572377500
110,000020.OF,景顺长城品质投资混合A,2017/12/31,603589.SH,2.75511297549630695600
111,000020.OF,景顺长城品质投资混合A,2017/12/31,600779.SH,2.49240044984103936600
112,000020.OF,景顺长城品质投资混合A,2017/12/31,001979.SZ,2.44290135702078211600
113,000020.OF,景顺长城品质投资混合A,2017/12/31,600116.SH,2.42271075223607107700
114,000020.OF,景顺长城品质投资混合A,2017/12/31,300015.SZ,2.38944049878813655000
115,000020.OF,景顺长城品质投资混合A,2017/12/31,603788.SH,0.95922288420145040300
116,000020.OF,景顺长城品质投资混合A,2017/12/31,603799.SH,2.37358910581730686300
117,000020.OF,景顺长城品质投资混合A,2017/12/31,600585.SH,2.35737697027964583300
118,000020.OF,景顺长城品质投资混合A,2017/12/31,002081.SZ,2.31581888422392401000
119,000020.OF,景顺长城品质投资混合A,2017/12/31,002600.SZ,2.13043107957136179400
120,000020.OF,景顺长城品质投资混合A,2017/12/31,300408.SZ,2.07271286396422666600
121,000020.OF,景顺长城品质投资混合A,2017/12/31,000049.SZ,2.01522763577809996200
122,000020.OF,景顺长城品质投资混合A,2017/12/31,300616.SZ,1.90154005650606258100
123,000020.OF,景顺长城品质投资混合A,2017/12/31,300219.SZ,1.80764420310965755000
124,000020.OF,景顺长城品质投资混合A,2017/12/31,600438.SH,3.61255414478939845400
125,000020.OF,景顺长城品质投资混合A,2017/12/31,300413.SZ,3.90742867625033420600
126,000020.OF,景顺长城品质投资混合A,2017/12/31,000858.SZ,4.01644551872844313000
127,000020.OF,景顺长城品质投资混合A,2017/12/31,000998.SZ,0.96870941938840430400
128,000020.OF,景顺长城品质投资混合A,2017/12/31,002008.SZ,1.17495940583913683900
129,000020.OF,景顺长城品质投资混合A,2017/12/31,002555.SZ,1.17859733907470161300
130,000020.OF,景顺长城品质投资混合A,2017/12/31,002821.SZ,1.18012574936216238800
131,000020.OF,景顺长城品质投资混合A,2017/12/31,601799.SH,1.23326840613564376500
132,000020.OF,景顺长城品质投资混合A,2017/12/31,002035.SZ,1.32832281452934926100
133,000020.OF,景顺长城品质投资混合A,2017/12/31,601336.SH,1.53420115101636651600
134,000020.OF,景顺长城品质投资混合A,2017/12/31,002922.SZ,0.004189734150265576830300
135,000020.OF,景顺长城品质投资混合A,2017/12/31,002919.SZ,0.005518007263824870689800
136,000020.OF,景顺长城品质投资混合A,2017/12/31,300664.SZ,0.006087050603572175349500
137,000020.OF,景顺长城品质投资混合A,2017/12/31,603655.SH,0.001542948461484256023300
138,000020.OF,景顺长城品质投资混合A,2017/12/31,300730.SZ,0.006328160193565479331300
139,000020.OF,景顺长城品质投资混合A,2017/12/31,002915.SZ,0.007190209884930321343300
140,000020.OF,景顺长城品质投资混合A,2017/12/31,000967.SZ,4.27097084155145693500
141,000020.OF,景顺长城品质投资混合A,2017/12/31,300735.SZ,0.010200065754933272780600
142,000020.OF,景顺长城品质投资混合A,2017/12/31,002920.SZ,0.03366848454200491500
143,000020.OF,景顺长城品质投资混合A,2017/12/31,002916.SZ,0.05039805666799622000
144,000020.OF,景顺长城品质投资混合A,2017/12/31,600196.SH,4.28477840453566385400
145,000020.OF,景顺长城品质投资混合A,2017/12/31,002456.SZ,4.35423672107486232400
146,000020.OF,景顺长城品质投资混合A,2017/12/31,300323.SZ,4.97334124050356496600
147,000021.OF,华夏优势增长混合,2017/12/31,600872.SH,1.45764732665158676500
148,000021.OF,华夏优势增长混合,2017/12/31,600809.SH,0.86898481863132054400
149,000021.OF,华夏优势增长混合,2017/12/31,600804.SH,0.85556597192558312800
150,000021.OF,华夏优势增长混合,2017/12/31,600779.SH,1.64318231638872619600
151,000021.OF,华夏优势增长混合,2017/12/31,600741.SH,1.65306480673707462100
152,000021.OF,华夏优势增长混合,2017/12/31,600703.SH,5.92522439891374515900
153,000021.OF,华夏优势增长混合,2017/12/31,600690.SH,1.97935899334017684900
154,000021.OF,华夏优势增长混合,2017/12/31,600585.SH,1.19590432291107035400
155,000021.OF,华夏优势增长混合,2017/12/31,600563.SH,1.16257903510892725900
156,000021.OF,华夏优势增长混合,2017/12/31,600519.SH,1.03020669414734440400
157,000021.OF,华夏优势增长混合,2017/12/31,600196.SH,1.48625483996887201700
158,000021.OF,华夏优势增长混合,2017/12/31,600036.SH,1.27561485509001352900
159,000021.OF,华夏优势增长混合,2017/12/31,603799.SH,1.02474357221195801900
160,000021.OF,华夏优势增长混合,2017/12/31,300308.SZ,1.10335236655633710900
161,000021.OF,华夏优势增长混合,2017/12/31,601336.SH,1.55693041244314676000
162,000021.OF,华夏优势增长混合,2017/12/31,002635.SZ,1.19510921514751487600
163,000021.OF,华夏优势增长混合,2017/12/31,300156.SZ,2.60506448030009616700
164,000021.OF,华夏优势增长混合,2017/12/31,300145.SZ,3.00969559400929604700
165,000021.OF,华夏优势增长混合,2017/12/31,002456.SZ,3.82242028937719291100
166,000021.OF,华夏优势增长混合,2017/12/31,300097.SZ,1.41267688900371495900
167,000021.OF,华夏优势增长混合,2017/12/31,600477.SH,0.20952590044144740800
168,000021.OF,华夏优势增长混合,2017/12/31,002466.SZ,0.47659876900938337300
169,000021.OF,华夏优势增长混合,2017/12/31,300113.SZ,0.55392054348001530600
170,000021.OF,华夏优势增长混合,2017/12/31,002460.SZ,0.72598246843584003400
171,000021.OF,华夏优势增长混合,2017/12/31,300031.SZ,0.000023062834233022592100
172,000021.OF,华夏优势增长混合,2017/12/31,300003.SZ,0.06673224113286933200
173,000021.OF,华夏优势增长混合,2017/12/31,002332.SZ,0.07015480213794371800
174,000021.OF,华夏优势增长混合,2017/12/31,002094.SZ,0.12606320703437205900
175,000021.OF,华夏优势增长混合,2017/12/31,002050.SZ,0.05126937937377385900
176,000021.OF,华夏优势增长混合,2017/12/31,002045.SZ,0.14044273263076644600
177,000021.OF,华夏优势增长混合,2017/12/31,002013.SZ,0.05362380743419556000
178,000021.OF,华夏优势增长混合,2017/12/31,000977.SZ,0.12111510062317735400
179,000021.OF,华夏优势增长混合,2017/12/31,000651.SZ,0.000051083747814211005600
180,000021.OF,华夏优势增长混合,2017/12/31,000538.SZ,0.06272414581932496300
181,000021.OF,华夏优势增长混合,2017/12/31,600999.SH,0.14394074194333498100
182,000021.OF,华夏优势增长混合,2017/12/31,600745.SH,0.09795332857639207000
183,000021.OF,华夏优势增长混合,2017/12/31,600622.SH,0.04120234076194650000
184,000021.OF,华夏优势增长混合,2017/12/31,600416.SH,0.07475387579454042900
185,000021.OF,华夏优势增长混合,2017/12/31,600298.SH,0.000028413184661984692200
186,000021.OF,华夏优势增长混合,2017/12/31,600258.SH,0.08913424972515807900
187,000021.OF,华夏优势增长混合,2017/12/31,600038.SH,0.05540205290199427100
188,000021.OF,华夏优势增长混合,2017/12/31,603477.SH,0.000618343801549611262600
189,000021.OF,华夏优势增长混合,2017/12/31,300735.SZ,0.000904510648335734664700
190,000021.OF,华夏优势增长混合,2017/12/31,603161.SH,0.000346568744467235878400
191,000021.OF,华夏优势增长混合,2017/12/31,002916.SZ,0.000291339347619066755100
192,000021.OF,华夏优势增长混合,2017/12/31,603080.SH,0.000269583248680735896000
193,000021.OF,华夏优势增长混合,2017/12/31,300719.SZ,0.08757213911007601000
194,000021.OF,华夏优势增长混合,2017/12/31,002915.SZ,0.000637605831270533683200
195,000021.OF,华夏优势增长混合,2017/12/31,002922.SZ,0.000371532815930937752400
196,000021.OF,华夏优势增长混合,2017/12/31,300730.SZ,0.000569662275743597136100
197,000021.OF,华夏优势增长混合,2017/12/31,603655.SH,0.000136668647306800545900
198,000021.OF,华夏优势增长混合,2017/12/31,002919.SZ,0.000483424593085902166500
199,000021.OF,华夏优势增长混合,2017/12/31,603283.SH,0.000327551529307593723800
200,000021.OF,华夏优势增长混合,2017/12/31,002920.SZ,0.002985618280631343645500
201,000021.OF,华夏优势增长混合,2017/12/31,603329.SH,0.000299634987555054809700
202,000021.OF,华夏优势增长混合,2017/12/31,300618.SZ,0.13859082570118006300
203,000021.OF,华夏优势增长混合,2017/12/31,603197.SH,0.07525459338017668400
204,000021.OF,华夏优势增长混合,2017/12/31,603096.SH,0.000004493499464481169500
205,000021.OF,华夏优势增长混合,2017/12/31,601952.SH,0.09438553208431533300
206,000021.OF,华夏优势增长混合,2017/12/31,300684.SZ,0.000192518096314610615500
207,000021.OF,华夏优势增长混合,2017/12/31,300446.SZ,0.09750843405456534300
208,000021.OF,华夏优势增长混合,2017/12/31,603808.SH,0.000010754473224044422200
209,000021.OF,华夏优势增长混合,2017/12/31,002923.SZ,0.000270991683885263701200
210,000021.OF,华夏优势增长混合,2017/12/31,300664.SZ,0.000539781038688560044600
211,000021.OF,华夏优势增长混合,2017/12/31,300496.SZ,0.14205630440219512300
212,000021.OF,华夏优势增长混合,2017/12/31,603986.SH,0.08662387512319070100
213,000021.OF,华夏优势增长混合,2017/12/31,603515.SH,0.07773962149230018800
214,000021.OF,华夏优势增长混合,2017/12/31,601021.SH,0.03099502641241421400
215,000021.OF,华夏优势增长混合,2017/12/31,300365.SZ,0.05940777688759172400
216,000021.OF,华夏优势增长混合,2017/12/31,002665.SZ,0.13139923931839270600
217,000021.OF,华夏优势增长混合,2017/12/31,601996.SH,0.06234074216909074600
218,000021.OF,华夏优势增长混合,2017/12/31,300258.SZ,0.06122959133154188300
219,000021.OF,华夏优势增长混合,2017/12/31,300212.SZ,0.06996519609914589100
220,000021.OF,华夏优势增长混合,2017/12/31,300166.SZ,0.08806494113622748600
221,000021.OF,华夏优势增长混合,2017/12/31,002529.SZ,0.06389149044941871600
222,000021.OF,华夏优势增长混合,2017/12/31,300009.SZ,0.23290081178596963000
223,000021.OF,华夏优势增长混合,2017/12/31,002439.SZ,0.38197851553710549500
224,000021.OF,华夏优势增长混合,2017/12/31,002410.SZ,0.38443155076133672600
225,000021.OF,华夏优势增长混合,2017/12/31,002405.SZ,0.70476681517600257500
226,000021.OF,华夏优势增长混合,2017/12/31,002387.SZ,0.38694477763663743800
227,000021.OF,华夏优势增长混合,2017/12/31,002384.SZ,0.49481483836993648200
228,000021.OF,华夏优势增长混合,2017/12/31,002373.SZ,0.17122907633902959200
229,000021.OF,华夏优势增长混合,2017/12/31,002366.SZ,0.21444611652909293000
230,000021.OF,华夏优势增长混合,2017/12/31,002343.SZ,0.15645739572331238400
231,000021.OF,华夏优势增长混合,2017/12/31,002294.SZ,0.17206021592975369000
232,000021.OF,华夏优势增长混合,2017/12/31,002281.SZ,0.50471210426232823300
233,000021.OF,华夏优势增长混合,2017/12/31,002236.SZ,0.49595753454897637000
234,000021.OF,华夏优势增长混合,2017/12/31,002202.SZ,0.57141426125930763400
235,000021.OF,华夏优势增长混合,2017/12/31,002185.SZ,0.80442652796370623300
236,000021.OF,华夏优势增长混合,2017/12/31,002180.SZ,0.51356631984792834600
237,000021.OF,华夏优势增长混合,2017/12/31,002174.SZ,0.37493769885316280000
238,000021.OF,华夏优势增长混合,2017/12/31,002148.SZ,0.18175727728338430400
239,000021.OF,华夏优势增长混合,2017/12/31,002036.SZ,0.18001996227190878000
240,000021.OF,华夏优势增长混合,2017/12/31,002008.SZ,0.22323280504451115000
241,000021.OF,华夏优势增长混合,2017/12/31,000932.SZ,0.30448021173233850000
242,000021.OF,华夏优势增长混合,2017/12/31,000915.SZ,0.42667169150960647900
243,000021.OF,华夏优势增长混合,2017/12/31,000768.SZ,0.14692215245281995500
244,000021.OF,华夏优势增长混合,2017/12/31,000717.SZ,0.34203336267535423800
245,000021.OF,华夏优势增长混合,2017/12/31,000681.SZ,0.40646397954335222500
246,000021.OF,华夏优势增长混合,2017/12/31,000671.SZ,0.78855003981269816400
247,000021.OF,华夏优势增长混合,2017/12/31,000513.SZ,0.39741126727609753200
248,000021.OF,华夏优势增长混合,2017/12/31,601688.SH,0.79215141898436116400
249,000021.OF,华夏优势增长混合,2017/12/31,601600.SH,0.68083613035672387600
250,000021.OF,华夏优势增长混合,2017/12/31,601398.SH,0.40362807171275094600
251,000021.OF,华夏优势增长混合,2017/12/31,600885.SH,0.37926999277189376400
252,000021.OF,华夏优势增长混合,2017/12/31,600867.SH,0.38365807034363175700
253,000021.OF,华夏优势增长混合,2017/12/31,600702.SH,0.64112438095898044000
254,000021.OF,华夏优势增长混合,2017/12/31,600600.SH,0.69232343876948341300
255,000021.OF,华夏优势增长混合,2017/12/31,600598.SH,0.29604376167488283300
256,000021.OF,华夏优势增长混合,2017/12/31,600588.SH,0.35322464285696699500
257,000021.OF,华夏优势增长混合,2017/12/31,600570.SH,0.18921994652928643300
258,000021.OF,华夏优势增长混合,2017/12/31,600522.SH,0.42277160183429787000
259,000021.OF,华夏优势增长混合,2017/12/31,600498.SH,0.37071370581969648100
260,000021.OF,华夏优势增长混合,2017/12/31,600497.SH,0.41641704411829433000
261,000021.OF,华夏优势增长混合,2017/12/31,600362.SH,0.29482621837008181600
262,000021.OF,华夏优势增长混合,2017/12/31,600276.SH,0.46077239937551816500
263,000021.OF,华夏优势增长混合,2017/12/31,600183.SH,0.67956751465976360600
264,000021.OF,华夏优势增长混合,2017/12/31,600138.SH,0.44192134416708601300
265,000021.OF,华夏优势增长混合,2017/12/31,600114.SH,0.25893373176758141000
266,000021.OF,华夏优势增长混合,2017/12/31,600066.SH,0.40195678649495224100
267,000021.OF,华夏优势增长混合,2017/12/31,600048.SH,0.47259564012493346200
268,000021.OF,华夏优势增长混合,2017/12/31,600029.SH,0.39811590320065066200
269,000021.OF,华夏优势增长混合,2017/12/31,601155.SH,0.48357184754155791400
270,000021.OF,华夏优势增长混合,2017/12/31,300613.SZ,0.82890636758085069800
271,000021.OF,华夏优势增长混合,2017/12/31,603200.SH,0.38071787084194538100
272,000021.OF,华夏优势增长混合,2017/12/31,603833.SH,0.27811765629173957900
273,000021.OF,华夏优势增长混合,2017/12/31,300413.SZ,0.45979781698832059900
274,000021.OF,华夏优势增长混合,2017/12/31,603203.SH,0.33146919219293824300
275,000021.OF,华夏优势增长混合,2017/12/31,603019.SH,0.36220130646996914600
276,000021.OF,华夏优势增长混合,2017/12/31,603678.SH,0.48262860175219407400
277,000021.OF,华夏优势增长混合,2017/12/31,603929.SH,0.24989421293444264300
278,000021.OF,华夏优势增长混合,2017/12/31,300395.SZ,0.22687568078529593200
279,000021.OF,华夏优势增长混合,2017/12/31,603338.SH,0.45307059339581430200
280,000021.OF,华夏优势增长混合,2017/12/31,601015.SH,0.22360381249440539700
281,000021.OF,华夏优势增长混合,2017/12/31,300424.SZ,0.51413035105477264600
282,000021.OF,华夏优势增长混合,2017/12/31,300415.SZ,0.28873422677597524900
283,000021.OF,华夏优势增长混合,2017/12/31,300477.SZ,0.17015738272856816300
284,000021.OF,华夏优势增长混合,2017/12/31,000333.SZ,0.68766752004013103900
285,000021.OF,华夏优势增长混合,2017/12/31,300383.SZ,0.22026630718190361700
286,000021.OF,华夏优势增长混合,2017/12/31,603993.SH,0.23540326164373130900
287,000021.OF,华夏优势增长混合,2017/12/31,300271.SZ,0.14683679466642650700
288,000021.OF,华夏优势增长混合,2017/12/31,300251.SZ,0.41816013715420389100
289,000021.OF,华夏优势增长混合,2017/12/31,002594.SZ,0.59996459050413776800
290,000021.OF,华夏优势增长混合,2017/12/31,002583.SZ,0.47160547711115509800
291,000021.OF,华夏优势增长混合,2017/12/31,601233.SH,0.30045727056988702600
292,000021.OF,华夏优势增长混合,2017/12/31,300188.SZ,0.44442960795319078400
293,000021.OF,华夏优势增长混合,2017/12/31,601607.SH,0.80792549081730131100
294,000021.OF,华夏优势增长混合,2017/12/31,300124.SZ,0.35721286744428575800
295,000021.OF,华夏优势增长混合,2017/12/31,601717.SH,0.21976532240438602000
296,000021.OF,华夏优势增长混合,2017/12/31,300109.SZ,0.64099084146259401500
297,000021.OF,华夏优势增长混合,2017/12/31,002415.SZ,1.82071439827517813800
298,000021.OF,华夏优势增长混合,2017/12/31,002304.SZ,1.43860283788065655300
299,000021.OF,华夏优势增长混合,2017/12/31,002230.SZ,0.89546416581418840300
300,000021.OF,华夏优势增长混合,2017/12/31,002153.SZ,1.39639103082746408500
301,000021.OF,华夏优势增长混合,2017/12/31,000968.SZ,1.54339599973789606700
302,000021.OF,华夏优势增长混合,2017/12/31,000963.SZ,1.97795784713017207300
303,000021.OF,华夏优势增长混合,2017/12/31,000858.SZ,3.06911938537628589800
304,000021.OF,华夏优势增长混合,2017/12/31,000820.SZ,1.30291059738061836600
305,000021.OF,华夏优势增长混合,2017/12/31,000661.SZ,1.20083967074293601800
306,000021.OF,华夏优势增长混合,2017/12/31,000568.SZ,0.88175966042722419300
307,000021.OF,华夏优势增长混合,2017/12/31,000546.SZ,1.55423262444575782400
308,000021.OF,华夏优势增长混合,2017/12/31,000063.SZ,2.12517742622964778500
309,000021.OF,华夏优势增长混合,2017/12/31,000002.SZ,1.82337923316385122500
310,000021.OF,华夏优势增长混合,2017/12/31,000001.SZ,2.12897071597008519300
311,000021.OF,华夏优势增长混合,2017/12/31,601601.SH,0.96834043315808624200
312,000021.OF,华夏优势增长混合,2017/12/31,601318.SH,2.48766372624005410800
313,000021.OF,华夏优势增长混合,2017/12/31,600887.SH,1.90734942481853160400
314,000031.OF,华夏复兴混合A,2017/12/31,002923.SZ,0.001166683236047710960200
315,000031.OF,华夏复兴混合A,2017/12/31,603519.SH,0.28832599699088560600
316,000031.OF,华夏复兴混合A,2017/12/31,300684.SZ,0.000828835897787816889000
317,000031.OF,华夏复兴混合A,2017/12/31,300648.SZ,0.25545824409150903900
318,000031.OF,华夏复兴混合A,2017/12/31,300604.SZ,0.59775158533874379400
319,000031.OF,华夏复兴混合A,2017/12/31,603329.SH,0.001289999426926535156200
320,000031.OF,华夏复兴混合A,2017/12/31,002920.SZ,0.01285379221719946000
321,000031.OF,华夏复兴混合A,2017/12/31,002918.SZ,0.006054903913147682318600
322,000031.OF,华夏复兴混合A,2017/12/31,603283.SH,0.001410186736013492169500
323,000031.OF,华夏复兴混合A,2017/12/31,002919.SZ,0.002081257109296770725800
324,000031.OF,华夏复兴混合A,2017/12/31,603655.SH,0.000588390822257376441400
325,000031.OF,华夏复兴混合A,2017/12/31,300730.SZ,0.002452530711607510597200
326,000031.OF,华夏复兴混合A,2017/12/31,002922.SZ,0.001599536567962542726700
