,thscode,ths_stock_mv_to_fanv_fund,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Mean
334,001009.OF,81.700548118949,80.676871012736,80.250670437208,81.634155062967,86.921557611914,82.330752229779,83.75518681161,86.295475661864,83.87063605478,93.379195095713,86.061429067988,86.496176738069,82.024190478263,91.407373810411,82.358965772634,80.243715643415,83.467749479063,90.043639722054,82.046778933048,91.313983914683,84.754868390523,90.708481449119,82.974260221593,84.98768094427751
335,001028.OF,94.684998694739,94.800559068195,94.457062134321,93.968586245598,94.797782730507,92.232541358862,94.574012054079,94.592203185107,94.58112797029,94.784977520165,94.57703416791,94.580050584026,94.379653345446,94.694340524974,94.858501773461,94.881191382813,94.487582969697,94.326914617091,94.043974787048,94.414064656742,94.083858762818,93.9311348281,94.203252006098,94.38849588556899
336,001036.OF,91.973472719216,84.06730290689,92.092572229365,93.353841804876,93.258650488641,91.672751259487,93.026296500541,93.628057928645,93.927474244595,92.102929844987,93.577317837426,84.552015813265,87.937937326624,88.207623735318,91.395021861025,92.456192902955,90.851618193067,90.797987712399,91.402928401108,84.87356854215,92.856670881154,92.792281222161,92.222576061725,91.00117784424435
337,001040.OF,92.771585344927,92.493450580823,93.420273959176,92.723097771895,88.777392030027,91.157583976348,92.769924884108,92.372856076164,94.462383346873,92.588124260655,94.271864794265,92.745577594364,94.546645353234,94.642844418275,94.319040606187,90.374559349688,93.716276425617,94.316433426941,94.54010226322,94.184711186396,93.780488030081,94.890479338489,94.502176580742,93.23338572167368
338,001044.OF,90.747696399468,82.931945774623,91.014642158339,87.575364565072,93.060204726415,91.925376864525,92.071485529739,92.591063366535,89.247272195929,94.212978742839,91.239840341231,93.664281478413,86.383504808856,83.859892468357,82.285099675674,80.935748070333,80.249506371463,85.435794985783,82.841046062978,81.376075620987,89.54172701527,80.056070922176,83.257283651514,87.23930007810952
339,001054.OF,87.699939426531,84.721338706069,87.323442010338,81.12281288168,87.933012146248,83.583823964072,82.738193846163,91.579789952756,84.974820634811,89.039774014273,91.797060958429,90.548372950255,90.783846387528,85.057373452456,88.284696258787,85.62146517336,92.405403240059,85.397937922747,86.351501179741,93.191529384503,90.823603805826,92.435563329614,90.634624052278,88.00217068167495
340,001070.OF,86.860499677426,90.00445929194,88.61794396301,83.832591762566,90.285799058618,87.270972549559,80.691920468619,89.102577386246,81.661910615057,89.28286760992,89.577602914398,93.132777352216,89.712126232918,90.379095129475,85.032809931704,83.846289259799,81.796904140173,82.798864176228,91.603762018785,93.476708055084,91.799431214046,90.709691074385,89.334851873275,87.86141111980206
341,001072.OF,92.063466615068,82.478926228286,85.860778738199,87.691465079664,88.664449322424,89.474660688251,81.304867165073,88.934173516434,83.507971219193,93.29209237038,87.812327373735,91.766122007229,89.561517359174,88.589608029889,86.499842972769,92.111916525015,85.848527759072,90.759599748668,90.068961767873,85.414156458958,91.459859522842,87.243891393709,88.615152902353,88.21844933757643
342,001126.OF,89.973017066755,81.43793623955,81.751116275436,80.111746161111,88.731766279484,81.366842972615,80.446400995248,93.714214789445,83.281696312474,93.150800280025,82.36351148604,91.053722525223,80.156485752361,94.017894005209,80.991038972048,81.981300131233,84.27924020995,87.422112783494,80.153191076261,88.512073860772,89.554715097794,81.469594417343,81.108282000598,85.08820433436821
343,001158.OF,82.075679560491,82.53245867093,85.940560112158,82.975065248981,87.851733970167,84.798497048838,85.344408178601,89.954810454742,88.535363066238,91.584777135748,93.246727251283,91.467272373361,88.323102001972,91.517081041819,91.867774444583,93.512794200121,90.133497305559,91.442595330668,85.918515203642,86.664835939264,91.605217685533,90.853606874002,87.964293622426,88.52655072700554
344,001163.OF,93.508017441491,88.980546909054,87.331770981158,87.761987024002,93.701635631746,92.334818041298,85.686611806566,89.987492141256,89.656639198403,93.448478315477,93.280634921886,94.160232857507,93.014977094052,93.649692644839,90.93883911785,92.01122507024,90.333801203697,92.197825663995,93.005677929702,89.883361496998,88.417940317426,85.203170490731,93.266554499145,90.94617090428345
345,001166.OF,82.193262894397,81.091590468717,81.877166554767,81.230364015653,88.059287081614,81.421962512852,82.563528224584,87.19737545296,83.298449099436,92.024435192999,86.023389445971,88.057224282397,82.215826374737,90.166084294531,85.076976099026,85.079350929077,86.358136773557,87.329689228577,88.635433614977,86.023774043993,89.006875773011,84.768003263679,84.982208536729,85.42088670253221
346,001171.OF,88.58981279431,82.751978533774,87.139576343307,81.367013716358,89.99292664834,84.647903610196,88.327338081063,87.141896746533,82.137996148258,82.165197119567,89.291605033277,93.731545338519,88.298787730083,85.384819406577,84.841192014483,80.554824085174,82.833188894459,85.316986712179,80.166924203919,86.943031735495,92.279216342952,89.213826506854,84.123172348607,85.96698956931668
347,001178.OF,80.976219118924,82.360659215645,88.468558427222,90.180594774512,81.352729146892,80.572465127443,80.087134218959,87.451338619649,80.499139972065,81.155470052225,80.273651315942,80.639402095194,80.598028530183,81.111648558441,89.849087341636,88.673593747644,84.203866648696,80.682051880186,80.176831954064,92.549973495336,89.997722154011,94.310765746757,93.639341307426,84.77435971517617
348,001186.OF,86.149911432842,91.394736376514,86.296696710392,82.761240448242,84.978981257039,83.599010565821,82.890882995338,85.112179879512,84.616574233693,93.234581165816,93.324721354592,86.028908405739,86.745082223089,83.505047737965,93.800480527606,92.245148747152,86.612774633087,84.196486127473,82.406876397902,83.450301095811,81.673120690753,83.593440578958,84.997774118694,86.24412859582739
349,001195.OF,93.342536917088,90.46665461743,80.248234985451,82.53772537191,92.142064460995,91.870652874449,80.480465921224,86.576076010519,84.853713959653,92.251129822387,91.316640271725,88.435821731923,90.598882243002,91.111516274157,88.002971111635,93.174835583729,93.501960602162,92.133492062215,80.666326826388,83.050878108357,85.469115946712,90.170923417052,89.21051960051,88.3310060313336
350,001223.OF,92.252551583682,85.382141798588,80.750391115892,80.831037228725,86.928412889444,85.842855973273,86.191295443141,88.813941275726,83.429584774058,85.689154331426,83.713906523792,83.233445798097,83.016829060683,88.415840553835,84.052152902542,93.807243496439,83.633947240141,88.48398057015,86.752189046298,83.573446419721,85.925366702943,84.209076346821,84.095162587451,85.60973711577687
351,001230.OF,94.010178649272,94.807351394987,94.169348769728,89.371491275428,92.301302256385,90.507625426744,89.349839508132,88.323262397024,89.223832479097,90.431991173515,92.088954629033,85.732635349125,93.881459278328,91.202136412207,81.55905110316,82.478673875766,81.878869977432,81.921315210057,80.222308031061,94.12709284317,83.765197771522,91.984093038831,87.475950164366,88.73104178323347
352,001236.OF,83.437073265194,83.579569059155,86.772103054512,84.828752421091,91.579357683491,86.382563014165,86.205170326755,90.848095288823,84.130984695851,91.129062493177,85.74829990282,88.383298872174,87.595910397293,89.069250942456,86.0215089009,84.756719883275,84.576137695239,88.483575903707,83.010985144273,87.155825530127,89.800921048329,82.799005437087,81.084734861005,86.40777851395214
353,001245.OF,88.610029912237,83.856805930565,89.936200828237,84.560127695478,86.665661112536,89.444106697493,87.144330649174,91.257198803148,91.929092310371,93.634823312882,90.594196212802,90.065635094093,90.595745148942,94.45898942969,93.185689925802,94.742478708989,90.048392355766,91.79143180526,88.456500335511,89.907201520814,89.104684542714,84.740365831911,85.782771319169,89.58749823841671
354,001291.OF,90.065330198078,87.905072003241,88.66516309891,88.835816851395,91.488463173061,91.030743767086,94.029508228787,93.842159090546,91.999128739339,94.091762014049,94.511668845562,93.628032959372,91.291001306944,93.835339497662,94.009908434974,93.566867814155,91.735545129705,90.323288291629,88.856630068359,89.787226287756,91.089250180965,93.41959313772,93.799932594474,91.8177144223378
355,001313.OF,93.495703604388,91.155898840029,88.4889114126,80.621438956645,83.015489907107,81.630805798698,84.607707170812,92.247781607468,91.473889022961,93.132361751474,94.357518273831,91.452587872475,87.591395321851,94.038752221973,86.558766321997,93.054931756921,93.064329794082,94.532217015284,93.489573722537,90.225064624925,93.700615321141,86.790297015368,87.990409982562,89.85723683987517
356,001396.OF,86.478791702012,83.678438236147,81.795197983825,83.568846672433,89.631905248135,88.46367730118,83.496924594499,89.247118473727,86.565230642634,90.578573666725,90.734993926038,92.880400064415,92.651588754801,87.672033584164,87.375697731537,90.92151429394,84.082386345009,87.241128034532,86.055373081851,88.46129090819,90.435360618442,88.446775381709,87.521867308583,87.73848324150121
357,001404.OF,86.452632562521,85.390806371452,81.83709645395,81.666945242892,85.300869120678,83.573669995593,86.06425459801,89.451413952772,86.050177848648,90.879772609941,91.971295739831,91.296942574597,86.44351675605,91.863097827797,91.444482203364,92.707832985582,90.962214179272,92.388216341988,91.005389890328,90.584289193083,91.483349326587,93.48611489536,91.145959943416,88.84566698320486
358,001410.OF,91.316960921638,92.767965340891,94.207334125224,88.854978549708,94.283592900724,92.146306916585,94.211682759641,94.316944414962,89.475650285084,94.230577591858,93.871560680244,90.648459601697,94.510455479087,94.511315766833,88.577606400117,94.48617511206,92.06135210596,94.477192836318,93.654176122435,94.504720384458,93.712223448481,93.50579822617,94.481192981301,92.9919227370207
359,001473.OF,85.399009706759,85.177501032403,84.310206946034,84.378066180002,85.17866688459,86.199946584582,84.035623921619,86.494372255356,85.645211479344,85.622795583256,83.818626944435,83.756953005191,81.885614051664,82.509108882445,84.035822890809,82.499179517648,83.282734666276,83.344302777683,84.027752343567,83.034385637673,83.291314711349,83.530267958321,83.744632502152,84.1392215853547
360,001476.OF,84.255747810152,83.511732319728,85.757283075294,86.575161134952,88.179369206056,88.779573911724,85.792141302588,88.14116039188,87.006063024658,90.330761553376,86.233038955532,86.062053414628,85.103763148443,87.768619502781,84.510867974834,84.09205833734,82.714885800593,85.032044538371,80.704240160636,80.252200608132,80.976897198763,84.591618310413,90.810233698706,85.52963110346
361,001482.OF,85.402070880913,82.690669703919,84.485876998893,80.980858447671,88.211866109888,87.927011243898,85.007706882436,86.81360524401,83.129879317135,87.497652873346,89.02549915741,91.663151703764,84.235145788727,87.076723241884,83.902772146189,80.97409095282,86.984159524349,87.859553402741,80.811265674218,89.767449660449,91.426401484378,81.676046226264,83.268746125934,85.68774794744505
362,001490.OF,87.730427279246,84.854245217358,85.78071266974,82.241558621174,81.986583007903,84.939380488283,85.362806805187,89.659617138531,81.680632307092,90.393789084,86.813070598025,87.790821579466,85.188470793467,83.642035677173,85.470138004671,84.176829805945,82.590914302645,92.52400154884,84.315990349153,81.525527093412,89.920862915429,87.017252987118,86.544199539187,85.74564642665413
363,001496.OF,82.727976081287,84.017843679779,87.098379575299,81.265957267237,84.292276734348,82.669562096695,83.697877888907,92.56703439068,88.026963308159,94.558635019999,93.100509703483,91.49335302126,86.083305721322,87.031856124147,87.671392784973,87.295120171456,88.379599513882,83.842867865536,84.463041647284,84.984010935617,85.893105704617,86.173392084522,83.2646829019,86.54777148792996
364,001520.OF,83.195477870879,88.805530184624,90.435717011538,81.073845057598,91.150829993586,85.361046751394,80.861531169945,90.105832767458,90.014871296959,90.642391572926,89.707667252411,91.242220709822,84.270659564259,90.739297815891,88.963063307453,81.837199429978,44.594946629521,87.75106260124,82.217435761678,88.923157373503,87.354591591728,90.578360033099,87.144321427497,85.52048074673857
365,001528.OF,80.655721858559,80.887464170537,80.694209619433,80.680227575349,82.414681230108,80.718171263775,80.629970024501,86.901376666311,81.800301135622,82.199085949356,90.050571310376,90.10669349455,87.66002860769,90.982808242553,88.105694320827,91.7440667049,87.439536302122,87.095122815153,83.336265607504,89.818192833928,87.854882440841,89.933984689127,82.506767231991,85.40068800413535
366,001576.OF,93.392271224546,94.125778402875,93.164634217699,91.662421622641,91.098816907289,92.625879189165,93.990417371377,94.1341335611,94.650109381226,94.230470229665,90.842155340719,87.594573493886,94.685914237797,92.250352942067,93.14309639936,92.846673759677,91.60850507836,94.48540117389,93.432225059558,92.900737592226,89.554347280102,94.572292111315,92.363259634986,92.7545420091968
367,001579.OF,92.995016021156,89.004691192258,90.136578105594,91.778541936276,92.234337623745,86.734034586783,85.739816423705,91.173939940442,66.148808072862,90.569942511194,90.682016335062,91.273279205142,92.332534139181,81.907492356362,90.914462740525,93.649023452432,90.317824362644,91.189664438566,88.792935965017,93.369473350591,93.240855080785,91.355258622168,92.96533132618,89.5002546864639
368,001583.OF,93.216343287659,94.095305752483,84.438718111837,92.797990146911,93.280520579062,91.315973073849,92.725167133005,93.734160473112,93.325241427304,90.97899370086,94.189501483377,94.387125796806,92.110287734535,92.90302568547,92.038742795989,91.774777931849,89.848702831506,91.621918735769,92.372023021104,92.149728956916,92.635913730455,93.706307753293,91.062657612488,92.20474468502779
369,001605.OF,88.696541330163,86.346014742883,89.894952475301,85.979344937961,88.395375996972,86.313739999952,86.631302154753,89.45126614658,87.800459816701,91.477755760247,86.22215226358,90.884972244881,86.678414692653,90.912074636417,85.213705653098,90.556384564202,86.450721305481,89.028556665071,84.274000334687,90.717063956347,87.864791798934,83.280016704788,85.947526210089,87.78335366920612
370,001616.OF,91.184510120376,91.644921473887,92.162919079972,90.905430824182,87.67434253571,90.544318718564,91.872042214675,92.861686114311,91.881025144351,91.652951361185,92.009929420993,89.185110569215,93.051908668171,90.333761487858,91.45633972837,93.188292206299,92.440377485144,94.034036803387,87.677637101408,90.512646657779,89.994136510658,90.360178941934,88.052363401744,91.07308115522491
371,001637.OF,90.182727647078,90.563771846366,88.322998195296,89.147444597223,93.539787087077,90.981557267185,88.688114809615,93.537778588785,89.3469402239,87.183140595183,87.494185621696,87.76987778874,89.728507692161,89.860972221985,88.550898480804,93.033741225091,90.102093337166,86.973588159165,90.232094281132,92.306841796109,91.156114535977,92.294443170255,92.970174803722,90.17251278137873
372,001643.OF,93.599776479444,92.409951909716,92.974787957443,87.304784808249,94.163242919062,94.642011604861,90.250499189367,93.65895844177,93.084091898394,91.001929696029,94.439649810716,94.289206372123,94.033787407099,94.111500216769,94.692899661121,94.598128502164,92.984794179997,92.592150864535,94.474063614641,93.659019078352,94.388119169461,94.650329703307,94.337003240162,93.31916029238184
373,001645.OF,94.124592091092,94.336150198659,92.37420312489,93.795714270156,91.54421649948,93.860052537371,91.615616785404,93.723246368572,86.781930095267,93.649083118324,93.113840800304,94.507340108099,94.429024554622,94.708930983911,91.399683514712,90.259418243492,90.834119247302,94.622614208744,92.5377659003,94.512315641089,94.401802607693,94.025472928612,94.492958831407,93.0282648982392
374,001651.OF,86.786199601203,82.551521397813,89.831340267782,87.676028479442,83.907783325919,84.354753688628,87.516267983894,90.70871829879,90.233575060587,90.896673628062,85.321863530155,81.483614060959,82.189337252814,81.992505948364,82.616633997486,93.267613752728,80.991126968836,82.273097950029,82.088330494716,84.18695686022,81.579484668378,82.269517261917,81.149563072292,85.03793511091364
375,001672.OF,92.241397638882,87.999913616668,87.370112371988,90.949611814146,93.418134708467,87.945252982389,91.81343102158,92.785808985514,92.355900551756,89.620321532051,88.145171693538,91.529484464449,91.255066947446,89.837854206126,87.54208965531,85.771670851445,85.911639884838,91.885687345348,86.235288277779,90.560104446133,88.758417670521,89.47741524467,87.080480792649,89.58653290016058
376,001678.OF,,,,,,77.245697940047,93.44383846333,84.295035491418,93.338833945162,90.912312146759,36.446669928254,90.999647136841,86.510912997175,88.412242377288,92.487928301464,92.888959663841,93.096813239081,92.16547368069,93.296359140691,92.194902124069,92.928043086052,90.480886874069,93.670574058654,87.48972947749361
377,001703.OF,87.228732424133,90.893789436384,85.435812843796,88.945177518082,88.853384067683,88.692860822509,87.947110520919,92.299276041383,88.067068110208,92.079657431794,93.262071733632,91.529267766394,88.238785131474,87.336346683196,87.746402986614,90.342224652468,87.516272203614,87.522814928044,88.444368949603,93.530052443983,90.221956944184,91.252758631402,89.03295617215,89.40952819320214
378,001705.OF,88.45608550543,87.168957543095,87.056149099602,85.270597385966,94.14851226122,92.309008494433,85.714867088613,93.417127817256,89.34779133125,92.794174588726,91.233661247868,91.930058932284,93.312082559526,93.808257801583,92.203541260254,91.516983822276,93.940196371853,92.641242522937,93.399661229474,92.504542700892,94.138712196066,93.227663497992,93.713634316416,91.44580476413097
379,001717.OF,89.1590103895,85.351864716221,85.668820705863,80.350765798678,89.525627674755,88.637248021881,90.269996950057,88.401199739437,80.339410175737,86.051384924005,89.299442456783,94.080821787164,86.511979920371,88.950166350663,86.691574384983,83.607585401207,85.802340717383,86.874844897738,86.575392173037,90.198071910126,88.607431348648,80.598169927963,82.801996360049,86.71109333618475
380,001718.OF,81.27993288278,86.034231570048,81.099036843842,81.423818158961,87.287680862624,81.279732743858,90.455334691926,94.157992787915,87.337373867192,90.481148624814,92.197723222978,89.67289362937,81.302759424683,89.790574429184,86.57685650545,85.730575387888,86.930633534226,89.338329363906,89.687202407058,85.914455073215,82.7018867433,90.89155702701,89.515884422647,87.00380931325546
381,001719.OF,87.592210068297,84.372882716059,87.252553251843,84.552420823826,86.969380863049,91.39725199475,93.49016676035,94.502373172168,94.256978236126,94.136058768451,93.883666488302,93.087729820241,92.515285419397,91.592036583585,92.347389840845,93.974205171189,94.191999778364,93.931433123436,93.980386414492,93.36027048833,93.090342848187,94.358795978169,93.042457883076,91.82079463011007
382,001725.OF,87.380447389248,80.980373788771,81.605416484809,80.28099009268,82.965543339848,85.267924729062,85.136295124948,89.66013292866,80.419927794076,88.821794002021,80.724964763717,83.576648289003,84.446265701405,86.047855692144,85.994624799237,82.509587624407,90.982989535436,80.785833563679,83.579660992193,84.036568362273,80.950751918842,80.219649312657,80.456844642543,83.77526482050692
383,001726.OF,81.098674647266,92.21983366301,89.336584780611,86.320647472035,94.678554636707,93.610407877352,93.988349374626,93.597365646381,91.046818487714,93.998588418384,92.363514682662,94.319353493091,94.517113443619,93.989316991153,93.520983946643,93.820992269468,92.889851983174,94.056962825428,93.072530004517,91.621074368905,93.743892825406,93.041936638512,88.730770857858,92.15583127541399
384,001736.OF,81.651704126694,83.256304595001,81.523832116283,81.329493095951,92.89444068343,86.673879129829,88.893498375163,89.874748928719,91.854129652801,94.518552191095,91.164067886769,92.458907922086,91.551016256809,80.87624922506,83.088621604131,80.186847367789,82.635149687778,85.107597153287,79.295336677643,80.54758731008,80.816280361082,82.551749945838,85.357465877271,85.56988957263431
385,001766.OF,80.711388805851,81.171093880429,75.042607460674,80.309525370973,81.983553274321,80.178435885985,83.550081228204,82.750035622428,82.901068152534,89.53549784487,82.647971480098,83.024270773796,80.798785929972,80.458614181238,82.493301132029,82.579510161314,80.539955584437,80.790690530716,82.993947667459,84.268648431814,82.41680076982,82.016069505785,83.150634000011,82.01358642064164
386,001790.OF,91.779533760361,92.844371587186,93.775424765124,92.224948544356,91.679863527232,94.394381965827,94.265836677888,94.820160161524,93.320229676079,93.435305995491,93.468955149384,93.291483836908,94.916984095308,94.539262313001,93.493694385603,94.262931318793,94.402991605356,90.730123670997,92.851763680315,90.469922205442,94.082891676421,94.808722025062,94.614664348231,93.41193247703868
387,001825.OF,87.916738445199,87.739848519947,82.968009019762,84.095475638792,85.73677658313,93.401446658304,86.278454586002,88.18139445608,91.664034026663,85.393071404192,89.567599319253,90.745998616573,84.63017741844,82.9432990564,93.265227922512,84.217629383549,94.181703173243,83.860816824261,86.051205138537,84.556800708994,94.704004593128,89.129861911128,84.548285697961,87.64251561313263
388,001878.OF,92.415817019769,85.837797174322,90.785593113924,88.126996467485,90.747492691725,91.498510907822,92.328761283527,92.050320598329,89.687293472688,92.957858076167,91.881893044103,93.483517158666,91.731035426694,93.077219701434,90.180102956115,92.483921980072,93.290833398011,89.717530591853,91.329716741471,90.830956667635,91.567947646341,91.029885669419,90.925206022094,91.21592207868112
389,001917.OF,94.829414412649,94.884049356991,94.912809171257,94.880079395543,94.783996728211,94.691545831282,94.48124919112,94.70920463741,94.097009439847,94.437053813993,94.581925548272,94.26695907441,93.023825757748,92.856223358328,91.148379058017,93.636066517731,94.201503190374,92.709835381305,92.694752977305,94.083060928101,94.176220724612,94.662978014955,94.708463600863,94.06333070044887
390,001956.OF,94.145639027313,93.021222802103,89.161085524586,80.751392758961,93.639640378457,86.34264898873,91.045877660448,92.823294534666,93.602482899514,93.501608831923,93.696132868534,93.008645356562,93.157588596542,93.287091034495,93.307520275318,92.718520370307,93.372654598504,93.509674421596,93.658216902306,94.15520604988,93.013491354289,93.106482852076,92.08190884012,92.17860986640129
391,001974.OF,91.577655430728,93.591575699744,94.504834848792,93.709341732609,94.622390311011,94.190032497443,93.587978025485,94.110515336705,94.084326391368,93.132015374341,93.177740077929,92.825740615431,92.933159922058,93.462690509093,93.541930535938,94.287360772827,93.624875695053,94.372500193979,93.82693402455,94.364814571268,93.807529627333,92.963615851603,93.069963958405,93.62476182624752
392,001975.OF,89.178629820457,88.093985598059,86.565316453749,82.357515652008,85.774030017107,87.932378606729,88.335112922032,85.522953980636,91.349567203631,92.16611024696,90.124382274665,89.123021307237,92.682376801971,90.936575554296,92.53339514243,93.390965805987,93.142737765365,92.949634610229,92.462695540497,92.750617353316,91.429638259089,93.455474025786,93.199554122454,90.23724648107347
393,002121.OF,86.756632548073,87.214858815757,89.09889040269,88.264401939437,91.196561788183,91.78710478722,91.088575772104,90.662880436653,92.875486524766,91.018244680912,89.521088998572,88.208894206247,90.906000584098,89.850820161279,88.223062258996,93.321272823099,91.463373428827,92.715744321304,85.599999243894,88.970732096647,87.775323380822,87.818152468439,90.850838427219,89.79082348240166
394,002168.OF,91.550793140651,89.01821465306,92.722134650009,90.814762752,92.418186150881,90.342868880219,87.216977969873,90.162148030192,90.235734380069,93.150945660457,92.741007867595,89.928714822439,92.746892990029,96.17905935744,91.941658302931,93.127872261598,91.996144854671,91.205089071057,88.931834292594,91.742959202749,89.740094064612,89.880288629693,88.287736028291,91.13400513100478
395,002210.OF,85.050540290924,86.729215752814,86.41382168702,85.425535623947,83.434774423916,83.353046023853,90.556375038411,92.710216934524,89.275212099993,90.536420913957,86.197505060541,89.502485101122,90.408957206468,89.465024741134,90.169592217729,90.064960365411,88.737865131429,90.386458738536,91.707746929002,93.223207611646,93.465080563135,93.338027824338,93.291262983668,89.28014492450079
396,002229.OF,93.681573809552,88.507868298683,84.757854349125,83.389829206282,82.530348607907,88.522193418404,85.258710419372,85.965610905661,86.248104335395,88.368791711663,84.883999283039,88.860285817647,93.823624613342,81.711191265449,84.07780871774,82.305936768706,86.142369305333,86.424865569021,87.352675960978,85.485017670332,82.523116512723,88.409194024511,91.830335230198,86.56788286091577
397,002334.OF,92.619230873088,94.234446880183,92.445000008155,92.074448915961,94.177374394774,91.905073814694,92.959460454256,93.424544812943,90.674016873906,94.828137970343,90.979975124209,94.763646224559,89.908816008823,94.645562361858,92.88731940452,88.50406434999,88.413273017136,90.310453333251,85.746865727752,90.318421281322,94.761980825037,85.875104094973,89.861108669863,91.57905762702592
398,002952.OF,86.372822966591,85.610068236842,82.72475750996,82.294904795717,88.722592778425,83.441393570785,87.126972216798,89.914274346723,83.888693329832,90.218788873071,93.853398382882,86.534419454956,84.483185978321,87.025904885504,92.716693643504,89.659376717532,91.473314017555,93.234137857227,91.259994928024,91.914157549114,93.405640954608,91.131006915113,92.390254436584,88.66942410198557
399,003145.OF,93.765628963745,93.794977445783,92.741100812194,93.894736548179,89.826107461721,91.397024986451,92.471884156839,91.722825499804,92.125066601573,93.149973073527,93.325936599288,93.626077892163,93.337674033063,94.054856194044,93.892245985821,94.766274212452,91.575736712148,92.10514468754,94.249901097452,94.304927572476,94.500474589369,94.530976975567,93.996083988899,93.18067983000427
400,003190.OF,,,,80.192660929165,93.909754403882,94.468090604536,94.616193130619,94.537177697106,91.197724380901,93.798107579975,94.487110548848,94.581140202039,92.392432092139,92.469833523595,93.474258572287,93.517180600119,86.402750711077,91.368717446146,84.791911680092,86.666390388347,85.95107982132,81.133648440403,82.73216582596,90.13441642892782
401,003230.OF,14.278492638122,14.705168714048,16.402563033615,92.168844707665,94.286408050639,94.187281531732,94.946757086656,94.352839132312,84.382693786391,91.339490648219,94.735091407115,94.710003647858,94.404756056812,93.209939390474,94.193165853871,94.047610409735,94.550115471124,94.634236235684,94.634629447777,94.760417259632,92.965710461791,89.677029430234,94.419360241593,83.13011324535213
402,003298.OF,81.562287861035,81.080230202464,82.422263716036,90.048604317573,85.975587704091,90.35032444709,86.308829028353,93.320858194651,90.213177381907,92.143066247577,83.98497430071,90.988655538849,84.092816571006,88.853116712484,85.034370581945,88.053585159736,86.209934421598,88.014106871342,83.506608067079,85.098891772308,94.279852909758,93.825225540735,92.856863076906,87.74887959240145
403,003624.OF,89.132219986855,85.149982046318,83.304099017027,84.128070204057,92.231233318895,92.24994479527,89.825231951617,90.478239331604,91.364852122537,94.405836579587,91.148470393326,93.793139737031,92.824447310361,92.661404931016,92.980251286228,91.402585332918,89.584632085336,90.261447271261,90.775586367396,91.888082476219,91.382572457588,89.519290359273,91.336990437904,90.51428738259236
404,003745.OF,88.787243175304,89.696615938952,81.599209247456,89.964028383149,83.574943154162,90.610209655228,87.640425621392,86.831230791289,90.505452797493,94.065656090288,93.989170651684,94.821560070113,94.305921641667,94.193170114809,94.255473745704,93.928109983785,90.971376765782,91.652554377894,90.169802645557,91.964843858205,85.634289784886,89.05266296363,89.61928355149,90.34057543521386
405,003834.OF,84.187096795319,89.198262545111,88.631645432826,83.364419377404,91.978512620118,90.102124368955,91.764870628119,93.304521552202,80.735863874409,93.03588673219,86.219879555464,92.632537420731,88.967428758471,88.739954079592,90.324101104027,85.405995520973,93.26436813086,92.480861256452,93.802226860209,82.086282693065,88.859223562048,88.543251372496,93.456520374376,89.17764498327901
406,003984.OF,93.458092338891,89.848647094501,90.921212370214,88.067366921362,89.942003499292,92.543507979067,87.472144379497,86.955659542891,92.008361633894,93.783959305565,90.737067665754,85.547729314827,90.941553884524,81.929631495253,93.555322761897,92.17426359718,88.904416472643,90.687048081004,87.57510093061,90.559770495427,90.887349840054,90.329391180996,90.626039078324,89.97633216798553
407,004040.OF,,9.7826382407655,31.589775837564,83.305651180356,84.372874267784,85.318891200142,91.744824032676,78.382899842478,90.864860410077,93.016807290226,94.521698489808,94.744060038938,89.54381781033,93.744092958075,94.531520753507,94.855953112831,92.365715413691,94.780406320395,88.296763417857,94.724978161995,92.183766296462,93.17612992722,94.34978746038,84.55445056652535
408,004075.OF,77.45479802641,82.52111873559,84.255777136212,82.727093423889,89.622229531955,86.380312360125,86.425802641142,87.794442802065,88.137129293041,91.68585704864,88.590349378283,89.068288554903,89.024144183036,89.89117143584,91.630887893311,88.180590542423,83.624835949238,83.550172202994,80.284587199014,87.566029434954,86.099833817947,85.956531117791,87.850965854377,86.44882385057304
409,004189.OF,80.253291867739,79.250043182076,87.10924315476,71.966995856455,86.173074002917,1.7196861892527,32.778137802087,94.02748228942,90.877663892078,91.261602602905,87.033710495219,86.878632464469,86.910934877893,88.429655229578,86.524143209693,80.419476632678,81.870691159138,82.3762949465,80.745138565383,80.954951668114,84.78756068172,87.188292263814,87.359592339881,78.99549110320737
410,004350.OF,,,,,88.042450364396,89.871319173855,92.055126562476,92.380736590478,90.474177840904,94.672797514946,87.219441173177,94.091743405196,93.284174736682,94.241373690558,94.260042065518,81.160032148817,93.320343229023,93.80677068113,94.437529536415,91.628156290086,93.872827597598,94.249822266349,93.998616987184,91.95092009762043
411,004476.OF,80.909134429841,85.43300620666,82.275654431832,83.085249683422,87.351370348795,87.353598740833,90.604534255599,83.261879947875,83.194168778792,90.788325952433,88.659223958266,83.525445272778,87.661299274356,89.692172056533,90.776249861002,91.013441226235,86.465903909918,89.134135449485,81.720116845235,87.919257678272,84.85575059667,86.781330579747,88.526195046871,86.5646715013674
412,004640.OF,90.146166120228,82.547283012507,88.542581166665,84.870005842916,93.006429558436,89.385205480994,92.562326731019,94.413365912452,87.449091529708,92.316670951691,93.69721893578,94.071311726054,93.677039861896,93.918863692837,93.480173085476,92.001228634497,90.731898276402,92.88134887155,93.109767033488,93.239911131241,92.620297506568,93.482363445417,91.611620378138,91.46792038634608
