,thscode,ths_stock_mv_to_fanv_fund,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Mean
54,233008.OF,59.731878566867,76.151435029724,72.693484979227,69.165177476387,76.524289483801,79.681649294695,77.128082252119,79.495712411946,76.72844008017,78.959073787216,79.807572829032,79.836142201066,79.092887505755,79.226037707975,79.47264297689,79.102597491689,79.720935525844,79.619009529795,79.715260396246,79.721323957417,79.781623957845,79.829038721467,79.370475976222,77.41542487562587
55,233009.OF,89.317144360239,88.337692811771,87.866676007236,87.790046350175,90.440835073593,90.49913687956,93.506001586992,93.790943933855,91.151763353668,94.377604973507,94.670602723143,93.11568004103,90.964847269475,93.856488646029,92.973515011196,93.861738037661,89.725116932074,86.734306399472,83.443488686547,91.108262436553,94.090292177499,92.451610210647,91.393001349757,91.1072519674643
56,233011.OF,82.616611670251,82.837592425915,83.408021569064,88.626780073117,91.633485818985,88.514260252623,89.367081839589,91.634967697525,84.653722058182,89.87144590885,90.021158832765,86.705820243188,92.48151180594,91.047066501329,85.217664881119,89.492068039275,90.746335655317,87.900509837925,90.655449320522,92.689464234556,90.478359576717,88.997462485366,92.665263542169,88.7940045334908
57,240004.OF,80.34259952594,88.076898738243,93.29795405821,92.936501783844,93.059294460285,87.875808930022,91.767179526024,92.940518064566,89.112081469239,83.650327970899,70.254292820856,88.155336370898,88.057218395977,69.004045387141,79.187895959295,75.850161013746,79.226987984038,77.926602185837,75.083072728797,83.331904797745,77.477861531856,93.889207904546,91.641908628601,84.4411156624611
58,240008.OF,86.638694147093,89.364146745819,92.614275306957,93.434120526651,90.853423442462,91.407127140423,92.565070631926,92.864015141319,87.518343310698,88.537123327581,90.901654895253,91.820993395495,87.461550741574,89.29167026777,91.839167471327,93.321873394641,93.548273972847,93.39076263957,93.74386333909,92.04928183843,93.226830091804,93.712667888298,91.617675003617,91.37924368089762
59,240022.OF,78.755629400212,79.526425748859,77.165815281874,82.112732699977,79.414036319086,82.425482401263,83.289499309262,82.765269148193,84.912174337109,82.874117559561,82.118632805369,85.519686205392,84.248780398041,84.382223879348,85.225906428479,85.212288328424,85.32240469103,86.383862021929,89.419065543464,86.160117507713,92.455309668414,87.271393386365,85.661440859623,84.02705625778204
60,253010.OF,45.190227735225,33.977967315369,46.66099726792,47.994181955118,45.769900518974,41.740897807517,22.214083267784,24.116542688705,22.385207828384,24.739065761253,25.528486736201,22.549220274189,24.866928272957,26.480849120147,5.0425767057396,5.2819478380591,10.532795719211,17.040975923929,15.431651913418,15.052636541399,19.693025502955,18.680539988342,19.050951089332,25.218332946614254
61,257010.OF,72.591292703108,74.626172887129,73.55500360034,73.704297537411,74.632504648781,74.658692202597,74.028176022535,74.342348053389,73.146875036824,74.904458423421,74.396876149661,70.369047921807,74.19133687553,73.505500480452,73.164417503928,72.970335364443,74.361991362187,74.502004578017,74.696572663556,74.781713089829,74.613985416805,74.669504643938,74.895537584461,73.96994107609343
62,257020.OF,94.817090949463,92.111097677009,94.646238429853,87.925365108629,91.766345779786,91.742415901643,87.670783348363,93.390402923883,92.737750223859,90.404539054372,85.894201282562,90.959780281638,93.81220016229,93.70809246855,91.383376044479,90.325315762075,91.961500629918,92.380273627298,92.497834606728,92.816687857841,83.395025006462,87.23335948917,92.487394575804,91.13335092137717
63,257040.OF,81.143007217723,80.96933991109,78.943894840625,90.375337747872,94.438331470572,60.070608799539,91.348419436579,94.307063924281,92.269029890066,91.632015351677,93.620494792203,92.699120956316,89.983339292945,88.891049160333,73.006461484595,83.200887071535,72.309113910482,92.510626108845,76.591247675642,80.746719401461,81.36659548275,75.43417295355,93.533517049406,84.75610408391682
64,257070.OF,93.71516340792,93.25833985983,93.468729133678,93.469930424402,93.092230355575,93.611387742917,91.061089637532,92.986090666439,93.621428900357,90.224292666794,92.930133217367,93.118289448433,93.450963348272,93.376343480436,93.369703298609,93.034961622599,93.011379424147,93.093452422395,93.457413848323,93.315580617416,93.543667483425,91.895556231968,90.893856395234,92.91304276669861
65,260101.OF,77.542742613824,75.319686134961,75.596235235913,74.451772208347,76.820369989286,77.002146118874,76.181663989198,75.377256884413,76.950193202491,76.548463392183,76.5549534307,77.262521878333,76.65565654691,77.164099799925,77.287112483582,77.884021247245,77.347354677421,76.924665630444,76.358543083119,76.259375307832,75.857585506409,75.930110272188,77.990487571543,76.57682683500612
66,260103.OF,70.340401242719,71.80609923861,68.376355435683,66.231668081691,76.700235756378,76.002050614579,70.031272634655,74.385019988227,74.047051614767,76.760688949185,69.978719303842,69.902106153964,68.019630949624,67.999879021727,69.559117944571,68.626819470015,70.711668991327,75.180694842287,68.768954522036,67.804000971606,73.698220019932,70.210478509364,69.044476528836,71.05154829502717
67,260104.OF,92.384836030291,94.09889863695,85.28798807238,90.529251709368,94.362625681841,94.586591747062,93.089363918028,94.488498082452,94.296471167419,93.471185055893,94.330389704874,92.956510902117,94.086582865199,92.515256404532,92.169378700653,89.95544771088,89.110470064562,93.40978825866,91.803240962764,94.046576485579,93.95214119766,91.739013410032,93.855061877151,92.63154646288466
68,260108.OF,94.147978278631,94.459955333999,94.495349098577,94.214793402503,94.621911279175,94.53262108697,92.923785758715,94.616056241847,92.088960285625,93.699322090018,93.534307886703,94.3871730066,94.755276186589,89.804411396661,93.158423738999,91.86015092665,93.247110640988,93.94695944936,93.785225137881,94.356038264592,94.30751402839,92.769109614002,93.937975799218,93.63697430142142
69,260109.OF,93.046846075953,94.276638920854,94.596634059848,91.994387610624,94.807429788759,94.5270284309,94.469487114625,94.59753046094,91.599312239796,94.702861837635,93.31703512283,93.617467225924,94.129963968755,93.080802452027,93.72007868091,90.79254662028,88.698616849351,93.696809017387,92.179897877158,93.931906745359,94.040143024871,91.617198841207,92.187228899336,93.20121095066648
70,260112.OF,65.623385086118,61.911580349447,64.781492440325,60.355108810045,61.171279194359,62.053380051687,63.024113286503,70.095374158171,64.015646561554,66.086531168805,64.579078566209,63.925521493415,60.409324044486,62.790664809848,61.104386649398,60.764060264371,60.885229898388,61.611008541122,61.722322158559,85.172802065019,87.348032266441,71.340392603292,84.533441186884,66.3175719849759
71,260116.OF,92.804055368327,85.606690869608,77.619405363685,75.147300330937,93.347492842559,77.112222435455,92.441291635226,92.652384484624,90.153343894123,93.283170872426,91.410517548978,89.011250541455,90.483420692336,92.55098462065,87.778253249227,90.577922602732,86.288503997661,91.129638653221,72.946177266501,85.327185350494,91.45839961004,92.994964508447,89.783765276241,87.90905834847622
72,262001.OF,84.167416316051,79.282168326451,76.106859405897,60.423396943229,87.875358383948,71.767339009426,82.282668656691,92.470611888625,90.643532629166,86.540252541913,86.947560207796,92.900596105833,85.284056225176,85.399586179249,85.513058681611,75.743643401574,82.588088893062,86.947102362994,70.557909351893,86.894469333703,88.554358223726,80.690653161861,84.529555677102,82.78740182204248
73,270001.OF,72.414084671958,67.567690904395,67.144321369188,44.352343415263,48.40134635132,74.849743799506,74.4609498831,74.188757571577,66.299264941022,74.534398033114,74.510793598666,74.918419935302,59.376476436805,57.91549652207,74.377712440032,69.55424122773,73.534761369118,74.893992092361,75.026263544887,75.133786208812,74.994981233411,74.704920687589,74.692915245731,69.47163745578074
74,270002.OF,51.529026306042,53.82586805676,45.552595806431,40.665663666393,52.425254953485,58.958181286523,46.131836045601,43.452677797945,51.12888983767,48.518746093363,50.372535046468,54.549819646198,49.225436975078,48.156869064491,48.791908817736,51.008406912154,41.881683105564,45.191641226125,38.783613941061,41.961674852597,44.350953281656,39.570982268501,43.966271989974,47.391327694687654
75,270005.OF,85.528532912181,87.169314949413,88.458042762659,76.845491375227,88.407741457395,84.987930763982,92.171245055115,93.958221929109,93.444502352794,94.89164672411,94.370661259471,92.514189811143,93.012776788106,94.315844552503,87.248650983152,92.243895945623,83.223988171067,91.311866788434,90.949032240061,86.233334093514,84.064735536998,88.619867850527,87.271523540057,89.18447990620179
76,270006.OF,90.192267528905,89.509577776841,82.210603048904,76.893773506393,88.29829981626,92.435934657594,90.672797873485,92.43530033284,86.891449231722,91.818004584862,91.481922699743,92.11414305817,84.195586848466,91.785099113586,91.850978586783,92.075750923564,93.8565104969,89.725990135928,92.531846582177,93.438628543329,93.645616964741,92.958257100794,94.234408213335,90.22838033153575
