,thscode,x1,ww1,x2,ww2,x3,ww3,x4,ww4,x5,ww5,x6,ww6,x7,ww7,x8,ww8,x9,ww9,x10,ww10
50,000985.OF,82.0,71168426.0,385.0,69162457.04,940.0,65483693.38,107.0,54372014.58,234.0,52456664.4,25.0,45829209.15,243.0,45462177.6,22.0,45255144.32,4.0,44565583.58,9.0,44292096.0
51,000991.OF,243.0,540510925.44,646.0,461025912.36,679.0,323458650.0,30.0,269146653.6,263.0,260520278.76,132.0,222540871.63,202.0,211054488.0,83.0,206349836.76,89.0,184459305.45,37.0,133295654.68
52,000996.OF,1790.0,84231000.0,474.0,77900000.0,733.0,76020000.0,616.0,73780000.0,130.0,66690000.0,657.0,62024000.0,679.0,61950000.0,49.0,55780000.0,473.0,52854000.0,257.0,50690931.51
53,001008.OF,209.0,48383549.25,361.0,41627795.36,1790.0,34895700.0,66.0,31605281.6,11.0,30477800.7,1917.0,28432650.0,194.0,27381265.0,32.0,26982280.0,374.0,26544140.82,243.0,25125347.2
54,001009.OF,1790.0,24530130.0,1917.0,20899790.8,360.0,19918800.0,247.0,16429945.41,463.0,15897257.88,134.0,15569400.0,249.0,14908357.8,125.0,14548770.0,129.0,14544593.0,196.0,14008644.3
55,001028.OF,83.0,10378006.05,360.0,9570000.0,19.0,9496253.13,178.0,9464108.0,374.0,9115710.0,1917.0,8350490.0,243.0,7447600.0,385.0,7185170.4,204.0,6659120.66,84.0,6325870.2
56,001036.OF,33.0,28209345.4,540.0,25501750.0,60.0,25016404.35,86.0,24760800.0,124.0,22114620.0,103.0,18937280.0,118.0,17773129.5,182.0,16820700.0,662.0,12770302.98,38.0,12235400.0
57,001040.OF,20.0,49767088.48,10.0,41412000.0,28.0,37161258.0,86.0,32498685.8,45.0,30151530.9,43.0,21868622.0,26.0,21021700.0,33.0,19030000.0,75.0,18827120.0,38.0,18623511.54
58,001044.OF,1790.0,79667055.0,41.0,73445081.4,2.0,59208432.52,15.0,54859051.16,29.0,53264068.0,52.0,52924483.68,13.0,48070470.0,1.0,46136002.88,8.0,45184151.76,29.0,41292355.78
59,001054.OF,546.0,486075870.23,204.0,481506926.62,1917.0,439963240.0,1790.0,343800000.0,110.0,296788146.9,178.0,253996178.0,69.0,220064107.5,83.0,217408492.0,251.0,211545000.0,646.0,207438187.71
60,001070.OF,24.0,67256322.15,31.0,66900621.69,209.0,62911147.5,22.0,46226806.0,105.0,45984129.0,97.0,38356120.0,361.0,36688600.0,46.0,34433097.94,25.0,31575228.0,24.0,28892697.6
61,001072.OF,251.0,27359820.0,1917.0,23002270.0,33.0,20901600.0,361.0,20029400.0,272.0,19592387.0,19.0,18857070.96,52.0,18588800.0,37.0,18545281.92,12.0,18018951.0,1790.0,17018100.0
62,001126.OF,1917.0,148853375.7,733.0,94071531.82,1790.0,89173125.0,511.0,63156000.0,463.0,62076253.68,474.0,53669000.0,85.0,49965428.16,308.0,45540894.0,940.0,43869357.67,266.0,42668655.0
63,001158.OF,1917.0,138321000.0,419.0,119070691.74,234.0,89880000.0,266.0,81111000.0,194.0,72801000.0,54.0,72776511.0,940.0,72190000.0,270.0,69107500.0,114.0,68016353.15,65.0,65240000.0
64,001163.OF,616.0,39811688.0,1790.0,38282130.0,130.0,36440571.96,73.0,34347409.8,493.0,32914143.36,38.0,25477047.75,17.0,24808953.0,53.0,22420399.68,1917.0,20307572.0,374.0,19473738.0
65,001166.OF,1917.0,87111492.0,107.0,60006300.0,360.0,57200000.0,243.0,55783280.0,16.0,34992000.0,266.0,34153792.98,68.0,32416376.4,385.0,29340000.0,132.0,26899510.0,114.0,25197258.83
66,001171.OF,859.0,359616000.0,242.0,319290000.0,196.0,193300000.0,96.0,180925118.64,124.0,169680000.0,54.0,135756000.0,125.0,125800000.0,540.0,122900000.0,70.0,121288800.0,38.0,110286000.0
67,001178.OF,679.0,79834327.8,263.0,77643016.08,385.0,75595370.0,336.0,72474976.35,247.0,66780000.0,202.0,45569444.0,497.0,37227814.3,45.0,35276520.0,127.0,30575619.23,119.0,30343362.9
68,001186.OF,27.0,123498397.41,38.0,121238137.35,115.0,101270348.0,18.0,81037170.36,44.0,76179095.52,83.0,59174294.0,3.0,49644139.74,134.0,47931884.0,1.0,42538918.6,3.0,40770555.0
69,001195.OF,58.0,52366736.66,1790.0,51570000.0,493.0,29740800.0,117.0,28284200.0,616.0,27298600.0,69.0,26622000.0,209.0,22150531.3,59.0,21708000.0,38.0,20289500.0,153.0,19769105.7
70,001223.OF,136.0,9656710.0,13.0,4452210.0,13.0,4127880.0,58.0,4093440.0,85.0,4066448.82,1917.0,2971340.0,38.0,2837492.0,51.0,2757524.0,497.0,2580380.0,115.0,2424415.2
71,001230.OF,118.0,129988243.35,159.0,107900369.0,149.0,106234831.36,336.0,98701974.0,33.0,85289010.0,86.0,68418834.6,859.0,64626928.5,15.0,63375772.0,107.0,63326910.0,202.0,62221636.8
72,001236.OF,1790.0,61712100.0,209.0,57054432.36,40.0,51789202.5,473.0,38284680.0,118.0,32661150.0,1917.0,31824076.0,10.0,30044168.0,44.0,28631932.0,91.0,27526446.0,361.0,27315882.0
73,001245.OF,1917.0,289500730.0,940.0,251752374.02,374.0,242268144.0,281.0,207920935.76,473.0,203359212.0,280.0,198744369.03,132.0,147179560.0,13.0,145514784.0,184.0,114264400.32,50.0,102300681.6
74,001291.OF,1790.0,6704100.0,963.0,4282200.0,419.0,3849930.0,1917.0,3842250.0,243.0,3488590.0,940.0,3442019.2,1.0,3129510.0,447.0,3086265.0,646.0,3067428.0,8.0,2587838.0
75,001313.OF,385.0,34993329.0,1917.0,33465997.5,55.0,30716534.64,132.0,24202165.9,374.0,18828378.0,27.0,17456057.92,733.0,17448693.22,859.0,17355292.92,497.0,17279670.0,473.0,16830781.8
76,001396.OF,1790.0,24753600.0,1917.0,24269187.9,385.0,17633340.0,733.0,17550484.0,263.0,12917673.93,209.0,12912912.0,679.0,12166980.0,11.0,11662048.0,80.0,9043534.0,14.0,8064720.0
77,001404.OF,361.0,112120526.0,54.0,81195021.1,46.0,76407941.6,62.0,75269553.6,27.0,69846220.8,33.0,69645624.67,40.0,67095147.0,28.0,59368569.0,19.0,57955544.2,497.0,53386921.0
78,001410.OF,1917.0,821218949.2,154.0,570759220.98,85.0,300170937.76,87.0,257272430.56,104.0,254218583.68,11.0,216759272.24,11.0,215063400.08,34.0,202235476.44,270.0,196881110.65,280.0,196617811.11
79,001416.OF,87.0,51024383.56,679.0,30231600.0,72.0,24986400.0,263.0,24061800.0,964.0,23293108.8,344.0,21819600.0,463.0,20089714.26,1917.0,19672320.0,249.0,19584180.0,266.0,18326412.0
80,001473.OF,1917.0,28074040.0,679.0,27831480.0,247.0,26472069.0,1790.0,26300700.0,474.0,21033451.0,202.0,17725072.0,119.0,14622210.0,96.0,14311053.75,350.0,12179400.0,124.0,12122634.04
81,001476.OF,50.0,98217716.85,1917.0,77843985.0,10.0,59573841.54,940.0,55315009.98,374.0,53889657.42,243.0,52720064.0,497.0,50878500.0,193.0,50168315.07,40.0,47133752.0,73.0,46810515.6
82,001490.OF,1790.0,71140815.0,1917.0,49590640.0,859.0,43392839.88,493.0,34517916.0,281.0,32006384.0,657.0,31880336.0,263.0,30676044.36,134.0,29009596.0,963.0,23212800.0,1.0,20540235.0
83,001496.OF,191.0,29501082.0,1790.0,21673152.0,1917.0,18903870.0,859.0,18505389.84,360.0,15400000.0,145.0,13150074.0,497.0,12367628.2,69.0,11403090.0,51.0,10815224.0,374.0,10116018.0
84,001528.OF,511.0,16451967.0,616.0,15495128.04,15.0,13678400.0,62.0,13240248.25,21.0,12852000.0,4.0,9794772.0,12.0,9700020.0,99.0,8945080.0,22.0,8880000.0,120.0,8533800.0
85,001542.OF,1917.0,89566945.9,47.0,82466439.27,280.0,78582045.0,54.0,60869317.5,124.0,59132070.0,185.0,40249410.0,105.0,36162201.0,202.0,35461098.4,178.0,33328848.0,361.0,31660974.0
86,001576.OF,940.0,316233492.68,1917.0,313403111.1,385.0,312690756.6,84.0,265584993.96,88.0,228477717.0,64.0,220545900.0,11.0,209130894.1,33.0,201547365.57,31.0,198027951.66,46.0,190417971.28
87,001579.OF,32.0,69881900.0,336.0,66150000.0,266.0,59766000.0,51.0,49950827.16,209.0,48855000.0,385.0,48173384.08,616.0,44588943.0,39.0,38760000.0,58.0,36663540.0,19.0,35812168.0
88,001583.OF,243.0,69103101.44,263.0,54725086.92,350.0,50826972.5,679.0,50729138.1,49.0,45757751.91,21.0,34338163.4,6.0,31768559.32,646.0,29482034.4,161.0,26630673.85,179.0,24651015.9
89,001605.OF,620.0,201622008.94,94.0,156027624.8,80.0,141034291.2,40.0,134680262.11,89.0,124587321.86,23.0,115831868.7,21.0,110710975.1,19.0,107855246.69,50.0,104083887.99,97.0,103516375.63
90,001616.OF,1917.0,456030504.9,100.0,340036663.8,154.0,335993194.2,49.0,248932058.76,65.0,228770420.9,178.0,191168740.0,32.0,187347032.47,204.0,174851600.08,73.0,170394721.35,360.0,165076780.0
91,001637.OF,66.0,26536440.0,32.0,14049343.0,65.0,13945050.0,167.0,13067175.0,17.0,13014930.0,14.0,12763604.0,4.0,12675006.0,124.0,12663164.0,7.0,12334244.0,46.0,11643169.0
92,001645.OF,21.0,311676974.93,19.0,309463711.4,23.0,276952531.59,184.0,246751654.32,6.0,241175169.7,52.0,225175365.0,27.0,219835771.46,43.0,217291073.16,10.0,166882641.12,10.0,140850843.36
93,001651.OF,679.0,18170820.0,546.0,18078364.12,1790.0,16141410.0,209.0,14252632.0,336.0,13964265.0,8.0,13954969.0,308.0,12701071.0,511.0,10465200.0,419.0,10226412.0,77.0,9957435.9
94,001672.OF,7.0,15022500.0,161.0,13426600.0,5.0,11767207.68,6.0,11559600.0,350.0,11490000.0,6.0,10824000.0,97.0,10422700.0,5.0,10239829.38,13.0,10180000.0,11.0,9681900.0
95,001703.OF,1790.0,26981424.0,28.0,19587234.76,1.0,15394916.22,13.0,13606022.81,42.0,12871555.93,68.0,12198969.12,124.0,11347189.2,40.0,11067204.66,1.0,10419207.67,4.0,8488062.0
96,001705.OF,940.0,179771436.26,1917.0,150771426.9,540.0,120369796.25,546.0,101639330.84,385.0,97023629.6,24.0,96980861.25,182.0,96495243.0,153.0,88075905.3,194.0,88026682.03,14.0,87784427.21
97,001717.OF,859.0,1764366000.0,242.0,1689301000.0,196.0,1353105895.65,540.0,891025000.0,124.0,872643248.16,54.0,868851523.08,96.0,680395917.6,202.0,672500000.0,38.0,601563141.48,159.0,473250000.0
98,001725.OF,14.0,115670765.0,616.0,114358409.76,251.0,108133410.0,145.0,100929955.0,11.0,96719854.4,54.0,88380000.0,44.0,82297597.8,130.0,78686908.56,110.0,76330000.0,6.0,72657000.0
99,001726.OF,493.0,25930260.0,657.0,22266616.0,511.0,18790905.0,30.0,18285225.0,263.0,17554880.37,385.0,14910966.4,859.0,14220003.3,87.0,14039868.0,616.0,13605032.0,1790.0,13580100.0
100,001736.OF,66.0,155870671.23,141.0,142072000.0,46.0,131538398.6,73.0,112330860.4,308.0,97320162.2,86.0,96199600.0,33.0,94502025.0,204.0,93228000.0,361.0,93169590.0,19.0,85347000.0
101,001766.OF,859.0,102877259.58,540.0,93703876.0,242.0,69284829.0,12.0,62242048.0,15.0,58175942.8,13.0,34198963.86,30.0,28905275.75,100.0,28473400.0,32.0,28009559.37,11.0,27592488.0
102,001790.OF,473.0,682850240.4,1917.0,677555684.8,184.0,614274428.88,385.0,598813947.6,374.0,573130986.12,60.0,528062405.14,33.0,512787161.82,103.0,422293011.2,34.0,382237756.78,11.0,372099416.75
103,001825.OF,679.0,70869030.0,646.0,56005365.0,185.0,55709262.0,263.0,49481413.8,350.0,49071875.0,202.0,48364948.0,1790.0,42631200.0,1917.0,42418440.0,473.0,39870300.0,28.0,36719936.0
104,001878.OF,76.0,234340496.05,17.0,142475257.44,41.0,125346511.2,40.0,124692270.01,26.0,119342522.09,352.0,115322377.96,22.0,89337650.0,657.0,84749593.6,96.0,80494341.75,60.0,78310670.1
105,001956.OF,1917.0,77946445.0,191.0,71964028.44,361.0,70795298.0,109.0,63557040.0,138.0,60840910.0,184.0,54962215.02,102.0,48836153.5,45.0,48101652.75,54.0,40984078.95,27.0,37277066.46
106,001974.OF,1790.0,54760464.0,1917.0,51640352.3,333.0,37295130.4,616.0,32862571.14,20.0,30742126.95,646.0,29392740.0,270.0,27291180.0,54.0,25375825.0,419.0,24566976.0,266.0,20901024.0
107,001975.OF,55.0,393550578.0,102.0,368809617.0,25.0,327888520.4,11.0,304797285.24,77.0,298018748.6,20.0,256796165.78,136.0,251827400.4,100.0,230418404.67,118.0,196618737.0,73.0,184542029.1
108,002121.OF,248.0,272456954.88,940.0,271924931.05,352.0,270013387.92,32.0,220797391.4,8.0,212850093.55,22.0,211010560.66,12.0,189552371.48,43.0,169797270.85,36.0,150109500.28,87.0,112732205.7
109,002168.OF,1917.0,454103232.3,154.0,437140815.98,360.0,429972620.0,100.0,356853412.9,52.0,288361868.0,178.0,256938848.0,32.0,253804378.23,65.0,238885556.7,44.0,215886844.65,13.0,206092813.92
110,002210.OF,72.0,14991840.0,662.0,5471088.17,132.0,3867160.0,38.0,3835494.0,63.0,3558100.0,66.0,3504320.0,97.0,3401000.0,124.0,3356946.0,14.0,3053028.51,50.0,2964384.0
111,002229.OF,33.0,105940464.0,14.0,64086995.28,361.0,63951600.0,40.0,59759271.81,646.0,42104810.67,1917.0,38170448.4,497.0,38023991.5,204.0,34570729.27,124.0,30336691.76,33.0,27784966.98
112,003145.OF,662.0,16096307.43,141.0,15731170.0,71.0,14660525.0,254.0,11495400.0,136.0,9919350.0,57.0,8915596.0,336.0,8879535.0,32.0,7232164.24,44.0,7228288.86,53.0,6969149.1
113,003298.OF,118.0,90757425.0,86.0,80719263.64,90.0,68213302.32,28.0,53352000.0,57.0,53034050.46,26.0,38262787.2,1.0,31325085.0,19.0,29368752.04,5.0,27884414.0,57.0,26902934.1
114,003745.OF,191.0,368532675.36,940.0,337274639.79,16.0,268404475.23,120.0,260506162.15,374.0,258566872.14,91.0,207329252.5,10.0,200226088.18,178.0,199917697.28,42.0,180984046.29,1.0,161933105.74
115,003834.OF,385.0,1682327335.8,66.0,1436542140.8,63.0,1317167752.68,1917.0,1294871037.2,124.0,1229322521.7,270.0,1101330542.9,48.0,926232758.0,154.0,873060760.98,38.0,753638611.44,10.0,717208759.52
116,003984.OF,1917.0,532515358.0,360.0,505448020.0,154.0,471900012.02,49.0,345772232.19,178.0,332085644.0,65.0,308540999.9,100.0,277376654.96,32.0,265406338.73,9.0,262865819.45,204.0,215984026.75
117,004075.OF,859.0,267856269.06,242.0,218300775.0,159.0,195604983.55,100.0,185121350.0,196.0,176714086.8,540.0,147679098.0,34.0,143482298.05,124.0,139422710.88,62.0,87631492.2,202.0,73464545.6
118,004476.OF,463.0,61177300.38,112.0,55663772.73,859.0,50596847.4,1917.0,50205400.0,540.0,45595285.5,352.0,41120014.74,248.0,37580321.86,136.0,36524106.3,40.0,35623261.33,64.0,24192000.0
119,004640.OF,194.0,46465870.23,23.0,42172427.0,1917.0,38524960.0,2.0,33181316.4,9.0,27995976.0,49.0,27899767.5,474.0,23870200.0,10.0,22834740.0,33.0,20266367.76,11.0,19061980.0
120,004683.OF,522.0,28140408.0,859.0,27531189.54,22.0,15957672.0,100.0,15646800.0,242.0,14533200.0,42.0,14349850.0,43.0,14331706.0,62.0,14250768.0,54.0,14200530.12,152.0,14039000.0
121,004851.OF,242.0,1229092175.0,859.0,1169449879.8,196.0,1168724757.65,522.0,857992230.0,202.0,551345090.0,65.0,488113870.25,159.0,474914199.5,134.0,449148600.0,41.0,422906829.84,124.0,408042391.68
122,005267.OF,350.0,556899235.0,76.0,546515762.87,963.0,522063266.4,41.0,431804833.8,17.0,410773825.38,33.0,340355150.52,194.0,335934309.53,29.0,306035796.0,60.0,303148350.78,83.0,213719580.0
123,005268.OF,1917.0,40680718.4,859.0,38647931.52,60.0,28824009.98,657.0,22171874.34,96.0,20111437.0,1790.0,19424700.0,153.0,15558714.9,249.0,15535800.0,34.0,15496228.0,87.0,15085920.0
124,040018.OF,,,,,,,,,,,,,,,,,,,,
125,110022.OF,1790.0,2323759671.0,302.0,2189824233.5,493.0,1965363702.84,657.0,1939682754.4,511.0,1800153024.0,87.0,1604810317.98,138.0,1598150940.21,53.0,1344194278.56,251.0,1141486199.7,57.0,1140473880.0
126,118001.OF,,,,,,,,,,,,,,,,,,,,
127,162208.OF,385.0,32586960.0,549.0,30054429.42,118.0,26643837.6,60.0,26073333.0,254.0,25277300.0,53.0,24559220.0,1917.0,22080130.0,234.0,21963975.6,39.0,19032032.1,540.0,18686637.75
128,320022.OF,191.0,54893562.84,2.0,44402762.75,28.0,30194094.92,25.0,29704886.76,1790.0,28019700.0,12.0,22716663.0,39.0,19698680.51,419.0,17674524.0,119.0,16485920.0,66.0,15468640.0
129,340006.OF,463.0,178942637.16,257.0,152072794.52,115.0,123859458.4,38.0,112628742.0,540.0,94095312.5,37.0,85173842.16,361.0,74555400.0,136.0,70292386.5,1917.0,67316220.0,209.0,66448043.77
