,thscode,x1,ww1,x2,ww2,x3,ww3,x4,ww4,x5,ww5,x6,ww6,x7,ww7,x8,ww8,x9,ww9,x10,ww10
10,660006.OF,2354.0,4144800.0,683.0,3020568.49,293.0,2543782.19,483.0,2119222.0,2345.0,2085126.0,1092.0,1950500.0,1081.0,1732590.0,674.0,1686300.0,707.0,1579500.0,1369.0,1574058.22
11,660010.OF,1267.0,212183272.08,901.0,187545128.75,287.0,147663582.3,1006.0,142606131.26,462.0,112132100.0,273.0,106055424.0,271.0,104678555.7,277.0,90466017.84,206.0,88187238.5,546.0,84716954.25
12,660012.OF,2354.0,31431400.0,735.0,31307370.0,202.0,31188737.0,1578.0,29741574.0,452.0,28430457.0,1113.0,19151328.0,409.0,18288816.0,111.0,17102811.0,314.0,15455560.0,1560.0,13860504.0
13,688888.OF,132.0,131940000.0,1134.0,129800000.0,250.0,117600000.0,519.0,97224000.0,453.0,85420000.0,316.0,80900000.0,1319.0,77600000.0,387.0,75500000.0,62.0,70780659.42,408.0,64250000.0
14,690004.OF,1363.0,9122880.0,2345.0,6734956.98,1039.0,5672496.0,680.0,5582140.0,350.0,5121298.0,1578.0,5095458.0,569.0,4918722.16,933.0,4635650.0,1507.0,4632325.0,1254.0,4608900.0
15,690005.OF,395.0,14740635.0,265.0,14462692.0,1249.0,13981633.0,198.0,13975166.7,244.0,13573548.0,1254.0,13510395.0,772.0,13144041.0,1441.0,12638800.0,706.0,11165022.0,262.0,11128983.75
16,690007.OF,1297.0,132825737.24,371.0,93121990.2,599.0,88893871.2,876.0,84967328.16,2354.0,80766609.0,1369.0,78275831.44,648.0,76655992.5,568.0,72933438.76,1578.0,70938894.0,462.0,67788509.3
17,700001.OF,1028.0,7330960.0,592.0,6679644.0,983.0,6151440.0,820.0,5842200.0,772.0,5800959.0,373.0,5655988.8,567.0,5530880.0,717.0,5439456.0,376.0,5384080.0,195.0,5299518.0
18,700003.OF,181.0,283051838.8,1374.0,209552556.48,1020.0,194777392.95,105.0,169883648.84,360.0,169764525.0,682.0,168211501.66,1363.0,167288017.0,609.0,166923592.44,422.0,158831823.54,613.0,136091673.35
19,720001.OF,552.0,267426495.38,402.0,249689548.92,119.0,220330007.91,120.0,205775984.7,446.0,189954986.38,191.0,179190110.7,169.0,152587894.34,95.0,148890595.84,35.0,147121830.9,98.0,142817664.99
20,750001.OF,1249.0,191122583.64,1507.0,157586330.75,1074.0,139331000.0,772.0,138041681.58,712.0,109814645.85,72.0,105481331.51,746.0,96978236.0,132.0,81225161.64,584.0,79695000.0,164.0,72985699.6
21,160133.SZ,2354.0,100266166.0,683.0,66553192.47,293.0,54743856.0,2345.0,53151042.0,1441.0,35624985.56,249.0,31954941.0,234.0,27198526.4,277.0,23910162.44,449.0,23638318.0,492.0,23086056.0
22,160322.SZ,914.0,138077388.9,334.0,130100661.99,802.0,117384021.14,97.0,76019510.18,289.0,42922516.77,28.0,38953718.16,69.0,36345235.77,72.0,34892198.12,31.0,33832097.45,76.0,28595216.32
23,000041.OF,,,,,,,,,,,,,,,,,,,,
24,000043.OF,,,,,,,,,,,,,,,,,,,,
25,000082.OF,443.0,27315288.0,11.0,20370673.97,517.0,17117009.89,645.0,16305800.0,1319.0,15689730.6,595.0,15225827.24,88.0,11434500.0,1560.0,11057004.0,668.0,10951560.48,262.0,9543375.0
26,000309.OF,45.0,31299732.0,25.0,30190638.69,64.0,27256065.0,1297.0,25697000.0,776.0,23663840.0,1444.0,22416345.9,205.0,20042102.5,18.0,17049200.0,901.0,15265600.0,778.0,13368400.0
27,000409.OF,637.0,322991150.24,1444.0,303518875.8,1039.0,303297965.55,2345.0,282965367.9,1369.0,242596488.2,374.0,171133008.0,1363.0,143026075.4,970.0,138063672.4,608.0,108835738.64,644.0,100628672.82
28,000457.OF,1507.0,94469616.75,251.0,62126395.12,315.0,55347950.58,970.0,45427278.48,200.0,44045537.77,1444.0,29710200.0,824.0,27811511.82,805.0,27439610.0,1297.0,27084638.0,2345.0,26593618.32
29,000471.OF,712.0,34329145.5,368.0,31843040.0,1441.0,30301523.0,648.0,29482520.0,1134.0,28445540.2,2354.0,26941200.0,915.0,26119143.0,386.0,25819248.0,327.0,25438853.0,325.0,25284644.0
30,000513.OF,102.0,56786320.0,172.0,55302059.56,2354.0,52328100.0,277.0,37493689.36,164.0,33464382.0,134.0,29712000.0,639.0,29036680.0,756.0,27597897.0,232.0,25324423.5,121.0,24584908.8
31,000524.OF,778.0,7527420.0,2354.0,7426100.0,1578.0,6035046.0,682.0,5034627.25,1560.0,4261320.0,409.0,4255834.28,282.0,4131796.62,395.0,3978975.0,648.0,3945250.0,1297.0,3674671.0
32,000549.OF,1444.0,2127180.0,723.0,1895366.04,689.0,1702136.8,876.0,1594118.24,293.0,1424518.03,541.0,1422363.8,2345.0,1337628.0,824.0,1192122.0,272.0,1145208.32,834.0,1103014.0
33,000577.OF,2345.0,220859299.86,2354.0,216819669.0,1081.0,168886278.18,1134.0,168375391.8,915.0,167837162.0,1254.0,160198317.0,1297.0,148914115.0,1369.0,146448353.38,887.0,138323494.2,295.0,102609665.9
34,000592.OF,276.0,52626530.0,2345.0,49060260.84,2354.0,47665200.0,689.0,44215323.32,1560.0,39405996.0,578.0,38520468.0,1028.0,34823880.0,1249.0,34057630.0,372.0,26570676.0,200.0,26138034.0
35,000628.OF,531.0,579021743.52,680.0,401055997.8,570.0,362495603.38,164.0,349890789.16,36.0,320321280.25,283.0,297701942.06,60.0,284727938.99,244.0,210308474.01,176.0,204455954.56,311.0,198587564.07
36,000746.OF,416.0,204285917.6,1113.0,198364439.6,464.0,192852001.5,313.0,149107493.77,376.0,140155315.2,561.0,135170140.0,316.0,125522593.44,633.0,124750091.12,595.0,123986003.67,425.0,123323280.0
37,000751.OF,371.0,716783637.2,637.0,594294421.6,736.0,586841750.8,232.0,476341888.08,739.0,436723071.4,1441.0,425338907.89,778.0,355299889.8,375.0,350405559.24,933.0,251885931.0,983.0,250687583.84
38,000778.OF,983.0,31875391.44,1578.0,31729164.0,2354.0,31604100.0,680.0,30948471.2,1066.0,30334857.0,915.0,30290689.0,901.0,28000466.2,1081.0,27751248.0,287.0,23340480.0,717.0,21331200.0
39,000780.OF,479.0,53873629.0,402.0,52638335.42,246.0,38392310.0,378.0,32919732.52,1042.0,27518742.48,373.0,27371520.0,400.0,24928857.0,137.0,22186955.0,392.0,20351660.0,300.0,13406750.0
40,000828.OF,428.0,566169725.79,1363.0,490479680.6,613.0,415746268.45,446.0,344524652.52,668.0,300633480.63,730.0,293441181.65,431.0,287690227.2,411.0,273605241.3,646.0,262657828.8,517.0,213911981.59
41,000831.OF,459.0,339440000.0,1254.0,324000000.0,1441.0,315973159.7,949.0,304643594.12,479.0,287881500.0,629.0,280802620.8,1042.0,269710577.95,378.0,268083485.04,408.0,144230000.0,118.0,141200000.0
42,000866.OF,1507.0,12385706.75,144.0,10657521.0,62.0,10655267.82,112.0,10582278.0,277.0,10451252.16,192.0,10244667.0,103.0,10198188.0,276.0,10152230.0,446.0,10110620.0,172.0,9986165.0
43,000893.OF,570.0,75113700.0,645.0,73560000.0,428.0,63384000.0,225.0,56464200.0,452.0,56364000.0,254.0,55629600.0,75.0,53380607.07,236.0,52973850.0,135.0,51593700.0,482.0,45738000.0
44,000925.OF,690.0,113915838.0,485.0,111709786.54,669.0,70125360.4,707.0,64517602.5,360.0,63688329.27,1254.0,54654588.0,717.0,53043325.44,279.0,36021792.24,325.0,35667360.0,1081.0,34439418.0
45,000955.OF,2354.0,24972420.0,901.0,20404191.78,293.0,15864540.0,2345.0,13796059.14,1113.0,8264710.0,249.0,8225698.5,1560.0,7558236.0,234.0,7144164.0,1441.0,7109325.0,449.0,6216342.0
46,000960.OF,336.0,220339915.6,903.0,216462568.29,107.0,197721776.58,776.0,174402081.6,1441.0,171367909.35,603.0,143472553.58,344.0,133141615.32,302.0,125087148.66,592.0,118718846.55,90.0,107338932.0
47,000971.OF,1578.0,145264641.36,2354.0,143876370.0,1374.0,136235214.93,138.0,127850903.04,1042.0,93045018.16,1113.0,86362514.63,942.0,81237813.3,1560.0,71592418.8,201.0,51741928.24,289.0,49580807.0
48,000978.OF,387.0,16687697.05,234.0,16644473.72,292.0,15976284.0,295.0,15801771.51,190.0,15279520.0,167.0,15269800.0,99.0,14684824.0,217.0,14617657.44,372.0,14511882.0,176.0,12894310.0
49,000979.OF,206.0,215800355.72,160.0,208849021.92,50.0,208252751.57,283.0,202981869.01,225.0,200539666.8,76.0,183643466.78,244.0,119334284.13,220.0,117439051.2,189.0,81701070.72,1074.0,73792490.0
50,000985.OF,71.0,56607375.4,1369.0,56147946.06,581.0,55922421.24,756.0,54165597.84,250.0,46376464.84,569.0,43714723.18,682.0,41286434.17,688.0,39875010.56,277.0,35762284.4,703.0,34047455.0
51,000991.OF,887.0,358294075.68,1249.0,295271043.13,778.0,289872786.72,378.0,212015625.38,772.0,193116489.0,289.0,171820200.44,706.0,168126991.23,498.0,154125131.4,458.0,151202249.4,542.0,132078382.92
52,000996.OF,2354.0,75988000.0,533.0,73157500.0,1319.0,67900000.0,1560.0,67284000.0,756.0,67140000.0,637.0,59950000.0,146.0,48437128.77,450.0,45897458.97,942.0,40460000.0,189.0,39735000.0
53,001008.OF,2354.0,35058100.0,446.0,32276210.0,712.0,30525348.75,1158.0,28499140.0,434.0,28138880.0,202.0,26993165.0,225.0,25420746.0,318.0,23877466.92,452.0,20841723.6,147.0,19802484.0
54,001009.OF,249.0,13691371.5,242.0,12356395.6,639.0,11273454.5,431.0,11266848.0,674.0,10397478.0,319.0,9833913.0,646.0,9786960.0,70.0,9612545.0,368.0,9040467.83,141.0,8994028.62
55,001028.OF,1444.0,8710890.0,272.0,7778339.44,723.0,7647605.04,876.0,7341296.0,541.0,6588839.4,689.0,6338838.8,2345.0,5861958.0,805.0,5711115.0,715.0,5313110.04,462.0,5061500.0
56,001036.OF,983.0,39341375.68,1441.0,38127783.93,375.0,37519785.6,371.0,35948558.9,637.0,30034950.0,736.0,25673889.25,387.0,25173987.95,933.0,24693350.0,795.0,23947854.06,606.0,22647734.0
57,001040.OF,352.0,109312923.0,569.0,96317329.17,447.0,91582549.0,646.0,82104480.0,375.0,68390652.0,431.0,58965120.0,153.0,46089806.1,101.0,45722975.0,443.0,34764912.0,736.0,32857979.1
58,001044.OF,2354.0,88500115.0,299.0,82730315.52,408.0,77777644.75,326.0,65189684.0,248.0,60393102.0,200.0,57383405.04,65.0,56264992.28,140.0,55988879.76,387.0,53723701.1,84.0,47761392.65
59,001054.OF,2354.0,407226600.0,1134.0,401731000.0,876.0,317680000.0,669.0,205198539.14,498.0,171188640.0,458.0,170038770.48,1249.0,166430000.0,1578.0,155376595.83,723.0,135474768.0,820.0,128400000.0
60,001070.OF,205.0,57390018.0,119.0,50910421.9,534.0,39861978.5,2345.0,39105948.0,468.0,37128125.0,151.0,29670975.0,578.0,26097474.0,252.0,25865880.0,259.0,25433766.0,43.0,24610968.0
61,001072.OF,1006.0,32328877.19,1507.0,19577050.0,642.0,16029084.0,1051.0,15725940.0,200.0,12539907.0,119.0,11569588.2,658.0,11231460.9,1444.0,10864440.0,735.0,9732491.19,342.0,9678124.0
62,001126.OF,1507.0,67832128.75,2345.0,63746236.02,2354.0,62156457.0,682.0,54709495.04,669.0,33261201.24,876.0,31532628.0,1578.0,30507157.53,1560.0,30436141.68,1039.0,30329405.97,970.0,30075273.2
63,001158.OF,2345.0,106223400.0,1074.0,97500000.0,1158.0,83385000.0,452.0,63242896.8,635.0,63192000.0,440.0,62596800.0,1369.0,59164000.0,273.0,58688952.0,1363.0,55900000.0,622.0,53522700.0
64,001163.OF,2354.0,56602425.0,942.0,53392836.7,820.0,51546501.0,2345.0,49471384.74,1560.0,46222089.48,795.0,44525315.64,629.0,41126997.6,707.0,39965250.0,481.0,38170202.0,464.0,37198125.0
65,001166.OF,2345.0,62962936.8,689.0,43894853.8,688.0,36564094.0,668.0,35156289.0,130.0,34840410.0,600.0,34363668.0,824.0,32925792.36,613.0,31912561.5,1363.0,29381040.0,188.0,26497900.0
66,001171.OF,1441.0,221179000.0,459.0,207907000.0,1254.0,202500000.0,629.0,196560000.0,378.0,178720000.0,479.0,140430936.2,1042.0,115590000.0,348.0,104026680.0,118.0,98840000.0,202.0,82590000.0
67,001178.OF,1319.0,58430860.0,445.0,57607962.0,1006.0,56026123.23,942.0,48923665.56,167.0,45210907.8,1249.0,40227855.82,706.0,32622303.78,1507.0,30549850.0,64.0,29972889.04,174.0,28786995.0
68,001186.OF,712.0,106755630.15,605.0,77379364.3,319.0,73864044.8,498.0,66239820.0,1116.0,60884208.0,206.0,53021959.05,117.0,52256127.88,570.0,44858443.0,169.0,36286952.8,67.0,34792914.0
69,001195.OF,91.0,27270132.5,132.0,25985299.2,915.0,22940000.0,452.0,22122000.0,113.0,21888000.0,245.0,21780000.0,372.0,17632400.0,138.0,16665958.4,137.0,16252400.0,742.0,16055540.89
70,001223.OF,1507.0,5334000.0,746.0,4935852.0,1374.0,4039761.0,39.0,3748130.08,220.0,3658668.0,155.0,3257175.0,19.0,2971040.0,1116.0,2659956.0,425.0,2652820.0,130.0,2371676.4
71,001230.OF,155.0,163685304.09,240.0,158915878.62,189.0,157670731.65,949.0,149615760.72,378.0,141989599.64,711.0,127403826.1,1042.0,119783913.44,246.0,102397130.0,97.0,85730182.87,88.0,64271515.16
72,001236.OF,2354.0,64244400.0,1444.0,57132450.9,466.0,51842245.0,291.0,51679309.5,278.0,51230400.0,578.0,39830688.0,81.0,35908248.0,1249.0,34131767.0,132.0,31293493.0,456.0,31144689.0
73,001245.OF,1444.0,263981280.0,2345.0,225665712.0,1297.0,225038907.8,1363.0,167201372.0,520.0,121806678.6,452.0,97261328.0,723.0,96717879.0,161.0,86517774.52,446.0,85032206.0,1369.0,83851996.18
74,001291.OF,2354.0,6217200.0,2345.0,4052226.0,778.0,2539996.0,1081.0,2522502.0,1092.0,2476900.0,1066.0,1999480.0,1297.0,1978669.0,724.0,1966544.0,717.0,1809920.0,1369.0,1709501.52
75,001313.OF,1297.0,25055345.91,715.0,25010135.4,1444.0,23711640.3,279.0,19225647.75,676.0,13493844.42,179.0,12688698.0,682.0,12593703.0,642.0,12528700.7,338.0,12509411.0,291.0,12392198.0
76,001396.OF,1374.0,16977581.67,2354.0,15024900.0,2345.0,12539475.66,715.0,10902923.7,1249.0,10400362.0,82.0,8279793.0,690.0,8167768.0,903.0,8036445.0,682.0,7181576.0,600.0,6701276.0
77,001404.OF,1051.0,158340614.7,293.0,119150757.86,276.0,111680569.0,270.0,110238616.5,465.0,107917480.8,263.0,106800920.1,122.0,106726664.7,336.0,104946083.0,263.0,104467710.8,555.0,101705663.07
78,001410.OF,536.0,361158239.86,635.0,302058865.86,1297.0,247750173.37,468.0,237099374.58,131.0,224196979.2,179.0,201252040.0,222.0,195407157.81,2345.0,191740711.98,127.0,185219694.11,622.0,182942812.92
79,001416.OF,30.0,51015479.45,27.0,23498400.0,1297.0,23152997.0,409.0,17649042.4,867.0,17602843.0,1267.0,17277120.12,2354.0,16245889.0,415.0,13563117.0,876.0,11955049.28,2345.0,11684574.0
80,001473.OF,2354.0,56386550.0,2345.0,56290533.6,1249.0,55416651.0,772.0,38046612.0,483.0,33175828.0,515.0,33055783.35,564.0,30190465.41,409.0,25521126.9,1113.0,23582922.5,151.0,22690217.85
81,001476.OF,646.0,120360729.6,327.0,94966333.33,83.0,76485872.4,703.0,74366951.75,2345.0,59780169.0,1444.0,51907235.4,322.0,51010643.84,1507.0,47793275.0,901.0,46521557.26,172.0,46202856.0
82,001490.OF,2354.0,74235095.0,1560.0,64547784.0,1249.0,36009248.7,1578.0,35957310.0,1254.0,34678206.0,362.0,28748181.0,341.0,23559690.0,2345.0,23447832.0,1158.0,19445752.6,360.0,16788492.0
83,001496.OF,2345.0,24431382.0,2354.0,21774016.0,319.0,20143914.24,1254.0,17712108.0,676.0,17480272.0,1444.0,15004530.0,1267.0,14966842.8,739.0,14658055.0,462.0,12004500.0,206.0,11633439.8
84,001528.OF,456.0,12570000.0,345.0,11566800.0,393.0,10124800.0,440.0,7216020.0,1066.0,6889400.0,422.0,6719160.0,359.0,6224000.0,742.0,6025543.41,315.0,5754528.0,500.0,5582200.0
85,001542.OF,1006.0,52216144.78,276.0,46298932.9,209.0,45882915.75,448.0,42205380.75,578.0,38240352.0,497.0,28726770.1,437.0,28711210.0,942.0,28329161.42,170.0,27927128.75,246.0,27566538.65
86,001576.OF,2345.0,179944406.7,715.0,172006958.66,386.0,164065919.03,1444.0,163536192.0,172.0,157197270.06,84.0,141290935.38,326.0,140870479.6,217.0,123131352.72,230.0,93943197.33,174.0,87764556.0
87,001579.OF,195.0,101680000.0,795.0,74594000.0,131.0,49493000.0,355.0,47380000.0,742.0,46297500.0,401.0,46280000.0,372.0,44853350.98,707.0,43875000.0,137.0,43757605.0,915.0,43400000.0
88,001583.OF,887.0,57265192.68,1249.0,54193693.1,706.0,44577634.2,279.0,40337168.5,177.0,37308761.46,1028.0,37196250.0,523.0,28656000.0,43.0,28108044.72,55.0,24549846.6,63.0,24067159.23
89,001605.OF,351.0,113144541.13,289.0,90363193.2,914.0,81360639.49,71.0,78832104.76,389.0,76995816.0,186.0,75574179.35,1363.0,65839020.0,97.0,59699467.28,81.0,59094660.96,802.0,56659403.72
90,001616.OF,2345.0,340333085.46,1254.0,312371640.0,536.0,248109959.4,440.0,233875555.2,983.0,203673312.0,533.0,175344908.95,723.0,160844137.62,258.0,152942316.8,1006.0,146739580.98,805.0,146421041.21
91,001637.OF,392.0,17364753.32,118.0,15100592.0,347.0,14857145.0,176.0,14825316.0,425.0,14590680.0,323.0,14371929.0,88.0,14102059.0,227.0,13972303.17,143.0,13889400.0,329.0,13749255.0
92,001645.OF,117.0,419699545.2,200.0,382121201.41,262.0,381125172.78,600.0,376515011.66,217.0,376458680.4,100.0,339402518.0,230.0,315905173.89,288.0,292681650.74,273.0,271594871.6,120.0,248929953.74
93,001651.OF,1028.0,16638440.0,1066.0,16384340.0,1249.0,16335861.0,717.0,15164544.0,2354.0,14834930.0,45.0,12763471.0,983.0,12585153.12,1081.0,10891098.0,114.0,9781641.0,772.0,9722574.0
94,001672.OF,335.0,38220000.0,181.0,35797296.4,205.0,33610765.86,79.0,33458146.56,58.0,33413983.95,307.0,32122234.0,317.0,30420739.3,325.0,28397288.92,44.0,26998676.6,27.0,26815836.0
95,001703.OF,2354.0,18858840.0,802.0,13092953.17,41.0,12091302.72,207.0,11372589.36,59.0,9752864.78,289.0,9307408.9,113.0,7381143.8,914.0,7190287.54,214.0,6919358.75,52.0,6693495.43
96,001705.OF,1369.0,121294482.96,1134.0,84754208.0,1254.0,83108187.0,595.0,75807863.89,609.0,72902376.36,742.0,70279419.81,1319.0,69261375.6,1158.0,68628356.55,778.0,66843489.6,180.0,66762121.86
97,001717.OF,949.0,1219367110.13,1254.0,1215000000.0,378.0,1072320044.68,1441.0,1042701000.0,459.0,992862000.0,479.0,983010000.0,629.0,936003650.4,1042.0,924722119.15,408.0,519228000.0,118.0,480184233.84
98,001725.OF,669.0,236887146.0,1254.0,194400000.0,208.0,191839000.0,360.0,163133914.14,541.0,141868652.64,252.0,95742913.25,603.0,93552158.94,264.0,93407386.21,132.0,88674048.56,133.0,87188540.0
99,001726.OF,1560.0,32744880.0,421.0,31791882.24,1113.0,27416038.0,1578.0,22116456.0,2354.0,21760200.0,443.0,19929336.0,949.0,18101382.0,820.0,17526600.0,1020.0,16707325.0,1066.0,16674420.0
100,001736.OF,64.0,152404520.55,268.0,114966000.0,531.0,109024984.2,74.0,102552739.73,375.0,96205032.0,2345.0,89935812.0,335.0,86000083.26,277.0,84106634.1,876.0,78151590.4,402.0,76440000.0
101,001766.OF,1254.0,98048394.0,210.0,90911528.36,639.0,78002256.0,603.0,65262790.84,1441.0,58862051.3,316.0,42548462.4,629.0,40586972.4,171.0,40269981.6,378.0,29934929.8,415.0,22126215.0
102,001790.OF,2345.0,657041299.92,1297.0,643208501.53,1444.0,630310331.4,715.0,591281757.27,84.0,397415323.62,736.0,393441494.1,386.0,392021446.96,440.0,383200569.36,230.0,367222774.68,326.0,345505046.2
103,001825.OF,1249.0,30913570.61,2345.0,28161003.6,1028.0,25057778.2,552.0,20604836.0,402.0,20281884.0,120.0,20125837.35,168.0,19602895.0,1363.0,18894200.0,252.0,17130833.35,206.0,16286575.9
104,001878.OF,283.0,151552188.2,129.0,115405624.61,914.0,113373828.4,1507.0,109541945.0,392.0,105087599.86,119.0,91229122.88,117.0,79584951.87,297.0,74312215.51,1578.0,74075672.4,72.0,72296762.79
105,001956.OF,270.0,54815641.5,309.0,53970468.5,730.0,53861569.05,319.0,51141123.0,639.0,49290849.85,139.0,47564400.0,448.0,37412226.15,556.0,33037889.54,368.0,31626290.4,607.0,30484213.32
106,001974.OF,2354.0,30343390.0,542.0,28022315.31,1297.0,27341608.0,1560.0,26640426.96,441.0,25357256.0,645.0,24956480.52,1254.0,24722820.0,242.0,23060653.0,717.0,22782368.0,1267.0,21457659.6
107,001975.OF,347.0,234776714.4,148.0,227411799.3,279.0,223082523.5,983.0,194463075.68,252.0,189729619.7,407.0,179792152.65,312.0,178303625.76,322.0,131143936.44,145.0,128428624.5,134.0,121299366.24
108,002121.OF,914.0,239576203.84,802.0,203954658.71,67.0,149587208.58,106.0,139039119.12,139.0,135917283.4,409.0,100883189.32,178.0,100681011.06,70.0,97248697.01,44.0,92920446.55,393.0,83118336.0
109,002168.OF,2345.0,475962269.94,805.0,386182707.92,536.0,322801151.86,440.0,279464152.59,1444.0,265361310.0,723.0,259126678.26,409.0,256012935.78,127.0,225670604.78,468.0,224785074.51,407.0,207780857.1
110,002210.OF,901.0,12599588.42,147.0,6037416.0,123.0,5970766.0,36.0,5866348.0,236.0,5831992.7,66.0,5717094.0,9.0,5716635.33,106.0,5656064.0,175.0,5605754.0,50.0,5601888.0
111,002229.OF,434.0,53864691.16,1507.0,46528132.75,876.0,45911517.92,465.0,45485910.18,457.0,44934631.5,348.0,44829283.32,36.0,38767390.86,730.0,37856786.6,2345.0,33955293.36,300.0,33886718.8
112,003145.OF,122.0,15226082.93,778.0,14909148.0,639.0,12969737.0,2345.0,12432072.0,756.0,12246336.0,543.0,12190550.0,1560.0,10653300.0,1113.0,8749193.0,735.0,8380660.0,492.0,7972043.24
113,003298.OF,983.0,217992016.0,466.0,211028072.15,223.0,159847065.82,395.0,118440790.65,335.0,112615877.12,316.0,91206288.72,235.0,76978978.3,805.0,75126238.64,215.0,74434353.0,339.0,65245490.8
114,003745.OF,739.0,319672805.2,1363.0,303492280.0,1039.0,293035735.26,1444.0,281740771.8,159.0,259612432.0,1369.0,246358769.22,318.0,181710915.32,375.0,161853513.36,1297.0,143620533.0,302.0,123487021.67
115,003834.OF,2345.0,1243362600.9,715.0,1136450917.46,425.0,1077406605.6,536.0,1072049786.94,350.0,957291238.46,411.0,885352803.3,349.0,858174590.0,397.0,763345185.6,454.0,760947180.0,805.0,692881793.39
116,003984.OF,2345.0,486219516.18,805.0,473036819.68,536.0,366767133.74,440.0,302127976.08,468.0,283386206.05,1444.0,271330950.6,723.0,266801871.24,127.0,258055220.45,479.0,245522151.74,409.0,239213342.26
117,004075.OF,1254.0,280255221.0,1441.0,275568179.98,949.0,274993031.03,368.0,239789294.0,373.0,144450608.76,459.0,141218241.52,639.0,137110880.0,629.0,127744250.4,776.0,107898097.6,447.0,92448040.55
118,004476.OF,776.0,36585156.0,802.0,35798849.31,546.0,30685153.0,581.0,29573536.24,523.0,27347823.04,876.0,25549327.36,409.0,25501473.93,2345.0,23880594.0,130.0,22414691.7,682.0,20283697.22
119,004640.OF,637.0,58905571.12,64.0,52584205.5,608.0,46280718.0,50.0,42159480.0,407.0,38322467.55,19.0,34374448.64,34.0,32457677.0,122.0,31261482.0,2345.0,30726102.0,42.0,27722344.0
120,004683.OF,949.0,25309622.0,1020.0,24409685.0,1254.0,23060700.0,629.0,21532680.0,1042.0,18014316.2,168.0,17431252.0,450.0,13692605.0,59.0,12471624.0,326.0,12320880.0,373.0,12282494.4
121,004851.OF,949.0,1080842349.34,1254.0,1005324210.0,1020.0,868132429.25,450.0,751769299.54,561.0,733020764.0,639.0,703468916.0,903.0,565066162.05,776.0,400915020.0,408.0,377873369.28,459.0,376967086.21
122,005267.OF,1028.0,469188720.0,299.0,436350147.84,1081.0,403719477.48,1158.0,384773319.05,283.0,382455319.17,408.0,318436685.25,495.0,282206295.84,297.0,273077348.12,498.0,263080470.6,326.0,221268879.18
123,005268.OF,2354.0,33676500.0,1578.0,25836682.41,2345.0,20067567.36,1254.0,19602324.0,742.0,17494343.73,515.0,17466158.12,230.0,17386702.8,867.0,13776138.0,564.0,13607160.0,1374.0,12609671.1
124,040018.OF,,,,,,,,,,,,,,,,,,,,
125,110022.OF,735.0,2666139365.8,1578.0,2653387658.19,2354.0,2610654090.0,1560.0,2371378154.04,1113.0,2314286944.1,983.0,1745171639.72,648.0,1458667500.0,564.0,1433776664.67,519.0,1046096090.07,1066.0,938881993.0
126,118001.OF,,,,,,,,,,,,,,,,,,,,
127,162208.OF,224.0,32963876.76,351.0,29577624.0,492.0,21405160.0,1363.0,21007220.0,348.0,20962476.0,613.0,19685235.0,401.0,18444360.0,1051.0,18429540.0,756.0,17098543.8,1444.0,16868010.0
