,thscode,x1,ww1,x2,ww2,x3,ww3,x4,ww4,x5,ww5,x6,ww6,x7,ww7,x8,ww8,x9,ww9,x10,ww10
10,166020.OF,13.0,76764303.66,13.0,53364673.89,16.0,50787150.48,30.0,36962106.18,2.0,34283900.0,18.0,33639525.0,48.0,28618021.52,38.0,28596843.1,5.0,27799487.37,20.0,25636000.0
11,166301.OF,570.0,782901070.85,36.0,298081852.53,37.0,287878576.7,149.0,283062531.3,104.0,273061376.0,12.0,243785086.0,128.0,243580286.0,118.0,235454400.0,92.0,226940190.44,84.0,226562622.0
12,180010.OF,771.0,49713167.0,169.0,42874920.0,672.0,36210365.1,211.0,36175048.0,1453.0,33212459.52,521.0,29592025.68,212.0,28243170.0,811.0,27486818.8,545.0,27218045.82,623.0,26924444.0
13,180012.OF,1738.0,1276970500.0,351.0,1201686460.0,267.0,1194750903.64,811.0,1191998334.1,132.0,1032022577.48,623.0,998688378.56,270.0,909408825.0,245.0,717639280.8,387.0,706760826.8,64.0,678607087.6
14,180013.OF,1738.0,41244348.6,811.0,20711740.0,34.0,8949226.0,227.0,8876952.0,169.0,8718480.0,155.0,7609815.5,147.0,7606468.0,4.0,7169192.04,224.0,7088785.5,92.0,6656275.0
15,180018.OF,874.0,47545472.49,1738.0,25215671.0,78.0,19268174.0,771.0,15563170.0,270.0,14296680.0,176.0,13920550.0,178.0,13572042.0,88.0,12123306.0,234.0,11694500.0,198.0,8118080.0
16,180028.OF,61.0,4124076.0,757.0,3452366.52,5.0,3350487.0,14.0,3318484.26,6.0,3225867.5,84.0,2526810.0,20.0,2485868.0,729.0,2419272.33,4.0,2323945.83,28.0,2163480.0
17,180031.OF,164.0,204839601.6,44.0,126839073.16,145.0,109201791.6,23.0,108386432.64,95.0,108288176.25,13.0,103886848.64,25.0,100306527.48,22.0,98848087.17,51.0,97111425.87,56.0,95188012.0
18,200001.OF,23.0,3021192.0,14.0,2752400.0,28.0,2385148.0,165.0,2291580.2,1.0,2199500.0,94.0,2172672.0,234.0,2156500.0,29.0,2082600.0,21.0,2004576.0,599.0,1957020.0
19,200006.OF,9.0,35931060.0,28.0,33668631.92,8.0,32649166.0,24.0,29826000.0,47.0,29504290.0,97.0,25425000.0,26.0,23413985.0,50.0,22549406.0,10.0,22540210.56,21.0,21439042.38
20,200008.OF,1738.0,135973977.1,811.0,126392743.4,771.0,125240591.0,270.0,107415360.0,351.0,94004708.0,443.0,83476246.09,132.0,64653580.56,501.0,60409508.42,623.0,57088920.0,411.0,38278500.0
21,202003.OF,1738.0,266394031.8,245.0,219126024.0,52.0,154472223.15,208.0,149094801.57,246.0,119059876.0,11.0,109222525.44,447.0,107793234.0,50.0,105827306.2,387.0,101048129.4,41.0,99862377.05
22,202005.OF,1738.0,180025862.25,105.0,137763649.25,501.0,103422549.68,214.0,102304040.85,270.0,97873549.2,347.0,94856737.4,407.0,91511117.4,195.0,79044656.97,57.0,76741332.36,89.0,71555484.0
23,202007.OF,1738.0,83600201.1,1453.0,48602539.58,96.0,47676578.4,443.0,39298905.74,757.0,30055896.77,347.0,29992571.0,78.0,21914505.0,299.0,21219239.0,42.0,20881541.16,369.0,20001150.0
24,202011.OF,1738.0,91060586.5,387.0,77456000.0,1453.0,60915090.9,167.0,43435262.8,131.0,42682737.0,148.0,39825625.4,411.0,39021424.0,619.0,38443944.0,10.0,35545810.8,88.0,32958000.0
25,202023.OF,1738.0,253581161.6,50.0,152299260.0,77.0,136151020.1,729.0,136084068.5,37.0,132283654.79,1453.0,124257202.42,270.0,113667303.6,757.0,111694210.96,73.0,101806712.33,39.0,86039161.11
26,202212.OF,1738.0,14460342.0,757.0,12692523.97,874.0,12367905.42,729.0,12297967.67,105.0,10597000.0,270.0,8697600.0,811.0,8666000.0,501.0,8189513.04,195.0,7551281.52,407.0,6909540.0
27,206009.OF,13.0,318782126.45,99.0,227231093.16,10.0,180564958.53,85.0,174640866.72,6.0,172188384.4,20.0,160042984.59,79.0,159480689.49,12.0,146875905.47,50.0,145035000.0,48.0,138309701.36
28,210003.OF,25.0,24620550.0,447.0,20647998.0,421.0,18157008.0,88.0,17439311.8,212.0,17278470.0,221.0,16545816.0,42.0,16275168.0,162.0,16112880.0,12.0,16035090.0,118.0,15890217.0
29,210008.OF,234.0,66025000.0,599.0,59809078.8,198.0,55879742.0,282.0,40134810.0,447.0,34907482.8,204.0,34450840.0,10.0,28574774.0,50.0,19883053.24,134.0,17710549.0,104.0,16306086.0
30,210009.OF,28.0,31550219.4,12.0,28133600.0,65.0,26783500.0,14.0,26329900.0,28.0,25576400.0,44.0,24193500.0,17.0,23850655.4,170.0,21596508.36,145.0,20666286.3,31.0,20340110.0
31,213003.OF,244.0,77991522.5,93.0,72194151.12,12.0,63983438.76,221.0,56679798.0,22.0,56311725.0,8.0,54478864.8,7.0,47199005.67,40.0,46077252.0,12.0,44588947.64,8.0,41324791.2
32,217009.OF,73.0,57573460.0,32.0,38731102.0,239.0,34566018.3,147.0,34167501.88,23.0,24754603.0,170.0,22270310.1,501.0,22175837.6,1.0,20599332.6,57.0,19641663.0,98.0,18252370.8
33,217010.OF,73.0,48950628.5,239.0,36788975.4,147.0,35954288.16,32.0,33987457.8,23.0,21195362.44,501.0,18514911.2,170.0,17428223.25,98.0,17270262.0,57.0,16704729.0,178.0,15701092.0
34,217012.OF,359.0,11740410.0,28.0,11137200.0,221.0,8747340.0,88.0,8739122.0,16.0,8334330.0,244.0,7644396.0,52.0,7543455.0,50.0,7501812.0,55.0,7494848.0,162.0,7435260.0
35,217013.OF,176.0,13033222.2,57.0,12507642.0,351.0,10662540.0,54.0,9691968.0,55.0,8027096.08,130.0,7360173.0,1738.0,6294925.0,61.0,6275918.0,81.0,6108977.88,347.0,5897946.8
36,217020.OF,227.0,7311276.0,874.0,6082576.44,83.0,4826003.0,1453.0,4507266.0,70.0,4427994.84,84.0,4237184.72,351.0,4215200.0,220.0,4194905.0,46.0,4074726.22,270.0,3968280.0
37,229002.OF,36.0,1801368.0,501.0,1594330.0,8.0,1542688.0,28.0,1468482.8,105.0,1451789.0,26.0,1423576.0,246.0,1380600.0,521.0,1374849.0,109.0,1365945.0,369.0,1278180.0
38,233006.OF,25.0,32612684.89,6.0,31512743.32,9.0,29027864.19,20.0,21056315.0,5.0,18156850.0,672.0,17417463.0,407.0,16894800.0,79.0,16443540.0,61.0,14852200.0,369.0,13941630.0
39,233007.OF,501.0,33055114.62,1738.0,32553755.0,45.0,22743504.0,224.0,21409933.0,771.0,18170196.1,443.0,17057658.01,811.0,16292080.0,351.0,16094400.0,79.0,15449668.2,137.0,14692300.0
40,233009.OF,9.0,9575600.0,1.0,7179999.0,4.0,6671955.0,16.0,6561930.0,86.0,6420656.0,208.0,6413446.0,1.0,6359040.0,3.0,6321211.5,2.0,6296547.0,1.0,6276618.0
41,233011.OF,369.0,10675170.0,221.0,8406342.0,176.0,6629846.0,128.0,6224340.5,25.0,5999967.0,59.0,5817672.0,347.0,5372978.95,26.0,5249398.0,48.0,3473072.0,79.0,3096900.0
42,240004.OF,599.0,161433074.4,198.0,108136524.0,176.0,93164610.0,244.0,63795591.0,162.0,62305740.0,44.0,51763097.6,421.0,46972140.48,25.0,46667170.2,75.0,44006286.0,672.0,42837270.0
43,240008.OF,39.0,66374464.5,1453.0,65684265.6,252.0,64850014.32,18.0,55413432.5,11.0,48654292.0,31.0,46376818.4,67.0,45585365.19,147.0,36452884.0,623.0,29088164.0,771.0,28425810.0
44,240022.OF,570.0,149199000.0,191.0,101530000.0,245.0,99840000.0,113.0,82522000.0,92.0,81640000.0,20.0,63993000.0,118.0,59100000.0,149.0,52850000.0,104.0,51240000.0,51.0,49374000.0
45,257010.OF,12.0,67457301.0,12.0,67222022.7,19.0,62863143.0,50.0,59020530.0,64.0,55400150.0,7.0,54492469.3,31.0,51542293.22,109.0,51400855.32,495.0,48032316.24,9.0,45027539.53
46,257020.OF,250.0,79629000.0,164.0,60168000.0,18.0,59237000.0,347.0,52692500.0,570.0,48520000.0,34.0,45934200.0,109.0,35316000.0,103.0,34152000.0,48.0,33536000.0,176.0,31725000.0
47,257040.OF,116.0,6993000.0,225.0,6926400.0,248.0,6841800.0,672.0,6762000.0,117.0,6720000.0,22.0,6692600.0,69.0,6543000.0,12.0,6497400.0,16.0,6152500.0,109.0,6147600.0
48,257070.OF,599.0,55248180.0,165.0,54821776.16,447.0,53842384.8,244.0,53166369.0,108.0,52030683.0,227.0,48645553.32,94.0,46651772.16,250.0,42767046.8,30.0,38773911.25,23.0,34334951.16
49,260101.OF,35.0,247830134.49,155.0,224444654.72,51.0,199365345.9,70.0,170448800.0,5.0,160825136.61,24.0,150890573.77,347.0,144294496.95,126.0,141619166.4,6.0,139841792.35,30.0,139065175.7
50,260103.OF,24.0,100593715.85,1738.0,93301579.8,771.0,72977062.2,811.0,63283465.0,19.0,51219863.01,8.0,50641721.31,443.0,50265603.0,501.0,45894038.66,570.0,45308788.71,1453.0,43705659.01
51,260104.OF,1738.0,257859912.05,811.0,244811466.9,771.0,240799860.0,351.0,198646569.0,443.0,188867000.0,105.0,170092129.09,501.0,155469667.98,270.0,149467984.2,1453.0,146176118.19,92.0,120305541.5
52,260108.OF,1738.0,3127432048.65,811.0,2946025548.55,771.0,2934680000.0,443.0,2925037191.0,270.0,2717986681.8,501.0,2413040000.0,105.0,2078473750.18,92.0,1945746968.25,351.0,1789954982.0,623.0,1664388626.6
53,260109.OF,1738.0,423463201.85,771.0,414008420.0,811.0,399921601.1,270.0,343990080.0,443.0,342570472.13,351.0,326792960.0,501.0,304215400.0,105.0,284756119.83,92.0,248875000.0,411.0,189280000.0
54,260116.OF,1738.0,179855000.0,267.0,169120000.0,87.0,110114087.43,60.0,102281943.32,43.0,99100000.0,570.0,97040000.0,10.0,88800000.0,107.0,81120000.0,421.0,71896000.0,369.0,71010000.0
55,262001.OF,,,,,,,,,,,,,,,,,,,,
56,270005.OF,62.0,305318000.0,20.0,232800370.0,9.0,215600000.0,27.0,204737680.0,501.0,204246600.0,29.0,194822727.0,282.0,118200039.4,25.0,110576724.97,9.0,106806123.2,7.0,98646408.0
57,270006.OF,1738.0,340341415.05,1453.0,319429129.3,202.0,277369108.8,37.0,267410709.79,40.0,237685444.2,37.0,221785907.37,811.0,191215290.0,91.0,173004525.87,501.0,162906054.0,70.0,150161685.0
58,270008.OF,570.0,81673716.0,411.0,73474440.0,623.0,73316820.0,66.0,69222991.0,346.0,68085888.0,175.0,60423248.6,64.0,42771912.92,43.0,42559385.4,70.0,39615534.66,239.0,32798528.1
59,270021.OF,35.0,163445625.0,204.0,158657260.0,619.0,152079018.0,443.0,106628912.0,28.0,90856549.5,39.0,74672100.16,623.0,73654027.44,47.0,64303957.8,214.0,63730137.9,36.0,56114022.51
60,270025.OF,570.0,117565173.0,64.0,107055146.0,70.0,105769713.0,12.0,101356972.64,66.0,95955109.31,623.0,93056604.0,411.0,88239091.2,17.0,80452509.37,346.0,79788288.0,7.0,69801671.16
61,270028.OF,32.0,254844547.1,67.0,239705090.04,35.0,219671799.36,619.0,207591930.0,11.0,141107073.64,107.0,130025339.88,90.0,127897113.74,130.0,106728176.4,176.0,98458537.5,1453.0,98392398.6
62,270041.OF,811.0,28294490.0,1738.0,26798395.0,132.0,17468910.56,48.0,17336076.0,623.0,16965784.0,771.0,15937810.0,58.0,15500585.02,52.0,11886867.0,39.0,10497375.0,39.0,10312991.01
63,270050.OF,62.0,100989800.0,20.0,84200000.0,27.0,69600000.0,9.0,67760000.0,29.0,64696500.0,7.0,50401440.0,282.0,47280000.0,9.0,46284272.0,70.0,34210000.0,9.0,33090000.0
64,288002.OF,1453.0,65781720.0,250.0,62732691.4,619.0,52620014.16,70.0,47539603.41,49.0,46931835.64,38.0,44372250.0,113.0,42462557.83,44.0,41231368.96,104.0,40992000.0,266.0,38881550.0
65,290011.OF,24.0,95653000.0,10.0,94300000.0,42.0,93944500.0,28.0,93786000.0,12.0,85184000.0,6.0,82869600.0,27.0,80085600.0,6.0,78055000.0,40.0,77000000.0,28.0,64910300.0
66,290012.OF,16.0,79684998.0,43.0,78109328.0,12.0,62874240.0,2.0,61274430.0,7.0,58829189.0,3.0,53335999.8,1.0,49292793.0,1.0,37265549.5,4.0,32623007.28,1.0,23389832.0
67,320003.OF,13.0,211747173.44,25.0,205827987.02,208.0,198005725.58,155.0,189197869.12,158.0,162365737.41,12.0,158459981.79,9.0,138022236.36,6.0,130824109.3,14.0,124379315.96,13.0,121481857.08
68,320005.OF,208.0,102112060.05,220.0,89134280.16,351.0,75062413.5,811.0,71948381.75,3.0,59415438.54,619.0,58105999.56,162.0,46442340.0,12.0,45730107.6,1738.0,30215640.0,33.0,26040420.0
69,320011.OF,19.0,78196000.0,97.0,77578230.77,12.0,71384712.96,13.0,65197040.48,147.0,59521721.1,158.0,57903982.03,20.0,44817287.25,35.0,42990801.18,228.0,41697096.0,3.0,39708000.0
70,320012.OF,771.0,28019950.0,21.0,24433390.08,25.0,19906640.33,109.0,19513500.0,155.0,17381345.28,26.0,15837609.6,17.0,12881000.0,545.0,12070884.0,9.0,11856829.92,39.0,11197200.0
71,320015.OF,97.0,50376600.0,228.0,47880000.0,19.0,42419600.0,12.0,36608000.0,13.0,36268480.0,147.0,34045721.1,158.0,33538620.0,623.0,33288000.0,20.0,24985800.0,3.0,22721800.0
72,340007.OF,62.0,328804000.0,1453.0,304545000.0,105.0,233134000.0,545.0,224700000.0,148.0,194700000.0,239.0,173340000.0,23.0,164052000.0,299.0,134348387.8,12.0,124696335.0,346.0,121881600.0
73,370027.OF,1453.0,54251037.21,501.0,48836310.04,1738.0,48105816.85,232.0,47866408.38,158.0,44303448.06,421.0,34502236.8,38.0,24020590.0,811.0,22631692.3,299.0,22355168.25,239.0,21909405.6
74,375010.OF,158.0,220593970.64,599.0,196216152.0,234.0,158655225.0,1453.0,154778499.29,282.0,126893413.0,619.0,97394684.52,36.0,67122836.64,133.0,64449163.8,344.0,55555634.64,137.0,55414296.0
75,377010.OF,38.0,83476477.98,619.0,81537094.38,107.0,80033169.2,158.0,79580709.23,91.0,76926042.3,1453.0,50573351.79,344.0,26566568.0,66.0,26561946.95,369.0,25137540.0,38.0,24952260.0
76,377016.OF,,,,,,,,,,,,,,,,,,,,
77,377240.OF,158.0,480813954.43,599.0,438881536.8,234.0,370412125.0,1453.0,367117627.82,282.0,284977225.3,619.0,215082714.0,36.0,182504700.18,133.0,146624553.0,344.0,145192380.8,359.0,142153347.6
78,378010.OF,158.0,46103398.54,282.0,33667300.0,123.0,26584192.0,54.0,24401140.0,17.0,24184764.0,38.0,23406313.96,78.0,22421475.0,65.0,21841397.0,43.0,19753107.5,421.0,18515344.2
79,378546.OF,,,,,,,,,,,,,,,,,,,,
80,379010.OF,155.0,32642891.84,599.0,25398298.2,176.0,20080984.7,78.0,18463810.0,282.0,18401770.0,234.0,14387940.0,447.0,13451882.4,158.0,13286504.7,359.0,12701709.9,29.0,12266514.0
81,398011.OF,18.0,12201490.0,4.0,10250592.0,53.0,9802440.0,21.0,8972361.6,39.0,8630039.04,21.0,7976230.6,23.0,7812275.2,36.0,7195501.0,811.0,6131195.0,282.0,5309150.0
82,398021.OF,359.0,99964260.0,286.0,65991325.0,1453.0,60705970.0,221.0,54226095.0,32.0,53546277.0,78.0,50565795.3,143.0,48392400.0,90.0,41936800.0,570.0,36915229.0,245.0,35383920.0
83,398061.OF,811.0,25759685.0,1738.0,24100570.0,771.0,20636420.0,270.0,17476740.0,152.0,12598400.0,351.0,10897250.0,545.0,10421586.0,46.0,10133760.0,359.0,8969400.0,221.0,8139474.0
84,400001.OF,1738.0,14388400.0,32.0,12777737.5,874.0,9123864.66,149.0,7550000.0,12.0,7480354.8,23.0,7415809.65,47.0,6873600.0,387.0,6777400.0,22.0,6704500.0,162.0,6564000.0
85,400007.OF,10.0,9472000.0,874.0,9123864.66,76.0,6014400.0,165.0,5288262.0,19.0,4962000.0,250.0,4826000.0,88.0,4787308.5,1738.0,4496375.0,100.0,4092000.0,811.0,3683050.0
86,400011.OF,757.0,20206498.16,1738.0,15034079.45,1453.0,12096527.4,123.0,7577280.0,169.0,6818760.0,187.0,6814182.0,97.0,6189055.0,45.0,6112728.0,25.0,6005573.0,82.0,5940473.0
87,400015.OF,93.0,1134180001.64,1453.0,1070567850.62,286.0,1062636531.0,369.0,1061893244.7,67.0,1028142867.06,49.0,1025716234.28,24.0,981047253.06,7.0,616529126.26,113.0,592406532.96,202.0,551158216.32
88,400025.OF,771.0,10146812.2,1738.0,9712170.0,102.0,9314707.62,195.0,7188000.0,107.0,6720000.0,811.0,5416250.0,545.0,5392080.96,359.0,5346000.0,70.0,5287000.0,97.0,4954343.75
89,410003.OF,35.0,80645639.34,204.0,75803680.0,411.0,63544000.0,8.0,52129499.0,30.0,44677677.69,141.0,35379550.8,148.0,34737725.0,11.0,33619264.0,14.0,33577926.5,1453.0,32241164.0
90,410006.OF,212.0,574740.0,137.0,522770.0,176.0,423000.0,55.0,371500.0,130.0,364365.0,57.0,340650.0,15.0,338000.0,24.0,333600.0,35.0,330761.0,73.0,285085.0
91,410007.OF,35.0,59226216.0,204.0,58056468.8,411.0,46914400.0,8.0,41767670.2,30.0,37762917.0,10.0,29954136.26,14.0,29013155.0,128.0,28375964.38,11.0,25112640.0,141.0,25023647.88
92,420001.OF,1738.0,24141936.65,411.0,18668551.2,252.0,18388916.0,75.0,16467400.0,191.0,15059760.32,147.0,14815404.0,599.0,14799240.0,9.0,10361519.0,6.0,10295339.73,35.0,10257524.59
93,420003.OF,1738.0,56575188.8,351.0,39844178.0,771.0,38022525.8,84.0,36228968.36,92.0,27073075.0,811.0,23158368.45,58.0,20387150.0,246.0,19472360.0,79.0,17767012.0,57.0,17555034.0
94,420005.OF,252.0,33118904.0,75.0,30194240.0,191.0,29167776.0,56.0,27566251.6,33.0,24973920.0,147.0,24614968.0,128.0,23448160.0,9.0,21500909.4,6.0,20896083.0,41.0,20448120.0
95,450002.OF,365.0,187546019.1,43.0,181066151.91,521.0,174106096.71,134.0,153498947.0,299.0,135437455.77,236.0,102401726.03,61.0,100322093.28,27.0,95099978.61,248.0,92124657.81,619.0,79369329.48
96,450003.OF,521.0,102207000.0,47.0,101293974.08,55.0,101178000.0,39.0,98446995.43,20.0,98200000.0,359.0,98010000.0,78.0,95850000.0,619.0,95424000.0,299.0,94045000.0,145.0,93360000.0
97,450004.OF,619.0,140838369.0,1738.0,124655701.95,570.0,115456991.13,147.0,109178108.44,227.0,104316251.76,37.0,100289178.0,267.0,100110414.88,359.0,96002042.4,100.0,95395746.0,365.0,89519430.0
98,450007.OF,619.0,2080183.56,421.0,1813740.0,1453.0,1786664.0,365.0,1727880.0,22.0,1115728.0,162.0,1105020.0,299.0,1058678.0,176.0,858700.0,347.0,853016.3,811.0,844935.0
99,450010.OF,1738.0,147840810.0,6.0,99886994.54,299.0,88617179.39,359.0,85699350.0,619.0,79849014.0,1453.0,73098312.11,545.0,65165831.22,42.0,51840000.0,37.0,51442965.75,58.0,49761206.0
100,450011.OF,359.0,13365000.0,47.0,12662000.0,521.0,12396720.0,78.0,12013200.0,1453.0,11775740.0,39.0,11393430.93,19.0,11107200.0,20.0,11076960.0,299.0,10748000.0,55.0,10731000.0
101,460001.OF,13.0,70297166.68,22.0,68701112.0,107.0,56106624.0,20.0,47435913.0,17.0,46889076.15,109.0,41758890.0,16.0,38234539.2,143.0,34449450.0,5.0,34321570.38,3.0,33177425.76
102,460007.OF,98.0,15284068.2,58.0,13228160.0,570.0,12828688.0,118.0,10820619.0,5.0,10316340.0,18.0,8821732.52,36.0,8694530.0,20.0,8092392.0,10.0,8021220.0,35.0,6430631.0
103,460009.OF,6.0,5288870.0,69.0,4939238.0,58.0,4796475.24,31.0,4325188.0,109.0,4097835.0,32.0,3893550.0,26.0,3737157.6,96.0,3712116.0,57.0,3658698.0,162.0,3571910.0
104,460010.OF,,,,,,,,,,,,,,,,,,,,
105,470006.OF,501.0,291760838.76,52.0,276977677.12,545.0,275094817.2,195.0,265940402.04,87.0,222330710.58,81.0,179173331.24,62.0,174245452.32,33.0,172078436.34,87.0,150155573.77,50.0,147576106.59
106,470008.OF,38.0,83399511.36,87.0,66431103.42,1738.0,53057225.0,299.0,44441367.8,25.0,44233715.32,811.0,44023280.0,65.0,38814848.01,220.0,37208514.0,344.0,35692560.05,146.0,30596800.0
107,470009.OF,27.0,126475938.38,158.0,123854605.0,44.0,117865314.65,104.0,103486104.0,31.0,95934132.14,61.0,74727290.0,12.0,71311447.0,421.0,61597976.44,20.0,55285282.05,447.0,54500554.8
108,481001.OF,239.0,215852886.9,1453.0,198115455.82,369.0,161429636.7,84.0,161329397.84,346.0,150783083.52,387.0,139982356.0,202.0,117992815.68,45.0,117878352.48,29.0,116316675.45,411.0,116011909.0
109,481004.OF,211.0,20871724.16,91.0,19208960.0,387.0,17233960.0,1453.0,16469793.6,154.0,16069830.0,176.0,15753366.0,501.0,14641982.0,407.0,14243616.0,155.0,13421158.4,35.0,12630496.0
110,481006.OF,387.0,25144154.0,623.0,20139240.0,147.0,16408860.0,79.0,15980450.0,57.0,15732920.0,134.0,14233583.0,204.0,13468760.0,187.0,13046190.3,76.0,12259352.0,228.0,11921322.0
111,481008.OF,365.0,16908540.0,154.0,13153224.0,623.0,8965568.0,40.0,8918675.36,220.0,8841569.0,252.0,7819812.0,73.0,7528584.0,1738.0,7374055.0,21.0,7153328.0,83.0,6435455.0
112,481013.OF,1738.0,17224713.35,365.0,15336750.0,21.0,11030914.44,623.0,9359476.0,220.0,9340264.0,40.0,9225686.56,811.0,6911135.0,5.0,6574750.0,73.0,6522936.0,771.0,5978630.0
113,487021.OF,1453.0,40382667.0,757.0,40209915.94,501.0,36458276.64,299.0,28931385.79,811.0,23311540.0,91.0,22412962.24,43.0,20647988.34,27.0,19353440.0,137.0,15662532.0,118.0,15367210.0
114,519001.OF,1738.0,138887628.1,227.0,46073679.12,169.0,44898840.0,155.0,39802394.1,147.0,39507477.2,224.0,36553603.5,30.0,35921856.0,21.0,32877802.65,36.0,32593260.75,211.0,32139585.8
115,519002.OF,1738.0,339792857.3,234.0,223250733.0,545.0,218585014.2,208.0,173700064.07,18.0,158063625.0,672.0,153318690.0,28.0,140303873.84,58.0,128061248.7,101.0,122697235.0,47.0,113544450.0
116,519003.OF,76.0,133593967.21,125.0,131932049.32,58.0,100613606.56,64.0,71974955.0,65.0,67929390.7,62.0,62812180.33,40.0,59133256.0,78.0,57737213.42,162.0,57386700.0,84.0,54207010.0
117,519005.OF,198.0,167538670.0,599.0,153632902.2,29.0,126022336.0,282.0,114984960.0,244.0,114791118.11,28.0,104892980.0,234.0,101479000.0,7.0,97031520.0,7.0,93025486.2,447.0,89710239.6
118,519008.OF,811.0,214396840.0,365.0,181500000.0,86.0,174721436.72,72.0,170550000.0,146.0,123564000.0,102.0,111375000.0,421.0,111109712.4,14.0,76019585.0,6.0,69392000.0,70.0,68430885.0
119,519011.OF,757.0,107632603.29,227.0,63334323.36,347.0,61380138.3,221.0,58992654.0,874.0,55858326.96,143.0,55734388.5,165.0,46262049.47,33.0,44918309.62,116.0,44115706.0,33.0,43708577.08
120,519015.OF,757.0,33812883.86,227.0,21603456.0,221.0,21453222.0,347.0,20860960.75,143.0,20653500.0,874.0,19666997.15,165.0,15447918.5,116.0,15240452.0,33.0,14658756.0,33.0,14304119.54
121,519017.OF,421.0,60271724.0,109.0,39263544.0,98.0,39135628.0,252.0,32592742.0,18.0,31902438.0,250.0,30910530.0,41.0,28048350.0,21.0,25606206.0,148.0,24827055.0,38.0,24064452.0
122,519018.OF,1738.0,150511656.75,365.0,118385190.0,811.0,112484680.0,1453.0,102838755.6,41.0,99862377.05,421.0,73966637.48,104.0,72691626.0,623.0,68350638.76,771.0,56117950.0,619.0,52999086.0
123,519020.OF,232.0,54308699.34,126.0,50331288.0,545.0,50306914.56,619.0,40973872.8,623.0,38336680.0,39.0,38076545.15,411.0,36040804.8,521.0,33672261.0,97.0,22840407.5,31.0,22798832.7
124,519021.OF,771.0,35153720.0,51.0,32502420.9,811.0,31652348.35,232.0,29473728.9,42.0,27430974.35,49.0,24347510.4,1453.0,21947543.0,62.0,21177037.7,93.0,20692680.4,270.0,20100425.4
125,519025.OF,107.0,2602600.0,1738.0,2338115.0,599.0,2177040.0,162.0,2099160.0,234.0,2090000.0,40.0,1970811.0,83.0,1912989.0,347.0,1910178.4,104.0,1865136.0,116.0,1817218.0
126,519026.OF,33.0,43211799.4,36.0,40178062.4,204.0,34894540.0,62.0,29218768.5,198.0,28860400.0,10.0,22958689.28,16.0,21938545.44,39.0,21251323.66,19.0,18477824.0,344.0,18197383.0
127,519029.OF,3.0,58866090.0,3.0,50177969.78,4.0,46298056.0,3.0,46223154.0,2.0,44876971.07,16.0,43152719.34,1.0,41195352.0,129.0,40171475.41,1.0,39468628.83,10.0,38605878.0
128,519035.OF,28.0,174863103.6,42.0,173638476.66,46.0,172541340.0,147.0,170411803.32,1738.0,154855155.0,50.0,123733229.6,25.0,104444920.2,35.0,99420580.46,13.0,62082403.74,447.0,60336576.0
129,519056.OF,347.0,32634271.85,143.0,30461340.0,227.0,30042018.72,221.0,29014482.0,165.0,23398653.67,33.0,22727481.0,40.0,22283083.8,28.0,21680652.0,33.0,21153449.6,116.0,21088796.0
