,thscode,x1,ww1,x2,ww2,x3,ww3,x4,ww4,x5,ww5,x6,ww6,x7,ww7,x8,ww8,x9,ww9,x10,ww10
10,660006.OF,1716.0,6006000.0,851.0,2531229.45,1458.0,2476905.0,440.0,2065680.0,138.0,1828154.0,498.0,1775186.0,1021.0,1604762.0,629.0,1298997.0,462.0,1103105.0,362.0,1095048.0
11,660010.OF,851.0,163061801.3,24.0,142679134.17,242.0,107367723.75,50.0,100239960.96,318.0,94412599.32,174.0,93354089.72,45.0,91464290.4,28.0,90237204.87,20.0,89594241.0,21.0,87952035.6
12,660012.OF,862.0,45250704.0,1716.0,39494000.0,219.0,38095200.0,1021.0,32426200.0,185.0,27078830.85,221.0,22901940.0,128.0,21835752.0,58.0,19908785.0,199.0,19601500.0,83.0,19324800.0
13,688888.OF,41.0,129600000.0,270.0,109240000.0,49.0,97800000.0,19.0,97380000.0,63.0,96624000.0,102.0,93840000.0,110.0,89900000.0,9.0,86005435.2,63.0,81160000.0,420.0,80120000.0
14,690004.OF,503.0,6994162.0,128.0,5449527.44,22.0,5282774.0,42.0,5232522.0,15.0,4997463.0,28.0,4982712.0,46.0,4756191.0,40.0,4691687.0,215.0,4331000.0,35.0,4086952.29
15,690005.OF,64.0,19826418.98,37.0,14945643.77,160.0,14174334.0,282.0,12007674.0,44.0,11693712.5,89.0,10895346.0,37.0,10072320.0,486.0,9226616.0,111.0,8730624.0,318.0,7716900.0
16,690007.OF,134.0,97814388.24,429.0,87121557.84,221.0,70717307.4,173.0,67813426.9,78.0,65779867.0,1716.0,62911940.0,303.0,60587211.4,1021.0,58922700.0,153.0,55829001.28,471.0,53338937.04
17,700001.OF,42.0,9163466.82,247.0,8918294.0,122.0,7327584.0,268.0,7316925.0,81.0,7217934.0,58.0,6511524.0,24.0,6291456.0,37.0,5932080.0,214.0,5586308.0,231.0,5526924.0
18,700003.OF,45.0,218171119.55,117.0,155111056.1,132.0,150956836.81,46.0,134290020.15,45.0,126622200.0,139.0,122758104.15,34.0,115785803.22,98.0,115639813.08,140.0,111897785.3,103.0,111760916.7
19,720001.OF,52.0,198802221.0,22.0,192466766.55,58.0,188937450.73,126.0,187253797.26,135.0,183534074.36,35.0,181199102.63,30.0,160468015.68,18.0,156625506.0,17.0,155463061.05,21.0,152148960.0
20,750001.OF,395.0,131964011.41,282.0,107036558.64,78.0,105981879.45,212.0,103936704.75,107.0,94695327.0,122.0,91918539.0,435.0,86218293.0,116.0,85339320.8,862.0,77507118.0,49.0,77312752.0
21,160133.SZ,1716.0,105665560.0,1458.0,67363695.0,851.0,66925706.71,94.0,58081896.0,64.0,35598925.5,486.0,35144679.08,92.0,29842956.0,28.0,26789496.79,435.0,24605301.0,29.0,23051655.0
22,160322.SZ,787.0,94362649.93,357.0,76601377.66,23.0,52265364.84,140.0,48573922.82,3.0,47768532.49,1.0,38184421.25,20.0,32729238.18,58.0,22770683.44,12.0,21995726.74,3.0,19847995.85
23,000041.OF,,,,,,,,,,,,,,,,,,,,
24,000043.OF,,,,,,,,,,,,,,,,,,,,
25,000082.OF,21.0,20055704.11,549.0,17206302.08,629.0,15221088.0,199.0,14912900.0,63.0,13372161.0,1716.0,11691680.0,185.0,11219050.0,71.0,10602840.0,122.0,10028448.0,503.0,9909270.0
26,000309.OF,21.0,31755104.72,6.0,31744318.06,13.0,30675645.0,317.0,25093463.7,421.0,23041800.0,53.0,21361974.55,86.0,18831080.0,1456.0,17541360.0,5.0,15681315.0,10.0,15307500.0
27,000409.OF,1458.0,292049432.25,310.0,289417629.3,92.0,266595515.0,319.0,200122779.4,125.0,195766953.9,63.0,155662924.64,471.0,150958424.7,503.0,134147712.58,32.0,110627929.35,32.0,103806040.12
28,000457.OF,395.0,91715665.51,310.0,91129315.2,177.0,63781272.52,214.0,60342254.07,22.0,56265982.5,56.0,55379395.4,1458.0,48440140.8,170.0,37637050.0,319.0,29127630.0,273.0,29120700.0
29,000471.OF,212.0,40162792.5,221.0,38152533.6,78.0,34173990.0,486.0,32698379.0,22.0,30584328.39,273.0,29826300.0,1716.0,28028000.0,30.0,25994124.0,15.0,24928750.0,270.0,24649896.76
30,000513.OF,37.0,68479200.0,13.0,59714620.0,168.0,59031936.0,614.0,42709062.0,28.0,42008793.26,23.0,41601703.0,36.0,37163387.0,1716.0,36400000.0,17.0,26865735.3,23.0,26615769.44
31,000524.OF,1021.0,9790900.0,82.0,8438109.0,177.0,8304653.0,1716.0,7032480.0,86.0,5456156.28,156.0,5371482.01,48.0,5003460.0,28.0,4313263.05,128.0,4054364.0,250.0,3871764.0
32,000549.OF,39.0,2348751.6,100.0,1813259.44,123.0,1748466.2,1456.0,1705410.0,153.0,1492553.92,300.0,1431989.81,25.0,1316294.88,77.0,1306158.4,612.0,1285614.0,161.0,1202319.0
33,000577.OF,1458.0,221046717.15,1716.0,220487540.0,471.0,172005690.33,270.0,165016960.84,275.0,161790778.24,498.0,154130798.61,394.0,152970481.5,429.0,141297438.0,243.0,121311292.0,44.0,97234997.53
34,000592.OF,123.0,55486510.63,862.0,52665093.0,1458.0,50635247.1,1716.0,50232000.0,86.0,43728105.1,144.0,39683628.0,105.0,34187619.0,221.0,26097840.0,36.0,25424367.0,217.0,25312456.0
35,000628.OF,30.0,594482715.4,279.0,573265425.92,268.0,484312080.0,103.0,443608394.19,12.0,394057193.09,169.0,365196034.27,33.0,341638514.0,229.0,330020216.58,182.0,300511620.21,13.0,274957022.36
36,000746.OF,144.0,207923211.9,174.0,181300090.0,110.0,140358316.84,160.0,136445330.0,53.0,131904236.16,39.0,128666912.4,94.0,128035239.12,140.0,122747656.5,86.0,122063023.18,851.0,121802761.23
37,000751.OF,210.0,711687602.4,78.0,658926662.0,112.0,511299966.1,23.0,467900314.96,486.0,436655524.69,84.0,367034754.45,155.0,348815798.05,36.0,332751108.69,78.0,290450006.77,81.0,289051619.2
38,000778.OF,1021.0,33470300.0,103.0,33181328.76,1716.0,32214000.0,273.0,31216552.5,184.0,28377881.35,462.0,27734481.15,498.0,27474259.0,178.0,26010875.52,275.0,24187625.28,24.0,22223355.0
39,000780.OF,378.0,61783093.92,117.0,57427020.0,78.0,48427561.0,32.0,40604249.28,17.0,25733376.0,34.0,24556988.0,25.0,20171875.0,12.0,19851340.0,9.0,18839468.25,9.0,18738104.0
40,000828.OF,614.0,339600283.0,32.0,277814730.76,503.0,275771314.0,21.0,259962470.0,38.0,230012537.4,549.0,215027869.82,47.0,204048980.4,151.0,178697909.7,165.0,171363366.9,23.0,170309880.0
41,000831.OF,392.0,397495945.5,278.0,371761422.64,117.0,353317500.0,378.0,342558586.94,100.0,330844300.92,46.0,282912741.68,486.0,280539000.0,112.0,278042595.04,41.0,207100000.0,105.0,171562144.5
42,000866.OF,20.0,17334356.4,33.0,16973820.0,100.0,14660824.0,1456.0,13846305.0,37.0,13241853.8,45.0,12786624.0,8.0,12719382.0,5.0,11989743.0,37.0,11555865.0,58.0,11325804.0
43,000893.OF,17.0,147073500.0,80.0,129735000.0,21.0,120824059.8,122.0,110419200.0,144.0,107061348.44,105.0,104438400.0,33.0,94693203.99,229.0,87990660.0,7.0,82706100.0,18.0,80054100.0
44,000925.OF,173.0,145815426.0,111.0,128125237.25,862.0,59671818.0,67.0,55351442.4,54.0,54126571.68,29.0,52188672.0,28.0,50067295.08,85.0,49825495.61,273.0,47954781.0,127.0,42403522.0
45,000955.OF,1716.0,26317200.0,1458.0,17690380.35,94.0,16831890.0,597.0,16778974.99,64.0,9163716.75,862.0,8586423.0,92.0,7893457.0,259.0,7035341.94,486.0,7013475.0,435.0,6562983.0
46,000960.OF,62.0,193642107.53,204.0,152149171.59,14.0,150470740.68,23.0,140323900.8,486.0,131123616.89,113.0,129481420.74,35.0,127517368.2,43.0,125037895.04,14.0,122582982.3,56.0,94962886.2
47,000971.OF,1716.0,158358200.0,1021.0,152762468.0,317.0,139579588.44,380.0,106873239.04,318.0,106858043.1,68.0,103938507.96,362.0,101315638.8,862.0,81331515.9,259.0,68516772.39,59.0,66096764.94
48,000978.OF,10.0,16504009.84,18.0,16308824.0,35.0,15723600.48,41.0,15459064.0,10.0,15245650.0,4.0,14807394.0,4.0,14599872.0,6.0,14539121.64,14.0,14078220.0,26.0,13793220.0
49,000979.OF,433.0,278894266.14,182.0,277294696.52,169.0,276882693.56,14.0,257360004.86,22.0,251574802.08,16.0,244157771.62,21.0,193315477.19,20.0,102487596.12,98.0,100569576.48,19.0,98572879.16
50,000985.OF,282.0,68634576.44,36.0,64833511.95,83.0,61363906.67,14.0,61298766.1,109.0,56852242.2,104.0,54546590.0,11.0,52754927.28,95.0,51746134.3,344.0,44658911.36,52.0,44007778.84
51,000991.OF,243.0,346112540.8,282.0,336366077.13,160.0,200546328.0,101.0,164172864.96,18.0,156684317.44,19.0,149871788.92,271.0,141156621.12,56.0,105508163.28,46.0,104790757.05,28.0,92260244.4
52,000996.OF,125.0,81378000.0,1716.0,80080000.0,862.0,76437000.0,212.0,74300000.0,168.0,66960000.0,427.0,66099000.0,318.0,63864000.0,146.0,48674169.86,43.0,39243000.0,62.0,38784387.84
53,001008.OF,212.0,37119131.25,45.0,30593856.0,343.0,29492688.0,128.0,29433052.0,21.0,27399100.0,1716.0,25298000.0,31.0,25074972.0,629.0,24742800.0,285.0,23664608.0,75.0,23156521.59
54,001009.OF,337.0,19312000.0,64.0,13849158.72,282.0,10360748.0,14.0,9920762.0,40.0,9732690.0,64.0,9352121.25,29.0,8544713.63,5.0,7847942.4,36.0,7702221.0,44.0,7655695.8
55,001028.OF,39.0,11465309.7,1456.0,7552530.0,100.0,7316313.44,153.0,6873568.0,123.0,6406907.7,77.0,5915939.2,619.0,5823090.0,25.0,5382399.28,137.0,5252940.0,145.0,4951170.0
56,001036.OF,231.0,64302714.84,486.0,57251463.99,84.0,49955808.0,12.0,46486500.0,78.0,43611720.5,170.0,38592950.0,195.0,33160622.14,303.0,31304590.0,79.0,29801576.0,28.0,29714690.88
57,001040.OF,96.0,133561536.0,56.0,112808617.56,93.0,84513611.0,84.0,81888240.0,86.0,69649200.0,44.0,67905900.0,14.0,65019326.25,39.0,62556924.84,27.0,55041441.75,12.0,52829348.37
58,001044.OF,55.0,97540125.69,96.0,94992058.0,1716.0,82709900.0,56.0,67132620.8,12.0,64189639.08,102.0,61324252.32,275.0,55537605.76,58.0,55442561.85,71.0,53861428.9,37.0,53294582.88
59,001054.OF,1716.0,273000000.0,1021.0,205689079.0,153.0,162240000.0,56.0,160540908.0,1458.0,142117500.0,67.0,135112479.24,101.0,126360000.0,46.0,116100000.0,282.0,113040000.0,270.0,109240000.0
60,001070.OF,85.0,80622072.75,28.0,69620403.45,33.0,65255199.0,279.0,54580328.0,1456.0,40361370.0,128.0,39508109.4,58.0,36430769.2,105.0,36289229.0,40.0,27762360.0,74.0,26595899.0
61,001072.OF,169.0,52374305.1,612.0,45679029.0,177.0,37837360.19,83.0,34798808.29,99.0,22142611.0,21.0,21413760.0,15.0,21152406.1,74.0,18171686.52,279.0,17771248.0,338.0,16658688.0
62,001126.OF,1458.0,66591387.9,1716.0,61668880.0,285.0,44177408.0,174.0,42176228.5,1021.0,33260889.0,140.0,33110631.54,303.0,29877500.0,129.0,29462078.75,344.0,26962112.0,614.0,25848977.0
63,001158.OF,435.0,120802500.0,1458.0,109633500.0,343.0,86292000.0,75.0,70267005.42,68.0,70257600.0,142.0,60416000.0,44.0,58380521.25,55.0,54275000.0,17.0,53580000.0,503.0,52430000.0
64,001163.OF,1716.0,59650500.0,250.0,53139464.52,862.0,52509925.89,318.0,47365001.7,56.0,36130707.0,44.0,35241175.0,219.0,32760984.0,1021.0,32448855.0,144.0,32323158.0,50.0,27904305.8
65,001166.OF,1458.0,64984242.0,282.0,50883000.0,123.0,45089600.45,151.0,41699550.0,45.0,37833741.0,162.0,33207428.22,100.0,27420020.8,11.0,26083200.0,45.0,25557373.0,18.0,25190904.0
66,001171.OF,113.0,193701200.0,394.0,184917000.0,100.0,172301472.0,117.0,163733649.0,380.0,128460000.0,46.0,127037684.24,486.0,118449800.0,128.0,111180000.0,41.0,109158288.71,21.0,106761098.0
67,001178.OF,165.0,79513560.0,614.0,77849651.0,318.0,76987306.92,99.0,63704918.2,629.0,55675566.0,212.0,48310528.7,17.0,43878135.6,45.0,41264423.04,30.0,38787000.0,24.0,37343090.0
68,001186.OF,212.0,100198512.75,427.0,99744993.4,21.0,92387921.6,18.0,84154682.16,234.0,74108289.0,58.0,72035841.75,28.0,68301411.12,35.0,64315560.0,12.0,59155379.32,31.0,45757169.22
69,001195.OF,2.0,29384074.5,7.0,28015000.0,16.0,21640000.0,22.0,21281000.0,1.0,20152504.18,19.0,19643000.0,271.0,18928000.0,195.0,18832400.0,50.0,18238000.0,29.0,17639200.0
70,001223.OF,120.0,4583664.0,7.0,4567374.0,24.0,4267224.0,29.0,3995880.0,314.0,3426588.0,23.0,3376960.32,15.0,3281810.0,246.0,3274595.0,5.0,3254407.0,35.0,3078566.0
71,001230.OF,43.0,284995223.76,378.0,215129735.36,13.0,202187947.95,8.0,180235335.36,278.0,179235092.38,158.0,166079039.4,9.0,155374882.0,111.0,140827551.34,9.0,139904071.04,100.0,136583048.22
72,001236.OF,435.0,58649427.9,71.0,51809367.93,87.0,49147248.0,1716.0,48776000.0,14.0,41557448.0,188.0,40406922.0,68.0,28015413.16,23.0,27078450.0,82.0,26892504.0,30.0,26689697.0
73,001245.OF,1458.0,232910280.0,429.0,224206954.8,319.0,209323040.0,503.0,156822324.4,75.0,108063713.2,33.0,100494886.8,37.0,94679828.72,100.0,92528094.0,45.0,92388288.0,471.0,80181239.13
74,001291.OF,39.0,3169200.0,69.0,3062969.0,87.0,2940464.0,55.0,2896114.0,17.0,2864880.0,30.0,2844637.0,144.0,2825736.0,10.0,2825400.0,103.0,2814723.0,74.0,2765675.0
75,001313.OF,612.0,40991126.0,86.0,39160694.04,99.0,29937608.5,64.0,28324365.0,82.0,27059313.6,20.0,16417722.0,70.0,15298325.0,64.0,15081408.75,21.0,14541670.08,23.0,14522274.0
76,001396.OF,1716.0,15834000.0,1458.0,12942031.65,282.0,9712962.0,52.0,9298997.0,173.0,8941464.0,862.0,8892171.0,2.0,8293662.0,151.0,8131850.0,204.0,7496595.0,111.0,7419425.0
77,001404.OF,255.0,179698747.14,83.0,163670590.72,10.0,159144715.5,258.0,158423736.9,64.0,157949517.8,300.0,141869276.0,30.0,140688873.0,56.0,139210802.5,22.0,128085355.17,36.0,110253522.1
78,001410.OF,47.0,437414933.34,58.0,262680820.22,41.0,233488294.26,142.0,218818973.44,10.0,216357303.68,1456.0,201063372.45,13.0,190761365.05,9.0,169597669.68,25.0,157886433.0,119.0,152281241.19
79,001416.OF,6.0,40627956.16,46.0,20346720.0,117.0,18918242.0,1716.0,18758740.0,173.0,15064688.7,96.0,14748175.0,18.0,14104622.56,102.0,14078898.0,140.0,13972153.3,318.0,13239273.3
80,001473.OF,1458.0,62604789.0,1716.0,62153000.0,282.0,57332475.0,74.0,35950069.65,160.0,34237956.0,362.0,32892300.0,64.0,32700921.88,30.0,30678350.7,34.0,28244843.0,629.0,26846407.26
81,001476.OF,597.0,87009534.96,177.0,73649271.36,629.0,59928768.0,614.0,58459962.0,21.0,58003667.42,42.0,57255411.0,1458.0,51102610.65,86.0,48673956.48,285.0,45486320.0,135.0,44590138.04
82,001490.OF,1716.0,78232700.0,862.0,77659992.0,1021.0,45920700.0,394.0,34036017.0,282.0,33629258.7,43.0,24557520.0,1458.0,24200580.0,33.0,22039650.0,71.0,21824736.0,343.0,20123677.92
83,001496.OF,1458.0,25215705.0,1716.0,22946560.0,72.0,18801581.44,215.0,12151200.0,259.0,11904204.51,135.0,10823456.0,128.0,9906138.0,394.0,6662736.0,40.0,6584360.66,249.0,6500825.0
84,001528.OF,120.0,12249200.0,118.0,12054000.0,188.0,10001400.0,177.0,8817900.0,16.0,7196400.0,28.0,7189400.0,215.0,7173966.0,68.0,6635440.0,87.0,6393600.0,38.0,5987660.0
85,001542.OF,318.0,86368875.3,84.0,71367290.4,51.0,69302647.2,65.0,68747304.6,614.0,57251920.0,63.0,35905478.4,168.0,33996528.18,260.0,33337590.0,259.0,30914408.25,41.0,30305220.4
86,001576.OF,1456.0,181944914.25,36.0,160039158.97,3.0,143259494.38,33.0,132872104.0,11.0,129522250.0,15.0,127616495.16,20.0,117394215.3,150.0,110557805.25,52.0,91581289.5,10.0,88709099.7
87,001579.OF,36.0,83417027.0,195.0,61410000.0,158.0,52497000.0,127.0,44100000.0,56.0,41736266.98,275.0,40768000.0,162.0,35019000.0,29.0,33641222.84,1716.0,32214000.0,17.0,31813375.0
88,001583.OF,64.0,49279380.0,282.0,45204272.1,243.0,44184887.2,55.0,32581429.58,41.0,25258296.0,20.0,24331758.33,24.0,24327608.88,182.0,24274769.14,107.0,24216822.0,25.0,22451431.92
89,001605.OF,792.0,114559093.98,378.0,98455250.71,22.0,90877844.07,24.0,62609323.2,303.0,52299685.0,23.0,50916051.63,173.0,45467295.45,51.0,45134283.73,31.0,44792978.88,199.0,43911300.0
90,001616.OF,1458.0,355197516.15,394.0,325136397.0,68.0,262498006.4,47.0,238642668.6,427.0,188325665.4,125.0,186327359.64,100.0,153876425.32,7.0,128414269.59,145.0,126937641.18,55.0,126087216.86
91,001637.OF,10.0,20291840.0,5.0,18448054.0,8.0,18359827.0,30.0,17971271.0,210.0,17438210.0,81.0,17333278.0,6.0,17323110.0,23.0,16354520.0,10.0,16132147.0,11.0,15922440.0
92,001645.OF,55.0,445318111.0,52.0,427913502.0,150.0,402698198.75,14.0,386201469.96,23.0,354205864.96,19.0,343156892.52,20.0,342454682.25,17.0,281446203.14,34.0,259626502.75,23.0,253548677.73
93,001651.OF,160.0,17372310.0,273.0,17243100.0,1716.0,14905800.0,12.0,13245757.0,185.0,11407115.0,614.0,11045023.0,243.0,10997380.0,217.0,10449556.0,19.0,10425360.0,24.0,10178865.0
94,001672.OF,45.0,46584159.2,82.0,45720000.0,33.0,38016137.34,45.0,34977332.15,6.0,34491419.95,2.0,33943756.2,9.0,33060000.0,41.0,32896000.0,69.0,32784638.12,9.0,32771706.72
95,001703.OF,15.0,14819815.89,23.0,10737571.68,73.0,10147752.72,98.0,9418868.85,27.0,9374065.36,2.0,9164789.85,792.0,8544649.4,358.0,8367637.12,8.0,8081794.8,1021.0,7958800.0
96,001705.OF,468.0,125658774.36,392.0,81569146.5,420.0,80476013.22,341.0,67856864.76,158.0,66408530.01,270.0,65452238.4,318.0,65027016.66,1456.0,64412929.65,141.0,61414107.04,155.0,58910072.6
97,001717.OF,278.0,1238629108.86,100.0,1229622000.0,392.0,1192500000.0,378.0,1113322355.1,117.0,1034100000.0,486.0,935130000.0,112.0,926803614.52,41.0,704292881.22,105.0,686241629.82,46.0,662759813.2
98,001725.OF,67.0,243359179.98,34.0,186919000.0,40.0,169828780.25,31.0,142189927.7,77.0,141046155.52,62.0,133011790.45,43.0,98498126.72,27.0,97769148.0,2.0,80220097.38,29.0,68317684.7
99,001726.OF,97.0,31875764.2,1021.0,26811700.0,136.0,24069152.04,862.0,22446999.0,122.0,16272282.0,362.0,15417840.0,12.0,15353676.0,185.0,14117845.0,9.0,14107870.0,89.0,14049770.0
100,001736.OF,55.0,138709200.0,82.0,107854988.76,20.0,107084178.08,285.0,106972624.0,86.0,103011643.84,1458.0,97248975.0,84.0,94596180.0,174.0,90706000.0,59.0,88703379.0,38.0,88108114.93
101,001766.OF,392.0,88863907.5,111.0,56418304.04,14.0,55983444.43,486.0,50735166.44,43.0,46771274.88,278.0,46123290.72,78.0,41301280.0,112.0,39278108.38,19.0,38174227.68,8.0,33382888.44
102,001790.OF,1456.0,678134359.8,421.0,604398958.98,137.0,580493595.0,317.0,476864120.2,68.0,449589848.05,15.0,431331432.84,112.0,418907862.45,52.0,415404642.0,36.0,382399849.04,150.0,343064726.5
103,001825.OF,1458.0,35561859.0,160.0,19314522.0,160.0,19210780.0,282.0,19113608.61,20.0,15523227.46,21.0,13016899.35,23.0,12848940.0,10.0,12728147.78,503.0,12677574.0,43.0,12567320.96
104,001878.OF,792.0,148602598.32,9.0,115085648.96,169.0,112280086.6,40.0,107866304.4,395.0,98323821.4,63.0,84004010.09,44.0,80296790.17,3.0,79835291.02,20.0,76367266.76,1021.0,74399020.0
105,001956.OF,64.0,64479709.4,612.0,60231820.0,83.0,58219822.08,173.0,42624817.1,62.0,36475084.8,39.0,35175704.38,169.0,32741890.05,83.0,32536801.25,87.0,32485542.0,30.0,32355575.0
106,001974.OF,1716.0,35071400.0,429.0,30031146.0,70.0,24608556.2,862.0,22646244.78,29.0,22521108.0,16.0,22386282.6,111.0,22345863.25,14.0,22296690.0,101.0,22152585.78,394.0,21180390.0
107,001975.OF,64.0,302330595.0,22.0,285900905.88,44.0,281918108.85,49.0,236977419.6,231.0,202571345.34,28.0,156564797.76,36.0,154770046.44,52.0,151805284.2,42.0,146507873.6,21.0,145520961.76
108,002121.OF,792.0,271503026.33,185.0,177189111.87,31.0,176323541.47,20.0,147023288.65,169.0,146051078.61,21.0,131799716.16,23.0,131792485.27,358.0,130250104.33,32.0,128775218.37,51.0,114821559.4
109,002168.OF,1458.0,452301937.35,145.0,405409539.36,68.0,313665884.63,47.0,310483821.34,100.0,247901400.36,58.0,244612930.59,34.0,240998280.6,7.0,224367313.17,319.0,210417330.0,28.0,198054944.64
110,002210.OF,595.0,12860531.73,9.0,6674832.0,17.0,6501144.0,8.0,6388767.0,14.0,6238310.0,6.0,6130975.0,29.0,6110870.0,9.0,6085731.0,10.0,5875612.0,6.0,5834025.0
111,002229.OF,44.0,59425552.02,619.0,55757473.2,395.0,45754551.43,153.0,42986407.36,37.0,39157940.16,1456.0,35045363.4,98.0,32053829.76,62.0,31958925.6,4.0,27137500.0,149.0,26626034.4
112,003145.OF,190.0,14289816.9,862.0,12815937.0,89.0,12572304.89,80.0,12089715.0,185.0,8436985.0,82.0,6869056.0,48.0,6798250.0,188.0,6436977.0,45.0,6418584.0,140.0,6296570.0
113,003298.OF,37.0,171516145.2,231.0,161344092.0,30.0,160691075.25,17.0,148872789.52,36.0,136742007.67,110.0,110052505.42,44.0,79482347.55,102.0,59268308.66,11.0,59032845.96,13.0,53996992.91
114,003745.OF,81.0,287446230.4,503.0,284652956.0,310.0,279625046.76,16.0,236247313.12,471.0,235574014.77,319.0,223405367.4,26.0,194388421.04,84.0,151806297.3,429.0,143089578.0,10.0,96378212.0
115,003834.OF,97.0,1129772702.0,137.0,1123184810.0,30.0,1098801914.08,47.0,1031142895.86,1458.0,1020692757.6,98.0,907760358.75,23.0,857303445.6,28.0,824953970.19,61.0,767574244.8,30.0,653659476.75
116,003984.OF,1458.0,473283352.95,145.0,464518769.4,47.0,352772165.06,68.0,339103380.56,58.0,269484965.05,100.0,257828842.64,7.0,256346160.96,34.0,225183950.2,22.0,222194082.76,103.0,220932154.21
117,004075.OF,278.0,378397994.54,392.0,307986259.5,78.0,263789972.0,486.0,240962428.14,96.0,183268449.6,112.0,147691743.22,133.0,127564680.75,214.0,101298108.34,27.0,101139809.2,36.0,100605022.35
118,004476.OF,787.0,46573405.25,42.0,40680944.0,1456.0,40600939.5,96.0,30038336.0,25.0,29079458.7,33.0,26789633.0,70.0,26134500.0,27.0,24975039.4,108.0,21473852.4,153.0,21199360.0
119,004640.OF,124.0,52568029.5,92.0,52087632.5,3.0,46760707.0,14.0,44865480.0,10.0,41894841.1,4.0,39522510.0,35.0,33258109.71,21.0,32836414.5,7.0,31421167.0,6.0,30599277.5
120,004683.OF,78.0,24301214.0,62.0,23067896.0,242.0,21400125.0,84.0,16857389.0,278.0,16420495.0,42.0,13576608.0,28.0,13016594.72,100.0,12676686.0,21.0,12447688.0,16.0,11777248.0
121,004851.OF,278.0,984104806.23,392.0,971347695.0,242.0,840614231.25,38.0,652069960.39,60.0,551365282.19,62.0,535612986.88,77.0,471418716.66,46.0,395923934.0,38.0,291030420.0,26.0,253817616.0
122,005267.OF,55.0,461728151.23,169.0,437902545.02,343.0,398187434.76,141.0,392881104.0,96.0,322425035.91,42.0,319024755.72,63.0,308692079.08,102.0,295596813.28,9.0,274628102.88,56.0,248826027.12
123,005268.OF,1716.0,35490000.0,1021.0,33152933.0,1458.0,20711798.4,158.0,20153073.33,52.0,19649820.0,394.0,19239318.0,64.0,13486880.0,66.0,11820481.2,80.0,11404992.0,486.0,11193194.39
124,040018.OF,,,,,,,,,,,,,,,,,,,,
125,110022.OF,219.0,2706863168.0,862.0,2693969323.47,1716.0,2632211400.0,1021.0,2591863005.0,362.0,2212048716.0,221.0,1636421400.0,178.0,1379923413.12,64.0,1295632525.88,48.0,1099943857.0,64.0,1039640300.82
126,118001.OF,,,,,,,,,,,,,,,,,,,,
127,162208.OF,50.0,29788755.44,260.0,23607480.0,378.0,23213854.36,127.0,19324620.0,427.0,17954892.0,614.0,17672699.0,503.0,17186554.0,168.0,17052703.2,159.0,15796988.8,319.0,15731290.0
128,320022.OF,1716.0,29666000.0,52.0,29332114.5,34.0,26421174.0,435.0,19311054.0,1021.0,16055500.0,1458.0,14699010.0,9.0,14659263.8,59.0,13219348.89,168.0,12786012.0,30.0,11831864.0
129,340006.OF,141.0,138772190.08,272.0,121232975.34,172.0,106103034.45,1456.0,100765368.0,89.0,91490646.94,62.0,83720676.6,38.0,82504236.46,160.0,80871038.16,16.0,75154769.03,58.0,64923389.73
