,指数名称,年初至今累计收益,年初至今最大回撤,年初至今夏普比例,滚动一个月累计收益,滚动一个月最大回撤,滚动一个月夏普比例,本周累计收益,本周最大回撤,本周夏普比例
0,信用债,0.027179603461976898,0.0027526966996430755,0.5436525969969669,0.002177976465867959,0.001153591009707966,0.2759556726856159,0.0011148443678329135,-3.321015495621856e-05,1.4092730417176698
1,利率债,0.020004129613269805,0.0036920115615531007,0.4106074737585525,0.0013595038852190482,0.0032974053268117276,0.11481619023073075,0.0009717028506165036,0.00027688323887244576,0.5834194293720565
