,指数名称,年初至今累计收益,年初至今最大回撤,年初至今夏普比例,滚动一个月累计收益,滚动一个月最大回撤,滚动一个月夏普比例,本周累计收益,本周最大回撤,本周夏普比例
0,信用债,0.027954473798608825,0.0031533133543169235,0.5138068318990503,0.0022286841270869654,0.0014297016179939755,0.32249947858210004,0.0010682523445846113,-5.9489362817860986e-05,1.5406309502140407
1,利率债,0.015290727691807282,0.008654592516694301,0.1715125070347162,-0.00012698046137706801,0.00712365497877418,-0.004581298696369961,0.0009287801339980023,0.0008110015113449033,0.2965255219956529
