,指数名称,年初至今累计收益,年初至今最大回撤,年初至今夏普比例,滚动一个月累计收益,滚动一个月最大回撤,滚动一个月夏普比例,本周累计收益,本周最大回撤,本周夏普比例
0,信用债,0.02604194257417114,0.0027526594424894424,0.5300514553442527,0.0019342944793258735,0.0011521395111486422,0.2307583594475341,0.0008562144466371343,0.0001260354658056442,0.8924073356083859
1,利率债,0.018708705347450394,0.003683608085085665,0.4004999162218815,0.0007801470609450152,0.003251522120603857,0.07077633676839364,0.0016127177866583418,0.0005207295684923989,0.6291705597297547
