,指数名称,年初至今累计收益,年初至今最大回撤,年初至今夏普比例,滚动一个月累计收益,滚动一个月最大回撤,滚动一个月夏普比例,本周累计收益,本周最大回撤,本周夏普比例
0,信用债,0.027797055851317642,0.002752696699643194,0.5478755116679299,0.00250760402848258,0.0011535910512860226,0.3236950901661977,0.0006011137671810108,3.5442646794630655e-05,0.9555390926413675
1,利率债,0.020958090889632963,0.0036920115615531007,0.414716092032488,0.00200174439173335,0.0032974053268117276,0.16202762063378431,0.0009352523667966404,0.0002925024297435961,0.5129187599392855
