,指数名称,年初至今累计收益,年初至今最大回撤,年初至今夏普比例,滚动一个月累计收益,滚动一个月最大回撤,滚动一个月夏普比例,本周累计收益,本周最大回撤,本周夏普比例
0,信用债,0.026464378296081392,0.0031555282277817252,0.4809777494833439,0.002070105582050537,0.0011553208499069,0.30441862110833484,-0.000457939488179822,0.0005943762763125846,-0.5279639086720866
