,thscode,ths_jjggbl_fund
181,003651.OF,129.67791354781
182,003660.OF,127.78833472343
183,003662.OF,150.66845634409
184,003671.OF,115.86564548816
185,003673.OF,100.03884626609
186,003703.OF,111.11284624556
187,003730.OF,133.59363225209
188,003746.OF,109.05937307366
189,003770.OF,100.03659320083
190,003809.OF,111.55752508496
191,003832.OF,100.03643989912
192,003847.OF,121.59467102038
193,003859.OF,132.4507579578
194,003863.OF,123.97486174701
195,003869.OF,117.60241286915
196,003880.OF,100.37517133558
197,003929.OF,100.03540177177
198,003949.OF,124.46197600818
199,003983.OF,132.21882589859
200,004020.OF,100.04563293152
201,004027.OF,128.6543736764
202,004030.OF,130.82374223833
203,004031.OF,118.20642562301
204,004032.OF,136.48197233126
205,004042.OF,134.07535586249
206,004052.OF,100.0427502097
207,004061.OF,109.10585655654
208,004118.OF,100.06137645758
209,004122.OF,131.55918342539
210,004126.OF,100.34178436596
211,004127.OF,120.10291005387
212,004136.OF,108.41995171884
213,004140.OF,123.84771437717
214,004141.OF,120.36571562855
215,004200.OF,111.48849966704
216,004230.OF,125.80644793139
217,004238.OF,126.12706145778
218,004307.OF,121.8905843091
219,004322.OF,125.49286840675
220,004334.OF,127.0431921286
221,004366.OF,101.95842137367
222,004388.OF,119.77793256993
223,004438.OF,123.78407826513
224,004459.OF,123.73971276647
225,004479.OF,114.79700464656
226,004498.OF,114.85179983352
227,004499.OF,125.80403366701
228,004503.OF,140.01388124291
229,004504.OF,148.93014113561
230,004544.OF,121.80153331173
231,004547.OF,109.31125689128
232,004555.OF,100.04480738654
233,004601.OF,123.04926174427
234,004614.OF,100.06097751084
235,004637.OF,100.05861201154
236,004639.OF,111.92094957546
237,004655.OF,108.25906330694
238,004672.OF,126.46996426831
239,004689.OF,102.89448257811
240,004705.OF,100.43438710758
241,004722.OF,100.0361258599
242,004728.OF,100.04727429343
243,004736.OF,148.53380548733
244,004797.OF,139.51600024363
245,004821.OF,144.27827215163
246,004839.OF,130.57204376757
247,004859.OF,164.58815328778
248,004882.OF,100.03608610729
249,004887.OF,103.75513979941
250,004899.OF,103.32953303891
251,004910.OF,109.15241952844
252,004911.OF,109.23338924437
253,004919.OF,149.42638452449
254,004920.OF,122.16768807993
255,004923.OF,116.88731275849
256,004940.OF,147.53778387733
257,004954.OF,125.20236378888
258,004956.OF,100.79464752852
259,004978.OF,153.8696136279
260,005024.OF,151.1724041989
261,005072.OF,100.05149947177
262,005073.OF,116.86850238536
263,005099.OF,113.70485289424
264,005124.OF,109.05256127828
265,005171.OF,134.02400587203
266,005200.OF,110.39949391625
267,005307.OF,116.0644027695
268,005309.OF,100.03681616763
269,005321.OF,100.03551756391
270,005322.OF,100.04339847228
271,005336.OF,127.38741271498
272,005362.OF,111.37240261622
273,005364.OF,121.25916962229
274,005369.OF,142.57244122164
275,005383.OF,143.78647863602
276,005388.OF,132.76384897935
277,005393.OF,122.12981815095
278,005398.OF,131.39221766732
279,005419.OF,109.83217971347
280,005432.OF,134.06879689608
281,005435.OF,100.04692354187
282,005439.OF,139.90375559162
283,005442.OF,134.15676374569
284,005462.OF,130.65988754783
285,005469.OF,105.23046389763
286,005525.OF,157.7985210124
287,005531.OF,128.20786446181
288,005577.OF,117.48733185597
289,005590.OF,136.17331620389
290,005594.OF,123.34102753948
291,005606.OF,107.48011746067
292,005622.OF,116.29341210259
293,005631.OF,112.35902100553
294,005648.OF,112.57306494697
295,005666.OF,118.86537541535
296,005670.OF,134.07752485754
297,005684.OF,130.7590085408
298,005703.OF,106.00369274369
299,005705.OF,136.21805495036
300,005709.OF,124.97126936855
301,005710.OF,129.96263710052
302,005712.OF,152.55754935449
303,005718.OF,180.65123827153
304,005719.OF,118.9187497528
305,005736.OF,161.33160982473
306,005740.OF,139.89719970375
307,005754.OF,126.7984945732
308,005772.OF,100.42926456281
309,005781.OF,106.3861733707
310,005782.OF,124.17564876923
311,005784.OF,120.77023850309
312,005791.OF,126.32689601164
313,005816.OF,149.74747108961
314,005820.OF,134.67298933545
315,005831.OF,125.96703583493
316,005836.OF,115.5353634034
317,005841.OF,151.82111611826
318,005842.OF,143.27359430604
319,005845.OF,102.69954482235
320,005853.OF,123.16061028135
321,005854.OF,100.09760645982
322,005862.OF,124.97599439254
323,005864.OF,125.93089941574
324,005871.OF,165.26969370134
325,005879.OF,126.27252517814
326,005897.OF,106.35565425639
327,005898.OF,118.0545557409
328,005920.OF,122.24391489917
329,005921.OF,140.1443950711
330,005971.OF,105.29920463341
331,005972.OF,122.5148557644
332,005988.OF,118.38824498311
333,006029.OF,103.05758925022
334,006032.OF,103.59244513954
335,006043.OF,126.23353357137
336,006045.OF,128.55148590179
337,006053.OF,111.15050826831
338,006066.OF,125.49643419411
339,006076.OF,111.71115852786
340,006082.OF,119.09872645975
341,006088.OF,135.80434625073
342,006097.OF,100.04403003542
343,006107.OF,124.57922037919
344,006112.OF,120.6868781326
345,006116.OF,131.13328709026
346,006120.OF,150.29874337866
347,006137.OF,119.71505018179
348,006150.OF,167.30121605409
349,006151.OF,100.64337842639
350,006169.OF,136.7398910433
351,006171.OF,130.72651301861
352,006172.OF,100.05177771543
353,006191.OF,123.1300580362
354,006275.OF,130.50659947416
355,006287.OF,131.60290020832
356,006319.OF,103.71807379982
357,006325.OF,100.03472099794
358,006332.OF,125.28402178486
359,006360.OF,111.89538345517
360,006367.OF,121.19711319349
361,006378.OF,102.08495572987
362,006393.OF,117.33597159169
363,006405.OF,116.73666552203
364,006411.OF,117.98008698756
365,006421.OF,126.28229378578
366,006427.OF,106.81074057175
367,006434.OF,129.76237962896
368,006436.OF,128.35526491505
369,006450.OF,106.47006473856
370,006464.OF,129.52839240042
371,006468.OF,137.7174281046
372,006489.OF,100.03547396179
373,006504.OF,126.48503681364
374,006517.OF,120.54477514136
375,006552.OF,133.67894308214
376,006570.OF,119.17585673657
377,006582.OF,110.92284037096
378,006591.OF,133.39432902867
379,006597.OF,111.6926186799
380,006599.OF,100.08697671894
381,006617.OF,142.90700337443
382,006626.OF,103.45620647456
383,006629.OF,132.34181696194
384,006635.OF,122.76566153555
385,006646.OF,129.43458518935
386,006653.OF,100.03757176036
387,006660.OF,125.8923851805
388,006662.OF,122.9809041855
389,006664.OF,122.9809041855
390,006665.OF,111.10923525418
391,006668.OF,134.51561934901
392,006683.OF,114.46953312116
393,006684.OF,123.9019354387
394,006707.OF,128.90282795419
395,006714.OF,136.30310056621
396,006740.OF,111.66336224492
397,006750.OF,118.38992628768
398,006758.OF,138.94422754305
399,006764.OF,104.27805475625
400,006771.OF,112.1367657083
401,006772.OF,111.47717859234
402,006776.OF,100.04496540048
403,006782.OF,153.81460675634
404,006791.OF,118.96728302683
405,006793.OF,112.7450580178
406,006797.OF,135.29753191501
407,006804.OF,125.28819468538
408,006806.OF,109.18641411335
409,006824.OF,107.76278898343
410,006829.OF,122.36727168541
411,006834.OF,136.43504516642
412,006838.OF,118.37189014598
413,006841.OF,139.61467793602
414,006846.OF,139.90587344384
415,006850.OF,125.83658077001
416,006852.OF,120.84902106553
417,006869.OF,121.89215260476
418,006874.OF,122.50907746482
419,006884.OF,123.17517003498
420,006885.OF,123.17517003498
421,006893.OF,110.15797912756
422,006901.OF,135.61828204548
423,006907.OF,125.86908129386
424,006915.OF,100.04240544458
425,006919.OF,135.42254471735
426,006929.OF,109.71762967745
427,006934.OF,101.50487340425
428,006936.OF,134.26261920665
429,006944.OF,125.1414299702
430,006953.OF,131.11972165461
431,006955.OF,130.35523246433
432,006956.OF,143.64015831297
433,006958.OF,125.99204554318
434,006963.OF,100.18702335488
435,006965.OF,108.47703350956
436,006970.OF,125.5993739801
437,006984.OF,160.66903102186
438,006985.OF,117.63220871907
439,006986.OF,135.60202487291
440,006995.OF,111.14052362195
441,006998.OF,131.11924177937
442,007017.OF,125.31278550201
443,007050.OF,123.4394410215
444,007053.OF,142.71333700277
445,007061.OF,132.31443861979
446,007068.OF,123.12077980108
447,007086.OF,119.77974282381
448,007104.OF,137.1898578614
449,007105.OF,125.52778983742
450,007121.OF,110.7070297926
451,007145.OF,150.42250473919
452,007158.OF,118.25864179753
453,007167.OF,109.24626248944
454,007175.OF,125.06486667429
455,007184.OF,127.46370718597
456,007199.OF,108.13410227165
457,007201.OF,132.78793757818
458,007213.OF,122.76573980122
459,007215.OF,130.75677424897
460,007220.OF,117.29044441095
461,007268.OF,155.61407643968
462,007278.OF,134.99063646987
463,007295.OF,113.33873859566
464,007321.OF,108.05243278141
465,007342.OF,120.72496778077
466,007347.OF,118.38276329223
467,007373.OF,124.07967852259
468,007374.OF,125.38665634337
469,007408.OF,100.18528359256
470,007417.OF,134.98478382516
471,007427.OF,121.33350041596
472,007440.OF,129.41055766152
473,007447.OF,100.04146154804
474,007451.OF,126.4566353112
475,007454.OF,118.89510271915
476,007496.OF,177.4054394444
477,007513.OF,137.85287370896
478,007515.OF,107.66789097511
479,007517.OF,115.48604064918
480,007525.OF,143.82596536658
481,007529.OF,117.27857717697
482,007535.OF,164.91612194367
483,007537.OF,100.05603976788
484,007542.OF,127.66183669981
485,007544.OF,130.551843212
486,007555.OF,100.21147319129
487,007562.OF,104.34590535623
488,007572.OF,129.20796662534
489,007573.OF,166.69762262489
490,007576.OF,106.52205223841
491,007584.OF,116.98368587356
492,007585.OF,100.74696365446
493,007589.OF,160.66600221146
494,007595.OF,125.53004216309
495,007600.OF,157.62732379724
496,007603.OF,112.48992416884
497,007616.OF,121.03932832392
498,007618.OF,121.03932832392
499,007619.OF,170.16241440412
500,007645.OF,126.97957250137
501,007653.OF,103.38068435987
502,007659.OF,129.04389526028
503,007670.OF,116.52507101742
504,007680.OF,144.24558722919
505,007681.OF,112.21965372672
506,007682.OF,168.8492140711
507,007691.OF,128.25285870884
508,007692.OF,127.73158115997
509,007706.OF,103.11785351648
510,007714.OF,116.63467571796
511,007716.OF,111.39701510403
512,007717.OF,136.43504516642
513,007723.OF,164.96683944035
514,007740.OF,130.01579040725
515,007744.OF,118.39764659058
516,007754.OF,127.1268100351
517,007758.OF,139.85149987333
518,007761.OF,160.21708649645
519,007762.OF,101.76640890039
520,007772.OF,108.06425601427
521,007823.OF,100.26563857409
522,007828.OF,130.14190014338
523,007830.OF,139.09688892172
524,007836.OF,153.96272004005
525,007852.OF,103.13495844505
526,007867.OF,145.62017022255
527,007870.OF,154.34420208023
528,007871.OF,124.67828443113
529,007888.OF,130.10478231645
530,007915.OF,113.35233018479
531,007928.OF,139.80629434006
532,007930.OF,123.13856405963
533,007935.OF,136.36925562012
534,007948.OF,158.31298541267
535,007949.OF,120.37571538771
536,007953.OF,125.09710167686
537,007954.OF,110.09063115379
538,007958.OF,124.26930531524
539,007967.OF,145.22743505254
540,007970.OF,125.22023474382
541,007985.OF,127.27509757894
542,007986.OF,109.6416032849
543,007990.OF,136.40011978108
544,007996.OF,127.93982311657
545,007997.OF,155.60448136995
546,008003.OF,139.8027793524
547,008014.OF,177.50393895255
548,008017.OF,138.95851057751
549,008018.OF,139.77877561599
550,008022.OF,115.12802493669
551,008027.OF,141.50599197368
552,008030.OF,127.49497308299
553,008031.OF,123.94496562458
554,008032.OF,106.69216286738
555,008102.OF,176.45863754868
556,008104.OF,138.04507556373
557,008117.OF,113.24134703249
558,008130.OF,140.78414695288
559,008139.OF,120.91919361109
560,008170.OF,128.36800549474
561,008204.OF,125.73265806578
562,008207.OF,125.23082267177
563,008214.OF,100.92447974608
564,008217.OF,134.36897751137
565,008219.OF,141.07634077109
566,008223.OF,149.47765679449
567,008229.OF,158.19760621429
568,008231.OF,165.15984784816
569,008242.OF,100.03630534235
570,008266.OF,105.76070083112
571,008278.OF,135.25480595636
572,008302.OF,123.67362189463
573,008316.OF,182.71742309359
574,008338.OF,103.75355676975
575,008349.OF,143.47670558449
576,008352.OF,165.65627730074
577,008366.OF,115.72150333517
578,008383.OF,126.95697891048
579,008406.OF,102.50607605822
580,008409.OF,119.03664763274
581,008411.OF,122.66066848397
582,008429.OF,163.11736751408
583,008460.OF,100.01963658594
584,008463.OF,122.28218446395
585,008465.OF,100.89847381007
586,008471.OF,156.43692203955
587,008478.OF,194.21558631576
588,008493.OF,134.69812961415
589,008497.OF,110.13586513793
590,008508.OF,100.05318307478
591,008509.OF,121.63255329083
592,008516.OF,136.68345205344
593,008521.OF,149.34631540656
594,008535.OF,109.32019862865
595,008539.OF,102.66446857374
596,008558.OF,112.90441633272
597,008568.OF,111.85684423137
598,008569.OF,120.8972035628
599,008575.OF,156.40675930549
600,008582.OF,102.47864709732
601,008587.OF,107.48242965076
602,008596.OF,103.67955058392
603,008608.OF,118.29707206554
604,008620.OF,126.95067170832
605,008644.OF,181.99143073663
606,008646.OF,130.64464899678
607,008648.OF,133.78383062115
608,008649.OF,100.02520367724
609,008650.OF,128.50517431402
610,008651.OF,129.45659588113
611,008661.OF,141.72009409896
612,008674.OF,142.26334578787
613,008675.OF,176.66641258269
614,008700.OF,168.33650917545
615,008722.OF,166.76544274949
616,008730.OF,111.10020905778
617,008738.OF,156.04814078328
618,008746.OF,108.29135518922
619,008761.OF,100.56830860867
620,008762.OF,100.04191275986
621,008774.OF,102.80131705498
622,008796.OF,100.05005663881
623,008802.OF,131.50166152788
624,008807.OF,100.08881370491
625,008826.OF,109.83850595074
626,008829.OF,100.05224836291
627,008857.OF,121.47703394364
628,008862.OF,100.18437742901
629,008863.OF,149.26189162199
630,008875.OF,100.04487354788
631,008902.OF,132.53667125894
632,008925.OF,163.67557615537
633,008995.OF,112.99133876241
634,009001.OF,116.300823126
635,009021.OF,134.43307500805
636,009041.OF,124.4883767931
637,009045.OF,128.14588043515
638,009082.OF,124.28966392401
639,009091.OF,121.41564011803
640,009105.OF,150.84272690123
641,009148.OF,129.47867770948
642,009166.OF,129.58044068779
643,009167.OF,120.52433392136
644,009207.OF,129.37557124755
645,009212.OF,144.82266549019
646,009235.OF,157.81790664622
647,009237.OF,111.65218324507
648,009252.OF,116.44505486413
649,009254.OF,182.63858528603
650,009257.OF,111.66336224492
651,009271.OF,107.05324057569
652,009284.OF,100.0599424772
653,009289.OF,113.03284053743
654,009290.OF,117.63609747538
655,009292.OF,132.50334503993
656,009294.OF,138.08474837264
657,009298.OF,104.26084969955
658,009306.OF,135.29347030447
659,009309.OF,116.60035935297
660,009338.OF,128.01094001147
661,009343.OF,127.30965060423
662,009356.OF,116.02981547274
663,009417.OF,144.91331412579
664,009450.OF,125.20636961496
665,009453.OF,135.75470754921
666,009483.OF,124.35548132111
667,009577.OF,160.05413242013
668,009578.OF,134.29881942429
669,009580.OF,128.45765319503
670,009583.OF,173.60313520228
671,009587.OF,151.42839296237
672,009599.OF,119.85483171235
673,009600.OF,138.02376440868
674,009632.OF,181.51542977106
675,009643.OF,135.99043646333
676,009655.OF,128.7093754298
677,009666.OF,179.36560927509
678,009685.OF,137.33093350007
679,009711.OF,136.54719016289
680,009732.OF,161.64438929426
681,009749.OF,175.21143524261
682,009770.OF,131.74584470854
683,009792.OF,104.73948591989
684,009799.OF,143.41088182686
685,009809.OF,154.7658973484
686,009831.OF,121.93805444707
687,009851.OF,141.86467900175
688,009866.OF,166.53099815346
689,009920.OF,123.94012307451
690,009922.OF,121.80338820273
691,009933.OF,161.53612752367
692,009953.OF,127.68537356941
693,010048.OF,126.7984945732
694,010083.OF,115.3611319485
695,010084.OF,131.18679570449
696,010092.OF,114.0107480108
697,010168.OF,114.02788736234
698,010191.OF,139.48818507015
699,010232.OF,131.40431957117
700,010254.OF,108.82002336123
701,010258.OF,116.15089164711
702,010462.OF,150.15030023334
703,010471.OF,152.15338798255
704,010477.OF,124.15771720562
705,010479.OF,113.19028101077
706,010482.OF,151.2290663347
707,010485.OF,176.62729338582
708,010580.OF,157.93127041207
709,010621.OF,164.92291301829
710,010627.OF,179.24813831573
711,010632.OF,105.75176148004
712,010634.OF,114.41720404496
713,010639.OF,172.11736052539
714,010653.OF,127.75199002997
715,010753.OF,132.4507579578
716,010836.OF,132.46616711611
717,010946.OF,117.70558491718
718,010983.OF,181.7521516743
719,011067.OF,116.0644027695
720,011079.OF,125.23400002742
721,011080.OF,107.43718630942
722,011088.OF,135.43018910671
723,011262.OF,100.05085152237
724,011292.OF,100.03547396179
725,011294.OF,124.94830833385
726,011529.OF,122.91935979964
727,011617.OF,123.17517003498
728,011655.OF,100.03535276478
729,011683.OF,123.86623596831
730,011699.OF,129.48307992063
731,011719.OF,130.89469892084
732,011890.OF,127.54876140404
733,011943.OF,157.74210918369
734,011946.OF,101.0096564451
735,011952.OF,100.03755133778
736,011953.OF,118.84434373818
737,011955.OF,123.97486174701
738,011960.OF,149.67640062724
739,011961.OF,127.62873667302
740,011968.OF,136.12697002663
741,012101.OF,120.61179520404
742,012229.OF,126.93730449998
743,012242.OF,103.59490343227
744,012265.OF,122.92986400053
745,012273.OF,131.36002844021
746,012279.OF,120.26093617265
747,012290.OF,111.05322989801
748,012352.OF,103.39323465344
749,012356.OF,138.59148417855
750,012395.OF,117.1793879934
751,012451.OF,125.12853002865
752,012452.OF,101.27615107978
753,012465.OF,134.54579745174
754,012468.OF,100.34023627985
755,012489.OF,111.55752508496
756,012567.OF,113.88980067146
757,012580.OF,114.08875835935
758,012591.OF,123.3051373159
759,012742.OF,100.53124143131
760,012750.OF,127.03518440383
761,012773.OF,139.70390602001
762,012803.OF,130.19727880614
763,012806.OF,117.31650946256
764,012823.OF,122.50893960946
765,012933.OF,135.07605225572
766,012941.OF,122.68999102689
767,012948.OF,160.59369112972
768,013008.OF,137.67090550221
769,013062.OF,112.31281705353
770,013065.OF,107.04176927429
771,013068.OF,117.5789603781
772,013075.OF,129.07306875961
773,013077.OF,131.76369963894
774,013087.OF,131.41209063014
775,013159.OF,126.27115041019
776,013206.OF,133.29151904833
777,013213.OF,100.04168186948
778,013216.OF,118.35803941586
779,013236.OF,102.76888036131
780,013265.OF,134.70508435556
781,013336.OF,118.65238530479
782,013351.OF,100.11260662792
783,013373.OF,100.14618309429
784,013375.OF,121.55202794427
785,013391.OF,126.85210426874
786,013405.OF,117.50977230234
787,013408.OF,126.97889017047
788,013419.OF,105.64531604619
789,013456.OF,118.39764659058
790,013457.OF,125.37896845928
791,013459.OF,117.79121420643
792,013487.OF,166.58148881223
793,013494.OF,120.37698176847
794,013522.OF,101.78274344053
795,013538.OF,111.7975492934
796,013563.OF,114.54762546292
797,013648.OF,112.41962799041
798,013654.OF,165.4077210878
799,013699.OF,103.65529960247
800,013703.OF,103.4277829969
801,013718.OF,126.76111116386
802,013723.OF,154.58844839217
803,013728.OF,113.39740669265
804,013780.OF,118.73222861272
805,013799.OF,102.29489908097
806,013804.OF,108.03599219748
807,013808.OF,131.60366143424
808,013821.OF,134.39935928358
809,013838.OF,123.87320918529
810,013864.OF,104.86204788709
811,013875.OF,133.24478130132
812,013901.OF,129.96904559523
813,013931.OF,121.71738077641
814,013952.OF,100.94034544878
815,013976.OF,128.41205498154
816,014004.OF,125.56392498194
817,014012.OF,114.58233677358
818,014059.OF,130.99705234821
819,014097.OF,118.58996080077
820,014105.OF,109.20595162594
821,014230.OF,111.22974912496
822,014231.OF,139.9724992537
823,014234.OF,109.6597272444
824,014242.OF,118.3344208052
825,014248.OF,115.83435417921
826,014250.OF,125.00473979041
827,014252.OF,106.14324251259
828,014257.OF,115.0993805048
829,014315.OF,120.24084387483
830,014367.OF,106.81074057175
831,014392.OF,106.89130775593
832,014435.OF,123.16998087764
833,014446.OF,123.61791436458
834,014452.OF,152.96880745427
835,014464.OF,149.40266222596
836,014474.OF,100.53115850492
837,014476.OF,108.69732861636
838,014480.OF,100.03053734391
839,014504.OF,100.18528359256
840,014517.OF,101.49086619469
841,014552.OF,129.35389501674
842,014638.OF,125.86908129386
843,014714.OF,124.55589914104
844,014721.OF,140.56261329833
845,014740.OF,123.61243274825
846,014778.OF,100.06298391416
847,014815.OF,124.72836017583
848,014856.OF,129.38817291741
849,014858.OF,129.38817291741
850,014952.OF,139.6288282522
851,014959.OF,117.60922173286
852,014965.OF,134.64065236378
853,014966.OF,117.6393886824
854,014973.OF,122.24404926321
855,015018.OF,171.43073804585
856,015049.OF,101.09111886843
857,015081.OF,106.73299165108
858,015209.OF,132.51494681559
859,015255.OF,100.03753553771
860,015260.OF,106.6119162271
861,015263.OF,109.70286562143
862,015301.OF,133.004114139
863,015315.OF,122.44980957671
864,015397.OF,110.75881728507
865,015423.OF,100.03809891319
866,015469.OF,155.03286671653
867,015471.OF,100.03907478791
868,015473.OF,181.88455113347
869,015487.OF,119.79978077613
870,015492.OF,122.94494832132
871,015516.OF,108.79831396093
872,015530.OF,135.73913439016
873,015552.OF,104.43263278832
874,015569.OF,100.09131113751
875,015581.OF,122.78597600738
876,015622.OF,134.52783934679
877,015624.OF,132.88389421142
878,015629.OF,108.65781179656
879,015653.OF,119.88930317874
880,015654.OF,112.7450580178
881,015720.OF,100.28290784059
882,015736.OF,128.45830560144
883,015746.OF,134.09536486698
884,015811.OF,164.24526131036
885,015815.OF,125.22480391017
886,015830.OF,102.7055037908
887,015832.OF,101.73816828704
888,015834.OF,121.32137814744
889,015848.OF,114.41720404496
890,015852.OF,125.91863328269
891,015853.OF,101.24319352773
892,015858.OF,118.88478401513
893,015893.OF,123.61699091439
894,015913.OF,
895,015917.OF,105.74050302576
896,015925.OF,100.04918624107
897,015949.OF,110.24520035355
898,015969.OF,174.03905455521
899,016009.OF,112.32711311842
900,016011.OF,100.64691678122
901,016023.OF,135.84126900219
902,016024.OF,137.89742454847
903,016031.OF,100.03364899269
904,016034.OF,140.08678519914
905,016111.OF,
906,016172.OF,100.06097751084
907,016184.OF,
908,016189.OF,125.12895245818
909,016191.OF,126.99414134826
910,016208.OF,
911,016212.OF,122.79226329446
912,016235.OF,106.35349420477
913,016247.OF,123.15584278884
914,016296.OF,100.03650201692
915,016396.OF,101.02029923439
916,016411.OF,103.82139815471
917,016426.OF,100.03411105909
918,016427.OF,110.15797912756
919,016432.OF,
920,016483.OF,100.05352418039
921,016497.OF,129.38817291741
922,016510.OF,135.86404044147
923,016526.OF,126.27037100706
924,016585.OF,115.21548239271
925,016609.OF,124.54330558756
926,016614.OF,127.84583872733
927,016674.OF,125.17699943564
928,016689.OF,132.10342792636
929,016695.OF,121.38019034586
930,016790.OF,120.55180668562
931,016793.OF,134.78023481363
932,016799.OF,116.29913874937
933,016812.OF,104.2243570634
