,thscode,ths_jjggbl_fund
72,000345.OF,128.76692987121
73,000346.OF,100.04418371409
74,000355.OF,117.06681858546
75,000395.OF,100.32485393398
76,000402.OF,126.80767160522
77,000469.OF,141.05728896201
78,000516.OF,136.87336993259
79,000546.OF,118.07160989283
80,000552.OF,113.17663831662
81,000606.OF,131.9197024748
82,000799.OF,124.06113807486
83,000815.OF,133.5908196287
84,000914.OF,108.30802059285
85,000943.OF,124.36286376002
86,001001.OF,127.56383837104
87,001246.OF,124.47798315408
88,001299.OF,118.17384802722
89,001368.OF,125.31431370026
90,001545.OF,118.50856984589
91,001578.OF,112.10302017677
92,001785.OF,106.15948524062
93,001819.OF,113.41667026223
94,001911.OF,123.40049289852
95,001960.OF,113.97075696889
96,001961.OF,137.47541326694
97,001993.OF,138.18296090495
98,002109.OF,125.85751187228
99,002140.OF,130.79526351965
100,002143.OF,126.28593173771
101,002169.OF,116.19951249237
102,002175.OF,106.1223918662
103,002188.OF,133.51489989903
104,002198.OF,127.74726848377
105,002206.OF,129.21076215668
106,002268.OF,108.25723577731
107,002301.OF,115.73305907906
108,002336.OF,100.9570962789
109,002338.OF,100.02562654152
110,002341.OF,116.77478509336
111,002354.OF,110.60291208169
112,002377.OF,121.38990945744
113,002381.OF,100.06982313828
114,002395.OF,152.8709940573
115,002438.OF,134.18459320298
116,002445.OF,113.21365268002
117,002447.OF,100.05656591705
118,002452.OF,125.93978852308
119,002466.OF,132.14387248107
120,002483.OF,100.1097925749
121,002548.OF,100.05272084317
122,002549.OF,103.53044403172
123,002552.OF,139.43657651191
124,002568.OF,108.20269164727
125,002578.OF,100.04117246095
126,002600.OF,162.78025596592
127,002603.OF,115.39243406448
128,002625.OF,108.58652145782
129,002638.OF,139.05191424846
130,002698.OF,104.8414697859
131,002716.OF,108.41062393694
132,002750.OF,153.57739389085
133,002754.OF,122.88179807887
134,002755.OF,104.41014481707
135,002781.OF,132.15778813011
136,002817.OF,100.0278453097
137,002832.OF,122.7145951212
138,002864.OF,131.07437366114
139,002868.OF,123.37144103902
140,002898.OF,134.53333266145
141,002904.OF,100.23409781825
142,002927.OF,131.99564214714
143,002929.OF,106.25935856259
144,002930.OF,109.21701870748
145,002970.OF,112.95233083411
146,002985.OF,122.67431509469
147,002991.OF,100.68528779743
148,002994.OF,133.82439051779
149,003039.OF,124.66951158732
150,003102.OF,128.87243238291
151,003155.OF,102.90083635859
152,003162.OF,126.8765868405
153,003188.OF,127.4431742422
154,003192.OF,117.64552898578
155,003193.OF,132.48490776651
156,003209.OF,121.42429073998
157,003213.OF,100.04486694894
158,003214.OF,113.39196385839
159,003223.OF,129.99157861813
160,003258.OF,110.75207994973
161,003260.OF,168.71432853479
162,003265.OF,107.39087444925
163,003268.OF,129.94145560397
164,003269.OF,124.84643223474
165,003280.OF,116.91628158013
166,003285.OF,133.0759635954
167,003289.OF,113.16253653641
168,003290.OF,121.22405832668
169,003313.OF,100.03435160021
170,003315.OF,124.87050356361
171,003327.OF,117.80149602096
172,003329.OF,102.44399317989
173,003417.OF,133.40549435133
174,003428.OF,124.07246857114
175,003438.OF,116.09410519329
176,003440.OF,128.75183788427
177,003445.OF,100.96811757961
178,003452.OF,125.23131871161
179,003454.OF,113.62402704268
180,003518.OF,136.54910161583
181,003528.OF,177.36093371565
182,003547.OF,122.52767012765
183,003569.OF,119.39147498105
184,003571.OF,121.90467392953
185,003590.OF,112.36210798591
186,003605.OF,137.97776621726
187,003607.OF,114.19313427116
188,003640.OF,124.02895511061
189,003651.OF,125.8432940385
190,003660.OF,131.9023493284
191,003662.OF,140.75789828313
192,003671.OF,137.81712723204
193,003673.OF,123.34623433846
194,003730.OF,136.23523866822
195,003746.OF,122.35576680594
196,003770.OF,100.03693472553
197,003809.OF,112.0121373639
198,003832.OF,100.03437608416
199,003859.OF,111.04583344527
200,003863.OF,123.49594830127
201,003869.OF,124.77507925696
202,003929.OF,100.03397001965
203,003949.OF,122.68992856573
204,003952.OF,149.12798265211
205,003983.OF,123.59398346686
206,004020.OF,100.04482933443
207,004027.OF,120.87221884362
208,004030.OF,111.75925174435
209,004031.OF,135.20973522257
210,004032.OF,101.55877508716
211,004042.OF,127.86211950368
212,004052.OF,109.67072180983
213,004061.OF,111.82290386914
214,004118.OF,117.95145544172
215,004122.OF,137.31451965912
216,004124.OF,100.0321969125
217,004126.OF,117.01227537647
218,004127.OF,125.83037908521
219,004136.OF,121.84865086905
220,004140.OF,134.43141490698
221,004141.OF,141.31714094623
222,004200.OF,127.17966350029
223,004230.OF,136.11566136467
224,004238.OF,109.55895351092
225,004307.OF,119.93725610191
226,004322.OF,121.54890027729
227,004334.OF,133.07164989928
228,004366.OF,125.20836970294
229,004388.OF,121.84337006451
230,004438.OF,121.0200226447
231,004459.OF,128.43168415449
232,004479.OF,119.27243098143
233,004498.OF,126.36459018748
234,004499.OF,123.34861448836
235,004503.OF,105.81664101517
236,004544.OF,115.9796721073
237,004547.OF,109.88770269451
238,004555.OF,100.14248874768
239,004601.OF,132.95440590736
240,004614.OF,106.04674408617
241,004637.OF,100.06310749787
242,004655.OF,129.19037476882
243,004672.OF,139.29690091484
244,004689.OF,123.26186733043
245,004705.OF,121.36186122365
246,004722.OF,100.03496935768
247,004728.OF,109.82488432891
248,004736.OF,144.56402783152
249,004797.OF,115.82464656163
250,004821.OF,131.91444031362
251,004859.OF,150.58017145953
252,004882.OF,100.03484693461
253,004887.OF,118.77690081487
254,004899.OF,100.047379265
255,004910.OF,100.62664051125
256,004911.OF,101.23092537569
257,004919.OF,130.4273029311
258,004920.OF,128.54864167491
259,004923.OF,115.26250448007
260,004940.OF,127.52293561069
261,004956.OF,106.20254872652
262,004978.OF,120.49243003109
263,005024.OF,148.63910780955
264,005072.OF,117.20259948624
265,005073.OF,100.05439836718
266,005124.OF,167.52001229348
267,005171.OF,122.55960285417
268,005307.OF,122.69198385856
269,005309.OF,100.0362347847
270,005321.OF,100.03420906931
271,005322.OF,101.31112210782
272,005336.OF,101.10877602779
273,005338.OF,152.98706243288
274,005364.OF,100.04029422367
275,005369.OF,146.51850037242
276,005375.OF,100.04653751699
277,005383.OF,164.15351117845
278,005388.OF,126.98041815195
279,005393.OF,129.67863635053
280,005398.OF,131.17025560865
281,005410.OF,109.16131318569
282,005419.OF,132.66874052331
283,005432.OF,126.38565819154
284,005435.OF,110.76462701281
285,005439.OF,135.94337950044
286,005442.OF,156.70702990942
287,005462.OF,159.25333239539
288,005469.OF,119.04524642946
289,005525.OF,127.57355971671
290,005577.OF,126.42106821486
291,005590.OF,125.51165197628
292,005594.OF,128.17643381312
293,005606.OF,100.09556541364
294,005622.OF,130.9431002217
295,005631.OF,127.62018185189
296,005648.OF,123.18781511288
297,005666.OF,120.70438560361
298,005670.OF,133.83760051548
299,005684.OF,103.83012787045
300,005703.OF,123.31958233434
301,005710.OF,137.80853705439
302,005712.OF,117.08883765389
303,005719.OF,126.1715508849
304,005740.OF,129.3739583104
305,005754.OF,113.35059547424
306,005772.OF,128.46654098078
307,005781.OF,100.04061661329
308,005782.OF,150.49334646186
309,005784.OF,121.55095496027
310,005791.OF,128.63883932592
311,005820.OF,130.54105349229
312,005831.OF,108.70188435534
313,005841.OF,127.54461985672
314,005845.OF,104.63891960209
315,005853.OF,125.93582724841
316,005854.OF,108.51331677076
317,005864.OF,134.01685868209
318,005871.OF,128.61885260697
319,005879.OF,112.48357789292
320,005897.OF,122.55515539843
321,005898.OF,128.88514485758
322,005920.OF,118.54678191986
323,005921.OF,147.59686215285
324,005936.OF,124.51745337237
325,005972.OF,119.04601590192
326,005988.OF,120.40075068082
327,006029.OF,105.84944038706
328,006037.OF,104.72050852717
329,006043.OF,125.41331910293
330,006053.OF,114.06362686141
331,006066.OF,119.46487480994
332,006076.OF,120.14670066203
333,006107.OF,118.76427457775
334,006112.OF,159.00905144403
335,006150.OF,161.20521864932
336,006171.OF,119.83109659819
337,006172.OF,116.29748125639
338,006212.OF,108.15943957354
339,006275.OF,134.64798434857
340,006360.OF,119.01603839349
341,006367.OF,119.49228747633
342,006393.OF,109.14474163401
