,thscode,ths_jjggbl_fund
79,000943.OF,122.76155407337
80,001246.OF,156.14453536804
81,001299.OF,121.9759733069
82,001368.OF,100.02666386627
83,001369.OF,131.23655055026
84,001545.OF,113.82441374819
85,001578.OF,119.61884666524
86,001619.OF,116.00382828007
87,001783.OF,126.47879971597
88,001785.OF,123.22888753118
89,001819.OF,147.67949450951
90,001911.OF,127.05279743678
91,001960.OF,126.80635063285
92,001961.OF,111.90551903994
93,001993.OF,135.29925451595
94,002109.OF,125.37644401518
95,002140.OF,118.55347889754
96,002143.OF,127.97750205504
97,002169.OF,112.90973561923
98,002175.OF,114.26253999283
99,002188.OF,114.76156319929
100,002198.OF,100.80629332902
101,002206.OF,123.94847090282
102,002268.OF,103.94609811733
103,002301.OF,124.74734951298
104,002336.OF,125.3817811792
105,002341.OF,106.52820068799
106,002354.OF,109.24544636666
107,002377.OF,112.34597577161
108,002395.OF,107.4992198084
109,002438.OF,117.90905002555
110,002445.OF,132.7088673636
111,002447.OF,101.12500924648
112,002466.OF,127.25458765634
113,002483.OF,138.8508189515
114,002524.OF,115.5976988847
115,002548.OF,104.90581091443
116,002549.OF,126.76624521063
117,002550.OF,138.72258617802
118,002552.OF,136.06982256082
119,002568.OF,112.80066255563
120,002578.OF,100.04089403332
121,002600.OF,162.77024240471
122,002603.OF,134.56377391918
123,002625.OF,114.74632524634
124,002638.OF,136.77697825757
125,002698.OF,100.03792428505
126,002716.OF,100.06845729233
127,002750.OF,154.14062014269
128,002754.OF,138.15147517281
129,002755.OF,131.21258168969
130,002781.OF,107.33970058504
131,002832.OF,134.34043108432
132,002864.OF,124.19902829124
133,002868.OF,136.05588177453
134,002898.OF,133.00870257262
135,002904.OF,128.96356680191
136,002927.OF,134.23612203441
137,002929.OF,135.19289740609
138,002930.OF,131.04254785623
139,002970.OF,109.1540508686
140,002985.OF,100.11554756372
141,002991.OF,107.45642076614
142,002994.OF,100.24379713556
143,003039.OF,109.30593301883
144,003056.OF,102.33656646628
145,003102.OF,112.16494849968
146,003155.OF,100.05936284494
147,003162.OF,103.35757864588
148,003188.OF,104.83818061772
149,003192.OF,130.324344718
150,003193.OF,130.48647305065
151,003209.OF,123.51003198139
152,003213.OF,100.04477508619
153,003214.OF,127.13577550023
154,003223.OF,123.52028286744
155,003258.OF,130.38870779186
156,003260.OF,119.09813217915
157,003265.OF,115.48264686151
158,003268.OF,122.92058121455
159,003269.OF,121.91742521869
160,003280.OF,100.2222096099
161,003285.OF,133.4757105054
162,003289.OF,113.77883853114
163,003290.OF,100.8303859312
164,003309.OF,145.57101258193
165,003313.OF,100.03497822616
166,003315.OF,115.25763648972
167,003327.OF,119.28407142963
168,003329.OF,121.69843852027
169,003417.OF,127.76035949502
170,003428.OF,116.83257267097
171,003445.OF,131.66634284918
172,003452.OF,109.93084557882
173,003454.OF,119.55414726619
174,003528.OF,172.89017069415
175,003547.OF,137.75135265295
176,003571.OF,117.82866503581
177,003590.OF,107.76213330125
178,003605.OF,140.36458428075
179,003607.OF,131.73773680875
180,003640.OF,113.05102045827
181,003651.OF,114.49148351386
182,003660.OF,100.08977670518
183,003662.OF,155.35900456004
184,003671.OF,138.86456434846
185,003673.OF,101.10996147699
186,003703.OF,134.32251622615
187,003730.OF,135.9148389459
188,003746.OF,112.71831492203
189,003770.OF,100.03784182872
190,003809.OF,105.41184381305
191,003832.OF,100.03572024425
192,003847.OF,118.78607168907
193,003859.OF,119.19605226839
194,003863.OF,121.65087157969
195,003869.OF,121.28944369947
196,003880.OF,116.43995668109
197,003929.OF,100.03540741946
198,003949.OF,129.32091200095
199,003983.OF,135.54502919507
200,004020.OF,100.04923593594
201,004027.OF,105.43232393408
202,004030.OF,136.0963832652
203,004031.OF,138.08485178773
204,004032.OF,150.52024872609
205,004042.OF,134.98369199818
206,004052.OF,106.46177856205
207,004061.OF,121.72227147136
208,004118.OF,129.22077977757
209,004122.OF,119.47019636557
210,004126.OF,104.79889123897
211,004127.OF,118.13785469604
212,004136.OF,126.32236193998
213,004140.OF,134.35878958484
214,004141.OF,133.6414678387
215,004200.OF,126.64424740517
216,004230.OF,100.2004812249
217,004238.OF,100.06024270563
218,004307.OF,129.87892812845
219,004322.OF,124.01166353769
220,004334.OF,119.5564477596
221,004366.OF,128.49459327928
222,004388.OF,100.16573960463
223,004438.OF,100.09880472565
224,004459.OF,134.58960817926
225,004479.OF,100.04022451467
226,004498.OF,118.74725152704
227,004499.OF,128.17603843917
228,004503.OF,149.87784600625
229,004504.OF,131.45474677519
230,004544.OF,126.07454946318
231,004547.OF,101.1075359557
232,004555.OF,111.42424543439
233,004601.OF,117.96265188452
234,004614.OF,128.87660278707
235,004637.OF,125.11889874143
236,004639.OF,100.04394870832
237,004655.OF,119.42348438367
238,004672.OF,131.11081544632
239,004689.OF,108.834447442
240,004705.OF,123.47523443811
241,004722.OF,100.03530937803
242,004728.OF,110.8905873057
243,004736.OF,140.19248149155
244,004797.OF,142.92569917384
245,004821.OF,136.46978769575
246,004839.OF,123.95654066559
247,004859.OF,156.29712194487
248,004882.OF,100.03696748396
249,004887.OF,103.77960571809
250,004899.OF,113.5020318116
251,004910.OF,100.97182962417
252,004911.OF,134.19441862485
253,004919.OF,132.29833526397
254,004920.OF,134.38954305201
255,004923.OF,138.96209920159
256,004940.OF,154.5343236359
257,004954.OF,114.8968250083
258,004956.OF,100.54410701067
259,004978.OF,159.29534044783
260,005024.OF,166.04334299897
261,005072.OF,133.41658501293
262,005073.OF,104.09759851216
263,005099.OF,107.34122406185
264,005124.OF,154.93533860407
265,005171.OF,125.18449950944
266,005200.OF,112.23457146031
267,005307.OF,111.01017160766
268,005309.OF,100.0358707653
269,005321.OF,100.03608218039
270,005322.OF,103.25372643795
271,005336.OF,117.49319094396
272,005362.OF,127.37349116225
273,005364.OF,112.28223997742
274,005369.OF,141.69526341816
275,005383.OF,141.89089957436
276,005388.OF,147.45144248118
277,005393.OF,119.0438727021
278,005398.OF,133.43711053312
279,005419.OF,119.11698278918
280,005432.OF,129.17050342757
281,005435.OF,104.21668834247
282,005439.OF,134.09973460858
283,005442.OF,128.80687569393
284,005462.OF,123.27077359656
285,005469.OF,132.92117588145
286,005525.OF,143.50320866222
287,005531.OF,107.07043259067
288,005577.OF,112.09268016365
289,005590.OF,101.97117327197
290,005594.OF,128.51033624928
291,005606.OF,108.02591963591
292,005622.OF,100.03923978127
293,005631.OF,111.63131750489
294,005648.OF,112.06047372114
295,005666.OF,131.73351290191
296,005670.OF,125.98483535805
297,005684.OF,119.25844844119
298,005703.OF,134.5979121774
299,005705.OF,120.42721155371
300,005709.OF,124.23640862711
301,005710.OF,136.61343903773
302,005712.OF,145.47286998731
303,005718.OF,179.05302754124
304,005719.OF,125.05332234552
305,005736.OF,149.8899392382
306,005740.OF,106.68393567368
307,005754.OF,124.55448874016
308,005772.OF,122.35826086416
309,005781.OF,108.00959529776
310,005782.OF,144.84686595964
311,005784.OF,100.10757773838
312,005791.OF,120.08761900166
313,005816.OF,142.87732780859
314,005820.OF,130.46924397249
315,005831.OF,139.9755648481
316,005836.OF,139.16071564298
317,005841.OF,164.03346711415
318,005842.OF,143.89072889461
319,005845.OF,100.03898259238
320,005853.OF,108.15530732766
321,005854.OF,117.88680047998
322,005862.OF,107.42847806838
323,005864.OF,100.03899904104
324,005871.OF,107.62157456176
325,005879.OF,121.00525139857
326,005897.OF,139.3009454995
327,005898.OF,116.02268736227
328,005920.OF,120.41357224251
329,005921.OF,142.4602924843
330,005971.OF,117.73482392837
331,005972.OF,100.05615720726
332,005988.OF,104.8196141489
333,006029.OF,116.49441680432
334,006032.OF,111.63576430285
335,006043.OF,117.25507943058
336,006045.OF,134.51473262302
337,006053.OF,110.64821635123
338,006066.OF,112.09546162055
339,006076.OF,125.33471971236
340,006082.OF,124.56754828182
341,006088.OF,120.13197351449
342,006097.OF,100.05687772699
343,006107.OF,110.15822375202
344,006112.OF,131.77975103704
345,006116.OF,127.13191583159
346,006120.OF,154.86031960628
347,006137.OF,100.037214953
348,006150.OF,168.50647103204
349,006151.OF,128.94533737751
350,006169.OF,136.06855146502
351,006171.OF,136.27114062756
352,006172.OF,104.545781804
353,006191.OF,111.67136963336
354,006275.OF,130.36047344966
355,006287.OF,124.64627211043
356,006319.OF,103.68274140804
357,006325.OF,101.84150836471
358,006332.OF,123.9387873146
359,006360.OF,104.38845001818
360,006367.OF,100.04761990688
361,006378.OF,100.1211544703
362,006393.OF,120.60037202562
363,006405.OF,114.08544304855
364,006411.OF,100.16766464018
365,006421.OF,112.34987076424
366,006427.OF,103.46010256511
367,006434.OF,122.25939444297
368,006436.OF,100.65355921191
369,006450.OF,104.28299427567
370,006464.OF,112.20787397272
371,006468.OF,120.80115544077
372,006489.OF,106.36830631495
373,006504.OF,120.99078109546
374,006517.OF,133.91300272849
375,006552.OF,133.77977385485
376,006570.OF,122.97504847112
377,006582.OF,118.85124935127
378,006591.OF,115.36159424985
379,006597.OF,121.3361029545
380,006599.OF,100.13325045278
381,006617.OF,136.92312510771
382,006626.OF,116.95312324433
383,006629.OF,107.13268776435
384,006635.OF,118.03617484896
385,006646.OF,112.16419021212
386,006653.OF,121.51869598779
387,006660.OF,127.39763017657
388,006662.OF,129.11560190887
389,006664.OF,129.11560190887
390,006665.OF,105.62368258967
391,006668.OF,127.67868651243
392,006683.OF,127.40260528936
393,006684.OF,124.84645399868
394,006707.OF,131.55302050075
395,006714.OF,103.32236450075
396,006740.OF,112.658776133
397,006750.OF,126.84323377965
398,006758.OF,105.27664133407
399,006764.OF,123.3539662966
400,006771.OF,100.54667867382
401,006772.OF,100.04919127105
402,006776.OF,110.40006526964
403,006782.OF,133.73215396252
404,006791.OF,100.05674322229
405,006793.OF,109.89335023543
406,006797.OF,132.46516669744
407,006804.OF,135.61565483579
408,006806.OF,100.0663462295
409,006824.OF,113.62940317485
410,006829.OF,128.56951665111
411,006834.OF,135.80363596133
412,006838.OF,122.5014536542
413,006841.OF,102.54238357701
414,006846.OF,147.74950336687
415,006850.OF,125.71184998857
416,006852.OF,116.71578598705
417,006869.OF,119.04561018953
418,006874.OF,133.11758026884
419,006884.OF,102.1571201591
420,006885.OF,102.1571201591
421,006893.OF,107.91086716608
422,006901.OF,119.31912614804
423,006907.OF,116.74849222245
424,006915.OF,100.04599061503
425,006919.OF,122.79542476562
426,006929.OF,122.60483175731
427,006934.OF,100.3675704148
428,006936.OF,127.0754358528
429,006944.OF,131.15183999478
430,006953.OF,137.13724393573
431,006955.OF,103.90533441046
432,006956.OF,164.56809594666
433,006958.OF,128.4408957677
434,006963.OF,100.0463462981
435,006965.OF,102.25004977892
436,006970.OF,114.89729781782
437,006984.OF,151.9581630408
438,006985.OF,120.17351717067
439,006986.OF,111.62112500448
440,006995.OF,132.61418111734
441,006998.OF,116.17391948264
442,007017.OF,136.42937610141
443,007050.OF,126.93507006617
444,007053.OF,102.62992712888
445,007061.OF,120.12071458379
446,007068.OF,100.01965282752
447,007086.OF,143.27681240107
448,007104.OF,103.63279278166
449,007105.OF,123.05128973915
450,007121.OF,109.71606333806
451,007145.OF,147.24353907163
452,007158.OF,111.19974479799
453,007167.OF,111.54835077588
454,007175.OF,127.97091538336
455,007184.OF,120.44152160601
456,007199.OF,115.54418812633
457,007201.OF,107.61549968164
458,007213.OF,101.5696847059
459,007215.OF,127.02592542617
460,007220.OF,109.81312240921
461,007268.OF,133.2328807947
462,007278.OF,115.09034530994
463,007295.OF,115.80682071517
464,007321.OF,106.9961123167
465,007342.OF,100.0399900411
466,007347.OF,112.53823431569
467,007373.OF,108.28709834428
468,007374.OF,117.79528927976
469,007408.OF,100.18449431541
470,007417.OF,131.12186598807
471,007427.OF,106.48042688343
472,007440.OF,102.02876834094
473,007447.OF,103.38660664236
474,007451.OF,130.22095735443
475,007454.OF,118.72562160203
476,007496.OF,176.49666524029
477,007513.OF,137.0616003102
478,007515.OF,109.76970322219
479,007517.OF,122.40408973382
480,007525.OF,148.62130615869
481,007529.OF,130.84287284325
482,007535.OF,162.89960109931
483,007537.OF,132.60253256056
484,007542.OF,111.28369286659
485,007544.OF,125.55657034138
486,007555.OF,100.04384948124
487,007562.OF,136.82089234136
488,007572.OF,119.41098367769
489,007573.OF,100.01969971786
490,007576.OF,129.04315412539
491,007584.OF,109.33079596162
492,007585.OF,128.7459698383
493,007589.OF,105.22933652499
494,007595.OF,127.56657015884
495,007600.OF,155.33499211467
496,007603.OF,121.65682125002
497,007616.OF,134.9628739745
498,007618.OF,134.9628739745
499,007619.OF,167.36141273524
500,007645.OF,143.79115512764
501,007653.OF,
502,007659.OF,114.3698733195
503,007670.OF,100.05560927783
504,007680.OF,141.59009290996
505,007681.OF,100.03948256667
506,007682.OF,165.49857190725
507,007691.OF,102.59138368249
508,007692.OF,130.73475926355
509,007706.OF,116.26450615903
510,007714.OF,119.04909755114
511,007716.OF,113.04875726242
512,007717.OF,135.80363596133
513,007723.OF,162.22326768937
514,007740.OF,106.99927996785
515,007744.OF,122.96950422088
516,007754.OF,118.83830162975
517,007758.OF,106.06774757347
518,007761.OF,157.79126718242
519,007762.OF,122.15286298231
520,007772.OF,100.16864527239
521,007823.OF,102.60733976472
522,007828.OF,122.65702656362
523,007830.OF,124.70145629487
524,007836.OF,154.27092817468
525,007852.OF,121.69527000807
526,007867.OF,144.88073877838
527,007870.OF,150.47575271121
528,007871.OF,110.36778871524
529,007888.OF,123.11586113328
530,007915.OF,118.0602231044
531,007928.OF,137.97716447532
532,007930.OF,119.21613397092
533,007935.OF,129.87007862611
534,007948.OF,100.01935466333
535,007949.OF,135.13221508421
536,007953.OF,126.03388235983
537,007954.OF,119.28804322104
538,007958.OF,129.64765039517
539,007967.OF,100.01823431025
540,007970.OF,100.01930149485
541,007985.OF,117.13111632602
542,007986.OF,105.77143429355
543,007990.OF,139.69567280559
544,007996.OF,106.31850912766
545,007997.OF,150.12128212576
546,008003.OF,129.3687576565
547,008014.OF,116.93657214848
548,008017.OF,119.81400692042
549,008018.OF,104.16870915296
550,008022.OF,101.62674117826
551,008027.OF,158.7597562327
552,008030.OF,129.40426525113
553,008031.OF,124.47248137125
554,008032.OF,133.15965961551
555,008102.OF,175.06325230282
556,008104.OF,113.93462121598
557,008117.OF,109.93375710041
558,008130.OF,140.11038856993
559,008139.OF,118.67480049039
560,008170.OF,120.55278075916
561,008204.OF,124.86676716325
562,008207.OF,130.40390030977
563,008214.OF,125.06630822788
564,008217.OF,100.4883185891
565,008219.OF,100.01439043498
566,008223.OF,149.51996112085
567,008229.OF,151.48188261531
568,008231.OF,167.48522480319
569,008242.OF,107.8403650693
570,008266.OF,109.85781920675
571,008278.OF,127.61086016903
572,008302.OF,113.90553538685
573,008316.OF,181.98959179008
574,008338.OF,109.90431860438
575,008349.OF,144.83651730986
576,008352.OF,106.85266175252
577,008366.OF,133.87560311382
578,008383.OF,123.527133023
579,008406.OF,123.38478212211
580,008409.OF,119.17245797088
581,008411.OF,123.68758270234
582,008429.OF,161.48700676439
583,008460.OF,116.14951589821
584,008463.OF,125.1617647331
585,008465.OF,100.25971067457
586,008471.OF,153.08803342757
587,008478.OF,192.30986814731
588,008493.OF,144.4111966039
589,008497.OF,130.67994377022
590,008508.OF,100.06075913708
591,008509.OF,115.66300333156
592,008516.OF,140.11458788796
593,008521.OF,150.21391991129
594,008535.OF,166.51881417694
595,008539.OF,112.459142807
596,008558.OF,122.11003600343
597,008568.OF,153.4493440173
598,008569.OF,100.13352601708
599,008575.OF,160.27410165772
600,008582.OF,102.76046101338
601,008587.OF,118.83277494926
602,008596.OF,136.9688171835
603,008608.OF,137.44943220649
604,008620.OF,121.92840262577
605,008644.OF,179.45976272085
606,008646.OF,119.1003579783
607,008648.OF,115.8291518663
608,008649.OF,122.8600268931
609,008650.OF,108.82300631031
610,008651.OF,120.66061640858
611,008661.OF,119.02855619506
612,008674.OF,140.6443399317
613,008675.OF,175.86071201315
614,008700.OF,160.91170011037
615,008722.OF,159.35835628089
616,008730.OF,100.04572926376
617,008738.OF,156.58430440509
618,008746.OF,115.74135193088
619,008761.OF,108.46395538943
620,008762.OF,100.04147473082
621,008774.OF,100.22834821781
622,008796.OF,106.53756183672
623,008802.OF,148.60603657655
624,008807.OF,132.69486049616
625,008826.OF,121.86276137327
626,008829.OF,100.05547202935
627,008857.OF,130.30066857583
628,008862.OF,100.16745767558
629,008863.OF,165.15556922436
630,008875.OF,103.36013326375
631,008902.OF,134.88649260747
632,008925.OF,132.04363669719
633,008995.OF,108.69350233252
634,009001.OF,125.8815280466
635,009021.OF,125.95598644779
636,009041.OF,128.66075372129
637,009045.OF,109.7851982611
638,009082.OF,123.84077371635
639,009091.OF,109.42994584168
640,009105.OF,157.58672094273
641,009148.OF,141.25852737288
642,009166.OF,134.20178387558
643,009167.OF,124.15004968285
644,009207.OF,118.40957620327
645,009212.OF,144.83306779482
646,009235.OF,159.21117377349
647,009237.OF,140.76759209973
648,009252.OF,100.07438152882
649,009254.OF,181.55738341746
650,009257.OF,112.658776133
651,009271.OF,114.85813482722
652,009284.OF,106.56022291961
653,009289.OF,123.50588579294
654,009290.OF,124.73826811906
655,009292.OF,153.89062665657
656,009294.OF,130.9254828398
657,009298.OF,111.08233357424
658,009306.OF,115.59850787575
659,009309.OF,113.00867404684
660,009338.OF,124.04688254643
661,009343.OF,131.13262111571
662,009356.OF,115.79969074852
663,009417.OF,145.56310282532
664,009450.OF,157.5212713313
665,009453.OF,137.44055891225
666,009483.OF,126.92761375975
667,009577.OF,155.09717617354
668,009578.OF,122.13732823562
669,009580.OF,120.72604845255
670,009583.OF,173.13817994455
671,009587.OF,145.49572795605
672,009599.OF,123.05747336623
673,009600.OF,121.6814533047
674,009632.OF,178.395534873
675,009643.OF,110.63561812885
676,009655.OF,132.65656793384
677,009666.OF,177.82360303163
678,009685.OF,148.02638068351
679,009711.OF,137.40078615019
680,009732.OF,163.04609193309
681,009749.OF,170.83096247256
682,009770.OF,134.38053053002
683,009792.OF,110.0820144419
684,009799.OF,147.24568473907
685,009809.OF,154.88568886048
686,009831.OF,102.45989155065
687,009851.OF,136.53002792692
688,009866.OF,164.69495874136
689,009920.OF,132.97403095412
690,009922.OF,124.31453527231
691,009933.OF,159.991488183
692,009953.OF,120.82411837272
693,010048.OF,124.55448874016
694,010083.OF,104.26430618173
695,010084.OF,138.41983886783
696,010092.OF,100.25514878612
697,010168.OF,104.39810964031
698,010191.OF,102.11437563058
699,010232.OF,108.99466226081
700,010254.OF,105.79482231106
701,010258.OF,114.37056613577
702,010462.OF,150.84244328021
703,010471.OF,145.4662826797
704,010477.OF,119.498722875
705,010479.OF,120.73090265756
706,010482.OF,150.91205590345
707,010485.OF,177.23950459616
708,010580.OF,161.63830213068
709,010621.OF,168.48407026413
710,010627.OF,184.05205632815
711,010632.OF,128.71717951394
712,010634.OF,130.17455982818
713,010639.OF,171.36065096084
714,010653.OF,121.88995294806
715,010753.OF,119.19605226839
716,010836.OF,125.80203619825
717,010946.OF,122.28306596882
718,010983.OF,184.20701855221
719,011067.OF,111.01017160766
720,011079.OF,133.74924505828
721,011080.OF,112.48097184935
722,011088.OF,134.53270137384
723,011262.OF,100.06063268291
724,011292.OF,106.36830631495
725,011294.OF,108.48327472259
726,011529.OF,112.11724637117
727,011617.OF,102.1571201591
728,011655.OF,120.99161994049
729,011683.OF,131.84512182084
730,011699.OF,122.86800010034
731,011719.OF,141.75364255152
732,011890.OF,145.95297977142
733,011943.OF,138.04030401259
734,011946.OF,124.60406378336
735,011952.OF,103.50486915589
736,011953.OF,106.52820068799
737,011955.OF,121.65087157969
738,011960.OF,157.39012718491
739,011961.OF,123.57404405261
740,011968.OF,129.90001788411
741,012101.OF,124.81874035075
742,012229.OF,118.55268152906
743,012242.OF,115.81734076387
744,012265.OF,117.68404372971
745,012273.OF,127.21166181874
746,012279.OF,121.68957986241
747,012290.OF,102.05708090209
748,012352.OF,106.01619376628
749,012356.OF,107.8010857878
750,012395.OF,135.98414137832
751,012451.OF,108.72187947807
752,012452.OF,138.35537487701
753,012465.OF,115.23861925587
754,012468.OF,100.29699492133
755,012489.OF,105.41184381305
756,012567.OF,100.8303859312
757,012580.OF,118.30045182379
758,012591.OF,119.95907188788
759,012742.OF,100.43509861148
760,012750.OF,130.85513192178
761,012773.OF,109.40591647635
762,012803.OF,126.46209229202
763,012806.OF,120.13415341912
764,012823.OF,136.19817116285
765,012933.OF,135.29447990425
766,012941.OF,122.78536546136
767,012948.OF,140.78897305447
768,013008.OF,122.94217597273
769,013062.OF,104.83193475752
770,013065.OF,126.94013378046
771,013068.OF,124.29988675336
772,013075.OF,103.28492141301
773,013077.OF,131.61472879384
774,013087.OF,130.17143351929
775,013159.OF,135.75511927148
776,013206.OF,122.90881351428
777,013213.OF,100.04501117553
778,013216.OF,119.63430914105
779,013236.OF,112.23166507651
780,013265.OF,127.02495798868
781,013336.OF,103.99057706362
782,013351.OF,100.48116603085
783,013373.OF,100.23189556849
784,013375.OF,127.08446381038
785,013391.OF,120.56219907487
786,013405.OF,
787,013408.OF,125.68295945929
788,013419.OF,110.49103690798
789,013456.OF,122.96950422088
790,013457.OF,127.92301771709
791,013459.OF,105.92201392615
792,013487.OF,150.04709743752
793,013494.OF,123.28135569783
794,013522.OF,123.91497606152
795,013538.OF,119.26513038966
796,013563.OF,127.88787725684
797,013648.OF,116.95053533886
798,013654.OF,166.30991352139
799,013699.OF,100.07620851256
800,013703.OF,102.32928914399
801,013718.OF,102.3545508617
802,013723.OF,163.09749759913
803,013728.OF,123.96322729549
804,013780.OF,125.3826001996
805,013799.OF,106.81037114731
806,013804.OF,100.94831393413
807,013808.OF,110.30473626722
808,013821.OF,131.58249497179
809,013838.OF,121.07111394172
810,013864.OF,117.10942574872
811,013875.OF,129.07814627957
812,013901.OF,130.06798461059
813,013931.OF,117.64614654781
814,013952.OF,116.74749821987
815,013976.OF,135.29613661699
816,014004.OF,100.03838586857
817,014012.OF,100.05212887621
818,014059.OF,139.58645986729
819,014097.OF,118.9701229231
820,014105.OF,109.97477402972
821,014230.OF,117.54456138849
822,014231.OF,110.52564371868
823,014234.OF,113.84713715028
824,014242.OF,124.61083061984
825,014248.OF,121.10548316648
826,014250.OF,119.86297324722
827,014252.OF,105.42543016183
828,014257.OF,113.06073933882
829,014315.OF,124.10560818478
830,014367.OF,103.46010256511
831,014392.OF,121.78627499133
832,014435.OF,104.40262220681
833,014446.OF,109.78024594306
834,014452.OF,125.30067989948
835,014464.OF,162.5505001799
836,014474.OF,100.43375697942
837,014476.OF,101.22885995629
838,014480.OF,100.03788570927
839,014504.OF,100.18449431541
840,014517.OF,101.21896032529
841,014552.OF,116.28459121109
842,014638.OF,116.74849222245
843,014714.OF,100.04318005947
844,014721.OF,141.09872205471
845,014740.OF,137.87247213638
846,014778.OF,104.07232386566
847,014815.OF,100.67870353148
848,014856.OF,123.5538252205
849,014858.OF,123.5538252205
850,014952.OF,100.05170778264
851,014959.OF,100.03885632886
852,014965.OF,136.46292980362
853,014966.OF,104.91534105006
854,014973.OF,110.09831580653
855,015018.OF,158.91578929812
856,015049.OF,105.11401116407
857,015081.OF,129.60875413173
858,015209.OF,120.37269949028
859,015255.OF,
860,015260.OF,
861,015263.OF,130.46100825823
862,015301.OF,138.44610310296
863,015315.OF,128.14501148087
864,015397.OF,102.49622502237
865,015423.OF,114.38712396823
866,015469.OF,111.93598004453
867,015471.OF,100.03604734774
868,015473.OF,153.94209564949
869,015487.OF,
870,015492.OF,100.20356698484
871,015516.OF,108.72794795164
872,015530.OF,100.05426992972
873,015552.OF,111.04268129194
874,015569.OF,100.24379713556
875,015581.OF,110.79612496675
876,015622.OF,128.57620105406
877,015624.OF,
878,015629.OF,100.034787815
879,015653.OF,132.78599357228
880,015654.OF,109.89335023543
881,015720.OF,100.41309855403
882,015736.OF,112.16494849968
883,015746.OF,115.50975739708
884,015811.OF,160.50541463774
885,015815.OF,108.57036314249
886,015830.OF,125.70619661366
887,015832.OF,115.39959880619
888,015834.OF,119.48537543207
889,015848.OF,130.17455982818
890,015852.OF,
891,015853.OF,100.12461790786
892,015858.OF,115.92519518605
893,015893.OF,108.11690484611
894,015913.OF,
895,015917.OF,110.07800239736
896,015925.OF,100.11811079615
897,015949.OF,112.24949698513
898,015969.OF,124.5420608787
899,016009.OF,100.04164853401
900,016011.OF,
901,016023.OF,131.31590934321
902,016024.OF,139.40654056608
903,016031.OF,
904,016034.OF,101.70881276924
905,016111.OF,
906,016172.OF,128.87660278707
907,016184.OF,
908,016189.OF,129.99758193259
909,016191.OF,110.83784175293
910,016208.OF,
911,016212.OF,100.80220712096
912,016235.OF,100.02860119726
913,016247.OF,100.0446108213
914,016296.OF,100.03763051172
915,016396.OF,107.95604371138
916,016411.OF,104.72066858103
917,016426.OF,
918,016427.OF,107.91086716608
919,016432.OF,
920,016483.OF,
921,016497.OF,123.5538252205
922,016510.OF,130.81091924885
923,016526.OF,
924,016585.OF,124.83621625484
925,016609.OF,100.06126128087
926,016614.OF,
927,016674.OF,109.58826251448
928,016689.OF,
929,016695.OF,
930,016790.OF,
931,016793.OF,128.4500603611
932,016799.OF,
933,016812.OF,100.39538251774
934,016816.OF,
935,016871.OF,
936,016875.OF,
937,016885.OF,
938,016914.OF,
939,016925.OF,105.2462563946
940,016928.OF,
941,016947.OF,
942,016951.OF,
943,016955.OF,
944,017006.OF,
