,thscode,ths_jjggbl_fund
535,007949.OF,117.91963052412
536,007953.OF,122.89151049902
537,007954.OF,104.97423539153
538,007958.OF,123.61646698997
539,007967.OF,145.87679039614
540,007970.OF,137.67078292495
541,007985.OF,125.92543149639
542,007986.OF,113.02569488265
543,007990.OF,139.50791269823
544,007996.OF,122.46108247994
545,007997.OF,153.33397774255
546,008003.OF,141.57715498395
547,008014.OF,182.28647039703
548,008017.OF,139.50989933568
549,008018.OF,137.95715740174
550,008022.OF,116.73005373502
551,008027.OF,157.42177181389
552,008030.OF,134.39020617854
553,008031.OF,137.67169027789
554,008032.OF,135.17987780596
555,008102.OF,174.85546460095
556,008104.OF,138.01708115379
557,008117.OF,137.88990901355
558,008130.OF,137.68307531794
559,008139.OF,133.88475364579
560,008170.OF,130.56078426807
561,008204.OF,126.07161815384
562,008207.OF,110.74274812846
563,008214.OF,100.01948302124
564,008217.OF,134.42184324378
565,008219.OF,146.32618098958
566,008223.OF,144.35200707831
567,008229.OF,158.098284662
568,008231.OF,165.38145775385
569,008242.OF,112.96613638624
570,008266.OF,100.05284134019
571,008278.OF,139.06640026194
572,008302.OF,119.21902938045
573,008316.OF,179.875357272
574,008338.OF,143.14479577181
575,008349.OF,141.91106927776
576,008352.OF,165.7220772502
577,008366.OF,132.33908515132
578,008383.OF,134.1661107178
579,008406.OF,104.05950374759
580,008409.OF,123.46760598442
581,008411.OF,108.32196768827
582,008429.OF,162.59604094787
583,008460.OF,132.19931100057
584,008463.OF,129.43037597003
585,008465.OF,122.24399745228
586,008471.OF,156.85055037615
587,008478.OF,154.06048899128
588,008493.OF,144.82020782525
589,008497.OF,108.30832367633
590,008508.OF,100.1152664415
591,008509.OF,131.18598244037
592,008516.OF,147.58147561008
593,008521.OF,144.02001200182
594,008535.OF,136.77557750711
595,008539.OF,100.05440324847
596,008558.OF,128.38607271378
597,008568.OF,134.34708752453
598,008569.OF,125.05450875026
599,008575.OF,155.01925576759
600,008582.OF,100.04361562327
601,008587.OF,117.7189264195
602,008596.OF,136.14844239329
603,008608.OF,100.01863463207
604,008620.OF,138.86800000335
605,008644.OF,167.53061768123
606,008646.OF,132.66228253273
607,008648.OF,127.6489732675
608,008649.OF,108.61807599061
609,008650.OF,124.4442989468
610,008651.OF,129.07205261838
611,008661.OF,145.81712102079
612,008674.OF,140.22637024096
613,008675.OF,172.75004744943
614,008700.OF,138.08422900114
615,008722.OF,167.81891777308
616,008730.OF,100.04018117088
617,008738.OF,137.48540992882
618,008746.OF,108.70997157378
619,008761.OF,124.00522787696
620,008762.OF,124.87197562242
621,008774.OF,102.80597850827
622,008796.OF,100.04859152444
623,008802.OF,100.79934695778
624,008807.OF,131.33219075847
625,008826.OF,110.80015647496
626,008829.OF,112.00546048473
627,008857.OF,122.0595561725
628,008862.OF,100.18368165976
629,008863.OF,149.71736619075
630,008875.OF,112.35745013035
631,008902.OF,127.20497981191
632,008925.OF,133.23398205547
633,008995.OF,137.4881688658
634,009001.OF,108.15392995628
635,009021.OF,124.90426846122
636,009041.OF,130.48439997769
637,009045.OF,100.10513659773
638,009082.OF,121.21185729518
639,009091.OF,128.883898944
640,009105.OF,148.82933741442
641,009148.OF,112.59041392561
642,009166.OF,137.34167937475
643,009167.OF,114.067818972
644,009207.OF,130.98316677454
645,009212.OF,146.59671626083
646,009235.OF,159.86882646157
647,009237.OF,112.64040479634
648,009252.OF,100.05940400527
649,009254.OF,182.12532389674
650,009257.OF,109.11126113267
651,009271.OF,115.41196821981
652,009284.OF,100.04661929798
653,009289.OF,119.46660220689
654,009290.OF,128.14551227918
655,009292.OF,152.55576727679
656,009294.OF,138.94429465958
657,009298.OF,100.03457606498
658,009306.OF,130.27359170532
659,009309.OF,121.86031089236
660,009338.OF,125.92133532275
661,009343.OF,137.20046279126
662,009356.OF,119.27575549464
663,009417.OF,145.97995437924
664,009450.OF,143.36570469
665,009453.OF,137.54877954888
666,009483.OF,129.0918048559
667,009577.OF,143.48014742951
668,009578.OF,109.89751113619
669,009580.OF,129.02602954483
670,009583.OF,173.0598154171
671,009587.OF,151.11764871646
672,009599.OF,117.71481741558
673,009600.OF,138.15039482987
674,009632.OF,181.65581857101
675,009643.OF,123.03786384169
676,009655.OF,122.7127675889
677,009666.OF,185.39429299207
678,009685.OF,168.8221328732
679,009711.OF,136.37117250664
680,009732.OF,161.74638367366
681,009749.OF,173.65290361724
682,009770.OF,131.66436772698
683,009792.OF,100.06259679413
684,009799.OF,138.45498767672
685,009809.OF,156.07711767108
686,009831.OF,100.06525019757
687,009851.OF,138.55984622181
688,009866.OF,164.37565508873
689,009920.OF,117.3448848337
690,009922.OF,120.11820584106
691,009933.OF,162.80351398511
692,009953.OF,128.4234895986
693,010048.OF,130.88986326619
694,010083.OF,119.23204840756
695,010084.OF,104.27663633425
696,010092.OF,118.70627823743
697,010168.OF,113.50248749351
698,010191.OF,129.24632133616
699,010232.OF,133.46898280149
700,010254.OF,124.35918932634
701,010258.OF,111.21185530446
702,010462.OF,148.42266192945
703,010471.OF,156.24267984714
704,010477.OF,138.91940044985
705,010479.OF,112.36593906042
706,010482.OF,148.97643076333
707,010485.OF,177.91042463346
708,010580.OF,157.68302498441
709,010621.OF,167.39941198698
710,010627.OF,189.39983072759
711,010632.OF,118.68453999472
712,010634.OF,104.09748101404
713,010639.OF,177.02382165792
714,010653.OF,136.96987828272
715,010753.OF,116.94557559819
716,010836.OF,124.14305538798
717,010946.OF,132.67171988177
718,010983.OF,189.43314169755
719,011067.OF,109.01302689978
720,011079.OF,136.45107030561
721,011080.OF,116.59766042371
722,011088.OF,141.88553799653
723,011262.OF,118.82315889428
724,011292.OF,115.08877526165
725,011294.OF,135.40747865905
726,011529.OF,119.87861032429
727,011617.OF,125.86833772791
728,011655.OF,125.26598447932
729,011683.OF,138.84526875708
730,011699.OF,137.36100537937
731,011719.OF,143.8186595889
732,011890.OF,136.35556428846
733,011943.OF,139.64230430892
734,011946.OF,118.23868286999
735,011952.OF,100.04027367323
736,011953.OF,127.45016291876
737,011955.OF,129.70166293372
738,011960.OF,141.2563441582
739,011961.OF,124.15497057252
740,011968.OF,134.41846471226
741,012101.OF,119.44186760791
742,012229.OF,129.56543394004
743,012242.OF,123.55267433411
744,012265.OF,115.58377773486
745,012273.OF,151.70473483256
746,012279.OF,109.34976313238
747,012290.OF,137.01117226881
748,012352.OF,100.05038381467
749,012356.OF,139.04951218787
750,012395.OF,130.25973058999
751,012451.OF,130.33752995244
752,012452.OF,109.46147195333
753,012465.OF,121.93672072392
754,012468.OF,100.30847771384
755,012489.OF,119.09580929385
756,012567.OF,117.30618455122
757,012580.OF,114.66308349903
758,012591.OF,121.16346819729
759,012742.OF,100.62588004963
760,012750.OF,126.56995138203
761,012773.OF,120.27319707031
762,012803.OF,144.10991047489
763,012806.OF,111.28330676331
764,012823.OF,128.37152824853
765,012933.OF,139.17182469877
766,012941.OF,119.98142490902
767,012948.OF,167.55934111514
768,013008.OF,112.10983520432
769,013062.OF,169.85085554633
770,013065.OF,109.15598385628
771,013068.OF,120.96790294424
772,013075.OF,117.98679832461
773,013077.OF,132.07675743266
774,013087.OF,154.93600611263
775,013159.OF,139.09247243239
776,013206.OF,128.68814078808
777,013213.OF,100.04038691662
778,013216.OF,118.60730862771
779,013236.OF,101.74419267503
780,013265.OF,157.89950273922
781,013336.OF,126.83509474873
782,013351.OF,109.5656457093
783,013373.OF,100.11594150683
784,013375.OF,114.46528363945
785,013391.OF,132.44561399594
786,013405.OF,111.64773581969
787,013408.OF,112.39340449203
788,013419.OF,152.95504488113
789,013456.OF,115.43119858973
790,013457.OF,116.11597060001
791,013459.OF,132.0764304637
792,013487.OF,153.46092405035
793,013494.OF,125.44536892913
794,013522.OF,104.27221017966
795,013538.OF,139.72992593494
796,013563.OF,110.99098375691
797,013648.OF,104.10245476468
798,013654.OF,158.85496947058
799,013699.OF,109.53126578824
800,013703.OF,112.14816342355
801,013718.OF,100.28312600008
802,013723.OF,143.2070862567
803,013728.OF,125.4025829075
804,013780.OF,120.91578497585
805,013799.OF,101.11132177598
806,013804.OF,111.01255140009
807,013808.OF,122.42129128239
808,013821.OF,132.72848737936
809,013838.OF,129.97302893991
810,013864.OF,114.35582131845
811,013875.OF,132.0273739042
812,013901.OF,132.96707110429
813,013931.OF,159.00037036319
814,013952.OF,110.1866378604
815,013976.OF,121.29244148276
816,014004.OF,152.88350448563
817,014012.OF,114.15201269574
818,014059.OF,130.60620470328
819,014097.OF,104.6415357267
820,014105.OF,138.5018304196
821,014230.OF,102.41266502352
822,014231.OF,163.72960441361
823,014234.OF,134.86298344322
824,014242.OF,134.18570264312
825,014248.OF,125.06659028381
826,014250.OF,118.5590654744
827,014252.OF,109.69922835056
828,014257.OF,102.71031846645
829,014315.OF,106.41122187326
830,014367.OF,100.02217269273
831,014392.OF,135.97178716016
832,014435.OF,133.46358445983
833,014446.OF,120.24748640147
834,014452.OF,149.35082509931
835,014464.OF,150.60101203835
836,014474.OF,100.23003287744
837,014476.OF,123.37218530685
838,014480.OF,116.45992357478
839,014504.OF,130.77461521121
840,014517.OF,111.33144418602
841,014552.OF,130.02903874533
842,014638.OF,134.08417319632
843,014714.OF,129.07952314145
844,014721.OF,109.44382512591
845,014740.OF,132.08179508101
846,014778.OF,100.03276991327
847,014815.OF,121.71902214964
848,014856.OF,128.71456055856
849,014858.OF,128.71456055856
850,014952.OF,143.16398689439
851,014959.OF,126.53199168839
852,014965.OF,146.45996669064
853,014966.OF,112.69094066133
854,014973.OF,166.32665790248
855,015018.OF,140.98551112527
856,015049.OF,115.33700827178
857,015081.OF,110.83853709718
858,015209.OF,149.10798499764
859,015255.OF,130.57743261093
860,015260.OF,141.52933291788
861,015263.OF,133.09230669484
862,015301.OF,117.11974541708
863,015315.OF,133.28371227638
864,015397.OF,140.30392092463
865,015423.OF,100.03987795381
866,015469.OF,160.79619201764
867,015471.OF,100.03922306134
868,015473.OF,159.98039513045
869,015487.OF,117.97174813452
870,015492.OF,100.04565682856
871,015516.OF,112.8765846777
872,015530.OF,130.00175514904
873,015552.OF,100.08671744571
874,015569.OF,117.72969333818
875,015581.OF,125.58093992705
876,015622.OF,133.59148209663
877,015624.OF,145.45116250516
878,015629.OF,102.80178867082
879,015653.OF,175.71567121802
880,015654.OF,112.79603506364
881,015720.OF,110.09661314616
882,015736.OF,134.58845651145
883,015746.OF,110.10307628984
884,015811.OF,154.07149890843
885,015815.OF,116.19118708293
886,015830.OF,137.57489247869
887,015832.OF,112.10887644264
888,015834.OF,123.68230180418
889,015848.OF,104.09748101404
890,015852.OF,114.21437525209
891,015853.OF,110.55596087863
892,015858.OF,133.65954165988
893,015893.OF,123.32276366279
894,015913.OF,162.35160916006
895,015917.OF,101.84621804082
896,015925.OF,100.04520989045
897,015949.OF,134.5548726051
898,015969.OF,135.51124812162
899,016009.OF,159.00703098887
900,016011.OF,120.26956016792
901,016023.OF,139.22992068351
902,016024.OF,137.07797759246
903,016031.OF,107.35793522899
904,016034.OF,130.96878439097
905,016111.OF,134.19692206731
906,016172.OF,100.38689329372
907,016184.OF,151.4686162932
908,016189.OF,112.79108177222
909,016191.OF,125.31756148079
910,016208.OF,100.03660334852
911,016212.OF,129.76258904499
912,016235.OF,100.0203983372
913,016247.OF,122.37505634081
914,016296.OF,119.36124432324
915,016396.OF,115.52475991706
916,016411.OF,124.93157588561
917,016426.OF,100.06225193863
918,016427.OF,110.5738102788
919,016432.OF,100.07247666006
920,016483.OF,100.04514795153
921,016497.OF,128.71456055856
922,016510.OF,113.14403738987
923,016526.OF,101.2050898757
924,016585.OF,132.81027110854
925,016609.OF,116.58315395225
926,016614.OF,135.85672301881
927,016674.OF,123.4975296055
928,016689.OF,136.38080539717
929,016695.OF,114.97286358675
930,016790.OF,104.49159143289
931,016793.OF,132.1007698322
