,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,20.754566215304,0.3126406692236,
1,070025.OF,,7.1293384167542,
2,070037.OF,2.7245010935892,7.1687420975212,
3,100018.OF,0.24117795779258,21.825659534188,
4,100058.OF,,5.9764348408244,
5,100066.OF,1.8703994310367,17.045534864478,
6,100072.OF,0.36557249885761,0.48561488959082,
7,110035.OF,,11.051169460591,
8,160602.OF,23.652325258335,,
9,202103.OF,,7.4408014129679,
10,202108.OF,,28.866343242096,
11,217003.OF,18.833358322273,11.847216247743,
12,217022.OF,1.9725808771599,4.9858907795246,
13,261001.OF,0.46235970644605,7.3738718778247,
14,270043.OF,,,
15,270048.OF,3.0553114739077,4.3307620840553,
16,400009.OF,9.524898555198,24.282800354817,
17,485105.OF,3.8495609990657,22.913390529251,
18,485107.OF,2.3245626311494,27.361591142607,
19,519137.OF,15.347604326285,5.0989311405124,
20,519138.OF,0.64741762660979,,
21,519206.OF,,26.556392794538,
22,519225.OF,0.37246631006619,36.073796882176,
23,519322.OF,,,
24,519324.OF,,,
25,519328.OF,,92.833658820706,
26,519330.OF,8.8317409313784,86.006272523582,
27,519332.OF,,7.1110350807363,
28,519334.OF,,100.0,
29,519680.OF,2.2925994012135,2.495686802307,
30,519718.OF,2.255897207145,2.2187957843577,
31,519743.OF,13.003761890595,86.996238109405,
32,519746.OF,,4.2274557668168,
33,519762.OF,16.034777846456,,
34,519776.OF,,100.0,
35,519782.OF,0.080643992944172,9.6443008440016,
36,519784.OF,,32.197653105665,
37,530021.OF,1.5932173527717,6.9846579459991,
38,650001.OF,,22.139440679847,
39,675041.OF,2.2730752126843,42.858806634953,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,,
45,160515.SZ,2.9889792133693,18.459605220011,
46,160618.SZ,4.5756035337446,9.0176980101974,
47,161014.SZ,,6.1531041478044,
48,161019.SZ,0.21234031582024,11.01924236064,
49,161115.SZ,,22.109611803921,
50,161117.SZ,,16.577964388705,
51,162715.SZ,3.0988512650186,83.828833004928,
52,164703.SZ,0.048944132803575,6.507953168542,
53,000005.OF,,10.775891971176,
54,000032.OF,0.73880182065328,19.269144068916,
55,000084.OF,0.041300736721125,12.121869196921,
56,000105.OF,,96.150348612504,
57,000111.OF,,13.344161540653,
58,000128.OF,,4.5746654327801,
59,000137.OF,,23.754879578701,
60,000139.OF,0.25781554508889,9.8296359077972,
61,000147.OF,,9.3010425618661,
62,000183.OF,1.1250725123399,5.3431345772145,
63,000187.OF,0.72655679887102,39.094460346788,
64,000191.OF,,11.361549771999,
65,000205.OF,,14.97607514414,
66,000207.OF,2.5783867716992,5.5200034609603,
67,000244.OF,,0.80376949786971,
68,000252.OF,1.2416710354302,20.827282161449,
69,000254.OF,,,
70,000265.OF,,10.693919856284,
71,000295.OF,,,
72,000345.OF,,,
73,000346.OF,29.421931612809,70.578068387191,
74,000355.OF,,7.0799031213391,
75,000395.OF,3.3680096663199,5.6408169747592,
76,000402.OF,,30.57397145118,
77,000469.OF,,9.6174184527557,
78,000516.OF,0.17135161070261,4.7981915182751,
79,000546.OF,,5.8760850773687,
80,000552.OF,,,
81,000606.OF,,100.0,
82,000799.OF,,,
83,000815.OF,,56.436570882523,
84,000914.OF,0.032894834004498,4.8255493385472,
85,000943.OF,4.9547769156746,,
86,001001.OF,20.387481194009,,
87,001246.OF,,,
88,001299.OF,1.9531738823206,30.677945629125,
89,001368.OF,,26.485676579077,
90,001545.OF,3.0041938180106,19.637830941908,
