,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,0.41083482989342,18.569423076502,
1,070025.OF,0.52500470758968,12.265633914197,
2,070037.OF,0.4204240652764,19.30563821242,
3,100018.OF,0.30133782166446,18.641577939588,
4,100058.OF,,4.0550545941195,
5,100066.OF,3.3728651995051,19.018348297187,
6,100072.OF,0.26439064105643,3.6577949257733,
7,110035.OF,,5.598439183265,
8,160602.OF,,26.525319690802,
9,202103.OF,,18.052006400082,
10,202108.OF,,17.217993489456,
11,217003.OF,,23.602517809301,
12,217022.OF,2.4915451807493,3.7901955298094,
13,261001.OF,,12.02138717094,
14,270043.OF,,,
15,270048.OF,,6.7228942110963,
16,400009.OF,,44.918414061266,
17,485105.OF,,13.91808429559,
18,485107.OF,,41.399338910058,
19,519137.OF,,,
20,519138.OF,,5.3433831814831,
21,519206.OF,,,
22,519225.OF,,100.0,
23,519322.OF,,8.0025976641554,
24,519324.OF,,,
25,519328.OF,,71.139564557411,
26,519330.OF,,12.319364046159,
27,519332.OF,,49.953969585748,
28,519334.OF,,85.271811928188,
29,519680.OF,,11.992154916897,
30,519718.OF,,10.48670809057,
31,519743.OF,,3.9303687398404,
32,519746.OF,,15.287644428283,
33,519762.OF,0.1836369529734,16.10011174245,
34,519776.OF,,9.4215422000202,
35,519782.OF,,4.133629978461,
36,519784.OF,,,
37,530021.OF,0.79767073604828,34.181807756579,
38,650001.OF,,38.467414497699,
39,675041.OF,,66.887313578507,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,22.447977660766,
45,160515.SZ,,,
46,160618.SZ,,35.403289909563,
47,161014.SZ,,1.1250744269777,
48,161019.SZ,35.195759882386,22.843298246,
49,161115.SZ,,10.306642110211,
50,161117.SZ,,6.0346162315749,
51,162715.SZ,,98.551497822952,
52,164703.SZ,6.5440915541524,,
53,000005.OF,,11.106181530976,
54,000032.OF,,31.529066871919,
55,000084.OF,,13.838488707708,
56,000105.OF,,14.603836257407,
57,000111.OF,,,
58,000128.OF,1.6102060545871,3.8965851888193,
59,000137.OF,,,
60,000139.OF,,8.7439115077529,
61,000147.OF,,4.7087100423978,
62,000183.OF,17.858338423669,40.847883382858,
63,000187.OF,17.282142781946,5.4542157357493,
64,000191.OF,,15.488389892562,
65,000205.OF,,4.2322259000172,
66,000207.OF,,5.3752897649181,
67,000244.OF,5.0899222907908,67.049188411365,
68,000252.OF,,17.02697410491,
69,000254.OF,,2.6097294870509,
70,000265.OF,,9.8605872792469,
71,000295.OF,,,
72,000345.OF,,,
73,000346.OF,,11.43489269742,
74,000355.OF,7.0949058978586,14.223847823569,
75,000395.OF,,10.354490534276,
76,000402.OF,7.5434312690885,12.281028512148,
77,000469.OF,,,
78,000516.OF,,7.7073754693266,
79,000546.OF,,5.1778886109984,
80,000552.OF,,16.255278152816,
81,000606.OF,,17.497974870599,
82,000799.OF,,,
83,000815.OF,2.9237286047694,5.1489329990428,
84,000914.OF,,4.8329449366218,
85,000943.OF,,17.272985822933,
86,001001.OF,,4.5817793126446,
87,001246.OF,,1.769092982549,
88,001299.OF,,11.570357372065,
89,001368.OF,,,
90,001545.OF,,56.37573252963,
91,001578.OF,,74.317482478057,
92,001785.OF,,,
93,001819.OF,,8.408819040809,
94,001911.OF,,15.385740687463,
95,001960.OF,,51.329852998611,
96,001961.OF,,44.089571377665,
97,001993.OF,,4.9322086810824,
98,002109.OF,,43.324904388275,
99,002140.OF,,11.356369809455,
100,002143.OF,2.8286116194067,87.143881356185,
101,002169.OF,,55.454230613808,
102,002175.OF,,90.951231308653,
103,002188.OF,,100.0,
104,002198.OF,,40.232299533584,
105,002206.OF,,4.8953799205148,
106,002268.OF,0.003133754082236,7.9501480847008,
107,002301.OF,,10.02334377225,
108,002336.OF,,71.413113632484,
109,002338.OF,,12.041116684933,
110,002341.OF,,85.727803185617,
111,002354.OF,,4.0720098956053,
112,002377.OF,,0.017643686892234,
113,002381.OF,40.166342403834,15.17747364051,
114,002395.OF,,,
115,002438.OF,,4.7319113898532,
116,002445.OF,,16.877890438212,
117,002447.OF,,4.8595458491075,
118,002452.OF,,100.0,
119,002466.OF,1.1970851753777,19.004638207626,
120,002483.OF,,4.5565850593751,
121,002548.OF,,4.2834620756337,
122,002549.OF,,9.2698040205891,
123,002552.OF,,,
124,002568.OF,,5.6853163430387,
125,002578.OF,,7.8680625373148,
126,002600.OF,,,
127,002603.OF,,,
128,002625.OF,,38.862303629708,
129,002638.OF,,100.0,
130,002698.OF,,69.368462251637,
131,002716.OF,,100.0,
132,002750.OF,,36.135143047893,
133,002754.OF,,12.470036910402,
134,002755.OF,,9.158395500242,
135,002781.OF,,46.5744981921,
136,002817.OF,,87.71204887138,
137,002832.OF,,100.0,
138,002864.OF,,5.1377782061591,
139,002868.OF,,7.0915336864591,
140,002898.OF,0.6631873496069,53.634709680618,
141,002904.OF,16.687042695488,13.792581555966,
142,002927.OF,,5.5695685562716,
143,002929.OF,,55.044769803408,
144,002930.OF,,6.0883291114919,
145,002970.OF,4.0006841504396,54.889451025694,
146,002985.OF,,25.405092571949,
147,002991.OF,,4.256706652636,
148,002994.OF,,46.435726428156,
149,003039.OF,,85.467799502298,
150,003102.OF,,6.3524983093497,
151,003155.OF,12.986802459172,52.863630411168,
152,003162.OF,,33.153268814929,
153,003188.OF,,100.0,
154,003192.OF,,16.574023308277,
155,003193.OF,0.85102676825985,3.3277718284433,
156,003209.OF,,4.188166230175,
157,003213.OF,,1.6977320138805,
158,003214.OF,,26.290697970765,
159,003223.OF,0.49680724436907,17.131924519469,
160,003258.OF,,100.0,
161,003260.OF,10.751152922647,71.212373424229,
162,003265.OF,,39.202900873202,
163,003268.OF,,5.1251046871336,
164,003269.OF,1.0792193950342,15.626026362657,
165,003280.OF,,18.768738847861,
166,003285.OF,,11.868824856522,
167,003289.OF,12.899783050031,54.767794307215,
168,003290.OF,7.4058899606085,82.822264564473,
169,003313.OF,,67.46952827809,
170,003315.OF,27.394616502174,72.605383497826,
171,003327.OF,,56.931493252226,
172,003329.OF,0.58659277441856,12.730780986409,
173,003417.OF,,14.166352111163,
174,003428.OF,,63.488627257442,
175,003438.OF,,5.5495878647438,
176,003440.OF,12.029745487974,18.268403566452,
177,003445.OF,0.017064636702901,9.9835972441179,
178,003452.OF,3.3408949012445,10.666050159734,
179,003454.OF,,22.608071457041,
180,003518.OF,1.127129099658,41.60067529074,
181,003528.OF,,,
182,003547.OF,,4.8264410860714,
183,003569.OF,,4.6133890014792,
184,003571.OF,5.942464107683,10.965027101503,
185,003590.OF,,17.915128580547,
186,003605.OF,,13.775455284801,
187,003607.OF,,41.952487139899,
188,003640.OF,,100.0,
189,003651.OF,,17.252795242422,
190,003660.OF,,4.9017050098581,
191,003662.OF,,17.336504846287,
192,003671.OF,,100.0,
193,003673.OF,,13.154718115229,
