,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,21.108882060155,0.43570002859374,
1,070025.OF,0.88139941012419,7.5658431447474,
2,070037.OF,0.26824379122709,6.3538075329686,
3,100018.OF,0.22569090995401,17.513053669321,
4,100058.OF,,4.4453418340931,
5,100066.OF,,7.2228020209892,
6,100072.OF,,,
7,110035.OF,,4.8477855547156,
8,160602.OF,,7.2578600326476,
9,202103.OF,,6.7701678723478,
10,202108.OF,,20.967083703004,
11,217003.OF,16.745685626149,3.9088229882263,
12,217022.OF,,4.0728467772179,
13,261001.OF,3.1894517493101,96.81054825069,
14,270043.OF,,,
15,270048.OF,,4.066086721516,
16,400009.OF,,17.434754619549,
17,485105.OF,3.4526764932682,25.453247021363,
18,485107.OF,,12.962930643311,
19,519137.OF,3.1990443492115,5.6932711563175,
20,519138.OF,,,
21,519206.OF,44.200467543867,55.799532456133,
22,519225.OF,0.25558882533198,43.057321611265,
23,519322.OF,,,
24,519324.OF,,,
25,519328.OF,0.099812896283933,92.814646262998,
26,519330.OF,,63.961793488178,
27,519332.OF,,6.6485860954584,
28,519334.OF,,5.2707256825957,
29,519680.OF,2.7247607712495,1.9947186775658,
30,519718.OF,1.4865973261097,3.1013697929864,
31,519743.OF,,100.0,
32,519746.OF,,8.1464978043439,
33,519762.OF,3.9904767802971,12.158726612749,
34,519776.OF,,50.521965837328,
35,519782.OF,,4.0308355844113,
36,519784.OF,,5.7538382264114,
37,530021.OF,1.3906380407789,3.3922463940545,
38,650001.OF,,8.9526847795461,
39,675041.OF,,42.413758013831,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,,
45,160515.SZ,,,
46,160618.SZ,4.5454197690079,,
47,161014.SZ,,,
48,161019.SZ,,6.8120684789611,
49,161115.SZ,,5.1475746186911,
50,161117.SZ,,,
51,162715.SZ,,72.449587151533,
52,164703.SZ,0.048615509708466,9.147651001534,
53,000005.OF,,11.281155074883,
54,000032.OF,,3.825427919448,
55,000084.OF,,5.953038668732,
56,000105.OF,1.6064321280009,10.236101869647,
57,000111.OF,,,
58,000128.OF,1.1057320584548,7.4812285282678,
59,000137.OF,,19.293114972757,
60,000139.OF,,6.1666006148775,
61,000147.OF,,4.6135534421147,
62,000183.OF,,0.063361242504449,
63,000187.OF,,45.573497252694,
64,000191.OF,,5.5464835944104,
65,000205.OF,,7.4151021506935,
66,000207.OF,,8.7665956421572,
67,000244.OF,,0.7387270958532,
68,000252.OF,2.4148157176363,2.8679355507123,
69,000254.OF,,20.536426289394,
70,000265.OF,,8.7310850757271,
71,000295.OF,100.0,,
72,000345.OF,,,
73,000346.OF,,4.6323506663034,
74,000355.OF,,6.9426239506739,
75,000395.OF,1.0522625013381,7.493823343983,
76,000402.OF,,12.246993824322,
77,000469.OF,,4.6710762945365,
78,000516.OF,0.17480905424771,,
79,000546.OF,,,
80,000552.OF,,,
81,000606.OF,,100.0,
