,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,12.924046756897,5.1050298450773,
1,070025.OF,2.2855363467895,6.1754218259475,
2,070037.OF,4.6971912820971,4.593138460274,
3,100018.OF,0.71667476471887,18.900799730652,
4,100058.OF,1.2347046014345,4.9765041561187,
5,100066.OF,,11.915696411843,
6,100072.OF,,,
7,110035.OF,1.7932672806035,11.114622930609,
8,160602.OF,4.9645783859725,5.8771106594416,
9,202103.OF,,17.188578955865,
10,202108.OF,1.3057974649376,40.92234721518,
11,217003.OF,,16.39495630646,
12,217022.OF,1.843255345461,3.0413379949746,
13,261001.OF,,4.9525356961867,
14,270043.OF,,,
15,270048.OF,6.9013009078286,16.498300403976,
16,400009.OF,0.47928461522264,5.0296372003131,
17,485105.OF,7.1783346944424,42.858099295311,
18,485107.OF,0.42679990904439,32.145936093969,
19,519137.OF,12.430674839865,2.6111978668975,
20,519138.OF,7.7656319974288,4.9583694220953,
21,519206.OF,,,
22,519225.OF,83.62321745738,16.37678254262,
23,519322.OF,,,
24,519324.OF,,,
25,519328.OF,,100.0,
26,519330.OF,,15.955016684072,
27,519332.OF,,12.164701302906,
28,519334.OF,,3.9107295237191,
29,519680.OF,4.3190497314796,,
30,519718.OF,4.1219047343814,0.36854376860179,
31,519743.OF,,100.0,
32,519746.OF,,4.2273296482285,
33,519762.OF,,100.0,
34,519776.OF,,59.287477761032,
35,519782.OF,0.077095208434401,5.3841337250732,
36,519784.OF,,38.060139885586,
37,530021.OF,1.5791895086378,14.314810599364,
38,650001.OF,,85.299833233314,
39,675041.OF,0.77907959898538,31.993166876607,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,,
45,160515.SZ,,3.3329752885946,
46,160618.SZ,3.3816372412188,0.7526061140071,
47,161014.SZ,2.831112099277,3.6604828515004,
48,161019.SZ,4.2452236651578,7.2076365292491,
49,161115.SZ,3.6575236018402,19.00476244688,
50,161117.SZ,,4.5562315981565,
51,162715.SZ,,51.081491240058,
52,164703.SZ,,8.8355092936527,
53,000005.OF,,17.091718616542,
54,000032.OF,,9.7415456410063,
55,000084.OF,,6.9238163513908,
56,000105.OF,7.5702712199371,,
57,000111.OF,0.64678245321361,4.8652953761286,
58,000128.OF,3.3455198739995,1.4334507470649,
59,000137.OF,,63.787762521623,
60,000139.OF,,6.0361352009126,
61,000147.OF,0.76721172429347,4.2514594542616,
62,000183.OF,,0.12075592619317,
63,000187.OF,1.8483523993204,22.290120303346,
64,000191.OF,0.0036662467249693,7.9668928446181,
65,000205.OF,,4.2995454010752,
66,000207.OF,21.840905677786,,
67,000244.OF,,6.5389571110199,
68,000252.OF,,7.2829210036993,
69,000254.OF,,,
70,000265.OF,,1.791156838673,
71,000295.OF,,,
72,000345.OF,3.1615038408933,,
73,000346.OF,7.5135121240317,,
74,000355.OF,,4.6093204918179,
75,000395.OF,4.1320181765492,4.6431933080518,
76,000402.OF,2.5708487136273,30.659794200924,
77,000469.OF,,,
78,000516.OF,0.33136955389679,0.4015208849012,
79,000546.OF,,0.54532466639775,
