,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,15.798854341414,0.4193485536851,
1,070025.OF,0.87240406032128,3.868524158011,
2,070037.OF,1.5124228110169,10.712790190514,
3,100018.OF,0.20731745255649,21.008514997259,
4,100058.OF,,4.4620698988239,
5,100066.OF,,9.0050312741455,
6,100072.OF,,3.8036143663128,
7,110035.OF,,5.8653555936592,
8,160602.OF,,8.8695501503715,
9,202103.OF,,17.898640834377,
10,202108.OF,2.3045791725421,29.703409150815,
11,217003.OF,15.859801148229,2.8966364513732,
12,217022.OF,,4.8737939656811,
13,261001.OF,79.624205040227,16.314302662033,
14,270043.OF,,,
15,270048.OF,,9.0634984346886,
16,400009.OF,15.035216111532,10.927489078042,
17,485105.OF,4.3239190244566,21.613693353052,
18,485107.OF,,9.6947612786595,
19,519137.OF,1.1519710760707,21.132838632666,
20,519138.OF,,,
21,519206.OF,,,
22,519225.OF,,38.442529828909,
23,519322.OF,,,
24,519324.OF,,5.3675997402044,
25,519328.OF,,93.146422791411,
26,519330.OF,,55.065549762475,
27,519332.OF,,6.2709416008531,
28,519334.OF,5.2546614664956,8.277814540645,
29,519680.OF,4.6833284361311,1.7592270809213,
30,519718.OF,1.5669498761975,3.13484904256,
31,519743.OF,,100.0,
32,519746.OF,,4.4289463315706,
33,519762.OF,6.7267241301904,,
34,519776.OF,3.5717753109701,47.761056233596,
35,519782.OF,,4.1014754064879,
36,519784.OF,,7.2052779514113,
37,530021.OF,1.1913548323277,14.856290928469,
38,650001.OF,,13.569563950181,
39,675041.OF,1.1495526445005,45.104253567373,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,8.7395394690551,
45,160515.SZ,3.0588970173578,,
46,160618.SZ,4.5052956330929,,
47,161014.SZ,,1.7245383770904,
48,161019.SZ,,10.565807461731,
49,161115.SZ,,4.8946366519667,
50,161117.SZ,,,
51,162715.SZ,,69.916656079744,
52,164703.SZ,,10.367899006252,
53,000005.OF,,13.277670827878,
54,000032.OF,2.1007336102727,8.6276128060441,
55,000084.OF,,12.293224923322,
56,000105.OF,11.445315571998,37.819161047052,
57,000111.OF,,,
58,000128.OF,,5.0115673950828,
59,000137.OF,,21.347921915233,
60,000139.OF,0.22922735128655,13.09324165017,
61,000147.OF,,11.492157388299,
62,000183.OF,,2.6108239667385,
63,000187.OF,,39.647448535906,
64,000191.OF,,8.450391081198,
65,000205.OF,,5.0444650282141,
66,000207.OF,,8.7181120195983,
67,000244.OF,,27.116209216054,
68,000252.OF,1.5044178632825,10.733813195696,
69,000254.OF,,38.435703326184,
70,000265.OF,,8.2149868363429,
71,000295.OF,1.1372918579836,7.9771304985602,
72,000345.OF,,2.1771820265346,
73,000346.OF,,19.374988004656,
74,000355.OF,,20.702900791086,
75,000395.OF,0.85836672845491,7.5316850906648,
76,000402.OF,,10.738560349873,
77,000469.OF,,3.2406047393854,
78,000516.OF,0.18702639373724,,
79,000546.OF,,12.398338635538,
80,000552.OF,,3.9866409742529,
81,000606.OF,,100.0,
82,000799.OF,41.336447610599,26.370498091631,
83,000815.OF,,36.723530053601,
84,000914.OF,,12.788851671503,
85,000943.OF,,4.9041454631889,
86,001001.OF,8.8029703342382,0.93146540826962,
87,001246.OF,,,
88,001299.OF,0.10026559637605,20.276389020001,
89,001368.OF,3.5250574964676,55.918776207805,
90,001545.OF,,28.33590108487,
91,001578.OF,1.2617635048089,11.928044941274,
92,001785.OF,,21.347921915233,
93,001819.OF,,5.6104422508407,
94,001911.OF,,41.174987263875,
95,001960.OF,0.85430263402158,7.934090211455,
96,001961.OF,,4.3970823814129,
97,001993.OF,,56.365036290007,
98,002109.OF,1.1745341022571,35.281360855116,
99,002140.OF,,15.586758043859,
100,002143.OF,,5.2436393548947,
101,002169.OF,,11.263744922852,
102,002175.OF,,83.512273982261,
103,002188.OF,,100.0,
104,002198.OF,,68.468033527114,
105,002206.OF,5.1283676006249,5.827760724693,
106,002268.OF,,5.0919466966526,
107,002301.OF,,8.6718314386971,
108,002336.OF,,85.693388701035,
109,002338.OF,33.827793512331,,
110,002341.OF,,6.7074824925423,
111,002354.OF,,100.0,
112,002377.OF,5.0183244614178,33.249142546672,
113,002381.OF,,8.8582616582686,
114,002395.OF,,16.615587978687,
115,002438.OF,16.913334577029,4.5099414950387,
116,002445.OF,5.1606582587003,,
117,002447.OF,,,
118,002452.OF,,,
119,002466.OF,2.0916308219706,46.991022710452,
120,002483.OF,,,
121,002548.OF,6.7284717024671,6.6521907185139,
122,002549.OF,2.7252236095421,25.211598779524,
123,002552.OF,,32.760223676159,
124,002568.OF,,35.953705088496,
125,002578.OF,,29.061355528178,
126,002600.OF,,,
127,002603.OF,,29.419985959045,
128,002625.OF,,77.26084275961,
129,002638.OF,3.0683998105133,96.931600189487,
130,002698.OF,2.2145163653671,45.53684017506,
131,002716.OF,,49.247457355471,
132,002750.OF,,30.75831272741,
133,002754.OF,1.6192303916085,4.4767176016343,
134,002755.OF,,25.817742437322,
135,002781.OF,0.55544839573072,52.032184923255,
136,002817.OF,,4.7556771355618,
137,002832.OF,,37.827532679355,
138,002864.OF,,5.2443639614983,
139,002868.OF,0.038135091636758,10.519089221085,
140,002898.OF,,84.495835470465,
141,002904.OF,,0.52355666827773,
142,002927.OF,2.5996191382114,4.8192778054768,
143,002929.OF,,17.909538855306,
144,002930.OF,,80.969185898079,
145,002970.OF,,82.866692719223,
146,002985.OF,6.606627760664,,
147,002991.OF,,100.0,
148,002994.OF,,100.0,
149,003039.OF,,89.032491026993,
150,003102.OF,1.1774140401246,6.5137028837441,
151,003155.OF,0.51355903712229,8.9768278671942,
152,003162.OF,,16.946610932596,
153,003188.OF,0.13347994354304,99.866520056457,
154,003192.OF,2.5998342636622,44.432845809269,
155,003193.OF,,39.2999157961,
156,003209.OF,0.85232363401972,10.892963859717,
157,003213.OF,,64.49289244658,
158,003214.OF,,4.3549397873282,
159,003223.OF,,7.9738348927598,
160,003258.OF,,5.3826726097967,
161,003260.OF,,33.781690108803,
162,003265.OF,0.26431481590145,5.6090353556595,
163,003268.OF,,27.871047351945,
164,003269.OF,,0.36557025079989,
165,003280.OF,1.2009776648677,6.9412642651418,
166,003285.OF,,28.490840226062,
167,003289.OF,,43.53762264013,
168,003290.OF,4.5073343412385,21.583504057461,
169,003313.OF,,97.294242690351,
170,003315.OF,1.0383828497469,98.961617150253,
171,003327.OF,5.3720136868969,7.5709959631005,
172,003329.OF,4.6743371024942,19.954149256351,
173,003417.OF,,8.1241227251804,
174,003428.OF,1.7134885544651,14.14845120892,
175,003438.OF,0.3110061600956,50.925133772834,
176,003440.OF,,82.798398363115,
177,003445.OF,,27.747507771743,
178,003452.OF,5.7132539891479,9.5477946044327,
179,003454.OF,0.94985067403369,43.3884357665,
180,003518.OF,30.124183031572,69.875816968428,
181,003528.OF,,3.1250798175444,
182,003547.OF,2.4383398215807,10.042660592138,
183,003569.OF,1.4843129775119,2.9983128297747,
184,003571.OF,0.51483356688762,4.1146382787108,
185,003590.OF,,100.0,
186,003605.OF,0.10906481905334,7.7900011524191,
187,003607.OF,,16.701561167015,
188,003640.OF,,18.266842981535,
189,003651.OF,,40.635692291145,
190,003660.OF,,,
191,003662.OF,1.2022034581939,3.6678235031017,
192,003671.OF,,29.893480732401,
193,003673.OF,,20.508234489237,
194,003730.OF,,68.999891590971,
195,003746.OF,,2.764878131597,
196,003770.OF,,81.806203331755,
197,003809.OF,,9.211113838975,
198,003832.OF,,76.819977436441,
199,003859.OF,0.14937636121114,4.9692883370983,
200,003863.OF,0.53763731976549,3.9808633177788,
201,003869.OF,,29.389863723811,
202,003929.OF,,73.427126247549,
203,003949.OF,,7.1413093051376,
204,003952.OF,,12.763530112939,
205,003983.OF,,9.6280805324217,
206,004020.OF,4.0359226843517,15.446896080204,
207,004027.OF,,7.4734142360419,
208,004030.OF,0.63464280317269,76.022120734473,
209,004031.OF,0.023841140958552,0.96094765042873,
210,004032.OF,,48.830287770399,
211,004042.OF,3.305461922623,10.998072399503,
212,004052.OF,,5.5294829143117,
213,004061.OF,,57.21697922715,
214,004118.OF,4.0388575286731,40.139700923087,
215,004122.OF,,1.3124776531994,
216,004124.OF,,84.988979238311,
217,004126.OF,3.2513742958926,3.1276105504005,
218,004127.OF,0.73375486106922,5.7331131043897,
219,004136.OF,,100.0,
220,004140.OF,0.76853031239031,16.57368010352,
221,004141.OF,,5.1796108329368,
222,004200.OF,0.4729613486373,7.8896299105807,
223,004230.OF,,100.0,
224,004238.OF,0.43344945373966,5.7389726578944,
225,004307.OF,,4.095074378954,
226,004322.OF,,13.021751127674,
227,004334.OF,,41.840287674604,
228,004366.OF,,44.659143048808,
229,004388.OF,2.4257661606802,5.2256685174338,
230,004438.OF,9.9758302465909,,
231,004459.OF,,11.386192297931,
232,004479.OF,,45.945769149162,
233,004498.OF,,5.224590096096,
234,004499.OF,3.7654626013106,12.06845124112,
235,004503.OF,3.0551214943777,,
236,004544.OF,1.0673068215254,12.367061135755,
237,004547.OF,20.852057523702,,
238,004555.OF,2.2445545516135,66.580062754573,
239,004601.OF,1.4392519411522,11.204345903842,
240,004614.OF,,5.6126476785313,
241,004637.OF,2.7214573637152,4.5072971071999,
242,004655.OF,,76.930354799024,
243,004672.OF,3.8809694466531,2.8778179449466,
244,004689.OF,,9.9973448867519,
245,004705.OF,3.2791212940767,27.851529245442,
246,004722.OF,,75.005780092263,
247,004728.OF,,100.0,
248,004736.OF,,5.5322968558289,
249,004797.OF,,14.408194185986,
250,004821.OF,0.2046371030011,0.10713018434779,
251,004859.OF,3.5387133150163,10.782671264055,
252,004882.OF,,98.702000287277,
253,004887.OF,,63.598373453252,
254,004899.OF,2.1030546248688,1.3661162977169,
255,004910.OF,3.4712103302457,25.548150935512,
256,004911.OF,,25.630729079216,
257,004919.OF,,8.0113521311596,
258,004920.OF,,7.1834766772469,
259,004923.OF,,2.2874155455471,
260,004940.OF,,5.9289695585568,
261,004956.OF,1.8539798841702,82.501128694588,
262,004978.OF,,,
263,005024.OF,3.2329423689208,,
264,005072.OF,,25.669059357995,
265,005073.OF,4.0824180352141,64.419072076056,
266,005124.OF,,0.45775824991856,
267,005171.OF,3.477358255938,15.366902417256,
268,005307.OF,,11.089075096026,
269,005309.OF,,67.231440503128,
270,005321.OF,,98.026881849816,
271,005322.OF,,24.780261907128,
272,005336.OF,,21.07187656165,
273,005338.OF,0.78928723860828,16.49973567339,
274,005364.OF,20.859667856842,79.140332143158,
275,005369.OF,,4.0777433292606,
276,005375.OF,3.0219641173407,37.415986198135,
277,005383.OF,8.1600624001037,8.1482397121524,
278,005388.OF,,,
279,005393.OF,0.62164625950774,82.196087397993,
280,005398.OF,,,
281,005410.OF,,18.967638491022,
282,005419.OF,,4.0354452114694,
283,005432.OF,1.9678539419619,21.407503935247,
284,005435.OF,,3.1387907146862,
285,005439.OF,,12.240636453692,
286,005442.OF,0.58447274293702,6.7833528527888,
287,005462.OF,,29.572186007747,
288,005469.OF,,57.921038596803,
289,005525.OF,,9.4275252899611,
290,005577.OF,1.3165572206785,2.9080826491735,
291,005590.OF,4.2504620617734,36.005208681192,
292,005594.OF,1.3336114633285,3.7818278255598,
293,005606.OF,8.9821806645815,23.363067401266,
294,005622.OF,,21.996282823559,
295,005631.OF,,35.337490410972,
296,005648.OF,2.7993287720383,6.2852337385914,
297,005666.OF,,26.058040728105,
298,005670.OF,,7.0223088067505,
299,005684.OF,,6.9360704046744,
300,005703.OF,,39.888841609045,
301,005710.OF,,44.902697121115,
302,005712.OF,,3.8131445362865,
303,005719.OF,,7.1541295723615,
304,005740.OF,0.57069810376511,33.926876998431,
305,005754.OF,0.017948608348744,3.9238236235776,
306,005772.OF,,56.275251379382,
307,005781.OF,,0.49403507758475,
308,005782.OF,,30.878385578342,
309,005784.OF,,2.9504855966004,
310,005791.OF,3.5041332859744,26.372831333146,
311,005820.OF,3.0948098747068,4.0629823789533,
312,005831.OF,6.0652265779184,8.9661291731998,
313,005841.OF,,13.110140493012,
314,005845.OF,,16.158625773529,
315,005853.OF,,8.7486161426787,
316,005854.OF,,100.0,
317,005864.OF,1.7535267920179,98.246473207982,
318,005871.OF,,3.8523700935375,
319,005879.OF,1.7056754296153,7.1112294402477,
320,005897.OF,5.054635613124,19.360174233343,
321,005898.OF,,51.923528442747,
322,005920.OF,,100.0,
323,005921.OF,,6.2622774712916,
324,005936.OF,,30.722333657756,
325,005972.OF,100.0,,
326,005988.OF,,100.0,
327,006029.OF,,39.889653377096,
328,006037.OF,2.9741899439164,79.363487352171,
329,006043.OF,,100.0,
330,006053.OF,,100.0,
331,006066.OF,1.2281126973069,8.6646092818408,
332,006076.OF,0.57698008722079,20.64484326869,
333,006107.OF,0.58311425430779,0.21315026752654,
334,006112.OF,3.2789366669128,58.12824529966,
335,006150.OF,0.025547551650354,,
336,006171.OF,,,
337,006172.OF,,100.0,
338,006212.OF,,36.944463433416,
339,006275.OF,,7.5327976126511,
340,006360.OF,,12.747573247102,
341,006367.OF,,88.909498005717,
342,006393.OF,0.29381997856572,42.394537217461,
