,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
66,000207.OF,8.7100517009384,,
67,000244.OF,,,
68,000252.OF,,6.2147611091942,
69,000254.OF,0.33046690821973,0.95204361046416,
70,000265.OF,,1.6230806866615,
71,000295.OF,,,
72,000345.OF,,,
73,000346.OF,3.2092025678056,3.167637737156,
74,000355.OF,,3.8813381572998,
75,000395.OF,,11.350835609037,
76,000402.OF,11.78585572015,12.015104471076,
77,000469.OF,,,
78,000516.OF,0.0076708083571402,,
79,000546.OF,,5.2198123229487,
80,000552.OF,,0.021336924795431,
81,000606.OF,,11.717712561386,
82,000799.OF,,,
83,000815.OF,3.9329134031103,1.282571718027,
84,000914.OF,,5.3896453443017,
85,000943.OF,,4.4150865557,
86,001001.OF,7.0220365393506,10.872283377423,
87,001246.OF,,,
88,001299.OF,,5.6338731159323,
89,001368.OF,,,
90,001545.OF,,29.864104583941,
91,001578.OF,,81.832506856363,
92,001785.OF,,2.4151438104708,
93,001819.OF,,6.2008841939858,
94,001911.OF,,5.1231655719361,
95,001960.OF,,,
96,001961.OF,,42.140984818637,
97,001993.OF,,5.0762040235724,
98,002109.OF,,36.702929868156,
99,002140.OF,,5.0445555093724,
100,002143.OF,,93.917386395653,
101,002169.OF,,30.125447227388,
102,002175.OF,,24.799129613414,
103,002188.OF,,91.855730075625,
104,002198.OF,,19.452686522807,
105,002206.OF,,,
106,002268.OF,0.0031064245516166,6.7331035225606,
107,002301.OF,,6.5413587265492,
108,002336.OF,,38.640268081541,
109,002338.OF,,17.07733030515,
110,002341.OF,,100.0,
111,002354.OF,,7.3756584297422,
112,002377.OF,0.29053018873873,,
113,002381.OF,5.2614682937775,16.901463797552,
114,002395.OF,,13.372192917555,
115,002438.OF,,4.4450537236767,
116,002445.OF,,6.5795902018018,
117,002447.OF,,5.0156416601284,
118,002452.OF,,42.802188110003,
119,002466.OF,,41.219671882855,
120,002483.OF,,,
121,002548.OF,,5.9353325573589,
122,002549.OF,4.2322690679409,8.7623735412387,
123,002552.OF,,,
124,002568.OF,,4.8873810251714,
125,002578.OF,,5.7840652028943,
126,002600.OF,,,
127,002603.OF,,,
128,002625.OF,,,
129,002638.OF,23.914243339328,31.631869052881,
130,002698.OF,,41.143761432551,
131,002716.OF,,100.0,
132,002750.OF,,33.806306082224,
133,002754.OF,,4.2173129911963,
134,002755.OF,,6.610792101529,
135,002781.OF,,5.5882841464059,
136,002817.OF,,87.816037889601,
137,002832.OF,19.406260758179,12.722508703881,
138,002864.OF,,5.1533727112934,
139,002868.OF,,4.2760908371742,
140,002898.OF,,,
141,002904.OF,,,
142,002927.OF,,10.644490118912,
143,002929.OF,,53.448012221338,
144,002930.OF,,6.0804728848466,
145,002970.OF,0.80219153746978,8.0089806889158,
146,002985.OF,,1.0550868517341,
147,002991.OF,0.21807666830019,5.4914451896858,
148,002994.OF,,46.462959018775,
149,003039.OF,,100.0,
150,003102.OF,0.42355376297475,12.459343194148,
151,003155.OF,7.915287526359,55.543229217998,
152,003162.OF,,27.995025635244,
153,003188.OF,,23.633761941947,
154,003192.OF,,21.786372942454,
155,003193.OF,,19.941499085923,
156,003209.OF,2.1794323654654,21.115584483704,
157,003213.OF,,2.6297733988659,
158,003214.OF,,18.781727979006,
159,003223.OF,,17.318579178509,
160,003258.OF,,75.933813423992,
161,003260.OF,9.4851134104535,4.868274814896,
162,003265.OF,12.250739051549,20.971331071306,
163,003268.OF,,5.7487632463124,
164,003269.OF,,100.0,
165,003280.OF,,4.5417449946261,
166,003285.OF,0.047454027453992,14.748895218007,
167,003289.OF,4.1120574782126,63.28615406915,
168,003290.OF,,89.886605831109,
169,003313.OF,,58.445232497875,
170,003315.OF,,5.6299449474687,
171,003327.OF,,9.3265859933579,
172,003329.OF,,7.3003541187765,
173,003417.OF,2.9111992799828,5.171279426501,
174,003428.OF,,29.693815807797,
175,003438.OF,,7.6318442273691,
176,003440.OF,19.632874790302,13.762820534586,
177,003445.OF,0.016867236332733,10.907798759453,
178,003452.OF,,13.011634989485,
179,003454.OF,16.494702941462,23.861714027194,
180,003518.OF,1.5119220294364,34.262643173191,
181,003528.OF,,,
182,003547.OF,0.37695451884831,3.6129707541968,
183,003569.OF,,5.4509750443202,
184,003571.OF,,10.159698639202,
185,003590.OF,,7.66432058426,
186,003605.OF,,3.6831093187258,
187,003607.OF,,4.2942877193953,
188,003640.OF,,69.929008828284,
189,003651.OF,,56.383231429255,
190,003660.OF,,,
191,003662.OF,1.8176673104002,6.7839401547373,
192,003671.OF,,16.084584125925,
193,003673.OF,,5.4474216828302,
194,003730.OF,,41.19231927132,
195,003746.OF,,23.358710612171,
196,003770.OF,,81.596504425171,
197,003809.OF,,4.7976279294304,
198,003832.OF,,47.642491787162,
199,003859.OF,3.4955682827986,5.5570755377728,
200,003863.OF,,5.471057264444,
201,003869.OF,,50.488806158597,
202,003929.OF,,45.587367088396,
203,003949.OF,,6.9234068428461,
204,003952.OF,,,
205,003983.OF,0.86541546323894,4.6717376290372,
206,004020.OF,,7.1950091494268,
207,004027.OF,,4.8874817762643,
208,004030.OF,4.9037104629072,20.661046959941,
209,004031.OF,,100.0,
210,004032.OF,,,
211,004042.OF,4.3342542995859,,
212,004052.OF,,5.9094001269387,
213,004061.OF,,8.6700219873458,
214,004118.OF,,100.0,
215,004122.OF,,5.4504115658254,
216,004124.OF,,37.259866340497,
217,004126.OF,0.3533388762535,17.525347414613,
218,004127.OF,3.7411214264636,16.18975554129,
219,004136.OF,,14.408539921264,
220,004140.OF,,4.4968096527972,
221,004141.OF,,,
222,004200.OF,,5.2878763002506,
223,004230.OF,,74.979881639615,
224,004238.OF,,3.7107897607399,
225,004307.OF,,7.3295295048423,
226,004322.OF,,3.9342268095882,
227,004334.OF,,7.2602759643485,
228,004366.OF,52.390707779091,47.609292220909,
229,004388.OF,0.53470631632224,3.2020721277162,
230,004438.OF,,,
231,004459.OF,,6.9673691362097,
232,004479.OF,,4.2629021993695,
233,004498.OF,,76.537851354691,
234,004499.OF,,4.3815807722579,
235,004503.OF,,6.1939514788069,
236,004544.OF,,7.7992507954421,
237,004547.OF,0.0309141392694,6.3534677810354,
238,004555.OF,,68.55917560228,
239,004601.OF,,5.157625792275,
240,004614.OF,7.6756117132393,14.6738343593,
241,004637.OF,,,
242,004655.OF,,,
243,004672.OF,,,
244,004689.OF,,10.87550544033,
245,004705.OF,,12.330319753392,
246,004722.OF,,38.935560121604,
247,004728.OF,8.2241817268161,,
248,004736.OF,,69.81234695399,
249,004797.OF,,,
250,004821.OF,,,
251,004859.OF,,,
252,004882.OF,,,
253,004887.OF,,,
254,004899.OF,,6.2233309821727,
255,004910.OF,,5.5300744218406,
256,004911.OF,,,
257,004919.OF,,3.0527595821673,
258,004920.OF,,3.7924745176186,
259,004923.OF,,,
260,004940.OF,,,
261,004956.OF,,,
262,004978.OF,,,
263,005024.OF,,1.5333469221411,
264,005072.OF,,,
265,005073.OF,,20.01699796125,
266,005124.OF,,,
267,005171.OF,,,
268,005307.OF,,,
269,005309.OF,,,
270,005321.OF,,,
271,005322.OF,,,
272,005336.OF,,,
273,005338.OF,,,
274,005364.OF,,,
275,005369.OF,,,
276,005375.OF,,,
277,005383.OF,,,
278,005388.OF,,,
279,005393.OF,,,
280,005398.OF,,,
281,005410.OF,,,
282,005419.OF,,,
283,005432.OF,,,
284,005435.OF,,,
285,005439.OF,,,
286,005442.OF,,,
287,005462.OF,,,
288,005469.OF,,,
289,005525.OF,,,
290,005577.OF,,,
291,005590.OF,,,
292,005594.OF,,,
293,005606.OF,,,
294,005622.OF,,,
295,005631.OF,,,
296,005648.OF,,,
297,005666.OF,,,
298,005670.OF,,,
299,005684.OF,,,
300,005703.OF,,,
301,005710.OF,,,
302,005712.OF,,,
303,005719.OF,,,
304,005740.OF,,,
305,005754.OF,,,
306,005772.OF,,,
307,005781.OF,,,
308,005782.OF,,,
309,005784.OF,,,
310,005791.OF,,,
311,005820.OF,,,
312,005831.OF,,,
313,005841.OF,,,
314,005845.OF,,,
315,005853.OF,,,
316,005854.OF,,,
317,005864.OF,,,
318,005871.OF,,,
319,005879.OF,,,
320,005897.OF,,,
321,005898.OF,,,
322,005920.OF,,,
323,005921.OF,,,
324,005936.OF,,,
325,005972.OF,,,
326,005988.OF,,,
327,006029.OF,,,
328,006037.OF,,,
329,006043.OF,,,
330,006053.OF,,,
331,006066.OF,,,
332,006076.OF,,,
333,006107.OF,,,
334,006112.OF,,,
335,006150.OF,,,
336,006171.OF,,,
337,006172.OF,,,
338,006212.OF,,,
339,006275.OF,,,
340,006360.OF,,,
341,006367.OF,,,
342,006393.OF,,,
