,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,17.399713855232,,
1,070025.OF,,4.4940741846638,
2,070037.OF,2.2740988937197,6.1318471478624,
3,100018.OF,0.023004597311387,18.396668130196,
4,100058.OF,,4.3650126803987,
5,100066.OF,,5.4183981945397,
6,100072.OF,,3.5636371392145,
7,110035.OF,,4.1625824884042,
8,160602.OF,,6.0931348137128,
9,202103.OF,,9.5582404400261,
10,202108.OF,,50.195681114191,
11,217003.OF,15.232908093344,,
12,217022.OF,0.76074804849117,3.7071518579085,
13,261001.OF,,8.9901930609461,
14,270043.OF,,,
15,270048.OF,0.36956496444789,6.3184708716923,
16,400009.OF,,29.085441174678,
17,485105.OF,4.0276726041964,23.006693694602,
18,485107.OF,,6.2821376199212,
19,519137.OF,8.1312071127088,12.602630828441,
20,519138.OF,,8.0130416023954,
21,519206.OF,,,
22,519225.OF,1.7075795458694,34.317590825336,
23,519322.OF,,1.9758544097227,
24,519324.OF,55.25099366127,44.74900633873,
25,519328.OF,,87.868560832863,
26,519330.OF,,37.699986069399,
27,519332.OF,,5.4926858412257,
28,519334.OF,7.7659037422158,4.7183891083344,
29,519680.OF,2.4620777020255,1.9944548750402,
30,519718.OF,0.66893622678197,4.5734165042773,
31,519743.OF,,100.0,
32,519746.OF,,4.1151231442688,
33,519762.OF,5.5880991339567,,
34,519776.OF,2.5316926029461,47.482669086174,
35,519782.OF,,5.3546415931815,
36,519784.OF,,9.1549928335075,
37,530021.OF,,11.430830783176,
38,650001.OF,,13.101442168434,
39,675041.OF,4.9441149808744,38.887317601315,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,,
45,160515.SZ,1.7126951900521,,
46,160618.SZ,5.3685334484637,,
47,161014.SZ,,1.8475349068998,
48,161019.SZ,,7.1892606135958,
49,161115.SZ,2.5677294680313,1.6807790671242,
50,161117.SZ,,,
51,162715.SZ,2.0394690454848,69.166055150419,
52,164703.SZ,1.5665951851531,9.5589597236476,
53,000005.OF,,4.9444875098006,
54,000032.OF,,5.3138633334043,
55,000084.OF,0.67416380165284,9.9063181852192,
56,000105.OF,16.364665814695,50.961245270617,
57,000111.OF,,,
58,000128.OF,1.22123169882,3.8067138027521,
59,000137.OF,0.58588193589259,21.554236195929,
60,000139.OF,,15.435705110333,
61,000147.OF,,7.4521704363483,
62,000183.OF,,3.0167143338715,
63,000187.OF,,37.264885168084,
64,000191.OF,,6.3266289590751,
65,000205.OF,,4.8924582494862,
66,000207.OF,6.4492271502383,,
67,000244.OF,3.2619132885786,12.859315860884,
68,000252.OF,1.6326418654782,5.9718401019704,
69,000254.OF,2.9183313539352,58.499024073974,
70,000265.OF,,9.0083795503266,
71,000295.OF,0.85233865349631,6.6895399694458,
72,000345.OF,,,
73,000346.OF,,11.88404171191,
74,000355.OF,,17.904277919822,
75,000395.OF,1.3102636326338,11.505953508535,
76,000402.OF,,10.695506305631,
77,000469.OF,,,
78,000516.OF,0.19436657941372,,
79,000546.OF,,,
80,000552.OF,,,
81,000606.OF,,100.0,
82,000799.OF,12.785097206463,67.992200443738,
83,000815.OF,,36.81383824427,
84,000914.OF,0.70035118286215,4.5339376241253,
85,000943.OF,,4.9773394445123,
86,001001.OF,1.9445617497739,5.2685682469504,
87,001246.OF,,4.0639613119045,
88,001299.OF,0.73804825274034,12.203556841254,
89,001368.OF,3.6473147374606,57.889595260945,
90,001545.OF,,24.991495919147,
91,001578.OF,,16.672357756477,
92,001785.OF,0.58588193589259,21.554236195929,
93,001819.OF,,2.1366130158035,
94,001911.OF,,41.877546869293,
95,001960.OF,,5.1441796071519,
96,001961.OF,,3.801112430982,
97,001993.OF,,57.356865404726,
98,002109.OF,,30.126221481816,
99,002140.OF,3.3938212047085,11.139344129342,
100,002143.OF,,5.4212329879616,
101,002169.OF,,10.033477148769,
102,002175.OF,,100.0,
103,002188.OF,0.94233841843186,2.916641561171,
104,002198.OF,,75.353866183121,
105,002206.OF,1.7106891767788,4.5902202853759,
106,002268.OF,0.63405610003221,15.161527293017,
107,002301.OF,0.34776687185856,7.8548670907429,
108,002336.OF,,90.684323084699,
109,002338.OF,0.39674313326408,15.811319498643,
110,002341.OF,,4.5259181169648,
111,002354.OF,,100.0,
112,002377.OF,5.694189280533,26.067799718983,
113,002381.OF,,8.8304577966031,
114,002395.OF,,,
115,002438.OF,12.855017159026,4.4819091652406,
116,002445.OF,5.9154690180472,,
117,002447.OF,,3.2203783542533,
118,002452.OF,,0.27805082331601,
119,002466.OF,,45.775574433711,
120,002483.OF,,,
121,002548.OF,2.709352456594,5.4513470149103,
122,002549.OF,7.9016521552337,8.344052064759,
123,002552.OF,,26.624629473342,
124,002568.OF,,41.996458713042,
125,002578.OF,,24.812580157352,
126,002600.OF,,,
127,002603.OF,,20.747750698376,
128,002625.OF,,74.882920294549,
129,002638.OF,3.854720966364,96.145279033636,
130,002698.OF,,49.177612611133,
131,002716.OF,,42.882276290032,
132,002750.OF,,30.805111166055,
133,002754.OF,1.7283086776144,4.8446131221161,
134,002755.OF,,22.493491795136,
135,002781.OF,,23.716550963812,
136,002817.OF,,100.0,
137,002832.OF,,32.987256854509,
138,002864.OF,1.3320091689808,8.8808204344765,
139,002868.OF,0.076590595503511,3.0671573174746,
140,002898.OF,,81.840795049799,
141,002904.OF,,2.363922470567,
142,002927.OF,1.4736134400397,4.9531047306852,
143,002929.OF,,13.741716367362,
144,002930.OF,,65.623442345163,
145,002970.OF,,84.116074704015,
146,002985.OF,,4.3554891957083,
147,002991.OF,0.65548854100887,99.344511458991,
148,002994.OF,4.0471134220632,5.0530897331352,
149,003039.OF,,95.92564004962,
150,003102.OF,,5.7746572554976,
