,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,12.538996943377,7.4211032762894,
1,070025.OF,1.5164366208266,17.715276012518,
2,070037.OF,0.022666008712469,7.1650904682494,
3,100018.OF,,18.695402958294,
4,100058.OF,0.95968727286608,3.6424964275959,
5,100066.OF,,20.332631600293,
6,100072.OF,,0.31858000122245,
7,110035.OF,,7.2522427919934,
8,160602.OF,,15.876676320797,
9,202103.OF,,6.8562752656516,
10,202108.OF,,18.522919730883,
11,217003.OF,0.61708189518783,17.162170344703,
12,217022.OF,1.5467405167282,4.5615744982664,
13,261001.OF,5.5911706541066,,
14,270043.OF,,,
15,270048.OF,,4.3896558118351,
16,400009.OF,19.76855972674,67.318401600781,
17,485105.OF,1.4214784118487,5.7009933823485,
18,485107.OF,,14.427424188975,
19,519137.OF,,23.182818000607,
20,519138.OF,,8.6604680737286,
21,519206.OF,,6.4303497511197,
22,519225.OF,,100.0,
23,519322.OF,,12.436606584924,
24,519324.OF,,1.9695600206879,
25,519328.OF,,100.0,
26,519330.OF,,16.428849409003,
27,519332.OF,,15.777092972696,
28,519334.OF,,37.381757068963,
29,519680.OF,4.3457558336086,3.276981461338,
30,519718.OF,5.3701961585959,8.6219443631907,
31,519743.OF,,100.0,
32,519746.OF,,10.349916788486,
33,519762.OF,,100.0,
34,519776.OF,6.6432125773003,46.676545574449,
35,519782.OF,0.057120588136588,4.5720441979112,
36,519784.OF,,100.0,
37,530021.OF,2.6976432788501,14.333416929118,
38,650001.OF,9.3927525211868,61.54511993139,
39,675041.OF,,66.728385442924,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,,
45,160515.SZ,,12.253185042221,
46,160618.SZ,9.2777190462862,15.148604869082,
47,161014.SZ,,6.426594505585,
48,161019.SZ,3.831501894694,5.6560547289178,
49,161115.SZ,4.1458571049506,18.515921180165,
50,161117.SZ,,,
51,162715.SZ,,56.997996411053,
52,164703.SZ,,10.743821094741,
53,000005.OF,,2.7689468080248,
54,000032.OF,1.298435855501,11.268548022982,
55,000084.OF,,10.471128241421,
56,000105.OF,21.795933450498,,
57,000111.OF,,,
58,000128.OF,0.32684001853505,6.8101794469557,
59,000137.OF,,61.796866868367,
60,000139.OF,0.012857657535399,7.5559062792587,
61,000147.OF,,3.9435188222952,
62,000183.OF,,,
63,000187.OF,,28.001191957791,
64,000191.OF,,13.260181277887,
65,000205.OF,0.052473383940419,6.802597020652,
66,000207.OF,5.7457018402214,8.3134733789589,
67,000244.OF,,4.4600949222861,
68,000252.OF,0.16896238658762,5.0709007696053,
69,000254.OF,,92.841458684373,
70,000265.OF,,11.020478645566,
71,000295.OF,,,
72,000345.OF,,2.4267176902506,
73,000346.OF,21.01511825404,,
74,000355.OF,5.3924971851212,4.5107864597149,
75,000395.OF,2.1904567342856,10.123614276388,
76,000402.OF,5.1999562282452,8.823230929239,
77,000469.OF,,,
78,000516.OF,1.4002950840398,1.3619194070271,
79,000546.OF,,5.8697305008615,
80,000552.OF,,2.606056355217,
81,000606.OF,0.22883990527293,99.771160094727,
82,000799.OF,,,
83,000815.OF,0.12643278240501,95.807976964748,
84,000914.OF,,10.688918177165,
85,000943.OF,,11.710706239586,
86,001001.OF,4.3940333115235,,
87,001246.OF,,,
88,001299.OF,,8.5402735414026,
89,001368.OF,,,
90,001545.OF,,43.963640080774,
91,001578.OF,,61.895069926232,
92,001785.OF,,61.796866868367,
93,001819.OF,,3.7447214009529,
94,001911.OF,,9.3313187067331,
95,001960.OF,,44.712533693198,
96,001961.OF,,32.820341218133,
97,001993.OF,,14.092753292951,
98,002109.OF,,31.880029693115,
99,002140.OF,,4.6486500731293,
100,002143.OF,,74.258536398535,
101,002169.OF,,85.477306292889,
102,002175.OF,,100.0,
103,002188.OF,,100.0,
104,002198.OF,,56.105753777091,
105,002206.OF,,5.0884173477641,
106,002268.OF,0.0031712885313149,5.5509057343485,
107,002301.OF,16.074532937449,,
108,002336.OF,,79.97664123554,
109,002338.OF,20.067696100788,8.8976598224181,
110,002341.OF,,7.6612821646143,
111,002354.OF,,3.9023636722865,
112,002377.OF,0.83169913093694,14.811262683711,
113,002381.OF,1.9909751553929,2.2329038622044,
114,002395.OF,12.750444356512,,
115,002438.OF,,12.746129228417,
116,002445.OF,0.19885541795125,25.219817446443,
117,002447.OF,,5.2458517757127,
118,002452.OF,,29.808484470642,
119,002466.OF,,36.010101606572,
120,002483.OF,,9.9377298164953,
121,002548.OF,,5.6084648109212,
122,002549.OF,0.89386077026794,5.0665184554252,
123,002552.OF,17.999113781352,41.974714288839,
124,002568.OF,,17.480143196863,
125,002578.OF,,6.1502318448968,
126,002600.OF,,,
127,002603.OF,,,
128,002625.OF,,42.617789127995,
129,002638.OF,,100.0,
130,002698.OF,,35.027307379553,
131,002716.OF,,100.0,
132,002750.OF,,,
133,002754.OF,,3.8528583998553,
134,002755.OF,37.290376628634,18.747095071742,
135,002781.OF,,,
136,002817.OF,,92.789704486697,
137,002832.OF,9.2239605984776,74.851164821651,
138,002864.OF,,6.7789258855677,
139,002868.OF,,4.1800569133399,
140,002898.OF,,,
141,002904.OF,18.373845300513,7.2216224112705,
142,002927.OF,1.8824736358432,5.7075394482942,
143,002929.OF,,47.808597609166,
144,002930.OF,,6.0502711230113,
145,002970.OF,,56.163473210122,
146,002985.OF,,15.888529638802,
147,002991.OF,,8.7355449772394,
148,002994.OF,,39.556253858054,
149,003039.OF,,52.320151413825,
150,003102.OF,,6.3087371045972,
151,003155.OF,,52.630894732555,
152,003162.OF,7.4509940453548,32.644372808834,
153,003188.OF,,99.168364908095,
154,003192.OF,,8.7387680273286,
155,003193.OF,5.3683790756523,,
156,003209.OF,,4.1800840073105,
157,003213.OF,,29.736410389971,
158,003214.OF,,3.9694889189981,
159,003223.OF,0.50260492969079,13.605398561862,
160,003258.OF,4.2512250494388,14.227478548162,
161,003260.OF,0.24008253833077,99.759917461669,
162,003265.OF,1.11266604734,9.5773706778297,
163,003268.OF,,45.31132806162,
164,003269.OF,0.21455236227027,20.56849609044,
165,003280.OF,5.7470770910128,16.765413165954,
166,003285.OF,0.27749923899325,21.938789606855,
167,003289.OF,,100.0,
168,003290.OF,6.7377480800277,93.262251919972,
169,003313.OF,,50.539209650647,
170,003315.OF,,,
171,003327.OF,11.539793596354,24.819902008797,
172,003329.OF,,23.911495359854,
173,003417.OF,,8.7642436991264,
174,003428.OF,,100.0,
175,003438.OF,,5.5171489400795,
176,003440.OF,3.8076110454703,21.929821382158,
177,003445.OF,0.01576853555489,21.40857655063,
178,003452.OF,1.5805488601555,12.619512631653,
179,003454.OF,,87.549193394782,
180,003518.OF,,54.02748121779,
181,003528.OF,,15.123311988042,
182,003547.OF,,11.292691671445,
183,003569.OF,,4.451829269142,
184,003571.OF,,13.776623077188,
185,003590.OF,,56.068804908107,
186,003605.OF,,4.5560764027831,
187,003607.OF,,4.822022323225,
188,003640.OF,0.11285898616899,99.887141013831,
189,003651.OF,,4.6344962583152,
190,003660.OF,,8.1594052121821,
191,003662.OF,,14.117048332999,
192,003671.OF,,100.0,
193,003673.OF,,5.3878835901541,
194,003730.OF,20.417494177656,71.226907085399,
195,003746.OF,,11.695963092116,
196,003770.OF,,67.64270626729,
197,003809.OF,,10.071608802187,
198,003832.OF,,47.150987845598,
199,003859.OF,,7.9079478700964,
200,003863.OF,,5.4120365754348,
201,003869.OF,,15.60011851147,
202,003929.OF,,45.269777596346,
203,003949.OF,,27.782084860576,
204,003952.OF,0.15588199458438,3.8935397116089,
205,003983.OF,,5.1715556685702,
206,004020.OF,,10.481783770099,
207,004027.OF,,6.001568585548,
208,004030.OF,0.71260961289202,,
209,004031.OF,,100.0,
210,004032.OF,,,
211,004042.OF,0.053634191984358,14.662015080121,
212,004052.OF,,18.864323443808,
213,004061.OF,,100.0,
214,004118.OF,,100.0,
215,004122.OF,,,
216,004124.OF,0.44909222247229,96.451088008592,
217,004126.OF,,4.5026163248842,
218,004127.OF,0.52917771204313,7.2996725356897,
219,004136.OF,,23.38957599483,
220,004140.OF,0.77086139479128,14.123215784323,
221,004141.OF,,,
222,004200.OF,,6.9404366498496,
223,004230.OF,,80.132741848101,
224,004238.OF,,10.349021267877,
225,004307.OF,,30.322492018477,
226,004322.OF,,35.159799535255,
227,004334.OF,,5.3640568071517,
228,004366.OF,,100.0,
229,004388.OF,5.0904762755751,13.126520392383,
230,004438.OF,,5.7834128138463,
231,004459.OF,,9.0632455243772,
232,004479.OF,,90.049752257915,
233,004498.OF,4.099371917952,64.539041627571,
234,004499.OF,,22.217677047702,
235,004503.OF,,17.826220608644,
236,004544.OF,6.3972776998797,4.3835122316098,
237,004547.OF,,16.198708307866,
238,004555.OF,4.3851362113854,6.1159870708703,
239,004601.OF,,4.0409265721664,
240,004614.OF,,4.5241369068371,
241,004637.OF,4.5446868708017,,
242,004655.OF,,,
243,004672.OF,22.440679870963,5.9508224103014,
244,004689.OF,,100.0,
245,004705.OF,,6.0841967903278,
246,004722.OF,,54.505085592178,
247,004728.OF,,100.0,
248,004736.OF,,16.641803727553,
249,004797.OF,4.1638928778712,14.315048732953,
250,004821.OF,,7.9322856388788,
251,004859.OF,,10.06625296507,
252,004882.OF,,27.304603559733,
253,004887.OF,,0.44033343365913,
254,004899.OF,,4.354099010935,
255,004910.OF,,4.2233680779488,
256,004911.OF,,69.648882824412,
257,004919.OF,,9.0485477286672,
258,004920.OF,,8.9093936575958,
259,004923.OF,,20.165690254597,
260,004940.OF,,,
261,004956.OF,,78.89928805881,
262,004978.OF,,100.0,
263,005024.OF,0.51613368528407,5.1482622331912,
264,005072.OF,,27.931904298904,
265,005073.OF,,10.484709375802,
266,005124.OF,,,
267,005171.OF,,3.9998102177751,
268,005307.OF,,11.352480828299,
269,005309.OF,,47.977341465238,
270,005321.OF,,48.75042588351,
271,005322.OF,,13.919367732483,
272,005336.OF,,27.036508732932,
273,005338.OF,,6.2262594178559,
274,005364.OF,3.7394404873398,,
275,005369.OF,,10.123923685047,
276,005375.OF,,4.9561871522942,
277,005383.OF,,4.7831978349962,
278,005388.OF,,25.854735993708,
279,005393.OF,,43.95684892053,
280,005398.OF,,62.004069253261,
281,005410.OF,,11.215448079665,
282,005419.OF,100.0,,
283,005432.OF,,,
284,005435.OF,,9.3343731692748,
285,005439.OF,,6.5965233484384,
286,005442.OF,,10.961609015453,
287,005462.OF,,4.2982156749402,
288,005469.OF,0.40300518246867,43.380136822945,
289,005525.OF,,4.3719650786149,
290,005577.OF,,,
291,005590.OF,,1.1886350217271,
292,005594.OF,,7.5996285524181,
293,005606.OF,,86.056799416785,
294,005622.OF,,14.861835236679,
295,005631.OF,,52.511319320368,
296,005648.OF,,15.664434712533,
297,005666.OF,5.884013811521,94.115986188479,
298,005670.OF,,7.0209779437735,
299,005684.OF,,,
300,005703.OF,,40.388005382258,
301,005710.OF,,76.690262917784,
302,005712.OF,,9.8524616812697,
303,005719.OF,,33.153402992824,
304,005740.OF,,0.35467414849992,
305,005754.OF,0.8979014769642,5.436690993824,
306,005772.OF,,10.122968835251,
307,005781.OF,,4.3418012470712,
308,005782.OF,,,
309,005784.OF,,,
310,005791.OF,,73.271350964571,
311,005820.OF,,8.9746088671945,
312,005831.OF,,3.4811325086641,
313,005841.OF,,4.6782130974359,
314,005845.OF,,10.464389267811,
315,005853.OF,,34.444991353374,
316,005854.OF,,13.940771366205,
