,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,20.190384047667,0.40121141493753,
1,070025.OF,,7.9825117883768,
2,070037.OF,2.1339646910161,4.9411316688212,
3,100018.OF,0.19234499900645,17.099976390881,
4,100058.OF,,3.8727593447468,
5,100066.OF,,11.673221738339,
6,100072.OF,,1.7765822372905,
7,110035.OF,,5.6872269134214,
8,160602.OF,3.2318994937628,8.2123691762461,
9,202103.OF,,6.0103650064023,
10,202108.OF,,24.906057524753,
11,217003.OF,17.705297878008,6.2979066256185,
12,217022.OF,,4.0298761296867,
13,261001.OF,0.70962755775835,5.677038761132,
14,270043.OF,,,
15,270048.OF,,4.3838598279575,
16,400009.OF,3.8957781717233,38.121399661226,
17,485105.OF,3.5232743173298,27.294548484385,
18,485107.OF,,13.880139701886,
19,519137.OF,6.1309312726226,,
20,519138.OF,0.62858720742273,,
21,519206.OF,,23.955933329122,
22,519225.OF,3.777067033304,30.048955914385,
23,519322.OF,,,
24,519324.OF,,,
25,519328.OF,0.10301053279924,92.601827785241,
26,519330.OF,0.63690576326982,92.690451693923,
27,519332.OF,,7.6362837771948,
28,519334.OF,17.45964470613,82.54035529387,
29,519680.OF,2.2880305515984,4.304028513364,
30,519718.OF,3.5523355390592,1.9232406683383,
31,519743.OF,,100.0,
32,519746.OF,,4.1602410998132,
33,519762.OF,4.0531439634951,,
34,519776.OF,,100.0,
35,519782.OF,,4.2015845106004,
36,519784.OF,,30.748680722898,
37,530021.OF,1.3067908662903,3.7156859908551,
38,650001.OF,,15.488524666654,
39,675041.OF,,41.28828265761,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,0.19066998533649,,
45,160515.SZ,,14.388805581766,
46,160618.SZ,5.0489173876161,11.375073954008,
47,161014.SZ,,1.3331481650627,
48,161019.SZ,,10.245907418152,
49,161115.SZ,,6.5870059627728,
50,161117.SZ,,,
51,162715.SZ,24.493370662901,51.037373307722,
52,164703.SZ,0.050477042198806,4.5685266231601,
53,000005.OF,3.7198286849709,,
54,000032.OF,,4.2830893281643,
55,000084.OF,,4.6808739407073,
56,000105.OF,,60.376695106055,
57,000111.OF,,,
58,000128.OF,5.283322141147,4.7374901481456,
59,000137.OF,,16.11639517571,
60,000139.OF,0.308054735908,12.417790394349,
61,000147.OF,,13.748294752994,
62,000183.OF,1.3003556332064,3.1344982804674,
63,000187.OF,,49.019744806568,
64,000191.OF,,6.2241390864326,
65,000205.OF,,9.532686484798,
66,000207.OF,,7.5991098026397,
67,000244.OF,,0.75487610662453,
68,000252.OF,1.2415140661972,4.1484875359035,
69,000254.OF,,,
70,000265.OF,,12.054612444487,
71,000295.OF,,,
72,000345.OF,,,
73,000346.OF,29.401573816178,70.598426183822,
74,000355.OF,,7.0557493429164,
75,000395.OF,3.421617879024,5.599983262514,
76,000402.OF,0.77285214459286,12.521141857853,
77,000469.OF,,2.9647002231574,
78,000516.OF,0.1700615483974,,
79,000546.OF,,0.56621701067047,
80,000552.OF,,,
81,000606.OF,,100.0,
82,000799.OF,1.7696015869102,82.414582454406,
83,000815.OF,,47.013298588182,
84,000914.OF,0.93654286679155,3.8008366698913,
85,000943.OF,4.2340166549216,6.3379286068519,
86,001001.OF,5.1519251837936,,
87,001246.OF,,,
88,001299.OF,,8.1101965607957,
89,001368.OF,,100.0,
90,001545.OF,,13.055321089061,
91,001578.OF,1.2001688508294,28.919150205859,
92,001785.OF,,16.11639517571,
93,001819.OF,,4.8123398059091,
94,001911.OF,,46.293653580343,
95,001960.OF,,7.8258944667515,
96,001961.OF,,19.283822476717,
97,001993.OF,,50.512510013081,
98,002109.OF,0.79307491192197,47.184227556913,
99,002140.OF,,16.005481509056,
100,002143.OF,,,
101,002169.OF,,10.810668585102,
102,002175.OF,8.881136242156,91.118863757844,
103,002188.OF,,100.0,
104,002198.OF,,65.849782150797,
105,002206.OF,2.5025632668285,9.2074417872875,
106,002268.OF,,36.420336616729,
107,002301.OF,,5.6148591584526,
108,002336.OF,,77.029468985764,
109,002338.OF,,6.8010846120545,
110,002341.OF,,8.8910712857461,
111,002354.OF,,100.0,
112,002377.OF,,7.8572953415828,
113,002381.OF,0.62897890662358,0.18996054889872,
114,002395.OF,,16.67431396884,
115,002438.OF,,5.0180761603948,
116,002445.OF,0.34206922246049,4.5626468272912,
117,002447.OF,,,
118,002452.OF,,,
119,002466.OF,,51.001730830315,
120,002483.OF,,,
121,002548.OF,5.3844896072268,10.70798331158,
122,002549.OF,3.4939178697009,9.3024505893978,
123,002552.OF,,35.38855261738,
124,002568.OF,,41.374604236181,
125,002578.OF,,27.731583195133,
126,002600.OF,,4.5735073172292,
127,002603.OF,,14.025564600819,
128,002625.OF,,61.093429495596,
129,002638.OF,0.12859798442474,99.871402015575,
130,002698.OF,,14.69642837801,
131,002716.OF,3.3050625961695,96.694937403831,
132,002750.OF,,30.981610830354,
133,002754.OF,,4.8815177098793,
134,002755.OF,,23.111154736438,
135,002781.OF,,45.159065611836,
136,002817.OF,,73.10678680084,
137,002832.OF,,26.223683641157,
138,002864.OF,2.2816846790787,15.062597636104,
139,002868.OF,,3.6589650147135,
140,002898.OF,,100.0,
141,002904.OF,,0.52822157187483,
142,002927.OF,6.9225536867425,2.569041008135,
143,002929.OF,,21.559291902317,
144,002930.OF,,100.0,
145,002970.OF,,87.374465562131,
146,002985.OF,12.832785832803,1.590997303193,
147,002991.OF,,100.0,
148,002994.OF,,100.0,
149,003039.OF,7.4242172851192,84.304424127023,
150,003102.OF,6.0368145110395,2.609326380226,
151,003155.OF,,5.7898957715309,
152,003162.OF,,19.713513405168,
153,003188.OF,1.5269696665227,98.473030333477,
154,003192.OF,2.4520161680137,23.925090565573,
155,003193.OF,,60.248734849371,
156,003209.OF,,4.406374698357,
157,003213.OF,,55.743467363315,
158,003214.OF,,5.1724969492131,
159,003223.OF,,4.2157947952135,
160,003258.OF,3.9261225748699,15.470905980421,
161,003260.OF,,42.808432804192,
162,003265.OF,,6.0845345828294,
163,003268.OF,,23.953713702142,
164,003269.OF,0.6837866870503,1.4202806208119,
165,003280.OF,0.91444007999564,6.2830185005646,
166,003285.OF,0.20098877129019,30.562930632037,
167,003289.OF,,41.45334534451,
168,003290.OF,7.4551138370699,4.1106117662279,
169,003313.OF,,97.524348075785,
170,003315.OF,,100.0,
171,003327.OF,4.4991661152973,17.317571285948,
172,003329.OF,12.872687495615,13.814512131178,
173,003417.OF,4.862180923664,3.9969141545869,
174,003428.OF,,8.3610282675301,
175,003438.OF,31.49539229896,68.50460770104,
176,003440.OF,7.2924278674805,71.975306601952,
177,003445.OF,,27.864127475316,
178,003452.OF,6.9431925114279,8.2532228313352,
179,003454.OF,,43.578282347951,
180,003518.OF,,69.869735812468,
181,003528.OF,,3.0781203902717,
182,003547.OF,,4.290290572055,
183,003569.OF,1.4831621263881,2.9924602987768,
184,003571.OF,0.53967640741473,8.4477444984928,
185,003590.OF,,100.0,
186,003605.OF,,,
187,003607.OF,,16.107336518826,
188,003640.OF,,9.7546897257098,
189,003651.OF,,23.101866244381,
190,003660.OF,,6.8689858792073,
191,003662.OF,0.17338789491731,,
192,003671.OF,,28.150542273081,
193,003673.OF,,21.93660879153,
194,003730.OF,1.3824777719616,81.979005677353,
195,003746.OF,0.49026134264009,4.4950182255018,
196,003770.OF,,71.485644246752,
197,003809.OF,,8.9242656894022,
198,003832.OF,,70.074208076434,
199,003859.OF,,4.7311394859136,
200,003863.OF,,4.3484206691668,
201,003869.OF,,32.739200253704,
202,003929.OF,,60.670353367977,
203,003949.OF,,6.0806042553886,
204,003952.OF,,0.71336079792897,
205,003983.OF,,3.4421200597299,
206,004020.OF,,18.441765742859,
207,004027.OF,,7.9379130545156,
208,004030.OF,0.58373400157026,77.911726467562,
209,004031.OF,2.7620040682576,5.6131964862641,
210,004032.OF,,45.687715296032,
211,004042.OF,3.3888733998444,6.3295859645182,
212,004052.OF,,4.9213477931929,
213,004061.OF,,64.539611978229,
214,004118.OF,3.5350320772549,11.739254189297,
215,004122.OF,,3.4912579165713,
216,004124.OF,,86.627623151406,
217,004126.OF,3.3554456715274,2.2118935448613,
218,004127.OF,0.30825027222208,6.6075842115524,
219,004136.OF,6.7601062975978,93.239893702402,
220,004140.OF,1.405344433627,9.1155438209705,
221,004141.OF,2.3705155889814,7.173889075516,
222,004200.OF,0.15298144846085,4.7385920947557,
223,004230.OF,,100.0,
224,004238.OF,,6.3880790347474,
225,004307.OF,0.44558305230488,14.816391691216,
226,004322.OF,,5.0505708399396,
227,004334.OF,,34.85907737148,
228,004366.OF,,63.725519126441,
229,004388.OF,,10.28840159057,
230,004438.OF,,,
231,004459.OF,,21.894586321716,
232,004479.OF,,54.296838213722,
233,004498.OF,,20.914697836456,
234,004499.OF,,5.0296169267286,
235,004503.OF,,,
236,004544.OF,3.6360815531902,5.326103179821,
237,004547.OF,6.065538482391,,
238,004555.OF,0.69269971540535,99.307300284595,
239,004601.OF,,11.568628682412,
240,004614.OF,3.451584652763,2.0297369058889,
241,004637.OF,2.392126832087,20.046812788251,
242,004655.OF,,75.112486690995,
243,004672.OF,3.143365030181,2.7333870418887,
244,004689.OF,,94.349364528884,
