,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,10.902145540606,5.4434562817663,
1,070025.OF,2.1128219204531,10.68648394211,
2,070037.OF,0.024905013532367,5.3111045138978,
3,100018.OF,0.046830473689293,16.509204588926,
4,100058.OF,,4.3244639047349,
5,100066.OF,,9.703403585563,
6,100072.OF,,,
7,110035.OF,,5.0138675534661,
8,160602.OF,,10.052760329171,
9,202103.OF,,14.283435605601,
10,202108.OF,,21.025999471912,
11,217003.OF,,20.181059190508,
12,217022.OF,,4.2682675416372,
13,261001.OF,1.0291803379859,4.1430525698652,
14,270043.OF,,,
15,270048.OF,7.2386195915217,4.6921925273456,
16,400009.OF,56.089194575679,11.199976856202,
17,485105.OF,3.4247832312663,30.247057667781,
18,485107.OF,2.5777869002768,25.573304290414,
19,519137.OF,,9.7104200534068,
20,519138.OF,,2.9815941897315,
21,519206.OF,,,
22,519225.OF,,100.0,
23,519322.OF,,1.4902248090084,
24,519324.OF,,13.173104397745,
25,519328.OF,,100.0,
26,519330.OF,,12.230884050102,
27,519332.OF,,19.475226716138,
28,519334.OF,,0.20113971161967,
29,519680.OF,,8.6393873042225,
30,519718.OF,,4.0455875779627,
31,519743.OF,,100.0,
32,519746.OF,,11.221369356346,
33,519762.OF,,95.63134238163,
34,519776.OF,1.6298780699653,91.368315670785,
35,519782.OF,,4.7298136645963,
36,519784.OF,,100.0,
37,530021.OF,2.7923554806938,12.861748560967,
38,650001.OF,,100.0,
39,675041.OF,0.22719842633891,44.904116090696,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,,
45,160515.SZ,,4.6574593460453,
46,160618.SZ,,5.1919309757479,
47,161014.SZ,4.2144749339447,,
48,161019.SZ,,12.324685692057,
49,161115.SZ,0.34273162711911,5.6355821117237,
50,161117.SZ,,,
51,162715.SZ,,53.710246753849,
52,164703.SZ,,9.0636063471305,
53,000005.OF,1.1705943118864,8.323839870561,
54,000032.OF,,4.2395161106336,
55,000084.OF,,6.6359028329001,
56,000105.OF,,7.874544069772,
57,000111.OF,,,
58,000128.OF,2.2361658737577,6.7489508732607,
59,000137.OF,0.82958204248295,54.88946261894,
60,000139.OF,0.019192624669841,5.6032691051255,
61,000147.OF,,4.2257302223513,
62,000183.OF,2.7948581910503,6.0788786244601,
63,000187.OF,16.694009384594,24.640806804753,
64,000191.OF,,14.372855734817,
65,000205.OF,,3.9888152667369,
66,000207.OF,2.9179338026998,5.3545696081548,
67,000244.OF,,15.565323763495,
68,000252.OF,0.19261841254245,5.7768198500762,
69,000254.OF,,92.825510306093,
70,000265.OF,,,
71,000295.OF,,,
72,000345.OF,,,
73,000346.OF,,,
74,000355.OF,3.4287785256066,19.221185912956,
75,000395.OF,,7.3265150947116,
76,000402.OF,4.4756873949042,16.526909236629,
77,000469.OF,,0.81268904502109,
78,000516.OF,0.43788651235435,1.2725997560474,
79,000546.OF,,7.3784847190818,
80,000552.OF,,,
81,000606.OF,5.6368813458837,94.363118654116,
82,000799.OF,,,
83,000815.OF,1.2850526452947,98.714947354705,
84,000914.OF,,14.612355702522,
85,000943.OF,,11.778337041572,
