,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,11.432967054395,7.5285898073079,
1,070025.OF,,10.998030200542,
2,070037.OF,2.6076168491756,5.9175797405486,
3,100018.OF,2.213293467259,16.877293397955,
4,100058.OF,1.1670965343497,5.2910348433179,
5,100066.OF,,15.204431453649,
6,100072.OF,,3.1266038139379,
7,110035.OF,,9.7430521008457,
8,160602.OF,8.276464161461,33.124894417193,
9,202103.OF,,5.3249569186903,
10,202108.OF,16.167999993303,11.168563012082,
11,217003.OF,,15.65088850281,
12,217022.OF,0.97378271115706,3.2084400896842,
13,261001.OF,,4.6162034133631,
14,270043.OF,,,
15,270048.OF,3.9065870933476,10.728736176053,
16,400009.OF,0.48283543271829,13.931341450874,
17,485105.OF,9.5789887429276,43.536768476911,
18,485107.OF,0.21482290104696,34.366501706689,
19,519137.OF,16.887022944363,12.425993078223,
20,519138.OF,24.48340610399,3.7141188671937,
21,519206.OF,7.0725135774712,7.0880188389265,
22,519225.OF,91.531007339764,8.4689926602362,
23,519322.OF,,,
24,519324.OF,,,
25,519328.OF,5.2939951483301,94.70600485167,
26,519330.OF,,14.210457635633,
27,519332.OF,,15.289622188835,
28,519334.OF,,100.0,
29,519680.OF,0.20927055449355,4.1979836674914,
30,519718.OF,3.238203793372,1.02028605798,
31,519743.OF,,100.0,
32,519746.OF,,4.3009630152933,
33,519762.OF,6.459139585965,93.540860414035,
34,519776.OF,,63.556502365537,
35,519782.OF,,4.217540851512,
36,519784.OF,,37.844125276349,
37,530021.OF,7.6462329621175,18.103788401949,
38,650001.OF,,93.788879605409,
39,675041.OF,0.73861460331085,31.649834941474,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,,
45,160515.SZ,,12.092326786018,
46,160618.SZ,11.253472542949,,
47,161014.SZ,3.0816776469728,,
48,161019.SZ,,9.3003375885147,
49,161115.SZ,1.7956115000095,14.016402603226,
50,161117.SZ,1.0541204867978,1.7849801689134,
51,162715.SZ,,83.746201030355,
52,164703.SZ,,7.9104274949455,
53,000005.OF,,15.779975754602,
54,000032.OF,,4.8233332775247,
55,000084.OF,0.51105072168065,4.7922775155454,
56,000105.OF,17.935401703494,,
57,000111.OF,2.3342917902695,,
58,000128.OF,4.8620568618677,9.3885822501261,
59,000137.OF,,30.812774683982,
60,000139.OF,,8.6895817487459,
61,000147.OF,,4.4698258871149,
62,000183.OF,,9.2271000435497,
63,000187.OF,,29.741703986743,
64,000191.OF,0.97754084953048,7.1581172226862,
65,000205.OF,,14.127655759216,
66,000207.OF,15.684402183888,,
67,000244.OF,3.0532685321565,3.0620292709942,
68,000252.OF,,7.7403016000921,
69,000254.OF,,44.896242916749,
70,000265.OF,,0.96097593527029,
71,000295.OF,,,
72,000345.OF,,,
73,000346.OF,21.408014372384,,
74,000355.OF,3.2686647631538,8.0989426231824,
75,000395.OF,4.3004388808323,4.8045800920439,
76,000402.OF,1.8623195556272,23.33328625429,
77,000469.OF,3.4889847265554,4.9529834931266,
78,000516.OF,0.31600746206668,1.9539396974265,
79,000546.OF,,5.3140904984873,
80,000552.OF,,,
81,000606.OF,3.31112717639,96.68887282361,
82,000799.OF,,,
83,000815.OF,9.095552130748,90.904447869252,
84,000914.OF,,4.8475800042936,
85,000943.OF,,6.4133426140621,
86,001001.OF,9.4417046975818,5.3244619701855,
87,001246.OF,,,
88,001299.OF,,6.0502914718826,
89,001368.OF,8.9977001268151,87.177448521977,
90,001545.OF,,34.336143403033,
91,001578.OF,,26.849979781642,
92,001785.OF,,30.812774683982,
93,001819.OF,,,
94,001911.OF,,12.374097800524,
95,001960.OF,,5.4955398850262,
96,001961.OF,,61.364315192633,
97,001993.OF,,40.417268144322,
98,002109.OF,,30.800890974666,
99,002140.OF,,11.770174538591,
100,002143.OF,,57.315735184793,
101,002169.OF,,6.4935469668928,
102,002175.OF,,30.456736107159,
103,002188.OF,,65.742561372616,
104,002198.OF,,60.764232290331,
105,002206.OF,,6.7228252065446,
106,002268.OF,,9.1951125764653,
107,002301.OF,1.0711218022179,3.7437854371989,
108,002336.OF,,51.984775402101,
109,002338.OF,8.0856363228449,,
110,002341.OF,,9.6218187212811,
111,002354.OF,1.7538922363014,2.6657279904546,
112,002377.OF,6.2109572239575,32.843160786353,
113,002381.OF,22.84577341904,,
114,002395.OF,,,
115,002438.OF,,4.9634585041353,
116,002445.OF,,5.9290213773592,
117,002447.OF,,,
118,002452.OF,,22.722495905706,
119,002466.OF,,32.059766519046,
120,002483.OF,,,
121,002548.OF,,11.791447127981,
122,002549.OF,,5.0275603448436,
123,002552.OF,2.2668335260951,97.733166473905,
124,002568.OF,,7.5594251754331,
125,002578.OF,,7.6405997305657,
126,002600.OF,,3.7057184310479,
127,002603.OF,,13.64997802813,
128,002625.OF,,47.607666937527,
129,002638.OF,,100.0,
130,002698.OF,1.6898262529421,33.006312788234,
131,002716.OF,6.129161916708,93.870838083292,
132,002750.OF,,,
133,002754.OF,,4.4081542699725,
134,002755.OF,,21.94501483179,
135,002781.OF,,29.507232220299,
136,002817.OF,,67.168121077644,
137,002832.OF,,56.511244724802,
138,002864.OF,,4.4021562842712,
139,002868.OF,0.2363988224323,2.3710894205511,
140,002898.OF,,,
141,002904.OF,,20.922358355062,
142,002927.OF,1.7829717639773,12.484570190737,
143,002929.OF,,12.046510157324,
144,002930.OF,10.354551935254,89.645448064746,
145,002970.OF,,80.135582657883,
146,002985.OF,18.649702848694,,
147,002991.OF,,50.219574493191,
148,002994.OF,,50.506895683789,
149,003039.OF,,84.193049990835,
150,003102.OF,6.2424546334037,,
151,003155.OF,,18.810840127076,
152,003162.OF,,13.120775693756,
153,003188.OF,5.492313774574,94.507686225426,
154,003192.OF,,21.340459901788,
155,003193.OF,6.1797283107424,,
156,003209.OF,1.0317195017176,3.1044560674993,
157,003213.OF,,37.376094663348,
158,003214.OF,1.915286718778,4.1287180924591,
159,003223.OF,,,
160,003258.OF,,5.2162602006236,
161,003260.OF,,100.0,
162,003265.OF,3.5431679888715,7.1674699750071,
163,003268.OF,,32.940872801768,
164,003269.OF,,4.9938352460973,
165,003280.OF,5.2083611543844,6.9192135431344,
166,003285.OF,0.92639561875562,11.206575167447,
167,003289.OF,0.047012191252169,32.603869437264,
168,003290.OF,52.967749227053,,
169,003313.OF,,69.549765838717,
170,003315.OF,0.33324802417001,99.66675197583,
171,003327.OF,,26.610669675038,
172,003329.OF,,25.157213039216,
173,003417.OF,,7.6054563838074,
174,003428.OF,,11.174147142658,
175,003438.OF,,5.7799334459869,
176,003440.OF,,72.048756287464,
177,003445.OF,0.015899319331897,58.430839155044,
178,003452.OF,,8.571292156499,
179,003454.OF,6.5285957087007,62.883829062672,
180,003518.OF,,33.24199301446,
181,003528.OF,,75.16378010822,
182,003547.OF,,8.1959621047913,
183,003569.OF,0.49745315823553,4.2116357472755,
184,003571.OF,,6.8041119834151,
185,003590.OF,,100.0,
186,003605.OF,,9.0068997836396,
187,003607.OF,7.2527396431512,22.62760318249,
188,003640.OF,,92.899218781882,
189,003651.OF,,,
190,003660.OF,,,
191,003662.OF,,,
192,003671.OF,,100.0,
193,003673.OF,,100.0,
194,003730.OF,13.785302415905,76.493475743455,
195,003746.OF,,9.1072884920805,
196,003770.OF,,63.238751588486,
197,003809.OF,,12.506592670769,
198,003832.OF,,59.493373935513,
199,003859.OF,0.67123751430154,8.56045794711,
200,003863.OF,1.1219576048204,10.656507834108,
201,003869.OF,,27.913998220533,
202,003929.OF,,39.027770168107,
203,003949.OF,3.7370541999979,3.7275615276289,
204,003952.OF,,,
205,003983.OF,,4.2116147056248,
206,004020.OF,,4.3481477965106,
207,004027.OF,2.8051361648088,3.1587727137325,
208,004030.OF,4.165482447847,,
209,004031.OF,10.65574389125,,
210,004032.OF,,8.047432759444,
211,004042.OF,15.812212249551,7.2913410807519,
212,004052.OF,1.3381333077968,9.8238510109779,
213,004061.OF,7.7244930632928,92.275506936707,
214,004118.OF,,4.1933013285183,
215,004122.OF,,3.2460480122384,
216,004124.OF,,4.8059098824434,
217,004126.OF,3.417659491844,1.6004039076672,
218,004127.OF,5.9172350321263,9.1058581355981,
219,004136.OF,,97.44241183701,
220,004140.OF,2.3148244978818,31.324558062995,
221,004141.OF,5.8475339190526,,
222,004200.OF,,11.421080115734,
223,004230.OF,,91.050964873945,
224,004238.OF,,16.889112615245,
225,004307.OF,,4.7953807634351,
226,004322.OF,0.80213935917898,4.0307522854233,
227,004334.OF,,21.549014373572,
228,004366.OF,,100.0,
229,004388.OF,8.0975209488063,11.863443323932,
230,004438.OF,,,
231,004459.OF,,3.7454766795636,
232,004479.OF,,53.070467674553,
233,004498.OF,,34.407942439623,
234,004499.OF,,31.350010938951,
235,004503.OF,,,
236,004544.OF,10.044327675794,3.6786668856358,
237,004547.OF,0.47760818210016,4.8190839992161,
238,004555.OF,8.7813391696431,33.26275851108,
239,004601.OF,,17.156644815716,
240,004614.OF,2.3025872730327,8.5965966482179,
241,004637.OF,,33.605753796587,
242,004655.OF,,36.21699798072,
243,004672.OF,4.3373803727039,4.545562046885,
244,004689.OF,,5.6185936171165,
245,004705.OF,6.9430995979972,5.7309595722066,
246,004722.OF,,46.900594205291,
247,004728.OF,,96.390725738571,
248,004736.OF,,,
249,004797.OF,,12.399431820845,
250,004821.OF,1.1898827618892,12.187149153711,
251,004859.OF,,1.7623667807451,
252,004882.OF,,67.299527752631,
253,004887.OF,,17.345276456054,
254,004899.OF,12.209178022272,2.1704568309942,
255,004910.OF,,17.551102345616,
256,004911.OF,,83.642717971588,
257,004919.OF,,10.306269465961,
258,004920.OF,,10.70398684184,
259,004923.OF,7.9528596984547,13.887025829055,
260,004940.OF,6.4157992567582,,
261,004956.OF,,100.0,
262,004978.OF,,3.3510897466295,
263,005024.OF,,14.577903868669,
264,005072.OF,,62.533448387069,
265,005073.OF,,5.7157351225185,
266,005124.OF,5.5074331433046,,
267,005171.OF,,4.8670037583789,
268,005307.OF,,9.031981795377,
269,005309.OF,,37.173435333814,
270,005321.OF,,73.700804835352,
271,005322.OF,,11.603256936934,
272,005336.OF,,18.6252601483,
273,005338.OF,,,
274,005364.OF,7.47937454363,13.062653260135,
275,005369.OF,,2.0859739023743,
276,005375.OF,1.7055129027478,10.692899690027,
277,005383.OF,1.8024839664435,,
278,005388.OF,,3.5305841186132,
279,005393.OF,13.011787957611,53.855731856929,
280,005398.OF,36.981472084996,23.331125164608,
281,005410.OF,,6.7480771818348,
282,005419.OF,1.6184445381479,80.104190387354,
283,005432.OF,,12.420394224862,
284,005435.OF,,5.3863038944547,
285,005439.OF,26.654260605931,67.354601206522,
286,005442.OF,,27.603587017869,
287,005462.OF,,12.136098190091,
288,005469.OF,14.556075981991,39.641651914977,
289,005525.OF,4.9627487308157,11.869835306087,
290,005577.OF,4.1074264759287,,
291,005590.OF,,6.0104037881859,
292,005594.OF,,1.9647813903074,
293,005606.OF,,100.0,
294,005622.OF,,10.614913547735,
295,005631.OF,7.7741131421729,64.470305032655,
296,005648.OF,2.6890643813091,12.242729941759,
297,005666.OF,,31.971592251667,
298,005670.OF,2.5268347071008,6.3829137778929,
299,005684.OF,,,
300,005703.OF,0.75414044700239,27.869743622771,
301,005710.OF,3.5612649357535,73.174323829884,
302,005712.OF,4.214585161173,,
303,005719.OF,,11.122087670322,
304,005740.OF,6.1775467457213,0.68273671398115,
305,005754.OF,1.0999522769944,4.1606880204662,
306,005772.OF,,19.049172109271,
307,005781.OF,,16.780989699139,
308,005782.OF,,67.447796180789,
309,005784.OF,11.580559473233,69.684672602309,
310,005791.OF,3.8042405480289,56.614684345783,
311,005820.OF,1.9554524157729,,
312,005831.OF,,15.871381689307,
313,005841.OF,,5.592381374034,
314,005845.OF,,4.5356297046784,
315,005853.OF,,47.711484017011,
316,005854.OF,0.068544529126594,88.576693576823,
317,005864.OF,37.673964773867,62.326035226133,
318,005871.OF,,0.14329294560817,
319,005879.OF,4.6958324443995,0.31166238601034,
320,005897.OF,18.052431045592,44.353782602902,
321,005898.OF,5.5676802271554,59.410482330475,
322,005920.OF,23.23680763419,76.76319236581,
323,005921.OF,,44.322691607294,
324,005936.OF,,52.217595316133,
325,005972.OF,4.6355668154229,95.364433184577,
326,005988.OF,3.5670172087211,86.676968585641,
327,006029.OF,,23.792283618736,
328,006037.OF,,39.74221181668,
329,006043.OF,0.44070171704271,99.559298282957,
330,006053.OF,,49.183766372974,
331,006066.OF,1.1475205474427,16.184716318219,
332,006076.OF,16.93193448792501,,
333,006107.OF,,,
334,006112.OF,10.052047066897,7.4756163402057,
335,006150.OF,,,
336,006171.OF,44.175785462805,55.824214537195,
337,006172.OF,,100.0,
338,006212.OF,,10.241343709654,
339,006275.OF,,50.708492137288,
