,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,19.545299091454,0.25262392639678,
1,070025.OF,,11.885850607389,
2,070037.OF,4.155521492794,5.0817485428991,
3,100018.OF,0.013873220358172,21.123570422623,
4,100058.OF,,4.6509930261618,
5,100066.OF,2.6280785218672,10.07571955524,
6,100072.OF,1.2549741027457,0.50381760243705,
7,110035.OF,,9.0402830704856,
8,160602.OF,4.6385716894149,5.0739506962508,
9,202103.OF,,7.5501899953495,
10,202108.OF,,24.560900811062,
11,217003.OF,12.680263938733,5.4788781935461,
12,217022.OF,3.7473382295534,2.8041117511157,
13,261001.OF,0.48836979197864,3.9393395035847,
14,270043.OF,,,
15,270048.OF,,13.830017000865,
16,400009.OF,,47.012080541287,
17,485105.OF,3.8740307075277,19.339430922298,
18,485107.OF,2.1163846482541,22.667441835781,
19,519137.OF,5.1549097065036,18.45888407537,
20,519138.OF,0.5866558241174,5.2793308164441,
21,519206.OF,11.540086173258,11.644126265249,
22,519225.OF,0.47866056608056,5.0353839120047,
23,519322.OF,,,
24,519324.OF,,,
25,519328.OF,2.5826526486329,87.004347795054,
26,519330.OF,34.305687296789,47.306131457568,
27,519332.OF,,10.302434166822,
28,519334.OF,1.0166498911069,98.983350108893,
29,519680.OF,2.4011725642823,2.0686602817488,
30,519718.OF,3.0360935681987,1.3978699228478,
31,519743.OF,,100.0,
32,519746.OF,,4.8395489236917,
33,519762.OF,3.9985075302242,3.9533979570299,
34,519776.OF,0.0068505261185545,90.401620538959,
35,519782.OF,,7.1892254855958,
36,519784.OF,,33.646339141448,
37,530021.OF,1.3035379587352,7.2218973673225,
38,650001.OF,,38.854727626751,
39,675041.OF,1.3117931153327,41.939974100506,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,,
45,160515.SZ,,4.1622587768234,
46,160618.SZ,10.183345718876,,
47,161014.SZ,,1.9828832964879,
48,161019.SZ,,5.6534887743072,
49,161115.SZ,,5.2929609351938,
50,161117.SZ,,,
51,162715.SZ,,96.684697374216,
52,164703.SZ,,4.5856109285794,
53,000005.OF,,2.7956709371948,
54,000032.OF,,5.4386728712959,
55,000084.OF,,12.410972175641,
56,000105.OF,,95.318084569927,
57,000111.OF,,,
58,000128.OF,,5.3816095775848,
59,000137.OF,,18.324248397339,
60,000139.OF,0.14149904541778,5.5308000232036,
61,000147.OF,,6.2611592048689,
62,000183.OF,0.84724850953926,3.1918352171716,
63,000187.OF,0.86795674722824,29.062623738061,
64,000191.OF,,10.208349330726,
65,000205.OF,,6.1662806250685,
66,000207.OF,,6.5213540063748,
67,000244.OF,,,
68,000252.OF,0.46937241380435,35.790681937044,
69,000254.OF,,,
70,000265.OF,,,
71,000295.OF,,,
72,000345.OF,,,
73,000346.OF,,47.390637031605,
74,000355.OF,,21.223187349005,
75,000395.OF,2.8659511753035,4.8015943332623,
76,000402.OF,0.13261830486036,24.311530810316,
77,000469.OF,0.1738816782475,4.7002897965406,
78,000516.OF,0.16394860799454,4.5982493736247,
79,000546.OF,,5.4585395674987,
80,000552.OF,,,
81,000606.OF,0.13632948685641,99.863670513144,
82,000799.OF,,,
83,000815.OF,,54.251884709968,
84,000914.OF,,4.3919424931462,
85,000943.OF,3.9886775057242,,
86,001001.OF,7.3891469519255,,
87,001246.OF,,,
88,001299.OF,3.4888093925684,8.3858125692485,
89,001368.OF,,25.640968335147,
90,001545.OF,,18.739959075282,
91,001578.OF,,6.0483307476986,
92,001785.OF,,18.324248397339,
93,001819.OF,,0.31370255216481,
94,001911.OF,4.2500108780972,24.179838952409,
95,001960.OF,,3.9262860316094,
96,001961.OF,,25.485624558358,
97,001993.OF,,48.424043525263,
98,002109.OF,,67.405245603095,
99,002140.OF,,13.811309381295,
100,002143.OF,,,
101,002169.OF,,9.2415938817811,
102,002175.OF,,100.0,
103,002188.OF,,100.0,
104,002198.OF,,73.977751996837,
105,002206.OF,,45.526604155683,
106,002268.OF,,6.2144054055867,
107,002301.OF,,5.7190930705323,
108,002336.OF,,79.431344974874,
109,002338.OF,,8.8903492593068,
110,002341.OF,,10.295853409842,
111,002354.OF,1.8354136109975,98.164586389003,
112,002377.OF,,100.0,
113,002381.OF,0.96166696978369,0.18962212117174,
114,002395.OF,,,
115,002438.OF,,5.0896455197952,
116,002445.OF,,4.3665093649056,
117,002447.OF,,13.448576920843,
118,002452.OF,4.222458319726,95.777541680274,
119,002466.OF,,58.641338348269,
120,002483.OF,4.8391004019958,,
121,002548.OF,,7.7849687662539,
122,002549.OF,6.8739552749106,4.7291374209096,
123,002552.OF,,32.116425283896,
124,002568.OF,,22.369752615597,
125,002578.OF,,14.957873497084,
126,002600.OF,,,
127,002603.OF,,8.7443782255678,
128,002625.OF,,69.657370260803,
129,002638.OF,,100.0,
130,002698.OF,,19.381108074707,
131,002716.OF,,100.0,
132,002750.OF,,22.57423813407,
133,002754.OF,,8.4267851059956,
134,002755.OF,,23.69038599004,
135,002781.OF,,67.034519234639,
136,002817.OF,,73.296860086399,
137,002832.OF,,28.719780726131,
138,002864.OF,,12.448553380141,
139,002868.OF,0.84683467229732,2.5557389218378,
140,002898.OF,,100.0,
141,002904.OF,,2.007283553619,
142,002927.OF,15.625445216978,0.88906301423496,
143,002929.OF,,23.501107270125,
144,002930.OF,,100.0,
145,002970.OF,,85.523712835527,
146,002985.OF,31.535246970008,0.40408974547841,
147,002991.OF,,100.0,
148,002994.OF,,100.0,
149,003039.OF,,80.92564582117,
150,003102.OF,16.067862577893,,
151,003155.OF,,4.9332710922156,
152,003162.OF,,8.303359936988,
153,003188.OF,1.8694613627108,98.130538637289,
154,003192.OF,4.1264638655432,24.12575634357,
155,003193.OF,12.445291536054,10.305313636116,
156,003209.OF,,11.740322886597,
157,003213.OF,,53.430053622361,
158,003214.OF,2.4947206836776,5.6550353467574,
159,003223.OF,0.020800220137306,6.0568690433171,
160,003258.OF,10.116767023902,8.5664098266184,
161,003260.OF,,64.144644258683,
162,003265.OF,0.80696026873882,6.5848872885274,
163,003268.OF,,28.603174861376,
164,003269.OF,0.89067947507279,2.8559704755439,
165,003280.OF,3.0736269790157,5.1741845968176,
166,003285.OF,0.18606106797593,29.156896950176,
167,003289.OF,,24.428703339332,
168,003290.OF,57.115916252219,,
169,003313.OF,,96.698082162363,
170,003315.OF,,100.0,
171,003327.OF,4.044397510073,16.574605605625,
172,003329.OF,6.5892974782903,3.2262754992645,
173,003417.OF,1.0841160597091,3.6760542076841,
174,003428.OF,,1.871028310424,
175,003438.OF,50.610697512884,49.389302487116,
176,003440.OF,,65.86426473247,
177,003445.OF,,34.24614778027,
178,003452.OF,6.0148213572063,4.1714427986444,
179,003454.OF,2.593710551905,42.280230342878,
180,003518.OF,,69.748515662202,
181,003528.OF,,,
182,003547.OF,,4.3266120067549,
183,003569.OF,,7.8132158009757,
184,003571.OF,0.70028918102495,7.454464500649,
185,003590.OF,,100.0,
186,003605.OF,,32.773987146936,
187,003607.OF,,8.8872314769578,
188,003640.OF,2.1759400694452,5.18778561288,
189,003651.OF,7.6535531559811,19.480372446516,
190,003660.OF,,,
191,003662.OF,0.22482731444804,6.4614955025661,
192,003671.OF,,50.142041369105,
193,003673.OF,,5.2991272248052,
194,003730.OF,0.7129901599238,92.320814644139,
195,003746.OF,0.44429444488764,4.1450343050326,
196,003770.OF,,70.491913259067,
197,003809.OF,0.91168994657245,8.0119013483311,
198,003832.OF,,69.61163532253,
199,003859.OF,0.22129445494745,7.6920990200743,
200,003863.OF,0.91667349741332,4.8107996158412,
201,003869.OF,,30.48615152951,
202,003929.OF,,57.106174073826,
203,003949.OF,,9.7151082244684,
204,003952.OF,3.828222670065,,
205,003983.OF,2.7064582044486,6.7121075191324,
206,004020.OF,,4.8125359032826,
207,004027.OF,,6.0532511493857,
208,004030.OF,0.60624386324994,68.270172727973,
209,004031.OF,0.24586903418301,5.3406672976128,
210,004032.OF,,0.30442033850891,
211,004042.OF,7.0917707633423,26.701150162701,
212,004052.OF,0.80034150780876,3.9727725148682,
213,004061.OF,,69.078281466627,
214,004118.OF,,4.6752734864007,
215,004122.OF,,,
216,004124.OF,,87.826910983398,
217,004126.OF,4.7296461847972,25.556839221734,
218,004127.OF,,11.424202097746,
219,004136.OF,,100.0,
220,004140.OF,1.6062584976202,15.75501787443,
221,004141.OF,7.9596618405157,,
222,004200.OF,0.17154934475544,12.700617996843,
223,004230.OF,,100.0,
224,004238.OF,,11.373016846613,
225,004307.OF,,21.323694228314,
226,004322.OF,5.1381161251639,,
227,004334.OF,1.7409885273554,23.494023425858,
228,004366.OF,5.8451299397218,94.154870060278,
229,004388.OF,2.2838608120954,6.7453391546799,
230,004438.OF,9.8851605352894,11.726861703366,
231,004459.OF,,21.895943907966,
232,004479.OF,2.8046050927654,84.491480407019,
233,004498.OF,,100.0,
234,004499.OF,,8.1668507571733,
235,004503.OF,,,
236,004544.OF,7.7085060522578,3.7829209628065,
237,004547.OF,4.9385511027073,,
238,004555.OF,,61.958145501009,
239,004601.OF,,6.5394213435151,
240,004614.OF,12.21178051102,,
241,004637.OF,,9.5864807169107,
242,004655.OF,,81.243796692824,
243,004672.OF,1.5018129353894,4.2493667848038,
244,004689.OF,,5.1006506910568,
245,004705.OF,0.64157720823286,16.817428988307,
246,004722.OF,,62.099084854197,
247,004728.OF,14.872160728186,85.127839271814,
248,004736.OF,,,
249,004797.OF,,17.849328283294,
250,004821.OF,0.27819642644711,5.358868384224,
251,004859.OF,3.6329380359106,1.9277931766088,
252,004882.OF,,92.097695542307,
253,004887.OF,,,
254,004899.OF,,,
255,004910.OF,,17.151266665299,
