,thscode,ths_nb_mv_to_bond_invest_mv_fund,ths_zcxjrzszzzqtzszb_fund,ths_cbb_to_bond_invest_mv_fund
0,070005.OF,7.7351826245509,9.1784283471853,
1,070025.OF,3.2661415583586,4.7378768831579,
2,070037.OF,2.651007429059,7.4157105434108,
3,100018.OF,0.34208159943836,21.792764336207,
4,100058.OF,,8.5886549941739,
5,100066.OF,0.28036505359847,12.615738731116,
6,100072.OF,,,
7,110035.OF,2.3352199409088,12.084470423132,
8,160602.OF,3.4915902564829,11.753089398206,
9,202103.OF,,14.20056454744,
10,202108.OF,1.2351445757731,23.268416320399,
11,217003.OF,,17.09595474703,
12,217022.OF,2.5046209088696,1.9104294110424,
13,261001.OF,,5.3945465549435,
14,270043.OF,,,
15,270048.OF,4.8028291391407,13.609790501135,
16,400009.OF,0.5713933875628,1.5313337768266,
17,485105.OF,7.229917492991,34.51280080511,
18,485107.OF,,42.053557625409,
19,519137.OF,5.198707988658,20.122612959192,
20,519138.OF,5.252391967763,13.325954255187,
21,519206.OF,,,
22,519225.OF,,100.0,
23,519322.OF,,,
24,519324.OF,,,
25,519328.OF,,100.0,
26,519330.OF,,15.952323576358,
27,519332.OF,,18.736797696456,
28,519334.OF,,16.203415005802,
29,519680.OF,,4.8834769351036,
30,519718.OF,0.83035622646367,3.0392817651486,
31,519743.OF,0.31949287013346,99.680507129867,
32,519746.OF,,11.937127865249,
33,519762.OF,,100.0,
34,519776.OF,2.6111607066596,88.180345216847,
35,519782.OF,0.095857797041953,4.9284848018864,
36,519784.OF,,36.367614112887,
37,530021.OF,,12.722816472031,
38,650001.OF,2.2547143603626,87.847156575235,
39,675041.OF,0.79018104852848,35.81896070578,
40,960040.OF,,,
41,H000355.OF,,,
42,H202108.OF,,,
43,H217003.OF,,,
44,160128.SZ,,,
45,160515.SZ,,,
46,160618.SZ,,4.6905154386902,
47,161014.SZ,2.92241854483,,
48,161019.SZ,,14.647667605197,
49,161115.SZ,4.2966467212867,34.273698296957,
50,161117.SZ,,,
51,162715.SZ,,53.008926990129,
52,164703.SZ,,11.139000037923,
53,000005.OF,,12.911619691369,
54,000032.OF,,4.6793954943382,
55,000084.OF,0.54362019039468,6.7897309746176,
56,000105.OF,,,
57,000111.OF,,,
58,000128.OF,4.6328487747503,5.6261040065279,
59,000137.OF,,65.772486716211,
60,000139.OF,,6.45814615926,
61,000147.OF,,4.7525194652423,
62,000183.OF,2.0516978123176,1.1788644791525,
63,000187.OF,4.0672546466478,33.450101072549,
64,000191.OF,0.0030942792839291,9.4446831435376,
65,000205.OF,,8.8553916340226,
66,000207.OF,,6.9403386419292,
67,000244.OF,6.0939905174773,12.630183645218,
68,000252.OF,,12.687302467698,
69,000254.OF,,,
70,000265.OF,,1.357445323757,
71,000295.OF,,,
72,000345.OF,,,
73,000346.OF,,,
74,000355.OF,2.3214330024587,12.756794838473,
75,000395.OF,,12.731396848128,
76,000402.OF,1.7081402241539,26.572007760673,
77,000469.OF,,,
78,000516.OF,0.34008126355879,0.41042083420922,
79,000546.OF,,12.369901011273,
80,000552.OF,,,
81,000606.OF,0.091742417595936,99.908257582404,
82,000799.OF,,,
83,000815.OF,2.9396865446019,97.060313455398,
84,000914.OF,,6.1864238777211,
85,000943.OF,,18.456349356761,
86,001001.OF,10.64157836158,8.4815457906844,
87,001246.OF,,,
88,001299.OF,,4.2021117163688,
89,001368.OF,,,
90,001545.OF,,31.852456329599,
91,001578.OF,,31.709916304405,
92,001785.OF,,65.772486716211,
93,001819.OF,,,
94,001911.OF,,11.603768701144,
95,001960.OF,,4.0066676167277,
96,001961.OF,,76.80144311953,
97,001993.OF,,18.904156434743,
98,002109.OF,,55.056547140013,
99,002140.OF,,9.1715047533218,
100,002143.OF,,58.906491259722,
101,002169.OF,,10.292521054087,
102,002175.OF,,47.101229027487,
103,002188.OF,9.3252940178838,90.674705982116,
104,002198.OF,,50.892527282371,
105,002206.OF,,6.0284114393586,
106,002268.OF,0.0029161211388835,28.534391704212,
107,002301.OF,1.1415299452222,4.6705425970177,
108,002336.OF,,81.383365438751,
109,002338.OF,,,
110,002341.OF,,5.2658148879321,
111,002354.OF,,5.8630109365579,
112,002377.OF,,6.7952507577398,
113,002381.OF,3.4693371783697,0.0017176252551217,
114,002395.OF,,,
115,002438.OF,,3.8960859882931,
116,002445.OF,,68.200514415946,
117,002447.OF,,5.9340389912985,
118,002452.OF,,17.77013993665,
119,002466.OF,,31.843807772637,
120,002483.OF,,1.9373677763386,
121,002548.OF,,10.55601861072,
122,002549.OF,5.2324265625604,8.261725997422,
123,002552.OF,,100.0,
124,002568.OF,5.7757317734473,1.8996688703518,
125,002578.OF,,5.7307773233115,
126,002600.OF,,,
127,002603.OF,,27.425197493734,
128,002625.OF,,56.282104067404,
129,002638.OF,,100.0,
130,002698.OF,,24.199811328568,
131,002716.OF,1.3953443575754,98.604655642425,
132,002750.OF,,,
133,002754.OF,,3.5569896231381,
134,002755.OF,,22.12923881856,
135,002781.OF,,38.643192799294,
136,002817.OF,,82.637556893913,
137,002832.OF,,80.081699037891,
138,002864.OF,0.76742078010562,5.9969684584362,
139,002868.OF,2.3200201359647,6.2579634726397,
140,002898.OF,,,
141,002904.OF,8.7221376159491,20.900826064885,
142,002927.OF,7.0678858385773,16.749558528354,
143,002929.OF,,16.495094221619,
144,002930.OF,,14.622970448316,
145,002970.OF,,79.520290366487,
146,002985.OF,,,
147,002991.OF,4.9016261057886,43.872432062059,
148,002994.OF,,56.886450371791,
149,003039.OF,,50.986577566472,
150,003102.OF,100.0,,
151,003155.OF,,39.835556767622,
152,003162.OF,,10.393743560529,
153,003188.OF,0.20523115046499,99.794768849535,
154,003192.OF,,29.356722018975,
155,003193.OF,8.3706091749222,8.2349047062093,
156,003209.OF,,8.1247998212263,
157,003213.OF,,37.354852980024,
158,003214.OF,,5.4978879262413,
159,003223.OF,,91.802825972307,
160,003258.OF,2.6950791744278,5.8758887378325,
161,003260.OF,1.0477216806977,98.952278319302,
162,003265.OF,,7.3116498187758,
163,003268.OF,,37.921808995279,
164,003269.OF,,26.3315339146,
165,003280.OF,,3.2139704869959,
166,003285.OF,0.120009314272,20.385595313262,
167,003289.OF,0.023805975963253,4.9431755292403,
168,003290.OF,,79.298362806844,
169,003313.OF,,46.208139007785,
170,003315.OF,0.34970657177864,99.63100898672,
171,003327.OF,4.209305979635,23.771154186125,
172,003329.OF,,29.071863938203,
173,003417.OF,0.74553383844664,5.6981202577955,
174,003428.OF,,9.0525028578733,
175,003438.OF,,9.7623726352255,
176,003440.OF,,47.333032906354,
177,003445.OF,0.016451096802047,46.794993344929,
178,003452.OF,,25.623977460174,
179,003454.OF,1.8167685647522,73.29703645133,
180,003518.OF,,59.871184168434,
181,003528.OF,,66.307063956906,
182,003547.OF,,11.279979602316,
183,003569.OF,1.024772544305,7.7528139917304,
184,003571.OF,,22.599926402532,
185,003590.OF,,100.0,
186,003605.OF,,13.946562459437,
187,003607.OF,,23.688852318644,
188,003640.OF,,96.6755285339,
189,003651.OF,0.74713340376188,16.576486542091,
190,003660.OF,,,
191,003662.OF,,2.3704016346485,
192,003671.OF,2.9247007064062,97.075299293594,
193,003673.OF,,4.1285866975544,
194,003730.OF,2.9070840911437,75.013847757536,
195,003746.OF,,9.1596033652187,
196,003770.OF,,61.447992110803,
197,003809.OF,,6.4166282260529,
198,003832.OF,,54.813781067139,
199,003859.OF,0.393915201382,6.9379663041122,
200,003863.OF,1.1418278626099,5.606346887863,
201,003869.OF,,64.516661323107,
202,003929.OF,,37.819762269745,
203,003949.OF,,10.779307456455,
204,003952.OF,,,
205,003983.OF,,5.0653443100404,
