,jydm,jydm_mc,p00483_f002,p00483_f007,p00483_f008
54,003056.OF,嘉实稳泽纯债债券A,120412,23.640,18.0226264474748330
55,003452.OF,招商招盛纯债A,1282253,2.380,2.4232369685327119
56,005594.OF,招商添润3个月定开债发起式A,1282253,1.970,1.9977460819034352
57,000005.OF,嘉实增强信用定期债券,1280212,7.360,5.4599162838116380
58,004672.OF,华夏短债债券A,122609,0.580,0.64374966462995758671
59,003309.OF,兴业启元一年定开债券A,1280273,8.780,9.0279125495614595
60,002548.OF,嘉实稳瑞纯债债券,1282349,3.430,2.8898127532691007
61,519138.OF,海富通瑞祥一年定开债券,1280292,3.750,3.2656078859731826
62,519718.OF,交银纯债债券A/B,122514,6.280,4.8614113205818226
63,000252.OF,景顺长城景兴信用纯债债券A,1282435,6.830,5.0633320204660177
64,004030.OF,嘉实丰安6个月定期债券,122203,3.910,3.0407642784901175
65,004978.OF,富国聚利纯债三个月定开债发起式,124063,6.690,6.4197209519515880
66,003309.OF,兴业启元一年定开债券A,1280396,6.580,6.7642994935898393
67,161115.SZ,易方达岁丰添利债券A,1280417,8.890,8.4602830096955556
68,004601.OF,博时富腾纯债债券,1282547,5.030,3.7868215929211444
69,002206.OF,博时裕康纯债,1382011,8.100,8.0975586676760030
70,004672.OF,华夏短债债券A,112143,4.830,5.3621682865296575
71,003528.OF,汇添富长添利定期开放债券A,124153,6.650,6.8259717935207651
72,000345.OF,鹏华丰融定期开放债券,1380060,9.420,5.5888572268673714
73,005307.OF,财通资管鸿达纯债债券A,1380083,7.590,7.3619161766231233
74,002206.OF,博时裕康纯债,1380102,7.970,7.9761228867019934
75,002549.OF,嘉实稳祥纯债债券A,124184,5.850,4.7359965103676271
76,003213.OF,中银悦享定期开放债券,1382121,3.800,4.0250073186090091
77,002206.OF,博时裕康纯债,1382138,8.180,8.1819328791319707
78,161014.SZ,富国汇利回报定期开放债券,124232,4.270,3.0086380499820089
79,519324.OF,浦银安盛盛鑫定开债券A,1320015,8.930,6.7499637480566855
80,003528.OF,汇添富长添利定期开放债券A,1382312,6.660,6.8312787180801623
81,003746.OF,广发汇瑞3个月定期开放债券,1315001,5.440,5.6704050726071759
82,519332.OF,浦银安盛盛达纯债债券A,1315001,8.270,7.7697368131060309
83,002550.OF,嘉实稳荣债券,1320027,8.870,6.8420815498986258
84,003192.OF,创金合信尊丰纯债,1320027,9.130,9.3550982390040942
85,000606.OF,天弘优选债券,101364002,7.420,6.6794666708849997
86,003452.OF,招商招盛纯债A,130240,1.930,1.9708386141935125
87,002600.OF,易方达裕景添利6个月定期开放债券,101361013,4.600,3.8147746793475895
88,000111.OF,易方达纯债1年定期开放债券A,101356006,5.300,4.2887727045471949
89,000606.OF,天弘优选债券,101356006,7.430,6.6893533888703238
90,004438.OF,鹏华永安定期开放债券,101366004,6.420,3.9948381302933653
91,002188.OF,鹏华丰华债券,130425,38.840,40.8091161612059583
92,001545.OF,博时裕嘉3个月定开债发起式,130245,8.270,9.0587771146304159
93,003454.OF,招商招通纯债A,122276,8.760,9.1835247822493723
94,002898.OF,富国两年期理财债券A,1312001,7.920,6.7679140554241182
95,003590.OF,建信睿富纯债债券,1312001,8.350,8.6077008413864387
96,519332.OF,浦银安盛盛达纯债债券A,1312001,8.290,7.7874530762865046
97,005435.OF,国投瑞银顺银债券,1312001,9.750,14.4498756538890318
98,002898.OF,富国两年期理财债券A,091302002,5.860,5.0095997502759422
99,004911.OF,中加纯债定开债券A,091302002,9.680,9.8834324861965442
100,004887.OF,长信稳通三个月定开债券发起式,091302002,9.510,8.8088007999145992
101,003929.OF,中银证券安进债券A,1380372,3.950,4.1856289303168015
102,530021.OF,建信纯债A,101360013,5.340,4.0613332546323730
103,161019.SZ,富国新天锋债券(LOF)A,018002,9.520,11.3040096426824415
104,002716.OF,博时裕通3个月定开债发起式A,018002,0.030,0.03034970938533615667
105,004031.OF,鑫元添利三个月定期开放债券,018002,85.990,100.0000000000000000
106,002301.OF,兴业短债债券A,140202,6.010,8.0197856815607999
107,004307.OF,博时富元纯债债券,140402,5.800,4.4433718680885380
108,000252.OF,景顺长城景兴信用纯债债券A,1480038,8.220,6.0978198925716573
109,005820.OF,博时富兴纯债3个月定开债发起式,101456006,6.040,6.4764238468651053
110,004882.OF,中银丰荣定期开放债券,1428001,6.970,7.2208316703327086
111,002578.OF,博时裕泉纯债债券,1428002,8.650,8.4404693147322681
112,004911.OF,中加纯债定开债券A,1428002,9.670,9.8795294622114730
113,000205.OF,易方达投资级信用债债券A,101459005,4.820,3.6948579438978558
114,004956.OF,中银证券安誉债券A,140318,2.080,21.4595280644189097
115,519718.OF,交银纯债债券A/B,124602,8.410,6.5147356635584670
116,003832.OF,中银丰润定期开放债券,140423,5.700,5.8460881197949117
117,005388.OF,兴业安弘3个月定开债券发起式,112201,6.960,5.0712731429904221
118,004601.OF,博时富腾纯债债券,101462007,5.040,3.7953806432982263
119,003832.OF,中银丰润定期开放债券,140211,5.880,6.0219527528469488
120,160128.SZ,南方金利定开债券A,1480151,5.140,4.5269504162345718
121,000552.OF,中加纯债一年A,112203,5.610,3.4185256821876060
122,160618.SZ,鹏华丰泽债券(LOF),1480174,6.560,5.2864418026780347
123,003770.OF,中银丰庆定期开放债券,1480174,6.210,6.5188152846344729
124,004882.OF,中银丰荣定期开放债券,1428005,6.950,7.2024202136857879
125,003289.OF,创金合信尊泰纯债,140008,6.870,6.8499419176859758
126,519784.OF,交银境尚收益债券A,101454018,5.550,2.9584229550665783
127,002600.OF,易方达裕景添利6个月定期开放债券,101454019,3.690,3.0590773409655343
128,004238.OF,永赢瑞益债券A,101456023,2.480,2.1336667419903580
129,004030.OF,嘉实丰安6个月定期债券,101456023,3.270,2.5427382951618630
130,519328.OF,浦银安盛盛泰纯债债券A,140330,19.150,20.5506074588965165
131,003809.OF,招商招顺纯债A,101461014,8.510,6.6532637392650138
132,003847.OF,华安鼎丰债券发起式A,101456031,8.500,9.0119238667149833
133,004722.OF,中银丰和定期开放债券,1480287,8.830,9.1665895207323586
134,002549.OF,嘉实稳祥纯债债券A,101461015,5.860,4.7434849918545213
135,519782.OF,交银裕隆纯债债券A,101456057,5.450,4.1983790462668519
136,002483.OF,富国泰利定期开放债券发起式,124771,4.010,3.3952469201462810
137,004911.OF,中加纯债定开债券A,091401002,9.640,9.8473295143346356
138,003329.OF,万家鑫安纯债A,1428006,1.990,1.8052699167882935
139,004882.OF,中银丰荣定期开放债券,1428006,6.940,7.1939226183102860
140,003832.OF,中银丰润定期开放债券,140215,9.710,9.9458872414603331
141,004052.OF,华夏鼎智债券A,101461017,3.560,3.7986450077324570
142,005712.OF,兴全祥泰定期开放债券,101473006,8.840,6.9401490801129433
143,002550.OF,嘉实稳荣债券,1420014,8.860,6.8373507546744762
144,003929.OF,中银证券安进债券A,1480411,3.260,3.4583873024458540
145,002698.OF,博时裕利纯债债券,140439,6.400,6.5714757253843019
146,002994.OF,招商招裕纯债A,140441,9.590,10.0278475733081304
147,001993.OF,博时裕泰纯债债券,101473008,4.980,5.0305070814365200
148,001960.OF,兴银瑞益,140219,6.660,5.5725175505540039
149,003213.OF,中银悦享定期开放债券,1428009,6.440,6.8256871430181341
150,002549.OF,嘉实稳祥纯债债券A,101461024,5.910,4.7785872488243377
151,003213.OF,中银悦享定期开放债券,1428012,5.680,6.0244466283989964
152,003213.OF,中银悦享定期开放债券,1428011,7.100,7.5314787283054501
153,002549.OF,嘉实稳祥纯债债券A,101452018,5.900,4.7753110381738215
154,002600.OF,易方达裕景添利6个月定期开放债券,1480473,5.890,4.8855727086436509
155,005171.OF,富国景利纯债债券,101456059,4.590,4.0204646521444722
156,002438.OF,创金合信尊盛纯债债券,101468005,5.180,4.8241644465029057
157,003268.OF,博时悦楚纯债债券A,101459044,3.030,3.0051423224161270
158,002549.OF,嘉实稳祥纯债债券A,1480491,5.910,4.7809273992889921
159,004438.OF,鹏华永安定期开放债券,101454057,6.440,4.0078365190036474
160,002600.OF,易方达裕景添利6个月定期开放债券,122328,5.540,4.5927422580198193
161,162715.SZ,广发聚源债券(LOF)A,140445,12.030,14.6313204903626008
162,161117.SZ,易方达永旭定期开放债券,122329,4.140,3.1287896331002391
163,002466.OF,博时裕新纯债,101453024,4.800,4.8809529121174033
164,005124.OF,易方达恒益定开债券发起式,101453024,2.850,2.0793505390531476
165,485105.OF,工银增强收益债券A,127017,4.920,4.2869616633455415
166,003863.OF,招商招祥纯债A,101453029,5.850,6.3222273633381227
167,001911.OF,博时裕恒纯债债券,1420032,3.930,3.3123164271584590
168,001911.OF,博时裕恒纯债债券,101455031,7.790,6.5641665813312008
169,000032.OF,易方达信用债债券A,1480557,5.820,4.3421612086341398
170,000914.OF,中加纯债债券,101456077,7.630,5.8136720657997071
171,005073.OF,永赢永益债券A,101456077,4.020,3.8806492839047996
172,519328.OF,浦银安盛盛泰纯债债券A,140227,16.480,17.6871139262075700
173,003528.OF,汇添富长添利定期开放债券A,091402002,6.570,6.7404718677814973
174,002991.OF,嘉实稳鑫纯债债券,101456087,5.260,4.4218040617690405
175,003863.OF,招商招祥纯债A,101456087,9.140,9.8813329947154740
176,005820.OF,博时富兴纯债3个月定开债发起式,101454072,5.870,6.2979668424798636
177,003859.OF,招商招旭纯债A,101466014,8.550,6.3512332922729049
178,000207.OF,建信双债增强A,110030,7.130,5.9725636057751285
179,005307.OF,财通资管鸿达纯债债券A,127072,7.580,7.3564181062895735
180,001246.OF,兴银长乐定开债,1580005,2.540,2.1893144133541531
181,650001.OF,英大纯债债券A,113008,0.620,0.54302860844760432724
182,485105.OF,工银增强收益债券A,113008,1.570,1.3707523444595742
183,003730.OF,博时富华纯债债券,150205,9.390,9.4147666762540714
184,003660.OF,中加纯债两年债券A,127105,6.400,4.5275421447561712
185,003730.OF,博时富华纯债债券,150405,19.920,19.9771068321919139
186,519138.OF,海富通瑞祥一年定开债券,1580046,4.870,4.2396732038810553
187,003268.OF,博时悦楚纯债债券A,101554011,3.910,3.8821556518079893
188,002109.OF,博时裕丰3个月定开债发起式,150306,8.530,6.3534060900395937
189,002336.OF,创金合信尊享纯债债券A,101553006,5.080,5.1487285792692009
190,000914.OF,中加纯债债券,101555007,9.260,7.0591344816930226
191,003730.OF,博时富华纯债债券,150308,13.980,14.0247860324468871
192,001578.OF,博时裕瑞纯债债券,150208,3.220,3.7180346937443250
193,002929.OF,博时聚盈纯债债券,150208,8.270,8.0270936655308238
194,003289.OF,创金合信尊泰纯债,150208,7.590,7.5755268463778530
195,004882.OF,中银丰荣定期开放债券,1520009,6.930,7.1811762252470332
196,005369.OF,富国臻利纯债定期开放债券型发起式,101556014,2.490,2.5569681453834422
197,519324.OF,浦银安盛盛鑫定开债券A,1521003,7.440,5.6233109962430364
198,519330.OF,浦银安盛盛跃纯债债券A,1528002,8.700,7.3243488345739264
199,002970.OF,博时裕昂纯债债券,101558014,7.760,8.0045923840063553
200,004027.OF,广发景源纯债A,101554029,3.890,3.2354657784826911
201,002603.OF,工银瑞信瑞丰半年定期开放纯债债券,101558018,4.380,3.2001483293660760
202,002603.OF,工银瑞信瑞丰半年定期开放纯债债券,101560019,7.950,5.8078437347419377
203,003285.OF,国寿安保安康纯债债券,091501002,2.480,2.2545558410339369
204,003590.OF,建信睿富纯债债券,091501002,9.590,9.8833887834250816
205,004238.OF,永赢瑞益债券A,101554035,2.930,2.5192823352422903
206,005712.OF,兴全祥泰定期开放债券,122374,9.660,7.5798605098447528
207,004504.OF,鹏华永泽定期开放债券,122377,9.740,7.0627551941743316
208,000546.OF,兴业定开债券A,132002,1.290,0.73281269598340177370
209,002198.OF,博时裕达纯债,101551034,9.010,8.7847814987329401
210,002985.OF,中银季季红定期开放债券,110031,0.200,0.18172648412266400144
211,003313.OF,中银睿享定期开放债券,1528004,4.180,4.5006461344909505
212,002198.OF,博时裕达纯债,101564026,6.470,6.3042885826783986
213,519776.OF,交银裕盈纯债债券A,101564026,5.730,4.2478092770359187
214,005393.OF,南方卓利3个月定开债发起式,150213,7.250,7.3972347023187103
215,000207.OF,建信双债增强A,122366,8.060,6.7562023714526106
216,160618.SZ,鹏华丰泽债券(LOF),122366,6.720,5.4187753495752054
217,000139.OF,富国国有企业债债券A/B,122366,5.990,4.6462123149573572
218,003327.OF,万家鑫璟纯债A,150214,29.980,34.1657256816070811
219,006043.OF,永赢惠益债券A,150214,20.910,43.7618264284423821
220,000137.OF,民生加银岁岁增利债券A,122392,6.600,5.7934423682304662
221,004127.OF,鹏华丰康债券A,122394,5.680,4.4538841917653046
222,002994.OF,招商招裕纯债A,101561014,9.500,9.9327968854094752
223,000116.OF,嘉实丰益纯债定期债券,101554047,2.530,2.5735831645871989
224,006043.OF,永赢惠益债券A,150418,18.180,38.0461551627411641
225,004334.OF,博时广利3个月定开债发起式,101564028,3.350,3.4297128565541599
226,003651.OF,博时丰达6个月定开债发起式,101559035,3.790,2.7393771435108144
227,160618.SZ,鹏华丰泽债券(LOF),101552022,6.230,5.0193103970234109
228,002354.OF,博时裕腾纯债,122407,8.750,7.1054116236007668
229,005841.OF,富国尊利纯债定期开放债券型发起式,122415,3.970,3.4021859684919981
230,005442.OF,兴业安和6个月定开债券发起式,122425,6.680,5.8483151389812896
231,004821.OF,国寿安保安吉纯债半年定开债券发起式,101552026,3.250,2.2768188974559902
232,000139.OF,富国国有企业债债券A/B,112269,5.540,4.2936700447849852
233,000183.OF,嘉实丰益策略定期债券,112264,9.410,7.8106434403431399
234,000265.OF,易方达恒久1年定期债券A,122430,6.530,5.0834397398529879
235,000516.OF,富国祥利一年期定期开放债券型A,122427,4.490,3.6480335424996821
236,004672.OF,华夏短债债券A,122414,2.990,3.3192266620108415
237,003809.OF,招商招顺纯债A,122436,8.860,6.9243063352856088
238,002377.OF,建信睿怡纯债A,101558034,3.990,3.5709743275551089
239,004859.OF,泰康年年红纯债一年债券,101558034,5.050,3.3643466754653719
240,003662.OF,鹏华永盛定期开放债券,112273,9.380,6.0368381026364674
241,005841.OF,富国尊利纯债定期开放债券型发起式,112273,2.970,2.5480636052309439
242,001960.OF,兴银瑞益,130436,6.300,5.2706325559021432
243,000469.OF,富国目标齐利一年期纯债债券,122444,3.890,3.0074083295631823
244,000516.OF,富国祥利一年期定期开放债券型A,122444,5.120,4.1630900165198053
245,000552.OF,中加纯债一年A,122446,8.810,5.3640620434467883
246,003662.OF,鹏华永盛定期开放债券,122449,9.390,6.0398637833214295
247,003983.OF,鹏华丰惠债券,122449,3.870,3.0188727791378036
248,519330.OF,浦银安盛盛跃纯债债券A,1520053,4.940,4.1593103461811852
249,161115.SZ,易方达岁丰添利债券A,101554059,5.460,5.1954364390104518
250,004052.OF,华夏鼎智债券A,101554059,3.560,3.7960020780978156
251,005321.OF,中银证券汇宇定期开放债券,1528006,8.430,9.6614600331202896
252,161117.SZ,易方达永旭定期开放债券,101551067,3.450,2.6041432919973998
253,004499.OF,鹏华丰瑞债券,101551067,8.760,8.0155938813434218
254,005307.OF,财通资管鸿达纯债债券A,123842,5.730,5.5575210597009351
255,000137.OF,民生加银岁岁增利债券A,101575014,6.590,5.7817313859022622
256,005820.OF,博时富兴纯债3个月定开债发起式,101562033,7.770,8.3388470633908501
257,005307.OF,财通资管鸿达纯债债券A,1580229,7.630,7.3982034408245517
258,004459.OF,鑫元瑞利定开债券,1523003,5.060,3.7662126008455880
259,002970.OF,博时裕昂纯债债券,1589225,1.260,1.2971292441427276
260,002603.OF,工银瑞信瑞丰半年定期开放纯债债券,101553028,5.480,4.0062292051378543
261,004923.OF,华夏鼎祥三个月定期开放债券A,122464,2.370,1.8961900654766995
262,002994.OF,招商招裕纯债A,150220,9.360,9.7872505195646593
263,000252.OF,景顺长城景兴信用纯债债券A,101560056,6.700,4.9698961923203355
264,000116.OF,嘉实丰益纯债定期债券,101553029,3.550,3.6001571772286078
265,004122.OF,兴银长益三个月定开债,101553029,3.330,2.7988701045023575
266,000147.OF,易方达高等级信用债债券A,122468,2.500,2.3105768623215753
267,002140.OF,博时裕诚纯债债券,112285,5.580,4.3552069570984406
268,004923.OF,华夏鼎祥三个月定期开放债券A,122481,2.390,1.9160824537124556
269,519718.OF,交银纯债债券A/B,123935,1.040,0.80524271526234389420
270,519680.OF,交银增利债券A/B,123935,1.210,0.98481425013866440694
271,004503.OF,鹏华永泰定期开放债券,122497,9.150,5.4494509226353114
272,004923.OF,华夏鼎祥三个月定期开放债券A,122497,2.170,1.7394493574000511
273,003949.OF,兴全稳泰债券A,1522007,6.200,6.3397706156488937
274,004910.OF,中加颐享纯债债券A,1522007,6.660,5.3590071222321448
275,003285.OF,国寿安保安康纯债债券,1520065,2.480,2.2518367787130919
276,004027.OF,广发景源纯债A,101568004,2.240,1.8627522359154097
277,003847.OF,华安鼎丰债券发起式A,150223,20.330,21.5548480612931615
278,003869.OF,长信稳势纯债债券,150223,14.710,15.1254466245291133
279,005307.OF,财通资管鸿达纯债债券A,1580246,7.580,7.3505534979337871
280,000402.OF,工银纯债债券A,136014,2.350,2.0477781379686061
281,002755.OF,博时裕盛纯债,136014,9.290,8.9520348439055124
282,000254.OF,长城定期开放债券A,136015,2.730,2.1318497740274916
283,004140.OF,兴业福鑫债券,136015,4.690,4.0127845282935563
284,000254.OF,长城定期开放债券A,136021,4.040,3.1516921056281969
285,005435.OF,国投瑞银顺银债券,101555031,8.380,12.4129815434163260
286,000469.OF,富国目标齐利一年期纯债债券,136025,3.770,2.9180085925833893
287,519680.OF,交银增利债券A/B,132004,2.840,2.3075335587411380
288,485105.OF,工银增强收益债券A,132004,1.940,1.6902223065513959
289,161115.SZ,易方达岁丰添利债券A,132004,2.020,1.9221151162267034
290,000546.OF,兴业定开债券A,132004,4.580,2.5997591490160394
291,002600.OF,易方达裕景添利6个月定期开放债券,132004,0.840,0.70110604540123762988
292,001578.OF,博时裕瑞纯债债券,1580253,6.430,7.4368112140436669
293,002524.OF,兴业福益债券,1580253,8.750,9.2917279885055711
294,004503.OF,鹏华永泰定期开放债券,136029,9.150,5.4456229089415385
295,003193.OF,创金合信尊智纯债A,136022,9.020,6.7939215472016556
296,000137.OF,民生加银岁岁增利债券A,112291,8.030,7.0494534040831319
297,519322.OF,浦银安盛盛元定开债券A,1589305,0.060,0.04905646608226614344
298,004141.OF,兴业瑞丰6个月定开债券,136047,3.180,2.8425050221012397
299,004910.OF,中加颐享纯债债券A,136047,5.790,4.6582724562717122
300,005590.OF,添富鑫永定开债A,136045,3.880,2.9149613104519852
301,000546.OF,兴业定开债券A,136053,8.950,5.0785474086971433
302,002898.OF,富国两年期理财债券A,150317,11.550,9.8720544421679079
303,160128.SZ,南方金利定开债券A,136057,5.220,4.6024700609417098
304,004503.OF,鹏华永泰定期开放债券,136057,9.150,5.4499977817344218
305,003280.OF,鹏华丰恒债券,127313,8.490,6.8348977007616938
306,002548.OF,嘉实稳瑞纯债债券,101558055,3.380,2.8546895350228458
307,519784.OF,交银境尚收益债券A,101558055,6.520,3.4770672223141667
308,485105.OF,工银增强收益债券A,132005,6.070,5.2878714464079182
309,003428.OF,中加丰盈一年定期开放债券型发起式,101569037,9.050,6.9112710164241124
310,003102.OF,长盛盛裕纯债A,136085,8.490,8.0451838951842545
311,005781.OF,华富富瑞3个月定期开放债券,101551107,3.690,9.4167614332476769
312,000355.OF,南方丰元信用增强债券A,136090,9.490,7.0911715363607045
313,003983.OF,鹏华丰惠债券,101558059,5.160,4.0295998141996371
314,161117.SZ,易方达永旭定期开放债券,136101,4.030,3.0472276924490569
315,000139.OF,富国国有企业债债券A/B,136108,5.510,4.2768945356939599
316,650001.OF,英大纯债债券A,123001,0.140,0.12489433266659772128
317,002109.OF,博时裕丰3个月定开债发起式,160403,6.640,4.9432567678799377
318,002169.OF,永赢稳益债券,160403,9.050,10.4282605325484873
319,003730.OF,博时富华纯债债券,160405,21.780,21.8445130246189007
320,000207.OF,建信双债增强A,110032,6.180,5.1821257819752832
321,650001.OF,英大纯债债券A,110032,0.380,0.33232614380165015519
322,161115.SZ,易方达岁丰添利债券A,110032,1.200,1.1416731284498281
323,000295.OF,鹏华丰实定期开放债券A,110032,5.020,3.5262200586928917
324,002395.OF,鹏华丰尚定期开放债券A,110032,3.510,3.6319651289034585
325,003309.OF,兴业启元一年定开债券A,110032,5.280,5.4291327110885524
326,000207.OF,建信双债增强A,110033,8.000,6.7043024348003188
327,650001.OF,英大纯债债券A,110033,1.280,1.1266706449302808
328,002552.OF,华夏恒利3个月定开债券,110033,0.580,0.42881897062921905512
329,003209.OF,鹏华丰达债券,127382,5.910,4.5340361275864300
330,002140.OF,博时裕诚纯债债券,127365,5.600,4.3762682521888436
331,003290.OF,长城久稳债券A,160203,4.890,4.9081359646957775
332,003605.OF,景顺长城景泰汇利定期开放债券A,136151,3.810,2.9245814987308694
333,000207.OF,建信双债增强A,110034,5.450,4.5640698761428741
334,002548.OF,嘉实稳瑞纯债债券,101660003,2.690,2.2686743440881770
335,002868.OF,鹏华丰茂债券,101663001,5.870,4.5907665497677713
336,002927.OF,长盛盛和纯债A,136155,5.680,5.0379599266906630
337,002552.OF,华夏恒利3个月定开债券,101651003,9.420,6.9134588022325673
338,004504.OF,鹏华永泽定期开放债券,136175,7.220,5.2370775699436095
339,002625.OF,博时安怡6个月定开债,113009,0.990,0.68610491427289991567
340,003102.OF,长盛盛裕纯债A,136196,4.980,4.7164297920692237
341,003809.OF,招商招顺纯债A,136194,5.570,4.3516523533517434
342,001369.OF,兴业稳固收益两年理财债券,101651005,8.020,6.2921806657051887
343,002750.OF,工银泰享三年理财债券,101651005,4.990,3.7745337007779408
344,002568.OF,博时裕发纯债债券,101651005,8.580,7.4529945810165065
345,001961.OF,博时裕荣纯债债券,116132,0.330,0.33825570948395538354
346,002524.OF,兴业福益债券,116132,3.890,4.1298593348023231
347,002994.OF,招商招裕纯债A,116132,6.550,6.8542863046469513
348,002904.OF,博时安仁一年定开债发起式A,112336,7.500,6.5113604068254932
349,675041.OF,西部利得合享A,160206,10.550,10.3633185774191884
350,004118.OF,博时裕鹏纯债债券,160206,8.660,7.1987325440246291
351,005336.OF,中加颐慧定开债券A,160206,8.290,8.3154349389386332
352,002548.OF,嘉实稳瑞纯债债券,160301,3.370,2.8401262494085450
353,002336.OF,创金合信尊享纯债债券A,160207,7.080,7.1789075214759893
354,004230.OF,永赢添益债券,160207,9.740,8.5276812161519531
355,003209.OF,鹏华丰达债券,101659010,5.920,4.5457933004097534
356,003327.OF,万家鑫璟纯债A,136222,9.890,11.2656400823210155
357,000147.OF,易方达高等级信用债债券A,160208,3.820,3.5244361135690449
358,000943.OF,工银中高等级信用债债券A,160208,5.020,4.3440492247112143
359,001819.OF,兴全稳益定开债券,160208,4.980,3.8470251426459636
360,000402.OF,工银纯债债券A,160208,2.380,2.0747225871524036
361,002994.OF,招商招裕纯债A,160208,9.400,9.8347758635139869
362,003329.OF,万家鑫安纯债A,160208,2.280,2.0592942642682488
363,003454.OF,招商招通纯债A,136246,8.440,8.8447204786450913
364,164703.SZ,汇添富纯债(LOF),136253,7.360,8.5350399658095350
365,003285.OF,国寿安保安康纯债债券,1628005,2.900,2.6377623574516850
366,000914.OF,中加纯债债券,101662022,9.270,7.0655221963858878
367,004614.OF,鹏扬利泽债券A,136236,4.540,4.0734199520235925
368,003673.OF,中加丰裕纯债债券A,101660013,6.480,5.8527577458382072
369,000914.OF,中加纯债债券,101672001,8.930,6.8057551322093700
370,005841.OF,富国尊利纯债定期开放债券型发起式,136259,2.880,2.4644499299195332
371,002927.OF,长盛盛和纯债A,136260,5.600,4.9656118648503464
372,002868.OF,鹏华丰茂债券,136260,10.420,8.1486263821754854
373,003280.OF,鹏华丰恒债券,139029,8.540,6.8761982911288527
374,161014.SZ,富国汇利回报定期开放债券,127400,5.840,4.1145088608226360
