,thscode,ths_portfolio_duration_fund
0,460008.OF,1.1432631356483
1,485022.OF,2.3420753626564
2,485105.OF,2.1340891253519
3,485107.OF,2.303773378109
4,485120.OF,0.2834491123224
5,519137.OF,1.552163839672
6,519138.OF,1.4850163334692
7,519225.OF,2.0483913136635
8,519322.OF,2.3950109369307
9,519324.OF,1.7601458286742
10,519328.OF,1.0337662240374
11,519330.OF,1.8075485659715
12,519332.OF,1.2254925155566
13,519334.OF,0.9673306501127
14,519680.OF,1.3994616931036
15,519718.OF,1.593868869212
16,519743.OF,1.7464685978598
17,519746.OF,1.6764438098498
18,519762.OF,1.8702979945725
19,519776.OF,1.0498954156783
20,519782.OF,1.1729721160914
21,519784.OF,1.2474235366116
22,530021.OF,0.83238262613918
23,530029.OF,1.5909258687572
24,531028.OF,0.087786711698522
25,650001.OF,2.4602703114831
26,675041.OF,1.5612101426854
27,960040.OF,
28,970096.OF,0.6987474606896
29,970098.OF,0.29755815818786
30,970132.OF,0.58111155956176
31,H000355.OF,
32,H202108.OF,
33,H217003.OF,
34,160128.SZ,2.3408877015643
35,160515.SZ,2.2497802925848
36,160618.SZ,3.2489190175271
37,161014.SZ,1.6038391472655
38,161019.SZ,1.5838524771882
39,161115.SZ,1.2454422990361
40,161117.SZ,1.2342670803149
41,162715.SZ,0.90517302108669
42,164703.SZ,1.5674422996246
43,000005.OF,0.84729566756786
44,000032.OF,1.42408551221
45,000037.OF,1.1975230550242
46,000053.OF,0.92801079104282
47,000084.OF,0.38270436025556
48,000090.OF,0.401176413355
49,000111.OF,0.77656818593949
50,000116.OF,0.33967390321547
51,000137.OF,3.1568722383208
52,000139.OF,0.66685086940312
53,000147.OF,1.2735967645402
54,000183.OF,1.7539597631284
55,000186.OF,4.396904910777
56,000187.OF,2.5525265826369
57,000191.OF,1.6861349204779
58,000205.OF,1.9895285419636
59,000207.OF,0.7513579018144
60,000244.OF,0.97274991150817
61,000252.OF,1.2843324058225
62,000254.OF,
63,000265.OF,2.2138299267692
64,000295.OF,0.20556035990052
65,000345.OF,2.2009898474377
66,000346.OF,0.45409442800564
67,000355.OF,0.13659774032504
68,000402.OF,2.6768438928762
69,000469.OF,1.7936470396267
70,000516.OF,2.7268530605203
71,000546.OF,1.9565461005772
72,000552.OF,0.51167252666637
73,000606.OF,1.5869471364896
74,000783.OF,0.27557381011507
75,000799.OF,0.34590510252951
76,000815.OF,3.6274557410099
77,000914.OF,1.2602198340155
78,000931.OF,3.3203842173175
79,000943.OF,1.8425382664654
80,001246.OF,1.6816469344096
81,001299.OF,2.0864045059353
82,001368.OF,0.0164
83,001369.OF,0.42566026643311
84,001545.OF,0.38105061378626
85,001578.OF,1.9736795052373
86,001619.OF,1.7464719697841
87,001783.OF,2.061018554904
88,001785.OF,3.1568722383208
89,001819.OF,1.5103720476988
90,001911.OF,3.185638792307
91,001960.OF,1.2742355012177
92,001961.OF,1.0713427415347
93,001993.OF,4.4538206269112
94,002109.OF,1.6573509217689
95,002140.OF,1.5668328278866
96,002143.OF,2.7521890976466
97,002169.OF,1.1600112957196
98,002175.OF,2.0564497666894
99,002188.OF,4.0183122302789
100,002198.OF,1.9406607626093
101,002206.OF,1.2405584261559
102,002268.OF,2.5032792408382
103,002301.OF,0.27421721516277
104,002336.OF,3.0076912754415
105,002341.OF,1.3517615021544
106,002354.OF,1.9142692313325
107,002377.OF,0.72593943604222
108,002395.OF,0.84427160427371
109,002438.OF,1.8203650950953
110,002445.OF,1.6923236634621
111,002447.OF,1.0954422475159
112,002466.OF,1.988618972728
113,002483.OF,0.91531833379228
114,002524.OF,1.9212820390898
115,002548.OF,0.42899257729842
116,002549.OF,0.9367251030211
117,002550.OF,1.6834566711739
118,002552.OF,1.8363966782353
119,002568.OF,2.2840797439854
120,002578.OF,1.0965227811451
121,002600.OF,0.54055203183228
122,002603.OF,0.35150856562379
123,002625.OF,2.0248980953676
124,002638.OF,2.741175408018
125,002698.OF,1.7111409598027
126,002716.OF,2.6869234076393
127,002750.OF,2.0774617155735
128,002754.OF,1.0844717139423
129,002755.OF,1.4056068509939
130,002781.OF,2.3172557166899
131,002832.OF,1.6767762692061
132,002864.OF,1.5181325298246
133,002868.OF,1.6822811340487
134,002898.OF,0.019391380657765
135,002904.OF,1.3305443142858
136,002927.OF,1.1852440296527
137,002929.OF,4.1541632055684
138,002930.OF,1.5018847629025
139,002970.OF,1.6651046017268
140,002985.OF,12.357281632423
