,thscode,ths_portfolio_duration_fund
0,460008.OF,1.4187199520295
1,485022.OF,1.5829188245818
2,485105.OF,3.5493405388463
3,485107.OF,2.8146417260386
4,485120.OF,0.27943202742547
5,519137.OF,2.9858708478233
6,519138.OF,3.3061305825211
7,519225.OF,1.6549131090139
8,519322.OF,2.7731790141174
9,519324.OF,1.8912068629561
10,519328.OF,1.5100462638798
11,519330.OF,0.30603140736243
12,519332.OF,1.713909653414
13,519334.OF,1.2417735266585
14,519680.OF,3.1285737093493
15,519718.OF,1.656898687994
16,519743.OF,1.4893575189526
17,519746.OF,2.1149080384758
18,519762.OF,1.6060322658052
19,519776.OF,1.1218399965344
20,519782.OF,4.1005399358557
21,519784.OF,1.7136037700207
22,530021.OF,1.4539041057074
23,530029.OF,1.4045411737304
24,531028.OF,0.52290139155655
25,650001.OF,3.9687779602437
26,675041.OF,1.9372837391257
27,960040.OF,
28,970096.OF,0.36692739591925
29,970098.OF,0.10227936345887
30,970132.OF,0.42931717820535
31,H000355.OF,
32,H202108.OF,
33,H217003.OF,
34,160128.SZ,1.0059250435422
35,160515.SZ,1.7797541069806
36,160618.SZ,5.3128966813012
37,161014.SZ,1.6094919349115
38,161019.SZ,0.8246046964027
39,161115.SZ,1.9338549550311
40,161117.SZ,1.4553547042216
41,162715.SZ,1.227946133098
42,164703.SZ,1.8984143830931
43,000005.OF,0.98821253078643
44,000032.OF,3.092390352317
45,000037.OF,2.2784940294432
46,000053.OF,1.167427079154
47,000084.OF,0.98420029535381
48,000090.OF,0.49781790835401
49,000111.OF,0.59356611841075
50,000116.OF,1.7951477530066
51,000137.OF,2.6799811131797
52,000139.OF,0.28856338218937
53,000147.OF,3.0102971272082
54,000183.OF,1.1228053516755
55,000186.OF,4.0560931609363
56,000187.OF,2.0393985746301
57,000191.OF,1.8307993476255
58,000205.OF,2.202509718474
59,000207.OF,0.48624633590267
60,000244.OF,1.3039779977075
61,000252.OF,2.7237509455917
62,000254.OF,1.1730680228576
63,000265.OF,1.0537112570432
64,000295.OF,0.69826048035134
65,000345.OF,1.4960214099098
66,000346.OF,1.1797020505942
67,000355.OF,1.7125461952399
68,000402.OF,2.1828124650917
69,000469.OF,2.1569092922489
70,000516.OF,4.3894154788853
71,000546.OF,1.3168201493511
72,000552.OF,0.56732458130735
73,000606.OF,3.9467214068369
74,000783.OF,0.9225296743793
75,000799.OF,
76,000815.OF,2.7018309666951
77,000914.OF,1.0947031860243
78,000931.OF,1.4233745745588
79,000943.OF,1.0402849155141
80,001246.OF,2.1525731276717
81,001299.OF,2.2811477313539
82,001368.OF,0.45751640025592
83,001369.OF,0.91632300469435
84,001545.OF,0.95310313248759
85,001578.OF,1.6307036477862
86,001619.OF,0.93915734156144
87,001783.OF,1.4055524113684
88,001785.OF,2.6799811131797
89,001819.OF,1.5396160949171
90,001911.OF,2.5530677293028
91,001960.OF,1.8369045331469
92,001961.OF,1.0221037418786
93,001993.OF,4.69988550407
94,002109.OF,1.8319363766537
95,002140.OF,2.5303989445408
96,002143.OF,3.502141491435
97,002169.OF,1.8825502056066
98,002175.OF,2.1042328615085
99,002188.OF,1.9250944830214
100,002198.OF,2.3130797713871
101,002206.OF,2.3688872679541
102,002268.OF,2.0937885326958
103,002301.OF,0.50895927600851
104,002336.OF,1.2608156305328
105,002341.OF,1.0877094080719
106,002354.OF,1.6011687003717
107,002377.OF,1.4833182377995
108,002395.OF,
109,002438.OF,1.3252867721913
110,002445.OF,2.3121796945075
111,002447.OF,1.5175137351912
112,002466.OF,1.3756892045732
113,002483.OF,1.7995304259997
114,002524.OF,1.9736652376
115,002548.OF,2.1328529596444
116,002549.OF,0.53304771469093
117,002550.OF,2.1315964979108
118,002552.OF,2.2732058685674
119,002568.OF,2.3965619191079
120,002578.OF,1.2636526529983
121,002600.OF,2.0409992816884
122,002603.OF,0.71384139121245
123,002625.OF,2.4630114477786
124,002638.OF,2.4432945833078
125,002698.OF,2.1073435548403
126,002716.OF,2.1427590885862
127,002750.OF,2.5239852263105
128,002754.OF,2.6118445814179
129,002755.OF,1.5168562478306
130,002781.OF,1.7701918009774
131,002832.OF,1.6867896017975
132,002864.OF,0.51236548231397
133,002868.OF,1.4777104898662
134,002898.OF,0.51751600107677
135,002904.OF,1.2828420469045
136,002927.OF,3.2761230595997
137,002929.OF,2.5935751052302
138,002930.OF,2.0865228692414
139,002970.OF,0.94343723194895
140,002985.OF,2.6388675925224
141,002991.OF,3.0199897022071
142,002994.OF,0.6199
143,003039.OF,1.0833287792198
144,003056.OF,3.9428089745504
145,003102.OF,0.36460620904754
146,003155.OF,1.0085568831169
147,003162.OF,1.1415700023787
148,003188.OF,2.6882456451043
149,003192.OF,2.8024669976982
150,003193.OF,0.46236573929176
151,003209.OF,1.8830914753537
152,003213.OF,2.6541910006205
153,003214.OF,3.0412581110998
154,003223.OF,2.6131326771951
155,003258.OF,4.7262482513036
156,003260.OF,2.1073679350211
157,003265.OF,3.6075942426329
158,003268.OF,1.7103606111307
159,003269.OF,1.9968539112248
160,003280.OF,1.1774735355157
