,thscode,ths_portfolio_duration_fund
0,460008.OF,0.99532609450399
1,485022.OF,2.0636269039676
2,485105.OF,2.116948297967
3,485107.OF,2.1156162993237
4,485120.OF,0.21452454859699
5,519137.OF,1.7972994044
6,519138.OF,2.0720403071123
7,519225.OF,2.4373067887685
8,519322.OF,2.1662921643745
9,519324.OF,1.8206408870606
10,519328.OF,0.81881118479116
11,519330.OF,1.608202042735
12,519332.OF,0.5100578932385
13,519334.OF,0.79254081386436
14,519680.OF,1.0294704478487
15,519718.OF,1.4566875602671
16,519743.OF,3.2930028652416
17,519746.OF,1.5892356082706
18,519762.OF,4.286148277844
19,519776.OF,1.1771287401581
20,519782.OF,1.2034983622279
21,519784.OF,1.4390379327453
22,530021.OF,1.3113879239618
23,530029.OF,2.6638255984681
24,531028.OF,0.56867185154816
25,650001.OF,2.2390683502621
26,675041.OF,1.3785240725797
27,960040.OF,
28,970096.OF,0.21325653963847
29,970098.OF,0.21880100210535
30,970132.OF,0.068672831628875
31,H000355.OF,
32,H202108.OF,
33,H217003.OF,
34,160128.SZ,2.6582886280801
35,160515.SZ,1.2635105277855
36,160618.SZ,1.9833481025771
37,161014.SZ,1.927862640746
38,161019.SZ,0.83336642343072
39,161115.SZ,1.3593457737424
40,161117.SZ,1.1254530739701
41,162715.SZ,1.3518274405716
42,164703.SZ,1.2818160234738
43,000005.OF,2.0735107169818
44,000032.OF,1.3287882212061
45,000037.OF,1.4261840864617
46,000053.OF,1.7940335700435
47,000084.OF,0.54150630626282
48,000090.OF,0.33353350698475
49,000111.OF,0.92121558878139
50,000116.OF,0.48590014794141
51,000137.OF,2.9735182695885
52,000139.OF,0.49870166622886
53,000147.OF,2.6834408306205
54,000183.OF,1.4642181257912
55,000186.OF,5.7364950031639
56,000187.OF,2.504870868831
57,000191.OF,1.3382631107604
58,000205.OF,1.6944684684524
59,000207.OF,0.77653724207687
60,000244.OF,0.73413182414399
61,000252.OF,0.56037653050597
62,000254.OF,1.0139232345974
63,000265.OF,2.9334109369297
64,000295.OF,0.4357002750734
65,000345.OF,1.1913871699506
66,000346.OF,0.58066664089921
67,000355.OF,0.26591160162134
68,000402.OF,2.4895500508944
69,000469.OF,1.638288813233
70,000516.OF,2.3650072225688
71,000546.OF,1.9030561177293
72,000552.OF,0.5547508038672
73,000606.OF,1.2216935805809
74,000783.OF,0.53963089480754
75,000799.OF,0.1018687408489
76,000815.OF,2.7382502026459
77,000914.OF,4.4927807475505
78,000931.OF,2.0749203179966
79,000943.OF,1.6060531181727
80,001246.OF,1.4809145634638
81,001299.OF,2.2523730645812
82,001368.OF,0.71970904191874
83,001369.OF,0.1824081952294
84,001545.OF,0.79677068555503
85,001578.OF,2.3046502198866
86,001619.OF,1.9458823345719
87,001783.OF,1.864019459833
88,001785.OF,2.9735182695885
89,001819.OF,2.4205763199825
90,001911.OF,2.9552840217295
91,001960.OF,2.2523888747343
92,001961.OF,1.4673444098673
93,001993.OF,1.6639036272132
94,002109.OF,1.6047228819931
95,002140.OF,1.0812483277603
96,002143.OF,2.6119733635804
97,002169.OF,1.3804434097543
98,002175.OF,3.7129896098833
99,002188.OF,1.7753056969115
100,002198.OF,2.2680629058575
101,002206.OF,1.1055214066049
102,002268.OF,3.0936539522948
103,002301.OF,0.32001878801604
104,002336.OF,1.4937661977931
105,002341.OF,1.5910270205609
106,002354.OF,2.1591351843824
107,002377.OF,0.11734046996824
108,002395.OF,0.64284248527743
109,002438.OF,2.2340832010012
110,002445.OF,2.0068975088896
111,002447.OF,1.6548284885409
112,002466.OF,1.6712884294198
113,002483.OF,0.85302246413508
114,002524.OF,1.1389620761458
115,002548.OF,1.3864878707861
116,002549.OF,1.6524739796588
117,002550.OF,1.4581894422318
118,002552.OF,1.6189848922472
119,002568.OF,2.063595182859
120,002578.OF,0.85485040708393
121,002600.OF,1.9335785212812
122,002603.OF,0.67627030403972
123,002625.OF,1.9889021069684
124,002638.OF,2.4876788085879
125,002698.OF,0.68614306488962
126,002716.OF,0.85574544335042
127,002750.OF,1.8451494978599
128,002754.OF,1.6154602725376
129,002755.OF,1.2170073074155
130,002781.OF,1.9332330766644
131,002832.OF,1.5876183538265
132,002864.OF,1.1581872178168
133,002868.OF,1.4878061160425
134,002898.OF,1.669400622868
135,002904.OF,1.0348873638135
136,002927.OF,1.0271724796246
137,002929.OF,4.164947011405
138,002930.OF,1.6352556085308
139,002970.OF,2.8199284955015
140,002985.OF,1.4701855619565
141,002991.OF,2.8868809375602
142,002994.OF,4.1553075197249
143,003039.OF,1.1391594588572
144,003056.OF,1.0013595955975
145,003102.OF,1.9765936591442
146,003155.OF,1.3578299584589
147,003162.OF,0.71174159291272
148,003188.OF,2.0890115965672
149,003192.OF,2.3281350633508
150,003193.OF,0.95946419397445
151,003209.OF,1.3393932138161
152,003213.OF,1.8242790875703
153,003214.OF,1.7301016035408
154,003223.OF,1.9038269998687
155,003258.OF,1.7511472192739
156,003260.OF,1.6464323760852
157,003265.OF,2.4895044732526
158,003268.OF,1.483836627416
159,003269.OF,1.8049214244122
160,003280.OF,1.4922358465697
161,003285.OF,2.552647178213
162,003289.OF,1.3924892388391
163,003290.OF,0.570003835947
