,thscode,ths_portfolio_duration_fund
0,460008.OF,1.5123305835026
1,485022.OF,0.47066033540247
2,485105.OF,3.7257646970518
3,485107.OF,1.710900849361
4,485120.OF,0.15372732295404
5,519137.OF,1.6432350897816
6,519138.OF,2.1863701990161
7,519225.OF,2.5025940546891
8,519322.OF,2.686384292548
9,519324.OF,1.3733306749842
10,519328.OF,1.7503213808298
11,519330.OF,2.0327383481715
12,519332.OF,1.3790459985809
13,519334.OF,1.4697993609851
14,519680.OF,3.3011870971517
15,519718.OF,1.5119974130699
16,519743.OF,1.5728758364013
17,519746.OF,1.6195569851079
18,519762.OF,2.2307146061395
19,519776.OF,0.87787043378228
20,519782.OF,4.318443371592
21,519784.OF,1.7834758189804
22,530021.OF,1.9772452089777
23,530029.OF,1.652537026053
24,531028.OF,0.25465503924691
25,650001.OF,2.0436487323827
26,675041.OF,2.9295121416613
27,960040.OF,
28,970096.OF,0.35756225797985
29,970098.OF,0.66587595746011
30,970132.OF,
31,H000355.OF,
32,H202108.OF,
33,H217003.OF,
34,160128.SZ,3.0240993879566
35,160515.SZ,4.2952441614247
36,160618.SZ,1.3652989353109
37,161014.SZ,1.1687843713457
38,161019.SZ,2.040536941573
39,161115.SZ,2.2950096713518
40,161117.SZ,1.4462117757512
41,162715.SZ,1.6331084103388
42,164703.SZ,2.1362215694391
43,000005.OF,1.1807164544338
44,000032.OF,2.9636041037059
45,000037.OF,1.9710386721993
46,000053.OF,1.3768989615032
47,000084.OF,0.71342281617858
48,000090.OF,0.69521158061878
49,000111.OF,0.76788970834661
50,000116.OF,2.0255585801493
51,000137.OF,2.5188599551779
52,000139.OF,0.5489440171025
53,000147.OF,2.0312882021494
54,000183.OF,0.43223022022054
55,000186.OF,6.1763843580138
56,000187.OF,1.4400472909616
57,000191.OF,1.9241582691657
58,000205.OF,1.3834223239785
59,000207.OF,0.2788470966528
60,000244.OF,1.6728021958723
61,000252.OF,1.2326678049861
62,000254.OF,1.8298586455607
63,000265.OF,2.7285896168704
64,000295.OF,0.97301960520211
65,000345.OF,0.5684402271766
66,000346.OF,1.3164808805438
67,000355.OF,1.4456843613585
68,000402.OF,2.3358947131272
69,000469.OF,1.6894441529637
70,000516.OF,4.5931480676399
71,000546.OF,3.9362513255084
72,000552.OF,0.57143646202702
73,000606.OF,3.179617786826
74,000783.OF,0.80059729579422
75,000799.OF,
76,000815.OF,2.8901120408314
77,000914.OF,1.4112249218898
78,000931.OF,2.0618290642711
79,000943.OF,1.5762450075257
80,001246.OF,1.9053152694635
81,001299.OF,1.6895916133655
82,001368.OF,0.69986282964012
83,001369.OF,1.1171207251964
84,001545.OF,1.2640944837062
85,001578.OF,1.3962882657002
86,001619.OF,1.0722853937167
87,001783.OF,1.8497690357653
88,001785.OF,2.5188599551779
89,001819.OF,1.9417889854941
90,001911.OF,1.9282856608336
91,001960.OF,1.5202375194725
92,001961.OF,0.98059971000945
93,001993.OF,2.9216093652306
94,002109.OF,0.33952035678011
95,002140.OF,2.5074060087743
96,002143.OF,3.9596565961036
97,002169.OF,0.64646101522866
98,002175.OF,2.0282163937351
99,002188.OF,4.1248509136517
100,002198.OF,1.8854961976341
101,002206.OF,1.09346932291
102,002268.OF,2.3424195232371
103,002301.OF,0.32703475371789
104,002336.OF,1.4889825357032
105,002341.OF,1.0189594982608
106,002354.OF,2.478192415555
107,002377.OF,1.3398138138695
108,002395.OF,1.022740659953
109,002438.OF,9.4692650196178
110,002445.OF,2.5060343858255
111,002447.OF,0.85220299921864
112,002466.OF,1.8270723105031
113,002483.OF,3.9040972967921
114,002524.OF,2.1115055751873
115,002548.OF,1.9821695557974
