,thscode,ths_portfolio_duration_fund
0,460008.OF,1.1332463134774
1,485022.OF,1.630098555571
2,485105.OF,2.2364317481285
3,485107.OF,1.9485804556134
4,485120.OF,0.28740871910375
5,519137.OF,2.1253780191427
6,519138.OF,2.0996851723163
7,519225.OF,2.0868511527943
8,519322.OF,1.8743618955863
9,519324.OF,1.4033080520922
10,519328.OF,0.58562238251826
11,519330.OF,1.51826357831
12,519332.OF,1.2289902863944
13,519334.OF,1.7513499385143
14,519680.OF,1.4402378657968
15,519718.OF,1.3855280492034
16,519743.OF,3.0664362584347
17,519746.OF,1.3724439110935
18,519762.OF,1.595377979118
19,519776.OF,3.0879056401569
20,519782.OF,2.1358997549836
21,519784.OF,1.2220633785598
22,530021.OF,5.0671380825619
23,530029.OF,3.270154266
24,531028.OF,0.45560894042291
25,650001.OF,2.0200279345209
26,675041.OF,1.1396189295711
27,960040.OF,
28,970096.OF,0.17322622843302
29,970098.OF,0.17506402572309
30,970132.OF,0.088772326520422
31,H000355.OF,
32,H202108.OF,
33,H217003.OF,
34,160128.SZ,1.7152761104374
35,160515.SZ,5.5128758020934
36,160618.SZ,2.0091520720865
37,161014.SZ,1.6154796262665
38,161019.SZ,2.9938508035681
39,161115.SZ,1.9294798313216
40,161117.SZ,1.1330522300184
41,162715.SZ,1.8345368762317
42,164703.SZ,1.7116232396835
43,000005.OF,1.5481226222486
44,000032.OF,2.0511488241006
45,000037.OF,2.2303636783916
46,000053.OF,8.7296754318247
47,000084.OF,1.7882263732032
48,000090.OF,1.1444829604143
49,000111.OF,0.57236374364331
50,000116.OF,0.48210208402951
51,000137.OF,2.8762379283976
52,000139.OF,0.4371787421108
53,000147.OF,2.4779401969503
54,000183.OF,1.7775714326223
55,000186.OF,4.2879182288266
56,000187.OF,2.2260506294518
57,000191.OF,1.2206760776506
58,000205.OF,1.9482565139482
59,000207.OF,0.50906569686409
60,000244.OF,0.89991722561024
61,000252.OF,2.2430229026748
62,000254.OF,2.4963474091678
63,000265.OF,1.8456054105225
64,000295.OF,1.1297721549484
65,000345.OF,1.4688519036759
66,000346.OF,0.49394211005233
67,000355.OF,0.97896155178597
68,000402.OF,2.5471982006275
69,000469.OF,1.4044946465934
70,000516.OF,2.1326818112865
71,000546.OF,3.2193586015903
72,000552.OF,1.9674551966056
73,000606.OF,2.0052830530453
74,000783.OF,0.28142357201035
75,000799.OF,0.02286738967039
76,000815.OF,2.5495642226408
77,000914.OF,3.8576746749234
78,000931.OF,1.8332453087758
79,000943.OF,1.8798193983923
80,001246.OF,1.2575836332586
81,001299.OF,3.4720604542828
82,001368.OF,0.47830662958706
83,001369.OF,
84,001545.OF,0.71278303999538
85,001578.OF,1.7828588347736
86,001619.OF,1.5172176624492
87,001783.OF,1.6560244595909
88,001785.OF,2.8762379283976
89,001819.OF,2.4674191640577
90,001911.OF,2.7762491970513
91,001960.OF,3.1436167581731
92,001961.OF,1.2748215231091
93,001993.OF,1.5590851504716
94,002109.OF,2.729144603887
95,002140.OF,2.5320406351157
96,002143.OF,1.3152740216239
97,002169.OF,3.4244879500882
98,002175.OF,2.5542556684335
99,002188.OF,2.3599660903304
100,002198.OF,2.2429849195137
101,002206.OF,6.181700211064
102,002268.OF,2.941245296255
103,002301.OF,0.73218024953443
104,002336.OF,1.5754474164336
105,002341.OF,1.3681812371063
106,002354.OF,1.835691999744
107,002377.OF,2.125028426882
108,002395.OF,0.81774884701929
109,002438.OF,4.7984417909942
110,002445.OF,1.2274676160197
111,002447.OF,1.2221312014636
112,002466.OF,1.3794088585256
113,002483.OF,0.74067369853114
114,002524.OF,1.4713013740096
115,002548.OF,2.8032604518275
116,002549.OF,3.6444703827529
117,002550.OF,1.2205306126372
118,002552.OF,1.3815862655622
119,002568.OF,2.4638473559733
120,002578.OF,0.81084580549621
121,002600.OF,2.1304390957241
122,002603.OF,1.0310327264566
123,002625.OF,2.7581899141038
124,002638.OF,2.3503950512175
125,002698.OF,1.2070667498361
126,002716.OF,2.9329357963419
127,002750.OF,1.644354407173
128,002754.OF,4.0708673156723
129,002755.OF,1.2211025798353
130,002781.OF,1.6311218730137
131,002832.OF,1.7848822313606
132,002864.OF,0.47288327687955
133,002868.OF,2.922884566946
134,002898.OF,1.4188673574267
135,002904.OF,0.91465916650645
136,002927.OF,1.1352629779075
137,002929.OF,4.1729901155501
138,002930.OF,1.7071880448078
139,002970.OF,1.9878237223634
140,002985.OF,1.0872239093094
141,002991.OF,3.1681175047939
142,002994.OF,4.6926450880659
143,003039.OF,1.3646820516418
144,003056.OF,1.4374048440464
145,003102.OF,2.9533830896891
146,003155.OF,1.3532085588448
147,003162.OF,0.41153360292615
148,003188.OF,3.0410082486546
149,003192.OF,1.9295555614345
150,003193.OF,1.1079250869672
151,003209.OF,4.9861306644264
152,003213.OF,1.5938782887091
153,003214.OF,1.2617504934471
154,003223.OF,1.5246277101604
155,003258.OF,0.38741108638822
156,003260.OF,3.4148089959074
157,003265.OF,2.2593685084475
158,003268.OF,1.6324043912338
159,003269.OF,1.9287679407215
160,003280.OF,0.58857843632541
161,003285.OF,2.3422991298193
162,003289.OF,1.7881952641456
163,003290.OF,0.82040084779019
164,003309.OF,1.6501399664126
165,003313.OF,2.5574323329105
166,003315.OF,1.5450023951348
167,003327.OF,2.4769834697272
168,003329.OF,1.0328869109073
169,003417.OF,2.6809626207673
170,003428.OF,0.64876955109321
171,003445.OF,1.8775586247597
172,003452.OF,2.3657863721321
173,003454.OF,1.6190984505469
174,003528.OF,3.7621732500681
175,003547.OF,7.5648526194158
176,003571.OF,1.6876102363577
177,003590.OF,1.6616974774149
178,003605.OF,2.5537297045662
179,003607.OF,1.3646655989241
180,003640.OF,2.423446725623
181,003651.OF,3.3094800638963
182,003660.OF,0.83024169352954
183,003662.OF,1.960661851801
184,003671.OF,2.6511301189952
185,003673.OF,2.4665167961866
186,003703.OF,3.2322126269148
187,003730.OF,0.93054145959411
188,003746.OF,1.0415476080761
189,003770.OF,2.8395194490542
190,003809.OF,1.198695661968
191,003832.OF,1.542576899138
192,003847.OF,1.7158808806614
193,003859.OF,2.5090105001105
194,003863.OF,2.1715544643467
195,003869.OF,0.84014332593754
196,003880.OF,0.61461506601541
197,003929.OF,2.8875344513006
198,003949.OF,2.8647175819542
199,003983.OF,3.1225561221241
200,004020.OF,0.89738257618639
201,004027.OF,1.3201543206135
202,004030.OF,0.65593710093753
203,004031.OF,0.8421618367308
204,004032.OF,1.3571379478661
205,004042.OF,3.0980630038036
206,004052.OF,0.49643503249721
207,004061.OF,1.1488596130274
