,thscode,ths_portfolio_duration_fund
0,460008.OF,1.3454167346277
1,485022.OF,1.0657544282641
2,485105.OF,2.3127561892381
3,485107.OF,2.1546126687489
4,485120.OF,0.19787623742053
5,519137.OF,2.0209648094399
6,519138.OF,2.7414169582268
7,519225.OF,2.5430778829724
8,519322.OF,2.5400483083426
9,519324.OF,2.0069194248839
10,519328.OF,1.2823689853246
11,519330.OF,2.0215545026744
12,519332.OF,1.4622394196735
13,519334.OF,1.8964079883202
14,519680.OF,2.2470002595366
15,519718.OF,1.2544456008733
16,519743.OF,2.4362484882631
17,519746.OF,2.0842950563304
18,519762.OF,2.952486464232
19,519776.OF,0.92889714044278
20,519782.OF,4.4471848104953
21,519784.OF,1.4982293883878
22,530021.OF,1.517285880374
23,530029.OF,1.8203889098371
24,531028.OF,0.292151745348
25,650001.OF,3.2088873693298
26,675041.OF,1.8554237880026
27,960040.OF,
28,970096.OF,0.72226552714019
29,970098.OF,0.54087216343962
30,970132.OF,0.49517404005114
31,H000355.OF,
32,H202108.OF,
33,H217003.OF,
34,160128.SZ,0.45116374178429
35,160515.SZ,5.5365679789653
36,160618.SZ,4.1994123006193
37,161014.SZ,2.4933478164494
38,161019.SZ,2.2425998498266
39,161115.SZ,2.804476250242
40,161117.SZ,1.365316566767
41,162715.SZ,1.7867511945584
42,164703.SZ,1.6954437126533
43,000005.OF,1.9470278598552
44,000032.OF,4.8380016393127
45,000037.OF,2.6024485555892
46,000053.OF,2.1394013128525
47,000084.OF,0.98484155299274
48,000090.OF,0.42798752167554
49,000111.OF,1.4476790006943
50,000116.OF,1.5191428383135
51,000137.OF,3.7967934501343
52,000139.OF,0.32445992696851
53,000147.OF,1.4896635375609
54,000183.OF,1.9851385766135
55,000186.OF,4.2554759204493
56,000187.OF,2.2699298215852
57,000191.OF,1.511956606552
58,000205.OF,2.1359427344867
59,000207.OF,1.0202992601326
60,000244.OF,1.3177150001141
61,000252.OF,3.0889643047087
62,000254.OF,
63,000265.OF,2.4366090691105
64,000295.OF,0.45420736326041
65,000345.OF,1.3196471399314
66,000346.OF,0.70249435500981
67,000355.OF,0.20291526927154
68,000402.OF,2.2722959351774
69,000469.OF,3.2258427877912
70,000516.OF,4.785576129123
71,000546.OF,3.6638454377618
72,000552.OF,0.6728111480116
73,000606.OF,1.8252998764775
74,000783.OF,0.52200830805797
75,000799.OF,
76,000815.OF,3.8738592057607
77,000914.OF,1.3018695822008
78,000931.OF,5.124526754807
79,000943.OF,2.362248284535
80,001246.OF,1.9168313836837
81,001299.OF,3.6190066412029
82,001368.OF,0.22630494187495
83,001369.OF,0.67304787684852
84,001545.OF,0.56450166471552
85,001578.OF,2.1101793967824
86,001619.OF,1.2732150304395
87,001783.OF,1.9951407918943
88,001785.OF,3.7967934501343
89,001819.OF,1.5990748930411
90,001911.OF,2.4934017806446
91,001960.OF,1.6743396090934
92,001961.OF,0.82290050539072
93,001993.OF,4.1671718640113
94,002109.OF,1.4200283144541
95,002140.OF,2.7780299262808
96,002143.OF,2.977443186065
97,002169.OF,4.7319283654258
98,002175.OF,1.8796879153178
99,002188.OF,2.0711785962724
100,002198.OF,2.0949048747722
101,002206.OF,5.231143694756
102,002268.OF,3.7738906664395
103,002301.OF,0.48988124652919
104,002336.OF,1.1457188562758
105,002341.OF,1.5943753084351
106,002354.OF,1.6375233192057
107,002377.OF,0.83363647030355
108,002395.OF,
109,002438.OF,1.1384151745939
110,002445.OF,2.0722313285889
111,002447.OF,3.441818781702
112,002466.OF,1.6978984600769
113,002483.OF,3.7060131145157
114,002524.OF,1.8995262505824
115,002548.OF,1.0376411762956
116,002549.OF,1.0681600622957
117,002550.OF,1.8931734211168
118,002552.OF,2.1328200732854
119,002568.OF,2.1970073273903
120,002578.OF,1.0875608562574
121,002600.OF,1.7268082602013
