,thscode,ths_top_n_top_stock_mv_to_si_mv_fund
209,000939.OF,83.914938097885
210,000940.OF,36.971157583402
211,000965.OF,37.626002078834
212,000967.OF,37.725495761304
213,000976.OF,52.418518918789
214,000977.OF,44.214272210751
215,001000.OF,60.004940777028
216,001017.OF,25.796874463217
217,001018.OF,48.731981397717
218,001053.OF,40.465443469793
219,001071.OF,45.999259789054
220,001074.OF,19.516913520749
221,001102.OF,80.807069760368
222,001106.OF,50.336467931346
223,001117.OF,41.108639018613
224,001125.OF,54.054431962597
225,001143.OF,49.551859861633
226,001150.OF,45.776986482952
227,001179.OF,49.529484099126
228,001184.OF,59.3444150723
229,001222.OF,55.981213266487
230,001255.OF,51.77206701985
231,001256.OF,44.140445818345
232,001280.OF,51.928386927371
233,001297.OF,60.684236077885
234,001349.OF,42.778576261869
235,001366.OF,33.466889448176
236,001371.OF,40.762811391291
237,001373.OF,49.86853637418
238,001382.OF,94.944192799223
239,001398.OF,78.163874909827
240,001437.OF,72.246311479567
241,001457.OF,42.318020868971
242,001468.OF,31.053567438701
243,001475.OF,72.727551890341
244,001480.OF,70.295167675572
245,001513.OF,33.671220848886
246,001564.OF,47.401587038254
247,001569.OF,51.747362475807
248,001607.OF,68.041127788437
249,001667.OF,24.458479059013
250,001668.OF,
251,001808.OF,50.053965093216
252,001810.OF,51.259752659592
253,001832.OF,80.065147977808
254,001837.OF,87.972535118172
255,001838.OF,78.532046798182
256,001857.OF,80.997002211363
257,001869.OF,57.977043790106
258,001898.OF,59.342630950318
259,001910.OF,55.224837071395
260,001924.OF,41.637473503429
261,001927.OF,66.133018393482
262,001955.OF,90.748060270646
263,001985.OF,51.695252006589
264,001986.OF,93.662379979552
265,001990.OF,21.341724014814
266,002124.OF,50.718631283257
267,002249.OF,61.438345245604
268,002259.OF,48.339133850194
269,002340.OF,37.694369350525
270,002545.OF,27.37630133274
271,002562.OF,27.519150400023
272,002593.OF,67.116790497231
273,002624.OF,82.03279798414
274,002653.OF,30.44798565101
275,002685.OF,63.144748890808
276,002692.OF,58.302573094996
277,002707.OF,62.084023277455
278,002803.OF,61.283284845232
279,002808.OF,40.71587536953
280,002939.OF,86.871104340807
281,002983.OF,60.479680881621
282,003095.OF,63.638060344804
283,003131.OF,25.900796557744
284,003243.OF,
285,003244.OF,
286,003245.OF,
287,003293.OF,44.345015010314
288,003378.OF,46.689236732851
289,003580.OF,31.850973365344
290,003715.OF,75.812186883714
291,003940.OF,53.840920800611
292,004183.OF,59.068104321491
293,004263.OF,70.233174217982
294,004374.OF,50.399579337512
295,004394.OF,44.25900027702
296,004434.OF,43.327667929341
297,004477.OF,50.210300135503
298,004505.OF,60.959523950235
299,004666.OF,66.891277624486
300,004868.OF,74.298162854736
301,004871.OF,48.359924342733
302,004877.OF,
303,004881.OF,29.950739139868
304,004958.OF,22.492067561701
305,005028.OF,53.078713985479
306,005075.OF,24.990163897895
307,005094.OF,83.429600612761
308,005241.OF,69.682512374357
309,005244.OF,43.878662636462
310,005250.OF,56.342069616259
311,005258.OF,25.117075958766
312,005299.OF,53.05063114569
313,005335.OF,69.579370484706
314,005521.OF,47.532335473973
315,020005.OF,73.711553339595
316,020010.OF,47.651683750618
317,020023.OF,31.702244538739
318,040004.OF,51.338428754359
319,040005.OF,52.062766674498
320,040007.OF,39.449523654459
321,040008.OF,47.557344362833
322,040011.OF,60.744730826745
323,040015.OF,48.619493440322
324,040016.OF,49.039482388857
325,040020.OF,49.647857087687
326,040025.OF,41.727827734017
327,050009.OF,66.195430348772
328,050010.OF,54.100044864189
329,050018.OF,61.113713841998
330,070001.OF,70.680577567619
331,070002.OF,65.745458275976
332,070006.OF,63.873991622739
333,070011.OF,52.374821787835
334,070017.OF,24.772823955165
335,070019.OF,69.276007707112
336,070021.OF,42.84237466057
337,070032.OF,58.267656164016
338,070099.OF,56.389260670438
339,090004.OF,61.562053470425
340,090009.OF,42.0535151206
341,090013.OF,63.79414250397
342,090015.OF,52.82367268154
343,100020.OF,72.761836963473
344,100022.OF,51.174888877453
345,100026.OF,63.91597453136
346,100039.OF,41.268379932317
347,100060.OF,45.847387399481
348,100061.OF,
349,110013.OF,57.625906994325
350,110015.OF,60.253304497223
351,110023.OF,57.939163011961
352,110029.OF,56.775613690999
353,121003.OF,37.929298037867
354,121008.OF,54.656635799327
355,160603.OF,51.928938631597
356,160624.OF,62.394823924737
357,161606.OF,62.872172767343
358,162209.OF,63.074694628332
359,163411.OF,40.655669197913
360,163805.OF,75.273818111133
361,163807.OF,42.036247689916
362,163822.OF,38.07338383726
363,166002.OF,37.865828164441
364,166005.OF,51.525571762456
365,166301.OF,35.005945931569
366,180010.OF,27.084607014253
367,180012.OF,86.020392692117
368,180013.OF,49.230577368139
369,180018.OF,66.399151453463
370,180028.OF,47.377727737235
371,180031.OF,50.489756963319
372,200001.OF,28.249966779715
373,200006.OF,53.17063221888
374,200008.OF,66.298091959932
375,202003.OF,36.954416647488
376,202005.OF,62.900370237203
377,202007.OF,40.263015160087
378,202011.OF,51.486652585253
379,202023.OF,48.51952059495
380,202212.OF,50.40495583645
381,206009.OF,59.000640849066
382,210003.OF,55.689767332401
383,210009.OF,52.707009667128
384,213003.OF,72.994860896741
385,217009.OF,54.289127890128
386,217010.OF,60.198862612443
387,217012.OF,42.607027311668
388,217013.OF,58.499097177873
389,217020.OF,50.813991258409
390,229002.OF,26.010280315972
391,233006.OF,65.965055136907
392,233007.OF,76.086875501727
393,233009.OF,14.939714455164
394,233011.OF,50.58937330656
395,240004.OF,40.727539117745
396,240008.OF,71.379978374699
397,240022.OF,61.511495540116
398,257010.OF,48.442461327046
399,257020.OF,53.768640474704
400,257070.OF,59.157768283825
401,260101.OF,46.146316046256
402,260103.OF,53.685873353972
403,260104.OF,73.778670876367
404,260108.OF,77.206441347388
405,260109.OF,77.118631959601
406,260116.OF,55.503289065011
407,262001.OF,
408,270005.OF,74.034220760702
409,270006.OF,66.224008528092
410,270008.OF,72.878879049287
411,270021.OF,71.594188886916
412,270025.OF,77.977147267585
413,270028.OF,50.275542247655
414,270041.OF,55.470176280916
415,270050.OF,75.504496591289
416,288002.OF,29.995860864285
417,290011.OF,90.971693781923
418,290012.OF,61.769002323763
419,320003.OF,58.70514814262
420,320005.OF,67.600788579107
421,320007.OF,82.995857636736
422,320011.OF,50.441531941118
423,320012.OF,62.227408087133
424,320015.OF,50.635906190713
425,340007.OF,66.992255080468
426,370027.OF,58.194714155219
427,375010.OF,52.399984453242
428,377010.OF,54.899873738235
429,377016.OF,
430,377240.OF,57.750837122219
431,378010.OF,40.817591186718
432,378546.OF,
433,379010.OF,52.725168097023
434,398011.OF,49.500040760292
435,398021.OF,49.040636246035
436,398061.OF,47.940943938518
437,400001.OF,45.723807397863
438,400007.OF,48.008281435573
439,400025.OF,50.934568625524
440,410003.OF,60.041165890447
441,410007.OF,61.671214419384
442,420001.OF,46.597368857663
443,420003.OF,68.720054862279
444,420005.OF,68.257575691425
445,450002.OF,53.509671676541
446,450003.OF,55.964631216907
447,450004.OF,30.005870263291
448,460001.OF,67.044889041988
449,460007.OF,76.183584916495
450,460009.OF,11.533832077185
451,470006.OF,65.765948245187
452,470008.OF,43.107353805182
453,470009.OF,51.533409038069
454,481001.OF,44.199844723675
455,481004.OF,55.303072910274
456,481006.OF,39.24242847692
457,481008.OF,39.243966188212
458,481013.OF,49.026715277851
459,487021.OF,47.948967592763
460,519001.OF,48.995843837154
461,519002.OF,32.932399866731
462,519003.OF,33.099291462746
463,519005.OF,59.979590787085
464,519008.OF,56.126572549007
465,519011.OF,67.668890216986
466,519015.OF,67.548601228887
467,519017.OF,41.235846594618
468,519018.OF,40.36163409614
469,519020.OF,74.786202656029
470,519021.OF,61.851892861973
471,519025.OF,32.13406769677
472,519026.OF,59.555312032736
473,519029.OF,51.531061527613
474,519035.OF,48.788271597139
475,519069.OF,53.116555816592
476,519087.OF,54.078951159595
477,519089.OF,45.422039649306
478,519093.OF,54.595917885289
479,519133.OF,25.874384934558
480,519139.OF,54.465058872566
481,519181.OF,83.883717594525
482,519195.OF,69.387462890515
483,519196.OF,75.886699621056
484,519224.OF,24.974565008164
485,519621.OF,58.204331268161
486,519651.OF,61.682673982524
487,519664.OF,71.534420005154
488,519668.OF,61.674680815247
489,519672.OF,70.841094073048
490,519674.OF,82.098523494062
491,519688.OF,61.783720149051
492,519690.OF,54.82458327449
493,519692.OF,72.915435427711
494,519694.OF,74.556219979464
495,519696.OF,
496,519704.OF,51.106598901121
497,519710.OF,77.969497328524
498,519712.OF,66.885031086088
499,519727.OF,80.427420228553
500,519736.OF,61.275047652553
501,519756.OF,46.902086949876
502,519767.OF,40.598837457921
503,519773.OF,54.083839225942
504,519908.OF,48.419183078828
505,519915.OF,62.996674841365
506,519929.OF,55.311971613509
507,519983.OF,25.743039450908
508,519991.OF,55.556199477794
509,519995.OF,35.728602272018
510,530001.OF,48.013800368065
511,530003.OF,67.717685652201
512,530006.OF,82.926702739522
513,550001.OF,42.969248032505
514,550002.OF,42.921283562486
515,550003.OF,42.232845946834
516,550008.OF,38.152150508719
