,thscode,ths_top_n_top_stock_mv_to_si_mv_fund
151,161903.SZ,74.698534006682
152,162006.SZ,64.252813114173
153,162605.SZ,78.038347880049
154,162703.SZ,76.17567572793
155,163302.SZ,44.392286661149
156,163406.SZ,38.320434888871
157,163409.SZ,41.322704991985
158,163412.SZ,51.545054597783
159,163415.SZ,39.272003642679
160,163503.SZ,59.877667217888
161,165313.SZ,46.361955223443
162,166001.SZ,31.874478111233
163,166006.SZ,46.140778173403
164,166009.SZ,45.236933781898
165,166024.SZ,46.670041818503
166,168101.SZ,82.05531550563
167,168102.SZ,51.361414981095
168,501038.SH,71.613258302798
169,501046.SH,63.181062329819
170,501049.SH,58.864125558422
171,501051.SH,50.166076421468
172,000011.OF,49.386321507615
173,000017.OF,50.305290693568
174,000020.OF,46.108253580733
175,000021.OF,31.223497014916
176,000031.OF,59.870478734281
177,000039.OF,34.908490283477
178,000083.OF,62.382801633116
179,000117.OF,63.931168642843
180,000127.OF,40.16077909195
181,000167.OF,66.387790083017
182,000172.OF,17.414637669679
183,000173.OF,50.874652822596
184,000242.OF,45.828964712382
185,000251.OF,71.167012123455
186,000263.OF,38.900170237867
187,000264.OF,41.554269518312
188,000294.OF,54.20313444279
189,000308.OF,50.610613034997
190,000339.OF,40.598907260349
191,000390.OF,26.426684043249
192,000408.OF,52.359965048807
193,000480.OF,47.818335628441
194,000520.OF,45.632208874229
195,000522.OF,69.148719487477
196,000527.OF,34.556745094533
197,000589.OF,49.689782683179
198,000595.OF,52.03109228947
199,000609.OF,34.686626386488
200,000612.OF,43.298806422892
201,000619.OF,52.570099607611
202,000652.OF,56.416575680147
203,000727.OF,52.641143012567
204,000742.OF,57.863759062918
205,000747.OF,70.155097862708
206,000877.OF,16.521145025683
207,000880.OF,54.971308525308
208,000934.OF,
209,000939.OF,78.140396160267
210,000940.OF,42.430548174838
211,000965.OF,46.474859577936
212,000967.OF,36.013469135799
213,000976.OF,64.532499814556
214,000977.OF,41.209798786773
215,001000.OF,41.369085268484
216,001017.OF,23.933183536852
217,001018.OF,38.339698919706
218,001053.OF,37.235478029599
219,001071.OF,31.632715704395
220,001074.OF,19.012441205315
221,001102.OF,72.944225102276
222,001106.OF,41.90861190982
223,001117.OF,32.821729465823
224,001125.OF,39.488861079843
225,001143.OF,35.069310277087
226,001150.OF,34.249827311398
227,001179.OF,53.413742253546
228,001184.OF,53.241714412275
229,001222.OF,68.453950796134
230,001255.OF,49.974321576926
231,001256.OF,40.127085029742
232,001280.OF,45.048011826272
233,001297.OF,68.137453944413
234,001349.OF,52.411559765354
235,001366.OF,38.957792892747
236,001371.OF,50.190669384548
237,001373.OF,44.444824702636
238,001382.OF,99.61439290961
239,001398.OF,65.421111211612
240,001437.OF,75.08146983121
241,001457.OF,33.5549812529
242,001468.OF,33.744009815715
243,001475.OF,69.227840317156
244,001480.OF,62.40277373104
245,001513.OF,29.386890585245
246,001564.OF,44.232024498324
247,001569.OF,52.477984779689
248,001607.OF,70.009779272869
249,001667.OF,19.52300040638
250,001668.OF,
251,001808.OF,46.814614537834
252,001810.OF,49.949460441301
253,001832.OF,76.294184851172
254,001837.OF,80.625063469214
255,001838.OF,80.275616100012
256,001857.OF,73.285181285411
257,001869.OF,67.496831221424
258,001898.OF,62.478295051323
259,001910.OF,64.139909235958
260,001924.OF,51.828333273095
261,001927.OF,64.283352268001
262,001955.OF,71.510037611004
263,001985.OF,50.667971605929
264,001986.OF,92.480044829932
265,001990.OF,17.977209031542
266,002124.OF,38.59706642582
267,002249.OF,49.543392741889
268,002259.OF,41.219977500699
269,002340.OF,42.710526756936
270,002545.OF,27.941890803304
271,002562.OF,23.811759423231
272,002593.OF,55.049520998367
273,002624.OF,71.977886897196
274,002653.OF,31.132448565649
275,002685.OF,59.128503642461
276,002692.OF,49.02544853651
277,002707.OF,41.289392756023
278,002803.OF,46.706906978782
279,002808.OF,38.905033690287
280,002939.OF,86.878577255672
281,002983.OF,58.789824286464
282,003095.OF,58.506174195307
283,003131.OF,27.095458850062
284,003243.OF,
285,003244.OF,
286,003245.OF,
287,003293.OF,37.737298993033
288,003378.OF,48.876693621079
289,003580.OF,32.59976737864
290,003715.OF,67.622563125077
291,003940.OF,56.72903802026
292,004183.OF,55.962043759534
293,004263.OF,62.262443486108
294,004374.OF,50.55303437859
295,004394.OF,41.580438566761
296,004434.OF,37.693915957665
297,004477.OF,54.126291513591
298,004505.OF,64.1991841788
299,004666.OF,42.222581735994
300,004868.OF,71.918339845302
301,004871.OF,40.36315278077
302,004877.OF,
303,004881.OF,30.664286134204
304,004958.OF,25.366283872461
305,005028.OF,40.962438378793
306,005075.OF,22.768470237209
307,005094.OF,59.057218975578
308,005241.OF,72.137021178172
309,005244.OF,38.844168236903
310,005250.OF,41.50982291264
311,005258.OF,16.874357423326
312,005299.OF,47.362152893183
313,005335.OF,62.992792581528
314,005521.OF,43.156394354325
315,020005.OF,79.196042504906
316,020010.OF,47.902446619449
317,020023.OF,33.896650106218
318,040004.OF,54.150654356444
319,040005.OF,42.313293787358
320,040007.OF,44.967416390724
321,040008.OF,47.288445509707
322,040011.OF,68.935135531074
323,040015.OF,51.918122204972
324,040016.OF,45.735010538652
325,040020.OF,44.973856134328
326,040025.OF,41.336994144214
327,050009.OF,50.881522559441
328,050010.OF,46.379939152495
329,050018.OF,69.080169479616
330,070001.OF,71.980572289912
331,070002.OF,58.484928282016
332,070006.OF,65.081440701672
333,070011.OF,46.852628672126
334,070017.OF,21.29059956332
335,070019.OF,71.389430080983
336,070021.OF,58.121187528298
337,070032.OF,66.585348624511
338,070099.OF,57.7231366954
339,090004.OF,61.623938736985
340,090009.OF,43.160712975689
341,090013.OF,65.259860937034
342,090015.OF,57.442957961284
343,100020.OF,69.653808895539
344,100022.OF,46.232286395132
345,100026.OF,56.358018221828
346,100039.OF,44.093907482431
347,100060.OF,39.654887780746
348,100061.OF,
349,110013.OF,41.42105365926
350,110015.OF,53.077730881672
351,110023.OF,56.277179728481
352,110029.OF,53.360980189344
353,121003.OF,29.592346619782
354,121008.OF,53.024815950493
355,160603.OF,50.216244825692
356,160624.OF,47.110338343021
357,161606.OF,80.38726638179
358,162209.OF,60.845338970117
359,163411.OF,33.126073231312
360,163805.OF,75.888878971013
361,163807.OF,33.685738249731
362,163822.OF,34.799419602916
363,166002.OF,31.348358315516
364,166005.OF,51.905463404805
365,166301.OF,24.31277944998
366,180010.OF,25.833712672292
367,180012.OF,88.503178907722
368,180013.OF,47.196325318042
369,180018.OF,69.60565358694
370,180028.OF,49.66389052644601
371,180031.OF,49.684321958256
372,200001.OF,33.570685676742
373,200006.OF,48.767876308906
374,200008.OF,70.698977152247
375,202003.OF,41.8962851831
376,202005.OF,53.494933224573
377,202007.OF,37.487527118551
378,202011.OF,54.907477691416
379,202023.OF,46.131986474073
380,202212.OF,49.575491529983
381,206009.OF,58.016168612174
382,210003.OF,46.856371590836
383,210009.OF,47.713438815849
384,213003.OF,59.444000857815
385,217009.OF,46.184379224339
386,217010.OF,51.535756561658
387,217012.OF,47.316481502212
388,217013.OF,53.800152714888
389,217020.OF,39.136546792996
390,229002.OF,22.322557822614
391,233006.OF,72.344055646101
392,233007.OF,68.134951927115
393,233009.OF,12.010975767798
394,233011.OF,62.111841431512
395,240004.OF,26.199705793221
396,240008.OF,63.251829059681
397,240022.OF,60.49892796198
398,257010.OF,51.377166326142
399,257020.OF,53.217603522915
400,257070.OF,56.752619850171
401,260101.OF,41.013317544577
402,260103.OF,55.338039376354
403,260104.OF,73.275223802954
404,260108.OF,77.516852784281
405,260109.OF,78.920529470857
406,260116.OF,42.779215264642
407,262001.OF,
408,270005.OF,68.896147136335
409,270006.OF,59.636962101826
410,270008.OF,71.910909536567
411,270021.OF,61.827664104679
412,270025.OF,73.89447388382
413,270028.OF,46.506053144439
414,270041.OF,62.818920532467
415,270050.OF,74.607656448151
416,288002.OF,27.785035040189
417,290011.OF,85.019052682745
418,290012.OF,77.824266263509
419,320003.OF,53.006210632544
420,320005.OF,70.374779316298
421,320007.OF,83.057728593701
422,320011.OF,55.733025350087
423,320012.OF,56.103999438285
424,320015.OF,54.661503406823
425,340007.OF,62.471773256597
426,370027.OF,49.024629218132
427,375010.OF,44.686561335482
428,377010.OF,59.300284533572
429,377016.OF,
430,377240.OF,54.147631297724
431,378010.OF,35.572413350505
432,378546.OF,
433,379010.OF,48.282317566392
434,398011.OF,40.096552049166
435,398021.OF,44.144842660025
436,398061.OF,50.870944226422
437,400001.OF,58.573638072001
438,400007.OF,36.549639277805
439,400025.OF,49.179500921011
440,410003.OF,58.097151340223
441,410007.OF,55.924194475716
442,420001.OF,45.348207014701
443,420003.OF,61.139969771849
444,420005.OF,66.387194072738
445,450002.OF,49.995229808486
446,450003.OF,48.954841370019
447,450004.OF,27.336349200018
448,460001.OF,38.641343460464
449,460007.OF,66.195079990784
450,460009.OF,9.5391673144424
451,470006.OF,51.382131004761
452,470008.OF,48.359485986481
453,470009.OF,36.372312737832
454,481001.OF,45.157685318731
455,481004.OF,56.141257816557
456,481006.OF,45.389901907496
457,481008.OF,46.522880187332
458,481013.OF,45.695844260272
459,487021.OF,46.067809228279
460,519001.OF,28.652961284667
461,519002.OF,34.859382661306
462,519003.OF,37.665051572987
463,519005.OF,50.273957378742
464,519008.OF,48.835644218489
465,519011.OF,53.840671159078
466,519015.OF,53.792377248949
467,519017.OF,41.756224232218
468,519018.OF,35.214189307128
469,519020.OF,65.074587526787
470,519021.OF,50.07674778449
471,519025.OF,30.530752809768
472,519026.OF,59.29230925865
473,519029.OF,46.776382116158
474,519035.OF,60.798620897197
475,519069.OF,41.769390752564
476,519087.OF,59.774331761479
477,519089.OF,53.451383110973
478,519093.OF,58.499108028636
479,519133.OF,30.148135898254
480,519139.OF,39.435325807253
481,519181.OF,65.41007382567
482,519195.OF,62.341526200069
483,519196.OF,63.303436780862
484,519224.OF,19.209296315462
485,519621.OF,55.123757220225
486,519651.OF,59.960700506584
487,519664.OF,63.565298115149
488,519668.OF,52.954382588054
489,519672.OF,62.581181211659
490,519674.OF,82.45079350913
491,519688.OF,54.287652282206
492,519690.OF,39.906284558507
493,519692.OF,71.903694834659
494,519694.OF,71.36392968694
495,519696.OF,
496,519704.OF,49.617300889657
497,519710.OF,79.773303880845
498,519712.OF,67.891680644873
499,519727.OF,76.36850679303
500,519736.OF,71.969101237187
501,519756.OF,39.448691629937
502,519767.OF,46.31838943495
503,519773.OF,50.915041851685
504,519908.OF,47.14909285589
505,519915.OF,67.991380548876
506,519929.OF,56.43228509456
507,519983.OF,20.041305281903
508,519991.OF,54.238779013047
509,519995.OF,35.617804066907
510,530001.OF,43.648791092832
511,530003.OF,80.159195206306
512,530006.OF,82.367087320139
513,550001.OF,47.03620628845
514,550002.OF,42.911315167148
515,550003.OF,40.237332503602
516,550008.OF,40.486949143447
