,thscode,ths_top_n_top_stock_mv_to_si_mv_fund
130,376510.OF,33.624895813237
131,450009.OF,51.675457585772
132,457001.OF,
133,519193.OF,52.287779004863
134,519714.OF,73.864817841385
135,519965.OF,37.396517734843
136,519975.OF,19.87917919634
137,540008.OF,69.275735721037
138,540010.OF,59.244723929158
139,580008.OF,55.11763098589
140,160314.SZ,47.351381102614
141,160421.SZ,50.424536887542
142,160518.SZ,36.047681521577
143,160613.SZ,48.780047354228
144,160916.SZ,60.341032491198
145,160918.SZ,60.070364412257
146,161005.SZ,31.787751160745
147,161224.SZ,49.924989900893
148,161610.SZ,17.102940361042
149,161706.SZ,70.501847990079
150,161810.SZ,82.923633961872
151,161903.SZ,72.421904208685
152,162006.SZ,53.465781057703
153,162605.SZ,76.471312506096
154,162703.SZ,71.446549017607
155,163302.SZ,45.393789389766
156,163406.SZ,40.642672058753
157,163409.SZ,57.608336300958
158,163412.SZ,58.819741090577
159,163415.SZ,35.142384913604
160,163503.SZ,49.990748248619
161,165313.SZ,49.802755567847
162,166001.SZ,35.588494600999
163,166006.SZ,37.69644267402
164,166009.SZ,51.645348676003
165,166024.SZ,44.416154449319
166,168101.SZ,84.002199626624
167,168102.SZ,36.506335613708
168,501038.SH,74.726874611757
169,501046.SH,59.346479230789
170,501049.SH,56.422695429329
171,501051.SH,51.981834838379
172,000011.OF,50.37785490266
173,000017.OF,49.680242327022
174,000020.OF,41.231435834572
175,000021.OF,29.814590614479
176,000031.OF,64.709344422202
177,000039.OF,39.986461018581
178,000083.OF,66.837439300126
179,000117.OF,60.605964206665
180,000127.OF,47.879205166219
181,000167.OF,59.777447976178
182,000172.OF,17.801956511968
183,000173.OF,51.384536384287
184,000242.OF,40.805605779517
185,000251.OF,73.194095992439
186,000263.OF,42.900424615837
187,000264.OF,41.167174117264
188,000294.OF,51.295336761374
189,000308.OF,50.423757929507
190,000339.OF,46.077871052307
191,000390.OF,22.927084108063
192,000408.OF,62.444046749416
193,000480.OF,42.233566281737
194,000520.OF,56.791409463807
195,000522.OF,74.585708522577
196,000527.OF,31.440117278526
197,000589.OF,49.393928524672
198,000595.OF,53.755961109238
199,000609.OF,41.412163589977
200,000612.OF,54.065938791559
201,000619.OF,51.457689642972
202,000652.OF,49.15628533658
203,000727.OF,58.55605210892
204,000742.OF,78.368195083558
205,000747.OF,73.196707387981
206,000877.OF,17.665435098957
207,000880.OF,49.485711794332
208,000934.OF,
209,000939.OF,58.713882937709
210,000940.OF,59.228856835051
211,000965.OF,51.303728782117
212,000967.OF,44.578826137218
213,000976.OF,54.251753977024
214,000977.OF,36.701870162815
215,001000.OF,39.111902892572
216,001017.OF,21.362741200139
217,001018.OF,42.344499776377
218,001053.OF,33.083577648808
219,001071.OF,38.282022943459
220,001074.OF,18.542764914331
221,001102.OF,70.82945092855
222,001106.OF,42.803159492047
223,001117.OF,34.433385374223
224,001125.OF,41.905152611657
225,001143.OF,41.006758328326
226,001150.OF,32.119262868898
227,001179.OF,53.884886056411
228,001184.OF,52.970973888587
229,001222.OF,69.548671934628
230,001255.OF,42.434144979168
231,001256.OF,32.585588647447
232,001280.OF,43.308011640335
233,001297.OF,48.620616011649
234,001349.OF,47.729043261404
235,001366.OF,38.356270302808
236,001371.OF,44.393399623619
237,001373.OF,44.420083664175
238,001382.OF,97.41769201811
239,001398.OF,58.4877861655
240,001437.OF,74.98870945747
241,001457.OF,36.966367487047
242,001468.OF,33.515492470054
243,001475.OF,71.093708418903
244,001480.OF,59.601292189453
245,001513.OF,30.80643890161
246,001564.OF,41.361834982121
247,001569.OF,48.568278361082
248,001607.OF,74.185675309648
249,001667.OF,26.239698253371
250,001668.OF,
251,001808.OF,45.912258036478
252,001810.OF,43.993506441987
253,001832.OF,62.909218297315
254,001837.OF,84.686947698494
255,001838.OF,81.199618027183
256,001857.OF,71.524575470318
257,001869.OF,69.119529527305
258,001898.OF,74.912441508571
259,001910.OF,46.63753279634
260,001924.OF,47.831537748011
261,001927.OF,66.83514081808
262,001955.OF,77.853714938356
263,001985.OF,57.385501999956
264,001986.OF,87.478864332165
265,001990.OF,11.906899352417
266,002124.OF,41.545288833777
267,002249.OF,52.70948605128
268,002259.OF,36.571687100065
269,002340.OF,45.817643502953
270,002545.OF,26.380592776841
271,002562.OF,14.744020870876
272,002593.OF,64.562089414237
273,002624.OF,76.171261420278
274,002653.OF,32.450394807973
275,002685.OF,55.679287386001
276,002692.OF,48.826608289191
277,002707.OF,47.744562465306
278,002803.OF,42.898495061316
279,002808.OF,34.4716492846
280,002939.OF,84.053846017753
281,002983.OF,59.194046192665
282,003095.OF,59.23314493893
283,003131.OF,26.245369679906
284,003243.OF,
285,003244.OF,
286,003245.OF,
287,003293.OF,36.971031179342
288,003378.OF,49.604118541812
289,003580.OF,31.330500404147
290,003715.OF,82.910476609083
291,003940.OF,51.364748723878
292,004183.OF,59.747536737213
293,004263.OF,52.998675688031
294,004374.OF,56.242087502933
295,004394.OF,40.562010039724
296,004434.OF,40.272303235985
297,004477.OF,48.069394346416
298,004505.OF,57.335493922985
299,004666.OF,53.501004308403
300,004868.OF,73.603380995715
301,004871.OF,43.897850899076
302,004877.OF,
303,004881.OF,25.31705797791
304,004958.OF,24.298840582801
305,005028.OF,41.746572440351
306,005075.OF,22.034233989078
307,005094.OF,63.963754153671
308,005241.OF,76.142499421336
309,005244.OF,47.034526909304
310,005250.OF,42.849015076114
311,005258.OF,7.0677715715999
312,005299.OF,53.079228481879
313,005335.OF,73.235214337844
314,005521.OF,44.117641914386
315,020005.OF,73.279609950608
316,020010.OF,50.351411312587
317,020023.OF,31.721800014155
318,040004.OF,54.557215182158
319,040005.OF,47.759805354819
320,040007.OF,42.724004338653
321,040008.OF,47.835765895627
322,040011.OF,60.312483686176
323,040015.OF,55.775015389949
324,040016.OF,52.682355845912
325,040020.OF,52.892885571514
326,040025.OF,42.184311123241
327,050009.OF,54.371364675735
328,050010.OF,50.52126269024
329,050018.OF,50.89196228691
330,070001.OF,70.120618079961
331,070002.OF,59.471079057337
332,070006.OF,63.200859868762
333,070011.OF,37.655439192765
334,070017.OF,16.131294002871
335,070019.OF,75.436405639274
336,070021.OF,47.370687879824
337,070032.OF,66.07981403839
338,070099.OF,53.514407783824
339,090004.OF,70.541211966826
340,090009.OF,51.742346865529
341,090013.OF,57.198215282233
342,090015.OF,63.867192573436
343,100020.OF,75.168187304733
344,100022.OF,54.731825575169
345,100026.OF,64.053873301128
346,100039.OF,58.145071921353
347,100060.OF,40.811407821385
348,100061.OF,
349,110013.OF,42.85617416345
350,110015.OF,57.201853291101
351,110023.OF,60.701905991289
352,110029.OF,42.993186066395
353,121003.OF,22.781539570498
354,121008.OF,50.261807857045
355,160603.OF,48.353897808747
356,160624.OF,47.525504683862
357,161606.OF,77.188134812145
358,162209.OF,65.408530758307
359,163411.OF,35.0038500899
360,163805.OF,70.506502231968
361,163807.OF,35.025955932959
362,163822.OF,31.90460627591
363,166002.OF,37.455152658849
364,166005.OF,46.507687081569
365,166301.OF,23.645227871176
366,180010.OF,27.849704549603
367,180012.OF,72.131596652886
368,180013.OF,40.794982008588
369,180018.OF,72.166398470753
370,180028.OF,47.543133893376
371,180031.OF,41.533044353729
372,200001.OF,34.543335704783
373,200006.OF,49.524304315936
374,200008.OF,65.400562541373
375,202003.OF,40.563075771283
376,202005.OF,53.66379170616
377,202007.OF,42.553517266655
378,202011.OF,56.029536361897
379,202023.OF,50.852998873257
380,202212.OF,60.0422769345
381,206009.OF,59.09437500968
382,210003.OF,56.999921668298
383,210009.OF,39.018733071439
384,213003.OF,68.932084033552
385,217009.OF,50.123574205153
386,217010.OF,52.926185062475
387,217012.OF,46.859736439519
388,217013.OF,46.824944664501
389,217020.OF,43.346562736459
390,229002.OF,31.948629294377
391,233006.OF,72.421123576442
392,233007.OF,64.651290754368
393,233009.OF,10.817704775767
394,233011.OF,63.214339577106
395,240004.OF,31.83558850932
396,240008.OF,69.35614254417
397,240022.OF,60.639152550229
398,257010.OF,50.797568897952
399,257020.OF,57.120749843826
400,257070.OF,67.515494472297
401,260101.OF,41.020111100884
402,260103.OF,58.980914856521
403,260104.OF,72.791391427046
404,260108.OF,77.632261991657
405,260109.OF,77.57836187821
406,260116.OF,41.931251601774
407,262001.OF,
408,270005.OF,73.078902752749
409,270006.OF,77.283443801016
410,270008.OF,72.127783200711
411,270021.OF,71.227421825576
412,270025.OF,75.717406173064
413,270028.OF,44.041569560867
414,270041.OF,67.477767862904
415,270050.OF,75.353246059508
416,288002.OF,31.368719703177
417,290011.OF,84.464680375088
418,290012.OF,78.415352313945
419,320003.OF,47.098324747884
420,320005.OF,72.237507788061
421,320007.OF,78.411140444642
422,320011.OF,53.690814965052
423,320012.OF,49.716886297488
424,320015.OF,65.13335914947
425,340007.OF,65.508167148494
426,370027.OF,54.896260074301
427,375010.OF,59.434468810853
428,377010.OF,63.447299827865
429,377016.OF,
430,377240.OF,64.006225356077
431,378010.OF,38.163712285025
432,378546.OF,
433,379010.OF,45.817480333762
434,398011.OF,43.619654464007
435,398021.OF,35.734356668089
436,398061.OF,59.178146411319
437,400001.OF,56.650383204847
438,400007.OF,49.930443482399
439,400025.OF,45.012564457382
440,410003.OF,51.856905895465
441,410007.OF,49.705163326474
442,420001.OF,44.570929612833
443,420003.OF,58.397062910891
444,420005.OF,57.935765831116
445,450002.OF,53.442981422938
446,450003.OF,48.593547812742
447,450004.OF,26.17846131144
448,460001.OF,51.296460805565
449,460007.OF,61.109356216646
450,460009.OF,8.7644680251347
451,470006.OF,61.887036647716
452,470008.OF,51.326888676485
453,470009.OF,35.354496714846
454,481001.OF,46.600341655937
455,481004.OF,45.827930469947
456,481006.OF,41.485045729661
457,481008.OF,46.056970654751
458,481013.OF,46.688969313299
459,487021.OF,46.791505250708
460,519001.OF,27.762870930304
461,519002.OF,36.849080772361
462,519003.OF,34.255603652301
463,519005.OF,50.661842776422
464,519008.OF,50.026699410157
465,519011.OF,65.778530204923
466,519015.OF,66.782566830642
467,519017.OF,48.296065862443
468,519018.OF,34.011593114081
469,519020.OF,73.600563042069
470,519021.OF,52.61028809205
471,519025.OF,33.335336899362
472,519026.OF,72.252649103939
473,519029.OF,42.372682659339
474,519035.OF,73.729964510318
475,519069.OF,46.978135145989
476,519087.OF,62.407932471917
477,519089.OF,54.774193096365
478,519093.OF,46.599623837207
479,519133.OF,32.2650545699
480,519139.OF,51.715622710074
481,519181.OF,66.765612734793
482,519195.OF,73.024935818483
483,519196.OF,64.218801332805
484,519224.OF,23.775241174214
485,519621.OF,54.12041063988
486,519651.OF,58.539553435949
487,519664.OF,69.160030793374
488,519668.OF,44.323945606231
489,519672.OF,59.541975550709
490,519674.OF,85.471933378107
491,519688.OF,54.610449538575
492,519690.OF,51.189685231891
493,519692.OF,70.541657137788
494,519694.OF,70.438661946173
495,519696.OF,
496,519704.OF,52.042161490405
497,519710.OF,80.730143229499
498,519712.OF,75.087623072013
499,519727.OF,81.448978535374
500,519736.OF,75.924714727446
501,519756.OF,47.076845646454
502,519767.OF,44.571375123651
503,519773.OF,59.781199613915
504,519908.OF,44.564213187103
505,519915.OF,64.176154062011
506,519929.OF,58.054970457408
507,519983.OF,20.149078790202
508,519991.OF,53.524904059437
509,519995.OF,27.172620596549
510,530001.OF,42.492932995748
511,530003.OF,75.046744404195
512,530006.OF,82.695411901611
513,550001.OF,44.235408096843
514,550002.OF,45.590256930025
515,550003.OF,46.285430795955
516,550008.OF,39.510905792487
