,time,thscode,close
0,2022-06-30,930609.CSI,1347.1847
1,2022-07-01,930609.CSI,1347.535
2,2022-07-04,930609.CSI,1347.1622
3,2022-07-05,930609.CSI,1346.9877
4,2022-07-06,930609.CSI,1347.1708
5,2022-07-07,930609.CSI,1347.4094
6,2022-07-08,930609.CSI,1347.6755
7,2022-07-11,930609.CSI,1348.2681
8,2022-07-12,930609.CSI,1348.8131
9,2022-07-13,930609.CSI,1349.2777
10,2022-07-14,930609.CSI,1349.8586
11,2022-07-15,930609.CSI,1350.2974
12,2022-07-18,930609.CSI,1351.0203
13,2022-07-19,930609.CSI,1351.2563
14,2022-07-20,930609.CSI,1351.7635
15,2022-07-21,930609.CSI,1352.3289
16,2022-07-22,930609.CSI,1352.2528
17,2022-07-25,930609.CSI,1352.7658
18,2022-07-26,930609.CSI,1353.4837
19,2022-07-27,930609.CSI,1353.8278
20,2022-07-28,930609.CSI,1353.6371
21,2022-07-29,930609.CSI,1354.4781
22,2022-08-01,930609.CSI,1355.646
23,2022-08-02,930609.CSI,1356.2367
24,2022-08-03,930609.CSI,1356.7493
25,2022-08-04,930609.CSI,1357.3874
26,2022-08-05,930609.CSI,1357.2887
27,2022-08-08,930609.CSI,1357.3698
28,2022-08-09,930609.CSI,1356.7716
29,2022-08-10,930609.CSI,1356.6981
30,2022-08-11,930609.CSI,1356.4683
31,2022-08-12,930609.CSI,1356.4472
32,2022-08-15,930609.CSI,1358.3028
33,2022-08-16,930609.CSI,1359.0635
34,2022-08-17,930609.CSI,1359.1032
35,2022-08-18,930609.CSI,1359.5625
36,2022-08-19,930609.CSI,1359.6101
37,2022-08-22,930609.CSI,1359.7017
38,2022-08-23,930609.CSI,1359.4159
39,2022-08-24,930609.CSI,1359.3134
40,2022-08-25,930609.CSI,1358.7082
41,2022-08-26,930609.CSI,1358.4444
42,2022-08-29,930609.CSI,1358.9651
43,2022-08-30,930609.CSI,1359.3515
44,2022-08-31,930609.CSI,1359.5962
45,2022-09-01,930609.CSI,1359.9727
46,2022-09-02,930609.CSI,1360.2687
47,2022-09-05,930609.CSI,1360.8474
48,2022-09-06,930609.CSI,1361.1645
49,2022-09-07,930609.CSI,1361.2659
50,2022-09-08,930609.CSI,1361.3165
51,2022-09-09,930609.CSI,1361.2518
52,2022-09-13,930609.CSI,1361.3603
53,2022-09-14,930609.CSI,1361.2205
54,2022-09-15,930609.CSI,1361.3451
55,2022-09-16,930609.CSI,1361.2059
56,2022-09-19,930609.CSI,1361.3038
57,2022-09-20,930609.CSI,1361.4697
58,2022-09-21,930609.CSI,1361.7819
59,2022-09-22,930609.CSI,1361.8573
60,2022-09-23,930609.CSI,1361.7115
61,2022-09-26,930609.CSI,1361.1769
62,2022-09-27,930609.CSI,1360.7399
63,2022-09-28,930609.CSI,1360.3213
64,2022-09-29,930609.CSI,1360.1326
65,2022-09-30,930609.CSI,1359.9762
66,2022-10-10,930609.CSI,1361.5773
67,2022-10-11,930609.CSI,1361.6938
68,2022-10-12,930609.CSI,1361.8441
69,2022-10-13,930609.CSI,1362.0666
70,2022-10-14,930609.CSI,1362.5435
71,2022-10-17,930609.CSI,1362.9286
72,2022-10-18,930609.CSI,1363.0873
73,2022-10-19,930609.CSI,1363.3711
74,2022-10-20,930609.CSI,1363.3484
75,2022-10-21,930609.CSI,1363.3021
76,2022-10-24,930609.CSI,1363.5094
77,2022-10-25,930609.CSI,1363.1552
78,2022-10-26,930609.CSI,1363.3826
79,2022-10-27,930609.CSI,1363.6011
80,2022-10-28,930609.CSI,1363.9104
81,2022-10-31,930609.CSI,1364.3482
82,2022-11-01,930609.CSI,1364.1497
83,2022-11-02,930609.CSI,1363.9393
84,2022-11-03,930609.CSI,1364.0004
85,2022-11-04,930609.CSI,1363.6027
86,2022-11-07,930609.CSI,1363.667
87,2022-11-08,930609.CSI,1363.2725
88,2022-11-09,930609.CSI,1362.9261
89,2022-11-10,930609.CSI,1362.3277
90,2022-11-11,930609.CSI,1361.2872
91,2022-11-14,930609.CSI,1357.7326
92,2022-11-15,930609.CSI,1356.3796
93,2022-11-16,930609.CSI,1354.5484
94,2022-11-17,930609.CSI,1354.3434
95,2022-11-18,930609.CSI,1354.4448
96,2022-11-21,930609.CSI,1355.1959
97,2022-11-22,930609.CSI,1355.1747
98,2022-11-23,930609.CSI,1355.899
99,2022-11-24,930609.CSI,1357.0986
100,2022-11-25,930609.CSI,1356.8083
101,2022-11-28,930609.CSI,1356.5429
102,2022-11-29,930609.CSI,1354.7804
103,2022-11-30,930609.CSI,1354.2524
104,2022-12-01,930609.CSI,1354.0018
105,2022-12-02,930609.CSI,1354.0028
106,2022-12-05,930609.CSI,1353.7426
107,2022-12-06,930609.CSI,1352.3363
108,2022-12-07,930609.CSI,1351.0714
109,2022-12-08,930609.CSI,1350.5081
110,2022-12-09,930609.CSI,1349.7362
111,2022-12-12,930609.CSI,1348.8083
112,2022-12-13,930609.CSI,1346.4609
113,2022-12-14,930609.CSI,1347.1478
114,2022-12-15,930609.CSI,1347.4919
115,2022-12-16,930609.CSI,1347.3852
116,2022-12-19,930609.CSI,1348.3097
117,2022-12-20,930609.CSI,1348.4953
118,2022-12-21,930609.CSI,1348.8283
119,2022-12-22,930609.CSI,1349.4958
120,2022-12-23,930609.CSI,1350.5183
121,2022-12-26,930609.CSI,1350.9251
122,2022-12-27,930609.CSI,1350.7256
123,2022-12-28,930609.CSI,1350.9838
124,2022-12-29,930609.CSI,1351.7725
125,2022-12-30,930609.CSI,1352.4619
