,time,thscode,close
0,2023-06-30,930609.CSI,1380.4349
1,2023-07-03,930609.CSI,1380.7364
2,2023-07-04,930609.CSI,1380.9678
3,2023-07-05,930609.CSI,1381.3293
4,2023-07-06,930609.CSI,1381.6688
5,2023-07-07,930609.CSI,1382.0173
6,2023-07-10,930609.CSI,1382.3531
7,2023-07-11,930609.CSI,1382.6844
8,2023-07-12,930609.CSI,1382.705
9,2023-07-13,930609.CSI,1382.6577
10,2023-07-14,930609.CSI,1382.7277
11,2023-07-17,930609.CSI,1383.2195
12,2023-07-18,930609.CSI,1383.6422
13,2023-07-19,930609.CSI,1383.8562
14,2023-07-20,930609.CSI,1384.0509
15,2023-07-21,930609.CSI,1384.4382
16,2023-07-24,930609.CSI,1384.9135
17,2023-07-25,930609.CSI,1383.3572
18,2023-07-26,930609.CSI,1383.5891
19,2023-07-27,930609.CSI,1384.1194
20,2023-07-28,930609.CSI,1383.9243
21,2023-07-31,930609.CSI,1383.7089
22,2023-08-01,930609.CSI,1383.951
23,2023-08-02,930609.CSI,1384.2921
24,2023-08-03,930609.CSI,1384.861
25,2023-08-04,930609.CSI,1385.1545
26,2023-08-07,930609.CSI,1385.5894
27,2023-08-08,930609.CSI,1385.9243
28,2023-08-09,930609.CSI,1386.1488
29,2023-08-10,930609.CSI,1386.2719
30,2023-08-11,930609.CSI,1386.6365
31,2023-08-14,930609.CSI,1387.3181
32,2023-08-15,930609.CSI,1388.1048
33,2023-08-16,930609.CSI,1388.55
34,2023-08-17,930609.CSI,1388.6166
35,2023-08-18,930609.CSI,1388.8378
36,2023-08-21,930609.CSI,1389.4894
37,2023-08-22,930609.CSI,1389.47
38,2023-08-23,930609.CSI,1389.6095
39,2023-08-24,930609.CSI,1389.7132
40,2023-08-25,930609.CSI,1389.4942
41,2023-08-28,930609.CSI,1389.0385
42,2023-08-29,930609.CSI,1388.5638
43,2023-08-30,930609.CSI,1388.8888
44,2023-08-31,930609.CSI,1389.1736
45,2023-09-01,930609.CSI,1388.7356
46,2023-09-04,930609.CSI,1387.9914
47,2023-09-05,930609.CSI,1388.046
48,2023-09-06,930609.CSI,1387.2626
49,2023-09-07,930609.CSI,1386.2653
50,2023-09-08,930609.CSI,1385.5929
51,2023-09-11,930609.CSI,1385.0425
52,2023-09-12,930609.CSI,1385.4331
53,2023-09-13,930609.CSI,1386.2957
54,2023-09-14,930609.CSI,1386.7895
55,2023-09-15,930609.CSI,1386.7985
56,2023-09-18,930609.CSI,1386.5139
57,2023-09-19,930609.CSI,1386.373
58,2023-09-20,930609.CSI,1386.5282
59,2023-09-21,930609.CSI,1387.0322
60,2023-09-22,930609.CSI,1386.9391
