,jydm,jydm_mc,p00475_f001,p00475_f002,p00475_f009
65,000017.OF,财通可持续混合,2018/12/31,300347.SZ,5.29864954258678914500
66,000017.OF,财通可持续混合,2018/12/31,603799.SH,0.004138621618822227102100
67,000017.OF,财通可持续混合,2018/12/31,002475.SZ,0.004667594720145496518600
68,000017.OF,财通可持续混合,2018/12/31,000418.SZ,0.005037894528369462315200
69,000020.OF,景顺长城品质投资混合A,2018/12/31,600867.SH,2.66509071451289293800
70,000020.OF,景顺长城品质投资混合A,2018/12/31,002739.SZ,2.64692901722183755900
71,000020.OF,景顺长城品质投资混合A,2018/12/31,002741.SZ,2.64585690774373301400
72,000020.OF,景顺长城品质投资混合A,2018/12/31,002384.SZ,2.63928229861585683800
73,000020.OF,景顺长城品质投资混合A,2018/12/31,300760.SZ,2.58496051100603315600
74,000020.OF,景顺长城品质投资混合A,2018/12/31,002376.SZ,2.54635325099266924700
75,000020.OF,景顺长城品质投资混合A,2018/12/31,002916.SZ,2.28519443660958800900
76,000020.OF,景顺长城品质投资混合A,2018/12/31,300481.SZ,2.24807158738450179100
77,000020.OF,景顺长城品质投资混合A,2018/12/31,300724.SZ,2.10155697190677625800
78,000020.OF,景顺长城品质投资混合A,2018/12/31,600845.SH,2.06482975543914014900
79,000020.OF,景顺长城品质投资混合A,2018/12/31,300326.SZ,1.83454771393152049900
80,000020.OF,景顺长城品质投资混合A,2018/12/31,300365.SZ,1.81669253940905866300
81,000020.OF,景顺长城品质投资混合A,2018/12/31,300498.SZ,1.52144046612663424300
82,000020.OF,景顺长城品质投资混合A,2018/12/31,300285.SZ,1.49062537436101690300
83,000020.OF,景顺长城品质投资混合A,2018/12/31,603659.SH,1.48477573254032847900
84,000020.OF,景顺长城品质投资混合A,2018/12/31,300073.SZ,1.42574393280596736600
85,000020.OF,景顺长城品质投资混合A,2018/12/31,002341.SZ,1.39707451700888040300
86,000020.OF,景顺长城品质投资混合A,2018/12/31,002876.SZ,1.38814733892758032100
87,000020.OF,景顺长城品质投资混合A,2018/12/31,603197.SH,1.37623257228749165400
88,000020.OF,景顺长城品质投资混合A,2018/12/31,300750.SZ,1.36908840128426749200
89,000020.OF,景顺长城品质投资混合A,2018/12/31,002572.SZ,1.35315526654502938200
90,000020.OF,景顺长城品质投资混合A,2018/12/31,600741.SH,1.33495726559402936700
91,000020.OF,景顺长城品质投资混合A,2018/12/31,300616.SZ,1.31419453589546703600
92,000020.OF,景顺长城品质投资混合A,2018/12/31,300097.SZ,1.29889800771619022500
93,000020.OF,景顺长城品质投资混合A,2018/12/31,300308.SZ,1.26183198473636347300
94,000020.OF,景顺长城品质投资混合A,2018/12/31,002415.SZ,1.16678785287393401300
95,000020.OF,景顺长城品质投资混合A,2018/12/31,300036.SZ,0.84631403924395576300
96,000020.OF,景顺长城品质投资混合A,2018/12/31,002311.SZ,0.67389833414431832600
97,000020.OF,景顺长城品质投资混合A,2018/12/31,300014.SZ,0.06693077776770216100
98,000020.OF,景顺长城品质投资混合A,2018/12/31,300747.SZ,0.05869984698601197200
99,000020.OF,景顺长城品质投资混合A,2018/12/31,603185.SH,0.01825813381245731700
100,000020.OF,景顺长城品质投资混合A,2018/12/31,601860.SH,0.01386395606466920700
101,000020.OF,景顺长城品质投资混合A,2018/12/31,300753.SZ,0.01170215895980974800
102,000020.OF,景顺长城品质投资混合A,2018/12/31,603629.SH,0.01124808259048166800
103,000020.OF,景顺长城品质投资混合A,2018/12/31,600519.SH,4.55028236583469174700
104,000020.OF,景顺长城品质投资混合A,2018/12/31,002821.SZ,4.32132641289413818500
105,000020.OF,景顺长城品质投资混合A,2018/12/31,300203.SZ,3.81649154961879163600
106,000020.OF,景顺长城品质投资混合A,2018/12/31,300482.SZ,3.61375107748822432500
107,000020.OF,景顺长城品质投资混合A,2018/12/31,601318.SH,3.55597675127009494100
108,000020.OF,景顺长城品质投资混合A,2018/12/31,002382.SZ,3.47586442450264586700
109,000020.OF,景顺长城品质投资混合A,2018/12/31,002223.SZ,3.39376402239354053200
110,000020.OF,景顺长城品质投资混合A,2018/12/31,002841.SZ,3.36492710270936152000
111,000020.OF,景顺长城品质投资混合A,2018/12/31,300413.SZ,3.27712780011314185100
112,000020.OF,景顺长城品质投资混合A,2018/12/31,600406.SH,3.08099825459404166400
113,000020.OF,景顺长城品质投资混合A,2018/12/31,000568.SZ,3.04541598439692815100
114,000020.OF,景顺长城品质投资混合A,2018/12/31,002304.SZ,2.95133300513311514900
115,000020.OF,景顺长城品质投资混合A,2018/12/31,002179.SZ,2.93156428407572369400
116,000020.OF,景顺长城品质投资混合A,2018/12/31,002439.SZ,2.86601567187871697400
117,000020.OF,景顺长城品质投资混合A,2018/12/31,600660.SH,2.79192701005064912400
118,000021.OF,华夏优势增长混合,2018/12/31,600048.SH,2.97253509518120622700
119,000021.OF,华夏优势增长混合,2018/12/31,600498.SH,2.79272781889229188900
120,000021.OF,华夏优势增长混合,2018/12/31,600104.SH,2.42728566859580692300
121,000021.OF,华夏优势增长混合,2018/12/31,600703.SH,2.39591001638631713300
122,000021.OF,华夏优势增长混合,2018/12/31,000895.SZ,2.27706791632994718100
123,000021.OF,华夏优势增长混合,2018/12/31,600867.SH,2.17415625358664896200
124,000021.OF,华夏优势增长混合,2018/12/31,603019.SH,0.24995710797125105000
125,000021.OF,华夏优势增长混合,2018/12/31,600886.SH,0.22591922251171928700
126,000021.OF,华夏优势增长混合,2018/12/31,000625.SZ,0.22017344791684606100
127,000021.OF,华夏优势增长混合,2018/12/31,601111.SH,0.22002835038612532900
128,000021.OF,华夏优势增长混合,2018/12/31,000338.SZ,0.21766256535628153100
129,000021.OF,华夏优势增长混合,2018/12/31,601398.SH,0.21749719979495587400
130,000021.OF,华夏优势增长混合,2018/12/31,300394.SZ,0.21409880967969432800
131,000021.OF,华夏优势增长混合,2018/12/31,002008.SZ,0.21106909296099332000
132,000021.OF,华夏优势增长混合,2018/12/31,002439.SZ,0.20798501943181439500
133,000021.OF,华夏优势增长混合,2018/12/31,600011.SH,0.20484352059064890700
134,000021.OF,华夏优势增长混合,2018/12/31,002867.SZ,0.20455170121639407000
135,000021.OF,华夏优势增长混合,2018/12/31,601088.SH,0.20245021201451405100
136,000021.OF,华夏优势增长混合,2018/12/31,002415.SZ,0.20064246312345156400
137,000021.OF,华夏优势增长混合,2018/12/31,300496.SZ,0.19942238369382537100
138,000021.OF,华夏优势增长混合,2018/12/31,300474.SZ,0.19592390848391047100
139,000021.OF,华夏优势增长混合,2018/12/31,300513.SZ,0.19371271788365278600
140,000021.OF,华夏优势增长混合,2018/12/31,002745.SZ,0.18656651865322561600
141,000021.OF,华夏优势增长混合,2018/12/31,601800.SH,0.18453326598721412100
142,000021.OF,华夏优势增长混合,2018/12/31,601888.SH,0.58699211340586673600
143,000021.OF,华夏优势增长混合,2018/12/31,600754.SH,0.58410425314585176500
144,000021.OF,华夏优势增长混合,2018/12/31,600406.SH,0.57796042284343727000
145,000021.OF,华夏优势增长混合,2018/12/31,002463.SZ,0.57673357423324381100
146,000021.OF,华夏优势增长混合,2018/12/31,600887.SH,0.55311026709229286900
147,000021.OF,华夏优势增长混合,2018/12/31,603444.SH,0.54259671284162982500
148,000021.OF,华夏优势增长混合,2018/12/31,600362.SH,0.53506798954152862300
149,000021.OF,华夏优势增长混合,2018/12/31,300284.SZ,0.51191434499865532000
150,000021.OF,华夏优势增长混合,2018/12/31,600036.SH,0.49898338795635675100
151,000021.OF,华夏优势增长混合,2018/12/31,300424.SZ,0.45929206353883903200
152,000021.OF,华夏优势增长混合,2018/12/31,600028.SH,0.44846068202492706500
153,000021.OF,华夏优势增长混合,2018/12/31,300078.SZ,0.44784869813172958500
154,000021.OF,华夏优势增长混合,2018/12/31,300274.SZ,0.43488586493098292800
155,000021.OF,华夏优势增长混合,2018/12/31,002912.SZ,0.43430967576737050000
156,000021.OF,华夏优势增长混合,2018/12/31,603288.SH,0.39306336424221754900
157,000021.OF,华夏优势增长混合,2018/12/31,600372.SH,0.39267272732415978700
158,000021.OF,华夏优势增长混合,2018/12/31,601066.SH,0.37956800047781238900
159,000021.OF,华夏优势增长混合,2018/12/31,000968.SZ,0.36872342893956847200
160,000021.OF,华夏优势增长混合,2018/12/31,601668.SH,0.36759439498857200700
161,000021.OF,华夏优势增长混合,2018/12/31,300251.SZ,0.34124223651069948400
162,000021.OF,华夏优势增长混合,2018/12/31,601600.SH,0.32813617325960490100
163,000021.OF,华夏优势增长混合,2018/12/31,600489.SH,0.32178075522297839700
164,000021.OF,华夏优势增长混合,2018/12/31,600276.SH,0.32075997441434552900
165,000021.OF,华夏优势增长混合,2018/12/31,601717.SH,0.31664300527697772900
166,000021.OF,华夏优势增长混合,2018/12/31,000960.SZ,0.31446428785946279700
167,000021.OF,华夏优势增长混合,2018/12/31,002202.SZ,0.31234794568090889500
168,000021.OF,华夏优势增长混合,2018/12/31,601012.SH,0.31150176905772353300
169,000021.OF,华夏优势增长混合,2018/12/31,600438.SH,0.31052967986553160000
170,000021.OF,华夏优势增长混合,2018/12/31,600585.SH,0.30853099940928425300
171,000021.OF,华夏优势增长混合,2018/12/31,600176.SH,0.30298895797498284000
172,000021.OF,华夏优势增长混合,2018/12/31,300604.SZ,0.30065969165746974300
173,000021.OF,华夏优势增长混合,2018/12/31,601225.SH,0.29964727790464534100
174,000021.OF,华夏优势增长混合,2018/12/31,002110.SZ,0.29911001675870457300
175,000021.OF,华夏优势增长混合,2018/12/31,600809.SH,0.29581101186874073400
176,000021.OF,华夏优势增长混合,2018/12/31,300457.SZ,0.28765738135101399600
177,000021.OF,华夏优势增长混合,2018/12/31,002271.SZ,0.28514243466740416600
178,000021.OF,华夏优势增长混合,2018/12/31,600019.SH,0.28488976701335475600
179,000021.OF,华夏优势增长混合,2018/12/31,002353.SZ,0.28234455512006274100
180,000021.OF,华夏优势增长混合,2018/12/31,601699.SH,0.27124351327521812900
181,000021.OF,华夏优势增长混合,2018/12/31,600426.SH,0.26302835003456662900
182,000021.OF,华夏优势增长混合,2018/12/31,000539.SZ,0.25453337269213158500
183,000021.OF,华夏优势增长混合,2018/12/31,601155.SH,0.09126174378055485600
184,000021.OF,华夏优势增长混合,2018/12/31,300559.SZ,0.11069411468660898800
185,000021.OF,华夏优势增长混合,2018/12/31,300451.SZ,0.10878778270361987500
186,000021.OF,华夏优势增长混合,2018/12/31,603666.SH,0.10777813763280431700
187,000021.OF,华夏优势增长混合,2018/12/31,600588.SH,0.10080471955743582800
188,000021.OF,华夏优势增长混合,2018/12/31,601996.SH,0.06341470038384683100
189,000021.OF,华夏优势增长混合,2018/12/31,603678.SH,0.06447148858473321600
190,000021.OF,华夏优势增长混合,2018/12/31,002458.SZ,0.06670402825082719100
191,000021.OF,华夏优势增长混合,2018/12/31,000650.SZ,0.06826773801414274900
192,000021.OF,华夏优势增长混合,2018/12/31,600760.SH,0.06846370259581461800
193,000021.OF,华夏优势增长混合,2018/12/31,601021.SH,0.07374740420948313200
194,000021.OF,华夏优势增长混合,2018/12/31,002299.SZ,0.07640342148768309900
195,000021.OF,华夏优势增长混合,2018/12/31,300365.SZ,0.07802424802780228400
196,000021.OF,华夏优势增长混合,2018/12/31,300595.SZ,0.07833377098816130600
197,000021.OF,华夏优势增长混合,2018/12/31,603568.SH,0.07966134384310459800
198,000021.OF,华夏优势增长混合,2018/12/31,002701.SZ,0.08041147363815527600
199,000021.OF,华夏优势增长混合,2018/12/31,600323.SH,0.08152068957831929300
200,000021.OF,华夏优势增长混合,2018/12/31,002616.SZ,0.08822595513593728800
201,000021.OF,华夏优势增长混合,2018/12/31,002410.SZ,1.06773533248276925700
202,000021.OF,华夏优势增长混合,2018/12/31,300413.SZ,1.08831133669011454300
203,000021.OF,华夏优势增长混合,2018/12/31,300747.SZ,1.09054346061812303500
204,000021.OF,华夏优势增长混合,2018/12/31,002475.SZ,1.10105706890602150700
205,000021.OF,华夏优势增长混合,2018/12/31,300170.SZ,1.11935247081263137500
206,000021.OF,华夏优势增长混合,2018/12/31,600519.SH,1.15106143166279792000
207,000021.OF,华夏优势增长混合,2018/12/31,002555.SZ,1.17440557779715481300
208,000021.OF,华夏优势增长混合,2018/12/31,300750.SZ,1.17665905834459164300
209,000021.OF,华夏优势增长混合,2018/12/31,601336.SH,1.22726635869651817400
210,000021.OF,华夏优势增长混合,2018/12/31,300454.SZ,0.59377387941957797100
211,000021.OF,华夏优势增长混合,2018/12/31,600038.SH,1.24810326310167830400
212,000021.OF,华夏优势增长混合,2018/12/31,000776.SZ,1.26103536015533077800
213,000021.OF,华夏优势增长混合,2018/12/31,300059.SZ,1.26179094596802322700
214,000021.OF,华夏优势增长混合,2018/12/31,600837.SH,1.34656142326417245500
215,000021.OF,华夏优势增长混合,2018/12/31,601688.SH,1.42361271053146942400
216,000021.OF,华夏优势增长混合,2018/12/31,300036.SZ,1.45197818455018483100
217,000021.OF,华夏优势增长混合,2018/12/31,600201.SH,1.48186812742151963200
218,000021.OF,华夏优势增长混合,2018/12/31,300271.SZ,1.49150055719329009600
219,000021.OF,华夏优势增长混合,2018/12/31,002281.SZ,1.56072188129485445200
220,000021.OF,华夏优势增长混合,2018/12/31,002916.SZ,1.56717472294702801300
221,000021.OF,华夏优势增长混合,2018/12/31,002376.SZ,1.58655647403700923900
222,000021.OF,华夏优势增长混合,2018/12/31,601933.SH,1.62808856613009637500
223,000021.OF,华夏优势增长混合,2018/12/31,600116.SH,1.69985524157588288800
224,000021.OF,华夏优势增长混合,2018/12/31,300450.SZ,1.81918200450204932500
225,000021.OF,华夏优势增长混合,2018/12/31,002832.SZ,1.95661840094032924500
226,000021.OF,华夏优势增长混合,2018/12/31,002373.SZ,1.99082856471337190100
227,000021.OF,华夏优势增长混合,2018/12/31,002153.SZ,0.16786843940283138600
228,000021.OF,华夏优势增长混合,2018/12/31,300098.SZ,0.11797351134452874500
229,000021.OF,华夏优势增长混合,2018/12/31,600523.SH,0.11698157131243122700
230,000021.OF,华夏优势增长混合,2018/12/31,300174.SZ,0.11201207123782796700
231,000021.OF,华夏优势增长混合,2018/12/31,002190.SZ,0.11113018936607106000
232,000021.OF,华夏优势增长混合,2018/12/31,000963.SZ,0.06280468972131084800
233,000021.OF,华夏优势增长混合,2018/12/31,300145.SZ,0.06247953663586517800
234,000021.OF,华夏优势增长混合,2018/12/31,002387.SZ,0.05541100140522961200
235,000021.OF,华夏优势增长混合,2018/12/31,600416.SH,0.05372765436476383300
236,000021.OF,华夏优势增长混合,2018/12/31,002529.SZ,0.04904006945262491000
237,000021.OF,华夏优势增长混合,2018/12/31,001979.SZ,0.04269362856962623900
238,000021.OF,华夏优势增长混合,2018/12/31,603989.SH,0.03580890709628291300
239,000021.OF,华夏优势增长混合,2018/12/31,300602.SZ,0.01407423038587629700
240,000021.OF,华夏优势增长混合,2018/12/31,601808.SH,0.007840163710749664189500
241,000021.OF,华夏优势增长混合,2018/12/31,002624.SZ,0.005744652014885589958300
242,000021.OF,华夏优势增长混合,2018/12/31,603185.SH,0.001918597854386107254900
243,000021.OF,华夏优势增长混合,2018/12/31,601860.SH,0.001456849677639516610300
244,000021.OF,华夏优势增长混合,2018/12/31,600570.SH,0.60390393199144213800
245,000021.OF,华夏优势增长混合,2018/12/31,300003.SZ,0.63387210363883561500
246,000021.OF,华夏优势增长混合,2018/12/31,601766.SH,0.67462548343508025600
247,000021.OF,华夏优势增长混合,2018/12/31,002557.SZ,0.67491204115142720600
248,000021.OF,华夏优势增长混合,2018/12/31,300124.SZ,0.68408236104560102700
249,000021.OF,华夏优势增长混合,2018/12/31,603039.SH,0.69829815330007343700
250,000021.OF,华夏优势增长混合,2018/12/31,002594.SZ,0.74093678300389756700
251,000021.OF,华夏优势增长混合,2018/12/31,300073.SZ,0.80445996662414272900
252,000021.OF,华夏优势增长混合,2018/12/31,600690.SH,0.82039439049067987100
253,000021.OF,华夏优势增长混合,2018/12/31,600563.SH,0.82478595448824791400
254,000021.OF,华夏优势增长混合,2018/12/31,300015.SZ,0.92819817402110545000
255,000021.OF,华夏优势增长混合,2018/12/31,002180.SZ,0.96860639359074796800
256,000021.OF,华夏优势增长混合,2018/12/31,002371.SZ,0.98892848699710619200
257,000021.OF,华夏优势增长混合,2018/12/31,002456.SZ,1.00169441577501638300
258,000021.OF,华夏优势增长混合,2018/12/31,601318.SH,1.02679462999520270000
259,000021.OF,华夏优势增长混合,2018/12/31,300166.SZ,1.03797384280207453400
260,000021.OF,华夏优势增长混合,2018/12/31,300760.SZ,1.05357684061549182500
261,000021.OF,华夏优势增长混合,2018/12/31,603659.SH,3.41044229553946591100
262,000021.OF,华夏优势增长混合,2018/12/31,000063.SZ,3.37501250235656953900
263,000021.OF,华夏优势增长混合,2018/12/31,000002.SZ,3.27738655890758531300
264,000021.OF,华夏优势增长混合,2018/12/31,002230.SZ,3.19593465989205908400
265,000031.OF,华夏复兴混合A,2018/12/31,300136.SZ,0.06568454696266292200
266,000031.OF,华夏复兴混合A,2018/12/31,300226.SZ,0.07778531158541584700
267,000031.OF,华夏复兴混合A,2018/12/31,600519.SH,0.22310337624402547300
268,000031.OF,华夏复兴混合A,2018/12/31,000333.SZ,0.30362704287244196000
269,000031.OF,华夏复兴混合A,2018/12/31,002458.SZ,0.37526017014300419600
270,000031.OF,华夏复兴混合A,2018/12/31,600383.SH,0.38447413329790129100
271,000031.OF,华夏复兴混合A,2018/12/31,300168.SZ,0.60742497994345661300
272,000031.OF,华夏复兴混合A,2018/12/31,002281.SZ,0.94714320237125687400
273,000031.OF,华夏复兴混合A,2018/12/31,002180.SZ,1.19049393975284937100
274,000031.OF,华夏复兴混合A,2018/12/31,300496.SZ,1.20946791564698755100
275,000031.OF,华夏复兴混合A,2018/12/31,300078.SZ,1.23786630955075787200
276,000031.OF,华夏复兴混合A,2018/12/31,300271.SZ,1.24269355926714411500
277,000031.OF,华夏复兴混合A,2018/12/31,002821.SZ,1.25113849625054296300
278,000031.OF,华夏复兴混合A,2018/12/31,300253.SZ,1.26105212287870927200
279,000031.OF,华夏复兴混合A,2018/12/31,300724.SZ,1.26464783048479537700
280,000031.OF,华夏复兴混合A,2018/12/31,601766.SH,1.26651801739521329700
281,000031.OF,华夏复兴混合A,2018/12/31,300036.SZ,1.29108453110867130800
282,000031.OF,华夏复兴混合A,2018/12/31,300193.SZ,1.30197748158651334700
283,000031.OF,华夏复兴混合A,2018/12/31,000975.SZ,1.33478378270693320400
284,000031.OF,华夏复兴混合A,2018/12/31,300451.SZ,1.59679024762241500600
285,000031.OF,华夏复兴混合A,2018/12/31,000902.SZ,2.04647296651474229000
286,000031.OF,华夏复兴混合A,2018/12/31,002867.SZ,2.42036493636440840700
287,000031.OF,华夏复兴混合A,2018/12/31,000966.SZ,2.49895453064552085400
288,000031.OF,华夏复兴混合A,2018/12/31,000063.SZ,2.52306780639291545900
289,000031.OF,华夏复兴混合A,2018/12/31,300001.SZ,2.70612604568134778500
290,000031.OF,华夏复兴混合A,2018/12/31,300662.SZ,2.71080841619735918900
291,000031.OF,华夏复兴混合A,2018/12/31,600867.SH,2.72183162959468323900
292,000031.OF,华夏复兴混合A,2018/12/31,600498.SH,2.73450205331527095200
293,000031.OF,华夏复兴混合A,2018/12/31,600201.SH,3.09539722004464798500
294,000031.OF,华夏复兴混合A,2018/12/31,603885.SH,3.14961711185846463200
295,000031.OF,华夏复兴混合A,2018/12/31,002146.SZ,3.17739757409889866900
296,000031.OF,华夏复兴混合A,2018/12/31,603659.SH,3.34177862669749204800
297,000031.OF,华夏复兴混合A,2018/12/31,600048.SH,3.34701499788153113400
298,000031.OF,华夏复兴混合A,2018/12/31,000002.SZ,3.35327301668973184200
299,000031.OF,华夏复兴混合A,2018/12/31,300750.SZ,3.81712721137282447600
300,000031.OF,华夏复兴混合A,2018/12/31,600011.SH,4.00304154119651743300
301,000031.OF,华夏复兴混合A,2018/12/31,002916.SZ,4.14621661169400449600
302,000031.OF,华夏复兴混合A,2018/12/31,300450.SZ,4.23593750217393758400
303,000031.OF,华夏复兴混合A,2018/12/31,600132.SH,4.28368158541879885600
304,000031.OF,华夏复兴混合A,2018/12/31,603305.SH,4.67514499120831917300
305,000031.OF,华夏复兴混合A,2018/12/31,002475.SZ,5.02502180106820874900
306,000031.OF,华夏复兴混合A,2018/12/31,002384.SZ,5.08280962237896358800
307,000031.OF,华夏复兴混合A,2018/12/31,002376.SZ,6.27384768117800426900
308,000031.OF,华夏复兴混合A,2018/12/31,603629.SH,0.004633771068828598356900
309,000031.OF,华夏复兴混合A,2018/12/31,601860.SH,0.005711408855260188842000
310,000031.OF,华夏复兴混合A,2018/12/31,603185.SH,0.007521638603770510013400
311,000031.OF,华夏复兴混合A,2018/12/31,002410.SZ,0.04906266244339238300
312,000031.OF,华夏复兴混合A,2018/12/31,002456.SZ,0.05937537401873872300
313,000031.OF,华夏复兴混合A,2018/12/31,300413.SZ,0.07124266767171863300
314,000039.OF,农银高增长混合,2018/12/31,002712.SZ,0.05105482742470949700
315,000039.OF,农银高增长混合,2018/12/31,002555.SZ,0.70963159051288209700
316,000039.OF,农银高增长混合,2018/12/31,300725.SZ,0.74891228880754472200
317,000039.OF,农银高增长混合,2018/12/31,300427.SZ,1.05238710917389538200
318,000039.OF,农银高增长混合,2018/12/31,300528.SZ,1.09692260443969511700
319,000039.OF,农银高增长混合,2018/12/31,600271.SH,1.45392618095443644800
320,000039.OF,农银高增长混合,2018/12/31,601766.SH,1.48209380708590152100
321,000039.OF,农银高增长混合,2018/12/31,603160.SH,1.49135284554925397400
322,000039.OF,农银高增长混合,2018/12/31,601098.SH,1.49739760641133899400
323,000039.OF,农银高增长混合,2018/12/31,002912.SZ,1.51274170414252370100
324,000039.OF,农银高增长混合,2018/12/31,600011.SH,1.51675139551437343200
325,000039.OF,农银高增长混合,2018/12/31,600340.SH,1.52374029045396506500
326,000039.OF,农银高增长混合,2018/12/31,600027.SH,1.52518671537453541000
327,000039.OF,农银高增长混合,2018/12/31,601900.SH,1.60567558471075083600
328,000039.OF,农银高增长混合,2018/12/31,300365.SZ,1.61127898208131853800
329,000039.OF,农银高增长混合,2018/12/31,000802.SZ,1.64545752321147021100
330,000039.OF,农银高增长混合,2018/12/31,002624.SZ,1.65808030318454903100
