,thscode,20180331,20180630,20180930,20181231,20190331,20190630,20190930,20191231,20200331,20200630,20200930,20201231,20210331,20210630,20210930,20211231,20220331,20220630,20220930,20221231,20230331,20230630,Mean
0,519025.OF,92.582500972526,81.22740363584,87.178675387865,75.481989278146,92.137367734143,89.882702716801,86.147040180335,92.680152097426,92.752530958831,93.724947110437,92.586150533573,92.793975721885,89.871337124662,94.251319594559,93.068257058975,92.780950980979,93.441602633189,94.144369113423,93.663950977181,93.995094097924,94.054150186726,92.855425031328,90.9682678693979
1,519026.OF,93.895985944987,93.333804571505,93.858475857323,82.67667612266,88.32791523018,87.046403484911,88.594139009764,91.671595351034,92.690059642868,93.071748298128,94.086551621692,94.326937727887,91.921109755954,92.458772456895,92.421844717037,93.896688226175,91.143018863073,94.278210713761,92.538342986902,92.67501224648,92.188906614879,93.357491074729,91.83907684176474
2,519029.OF,92.668319979031,88.9439844636,88.662657581297,69.461948798477,91.921599885375,89.98163595475,92.095408148652,91.267655939568,91.517882075048,93.855105516343,93.998205579924,93.950467006943,94.039247578277,93.49423152573,92.533256155181,93.840585501423,92.991528744348,93.997736181817,93.731751452018,94.54687057595,94.823502648937,94.30573867948,91.66496908964405
3,519035.OF,91.745053074842,93.612104427857,93.973374982254,91.952014161358,93.335575218267,93.5902452888,92.064527733565,92.882523160929,85.570283127477,91.3374510783,93.352134048343,92.215966210887,92.598461460227,92.864013597885,93.444277205656,93.360596102747,93.054367703655,92.663335076403,91.296430191391,93.468347465175,93.793613727705,92.18058384693,92.47069449502968
4,519050.OF,17.918329848294,17.738472000443,19.605289705616,33.35973308672,29.229782831661,21.015912211156,20.29242642092,24.551793349488,24.168338309768,22.626974416323,19.07870609134,22.656518454913,18.585855927672,21.054398711193,22.953466411454,23.41658856397,23.627108741192,24.605404086658,22.921767230026,23.774133326455,26.794634337042,27.161749370241,23.05169924693386
5,519062.OF,59.804370525831,51.710157318948,61.206362561864,54.133932948537,67.798985134501,64.761525028511,67.650260927549,69.152893506184,51.013101387618,55.174939716421,52.06108496354,71.292816397817,57.798535534268,69.441032403425,62.556845766112,70.353545117501,60.922524869634,66.898146605592,61.673329444081,62.742741370285,71.320158083112,67.958561402539,62.61026595517592
6,519069.OF,85.336059096523,82.381577431379,79.126271708977,74.079897091372,83.650623669299,84.513024572571,86.281615881241,85.645240118581,83.324830075509,88.469781771949,89.209409919073,90.348207225817,84.277279777972,88.378318893183,85.802535232297,89.549846616463,85.351591589928,90.403470830644,85.155397340203,89.085578623825,88.974451038005,81.567432570024,85.49602004885615
7,519087.OF,86.008412751208,88.62897740337,86.134083628533,85.646334155921,84.386180771817,82.798099635521,86.851280889009,87.53837706886,88.107794043404,90.143613681997,89.455044452499,87.804191743906,88.3218322667,89.445551372183,88.698266560286,88.322324868238,88.555535367601,89.488777765342,89.55020973094,88.79443850201,88.209135016762,87.874933253942,87.7619724968204
8,519089.OF,92.109296217687,73.081720780701,63.164633751078,61.770748088594,79.582678913889,62.953841144914,65.660723986942,84.293918829134,64.127933664876,89.934943479807,77.881861291819,91.725348141945,84.463590782004,89.963085599316,90.200031953734,87.296060891632,87.197165179404,88.230882849387,81.086692057266,88.286085770061,83.87337939813,85.592065441053,80.56712219151694
9,519091.OF,70.896303357418,52.757125903457,50.659177384944,40.810754136543,72.997239964613,41.586065219562,52.047757244279,77.435546169107,47.089865015076,77.114195942628,74.223505520332,79.964924368783,76.947220487256,80.048143718916,79.898567842758,79.515177447658,78.423640226096,78.989332423217,77.870125178999,79.967942857916,77.38360198426,79.434468415101,69.36639458222359
10,519093.OF,87.714672699349,82.012041144687,76.547511959812,73.452674347031,91.53884707669,85.240369293216,92.992721060272,92.643118416652,89.996019154743,92.820324065098,92.99867545806,89.542644952169,92.072742244997,90.876017055176,94.294890631201,89.120414558549,92.58206978363,91.851644681165,90.616256042269,94.521605703566,91.352436954287,91.342724762186,89.36956463840022
11,519127.OF,21.559542835853,23.930146596886,26.704160401651,25.43511989245,31.245724751128,38.747753644354,24.759204938284,27.082790412566,29.475166134453,27.203674244733,21.258937770107,24.774619179787,12.547930179677,18.455186478499,23.472689723017,23.800124535716,24.269387359308,23.557981961158,25.269368635285,23.432310009881,22.001729759474,24.101348226437,24.68567716685018
12,519133.OF,92.990557419212,84.589459962586,90.096505589271,94.31043039041,94.199358268007,88.741833071502,92.273886293537,89.367362945262,94.449856331274,93.556643611515,91.755121543796,91.823439949013,93.015002970536,92.867089904287,94.070325703009,93.648251766405,93.63523683781,93.645298854667,94.05868399758,93.887802579254,94.306372432646,94.415313327984,92.53199244316194
