,jydm,jydm_mc,p00475_f001,p00475_f002,p00475_f009
0,000011.OF,华夏大盘精选混合A/B,2020/06/30,688277.SH,0.002823104779871115515600
1,000011.OF,华夏大盘精选混合A/B,2020/06/30,600754.SH,7.67253662797683580500
2,000011.OF,华夏大盘精选混合A/B,2020/06/30,603806.SH,7.44073858880580596900
3,000011.OF,华夏大盘精选混合A/B,2020/06/30,600690.SH,6.59237462886017257000
4,000011.OF,华夏大盘精选混合A/B,2020/06/30,600885.SH,6.14095609556143068100
5,000011.OF,华夏大盘精选混合A/B,2020/06/30,000568.SZ,5.77118377022426038000
6,000011.OF,华夏大盘精选混合A/B,2020/06/30,000596.SZ,5.68669797594882784600
7,000011.OF,华夏大盘精选混合A/B,2020/06/30,002311.SZ,5.63616536012190572300
8,000011.OF,华夏大盘精选混合A/B,2020/06/30,000961.SZ,5.54632176529957972700
9,000011.OF,华夏大盘精选混合A/B,2020/06/30,603899.SH,4.96761872436813330700
10,000011.OF,华夏大盘精选混合A/B,2020/06/30,601100.SH,4.94824487092722011300
11,000011.OF,华夏大盘精选混合A/B,2020/06/30,600309.SH,4.14638185977345720100
12,000011.OF,华夏大盘精选混合A/B,2020/06/30,000425.SZ,3.93234933145622534600
13,000011.OF,华夏大盘精选混合A/B,2020/06/30,002419.SZ,3.92988228859893305200
14,000011.OF,华夏大盘精选混合A/B,2020/06/30,601021.SH,3.67266423363085510900
15,000011.OF,华夏大盘精选混合A/B,2020/06/30,600966.SH,3.51183414068121106200
16,000011.OF,华夏大盘精选混合A/B,2020/06/30,600258.SH,3.26093684661803495500
17,000011.OF,华夏大盘精选混合A/B,2020/06/30,600383.SH,3.09930013393844245700
18,000011.OF,华夏大盘精选混合A/B,2020/06/30,600176.SH,2.91502617485041199700
19,000011.OF,华夏大盘精选混合A/B,2020/06/30,603833.SH,2.20558190837964769400
20,000011.OF,华夏大盘精选混合A/B,2020/06/30,603916.SH,1.80728379934033828900
21,000011.OF,华夏大盘精选混合A/B,2020/06/30,600009.SH,1.77665509289236615200
22,000011.OF,华夏大盘精选混合A/B,2020/06/30,603259.SH,1.72256861881901737300
23,000011.OF,华夏大盘精选混合A/B,2020/06/30,600984.SH,1.50108380013552719100
24,000011.OF,华夏大盘精选混合A/B,2020/06/30,002398.SZ,1.20959214053114079500
25,000011.OF,华夏大盘精选混合A/B,2020/06/30,600036.SH,0.53828569285668600200
26,000011.OF,华夏大盘精选混合A/B,2020/06/30,600019.SH,0.31579827653237293300
27,000011.OF,华夏大盘精选混合A/B,2020/06/30,688505.SH,0.02054862490517524800
28,000011.OF,华夏大盘精选混合A/B,2020/06/30,688555.SH,0.006236187049422477653900
29,000011.OF,华夏大盘精选混合A/B,2020/06/30,688568.SH,0.004754328777971016242100
30,000011.OF,华夏大盘精选混合A/B,2020/06/30,688516.SH,0.003946029382599159355400
31,000011.OF,华夏大盘精选混合A/B,2020/06/30,688377.SH,0.003449807617744186613600
32,000011.OF,华夏大盘精选混合A/B,2020/06/30,688027.SH,0.002725082156603749844200
33,000011.OF,华夏大盘精选混合A/B,2020/06/30,688528.SH,0.002513994442937744430300
34,000011.OF,华夏大盘精选混合A/B,2020/06/30,300837.SZ,0.000883271132463378753000
35,000011.OF,华夏大盘精选混合A/B,2020/06/30,300828.SZ,0.000756679824959949278900
36,000011.OF,华夏大盘精选混合A/B,2020/06/30,605166.SH,0.000692249179416424384600
37,000011.OF,华夏大盘精选混合A/B,2020/06/30,300838.SZ,0.000592001019424210188200
38,000011.OF,华夏大盘精选混合A/B,2020/06/30,300842.SZ,0.000493109952443237636100
39,000011.OF,华夏大盘精选混合A/B,2020/06/30,600956.SH,0.000339774144955372174400
40,000011.OF,华夏大盘精选混合A/B,2020/06/30,300839.SZ,0.000312773343623647364800
41,000011.OF,华夏大盘精选混合A/B,2020/06/30,300847.SZ,0.000262284373547443719400
