,time,thscode,close
0,2019-07-01,930609.CSI,1231.9573
1,2019-07-02,930609.CSI,1232.721
2,2019-07-03,930609.CSI,1233.4307
3,2019-07-04,930609.CSI,1233.8115
4,2019-07-05,930609.CSI,1233.6435
5,2019-07-08,930609.CSI,1233.6294
6,2019-07-09,930609.CSI,1233.7166
7,2019-07-10,930609.CSI,1233.756
8,2019-07-11,930609.CSI,1234.023
9,2019-07-12,930609.CSI,1234.2291
10,2019-07-15,930609.CSI,1234.4575
11,2019-07-16,930609.CSI,1234.5587
12,2019-07-17,930609.CSI,1234.6469
13,2019-07-18,930609.CSI,1234.8883
14,2019-07-19,930609.CSI,1235.0126
15,2019-07-22,930609.CSI,1235.5512
16,2019-07-23,930609.CSI,1235.8349
17,2019-07-24,930609.CSI,1235.9608
18,2019-07-25,930609.CSI,1236.1267
19,2019-07-26,930609.CSI,1236.0764
20,2019-07-29,930609.CSI,1236.2531
21,2019-07-30,930609.CSI,1236.4396
22,2019-07-31,930609.CSI,1236.9217
23,2019-08-01,930609.CSI,1237.2607
24,2019-08-02,930609.CSI,1238.2029
25,2019-08-05,930609.CSI,1238.788
26,2019-08-06,930609.CSI,1238.9853
27,2019-08-07,930609.CSI,1239.3154
28,2019-08-08,930609.CSI,1239.5792
29,2019-08-09,930609.CSI,1240.0486
30,2019-08-12,930609.CSI,1240.2243
31,2019-08-13,930609.CSI,1240.7626
32,2019-08-14,930609.CSI,1240.9128
33,2019-08-15,930609.CSI,1241.152
34,2019-08-16,930609.CSI,1241.2182
35,2019-08-19,930609.CSI,1241.5996
36,2019-08-20,930609.CSI,1241.5577
37,2019-08-21,930609.CSI,1241.4707
38,2019-08-22,930609.CSI,1241.5358
39,2019-08-23,930609.CSI,1241.5024
40,2019-08-26,930609.CSI,1242.1348
41,2019-08-27,930609.CSI,1241.9584
42,2019-08-28,930609.CSI,1241.814
43,2019-08-29,930609.CSI,1241.6824
44,2019-08-30,930609.CSI,1241.3772
45,2019-09-02,930609.CSI,1241.4175
46,2019-09-03,930609.CSI,1241.4714
47,2019-09-04,930609.CSI,1241.6053
48,2019-09-05,930609.CSI,1242.3901
49,2019-09-06,930609.CSI,1242.8968
50,2019-09-09,930609.CSI,1243.3428
51,2019-09-10,930609.CSI,1243.3604
52,2019-09-11,930609.CSI,1243.5677
53,2019-09-12,930609.CSI,1243.3985
54,2019-09-16,930609.CSI,1243.9863
55,2019-09-17,930609.CSI,1244.1422
56,2019-09-18,930609.CSI,1243.9316
57,2019-09-19,930609.CSI,1243.9883
58,2019-09-20,930609.CSI,1244.0036
59,2019-09-23,930609.CSI,1243.8097
60,2019-09-24,930609.CSI,1243.9462
61,2019-09-25,930609.CSI,1243.774
62,2019-09-26,930609.CSI,1243.7232
63,2019-09-27,930609.CSI,1243.7902
64,2019-09-30,930609.CSI,1244.2199
65,2019-10-08,930609.CSI,1245.2716
66,2019-10-09,930609.CSI,1245.4673
67,2019-10-10,930609.CSI,1245.4753
68,2019-10-11,930609.CSI,1245.4898
69,2019-10-14,930609.CSI,1245.5013
70,2019-10-15,930609.CSI,1245.4757
71,2019-10-16,930609.CSI,1245.5583
72,2019-10-17,930609.CSI,1245.7504
73,2019-10-18,930609.CSI,1245.6266
74,2019-10-21,930609.CSI,1245.4313
75,2019-10-22,930609.CSI,1245.1956
76,2019-10-23,930609.CSI,1245.2408
77,2019-10-24,930609.CSI,1245.2208
78,2019-10-25,930609.CSI,1245.1747
79,2019-10-28,930609.CSI,1244.5854
80,2019-10-29,930609.CSI,1244.1237
81,2019-10-30,930609.CSI,1243.0865
82,2019-10-31,930609.CSI,1242.8591
83,2019-11-01,930609.CSI,1243.2288
84,2019-11-04,930609.CSI,1243.0089
85,2019-11-05,930609.CSI,1243.5208
86,2019-11-06,930609.CSI,1243.9722
87,2019-11-07,930609.CSI,1244.1077
88,2019-11-08,930609.CSI,1244.2753
89,2019-11-11,930609.CSI,1244.705
90,2019-11-12,930609.CSI,1244.9382
91,2019-11-13,930609.CSI,1245.2789
92,2019-11-14,930609.CSI,1245.4605
93,2019-11-15,930609.CSI,1245.7779
94,2019-11-18,930609.CSI,1246.7266
95,2019-11-19,930609.CSI,1247.437
96,2019-11-20,930609.CSI,1247.8635
97,2019-11-21,930609.CSI,1248.2661
98,2019-11-22,930609.CSI,1248.4144
99,2019-11-25,930609.CSI,1248.3305
100,2019-11-26,930609.CSI,1248.5024
101,2019-11-27,930609.CSI,1248.6099
102,2019-11-28,930609.CSI,1248.7638
103,2019-11-29,930609.CSI,1249.0529
104,2019-12-02,930609.CSI,1249.1923
105,2019-12-03,930609.CSI,1249.3905
106,2019-12-04,930609.CSI,1249.4792
107,2019-12-05,930609.CSI,1249.5775
108,2019-12-06,930609.CSI,1249.6668
109,2019-12-09,930609.CSI,1249.9375
110,2019-12-10,930609.CSI,1250.1346
111,2019-12-11,930609.CSI,1250.3984
112,2019-12-12,930609.CSI,1250.6314
113,2019-12-13,930609.CSI,1250.6024
114,2019-12-16,930609.CSI,1250.8653
115,2019-12-17,930609.CSI,1250.6883
116,2019-12-18,930609.CSI,1250.8098
117,2019-12-19,930609.CSI,1251.0558
118,2019-12-20,930609.CSI,1251.631
119,2019-12-23,930609.CSI,1252.1118
120,2019-12-24,930609.CSI,1249.6431
121,2019-12-25,930609.CSI,1249.9996
122,2019-12-26,930609.CSI,1250.5699
123,2019-12-27,930609.CSI,1250.7697
124,2019-12-30,930609.CSI,1251.1588
125,2019-12-31,930609.CSI,1251.486
