,time,thscode,close
0,2019-12-31,930609.CSI,1251.486
1,2020-01-02,930609.CSI,1251.714
2,2020-01-03,930609.CSI,1251.7061
3,2020-01-06,930609.CSI,1252.267
4,2020-01-07,930609.CSI,1252.434
5,2020-01-08,930609.CSI,1252.7127
6,2020-01-09,930609.CSI,1252.9763
7,2020-01-10,930609.CSI,1253.4897
8,2020-01-13,930609.CSI,1253.9109
9,2020-01-14,930609.CSI,1253.814
10,2020-01-15,930609.CSI,1253.7698
11,2020-01-16,930609.CSI,1253.8348
12,2020-01-17,930609.CSI,1254.0721
13,2020-01-20,930609.CSI,1254.5342
14,2020-01-21,930609.CSI,1254.9484
15,2020-01-22,930609.CSI,1255.2432
16,2020-01-23,930609.CSI,1255.6108
17,2020-02-03,930609.CSI,1260.3079
18,2020-02-04,930609.CSI,1260.2865
19,2020-02-05,930609.CSI,1260.497
20,2020-02-06,930609.CSI,1260.7458
21,2020-02-07,930609.CSI,1261.6174
22,2020-02-10,930609.CSI,1262.6837
23,2020-02-11,930609.CSI,1262.7924
24,2020-02-12,930609.CSI,1263.1491
25,2020-02-13,930609.CSI,1263.629
26,2020-02-14,930609.CSI,1263.809
27,2020-02-17,930609.CSI,1263.8019
28,2020-02-18,930609.CSI,1264.0812
29,2020-02-19,930609.CSI,1264.1266
30,2020-02-20,930609.CSI,1263.9628
31,2020-02-21,930609.CSI,1264.2686
32,2020-02-24,930609.CSI,1264.9715
33,2020-02-25,930609.CSI,1265.0486
34,2020-02-26,930609.CSI,1265.3553
35,2020-02-27,930609.CSI,1265.7533
36,2020-02-28,930609.CSI,1266.5112
37,2020-03-02,930609.CSI,1266.777
38,2020-03-03,930609.CSI,1266.6735
39,2020-03-04,930609.CSI,1267.4073
40,2020-03-05,930609.CSI,1267.4119
41,2020-03-06,930609.CSI,1268.2817
42,2020-03-09,930609.CSI,1270.7772
43,2020-03-10,930609.CSI,1269.8708
44,2020-03-11,930609.CSI,1269.9107
45,2020-03-12,930609.CSI,1269.6782
46,2020-03-13,930609.CSI,1268.9771
47,2020-03-16,930609.CSI,1269.2026
48,2020-03-17,930609.CSI,1268.6856
49,2020-03-18,930609.CSI,1268.9129
50,2020-03-19,930609.CSI,1268.8725
51,2020-03-20,930609.CSI,1269.3181
52,2020-03-23,930609.CSI,1270.4739
53,2020-03-24,930609.CSI,1271.1666
54,2020-03-25,930609.CSI,1271.3605
55,2020-03-26,930609.CSI,1272.5644
56,2020-03-27,930609.CSI,1272.7909
57,2020-03-30,930609.CSI,1273.3938
58,2020-03-31,930609.CSI,1274.2219
59,2020-04-01,930609.CSI,1275.3373
60,2020-04-02,930609.CSI,1275.7348
61,2020-04-03,930609.CSI,1276.2056
62,2020-04-07,930609.CSI,1282.4696
63,2020-04-08,930609.CSI,1284.6963
64,2020-04-09,930609.CSI,1285.7379
65,2020-04-10,930609.CSI,1285.6671
66,2020-04-13,930609.CSI,1285.669
67,2020-04-14,930609.CSI,1286.4534
68,2020-04-15,930609.CSI,1287.5342
69,2020-04-16,930609.CSI,1288.5167
70,2020-04-17,930609.CSI,1288.488
71,2020-04-20,930609.CSI,1288.3634
72,2020-04-21,930609.CSI,1288.9563
73,2020-04-22,930609.CSI,1290.0558
74,2020-04-23,930609.CSI,1291.3715
75,2020-04-24,930609.CSI,1291.6555
76,2020-04-27,930609.CSI,1291.7585
77,2020-04-28,930609.CSI,1292.0838
78,2020-04-29,930609.CSI,1292.6653
79,2020-04-30,930609.CSI,1292.5135
80,2020-05-06,930609.CSI,1292.3466
81,2020-05-07,930609.CSI,1290.9582
82,2020-05-08,930609.CSI,1290.415
83,2020-05-11,930609.CSI,1288.5175
84,2020-05-12,930609.CSI,1288.3498
85,2020-05-13,930609.CSI,1288.2637
86,2020-05-14,930609.CSI,1288.3365
87,2020-05-15,930609.CSI,1288.9464
88,2020-05-18,930609.CSI,1288.4302
89,2020-05-19,930609.CSI,1287.7699
90,2020-05-20,930609.CSI,1287.5799
91,2020-05-21,930609.CSI,1287.572
92,2020-05-22,930609.CSI,1288.6887
93,2020-05-25,930609.CSI,1287.7079
94,2020-05-26,930609.CSI,1285.5954
95,2020-05-27,930609.CSI,1284.0698
96,2020-05-28,930609.CSI,1283.8114
97,2020-05-29,930609.CSI,1283.7736
98,2020-06-01,930609.CSI,1283.5925
99,2020-06-02,930609.CSI,1279.9898
100,2020-06-03,930609.CSI,1277.4107
101,2020-06-04,930609.CSI,1275.9587
102,2020-06-05,930609.CSI,1273.8176
103,2020-06-08,930609.CSI,1273.9282
104,2020-06-09,930609.CSI,1274.7051
105,2020-06-10,930609.CSI,1274.8491
106,2020-06-11,930609.CSI,1275.4519
107,2020-06-12,930609.CSI,1276.3066
108,2020-06-15,930609.CSI,1276.9765
109,2020-06-16,930609.CSI,1275.8036
110,2020-06-17,930609.CSI,1274.8645
111,2020-06-18,930609.CSI,1275.1012
112,2020-06-19,930609.CSI,1274.7333
113,2020-06-22,930609.CSI,1273.6939
114,2020-06-23,930609.CSI,1272.5241
115,2020-06-24,930609.CSI,1273.6047
116,2020-06-29,930609.CSI,1274.747
117,2020-06-30,930609.CSI,1275.1963
