,time,thscode,close
0,2020-12-31,930609.CSI,1283.2922
1,2021-01-04,930609.CSI,1283.33
2,2021-01-05,930609.CSI,1284.0766
3,2021-01-06,930609.CSI,1284.6222
4,2021-01-07,930609.CSI,1285.3723
5,2021-01-08,930609.CSI,1281.9539
6,2021-01-11,930609.CSI,1285.8689
7,2021-01-12,930609.CSI,1286.2271
8,2021-01-13,930609.CSI,1286.805
9,2021-01-14,930609.CSI,1287.1309
10,2021-01-15,930609.CSI,1286.542
11,2021-01-18,930609.CSI,1285.8897
12,2021-01-19,930609.CSI,1285.4361
13,2021-01-20,930609.CSI,1285.6872
14,2021-01-21,930609.CSI,1286.3219
15,2021-01-22,930609.CSI,1286.5186
16,2021-01-25,930609.CSI,1286.5956
17,2021-01-26,930609.CSI,1285.3747
18,2021-01-27,930609.CSI,1284.9711
19,2021-01-28,930609.CSI,1283.5821
20,2021-01-29,930609.CSI,1283.2733
21,2021-02-01,930609.CSI,1284.076
22,2021-02-02,930609.CSI,1284.5217
23,2021-02-03,930609.CSI,1284.1137
24,2021-02-04,930609.CSI,1283.5872
25,2021-02-05,930609.CSI,1283.2564
26,2021-02-08,930609.CSI,1283.4337
27,2021-02-09,930609.CSI,1283.9448
28,2021-02-10,930609.CSI,1284.2456
29,2021-02-18,930609.CSI,1284.6391
30,2021-02-19,930609.CSI,1285.168
31,2021-02-22,930609.CSI,1285.5648
32,2021-02-23,930609.CSI,1285.8047
33,2021-02-24,930609.CSI,1286.166
34,2021-02-25,930609.CSI,1286.284
35,2021-02-26,930609.CSI,1286.2678
36,2021-03-01,930609.CSI,1286.885
37,2021-03-02,930609.CSI,1287.0239
38,2021-03-03,930609.CSI,1287.2585
39,2021-03-04,930609.CSI,1287.3191
40,2021-03-05,930609.CSI,1287.6394
41,2021-03-08,930609.CSI,1288.0171
42,2021-03-09,930609.CSI,1288.1008
43,2021-03-10,930609.CSI,1288.3725
44,2021-03-11,930609.CSI,1288.5045
45,2021-03-12,930609.CSI,1288.6049
46,2021-03-15,930609.CSI,1288.7606
47,2021-03-16,930609.CSI,1289.0125
48,2021-03-17,930609.CSI,1289.2466
49,2021-03-18,930609.CSI,1289.3152
50,2021-03-19,930609.CSI,1289.615
51,2021-03-22,930609.CSI,1290.1272
52,2021-03-23,930609.CSI,1290.4061
53,2021-03-24,930609.CSI,1290.8385
54,2021-03-25,930609.CSI,1291.029
55,2021-03-26,930609.CSI,1290.9895
56,2021-03-29,930609.CSI,1291.3155
57,2021-03-30,930609.CSI,1291.4995
58,2021-03-31,930609.CSI,1291.7412
59,2021-04-01,930609.CSI,1291.942
60,2021-04-02,930609.CSI,1292.241
61,2021-04-06,930609.CSI,1292.6756
62,2021-04-07,930609.CSI,1292.7007
63,2021-04-08,930609.CSI,1292.7681
64,2021-04-09,930609.CSI,1293.0649
65,2021-04-12,930609.CSI,1293.5412
66,2021-04-13,930609.CSI,1294.2685
67,2021-04-14,930609.CSI,1294.5387
68,2021-04-15,930609.CSI,1294.7088
69,2021-04-16,930609.CSI,1294.9009
70,2021-04-19,930609.CSI,1295.4614
71,2021-04-20,930609.CSI,1295.9096
72,2021-04-21,930609.CSI,1296.2638
73,2021-04-22,930609.CSI,1296.3996
74,2021-04-23,930609.CSI,1296.5419
75,2021-04-26,930609.CSI,1296.341
76,2021-04-27,930609.CSI,1296.2778
77,2021-04-28,930609.CSI,1296.5383
78,2021-04-29,930609.CSI,1296.856
79,2021-04-30,930609.CSI,1297.1247
80,2021-05-06,930609.CSI,1298.0392
81,2021-05-07,930609.CSI,1298.15
82,2021-05-10,930609.CSI,1298.8238
83,2021-05-11,930609.CSI,1299.1983
84,2021-05-12,930609.CSI,1299.5901
85,2021-05-13,930609.CSI,1299.5536
86,2021-05-14,930609.CSI,1299.8505
87,2021-05-17,930609.CSI,1299.9774
88,2021-05-18,930609.CSI,1300.1098
89,2021-05-19,930609.CSI,1300.5002
90,2021-05-20,930609.CSI,1300.9494
91,2021-05-21,930609.CSI,1301.4587
92,2021-05-24,930609.CSI,1301.8328
93,2021-05-25,930609.CSI,1301.9205
94,2021-05-26,930609.CSI,1302.2614
95,2021-05-27,930609.CSI,1302.3364
96,2021-05-28,930609.CSI,1302.3122
97,2021-05-31,930609.CSI,1302.6028
98,2021-06-01,930609.CSI,1302.8372
99,2021-06-02,930609.CSI,1302.884
100,2021-06-03,930609.CSI,1303.1559
101,2021-06-04,930609.CSI,1303.0177
102,2021-06-07,930609.CSI,1302.615
103,2021-06-08,930609.CSI,1302.4722
104,2021-06-09,930609.CSI,1302.3499
105,2021-06-10,930609.CSI,1302.4195
106,2021-06-11,930609.CSI,1302.3896
107,2021-06-15,930609.CSI,1302.5752
108,2021-06-16,930609.CSI,1302.3647
109,2021-06-17,930609.CSI,1302.0708
110,2021-06-18,930609.CSI,1302.1021
111,2021-06-21,930609.CSI,1302.3792
112,2021-06-22,930609.CSI,1302.4579
113,2021-06-23,930609.CSI,1302.8017
114,2021-06-24,930609.CSI,1303.2216
115,2021-06-25,930609.CSI,1303.5651
116,2021-06-28,930609.CSI,1303.9452
117,2021-06-29,930609.CSI,1304.1228
118,2021-06-30,930609.CSI,1304.5415
