,thscode,ths_fund_supervisor_fund,ths_mergesize_fund
667,009577.OF,上银基金,5054651391.68
668,009578.OF,上银基金,5133318457.73
669,009580.OF,招商基金,7412691640.54
670,009583.OF,淳厚基金,7513404681.44
671,009587.OF,国寿安保基金,8153519445.17
672,009599.OF,嘉实基金,10557030397.19
673,009600.OF,嘉实基金,5849756842.76
674,009632.OF,浦银安盛基金,8042752351.21
675,009643.OF,嘉实基金,994167389.32
676,009655.OF,工银瑞信,6805084071.24
677,009666.OF,兴证全球基金,8019504940.94
678,009685.OF,景顺长城基金,515001536.08
679,009711.OF,招商基金,8099437594.71
680,009732.OF,兴业基金,8048523796.9
681,009749.OF,西部利得基金,8370559171.08
682,009770.OF,英大基金,8161935614.36
683,009792.OF,工银瑞信,736801598.92
684,009799.OF,中银证券,8025944312.65
685,009809.OF,易方达基金,8064158626.01
686,009831.OF,长城基金,1092198102.97
687,009851.OF,上银基金,8548966767.08
688,009866.OF,永赢基金,8484222211.35
689,009920.OF,鹏华基金,4610945029.43
690,009922.OF,华夏基金,2091972447.22
691,009933.OF,浦银安盛基金,8035256648.5
692,009953.OF,华泰柏瑞基金,2079895706.68
693,010048.OF,平安基金,8647675245.86
694,010083.OF,中银基金,1886888876.16
695,010084.OF,蜂巢基金,2127287292.62
696,010092.OF,永赢基金,7420927070.85
697,010168.OF,天弘基金,9950337217.09
698,010191.OF,华夏基金,2093018929.54
699,010232.OF,国寿安保基金,3893083316.21
700,010254.OF,嘉实基金,2628020343.18
701,010258.OF,淳厚基金,304979571.19
702,010462.OF,中信保诚基金,8393809883.36
703,010471.OF,易方达基金,719620910.33
704,010477.OF,景顺长城基金,5548446714.03
705,010479.OF,鹏华基金,4206968851.28
706,010482.OF,汇添富基金,8351161094.7
707,010485.OF,中航基金,8097418042.22
708,010580.OF,长盛基金,8385745742.75
709,010621.OF,永赢基金,8292298974.67
710,010627.OF,淳厚基金,7832822198.520001
711,010632.OF,工银瑞信,2135298463.29
712,010634.OF,天弘基金,4121125124.47
713,010639.OF,上银基金,8761134549.88
714,010653.OF,农银汇理基金,1248321084.67
715,010753.OF,招商基金,5765290357.47
716,010836.OF,国泰基金,812436218.44
717,010946.OF,中银证券,5425144861.96
718,010983.OF,兴银基金,7624973600.65
719,011067.OF,财通证券资管,7059177489.48
720,011079.OF,嘉实基金,1011258847.16
721,011080.OF,鹏华基金,8515985488.48
722,011088.OF,景顺长城基金,4099334404.09
723,011262.OF,华夏基金,1007093074.2
724,011292.OF,招商基金,5576010611.07
725,011294.OF,招商基金,8084723539.75
726,011529.OF,上银基金,1101221391.53
727,011617.OF,汇添富基金,11982248288.75
728,011655.OF,天弘基金,5434377341.1
729,011683.OF,华夏基金,1505499047.38
730,011699.OF,蜂巢基金,1052168969.46
731,011719.OF,浦银安盛基金,6312339793.23
732,011890.OF,中金基金,1529299546.14
733,011943.OF,工银瑞信,5433168646.62
734,011946.OF,建信基金,4124117441.11
735,011952.OF,万家基金,2754488828.32
736,011953.OF,招商基金,1548279051.96
737,011955.OF,招商基金,8082899883.78
738,011960.OF,兴业基金,8065178960.94
739,011961.OF,易方达基金,1210337317.54
740,011968.OF,农银汇理基金,7833222706.21
741,012101.OF,中金基金,2051752812.1
742,012229.OF,华安基金,867325104.58
743,012242.OF,华安基金,55635051.01
744,012265.OF,天弘基金,4809294445.04
745,012273.OF,富国基金,4813014276.06
746,012279.OF,嘉实基金,11955566617.6
747,012290.OF,国联基金,1009297938.76
748,012352.OF,英大基金,1056096156.04
749,012356.OF,浦银安盛基金,1835556745.22
750,012395.OF,兴业基金,2346314219.35
751,012451.OF,国寿安保基金,1107241535.44
752,012452.OF,国泰基金,6439305346.73
753,012465.OF,上银基金,13055478176.45
754,012468.OF,中银证券,62396209.31
755,012489.OF,招商基金,1680259438.04
756,012567.OF,长城基金,813272684.88
757,012580.OF,财通证券资管,3563923260.17
758,012591.OF,广发基金,2094312339.16
759,012742.OF,工银瑞信,10140372.75
760,012750.OF,上银基金,765762681.1
761,012773.OF,嘉实基金,22504160590.99
762,012803.OF,国联基金,8268284188.19
763,012806.OF,招商基金,3050160773.96
764,012823.OF,富国基金,978125324.9
765,012933.OF,易方达基金,987502075.93
766,012941.OF,广发基金,1653807630.06
767,012948.OF,兴证全球基金,3091986293.62
768,013008.OF,淳厚基金,1011839548.95
769,013062.OF,国寿安保基金,894031184.68
770,013065.OF,国泰基金,3867064958.04
771,013068.OF,博时基金,679961799.18
772,013075.OF,建信基金,9242811292.41
773,013077.OF,永赢基金,6360019013.34
774,013087.OF,中加基金,8436273492.54
775,013159.OF,国泰基金,6207815957.22
776,013206.OF,广发基金,6273775843.25
777,013213.OF,兴业基金,2038828212.22
778,013216.OF,财通证券资管,5222390364.68
779,013236.OF,长信基金,26655924221.27
780,013265.OF,鹏扬基金,1078321364.8
781,013336.OF,天弘基金,876496878.22
782,013351.OF,中加基金,107219586.86
783,013373.OF,中银证券,62560822.25
784,013375.OF,平安基金,571166233.51
785,013391.OF,招商基金,2753467339.32
786,013405.OF,中航基金,405267021.34
787,013408.OF,蜂巢基金,1553948303.26
788,013419.OF,交银施罗德,6211907815.42
789,013456.OF,长盛基金,9734363894.39
790,013457.OF,华夏基金,2676506410.85
791,013459.OF,华夏基金,321759409.66
792,013487.OF,华安基金,1020020506.56
793,013494.OF,华泰柏瑞基金,522642677.85
794,013522.OF,华富基金,6054555676.16
795,013538.OF,鹏华基金,1000951903.84
796,013563.OF,银华基金,11559620776.18
797,013648.OF,长信基金,1037604882.97
798,013654.OF,永赢基金,2653654364.26
799,013699.OF,永赢基金,464585652.88
800,013703.OF,招商基金,11270321462.06
801,013718.OF,兴银基金,42790298.3
802,013723.OF,上银基金,1014315598.78
803,013728.OF,创金合信基金,2650396466.5
804,013780.OF,华夏基金,2617008671.02
805,013799.OF,财通基金,7072692166.13
806,013804.OF,财通证券资管,2135585840.88
807,013808.OF,易方达基金,613302733.05
808,013821.OF,南方基金,5347337925.87
809,013838.OF,中银基金,73857263.79
810,013864.OF,平安基金,584175707.19
811,013875.OF,鑫元基金,387970847.1
812,013901.OF,华安基金,443572461.98
813,013931.OF,博时基金,2550015708.56
814,013952.OF,工银瑞信,1184045350.32
815,013976.OF,财通证券资管,1546688910.46
816,014004.OF,博时基金,7274594176.48
817,014012.OF,蜂巢基金,1042025490.37
818,014059.OF,富国基金,136940203.78
819,014097.OF,鹏扬基金,3603865346.93
820,014105.OF,长城基金,2080812057.58
821,014230.OF,国泰基金,3034463477.78
822,014231.OF,国寿安保基金,2406879885.5
823,014234.OF,永赢基金,2039563137.9
824,014242.OF,农银汇理基金,1608110064.81
825,014248.OF,兴业基金,2603241119.76
826,014250.OF,建信基金,995200738.77
827,014252.OF,华泰柏瑞基金,125401082.75
828,014257.OF,国联基金,755791326.87
829,014315.OF,鹏华基金,9749161431.88
830,014367.OF,招商基金,8211262708.58
831,014392.OF,嘉实基金,1690297310.87
832,014435.OF,中航基金,4091451332.13
833,014446.OF,鹏华基金,4635106720.12
834,014452.OF,天弘基金,1011818263.15
835,014464.OF,交银施罗德,2540571141.77
836,014474.OF,中欧基金,10061135.72
837,014476.OF,山西证券,1121771375.41
838,014480.OF,华夏基金,3031441240.8
839,014504.OF,鹏扬基金,504706110.52
840,014517.OF,华夏基金,273005700.44
841,014552.OF,中航基金,1028430270.01
842,014638.OF,银华基金,5876694481.08
843,014714.OF,工银瑞信,1051124720.97
844,014721.OF,富国基金,2021692008.53
845,014740.OF,财通证券资管,102903549.9
846,014778.OF,国寿安保基金,909624348.28
847,014815.OF,财通证券资管,122246279.4
848,014856.OF,建信基金,1634914597.64
849,014858.OF,建信基金,1634914597.64
850,014952.OF,国泰基金,508395267.14
851,014959.OF,华泰柏瑞基金,615596916.84
852,014965.OF,国投瑞银基金,3545896331.35
853,014966.OF,永赢基金,2038960202.6
854,014973.OF,景顺长城基金,4866485921.25
855,015018.OF,西部利得基金,511365129.3
856,015049.OF,招商基金,14902161213.18
857,015081.OF,兴业基金,5225720958.020001
858,015209.OF,华夏基金,2095838626.65
859,015255.OF,农银汇理基金,3153796905.68
860,015260.OF,鹏华基金,8075046217.07
861,015263.OF,淳厚基金,2108593616.47
862,015301.OF,博时基金,245722326.56
863,015315.OF,富国基金,3027206402.71
864,015397.OF,博时基金,4008310866.68
865,015423.OF,浦银安盛基金,2648343229.78
866,015469.OF,永赢基金,2150260104.68
867,015471.OF,万家基金,3213605916.99
868,015473.OF,工银瑞信,2366607586.3
869,015487.OF,蜂巢基金,1583973941.54
870,015492.OF,中航基金,2009393729.06
871,015516.OF,建信基金,4637258250.66
872,015530.OF,鹏华基金,456408022.13
873,015552.OF,中加基金,516988509.42
874,015569.OF,招商基金,56879202.52
875,015581.OF,国寿安保基金,405876498.19
876,015622.OF,平安基金,215351182.1
877,015624.OF,国投瑞银基金,5120130618.41
878,015629.OF,招商基金,6578813730.67
879,015653.OF,鹏华基金,2200963017.09
880,015654.OF,交银施罗德,7955027518.270001
881,015720.OF,平安基金,58144940.14
882,015736.OF,长盛基金,5266344800.2
883,015746.OF,博时基金,102794382.84
884,015811.OF,兴证全球基金,5046399415.69
885,015815.OF,浦银安盛基金,3300175443.55
886,015830.OF,平安基金,1015672175.34
887,015832.OF,永赢基金,538165962.62
888,015834.OF,汇添富基金,2436199585.71
889,015848.OF,天弘基金,4121125124.47
890,015852.OF,华泰柏瑞基金,1066157177.24
891,015853.OF,汇添富基金,93681414.83
892,015858.OF,浦银安盛基金,5133491818.13
893,015893.OF,广发基金,2756308781.26
894,015913.OF,华夏基金,10533724.66
895,015917.OF,兴业基金,4419801797.28
896,015925.OF,万家基金,3040210795.53
897,015949.OF,上银基金,5071115249.55
898,015969.OF,博时基金,1555822453.15
899,016009.OF,中加基金,2037067177.26
900,016011.OF,西部利得基金,3366944630.6
901,016023.OF,兴业基金,3292191003.57
902,016024.OF,工银瑞信,1643741500.41
903,016031.OF,民生加银基金,314301498.59
904,016034.OF,建信基金,1556861333.7
905,016111.OF,鹏华基金,6134063776.65
906,016172.OF,鹏扬基金,9857354601.19
907,016184.OF,长城基金,2027029625.29
908,016189.OF,国联基金,7295101551.04
909,016191.OF,永赢基金,1014956780.79
910,016208.OF,华泰柏瑞基金,1001913499.38
911,016212.OF,中银证券,528652398.93
912,016235.OF,浦银安盛基金,6153407591.25
913,016247.OF,天弘基金,1027744191.69
914,016296.OF,英大基金,8155610288.2
915,016396.OF,交银施罗德,4217418384.49
916,016411.OF,招商基金,1523073260.48
917,016426.OF,国泰基金,2900883923.83
918,016427.OF,汇添富基金,3548156251.13
919,016432.OF,财通证券资管,15062600.83
920,016483.OF,国泰基金,2596226318.54
921,016497.OF,建信基金,1634914597.64
922,016510.OF,嘉实基金,267941067.69
923,016526.OF,招商基金,641064113.62
924,016585.OF,富国基金,6067728653.64
925,016609.OF,鹏华基金,1620785377.22
926,016614.OF,中欧基金,3047427923.87
927,016674.OF,永赢基金,565591326.2
928,016689.OF,中银基金,2056262494.31
929,016695.OF,天弘基金,2193942399.84
930,016790.OF,招商基金,806575054.55
931,016793.OF,大成基金,2549491273.63
932,016799.OF,建信基金,1612557155.82
933,016812.OF,长信基金,2630856078.83
934,016816.OF,兴业基金,658783076.26
935,016871.OF,华富基金,153581502.33
936,016875.OF,交银施罗德,70423510.01
937,016885.OF,山西证券,64837796.47
938,016914.OF,博时基金,1523065000.51
939,016925.OF,华夏基金,2217118612.04
940,016928.OF,万家基金,6323248265.25
941,016947.OF,国泰基金,3080110973.8
942,016951.OF,鹏华基金,1300098145.27
943,016955.OF,国联基金,1502853442.83
944,017006.OF,永赢基金,229594080.92
945,017024.OF,天弘基金,1112740551.83
946,017129.OF,嘉实基金,6126449367.09
947,017137.OF,长盛基金,1963523773.85
948,017201.OF,山西证券,637035079.16
949,017305.OF,国寿安保基金,68335062.26
950,017307.OF,招商基金,51798759.16
951,017314.OF,国泰基金,2275822282.69
952,017328.OF,永赢基金,743250950.52
953,017428.OF,国泰基金,6060820912.6
954,017432.OF,交银施罗德,61127896.82
955,017438.OF,博时基金,1123273814.75
956,017500.OF,兴业基金,4910232334.89
957,017529.OF,财通基金,251934280.63
958,017614.OF,工银瑞信,23742070.29
959,017659.OF,汇添富基金,254669734.39
960,017671.OF,浦银安盛基金,6580357333.23
961,017681.OF,建信基金,510000000.0
962,017687.OF,永赢基金,2743043755.01
963,017695.OF,招商基金,6660330783.26
964,017777.OF,工银瑞信,1428409611.35
965,017812.OF,华安基金,5092034812.34
966,018011.OF,交银施罗德,1949475064.89
967,018085.OF,汇添富基金,720309133.45
968,018169.OF,嘉实基金,7174689882.59
969,018196.OF,兴证全球基金,5908410497.58
970,018252.OF,上银基金,5040810325.2
971,018256.OF,国寿安保基金,6999997953.03
972,018275.OF,蜂巢基金,3922404871.36
973,018407.OF,博时基金,2009999900.0
974,018559.OF,广发基金,210017261.0
975,018584.OF,浦银安盛基金,7990008096.87
976,018666.OF,鹏扬基金,907975529.85
977,040040.OF,华安基金,4009834586.61
978,040045.OF,华安基金,3521506426.77
979,050027.OF,博时基金,14221786482.36
980,050106.OF,博时基金,3385454789.46
981,070005.OF,嘉实基金,938590034.67
982,070025.OF,嘉实基金,3553410325.52
983,070037.OF,嘉实基金,5933972671.66
984,090021.OF,大成基金,27753282.43
985,100018.OF,富国基金,14652494839.64
986,100058.OF,富国基金,9017653142.91
987,100066.OF,富国基金,4860187522.97
988,100072.OF,富国基金,1190358322.85
989,110035.OF,易方达基金,19139249516.6
990,110051.OF,易方达基金,3156421235.71
991,110053.OF,易方达基金,7351580094.46
992,160602.OF,鹏华基金,3601308362.48
993,202103.OF,南方基金,6646000864.32
994,202108.OF,南方基金,2437647134.86
995,217003.OF,招商基金,2753467339.32
996,217022.OF,招商基金,18855871303.16
997,261001.OF,景顺长城基金,205265327.86
998,270043.OF,广发基金,8061630601.78
999,270048.OF,广发基金,14247154876.68
