,thscode,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,wwsum,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,H,HCategory
2565,012206.OF,1600.0,565.0,1602.0,696.0,269.0,859.0,494.0,229.0,632.0,468.0,15691798.8,0.28018457641707717,0.16381550851901058,0.14609388185629807,0.0829816910474279,0.06852305549571537,0.058373932247971466,0.05266853153890808,0.05109548052578905,0.049817615555967996,0.046445726795834266,992.1651028051673,共振基金
2566,012207.OF,1600.0,565.0,1602.0,696.0,269.0,859.0,494.0,229.0,632.0,468.0,15691798.8,0.28018457641707717,0.16381550851901058,0.14609388185629807,0.0829816910474279,0.06852305549571537,0.058373932247971466,0.05266853153890808,0.05109548052578905,0.049817615555967996,0.046445726795834266,992.1651028051673,共振基金
822,510370.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,216.0,632.0,400.0,514.0,11305049.8,0.2842004287322998,0.12790326673306648,0.12066819909099383,0.09649740773366605,0.08970628329297585,0.06566906056442139,0.05523505080004158,0.053810466186535504,0.053271591957073906,0.053038244908925565,991.6801434700445,共振基金
551,159923.SZ,1600.0,1602.0,565.0,483.0,696.0,494.0,400.0,632.0,468.0,297.0,7310322.23,0.27873668709676014,0.15460639961420689,0.12813706024556457,0.10334405737953359,0.07348152695589179,0.058717622355752154,0.0549725453073496,0.054542000674572176,0.047610359577815765,0.04585174079255327,988.4795963419523,共振基金
876,512550.SH,1600.0,1602.0,483.0,859.0,400.0,565.0,494.0,217.0,514.0,157.0,120675225.28,0.30262082308333105,0.1437482943143506,0.09660293115634282,0.0908155752315493,0.07462088410530125,0.07184825203253185,0.06698848898970955,0.053074821158519074,0.05192300230193529,0.047756927626429205,988.386305910694,共振基金
1914,006939.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,632.0,494.0,563.0,216.0,241124056.58,0.25700495371120136,0.14617852366093434,0.12174888070639309,0.09825049452143718,0.07699233561890832,0.07016327346162965,0.06239648757322677,0.05673982473607238,0.05535315405400766,0.055172071956189214,987.1441287624839,共振基金
621,160615.SZ,1600.0,1602.0,565.0,483.0,859.0,696.0,632.0,494.0,563.0,216.0,241124056.58,0.25700495371120136,0.14617852366093434,0.12174888070639309,0.09825049452143718,0.07699233561890832,0.07016327346162965,0.06239648757322677,0.05673982473607238,0.05535315405400766,0.055172071956189214,987.1441287624839,共振基金
730,165515.SZ,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,27794080.790000003,0.2625258613562517,0.1481689583877762,0.12316147549055173,0.09926154496149464,0.07801832002950007,0.07094800417754704,0.05689654649665425,0.05570277936865707,0.05287035002534437,0.05244615970622283,985.7679644461448,共振基金
2794,013120.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,27794080.790000003,0.2625258613562517,0.1481689583877762,0.12316147549055173,0.09926154496149464,0.07801832002950007,0.07094800417754704,0.05689654649665425,0.05570277936865707,0.05287035002534437,0.05244615970622283,985.7679644461448,共振基金
974,515130.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,16813072.33,0.26149890476323195,0.14805355922714933,0.12336115370771145,0.09956752502711681,0.07820933641341209,0.07113964518345708,0.05683666740045483,0.05585870812702321,0.053007801459925084,0.05246669869051828,984.5700977704653,共振基金
993,515360.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,32820699.0,0.26137295247733755,0.14806203853245173,0.12341967488260991,0.0995156136071325,0.07774642459625859,0.07109025922939667,0.05744457179294079,0.055884854859428804,0.05303159448249411,0.05243201553994935,984.2516852550884,共振基金
823,510380.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,241114980.4,0.26101919464146245,0.1481776301942291,0.12339343142695915,0.09953421276515592,0.07794769341507078,0.07111013994881589,0.057441420674167284,0.05587988032783383,0.05300475473899671,0.052491641867308876,984.0760500868075,共振基金
726,165309.SZ,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,84418245.94000001,0.26130719436741706,0.14786829862435305,0.1231378913912553,0.09980326771996892,0.0786419513468512,0.07093998143785643,0.0578228432212317,0.0558385879440129,0.05341338178484308,0.05122660216221024,984.0482604442277,共振基金
820,510350.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,531932300.03,0.26086676818116517,0.14818188479164462,0.12344563997391517,0.09956987977043864,0.07796024974919026,0.07109879651577285,0.057477729531137084,0.0558720207408421,0.05301348457014097,0.052513546175753184,983.9221738295312,共振基金
548,159919.SZ,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,4517317299.4800005,0.26081421735321164,0.14819425131749345,0.12342716347691184,0.09957027116332441,0.07795393428762155,0.07112027493773407,0.05749462793545567,0.05588526976598707,0.0530181425749237,0.05252184718733646,983.8754965437683,共振基金
991,515330.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,1492351244.6399999,0.2607844235047242,0.14820937456540628,0.12343120365369163,0.09957411641107768,0.07795454614175877,0.0711205084601939,0.05749135420240621,0.055887531169057675,0.053020231184976355,0.0525267107067074,983.8596623254263,共振基金
552,159925.SZ,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,342679654.86,0.26078080718421787,0.14819154764453937,0.12344080601248915,0.09958044323915659,0.07793687801778358,0.07111810034347248,0.05751389582218397,0.05588961871058422,0.053019436439617984,0.052528466585954704,983.8293239950183,共振基金
994,515380.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,775131343.8000001,0.2607167425449168,0.14822341938432138,0.12343594974619834,0.09958248461684771,0.07796683171619152,0.07113585887223156,0.057490156599186666,0.055906117455600174,0.05302772200965923,0.05251471705484657,983.8006725343055,共振基金
818,510310.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,4134168171.5,0.2607441289958177,0.14818691084782834,0.12343904699330153,0.09957847215746725,0.07796756895911389,0.0711264878741762,0.05751396449935152,0.05589230700457005,0.05302386626920022,0.052527246399173236,983.7950814787312,共振基金
819,510330.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,5110406488.17,0.26069439937586464,0.14821193831515111,0.12344883011956087,0.09957380511666893,0.07798630909157188,0.07111946495867663,0.05753226819248267,0.05588709453174504,0.05302812103250938,0.05251776926576882,983.7737196869707,共振基金
1767,005867.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,225660334.99,0.2605586888037084,0.14820735864582524,0.1234613216418145,0.09958714543695006,0.07801058219106209,0.07115455430264936,0.057571028335908964,0.05588468970658422,0.05303327179998352,0.052531359135513614,983.637297175183,共振基金
3697,020011.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,225660334.99,0.2605586888037084,0.14820735864582524,0.1234613216418145,0.09958714543695006,0.07801058219106209,0.07115455430264936,0.057571028335908964,0.05588468970658422,0.05303327179998352,0.052531359135513614,983.637297175183,共振基金
821,510360.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,413584020.15999997,0.26070863172684144,0.14803329194468073,0.1235461195532473,0.09964993256764614,0.07781502720426577,0.07118568901334799,0.0575222484920874,0.05593153766204738,0.053054002984717255,0.05255351885111867,983.5385953557246,共振基金
817,510300.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,15258664576.170002,0.26043645871908083,0.14813805666782462,0.1235271508978349,0.09965555793229716,0.0781506701164616,0.07118843548448009,0.05760553018137247,0.05583028281389942,0.05305729946016084,0.05241055772658792,983.4834174628675,共振基金
1862,006600.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,400.0,632.0,217.0,183400317.23000002,0.2595320919772871,0.14727613467607303,0.12387336479636031,0.11030062142493928,0.07751367328428256,0.07044558109350223,0.05717417591404675,0.05272030172049447,0.05220986498072264,0.04895419013229151,983.0175934814547,共振基金
1008,515670.SH,1600.0,1602.0,565.0,483.0,696.0,494.0,400.0,632.0,468.0,297.0,32195797.0,0.2731163946648067,0.15519956222857287,0.12941813491990894,0.10348220297202147,0.07448313828044077,0.06016390897234195,0.055431272597476,0.05443459591946116,0.04767547764076162,0.04659531180420848,983.0064204964393,共振基金
1912,006937.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,319163530.53000003,0.2604289213807501,0.14787028180077075,0.12314894228275725,0.10081615273075666,0.0777405026783528,0.07095557641687177,0.05738100988414328,0.056322656038266625,0.05291383176503803,0.052422125022292716,982.8202211067327,共振基金
3799,481009.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,319163530.53000003,0.2604289213807501,0.14787028180077075,0.12314894228275725,0.10081615273075666,0.0777405026783528,0.07095557641687177,0.05738100988414328,0.056322656038266625,0.05291383176503803,0.052422125022292716,982.8202211067327,共振基金
1743,005691.OF,1600.0,1602.0,565.0,483.0,696.0,494.0,400.0,632.0,468.0,297.0,61805977.4,0.2734066139046286,0.15465892785962154,0.1289524983711365,0.10399233974414909,0.0742625259413825,0.06017359738412615,0.055394512699672965,0.054893671174270596,0.04805108057396403,0.04621423234704804,982.7772594952928,共振基金
3763,202211.OF,1600.0,1602.0,565.0,483.0,696.0,494.0,400.0,632.0,468.0,297.0,61805977.4,0.2734066139046286,0.15465892785962154,0.1289524983711365,0.10399233974414909,0.0742625259413825,0.06017359738412615,0.055394512699672965,0.054893671174270596,0.04805108057396403,0.04621423234704804,982.7772594952928,共振基金
901,512910.SH,1600.0,1602.0,565.0,483.0,696.0,494.0,400.0,632.0,468.0,297.0,112803753.26000002,0.2728295744651714,0.15495544691417829,0.12899182145528548,0.10411728351741545,0.07423725220115959,0.060228941180179296,0.05543368389159216,0.054899726480962655,0.04809914425005187,0.04620712564400359,982.46121315485,共振基金
2812,013174.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,216.0,632.0,254.0,320.0,20042871.0,0.2699812816237754,0.15181991641816184,0.126632556782908,0.0851572611528558,0.07997786345080003,0.07290452550435514,0.0655113232031479,0.05377223652240241,0.048604064756990153,0.045638970584603374,982.3908452037634,共振基金
3791,410008.OF,1600.0,1602.0,565.0,483.0,696.0,494.0,400.0,632.0,468.0,297.0,78692464.49000002,0.2727347801227822,0.15490595292703097,0.12908808061654845,0.10413681936523116,0.07440429268477214,0.060031371499367804,0.0554255209601963,0.05492349144242692,0.04809927207809067,0.04625041830355311,982.3374078609949,共振基金
1171,561180.SH,1600.0,1602.0,565.0,483.0,696.0,494.0,400.0,632.0,468.0,297.0,175547153.04999998,0.2693988263457059,0.15861379746824666,0.128563520443831,0.10390994831345687,0.07385039457921304,0.06252721738457154,0.054575980490388254,0.052608450433654017,0.04870655377455579,0.04724531076637702,982.1580971328661,共振基金
1194,562000.SH,1600.0,1602.0,565.0,483.0,696.0,494.0,632.0,400.0,468.0,297.0,260962286.91,0.2728152134279593,0.1544678420292282,0.12885417428763135,0.10398095572084823,0.07421380395351625,0.060271708936335516,0.05584258466061739,0.055386209904670095,0.04796132095637451,0.04620618612281918,982.0303992208757,共振基金
339,159631.SZ,1600.0,1602.0,565.0,483.0,696.0,494.0,400.0,632.0,468.0,297.0,85697271.4,0.2724431783950591,0.15473851364653834,0.12907948898825733,0.10413195022683067,0.07459770766983836,0.059973589777562036,0.05557649528617313,0.05488832868487339,0.04828091877847116,0.0462898285463964,981.8363563300102,共振基金
3149,015278.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,5203236.6,0.2599920211200852,0.14686216652150702,0.12306186499380022,0.09947808254577546,0.07859050653203048,0.07133944283832874,0.059563695412197866,0.05564325097190468,0.05299586030740944,0.052473108756961005,981.8045460781085,共振基金
3150,015279.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,400.0,632.0,5203236.6,0.2599920211200852,0.14686216652150702,0.12306186499380022,0.09947808254577546,0.07859050653203048,0.07133944283832874,0.059563695412197866,0.05564325097190468,0.05299586030740944,0.052473108756961005,981.8045460781085,共振基金
700,162509.SZ,1600.0,1602.0,565.0,483.0,696.0,494.0,400.0,632.0,468.0,297.0,32328220.31,0.27136996456579765,0.15555462539471912,0.12925831239486502,0.10427839849127779,0.07446964840360557,0.059997354676527816,0.05550923628928957,0.05505173136454662,0.04817128920388752,0.04633943921548338,981.5608001936437,共振基金
3806,519100.OF,1600.0,1602.0,565.0,483.0,696.0,494.0,400.0,632.0,468.0,297.0,84132208.85999998,0.2719437693365704,0.15419056715349863,0.12948640892251026,0.10434251375246731,0.07430182096374358,0.0603125813378294,0.055318199570209184,0.05511742961267593,0.049085946107418066,0.04590076324307742,980.7553020784914,共振基金
1007,515660.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,632.0,494.0,216.0,400.0,166530857.58,0.2589339935350136,0.14615117314403972,0.1224565843012216,0.09879293386870697,0.0773007428597186,0.07049418138233308,0.060748668727296416,0.057072521802358445,0.055446180570854896,0.052603019808456566,980.4033819128549,共振基金
2329,010352.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,216.0,494.0,400.0,632.0,61070140.98,0.2575120958890572,0.14820552654306318,0.12472355029431603,0.10068889086098193,0.07820915300595398,0.07157407940865049,0.056480301906124734,0.05624665253556453,0.05353339533096326,0.05282635422532473,980.3285744142393,共振基金
3783,320014.OF,1600.0,1602.0,565.0,483.0,859.0,696.0,216.0,494.0,400.0,632.0,61070140.98,0.2575120958890572,0.14820552654306318,0.12472355029431603,0.10068889086098193,0.07820915300595398,0.07157407940865049,0.056480301906124734,0.05624665253556453,0.05353339533096326,0.05282635422532473,980.3285744142393,共振基金
970,515090.SH,1600.0,1602.0,565.0,483.0,859.0,696.0,494.0,216.0,632.0,254.0,23814716.2,0.26272410502208715,0.14871767399016916,0.1243063312255638,0.10014513630861577,0.07830024025228569,0.07150150292364181,0.05747836709471264,0.05625261240778507,0.0528988038077061,0.04767522696743285,980.3188414397313,共振基金
3488,017445.OF,1600.0,1602.0,565.0,483.0,859.0,494.0,696.0,237.0,563.0,400.0,3303450.4,0.25594451183526173,0.14959703950754036,0.12360409588713668,0.1080942519978505,0.0792238321483501,0.0703637021460955,0.06599281769146587,0.050337065754037055,0.050097619143910865,0.0467450638883514,978.7883256246257,共振基金
3489,017446.OF,1600.0,1602.0,565.0,483.0,859.0,494.0,696.0,237.0,563.0,400.0,3303450.4,0.25594451183526173,0.14959703950754036,0.12360409588713668,0.1080942519978505,0.0792238321483501,0.0703637021460955,0.06599281769146587,0.050337065754037055,0.050097619143910865,0.0467450638883514,978.7883256246257,共振基金
