,thscode,杠杆比例标签20230630,杠杆比例标签20230331,杠杆比例标签20221231,杠杆比例标签20220930,杠杆比例标签20220630,杠杆比例标签20220331,lever
537,007953.OF,中,中,中,中,中,中,稳定中
538,000606.OF,中,中,中,中,中,中,稳定中
539,002140.OF,中,中,中,中,中,中,稳定中
540,009655.OF,中,中,中,中,中,中,稳定中
541,485022.OF,中,中,中,中,中,中,稳定中
542,006332.OF,中,中,中,中,中,中,稳定中
543,003651.OF,中,中,中,中,中,中,稳定中
544,006191.OF,中,中,中,中,中,中,稳定中
545,000931.OF,中,中,中,中,中,中,稳定中
546,005577.OF,中,中,中,中,中,中,稳定中
547,007996.OF,中,中,中,中,中,中,稳定中
548,007930.OF,中,中,中,中,中,中,稳定中
549,013808.OF,中,中,中,中,中,中,稳定中
550,016247.OF,中,中,中,中,中,中,稳定中
551,004499.OF,中,中,中,中,中,中,稳定中
552,008465.OF,中,中,中,中,中,中,稳定中
553,003452.OF,中,中,中,中,中,中,稳定中
554,000084.OF,中,中,中,中,中,中,稳定中
555,000147.OF,中,中,中,中,中,中,稳定中
556,007714.OF,中,中,中,中,中,中,稳定中
557,003445.OF,中,中,中,中,中,中,稳定中
558,008857.OF,中,中,中,中,中,中,稳定中
559,006664.OF,中,中,中,中,中,中,稳定中
560,006662.OF,中,中,中,中,中,中,稳定中
561,007740.OF,中,中,中,中,中,中,稳定中
562,002169.OF,中,中,中,中,中,中,稳定中
563,006850.OF,中,中,中,中,中,中,稳定中
564,012465.OF,中,中,中,中,中,中,稳定中
565,003192.OF,中,中,中,中,中,中,稳定中
566,009309.OF,中,中,中,中,中,中,稳定中
567,005719.OF,中,中,中,中,中,中,稳定中
568,014815.OF,中,中,中,中,中,中,稳定中
569,003703.OF,中,中,中,中,中,中,稳定中
570,000254.OF,中,中,中,中,中,中,稳定中
571,005684.OF,中,中,中,中,中,中,稳定中
572,530021.OF,中,中,中,中,中,中,稳定中
573,007184.OF,中,中,中,中,中,中,稳定中
574,003289.OF,中,中,中,中,中,中,稳定中
575,017024.OF,中,中,中,中,中,中,稳定中
576,013976.OF,中,中,中,中,中,中,稳定中
577,009082.OF,中,中,中,中,中,中,稳定中
578,003746.OF,中,中,中,中,中,中,稳定中
579,012591.OF,中,中,中,中,中,中,稳定中
580,007754.OF,中,中,中,中,中,中,稳定中
581,013068.OF,中,中,中,中,中,中,稳定中
582,013780.OF,中,中,中,中,中,中,稳定中
583,003223.OF,中,中,中,中,中,中,稳定中
584,006076.OF,中,中,中,中,中,中,稳定中
585,005816.OF,中,中,中,中,中,中,稳定中
586,003329.OF,中,中,中,中,中,中,稳定中
587,000402.OF,中,中,中,中,中,中,稳定中
588,007347.OF,中,中,中,中,中,中,稳定中
589,003280.OF,中,中,中,中,中,中,稳定中
590,007515.OF,中,中,中,中,中,中,稳定中
591,002198.OF,中,中,中,中,中,中,稳定中
592,007706.OF,中,中,中,中,中,中,稳定中
593,004127.OF,中,中,中,中,中,中,稳定中
594,007050.OF,中,中,中,中,中,中,稳定中
595,012773.OF,中,中,中,中,中,中,稳定中
596,016011.OF,中,中,中,中,中,中,稳定中
597,007562.OF,中,中,中,中,中,中,稳定中
598,002377.OF,中,中,中,中,中,中,稳定中
599,014446.OF,中,中,中,中,中,中,稳定中
600,006677.OF,中,中,中,中,中,中,稳定中
601,003269.OF,中,中,中,中,中,中,稳定中
602,007440.OF,中,中,中,中,中,中,稳定中
603,009922.OF,中,中,中,中,中,中,稳定中
604,006107.OF,中,中,中,中,中,中,稳定中
605,004136.OF,中,中,中,中,中,中,稳定中
606,007167.OF,中,中,中,中,中,中,稳定中
607,012941.OF,中,中,中,中,中,中,稳定中
608,006829.OF,中,中,中,中,中,中,稳定中
609,018666.OF,中,中,中,中,中,中,稳定中
610,011529.OF,中,中,中,中,中,中,稳定中
611,005099.OF,中,中,中,中,中,中,稳定中
612,002625.OF,中,中,中,中,中,中,稳定中
613,016914.OF,中,中,中,中,中,中,稳定中
614,007584.OF,中,中,中,中,中,中,稳定中
615,009289.OF,中,中,中,中,中,中,稳定中
616,004728.OF,中,中,中,中,中,中,稳定中
617,012101.OF,中,中,中,中,中,中,稳定中
618,519332.OF,中,中,中,中,中,中,稳定中
619,016296.OF,中,中,中,中,中,中,稳定中
620,009356.OF,中,中,中,中,中,中,稳定中
621,010083.OF,中,中,中,中,中,中,稳定中
622,008302.OF,中,中,中,中,中,中,稳定中
623,012489.OF,中,中,中,中,中,中,稳定中
624,003809.OF,中,中,中,中,中,中,稳定中
625,004911.OF,中,中,中,中,中,中,稳定中
626,001961.OF,中,中,中,中,中,中,稳定中
627,002354.OF,中,中,中,中,中,中,稳定中
628,011262.OF,中,中,中,中,中,中,稳定中
629,004027.OF,中,中,中,中,中,中,稳定中
630,010092.OF,中,中,中,中,中,中,稳定中
631,010632.OF,中,中,中,中,中,中,稳定中
632,013216.OF,中,中,中,中,中,中,稳定中
633,014250.OF,中,中,中,中,中,中,稳定中
634,016816.OF,中,中,中,中,中,中,稳定中
635,004498.OF,中,中,中,中,中,中,稳定中
636,007374.OF,中,中,中,中,中,中,稳定中
637,004061.OF,中,中,中,中,中,中,稳定中
638,007691.OF,中,中,中,中,中,中,稳定中
639,011946.OF,中,中,中,中,中,中,稳定中
640,006378.OF,中,中,中,中,中,中,稳定中
641,013075.OF,中,中,中,中,中,中,稳定中
642,015487.OF,中,中,中,中,中,中,稳定中
643,007949.OF,中,中,中,中,中,中,稳定中
644,005854.OF,中,中,中,中,中,中,稳定中
645,005648.OF,中,中,中,中,中,中,稳定中
646,000191.OF,中,中,中,中,中,中,稳定中
647,006684.OF,中,中,中,中,中,中,稳定中
648,002994.OF,中,中,中,中,中,中,稳定中
649,015569.OF,中,中,中,中,中,中,稳定中
650,008587.OF,中,中,中,中,中,中,稳定中
651,009599.OF,中,中,中,中,中,中,稳定中
652,001578.OF,中,中,中,中,中,中,稳定中
653,007681.OF,中,中,中,中,中,中,稳定中
654,006985.OF,中,中,中,中,中,中,稳定中
655,006958.OF,中,中,中,中,中,中,稳定中
656,009920.OF,中,中,中,中,中,中,稳定中
657,003290.OF,中,中,中,中,中,中,稳定中
658,012567.OF,中,中,中,中,中,中,稳定中
659,006869.OF,中,中,中,中,中,中,稳定中
660,006434.OF,中,中,中,中,中,中,稳定中
661,005666.OF,中,中,中,中,中,中,稳定中
662,002268.OF,中,中,中,中,中,中,稳定中
663,015301.OF,中,中,中,中,中,中,稳定中
664,005072.OF,小,小,小,小,小,小,稳定小
665,010753.OF,小,小,小,小,小,小,稳定小
666,003859.OF,小,小,小,小,小,小,稳定小
667,006797.OF,小,小,小,小,小,小,稳定小
668,002929.OF,小,小,小,小,小,小,稳定小
669,100018.OF,小,小,小,小,小,小,稳定小
670,003949.OF,小,小,小,小,小,小,稳定小
671,008022.OF,小,小,小,小,小,小,稳定小
672,531028.OF,小,小,小,小,小,小,稳定小
673,004923.OF,小,小,小,小,小,小,稳定小
674,011080.OF,小,小,小,小,小,小,稳定小
675,016609.OF,小,小,小,小,小,小,稳定小
676,017428.OF,小,小,小,小,小,小,稳定小
677,002175.OF,小,小,小,小,小,小,稳定小
678,014480.OF,小,小,小,小,小,小,稳定小
679,006771.OF,小,小,小,小,小,小,稳定小
680,018011.OF,小,小,小,小,小,小,稳定小
681,005784.OF,小,小,小,小,小,小,稳定小
682,006597.OF,小,小,小,小,小,小,稳定小
683,006901.OF,小,小,小,小,小,小,稳定小
684,007454.OF,小,小,小,小,小,小,稳定小
685,015815.OF,小,小,小,小,小,小,稳定小
686,006066.OF,小,小,小,小,小,小,稳定小
687,013457.OF,小,小,小,小,小,小,稳定小
688,007321.OF,小,小,小,小,小,小,稳定小
689,002755.OF,小,小,小,小,小,小,稳定小
690,007670.OF,小,小,小,小,小,小,稳定小
691,006043.OF,小,小,小,小,小,小,稳定小
692,012265.OF,小,小,小,小,小,小,稳定小
693,016396.OF,小,小,小,小,小,小,稳定小
694,004655.OF,小,小,小,小,小,小,稳定小
695,013456.OF,小,小,小,小,小,小,稳定小
696,007744.OF,小,小,小,小,小,小,稳定小
697,009271.OF,小,小,小,小,小,小,稳定小
698,015049.OF,小,小,小,小,小,小,稳定小
699,005703.OF,小,小,小,小,小,小,稳定小
700,006489.OF,小,小,小,小,小,小,稳定小
701,011292.OF,小,小,小,小,小,小,稳定小
702,090021.OF,小,小,小,小,小,小,稳定小
703,016695.OF,小,小,小,小,小,小,稳定小
704,007823.OF,小,小,小,小,小,小,稳定小
705,012580.OF,小,小,小,小,小,小,稳定小
706,004238.OF,小,小,小,小,小,小,稳定小
707,000943.OF,小,小,小,小,小,小,稳定小
708,005383.OF,小,小,小,小,小,小,稳定小
709,013375.OF,小,小,小,小,小,小,稳定小
710,013864.OF,小,小,小,小,小,小,稳定小
711,005988.OF,小,小,小,小,小,小,稳定小
712,017314.OF,小,小,小,小,小,小,稳定小
713,007618.OF,小,小,小,小,小,小,稳定小
714,007616.OF,小,小,小,小,小,小,稳定小
715,110035.OF,小,小,小,小,小,小,稳定小
716,007871.OF,小,小,小,小,小,小,稳定小
717,015852.OF,小,小,小,小,小,小,稳定小
718,005606.OF,小,小,小,小,小,小,稳定小
719,014012.OF,小,小,小,小,小,小,稳定小
720,004141.OF,小,小,小,小,小,小,稳定小
721,006411.OF,小,小,小,小,小,小,稳定小
722,009167.OF,小,小,小,小,小,小,稳定小
723,000139.OF,小,小,小,小,小,小,稳定小
724,006683.OF,小,小,小,小,小,小,稳定小
725,006082.OF,小,小,小,小,小,小,稳定小
726,050027.OF,小,小,小,小,小,小,稳定小
727,006963.OF,小,小,小,小,小,小,稳定小
728,005897.OF,小,小,小,小,小,小,稳定小
729,002188.OF,小,小,小,小,小,小,稳定小
730,005171.OF,小,小,小,小,小,小,稳定小
731,002698.OF,小,小,小,小,小,小,稳定小
732,010168.OF,小,小,小,小,小,小,稳定小
733,006393.OF,小,小,小,小,小,小,稳定小
734,160618.SZ,小,小,小,小,小,小,稳定小
735,005920.OF,小,小,小,小,小,小,稳定小
736,040045.OF,小,小,小,小,小,小,稳定小
737,016510.OF,小,小,小,小,小,小,稳定小
738,006552.OF,小,小,小,小,小,小,稳定小
739,005971.OF,小,小,小,小,小,小,稳定小
740,007158.OF,小,小,小,小,小,小,稳定小
741,008242.OF,小,小,小,小,小,小,稳定小
742,002549.OF,小,小,小,小,小,小,稳定小
743,015516.OF,小,小,小,小,小,小,稳定小
744,006617.OF,小,小,小,小,小,小,稳定小
745,006793.OF,小,小,小,小,小,小,稳定小
746,015654.OF,小,小,小,小,小,小,稳定小
747,016189.OF,小,小,小,小,小,小,稳定小
748,014966.OF,小,小,小,小,小,小,稳定小
749,009237.OF,小,小,小,小,小,小,稳定小
750,007576.OF,小,小,小,小,小,小,稳定小
751,000345.OF,小,小,小,小,小,小,稳定小
752,009148.OF,小,小,小,小,小,小,稳定小
753,003454.OF,小,小,小,小,小,小,稳定小
754,013408.OF,小,小,小,小,小,小,稳定小
755,010479.OF,小,小,小,小,小,小,稳定小
756,008875.OF,小,小,小,小,小,小,稳定小
757,017695.OF,小,小,小,小,小,小,稳定小
758,002301.OF,小,小,小,小,小,小,稳定小
759,013703.OF,小,小,小,小,小,小,稳定小
760,013008.OF,小,小,小,小,小,小,稳定小
761,015832.OF,小,小,小,小,小,小,稳定小
762,008829.OF,小,小,小,小,小,小,稳定小
763,006360.OF,小,小,小,小,小,小,稳定小
764,006053.OF,小,小,小,小,小,小,稳定小
765,004910.OF,小,小,小,小,小,小,稳定小
766,013405.OF,小,小,小,小,小,小,稳定小
767,006319.OF,小,小,小,小,小,小,稳定小
768,014517.OF,小,小,小,小,小,小,稳定小
769,002603.OF,小,小,小,小,小,小,稳定小
770,012806.OF,小,小,小,小,小,小,稳定小
771,519776.OF,小,小,小,小,小,小,稳定小
772,016955.OF,小,小,小,小,小,小,稳定小
773,010258.OF,小,小,小,小,小,小,稳定小
774,007220.OF,小,小,小,小,小,小,稳定小
775,013804.OF,小,小,小,小,小,小,稳定小
776,013563.OF,小,小,小,小,小,小,稳定小
777,161115.SZ,小,小,小,小,小,小,稳定小
778,007105.OF,小,小,小,小,小,小,稳定小
779,015081.OF,小,小,小,小,小,小,稳定小
780,008826.OF,小,小,小,小,小,小,稳定小
781,007653.OF,小,小,小,小,小,小,稳定小
782,008207.OF,小,小,小,小,小,小,稳定小
783,007645.OF,小,小,小,小,小,小,稳定小
784,006824.OF,小,小,小,小,小,小,稳定小
785,006893.OF,小,小,小,小,小,小,稳定小
786,016427.OF,小,小,小,小,小,小,稳定小
787,015853.OF,小,小,小,小,小,小,稳定小
788,519330.OF,小,小,小,小,小,小,稳定小
789,004118.OF,小,小,小,小,小,小,稳定小
790,013952.OF,小,小,小,小,小,小,稳定小
791,003327.OF,小,小,小,小,小,小,稳定小
792,000205.OF,小,小,小,小,小,小,稳定小
793,004637.OF,小,小,小,小,小,小,稳定小
794,015746.OF,小,小,小,小,小,小,稳定小
795,015720.OF,小,小,小,小,小,小,稳定小
796,006517.OF,小,小,小,小,小,小,稳定小
797,006965.OF,小,小,小,小,小,小,稳定小
798,007061.OF,小,小,小,小,小,小,稳定小
799,009578.OF,小,小,小,小,小,小,稳定小
800,530029.OF,小,小,小,小,小,小,稳定小
801,014252.OF,小,小,小,小,小,小,稳定小
802,013351.OF,小,小,小,小,小,小,稳定小
803,013699.OF,小,小,小,小,小,小,稳定小
804,004956.OF,小,小,小,小,小,小,稳定小
805,001783.OF,小,小,小,小,小,小,稳定小
806,012452.OF,小,小,小,小,小,小,稳定小
807,014721.OF,小,小,小,小,小,小,稳定小
808,012279.OF,小,小,小,小,小,小,稳定小
809,519743.OF,小,小,小,小,小,小,稳定小
810,519784.OF,小,小,小,小,小,小,稳定小
811,004547.OF,小,小,小,小,小,小,稳定小
812,013065.OF,小,小,小,小,小,小,稳定小
813,009257.OF,小,小,小,小,小,小,稳定小
814,006740.OF,小,小,小,小,小,小,稳定小
815,005307.OF,小,小,小,小,小,小,稳定小
816,011067.OF,小,小,小,小,小,小,稳定小
817,006915.OF,小,小,小,小,小,小,稳定小
818,008746.OF,小,小,小,小,小,小,稳定小
819,006929.OF,小,小,小,小,小,小,稳定小
820,008649.OF,小,小,小,小,小,小,稳定小
821,519324.OF,小,小,小,小,小,小,稳定小
822,008411.OF,小,小,小,小,小,小,稳定小
823,008497.OF,小,小,小,小,小,小,稳定小
824,006653.OF,小,小,小,小,小,小,稳定小
825,009001.OF,小,小,小,小,小,小,稳定小
826,018085.OF,小,小,小,小,小,小,稳定小
827,004126.OF,小,小,小,小,小,小,稳定小
828,003265.OF,小,小,小,小,小,小,稳定小
829,006570.OF,小,小,小,小,小,小,稳定小
830,016031.OF,小,小,小,小,小,小,稳定小
831,007201.OF,小,小,小,小,小,小,稳定小
832,016812.OF,小,小,小,小,小,小,稳定小
833,003590.OF,小,小,小,小,小,小,稳定小
834,006956.OF,小,小,小,小,小,小,稳定小
835,006764.OF,小,小,小,小,小,小,稳定小
836,003673.OF,小,小,小,小,小,小,稳定小
837,005200.OF,小,小,小,小,小,小,稳定小
838,002781.OF,小,小,小,小,小,小,稳定小
839,014315.OF,小,小,小,小,小,小,稳定小
840,006772.OF,小,小,小,小,小,小,稳定小
841,006097.OF,小,小,小,小,小,小,稳定小
842,007762.OF,小,小,小,小,小,小,稳定小
843,002832.OF,小,小,小,小,小,小,稳定小
844,005871.OF,小,小,小,小,小,小,稳定小
845,000355.OF,小,小,小,小,小,小,稳定小
846,519137.OF,小,小,小,小,小,小,稳定小
847,007954.OF,小,小,小,小,小,小,稳定小
848,006970.OF,小,小,小,小,小,小,稳定小
849,003162.OF,小,小,小,小,小,小,稳定小
850,005442.OF,小,小,小,小,小,小,稳定小
851,014097.OF,小,小,小,小,小,小,稳定小
852,006838.OF,小,小,小,小,小,小,稳定小
853,000207.OF,小,小,小,小,小,小,稳定小
854,016790.OF,小,小,小,小,小,小,稳定小
855,004899.OF,小,小,小,小,小,小,稳定小
856,003869.OF,小,小,小,小,小,小,稳定小
857,010084.OF,小,小,小,小,小,小,稳定小
858,013522.OF,小,小,小,小,小,小,稳定小
859,002483.OF,小,小,小,小,小,小,稳定小
860,001299.OF,小,小,小,小,小,小,稳定小
861,013648.OF,小,小,小,小,小,小,稳定小
862,010634.OF,小,小,小,小,小,小,稳定小
863,015848.OF,小,小,小,小,小,小,稳定小
864,008406.OF,小,小,小,小,小,小,稳定小
865,004544.OF,小,小,小,小,小,小,稳定小
866,162715.SZ,小,小,小,小,小,小,稳定小
867,519334.OF,小,小,小,小,小,小,稳定小
868,002970.OF,小,小,小,小,小,小,稳定小
869,006665.OF,小,小,小,小,小,小,稳定小
870,006629.OF,小,小,小,小,小,小,稳定小
871,006714.OF,小,小,小,小,小,小,稳定小
872,005322.OF,小,小,小,小,小,小,稳定小
873,003640.OF,小,小,小,小,小,小,稳定小
874,002864.OF,小,小,小,小,小,小,稳定小
875,004887.OF,小,小,小,小,小,小,稳定小
876,008774.OF,小,小,小,小,小,小,稳定小
877,002991.OF,小,小,小,小,小,小,稳定小
878,015629.OF,小,小,小,小,小,小,稳定小
879,014257.OF,小,小,小,小,小,小,稳定小
880,014230.OF,小,小,小,小,小,小,稳定小
881,002336.OF,小,小,小,小,小,小,稳定小
882,006151.OF,小,小,小,小,小,小,稳定小
883,015917.OF,小,小,小,小,小,小,稳定小
884,006806.OF,小,小,小,小,小,小,稳定小
885,013236.OF,小,小,小,小,小,小,稳定小
886,003155.OF,小,小,小,小,小,小,稳定小
887,970132.OF,小,小,小,小,小,小,稳定小
888,016526.OF,小,小,小,小,小,小,稳定小
889,013799.OF,小,小,小,小,小,小,稳定小
890,006626.OF,小,小,小,小,小,小,稳定小
891,001545.OF,小,小,小,小,小,小,稳定小
892,007121.OF,小,小,小,小,小,小,稳定小
893,485105.OF,小,小,小,小,小,小,稳定小
894,006169.OF,小,小,小,小,小,小,稳定小
895,017614.OF,小,小,小,小,小,小,稳定小
896,008802.OF,小,小,小,小,小,小,稳定小
897,005781.OF,小,小,小,小,小,小,稳定小
898,012742.OF,小,小,小,小,小,小,稳定小
899,017307.OF,小,小,小,小,小,小,稳定小
900,970098.OF,小,小,小,小,小,小,稳定小
901,970096.OF,小,小,小,小,小,小,稳定小
902,016172.OF,小,小,小,小,小,小,稳定小
903,004614.OF,小,小,小,小,小,小,稳定小
904,006325.OF,小,小,小,小,小,小,稳定小
905,002985.OF,小,小,小,小,小,小,稳定小
906,012468.OF,小,小,小,小,小,小,稳定小
907,013718.OF,小,小,小,小,小,小,稳定小
908,202103.OF,小,小,小,小,小,小,稳定小
909,014474.OF,小,小,小,小,小,小,稳定小
910,017529.OF,小,小,小,小,小,小,稳定小
911,000783.OF,小,小,小,小,小,小,稳定小
912,008862.OF,小,小,小,小,小,小,稳定小
913,000546.OF,小,小,小,小,小,小,稳定小
914,017305.OF,小,小,小,小,小,小,稳定小
915,016885.OF,小,小,小,小,小,小,稳定小
916,013373.OF,小,小,小,小,小,小,稳定小
917,008508.OF,小,小,小,小,小,小,稳定小
918,006934.OF,小,小,小,小,小,小,稳定小
919,261001.OF,小,小,小,小,小,小,稳定小
920,006032.OF,小,小,小,小,小,小,稳定小
921,009045.OF,小,小,小,小,小,小,稳定小
922,015552.OF,小,小,小,小,小,小,稳定小
923,017006.OF,小,小,小,小,小,小,稳定小
924,016432.OF,小,小,小,小,小,小,稳定小
925,009831.OF,小,小,小,小,小,小,稳定小
926,009792.OF,小,小,小,小,小,小,稳定小
927,016426.OF,小,小,小,小,小,小,稳定小
928,009252.OF,小,小,小,小,小,小,稳定小
929,016947.OF,小,小,小,小,小,小,稳定小
930,002447.OF,小,小,小,小,小,小,稳定小
931,006112.OF,小,小,小,小,小,小,稳定小
932,017777.OF,小,小,小,小,小,小,稳定小
933,008539.OF,小,小,小,小,小,小,稳定小
934,008266.OF,小,小,小,小,小,小,稳定小
935,012352.OF,小,小,小,小,小,小,稳定小
936,006776.OF,小,小,小,小,小,小,稳定小
937,008796.OF,小,小,小,小,小,小,稳定小
938,006172.OF,小,小,小,小,小,小,稳定小
939,009284.OF,小,小,小,小,小,小,稳定小
940,015492.OF,小,小,小,小,小,小,稳定小
941,015925.OF,小,小,小,小,小,小,稳定小
942,016483.OF,小,小,小,小,小,小,稳定小
943,004052.OF,小,小,小,小,小,小,稳定小
944,460008.OF,小,小,小,小,小,小,稳定小
945,005435.OF,小,小,小,小,小,小,稳定小
946,008582.OF,小,小,小,小,小,小,稳定小
947,519328.OF,小,小,小,小,小,小,稳定小
948,003213.OF,小,小,小,小,小,小,稳定小
949,004020.OF,小,小,小,小,小,小,稳定小
950,005845.OF,小,小,小,小,小,小,稳定小
951,013213.OF,小,小,小,小,小,小,稳定小
952,011952.OF,小,小,小,小,小,小,稳定小
953,008730.OF,小,小,小,小,小,小,稳定小
954,015423.OF,小,小,小,小,小,小,稳定小
955,002578.OF,小,小,小,小,小,小,稳定小
956,015471.OF,小,小,小,小,小,小,稳定小
957,007199.OF,小,小,小,小,小,小,稳定小
958,006029.OF,小,小,小,小,小,小,稳定小
959,016208.OF,小,小,小,小,小,小,稳定小
960,007852.OF,小,小,小,小,小,小,稳定小
961,003770.OF,小,小,小,小,小,小,稳定小
962,007585.OF,小,小,小,小,小,小,稳定小
963,005772.OF,小,小,小,小,小,小,稳定小
964,005309.OF,小,小,小,小,小,小,稳定小
965,009298.OF,小,小,小,小,小,小,稳定小
966,003832.OF,小,小,小,小,小,小,稳定小
967,004882.OF,小,小,小,小,小,小,稳定小
968,016928.OF,小,小,小,小,小,小,稳定小
969,003929.OF,小,小,小,小,小,小,稳定小
970,003313.OF,小,小,小,小,小,小,稳定小
971,005321.OF,小,小,小,小,小,小,稳定小
972,004722.OF,小,小,小,小,小,小,稳定小
973,001369.OF,小,小,小,小,小,小,稳定小
974,014778.OF,小,小,小,小,小,小,稳定小
975,000799.OF,小,小,小,小,小,小,稳定小
976,007068.OF,小,小,小,小,小,小,稳定小
977,006464.OF,小,小,小,小,小,小,稳定小
978,006427.OF,小,小,小,小,小,小,稳定小
979,014367.OF,小,小,小,小,小,小,稳定小
980,016235.OF,小,小,小,小,小,小,稳定小
981,008214.OF,小,小,小,小,小,小,稳定小
982,006791.OF,小,小,小,小,小,小,稳定小
983,008608.OF,小,小,小,小,小,小,稳定小
984,018275.OF,小,小,小,小,小,小,稳定小
985,960040.OF,小,小,小,小,小,小,稳定小
986,H000355.OF,小,小,小,小,小,小,稳定小
987,H202108.OF,小,小,小,小,小,小,稳定小
988,H217003.OF,小,小,小,小,小,小,稳定小
989,016951.OF,小,小,小,小,小,小,稳定小
990,017500.OF,小,小,小,小,小,小,稳定小
991,017681.OF,小,小,小,小,小,小,稳定小
992,018256.OF,小,小,小,小,小,小,稳定小
993,018407.OF,小,小,小,小,小,小,稳定小
994,018559.OF,小,小,小,小,小,小,稳定小
995,018584.OF,小,小,小,小,小,小,稳定小
