,time,thscode,close
0,2019-12-31,CI005925.CI,1096.0009
1,2020-01-02,CI005925.CI,1110.0999
2,2020-01-03,CI005925.CI,1118.1215
3,2020-01-06,CI005925.CI,1133.7349
4,2020-01-07,CI005925.CI,1137.1259
5,2020-01-08,CI005925.CI,1126.0992
6,2020-01-09,CI005925.CI,1128.3525
7,2020-01-10,CI005925.CI,1121.6411
8,2020-01-13,CI005925.CI,1131.82
9,2020-01-14,CI005925.CI,1139.0591
10,2020-01-15,CI005925.CI,1125.7048
11,2020-01-16,CI005925.CI,1119.829
12,2020-01-17,CI005925.CI,1118.563
13,2020-01-20,CI005925.CI,1123.143
14,2020-01-21,CI005925.CI,1106.153
15,2020-01-22,CI005925.CI,1109.411
16,2020-01-23,CI005925.CI,1071.579
17,2020-02-03,CI005925.CI,976.279
18,2020-02-04,CI005925.CI,981.541
19,2020-02-05,CI005925.CI,1002.304
20,2020-02-06,CI005925.CI,1021.701
21,2020-02-07,CI005925.CI,1024.669
22,2020-02-10,CI005925.CI,1045.923
23,2020-02-11,CI005925.CI,1045.979
24,2020-02-12,CI005925.CI,1064.641
25,2020-02-13,CI005925.CI,1061.815
26,2020-02-14,CI005925.CI,1068.784
27,2020-02-17,CI005925.CI,1098.848
28,2020-02-18,CI005925.CI,1105.571
29,2020-02-19,CI005925.CI,1097.434
30,2020-02-20,CI005925.CI,1112.189
31,2020-02-21,CI005925.CI,1120.471
32,2020-02-24,CI005925.CI,1120.511
33,2020-02-25,CI005925.CI,1115.031
34,2020-02-26,CI005925.CI,1099.745
35,2020-02-27,CI005925.CI,1096.743
36,2020-02-28,CI005925.CI,1044.757
37,2020-03-02,CI005925.CI,1085.169
38,2020-03-03,CI005925.CI,1093.089
39,2020-03-04,CI005925.CI,1102.035
40,2020-03-05,CI005925.CI,1120.74
41,2020-03-06,CI005925.CI,1121.458
42,2020-03-09,CI005925.CI,1081.206
43,2020-03-10,CI005925.CI,1091.494
44,2020-03-11,CI005925.CI,1077.857
45,2020-03-12,CI005925.CI,1052.235
46,2020-03-13,CI005925.CI,1031.689
47,2020-03-16,CI005925.CI,997.594
48,2020-03-17,CI005925.CI,991.143
49,2020-03-18,CI005925.CI,976.777
50,2020-03-19,CI005925.CI,973.674
51,2020-03-20,CI005925.CI,986.518
52,2020-03-23,CI005925.CI,948.313
53,2020-03-24,CI005925.CI,971.343
54,2020-03-25,CI005925.CI,990.252
55,2020-03-26,CI005925.CI,979.706
56,2020-03-27,CI005925.CI,977.529
57,2020-03-30,CI005925.CI,959.242
58,2020-03-31,CI005925.CI,966.531
59,2020-04-01,CI005925.CI,964.247
60,2020-04-02,CI005925.CI,984.552
61,2020-04-03,CI005925.CI,978.624
62,2020-04-07,CI005925.CI,1006.673
63,2020-04-08,CI005925.CI,1008.304
64,2020-04-09,CI005925.CI,1010.582
65,2020-04-10,CI005925.CI,993.938
66,2020-04-13,CI005925.CI,995.557
67,2020-04-14,CI005925.CI,1015.116
68,2020-04-15,CI005925.CI,1007.012
69,2020-04-16,CI005925.CI,1006.538
70,2020-04-17,CI005925.CI,1008.404
71,2020-04-20,CI005925.CI,1014.067
72,2020-04-21,CI005925.CI,1003.494
73,2020-04-22,CI005925.CI,1009.847
74,2020-04-23,CI005925.CI,1011.04
75,2020-04-24,CI005925.CI,998.905
76,2020-04-27,CI005925.CI,990.85
77,2020-04-28,CI005925.CI,972.072
78,2020-04-29,CI005925.CI,973.157
79,2020-04-30,CI005925.CI,994.263
80,2020-05-06,CI005925.CI,1008.992
81,2020-05-07,CI005925.CI,1007.497
82,2020-05-08,CI005925.CI,1018.029
83,2020-05-11,CI005925.CI,1013.948
84,2020-05-12,CI005925.CI,1010.207
85,2020-05-13,CI005925.CI,1016.055
86,2020-05-14,CI005925.CI,1006.496
87,2020-05-15,CI005925.CI,1009.249
88,2020-05-18,CI005925.CI,1018.765
89,2020-05-19,CI005925.CI,1027.233
90,2020-05-20,CI005925.CI,1021.971
91,2020-05-21,CI005925.CI,1010.872
92,2020-05-22,CI005925.CI,993.345
93,2020-05-25,CI005925.CI,990.839
94,2020-05-26,CI005925.CI,1007.02
95,2020-05-27,CI005925.CI,1005.028
96,2020-05-28,CI005925.CI,1005.637
97,2020-05-29,CI005925.CI,1011.102
98,2020-06-01,CI005925.CI,1033.329
99,2020-06-02,CI005925.CI,1037.092
100,2020-06-03,CI005925.CI,1038.32
101,2020-06-04,CI005925.CI,1038.657
102,2020-06-05,CI005925.CI,1036.733
103,2020-06-08,CI005925.CI,1043.562
