,time,thscode,close
0,2018-07-02,930609.CSI,1175.2724
1,2018-07-03,930609.CSI,1176.0695
2,2018-07-04,930609.CSI,1176.5403
3,2018-07-05,930609.CSI,1177.503
4,2018-07-06,930609.CSI,1177.9397
5,2018-07-09,930609.CSI,1178.1806
6,2018-07-10,930609.CSI,1178.0528
7,2018-07-11,930609.CSI,1178.2378
8,2018-07-12,930609.CSI,1178.4553
9,2018-07-13,930609.CSI,1178.8215
10,2018-07-16,930609.CSI,1179.4771
11,2018-07-17,930609.CSI,1179.6787
12,2018-07-18,930609.CSI,1180.0883
13,2018-07-19,930609.CSI,1181.1347
14,2018-07-20,930609.CSI,1181.8214
15,2018-07-23,930609.CSI,1182.6835
16,2018-07-24,930609.CSI,1182.8617
17,2018-07-25,930609.CSI,1183.2982
18,2018-07-26,930609.CSI,1184.0647
19,2018-07-27,930609.CSI,1184.7986
20,2018-07-30,930609.CSI,1185.8111
21,2018-07-31,930609.CSI,1186.8769
22,2018-08-01,930609.CSI,1187.5487
23,2018-08-02,930609.CSI,1188.5165
24,2018-08-03,930609.CSI,1189.4819
25,2018-08-06,930609.CSI,1190.6306
26,2018-08-07,930609.CSI,1191.3778
27,2018-08-08,930609.CSI,1191.2583
28,2018-08-09,930609.CSI,1190.0667
29,2018-08-10,930609.CSI,1189.1522
30,2018-08-13,930609.CSI,1188.2275
31,2018-08-14,930609.CSI,1188.296
32,2018-08-15,930609.CSI,1188.5576
33,2018-08-16,930609.CSI,1188.0384
34,2018-08-17,930609.CSI,1187.1517
35,2018-08-20,930609.CSI,1186.7516
36,2018-08-21,930609.CSI,1186.387
37,2018-08-22,930609.CSI,1186.8683
38,2018-08-23,930609.CSI,1187.7421
39,2018-08-24,930609.CSI,1188.1336
40,2018-08-27,930609.CSI,1188.0851
41,2018-08-28,930609.CSI,1188.1034
42,2018-08-29,930609.CSI,1188.2942
43,2018-08-30,930609.CSI,1188.7217
44,2018-08-31,930609.CSI,1189.0837
45,2018-09-03,930609.CSI,1188.8949
46,2018-09-04,930609.CSI,1188.989
47,2018-09-05,930609.CSI,1189.197
48,2018-09-06,930609.CSI,1189.1322
49,2018-09-07,930609.CSI,1189.0395
50,2018-09-10,930609.CSI,1189.0136
51,2018-09-11,930609.CSI,1188.7801
52,2018-09-12,930609.CSI,1188.8033
53,2018-09-13,930609.CSI,1189.1312
54,2018-09-14,930609.CSI,1189.4692
55,2018-09-17,930609.CSI,1189.9883
56,2018-09-18,930609.CSI,1190.169
57,2018-09-19,930609.CSI,1189.9911
58,2018-09-20,930609.CSI,1189.9062
59,2018-09-21,930609.CSI,1189.9628
60,2018-09-25,930609.CSI,1190.0219
61,2018-09-26,930609.CSI,1190.2734
62,2018-09-27,930609.CSI,1190.9409
63,2018-09-28,930609.CSI,1191.1634
64,2018-10-08,930609.CSI,1192.443
65,2018-10-09,930609.CSI,1192.7744
66,2018-10-10,930609.CSI,1193.2828
67,2018-10-11,930609.CSI,1194.0615
68,2018-10-12,930609.CSI,1194.613
69,2018-10-15,930609.CSI,1195.1201
70,2018-10-16,930609.CSI,1195.3582
71,2018-10-17,930609.CSI,1195.5226
72,2018-10-18,930609.CSI,1195.9688
73,2018-10-19,930609.CSI,1196.1409
74,2018-10-22,930609.CSI,1196.2443
75,2018-10-23,930609.CSI,1196.4719
76,2018-10-24,930609.CSI,1196.8499
77,2018-10-25,930609.CSI,1197.2484
78,2018-10-26,930609.CSI,1197.6008
79,2018-10-29,930609.CSI,1198.3256
80,2018-10-30,930609.CSI,1198.7682
81,2018-10-31,930609.CSI,1198.8382
82,2018-11-01,930609.CSI,1198.4618
83,2018-11-02,930609.CSI,1199.0199
84,2018-11-05,930609.CSI,1199.326
85,2018-11-06,930609.CSI,1199.6597
86,2018-11-07,930609.CSI,1200.0884
87,2018-11-08,930609.CSI,1200.3447
88,2018-11-09,930609.CSI,1200.6315
89,2018-11-12,930609.CSI,1200.8983
90,2018-11-13,930609.CSI,1201.1997
91,2018-11-14,930609.CSI,1202.2743
92,2018-11-15,930609.CSI,1202.6476
93,2018-11-16,930609.CSI,1203.5848
94,2018-11-19,930609.CSI,1204.3115
95,2018-11-20,930609.CSI,1204.3537
96,2018-11-21,930609.CSI,1204.5622
97,2018-11-22,930609.CSI,1204.6423
98,2018-11-23,930609.CSI,1204.725
99,2018-11-26,930609.CSI,1204.7618
100,2018-11-27,930609.CSI,1204.7118
101,2018-11-28,930609.CSI,1205.5905
102,2018-11-29,930609.CSI,1206.0164
103,2018-11-30,930609.CSI,1205.4306
104,2018-12-03,930609.CSI,1205.6888
105,2018-12-04,930609.CSI,1206.3551
106,2018-12-05,930609.CSI,1206.985
107,2018-12-06,930609.CSI,1207.2459
108,2018-12-07,930609.CSI,1207.5404
109,2018-12-10,930609.CSI,1208.032
110,2018-12-11,930609.CSI,1208.2059
111,2018-12-12,930609.CSI,1208.4365
112,2018-12-13,930609.CSI,1207.6963
113,2018-12-14,930609.CSI,1207.2287
114,2018-12-17,930609.CSI,1206.8313
115,2018-12-18,930609.CSI,1206.3547
116,2018-12-19,930609.CSI,1206.4039
117,2018-12-20,930609.CSI,1207.0598
118,2018-12-21,930609.CSI,1207.4198
119,2018-12-24,930609.CSI,1207.5456
120,2018-12-25,930609.CSI,1207.765
121,2018-12-26,930609.CSI,1207.8194
122,2018-12-27,930609.CSI,1208.3715
123,2018-12-28,930609.CSI,1208.9644
