,time,thscode,close
0,2021-12-31,930609.CSI,1328.4723
1,2022-01-04,930609.CSI,1328.9977
2,2022-01-05,930609.CSI,1329.0747
3,2022-01-06,930609.CSI,1328.9335
4,2022-01-07,930609.CSI,1329.1127
5,2022-01-10,930609.CSI,1329.7265
6,2022-01-11,930609.CSI,1330.0667
7,2022-01-12,930609.CSI,1330.4289
8,2022-01-13,930609.CSI,1330.5314
9,2022-01-14,930609.CSI,1330.64
10,2022-01-17,930609.CSI,1331.3844
11,2022-01-18,930609.CSI,1332.1561
12,2022-01-19,930609.CSI,1333.1903
13,2022-01-20,930609.CSI,1333.5405
14,2022-01-21,930609.CSI,1334.0784
15,2022-01-24,930609.CSI,1335.2018
16,2022-01-25,930609.CSI,1335.0332
17,2022-01-26,930609.CSI,1334.6864
18,2022-01-27,930609.CSI,1334.4863
19,2022-01-28,930609.CSI,1334.9526
20,2022-02-07,930609.CSI,1335.9649
21,2022-02-08,930609.CSI,1336.2008
22,2022-02-09,930609.CSI,1336.323
23,2022-02-10,930609.CSI,1336.6014
24,2022-02-11,930609.CSI,1335.4799
25,2022-02-14,930609.CSI,1335.2358
26,2022-02-15,930609.CSI,1335.1685
27,2022-02-16,930609.CSI,1335.3605
28,2022-02-17,930609.CSI,1335.7121
29,2022-02-18,930609.CSI,1335.6761
30,2022-02-21,930609.CSI,1335.2761
31,2022-02-22,930609.CSI,1334.4521
32,2022-02-23,930609.CSI,1334.6654
33,2022-02-24,930609.CSI,1334.6927
34,2022-02-25,930609.CSI,1334.7907
35,2022-02-28,930609.CSI,1335.1923
36,2022-03-01,930609.CSI,1334.9785
37,2022-03-02,930609.CSI,1334.5601
38,2022-03-03,930609.CSI,1333.7898
39,2022-03-04,930609.CSI,1333.611
40,2022-03-07,930609.CSI,1333.6328
41,2022-03-08,930609.CSI,1333.5435
42,2022-03-09,930609.CSI,1332.9251
43,2022-03-10,930609.CSI,1332.5071
44,2022-03-11,930609.CSI,1332.6706
45,2022-03-14,930609.CSI,1333.8762
46,2022-03-15,930609.CSI,1332.6297
47,2022-03-16,930609.CSI,1332.534
48,2022-03-17,930609.CSI,1332.6445
49,2022-03-18,930609.CSI,1333.1284
50,2022-03-21,930609.CSI,1333.2944
51,2022-03-22,930609.CSI,1332.9086
52,2022-03-23,930609.CSI,1332.9397
53,2022-03-24,930609.CSI,1333.047
54,2022-03-25,930609.CSI,1333.2624
55,2022-03-28,930609.CSI,1333.5267
56,2022-03-29,930609.CSI,1333.6694
57,2022-03-30,930609.CSI,1334.2438
58,2022-03-31,930609.CSI,1334.549
59,2022-04-01,930609.CSI,1335.3522
60,2022-04-06,930609.CSI,1336.4578
61,2022-04-07,930609.CSI,1337.0124
62,2022-04-08,930609.CSI,1337.2468
63,2022-04-11,930609.CSI,1337.3076
64,2022-04-12,930609.CSI,1337.414
65,2022-04-13,930609.CSI,1337.7608
66,2022-04-14,930609.CSI,1338.4186
67,2022-04-15,930609.CSI,1338.8303
68,2022-04-18,930609.CSI,1338.4807
69,2022-04-19,930609.CSI,1338.6783
70,2022-04-20,930609.CSI,1338.5636
71,2022-04-21,930609.CSI,1338.7813
72,2022-04-22,930609.CSI,1339.0038
73,2022-04-25,930609.CSI,1339.5857
74,2022-04-26,930609.CSI,1339.7722
75,2022-04-27,930609.CSI,1339.8021
76,2022-04-28,930609.CSI,1339.664
77,2022-04-29,930609.CSI,1340.0568
78,2022-05-05,930609.CSI,1340.7869
79,2022-05-06,930609.CSI,1340.9206
80,2022-05-09,930609.CSI,1341.5967
81,2022-05-10,930609.CSI,1342.2198
82,2022-05-11,930609.CSI,1342.4322
83,2022-05-12,930609.CSI,1342.9837
84,2022-05-13,930609.CSI,1343.29
85,2022-05-16,930609.CSI,1343.654
86,2022-05-17,930609.CSI,1344.2495
87,2022-05-18,930609.CSI,1344.9129
88,2022-05-19,930609.CSI,1345.1858
89,2022-05-20,930609.CSI,1345.1963
90,2022-05-23,930609.CSI,1345.8672
91,2022-05-24,930609.CSI,1345.8481
92,2022-05-25,930609.CSI,1345.7872
93,2022-05-26,930609.CSI,1346.6011
94,2022-05-27,930609.CSI,1346.8272
95,2022-05-30,930609.CSI,1346.7233
96,2022-05-31,930609.CSI,1346.0842
97,2022-06-01,930609.CSI,1345.838
98,2022-06-02,930609.CSI,1345.4302
99,2022-06-06,930609.CSI,1344.835
100,2022-06-07,930609.CSI,1344.6617
101,2022-06-08,930609.CSI,1344.769
102,2022-06-09,930609.CSI,1345.1366
103,2022-06-10,930609.CSI,1345.4679
104,2022-06-13,930609.CSI,1345.6069
105,2022-06-14,930609.CSI,1345.6307
106,2022-06-15,930609.CSI,1345.7045
107,2022-06-16,930609.CSI,1345.9591
108,2022-06-17,930609.CSI,1346.447
109,2022-06-20,930609.CSI,1346.4495
110,2022-06-21,930609.CSI,1346.4871
111,2022-06-22,930609.CSI,1346.6773
112,2022-06-23,930609.CSI,1347.018
113,2022-06-24,930609.CSI,1347.135
114,2022-06-27,930609.CSI,1346.7243
115,2022-06-28,930609.CSI,1346.5806
116,2022-06-29,930609.CSI,1346.6809
117,2022-06-30,930609.CSI,1347.1847
